"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","individualCount","typeStatus"
"48","2020-08-31 08:59:42-03","INPA","INPA","117227","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Daly, DC","1742","1981","12","05","Southern America","Brasil","Pará","Serra dos Carajás","Serra dos Carajás, 25-30km NW of Serra Norte mining camp. Hilly scrub on ferrous rock outcrop.","-50.433333","-5.916667",NA,NA,NA,"INPA0117227","INPA0117227 INPA0117227_e",NA,"Staples, GW","2016","04","23","-50.433333","-5.916667",NA,NA,NA,NA,NA,NA,NA
"49","2020-08-31 08:59:42-03","INPA","INPA","139240","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Silva, ASL da","1764","1984","03","14","Southern America","Brasil","Pará","Marabá","Serra dos Carajás, Serra dos Carajás. N-4, mina piloto para exploração de ferro. Local onde foi realizado inventário em 05/83. Campo rupestre, solo de canga.","-50.173616","-6.055124","700",NA,NA,"INPA0139240","INPA0139240 INPA0139240_e","750",NA,NA,NA,NA,"-50.173616","-6.055124",NA,NA,NA,NA,NA,NA,NA
"50","2020-08-31 08:59:42-03","INPA","INPA","131176","S","Plantae","Dicotyledon Asterids","Solanales","Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Rosa, NA","4480","1983","01","23","Southern America","Brasil","Pará","Marabá","FLONA de Carajás, Serra Norte, Serra Norte (Serra dos Carajás) arredores do alojamento N1. Vegetação sobre canga de ferro.","-50.292149","-6.025341","700",NA,NA,"INPA0131176","INPA0131176 INPA0131176_e","700",NA,NA,NA,NA,"-50.292149","-6.025341",NA,NA,NA,NA,NA,NA,NA
"51","2018-04-26 14:54:09-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Daly, DC; Callejas, R; Silva, M; Taylor, EL; Rosario, C; Santos, MR dos","1742","1981","12","05","Southern America","Brazil","Pará",NA,"Serra dos Carajás, Serra dos Carajas, 25-30 km NW of Serra Norte mining camp. Aprox. 5°55'S, 50°26'W. Hilly scrub on ferrous rock outcrop.","-50.26","-5.55",NA,NA,"Vine, flowers deep red. Occasional.","CONV008215",NA,NA,"Staples, G","2016","04","23","-50.26","-5.55",NA,NA,NA,NA,NA,NA,NA
"52","2018-04-26 14:54:09-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Secco, RS; et al.","120","1982","12","05","Southern America","Brazil","Pará",NA,"Marabá, Para, Maraba, Alto da Serra, arredores do N5, solo de canga (ferro). Arbusto ate 2 m de altura.","-49.07","-5.21",NA,NA,"usbgn; Flores vermelho forte, muito comum.","CONV008111",NA,NA,"Austin, DF","2009",NA,NA,"-49.07","-5.21",NA,NA,NA,NA,NA,NA,NA
"53","2018-04-26 14:54:09-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Daly, DC; Callejas, R; Silva, M; Taylor, EL; Rosario, C; Santos, MR dos","1742","1981","12","05","Southern America","Brazil","Pará",NA,"Serra dos Carajás, Serra dos Carajas, 25-30 km NW of Serra Norte mining camp. Aprox. 5°55'S, 50°26'W. Hilly scrub on ferrous rock outcrop.","-50.26","-5.55",NA,NA,"Vine, flowers deep red. Occasional.","CONV008214",NA,NA,"Staples, G","2016","04","23","-50.26","-5.55",NA,NA,NA,NA,NA,NA,NA
"54","2018-04-26 14:54:09-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Daly, DC; Callejas, R; Silva, M; Taylor, EL; Rosario, C; Santos, MR dos","1742","1981","12","05","Southern America","Brazil","Pará",NA,"Serra dos Carajás, Serra dos Carajas, 25-30 km NW of Serra Norte mining camp. Aprox. 5°55'S, 50°26'W. Hilly scrub on ferrous rock outcrop.","-50.26","-5.55",NA,NA,"Vine, flowers deep red. Occasional.","CONV013512",NA,NA,"Staples, G","2016","04","23","-50.26","-5.55",NA,NA,"voucher","117227",NA,NA,NA
"55","2018-04-26 14:54:09-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Santos, G dos; Gentry, A; Ortis, R","573","1992","01","06","Southern America","Brazil","Pará",NA,"Carajás, para, Parauapebas. Reserva Biologica da Serra dos Carajas. Companhia Vale do Rio Doce. Area 4 do Igarape Bahia, proximo aos tnaques de rejeito. Alt.: 620 m. Area de canga, alt. 650 m.","-51.52","-2.57",NA,NA,"usbgn; Liana com flores vermelhas.","CONV008061",NA,NA,"Austin, DF","2009",NA,NA,"-51.52","-2.57",NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","3261553","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","C. R. Sperling, R. Secco, M. A. Condon, A. L. Mesquita & et al.","5584","1982","5","12","South America - Neotropics","Brazil","Pará",NA,"Serra dos Carajás, AMZA camp N-5.","-50.13","-6.07","700",NA,NA,"US03152388","US03152388_01","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"57","2018-06-12 17:25:18-03","F","FMNH-SEEDPLANTS","V0441706F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei",NA,"C. R. Sperling & et al.","5584","1982","5","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0441706F","V0441706F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"58","2018-06-12 17:25:20-03","F","FMNH-SEEDPLANTS","V0441707F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei",NA,"O. C. Nascimento & R. P. Bahia","956","1985","11","10","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0441707F","V0441707F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"59","2019-01-23 10:12:58-02","F","FMNH-SEEDPLANTS","V0093844F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei",NA,"P. B. Cavalcante","2086","1969","5","21","South America","Brazil","Pará","Maraba","Serra dos Carajas","-49.1178016662598","-5.36860990524292","700",NA,NA,"V0093844F","V0093844F_01",NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,"Dicotyledoneae",NA,"Isotype"
"60","2019-11-01 14:56:50-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","Melo, MS; Ramos, AR; Menezes, IC; Ferdinando","241","2018","05","21","Southern America","Brasil","Pará","Paraupebas","Estacionamento do Parque Zoobotânico da Vale. Núcleo Urbano de Carajás","-50.0591","-6.0656","669",NA,"Canteiro em frente ao Herbário de Carajás.; Flores tubulares vermelhas. Arbusto de 60 cm; Borda de Floresta Ombrófila",NA,NA,"669",NA,NA,NA,NA,"-50.0591","-6.0656",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 14:56:50-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F. Austin","Melo, MS; Ramos, AR; Menezes, IC; Ferdinando","261","2018","05","22","Southern America","Brasil","Pará","Paraupebas","Área de Canga no caminho de N1 da Vale. Trilha para as cavernas","-50.2705","-6.0417","734",NA,"Herbácea 70cm de altura com flores vermelhas. Flor de carajás; Canga. Savana em área com alta presença de ferro",NA,NA,"734",NA,NA,NA,NA,"-50.2705","-6.0417",NA,NA,NA,NA,NA,NA,NA
"62","2020-07-02 08:39:51-03","IBt","SP","285350","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Secco, R","120","1982","05","12",NA,"Brasil","Pará","Marabá",NA,"-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA
"63","2020-08-27 12:19:17-03","IBt","SP","302055","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Araújo, AD","1148","2014","09","02",NA,"Brasil","Pará","Parauapebas",NA,"-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
"64","2021-01-11 11:19:33-03","IBt","SP","475849","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Viana, PL","5581","2015","03","26",NA,"Brasil","Pará","Parauapebas",NA,"-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
"65","2020-12-23 08:47:58-03","IBt","SP","423726","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Viana, PL","4032","2009","03","12",NA,"Brasil","Pará","Parauapebas",NA,"-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
"66","2021-01-11 11:19:33-03","IBt","SP","475848","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Mota, NFO","2951","2015","04","27",NA,"Brasil","Pará","Parauapebas",NA,"-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
"67","2021-01-11 11:19:33-03","IBt","SP","475850","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","cavalcantei","Ipomoea cavalcantei","D.F.Austin","Viana, PL","5631","2015","03","26",NA,"Brasil","Pará","Parauapebas",NA,"-49.9021987915039","-6.06750011444092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147801","auto",NA,NA,NA,NA,NA
