"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"47","2019-06-05 10:33:23-03","UFG","HJ","8260","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","04",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008260",NA,"4754","04","Goiás","Jataí","-52.078889","-17.970833","Rosangela Simão Bianchini","2015","10","29","52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"48","2019-06-05 10:33:19-03","UFG","HJ","8256","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","04",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008256",NA,"4779","04","Goiás","Jataí","-52.078889","-17.970833","Cintia Vieira da Silva e Rosangela Simão Bianchini","2015","10","29","52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"49","2020-10-16 10:36:15-03","UFG","HJ","8258","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","02",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008258",NA,"4699","03","Goiás","Jataí","-52.078889","-17.970833","Luzia Francisca de Souza",NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"50","2020-10-16 10:36:15-03","UFG","HJ","8261","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","02",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008261",NA,"4676","03","Goiás","Jataí","-52.078889","-17.970833","Luzia Francisca de Souza",NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"51","2019-06-05 10:33:23-03","UFG","HJ","8262","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","06",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008262",NA,"4810","11","Goiás","Jataí","-52.078889","-17.970833","Rosangela Simão Bianchini","2015","10","29","52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"52","2019-06-05 10:33:19-03","UFG","HJ","4775","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2009","11",NA,"Brasil","Fazenda Boa Vista.",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00004775",NA,"4248","07","Goiás","Jataí","-52.078611","-17.97","Cintia Vieira da Silva e Rosangela Simão Bianchini","2015","10","29","52º4'43''W","17º58'12''S",NA,NA,NA,"867","867",NA,NA,NA,NA,NA
"53","2020-10-16 10:36:15-03","UFG","HJ","8257","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, L.F.; Pereira, F.C.","2011","06",NA,"Brasil","Fazenda Boa Vista",NA,"Campo úmido com inundação na estação chuvosa. Solos hidromórficos do tipo gleissolo","HJ00008257",NA,"4719","11","Goiás","Jataí","-52.078889","-17.970833","Luzia Francisca de Souza",NA,NA,NA,"52º4'44''W","17º58'15''S",NA,NA,NA,"873","873",NA,NA,NA,NA,NA
"54","2019-11-13 11:18:07-03","USP","SPF","135317","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Rizzo, JA","1973","01",NA,"Brasil",NA,NA,NA,"SPF00135317","SPF00135317","8749","17","Goiás",NA,NA,NA,"Simão-Bianchini, R","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-13 11:18:07-03","USP","SPF","135318","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Rizzo, JA","1973","02",NA,"Brasil",NA,NA,NA,"SPF00135318","SPF00135318","8866","20","Goiás",NA,NA,NA,"Simão-Bianchini, R","2009","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:18:07-03","USP","SPF","125872","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Forzza, RC","1997","11",NA,"Brasil","Morro Vermelho",NA,NA,"SPF00125872","SPF00125872","409","25","Goiás","Mineiros","-52.5511016845703","-17.5694007873535","Simão-Bianchini, R","1998","01",NA,NA,NA,NA,"100343","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:18:07-03","USP","SPF","116427","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, VC","1995","12",NA,"Brasil",NA,NA,NA,"SPF00116427","SPF00116427","9596","19","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","Simão-Bianchini, R","2000","02",NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:17:35-03","UEFS","HUEFS","72712","PreservedSpecimen","Plantae","Angiospermae","Solanales","Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, V.C.","1995","12",NA,"Brasil","Ca. 11 Km da cidade em direção a Lençóis, próximo à entrada da Reserva do Instituto Florestal.",NA,"Campo Cerrado","HUEFS0072712","HUEFS0072712","9596","19","Bahia","Águas de Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-09-04 18:37:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus",NA,"Type [status unknown]",NA,"1898","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"18",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-04-21 17:45:34-03","F","FMNH-SEEDPLANTS","V0361770F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus",NA,"Possible type","J. B. E. Pohl",NA,NA,"South America","Brazil",NA,NA,NA,"V0361770F",NA,"863",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2018-06-12 17:07:15-03","F","FMNH-SEEDPLANTS","V0441123F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus",NA,NA,"A. Saint-Hilaire",NA,NA,"South America","Brazil",NA,NA,NA,"V0441123F","V0441123F_01","296",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-04 15:46:40-03","IF","SPSF","50068","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisner",NA,"F.M.Souza & G.Durigan","2015","09","América do Sul","Brasil","Estação Ecológica Água de Santa Bárbara",NA,"COLETA: Erva, 20cm, flor lilás; GEOGRAFIA: Cerrado, Estação Ecológica;",NA,NA,"1247","23","SP","Águas de Santa Bárbara","-49.243889","-22.808611","G.Durigan","2015","09","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Riedel, L",NA,NA,"Southern America","Brazil","in campis ad Rio Pardo, prov. S.Pauli.",NA,NA,NA,"P07P0N0121","s.n.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Pohl, JBE",NA,NA,"Southern America","Brazil","Habitat in Serra de Christaes et pr. Uberava prov. Minarum",NA,NA,NA,"P07P0N0121","s.n.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Regnell, AF",NA,NA,"Southern America","Brazil","Habitat in Serra de Christaes et pr. Uberava prov. Minarum",NA,NA,NA,"P07P0N0121","187",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus","acutifolius","Evolvulus fuscus acutifolius","Meisn.",NA,"Riedel, L",NA,NA,"Southern America","Brazil","in campis pr. Alegris prov. Minarum.",NA,"Oreas.; HABITAT: Oreas.",NA,NA,"s.n.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus","virescens","Evolvulus fuscus virescens","Meisn.",NA,"Regnell, AF",NA,NA,"Southern America","Brazil","pr. Congonhas do Campo et Caldas prov. Minarum.",NA,NA,NA,NA,"188",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus","virescens","Evolvulus fuscus virescens","Meisn.",NA,"Stephan, MD",NA,NA,"Southern America","Brazil","pr. Congonhas do Campo et Caldas prov. Minarum.",NA,NA,NA,NA,"s.n.",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-05 12:32:09-03","UNIVASF","HVASF","10839","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"F.F.S. Silva","2011","01","América do Sul","Brasil","Povoado de São Pedro, Residência. Área proposta para o PNBO",NA,"Arbusto ereto ca.: 0,3m alt. Folhas simples, alternas e pilosas. Flor azul. Raiz pivotante.","HVASF010839","HVASF010839_v01","165","27","Bahia","Sento Sé",NA,NA,"M.T. Buril","2017","03","02","9999.000000","9999.000000",NA,NA,NA,"776","776",NA,NA,NA,NA,"U"
"70","2020-10-22 10:12:39-03","IBt","SP","343729","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","10",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"3974","07","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-10-22 10:12:39-03","IBt","SP","343726","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","03",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2946","07","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-10-22 10:12:39-03","IBt","SP","343727","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","03",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2998","08","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"73","2020-10-22 10:12:39-03","IBt","SP","343720","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1998","11",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"1947","01","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-10-22 10:12:39-03","IBt","SP","343725","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","02",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2888","04","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-10-22 10:12:39-03","IBt","SP","343724","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","02",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2775","01","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-10-22 10:12:39-03","IBt","SP","343728","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","04",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"3210","06","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-10-22 10:12:39-03","IBt","SP","343721","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1998","11",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2227","02","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-10-22 10:12:39-03","IBt","SP","343722","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1998","12",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2355","09","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-10-22 10:12:39-03","IBt","SP","343723","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Batalha, MA","1999","01",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,"2533","02","Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545",NA,NA,NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-08-13 18:01:49-03","IBt","SP","296392","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Souza, VC","1995","12",NA,"Brasil",NA,NA,NA,NA,NA,"9596","13","São Paulo","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","Silva, CV","2007","08","14",NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:03:16-03","IBt","SP","11013","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Loefgren, A","1888","11",NA,"Brasil","Estação da Fortaleza",NA,NA,"SP023803","SP023803","CGG1046","22","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121","Simão Bianchini, R","2006",NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-01-21 15:28:51-03","IBt","SP","489440","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","fuscus",NA,"Evolvulus fuscus","Meisn.",NA,"Amorim, BS","2006","07",NA,"Brasil",NA,NA,NA,NA,NA,"38","21","Sergipe","Itabaiana","-37.4253005981445","-10.6850004196167",NA,NA,NA,NA,NA,NA,NA,"16069","auto",NA,NA,NA,NA,NA,NA,NA
