"","threat.status","search.str"
"1448","EN","Cuphea cuiabensis"
"1449","EN","Cuphea cunninghamiifolia"
"1450","LC","Cuphea disperma"
"1451","EN","Cuphea fuchsiifolia"
"1452","NT","Cuphea glareosa"
"1453","EN","Cuphea glaziovii"
"1454","LC","Cuphea linarioides"
"1455","EN","Cuphea lindmaniana"
"1456","DD","Cuphea lucens"
"1457","LC","Cuphea lutescens"
"1458","LC","Cuphea melvilla"
"1459","DD","Cuphea potamophila"
"1460","LC","Cuphea repens"
"1461","CR","Cuphea rubro-virens"
"1462","CR","Cuphea rubrovirens"
"1463","VU","Cuphea sclerophylla"
"1464","DD","Cuphea sincorana"
"1465","LC","Cuphea strigulosa"
"1466","CR","Cuphea teleandra"
"1467","DD","Cuphea warmingii"
"1468","DD","Cuphea xanthopetala"
"1469","LC","Curculigo scorzonerifolia"
"1470","LC","Curtia tenuifolia"
"1471","NT","Cuscuta obtusiflora"
"1472","LC","Cyanaeorchis arundinae"
"1473","VU","Cyanocephalus apertiflorus"
"1474","DD","Cyanocephalus bombycinus"
"1475","EN","Cyanocephalus caprariifolius"
"1476","DD","Cyanocephalus coriaceus"
"1477","EN","Cyanocephalus delicatulus"
"1478","EN","Cyanocephalus digitatus"
"1479","EN","Cyanocephalus tagetifolius"
"1480","NT","Cyanocephalus tenuifolius"
"1481","EN","Cyanocephalus viaticus"
"1482","LC","Cyathea corcovadensis"
"1483","LC","Cyathea glaziovii"
"1484","DD","Cyathea poeppigii"
"1485","LC","Cyathea pungens"
"1486","LC","Cyathea uleana"
"1487","LC","Cybianthus densicomus"
"1488","EN","Cyclopogon dutrae"
"1489","EN","Cycnoches pentadactylum"
"1490","LC","Cylindrocolea rhizantha"
"1491","LC","Cymbocarpa refracta"
"1492","LC","Cymbopetalum brasiliense"
"1493","CR","Cynanchum morrenioides"
"1494","EN","Cyperus almensis"
"1495","VU","Cyperus atlanticus"
"1496","LC","Cyperus flavescens"
"1497","LC","Cyperus giganteus"
"1498","LC","Cyperus rotundus"
"1499","LC","Cyrtocarpa caatingae"
"1500","LC","Cyrtopodium blanchetii"
"1501","LC","Cyrtopodium braemii"
"1502","LC","Cyrtopodium brandonianum"
"1503","VU","Cyrtopodium caiapoense"
"1504","LC","Cyrtopodium dusenii"
"1505","LC","Cyrtopodium flavum"
"1506","LC","Cyrtopodium fowliei"
"1507","LC","Cyrtopodium gigas"
"1508","EN","Cyrtopodium hatschbachii"
"1509","LC","Cyrtopodium holstii"
"1510","CR","Cyrtopodium lamellaticallosum"
"1511","CR","Cyrtopodium latifolium"
"1512","CR","Cyrtopodium linearifolium"
"1513","VU","Cyrtopodium lissochiloides"
"1514","LC","Cyrtopodium pallidum"
"1515","VU","Cyrtopodium palmifrons"
"1516","LC","Cyrtopodium paludicolum"
"1517","LC","Cyrtopodium parviflorum"
"1518","EN","Cyrtopodium poecilum var. roseum"
"1519","VU","Cyrtopodium triste"
"1520","EN","Dacryodes edilsonii"
"1521","DD","Dahlstedtia muehlbergiana"
"1522","VU","Dalbergia elegans"
"1523","VU","Dalbergia nigra"
"1524","LC","Dalechampia glechomifolia"
"1525","NT","Dalechampia leandrii"
"1526","EN","Dalechampia purpurata"
"1527","CR","Dalechampia riparia"
"1528","LC","Dalechampia weddelliana"
"1529","EN","Danthonia cirrata"
"1530","LC","Dasyanthina serrata"
"1531","LC","Dasycondylus resinosus"
"1532","DD","Dasyphyllum lanceolatum"
"1533","NT","Dasyphyllum reticulatum"
"1534","EN","Dasyphyllum retinens"
"1535","DD","Dasyphyllum synacanthum"
"1536","VU","Dasyphyllum trichophyllum"
"1537","CR","Davilla glaziovii"
"1538","VU","Davilla macrocarpa"
"1539","LC","Davilla nitida"
"1540","LC","Declieuxia cordigera"
"1541","LC","Declieuxia fruticosa"
"1542","LC","Declieuxia oenanthoides"
"1543","LC","Dendropanax cuneatus"
"1544","VU","Dendrophorbium catharinense"
"1545","EN","Dendrophorbium paranense"
"1546","LC","Dendrophorbium pluricephalum"
"1547","CR","Dendrophthora warmingii"
"1548","EN","Deschampsia caespitosa"
"1549","EN","Deschampsia cespitosa"
"1550","EN","Desmodium craspediferum"
"1551","EN","Desmodium glabrescens"
"1552","EN","Desmodium juruenense"
"1553","LC","Desmodium procumbens"
"1554","LC","Desmodium venosum"
"1555","VU","Deuterocohnia meziana"
"1556","EN","Diandrolyra tatianae"
"1557","LC","Dichaea anchorifera"
"1558","VU","Dichaea mosenii"
"1559","NT","Dichanthelium aequivaginatum"
"1560","NT","Dichanthelium assurgens"
"1561","DD","Dichanthelium congestum"
"1562","DD","Dichanthelium sendulskyii"
"1563","LC","Dichanthelium surrectum"
"1564","EN","Dichorisandra acaulis"
"1565","VU","Dichorisandra glaziovii"
"1566","VU","Dichorisandra leucophthalmos"
"1567","CR","Dichorisandra neglecta"
"1568","LC","Dichorisandra perforans"
"1569","EN","Dicksonia sellowiana"
"1570","LC","Dicliptera squarrosa"
"1571","LC","Dictyostega orobanchoides"
"1572","CR","Dicypellium caryophyllaceum"
"1573","DD","Didymoglossum kapplerianum"
"1574","LC","Didymoglossum ovale"
"1575","EN","Didymopanax acuminatus"
"1576","CR","Didymopanax auratus"
"1577","CR","Didymopanax botumirimensis"
"1578","CR","Didymopanax cephalanthus"
"1579","EN","Didymopanax fruticosus"
"1580","EN","Didymopanax gardneri"
"1581","EN","Didymopanax glaziovii"
"1582","EN","Didymopanax lucumoides"
"1583","LC","Dieffenbachia aglaonematifolia"
"1584","DD","Digitaria chaseae"
"1585","LC","Digitaria corynotricha"
"1586","EN","Digitaria neesiana"
"1587","EN","Digitaria pampinosa"
"1588","VU","Digomphia densicoma"
"1589","LC","Dilodendron bipinnatum"
"1590","LC","Dimerandra emarginata"
"1591","EN","Dimerostemma annuum"
"1592","NT","Dimerostemma apense"
"1593","LC","Dimerostemma arnottii"
"1594","DD","Dimerostemma bahiense"
"1595","DD","Dimerostemma bishopii"
"1596","EN","Dimerostemma episcopale"
"1597","VU","Dimerostemma grazielae"
"1598","EN","Dimerostemma myrtifolium"
"1599","CR","Dimorphandra wilsonii"
"1600","LC","Dioclea burkartii"
"1601","LC","Dioclea glabra"
"1602","LC","Diodella sarmentosa"
"1603","DD","Diodia macrophylla"
"1604","DD","Dioscorea aesculifolia"
"1605","VU","Dioscorea asperula"
"1606","LC","Dioscorea campestris"
"1607","LC","Dioscorea grandiflora"
"1608","LC","Dioscorea kunthiana"
"1609","VU","Dioscorea loefgrenii"
"1610","CR","Dioscorea mantiqueirensis"
"1611","LC","Dioscorea mollis"
"1612","LC","Dioscorea orthogoneura"
"1613","EN","Dioscorea pseudomacrocapsa"
"1614","LC","Dioscorea rumicoides"
"1615","EN","Dioscorea sanpaulensis"
"1616","LC","Dioscorea stegelmanniana"
"1617","LC","Dioscorea trifida"
"1618","EN","Dioscorea trilinguis"
"1619","NT","Diospyros duartei"
"1620","NT","Diospyros gaultheriifolia"
"1621","LC","Diospyros hispida"
"1622","LC","Diospyros inconstans"
"1623","LC","Diospyros lasiocalyx"
"1624","EN","Diospyros mexiae"
"1625","EN","Diphasium jussiaei"
"1626","NT","Diplopterys amplectens"
"1627","NT","Diplopterys cachimbensis"
"1628","NT","Diplopterys patula"
"1629","EN","Diplopterys sepium"
"1630","LC","Diplopterys virgultosa"
"1631","EN","Diplusodon adpressipilus"
"1632","EN","Diplusodon aggregatifolius"
"1633","EN","Diplusodon alatus"
"1634","DD","Diplusodon appendiculosus"
"1635","EN","Diplusodon argenteus"
"1636","CR","Diplusodon argyrophyllus"
"1637","VU","Diplusodon bradei"
"1638","EN","Diplusodon canastrensis"
"1639","EN","Diplusodon capitalensis"
"1640","CR","Diplusodon capitatus"
"1641","DD","Diplusodon chapadensis"
"1642","EN","Diplusodon decussatus"
"1643","CR","Diplusodon ericoides"
"1644","EN","Diplusodon floribundus"
"1645","CR","Diplusodon glaziovii"
"1646","EN","Diplusodon glocimarii"
"1647","CR","Diplusodon gracilis"
"1648","DD","Diplusodon grahamae"
"1649","VU","Diplusodon hatschbachii"
"1650","EN","Diplusodon heringeri"
"1651","DD","Diplusodon kielmeyeroides"
"1652","VU","Diplusodon leucocalycinus"
"1653","EN","Diplusodon longipes"
"1654","EN","Diplusodon mattogrossensis"
"1655","EN","Diplusodon minasensis"
"1656","DD","Diplusodon mononeuros"
"1657","DD","Diplusodon nigricans"
"1658","VU","Diplusodon orbicularis"
"1659","EN","Diplusodon ovatus"
"1660","CR","Diplusodon panniculatus"
"1661","NT","Diplusodon parvifolius"
"1662","EN","Diplusodon petiolatus"
"1663","EN","Diplusodon plumbeus"
"1664","DD","Diplusodon pygmaeus"
"1665","CR","Diplusodon retroimbricatus"
"1666","LC","Diplusodon rosmarinifolius"
"1667","EN","Diplusodon rotundifolius"
"1668","DD","Diplusodon rupestris"
"1669","DD","Diplusodon saxatilis"
"1670","EN","Diplusodon sigillatus"
"1671","EN","Diplusodon sordidus"
"1672","DD","Diplusodon thysanosepalus"
"1673","EN","Diplusodon trigintus"
"1674","DD","Diplusodon vidalii"
"1675","VU","Diplusodon villosissimus"
"1676","LC","Dipteryx alata"
"1677","VU","Discaria americana"
"1678","DD","Disciphania hernandia"
"1679","VU","Discocactus bahiensis"
"1680","VU","Discocactus catingicola"
"1681","DD","Discocactus ferricola"
"1682","DD","Discocactus heptacanthus"
"1683","CR","Discocactus horstii"
"1684","NT","Discocactus placentiformis"
"1685","CR","Discocactus pseudoinsignis"
"1686","VU","Discocactus zehntneri"
"1687","DD","Discolobium psoraleifolium"
"1688","DD","Disteganthus calatheoides"
"1689","LC","Distimake aturensis"
"1690","EN","Distimake repens"
"1691","EN","Disynaphia ericoides"
"1692","EN","Disynaphia praeficta"
"1693","EN","Disynaphia variolata"
"1694","LC","Ditassa aequicymosa"
"1695","EN","Ditassa arianeae"
"1696","CR","Ditassa auriflora"
"1697","EN","Ditassa cipoensis"
"1698","EN","Ditassa cordeiroana"
"1699","DD","Ditassa emmerichii"
"1700","EN","Ditassa insignis"
"1701","EN","Ditassa itambensis"
"1702","EN","Ditassa laevis"
"1703","VU","Ditassa leonii"
"1704","NT","Ditassa linearis"
"1705","EN","Ditassa longisepala"
"1706","EN","Ditassa maricaensis"
"1707","EN","Ditassa oberdanii"
"1708","EN","Ditassa obscura"
"1709","NT","Dolichoura spiritusanctensis"
"1710","LC","Doliocarpus glomeratus"
"1711","EN","Doliocarpus lancifolius"
"1712","DD","Dorstenia alberti"
"1713","DD","Dorstenia albertii"
"1714","LC","Dorstenia arifolia"
"1715","LC","Dorstenia bonijesu"
"1716","LC","Dorstenia brasiliensis"
"1717","LC","Dorstenia cayapia"
"1718","EN","Dorstenia conceptionis"
"1719","VU","Dorstenia contensis"
"1720","LC","Dorstenia elata"
"1721","DD","Dorstenia fischeri"
"1722","NT","Dorstenia gracilis"
"1723","CR","Dorstenia hildegardis"
"1724","LC","Dorstenia milaneziana"
"1725","CR","Dorstenia strangii"
"1726","DD","Dorstenia sucrei"
"1727","LC","Dorstenia tenuis"
"1728","DD","Doryopteris crenulans"
"1729","EN","Doryopteris itatiaiensis"
"1730","LC","Doryopteris lomariacea"
"1731","VU","Doryopteris paradoxa"
"1732","CR","Doryopteris quinquelobata"
"1733","VU","Doryopteris rediviva"
"1734","EN","Doryopteris rosenstockii"
"1735","EN","Doryopteris rufa"
"1736","EN","Doryopteris subsimplex"
"1737","EN","Doryopteris tijucana"
"1738","EN","Doryopteris trilobata"
"1739","LC","Dracontioides desciscens"
"1740","EN","Drepanolejeunea aculeata"
"1741","LC","Drimys angustifolia"
"1742","LC","Drimys brasiliensis"
"1743","EN","Drosera graomogolensis"
"1744","CR","Dryadella auriculigera"
"1745","DD","Dryadella gomes-ferreirae"
"1746","DD","Dryadella gomesferreirae"
"1747","DD","Dryadella kautskyi"
"1748","VU","Dryadella lilliputiana"
"1749","CR","Dryadella susanae"
"1750","LC","Drymonia serrulata"
"1751","LC","Duguetia fufuracea"
"1752","LC","Duguetia furfuracea"
"1753","LC","Duguetia glabriuscula"
"1754","LC","Duguetia lanceolata"
"1755","EN","Duguetia magnolioidea"
"1756","CR","Duguetia restingae"
"1757","EN","Duguetia reticulata"
"1758","DD","Duguetia rotundifolia"
"1759","LC","Duguetia salicifolia"
"1760","CR","Duguetia scottmorii"
"1761","EN","Duguetia sooretamae"
"1762","VU","Dungsia harpophylla"
"1763","CR","Dungsia kautskyi"
"1764","CR","Dyckia agudensis"
"1765","DD","Dyckia alba"
"1766","EN","Dyckia argentea"
"1767","EN","Dyckia brachyphylla"
"1768","LC","Dyckia bracteata"
"1769","DD","Dyckia brevifolia"
"1770","EN","Dyckia cabrerae"
"1771","DD","Dyckia choristaminea"
"1772","DD","Dyckia commixta"
"1773","CR","Dyckia delicata"
"1774","DD","Dyckia densiflora"
"1775","CR","Dyckia distachya"
"1776","CR","Dyckia domfelicianensis"
"1777","DD","Dyckia dusenii"
"1778","DD","Dyckia elisabethae"
"1779","DD","Dyckia elongata"
"1780","NT","Dyckia encholirioides"
"1781","EN","Dyckia fosteriana"
"1782","CR","Dyckia hatschbachii"
"1783","DD","Dyckia hebdingii"
"1784","CR","Dyckia ibicuiensis"
"1785","EN","Dyckia ibiramensis"
"1786","DD","Dyckia irmgardiae"
"1787","DD","Dyckia julianae"
"1788","EN","Dyckia maritima"
"1789","DD","Dyckia mello-barretoi"
"1790","VU","Dyckia meziana"
"1791","LC","Dyckia minarum"
"1792","CR","Dyckia monticola"
"1793","EN","Dyckia pectinata"
"1794","DD","Dyckia polycladus"
"1795","CR","Dyckia pseudococcinea"
"1796","EN","Dyckia rariflora"
"1797","EN","Dyckia reitzii"
"1798","EN","Dyckia remotiflora"
"1799","DD","Dyckia retroflexa"
"1800","DD","Dyckia rigida"
"1801","DD","Dyckia tomentosa"
"1802","LC","Dyckia tuberosa"
"1803","CR","Dyckia ursina"
"1804","EN","Dyschoriste lavandulacea"
"1805","EN","Dyschoriste lavandulaceae"
"1806","CR","Dyschoriste smithii"
"1807","LC","Dyssochroma longipes"
"1808","LC","Dyssochroma viridiflora"
"1809","LC","Dyssochroma viridiflorum"
"1810","DD","Ecclinusa bullata"
"1811","DD","Ecclinusa lancifolia"
"1812","EN","Echinocoryne echinocephala"
"1813","LC","Echinodorus bolivianus"
"1814","LC","Echinodorus lanceolatus"
"1815","LC","Echinodorus paniculatus"
"1816","CR","Echinopsis calochlora"
"1817","EN","Echinopsis oxygona"
"1818","LC","Edmundoa lindenii"
"1819","EN","Eduandrea selloana"
"1820","LC","Egletes viscosa"
"1821","EN","Eithea blumenavia"
"1822","DD","Elachyptera coriacea"
"1823","LC","Elachyptera festiva"
"1824","LC","Elachyptera micrantha"
"1825","VU","Elaphoglossum acrocarpum"
"1826","EN","Elaphoglossum amplissimum"
"1827","CR","Elaphoglossum beckeri"
"1828","LC","Elaphoglossum edwallii"
"1829","LC","Elaphoglossum gayanum"
"1830","DD","Elaphoglossum herminieri"
"1831","LC","Elaphoglossum iguapense"
"1832","LC","Elaphoglossum insigne"
"1833","NT","Elaphoglossum itatiayense"
"1834","DD","Elaphoglossum jamesonii"
"1835","LC","Elaphoglossum langsdorffii"
"1836","LC","Elaphoglossum macahense"
"1837","LC","Elaphoglossum nigrescens"
"1838","LC","Elaphoglossum prestonii"
"1839","LC","Elaphoglossum pteropus"
"1840","EN","Elaphoglossum scolopendrifolium"
"1841","LC","Elaphoglossum strictum"
"1842","NT","Elaphoglossum tamandarei"
"1843","LC","Elaphoglossum tectum"
"1844","NT","Elaphoglossum wettsteinii"
"1845","LC","Eleocharis barrosii"
"1846","LC","Eleocharis bonariensis"
"1847","LC","Eleocharis loefgreniana"
"1848","EN","Eleocharis morroi"
"1849","EN","Eleocharis olivaceonux"
"1850","LC","Eleocharis plicarhachis"
"1851","DD","Eleocharis stenocarpa"
"1852","DD","Eleocharis urceolata"
"1853","LC","Elephantopus riparius"
"1854","LC","Elleanthus linifolius"
"1855","LC","Eltroplectris calcarata"
"1856","DD","Eltroplectris kuhlmanniana"
"1857","CR","Encholirium biflorum"
"1858","CR","Encholirium disjunctum"
"1859","DD","Encholirium fragae"
"1860","EN","Encholirium gracile"
"1861","EN","Encholirium heloisae"
"1862","EN","Encholirium horridum"
"1863","CR","Encholirium irwinii"
"1864","CR","Encholirium kranzianum"
"1865","CR","Encholirium longiflorum"
"1866","EN","Encholirium luxor"
"1867","CR","Encholirium pedicellatum"
"1868","DD","Encholirium reflexum"
"1869","EN","Encholirium scrutor"
"1870","EN","Encholirium splendidum"
"1871","CR","Encholirium vogelii"
"1872","LC","Encyclia advena"
"1873","LC","Encyclia argentinensis"
"1874","EN","Encyclia bragancae"
"1875","DD","Encyclia fowliei"
"1876","LC","Enydra anagallis"
"1877","VU","Epidendrum addae"
"1878","LC|LC","Epidendrum ansiferum"
"1879","LC","Epidendrum caldense"
"1880","LC","Epidendrum carpophorum"
"1881","DD","Epidendrum cauliflorum"
"1882","LC","Epidendrum chlorinum"
"1883","LC","Epidendrum coronatum"
"1884","LC","Epidendrum cristatum"
"1885","LC","Epidendrum dendrobioides"
"1886","VU","Epidendrum ecostatum"
"1887","LC","Epidendrum filicaule"
"1888","NT|NT","Epidendrum geniculatum"
"1889","EN","Epidendrum henschenii"
"1890","NT|NT","Epidendrum hololeucum"
"1891","DD","Epidendrum infaustum"
"1892","DD","Epidendrum kautskyi"
"1893","LC","Epidendrum macrocarpum"
"1894","LC","Epidendrum martianum"
"1895","VU","Epidendrum parahybunense"
"1896","LC","Epidendrum paranaense"
"1897","DD","Epidendrum polyanthum"
"1898","LC","Epidendrum proligerum"
"1899","VU","Epidendrum robustum"
"1900","LC","Epidendrum saxatile"
"1901","LC|LC","Epidendrum secundum"
"1902","LC","Epidendrum tridactylum"
"1903","LC","Epidendrum vesicatum"
"1904","EN","Epidendrum zappii"
"1905","LC","Epiphyllum phyllanthus"
"1906","VU","Eplingiella cuniloides"
"1907","LC","Eragrostis neesii"
"1908","EN","Eremanthus argenteus"
"1909","LC","Eremanthus capitatus"
"1910","LC","Eremanthus crotonoides"
"1911","VU","Eremanthus elaeagnus"
"1912","EN","Eremanthus leucodendron"
"1913","CR","Eremanthus ovatifolius"
"1914","EN","Eremanthus pabstii"
"1915","VU","Eremanthus polycephalus"
"1916","VU","Eremanthus praetermissus"
"1917","VU","Eremanthus seidelii"
"1918","CR","Erianthecium bulbosum"
"1919","LC|CR","Eriocaulon aquatile"
"1920","EN","Eriocaulon burchellii"
"1921","LC|CR","Eriocaulon cipoense"
"1922","DD","Eriocaulon griseum"
"1923","DD","Eriocaulon melanolepis"
"1924","DD","Eriocaulon papillosum"
"1925","LC","Eriochrysis filiformis"
"1926","EN|VU","Eriocnema acaulis"
"1927","EN|VU","Eriocnema fulva"
"1928","EN","Eriope anamariae"
"1929","CR","Eriope angustifolia"
"1930","VU","Eriope blanchetii"
"1931","EN","Eriope confusa"
"1932","LC","Eriope crassipes"
"1933","CR","Eriope crassipes subsp. cristalinae"
"1934","EN","Eriope filifolia"
"1935","VU","Eriope luetzelburgii"
"1936","EN","Eriope machrisae"
"1937","LC","Eriope macrostachya"
"1938","VU","Eriope montana"
"1939","EN","Eriope obovata var. gracilis"
"1940","NT","Eriope simplex"
"1941","NT","Eriope sincorana"
"1942","DD","Eriope xavantium"
"1943","DD","Eriosema glaziovii"
"1944","DD","Eriosema platycarpon"
"1945","EN","Eriosorus biardii"
"1946","EN","Eriosorus cheilanthoides"
"1947","EN","Eriosorus insignis"
"1948","CR","Eriosorus rufescens"
"1949","LC","Eriotheca pubescens"
"1950","EN","Erisma arietinum"
"1951","CR","Erithalis insularis"
"1952","LC","Erycina pusilla"
"1953","CR","Eryngium corallinum"
"1954","EN","Eryngium divaricatum"
"1955","CR","Eryngium dorae"
"1956","DD","Eryngium dusenii"
"1957","LC","Eryngium ekmanii"
"1958","LC","Eryngium eriophorum"
"1959","NT","Eryngium eurycephalum"
"1960","EN","Eryngium falcifolium"
"1961","DD","Eryngium glaziovianum"
"1962","VU","Eryngium koehneanum"
"1963","EN","Eryngium ombrophilum"
"1964","CR","Eryngium ramboanum"
"1965","LC","Eryngium sanguisorba"
"1966","EN","Eryngium scirpinum"
"1967","EN","Eryngium smithii"
"1968","DD","Eryngium stenophyllum"
"1969","EN","Eryngium urbanianum"
"1970","VU","Eryngium zosterifolium"
"1971","DD","Erythrophyllastrum andinum"
"1972","LC","Erythroxylum ambiguum"
"1973","LC","Erythroxylum anguifugum"
"1974","EN","Erythroxylum bezerrae"
"1975","EN","Erythroxylum catharinense"
"1976","LC","Erythroxylum coelophlebium"
"1977","EN","Erythroxylum compressum"
"1978","NT","Erythroxylum distortum"
"1979","CR","Erythroxylum leal-costae"
"1980","NT","Erythroxylum maracasense"
"1981","EN","Erythroxylum mattos-silvae"
"1982","EN","Erythroxylum membranaceum"
"1983","LC","Erythroxylum myrsinites"
"1984","EN","Erythroxylum nelson-rosae"
"1985","LC","Erythroxylum passerinum"
"1986","EN","Erythroxylum pauferrense"
"1987","LC","Erythroxylum pelleterianum"
"1988","VU","Erythroxylum petrae-caballi"
"1989","LC","Erythroxylum pulchrum"
"1990","CR","Erythroxylum tianguanum"
"1991","LC","Escallonia chlorophylla"
"1992","LC","Escallonia farinacea"
"1993","VU","Escallonia obtusissima"
"1994","EN","Escallonia petrophila"
"1995","EN","Eschweilera alvimii"
"1996","DD","Eschweilera amazoniciformis"
"1997","LC","Eschweilera atropetiolata"
"1998","LC","Eschweilera carinata"
"1999","EN","Eschweilera compressa"
"2000","LC","Eschweilera cyathiformis"
"2001","LC","Eschweilera obversa"
"2002","LC","Eschweilera piresii"
"2003","LC","Eschweilera punctata"
"2004","DD","Eschweilera rabeliana"
"2005","LC","Eschweilera rhododendrifolia"
"2006","LC","Eschweilera rionegrense"
"2007","LC","Eschweilera roraimensis"
"2008","EN","Eschweilera subcordata"
"2009","EN","Eschweilera tetrapetala"
"2010","LC","Eschweilera truncata"
"2011","LC","Escobedia grandiflora"
"2012","NT","Esenbeckia hieronymi"
"2013","EN","Esenbeckia irwiniana"
"2014","LC","Esenbeckia leiocarpa"
"2015","LC","Esenbeckia pilocarpoides"
"2016","EN","Espostoopsis dybowskii"
"2017","VU","Esterhazya caesarea"
"2018","EN","Esterhazya nanuzae"
"2019","LC","Eubrachion ambiguum"
"2020","LC","Eugenia angustissima"
"2021","LC","Eugenia anomala"
"2022","LC","Eugenia arenosa"
"2023","LC","Eugenia aurata"
"2024","LC","Eugenia bahiensis"
"2025","EN","Eugenia blanda"
"2026","LC","Eugenia bocainensis"
"2027","LC","Eugenia brasiliensis"
"2028","LC|EN","Eugenia brevistyla"
"2029","EN","Eugenia brunoi"
"2030","VU","Eugenia bunchosiifolia"
"2031","LC","Eugenia burkartiana"
"2032","LC","Eugenia cerasiflora"
"2033","LC","Eugenia cereja"
"2034","LC","Eugenia copacabanensis"
"2035","NT","Eugenia dimorpha"
"2036","VU","Eugenia disperma"
"2037","LC","Eugenia excelsa"
"2038","LC","Eugenia florida"
"2039","LC","Eugenia gracillima"
"2040","LC","Eugenia hamiltonii"
"2041","CR","Eugenia hermesiana"
"2042","LC","Eugenia hiemalis"
"2043","LC|EN","Eugenia imaruiensis"
"2044","EN","Eugenia itacarensis"
"2045","VU","Eugenia joenssonii"
"2046","LC","Eugenia klotzschiana"
"2047","EN","Eugenia leonorae"
"2048","EN","Eugenia macrobracteolata"
"2049","EN","Eugenia malacantha"
"2050","EN","Eugenia mattosii"
"2051","EN","Eugenia myrciariifolia"
"2052","EN","Eugenia neosericea"
"2053","EN","Eugenia neotristis"
"2054","LC","Eugenia nutans"
"2055","EN","Eugenia oxyoentophylla"
"2056","EN","Eugenia pachyclada"
"2057","EN","Eugenia peruibensis"
"2058","LC","Eugenia pisiformis"
"2059","LC","Eugenia platysema"
"2060","LC","Eugenia pluriflora"
"2061","LC","Eugenia prasina"
"2062","EN","Eugenia pruinosa"
"2063","EN","Eugenia pseudomalacantha"
"2064","LC","Eugenia puberula"
"2065","EN","Eugenia reitziana"
"2066","EN","Eugenia repanda"
"2067","CR","Eugenia rotundicosta"
"2068","VU","Eugenia sclerocalyx"
"2069","LC","Eugenia subterminalis"
"2070","VU","Eugenia vattimoana"
"2071","EN","Eugenia villaenovae"
"2072","DD","Eulophia ruwenzoriensis"
"2073","DD","Eupatorium lineatum"
"2074","EN","Euphorbia appariciana"
"2075","EN","Euphorbia attastoma"
"2076","EN","Euphorbia crossadenia"
"2077","VU","Euphorbia gymnoclada"
"2078","CR","Euphorbia holochlorina"
"2079","EN","Euplassa cantareirae"
"2080","VU","Euplassa incana"
"2081","EN","Euplassa nebularis"
"2082","EN","Euplassa semicostata"
"2083","LC","Euploca salicoides"
"2084","LC","Eurystyles lorenzii"
"2085","VU","Euterpe edulis"
"2086","CR","Euxylophora paraensis"
"2087","LC","Evolvulus aurigenius"
"2088","DD","Evolvulus barbatus"
"2089","EN","Evolvulus chapadensis"
"2090","EN","Evolvulus chrysotrichos"
"2091","NT","Evolvulus cressoides"
"2092","LC","Evolvulus ericifolius"
"2093","LC","Evolvulus filipes"
"2094","NT","Evolvulus fuscus"
"2095","VU","Evolvulus glaziovii"
"2096","EN","Evolvulus gnaphalioides"
"2097","VU","Evolvulus kramerioides"
"2098","VU","Evolvulus rariflorus"
"2099","EN","Evolvulus riedelii"
"2100","EN","Evolvulus stellariifolius"
"2101","LC","Exellodendron gardneri"
"2102","EN","Exellodendron gracile"
"2103","EN","Facheiroa cephaliomelana"
"2104","EN","Facheiroa cephaliomelana subsp. estevesii"
"2105","EN","Facheiroa ulei"
"2106","VU","Faramea bahiensis"
"2107","NT","Faramea coerulea"
"2108","LC","Faramea monantha"
"2109","EN","Faramea paratiensis"
"2110","CR","Fernseea bocainensis"
"2111","EN","Fernseea itatiaiae"
"2112","LC","Ficus albert-smithii"
"2113","LC","Ficus amazonica"
"2114","DD","Ficus aripuanensis"
"2115","DD","Ficus blepharophylla"
"2116","LC","Ficus broadwayi"
"2117","LC","Ficus calyptroceras"
"2118","EN","Ficus carautana"
"2119","LC","Ficus castellviana"
"2120","LC","Ficus catappifolia"
"2121","VU","Ficus cyclophylla"
"2122","DD","Ficus donnell-smithii"
"2123","LC","Ficus eximia"
"2124","NT","Ficus greiffiana"
"2125","LC|NT","Ficus hirsuta"
"2126","LC","Ficus krukovii"
"2127","LC","Ficus lauretana"
"2128","LC","Ficus luschnathiana"
"2129","DD","Ficus malacocarpa"
"2130","LC","Ficus mathewsii"
"2131","LC","Ficus matiziana"
"2132","LC","Ficus mexiae"
"2133","LC","Ficus monckii"
"2134","LC","Ficus pakkensis"
"2135","DD","Ficus pallida"
"2136","LC","Ficus pulchella"
"2137","DD","Ficus roraimensis"
"2138","LC|NT","Ficus salzmanniana"
"2139","DD","Ficus schippii"
"2140","DD","Ficus schultesii"
"2141","DD","Ficus schumacheri"
"2142","NT","Ficus sphenophylla"
"2143","LC","Ficus trigonata"
"2144","DD","Ficus ursina"
"2145","DD","Ficus velutina"
"2146","DD","Filgueirasia cannavieira"
"2147","LC","Fissidens elegans"
"2148","LC","Fleischmannia remotifolia"
"2149","DD","Forzzaea leopoldo-horstii"
"2150","EN","Frailea buenekeri"
"2151","EN","Frailea castanea"
"2152","DD","Frailea curvispina"
"2153","NT","Frailea gracillima"
"2154","CR","Frailea mammifera"
"2155","EN","Frailea phaeodisca"
"2156","VU","Frailea pumila"
"2157","VU","Frailea pygmaea"
"2158","DD","Frailea schilinzkyana"
"2159","LC","Frangula polymorpha"
"2160","LC","Fridericia caudigera"
"2161","VU","Fridericia crassa"
"2162","NT","Fridericia elegans"
"2163","LC","Fridericia pubescens"
"2164","DD","Fritzschia anisostemon"
"2165","EN","Fritzschia edmundoi"
