"","threat.status","search.str"
"4292","DD","Piper vaginans"
"4293","DD","Piper velutinibaccum"
"4294","LC","Piper vicosanum"
"4295","LC","Piper viminifolium"
"4296","LC","Piper xylosteoides"
"4297","LC","Piptadenia gonoacantha"
"4298","LC","Piptocarpha notata"
"4299","EN","Piptocarpha robusta"
"4300","EN","Piptochaetium alpinum"
"4301","CR","Piptochaetium palustre"
"4302","LC","Piptochaetium ruprechtianum"
"4303","EN","Piptolepis buxoides"
"4304","NT","Piptolepis ericoides"
"4305","DD","Piptolepis gardneri"
"4306","CR","Piptolepis imbricata"
"4307","CR","Piptolepis leptospermoides"
"4308","DD","Piptolepis monticola"
"4309","DD","Piptolepis oleaster"
"4310","DD","Piriqueta araguaiana"
"4311","EN","Piriqueta caiapoensis"
"4312","DD","Piriqueta cristobaliae"
"4313","DD","Piriqueta emasensis"
"4314","DD","Piriqueta lourteigiae"
"4315","NT","Piriqueta suborbicularis"
"4316","LC","Pisonia ambigua"
"4317","EN","Pitcairnia albiflos"
"4318","CR","Pitcairnia bradei"
"4319","CR","Pitcairnia burle-marxii"
"4320","NT","Pitcairnia curvidens"
"4321","EN","Pitcairnia decidua"
"4322","EN","Pitcairnia encholirioides"
"4323","EN","Pitcairnia glaziovii"
"4324","CR","Pitcairnia limae"
"4325","EN","Plagiochila boryana"
"4326","LC","Plagiogyria fialhoi"
"4327","NT","Planaltoa lychnophoroides"
"4328","LC","Plantago australis"
"4329","NT","Plantago catharinea"
"4330","LC","Plantago commersoniana"
"4331","LC","Plantago guilleminiana"
"4332","EN","Plantago turficola"
"4333","LC","Plathymenia reticulata"
"4334","LC","Pleiochiton blepharodes"
"4335","VU","Pleonotoma bracteata"
"4336","EN","Pleopeltis alborufula"
"4337","EN","Pleopeltis monoides"
"4338","CR","Pleopeltis trindadensis"
"4339","LC","Pleroma asperior"
"4340","LC","Pleroma candolleanum"
"4341","LC","Pleroma echinatum"
"4342","LC","Pleroma frigidulum"
"4343","NT","Pleroma thereminianum"
"4344","LC","Pleroma trichopodum"
"4345","CR","Pleurostachys angustifolia"
"4346","CR","Pleurostachys pilulifera"
"4347","EN","Plinia callosa"
"4348","EN","Plinia complanata"
"4349","NT","Plinia cordifolia"
"4350","VU","Plinia edulis"
"4351","EN","Plinia hatschbachii"
"4352","EN","Plinia ilhensis"
"4353","EN","Plinia muricata"
"4354","VU","Plinia nana"
"4355","EN","Plinia rara"
"4356","EN","Plinia renatiana"
"4357","EN","Plinia silvestris"
"4358","EN","Plinia stictophylla"
"4359","EN","Poa bradei"
"4360","EN","Poa reitzii"
"4361","DD","Podocarpus acuminatus"
"4362","LC","Podocarpus aracensis"
"4363","CR","Podocarpus barretoi"
"4364","VU","Podocarpus brasiliensis"
"4365","LC","Podocarpus lambertii"
"4366","LC","Podocarpus sellowii"
"4367","LC","Podostemum distichum"
"4368","LC","Podostemum muelleri"
"4369","EN","Podostemum ovatum"
"4370","VU","Podostemum rutifolium"
"4371","CR","Podostemum saldanhanum"
"4372","LC","Podostemum scaturiginum"
"4373","LC","Podostemum weddellianum"
"4374","LC","Poecilanthe parviflora"
"4375","LC","Pogoniopsis schenckii"
"4376","NT","Poikilacanthus bahiensis"
"4377","LC","Poiretia angustifolia"
"4378","LC","Poiretia bahiana"
"4379","EN","Poiretia marginata"
"4380","EN","Poiretia unifoliolata"
"4381","LC","Polybotrya speciosa"
"4382","EN","Polygala apparicioi"
"4383","LC","Polygala asperuloides"
"4384","CR","Polygala bevilacquai"
"4385","LC","Polygala brasiliensis"
"4386","LC","Polygala fendleri"
"4387","EN","Polygala franchetii"
"4388","LC","Polygala galioides"
"4389","CR","Polygala grazielae"
"4390","NT","Polygala irwinii"
"4391","EN","Polygala juncea"
"4392","EN","Polygala malmeana"
"4393","LC","Polygala molluginifolia"
"4394","EN","Polygala monosperma"
"4395","NT","Polygala moquiniana"
"4396","LC","Polygala nudicaulis"
"4397","EN","Polygala patens"
"4398","CR","Polygala pseudocoriacea"
"4399","EN","Polygala pseudoerica"
"4400","LC","Polygala pulchella"
"4401","NT","Polygala pumila"
"4402","NT","Polygala sabulosa"
"4403","EN","Polygala selaginoides"
"4404","NT","Polygala sellowiana"
"4405","EN","Polygala stephaniana"
"4406","CR","Polygala suganumae"
"4407","VU","Polygala tamariscea"
"4408","EN","Polygala trifurcata"
"4409","EN","Polygala vollii"
"4410","CR","Polystachya rupicola"
"4411","EN","Polystichum bradei"
"4412","LC","Polytaenium citrifolium"
"4413","DD","Polytaenium feei"
"4414","NT","Pomaria stipularis"
"4415","EN","Pombalia strigoides"
"4416","DD","Pombalia velutina"
"4417","VU","Porophyllum bahiense"
"4418","VU","Portea alatisepala"
"4419","EN","Portea fosteriana"
"4420","VU","Portea grandiflora"
"4421","EN","Portea kermesina"
"4422","EN","Portea nana"
"4423","LC","Portulaca halimoides"
"4424","EN","Portulaca hatschbachii"
"4425","LC","Posoqueria latifolia"
"4426","NT","Posoqueria palustris"
"4427","LC","Pouteria amapaensis"
"4428","NT","Pouteria andarahiensis"
"4429","LC","Pouteria atabapoensis"
"4430","CR","Pouteria bapeba"
"4431","LC","Pouteria beaurepairei"
"4432","DD","Pouteria brevensis"
"4433","EN","Pouteria bullata"
"4434","CR","Pouteria butyrocarpa"
"4435","NT","Pouteria cicatricata"
"4436","VU","Pouteria coelomatica"
"4437","DD","Pouteria crassiflora"
"4438","EN","Pouteria decussata"
"4439","DD","Pouteria exstaminodia"
"4440","NT","Pouteria franciscana"
"4441","DD","Pouteria fulva"
"4442","EN","Pouteria furcata"
"4443","LC","Pouteria gabrielensis"
"4444","VU","Pouteria gardneri"
"4445","LC","Pouteria glomerata"
"4446","LC","Pouteria grandiflora"
"4447","LC","Pouteria juruana"
"4448","LC","Pouteria krukovii"
"4449","DD","Pouteria latianthera"
"4450","DD","Pouteria lucens"
"4451","EN","Pouteria macahensis"
"4452","VU","Pouteria macrocarpa"
"4453","DD","Pouteria maguirei"
"4454","DD","Pouteria microstrigosa"
"4455","NT","Pouteria minima"
"4456","DD","Pouteria nudipetala"
"4457","NT","Pouteria oppositifolia"
"4458","EN","Pouteria oxypetala"
"4459","VU","Pouteria pachycalyx"
"4460","DD","Pouteria pachyphylla"
"4461","DD","Pouteria pallens"
"4462","VU","Pouteria peduncularis"
"4463","VU","Pouteria petiolata"
"4464","NT","Pouteria platyphylla"
"4465","DD","Pouteria polysepala"
"4466","DD","Pouteria pubescens"
"4467","DD","Pouteria putamen-ovi"
"4468","LC","Pouteria reticulata"
"4469","NT","Pouteria retinervis"
"4470","DD","Pouteria rodriguesiana"
"4471","LC","Pouteria sagotiana"
"4472","LC","Pouteria salicifolia"
"4473","DD","Pouteria scrobiculata"
"4474","DD","Pouteria stenophylla"
"4475","LC","Pouteria subcaerulea"
"4476","NT","Pouteria subsessilifolia"
"4477","DD","Pouteria tarumanensis"
"4478","DD","Pouteria tenuisepala"
"4479","LC","Pouteria torta"
"4480","VU","Pouteria vernicosa"
"4481","EN","Pouteria virescens"
"4482","DD","Pradosia atroviolacea"
"4483","LC","Pradosia brevipes"
"4484","DD","Pradosia decipiens"
"4485","DD|DD","Pradosia glaziovii"
"4486","VU","Pradosia granulosa"
"4487","DD","Pradosia grisebachii"
"4488","EN","Pradosia kuhlmannii"
"4489","LC","Pradosia lactescens"
"4490","VU","Pradosia subverticillata"
"4491","DD|DD","Pradosia verrucosa"
"4492","EN","Pradosia verticillata"
"4493","LC","Praxelis grandiflora"
"4494","EN","Prepusa hookeriana"
"4495","VU","Prepusa montana"
"4496","EN","Prepusa viridiflora"
"4497","LC","Prestelia eriopus"
"4498","LC","Prestoea tenuiramosa"
"4499","LC","Prestonia bahiensis"
"4500","LC","Prestonia quinquangularis"
"4501","LC","Prestonia riedelii"
"4502","EN","Prestonia solanifolia"
"4503","LC","Prestonia tomentosa"
"4504","EN","Pringleella subulata"
"4505","EN","Promenaea fuerstenbergiana"
"4506","EN","Promenaea xanthina"
"4507","VU","Proteopsis argentea"
"4508","EN","Protium bahianum"
"4509","DD","Protium cordatum"
"4510","LC","Protium dawsonii"
"4511","VU","Protium giganteum var. crassifolium"
"4512","DD","Protium heptaphyllum subsp. cordatum"
"4513","EN","Protium icicariba var. talmonii"
"4514","EN","Protium inodorum"
"4515","LC","Protium kleinii"
"4516","EN","Protium occhionii"
"4517","LC","Pseuderanthemum modestum"
"4518","LC","Pseuderanthemum riedelianum"
"4519","DD","Pseudoacanthocereus brasiliensis"
"4520","LC","Pseudobombax grandiflorum"
"4521","LC","Pseudobombax marginatum"
"4522","LC","Pseudobombax tomentosum"
"4523","CR","Pseudolaelia brejetubensis"
"4524","VU","Pseudolaelia canaanensis"
"4525","CR","Pseudolaelia cipoensis"
"4526","EN","Pseudolaelia citrina"
"4527","VU","Pseudolaelia dutrae"
"4528","LC","Pseudolaelia vellozicola"
"4529","LC","Pseudolmedia hirtula"
"4530","DD|EN","Pseudotrimezia aminae"
"4531","CR","Pseudotrimezia brevistamina"
"4532","CR","Pseudotrimezia concava"
"4533","CR","Pseudotrimezia elegans"
"4534","EN","Pseudotrimezia fistulosa"
"4535","CR","Pseudotrimezia gracilis"
"4536","EN","Pseudotrimezia plicatifolia"
"4537","NT","Pseudotrimezia pusilla"
"4538","EN","Pseudotrimezia synandra"
"4539","DD|EN","Pseudotrimezia tenuissima"
"4540","CR","Psidium amplexicaule"
"4541","LC","Psidium firmum"
"4542","EN","Psidium giganteum"
"4543","LC","Psidium grandifolium"
"4544","LC","Psidium longipetiolatum"
"4545","EN","Psidium myrtoides"
"4546","LC","Psidium ovale"
"4547","EN","Psidium reptans"
"4548","LC","Psidium salutare"
"4549","LC","Psidium sartorianum"
"4550","LC","Psittacanthus acinarius"
"4551","LC","Psychotria capitata"
"4552","LC","Psychotria cupularis"
"4553","EN","Psychotria loefgrenii"
"4554","LC","Psychotria longipes"
"4555","EN","Psychotria microcarpa"
"4556","EN","Psychotria paludosa"
"4557","LC","Psychotria prunifolia"
"4558","LC","Psychotria racemosa"
"4559","LC","Psychotria rhytidocarpa"
"4560","LC","Psychotria tenuifolia"
"4561","LC","Psychotria vellosiana"
"4562","VU","Psyllocarpus schwackei"
"4563","DD","Pterandra andersonii"
"4564","VU","Pterandra hatschbachii"
"4565","LC","Pterandra pyroidea"
"4566","DD","Pterandra viridiflora"
"4567","EN","Pteris congesta"
"4568","CR","Pteris limae"
"4569","LC","Pterocarpus santalinoides"
"4570","LC","Pteroglossa glazioviana"
"4571","EN","Pteroglossa hilariana"
"4572","NT","Pteroglossa macrantha"
"4573","LC","Pterogyne nitens"
"4574","LC","Pterolepis glomerata"
"4575","LC","Pterolepis perpusilla"
"4576","EN","Pterolepis rotundifolia"
"4577","LC","Pycnolejeunea papillosa"
"4578","LC","Pycreus flavescens"
"4579","VU","Qualea coerulea"
"4580","EN","Qualea elegans"
"4581","EN","Qualea magna"
"4582","EN","Quaternella glabratoides"
"4583","NT","Quesnelia augusto-coburgii"
"4584","LC","Quesnelia humilis"
"4585","DD","Quesnelia imbricata"
"4586","VU","Quesnelia kautskyi"
"4587","EN","Quesnelia seideliana"
"4588","LC","Quiabentia zehntneri"
"4589","DD","Quiina glaziovii"
"4590","DD","Quiina magallano-gomesii"
"4591","EN","Quillaja brasiliensis"
"4592","EN","Quillaja lancifolia"
"4593","LC","Racinaea aerisincola"
"4594","DD","Racinaea domingos-martinis"
"4595","DD","Racinaea domingosmartinis"
"4596","LC","Racinaea spiculosa"
"4597","CR","Raddia angustifolia"
"4598","EN","Raddia distichophylla"
"4599","LC","Raddiella esenbeckii"
"4600","LC","Ranunculus flagelliformis"
"4601","EN","Rauhiella silvana"
"4602","VU","Raulinoa echinata"
"4603","LC","Raulinoreitzia leptophlebia"
"4604","LC","Rauvolfia ligustrina"
"4605","EN","Recordia reitzii"
"4606","VU","Regnellidium diphyllum"
"4607","LC","Reissekia smilacina"
"4608","VU","Reitzia smithii"
"4609","EN","Renealmia brasiliensis"
"4610","LC","Renealmia petasites"
"4611","DD","Retrophyllum piresii"
"4612","DD","Rhabdodendron gardneranum"
"4613","DD","Rhabdodendron gardnerianum"
"4614","LC","Rhacocarpus inermis"
"4615","VU","Rhamnidium glabrum"
"4616","LC","Rhamnus sphaerosperma var. pubescens"
"4617","DD","Rheochloa scabriflora"
"4618","DD","Rheochloa scabrifolia"
"4619","DD","Rhipsalis agudoensis"
"4620","DD","Rhipsalis baccifera subsp. hileiabaiana"
"4621","CR","Rhipsalis cereoides"
"4622","DD","Rhipsalis crispata"
"4623","DD","Rhipsalis dissimilis"
"4624","LC","Rhipsalis elliptica"
"4625","LC","Rhipsalis floccosa"
"4626","DD","Rhipsalis hileiabaiana"
"4627","NT","Rhipsalis hoelleri"
"4628","NT","Rhipsalis oblonga"
"4629","EN","Rhipsalis pacheco-leonis"
"4630","LC","Rhipsalis paradoxa"
"4631","EN","Rhipsalis paradoxa subsp. septentrionalis"
"4632","NT","Rhipsalis pilocarpa"
"4633","LC","Rhipsalis russellii"
"4634","DD","Rhipsalis sulcata"
"4635","EN","Rhodostemonodaphne capixabensis"
"4636","CR","Rhodostemonodaphne parvifolia"
"4637","EN","Rhodostemonodaphne recurva"
"4638","LC","Rhynchanthera grandiflora"
"4639","VU","Rhynchanthera latifolia"
"4640","DD","Rhynchosia leucophylla"
"4641","LC","Rhynchosia reticulata"
"4642","DD","Rhynchosida physocalyx"
"4643","LC","Rhynchospora biflora"
"4644","EN|LC","Rhynchospora enmanuelis"
"4645","LC","Rhynchospora filiformis"
"4646","LC","Rhynchospora nardifolia"
"4647","DD","Rhynchospora paranaensis"
"4648","EN|LC","Rhynchospora tenuis"
"4649","LC","Rhynchospora warmingii"
"4650","CR","Riccia ridleyi"
"4651","LC","Riccia squamata"
"4652","LC","Richardia humistrata"
"4653","EN","Richardia schumannii"
"4654","NT","Richardia stellaris"
"4655","EN","Richterago angustifolia"
"4656","VU","Richterago arenaria"
"4657","EN","Richterago campestris"
"4658","CR","Richterago caulescens"
"4659","EN","Richterago conduplicata"
"4660","VU","Richterago elegans"
"4661","EN","Richterago hatschbachii"
"4662","EN","Richterago lanata"
"4663","EN","Richterago petiolata"
"4664","EN","Richterago polyphylla"
"4665","VU","Richterago riparia"
"4666","EN","Richterago stenophylla"
"4667","CR","Richterago suffrutescens"
"4668","CR","Rinorea bicornuta"
"4669","EN","Rinorea longistipulata"
"4670","DD","Rinorea maximiliani"
"4671","EN","Rinorea ramiziana"
"4672","CR","Rinorea villosiflora"
"4673","EN","Riodocea pulcherrima"
"4674","NT","Rodriguezia obtusifolia"
"4675","DD","Rodriguezia rigida"
"4676","LC","Rodriguezia venusta"
"4677","EN","Rokautskyia caulescens"
"4678","EN","Rokautskyia exaltata"
"4679","CR","Rokautskyia fernseeoides"
"4680","DD","Rokautskyia latifolia"
"4681","DD","Rokautskyia leuzingerae"
"4682","EN","Rokautskyia odoratissima"
"4683","DD","Rokautskyia pseudoglazioui"
"4684","EN","Rokautskyia pseudoscaposa"
"4685","CR","Rokautskyia robertokautskyi"
"4686","EN","Rokautskyia scaposa"
"4687","CR","Rokautskyia whitmanii"
"4688","EN","Roupala asplenioides"
"4689","VU","Roupala sculpta"
"4690","EN","Rourea chrysomalla"
"4691","EN","Rourea cnestidifolia"
"4692","NT","Rourea gracilis"
"4693","LC","Rourea induta"
"4694","DD","Rourea prancei"
"4695","LC","Rourea psammophila"
"4696","EN","Rourea pseudospadicea"
"4697","DD","Rourea tenuis"
"4698","LC","Rudgea coronata"
"4699","NT","Rudgea coronata subsp. leiocarpoides"
"4700","CR","Rudgea coronata subsp. saint-hilairei"
"4701","EN","Rudgea corymbulosa"
"4702","VU","Rudgea crassifolia"
"4703","EN","Rudgea erythrocarpa"
"4704","LC","Rudgea francavillana"
"4705","VU","Rudgea insignis"
"4706","LC","Rudgea interrupta"
"4707","VU","Rudgea jasminoides subsp. nervosa"
"4708","EN","Rudgea macrophylla"
"4709","LC","Rudgea minor"
"4710","DD","Rudgea minor subsp. calycina"
"4711","NT","Rudgea nobilis"
"4712","EN","Rudgea pachyphylla"
"4713","CR","Rudgea parquioides subsp. caprifolium"
"4714","EN","Rudgea parquioides subsp. hirsutissima"
"4715","VU","Rudgea parvifolia"
"4716","NT","Rudgea reflexa"
"4717","LC","Rudgea reticulata"
"4718","LC","Rudgea sessilis"
"4719","EN","Rudgea sessilis subsp. cipoana"
"4720","NT","Rudgea triflora"
"4721","VU","Rudgea umbrosa"
"4722","NT","Rudgea vellerea"
"4723","LC","Ruellia affinis"
"4724","LC","Ruellia bulbifera"
"4725","DD","Ruellia chamaedrys"
"4726","LC","Ruellia curviflora"
"4727","LC","Ruellia dissitifolia"
"4728","LC","Ruellia epallocaulos"
"4729","LC","Ruellia erythropus"
"4730","LC","Ruellia multifolia"
"4731","LC","Ruellia solitaria"
"4732","LC","Rugoloa hylaeica"
"4733","CR","Rupestrea carvalhoana"
"4734","EN","Rupestrea johnwurdackiana"
"4735","DD","Rupichloa acuminata"
"4736","EN","Rustia angustifolia"
"4737","LC","Sabicea grisea"
"4738","LC","Sabicea villosa"
"4739","VU","Sagittaria lancifolia"
"4740","LC","Sagittaria rhombifolia"
"4741","LC","Salacia arborea"
"4742","CR","Salacia mosenii"
"4743","LC","Salix humboldtiana"
"4744","NT","Salvia congestiflora"
"4745","VU","Saranthe composita"
"4746","LC","Saranthe klotzschiana"
"4747","DD","Sarcaulus inflexus"
"4748","VU","Sarcaulus vestitus"
"4749","EN","Sarcoglottis alexandri"
"4750","EN","Saundersia mirabilis"
"4751","VU","Saundersia paniculata"
"4752","EN","Sauvagesia lanceolata"
"4753","VU","Sauvagesia nitida"
"4754","CR","Sauvagesia oliveirae"
"4755","EN","Sauvagesia ribeiroi"
"4756","LC","Savia dictyocarpa"
"4757","LC","Scaevola plumieri"
"4758","LC","Scaphyglottis prolifera"
"4759","NT|DD","Schaueria litoralis"
"4760","NT|DD","Schaueria lophura"
"4761","EN","Schaueria paranaensis"
"4762","NT|DD","Schaueria virginea"
"4763","CR","Schefflera aurata"
"4764","CR","Schefflera botumirimensis"
"4765","LC","Schefflera calva"
"4766","CR","Schefflera cephalantha"
"4767","EN","Schefflera fruticosa"
"4768","EN","Schefflera gardneri"
"4769","EN","Schefflera glaziovii"
"4770","EN","Schefflera lucumoides"
"4771","VU","Schefflera sprucei"
"4772","EN","Schefflera succinea"
"4773","LC","Schefflera varisiana"
"4774","EN","Schinopsis balansae"
"4775","LC|DD","Schinopsis brasiliensis"
"4776","LC|DD","Schinopsis brasiliensis var. glabra"
"4777","NT","Schinus engleri"
"4778","EN","Schizachyrium scabriflorum"
"4779","LC","Schizaea elegans"
"4780","LC","Schizocalyx cuspidatus"
"4781","EN","Schlechtendalia luzulifolia"
"4782","EN","Schlumbergera kautskyi"
"4783","VU","Schlumbergera microsphaerica"
"4784","VU","Schlumbergera opuntioides"
"4785","DD","Schlumbergera rosea"
"4786","LC","Schlumbergera truncata"
"4787","DD","Schoepfia velutina"
"4788","LC","Schomburgkia gloriosa"
"4789","LC","Schultesia aptera"
"4790","LC","Schultesia bahiensis"
"4791","VU","Schultesia crenuliflora"
"4792","LC","Schultesia guianensis"
"4793","CR","Schultesia irwiniana"
"4794","LC","Schultesia pachyphylla"
"4795","EN","Schultesia piresiana"
"4796","CR","Schultesia sucreana"
"4797","EN","Schwenckia curviflora"
"4798","DD","Schwenckia lateriflora"
"4799","CR","Schwenckia nova-veneciana"
"4800","DD","Sciadotenia acutifolia"
"4801","NT","Sciaphila schwackeana"
"4802","VU","Scleria balansae"
"4803","NT","Scleria cuyabensis"
"4804","EN","Scutia arenicola"
"4805","EN","Scuticaria irwiniana"
"4806","CR","Scuticaria itirapinensis"
"4807","CR","Scuticaria kautskyi"
"4808","EN","Scuticaria strictifolia"
"4809","DD","Securidaca acuminata"
"4810","NT","Seemannia sylvatica"
"4811","LC","Seguieria americana"
"4812","LC","Seguieria langsdorffii"
"4813","LC","Selaginella convoluta"
"4814","VU","Selaginella mendoncae"
"4815","LC","Selaginella tenuissima"
"4816","NT","Selaginella valida"
"4817","DD","Selenipedium isabelianum"
"4818","LC","Selenipedium palmifolium"
"4819","VU","Sellocharis paradoxa"
"4820","EN","Senaea coerulea"
"4821","EN","Senaea janeirensis"
"4822","LC","Senecio adamantinus"
"4823","CR","Senecio almasensis"
"4824","EN","Senecio caparaoensis"
"4825","NT","Senecio crassiflorus"
"4826","EN","Senecio gertii"
"4827","EN","Senecio graciellae"
"4828","EN","Senecio hatschbachii"
"4829","EN","Senecio heteroschizus"
"4830","VU","Senecio langei"
"4831","NT","Senecio pohlii"
"4832","CR","Senecio promatensis"
"4833","EN","Senecio ramboanus"
"4834","EN","Senecio riograndensis"
"4835","NT","Senegalia kallunkiae"
"4836","DD","Senegalia parviceps"
"4837","LC","Senna angulata"
"4838","LC","Senna paradictyon"
"4839","LC","Serjania cuspidata"
"4840","LC","Serjania deflexa"
"4841","CR","Serjania divaricocca"
"4842","CR","Serjania hatschbachii"
"4843","LC","Serjania platycarpa"
"4844","NT","Sessea brasiliensis"
"4845","LC","Sessea regnellii"
"4846","CR","Setaria parviflora var. pilosissima"
"4847","LC","Setaria paucifolia"
"4848","CR","Setaria stolonifera"
"4849","LC","Setaria tenacissima"
"4850","LC","Sida rufescens"
"4851","EN","Siderasis fuscata"
"4852","LC","Sideroxylon obtusifolium"
"4853","LC","Simaba floribunda"
"4854","VU","Simaba glabra"
"4855","EN","Simaba insignis"
"4856","CR","Simaba salubris"
"4857","CR","Simaba suaveolens"
"4858","EN","Simaba warmingiana"
"4859","NT","Simira gardneriana"
"4860","EN","Simira grazielae"
"4861","EN","Simira hatschbachiorum"
"4862","DD","Simira rubra"
"4863","EN","Sincoraea amoena"
"4864","CR","Sincoraea humilis"
"4865","EN","Sinningia aghensis"
"4866","VU","Sinningia araneosa"
"4867","LC","Sinningia barbata"
"4868","LC","Sinningia brasiliensis"
"4869","NT","Sinningia canescens"
"4870","EN","Sinningia carangolensis"
"4871","CR","Sinningia cardinalis"
"4872","CR","Sinningia cochlearis"
"4873","DD","Sinningia conspicua"
"4874","LC","Sinningia cooperi"
"4875","NT","Sinningia curtiflora"
"4876","VU","Sinningia defoliata"
"4877","LC","Sinningia douglasii"
"4878","LC","Sinningia elatior"
"4879","CR","Sinningia glazioviana"
"4880","EN","Sinningia guttata"
"4881","EN","Sinningia harleyi"
"4882","EN","Sinningia hatschbachii"
"4883","EN","Sinningia hirsuta"
"4884","EN","Sinningia iarae"
"4885","EN","Sinningia insularis"
"4886","VU","Sinningia kautskyi"
"4887","EN","Sinningia lindleyi"
"4888","EN","Sinningia lineata"
"4889","LC","Sinningia macropoda"
"4890","LC","Sinningia magnifica"
"4891","EN","Sinningia micans"
"4892","EN","Sinningia piresiana"
"4893","EN","Sinningia rupicola"
"4894","LC","Sinningia sceptrum"
"4895","NT","Sinningia speciosa"
"4896","VU","Sinningia striata"
"4897","VU","Sinningia tuberosa"
"4898","EN","Sinningia valsuganensis"
"4899","EN","Sinningia villosa"
"4900","LC","Sinningia warmingii"
"4901","LC","Siparuna bifida"
"4902","LC","Siparuna brasiliensis"
"4903","LC","Siparuna reginae"
"4904","NT","Siphocampylus corymbifer"
"4905","NT","Siphocampylus corymbiferus"
"4906","NT","Siphocampylus lycioides"
"4907","LC","Siphocampylus verticillatus"
"4908","LC","Siphoneugena crassifolia"
"4909","LC","Siphoneugena densiflora"
"4910","VU","Siphoneugena kuhlmannii"
"4911","LC","Siphoneugena reitzii"
"4912","LC","Siphoneugena widgreniana"
"4913","LC","Sisyrinchium rambonis"
"4914","LC","Sloanea garckeana"
"4915","LC","Sloanea hirsuta"
"4916","EN","Sloanea obtusifolia"
"4917","CR","Smallanthus araucariophilus"
"4918","LC","Smallanthus connatus"
"4919","EN","Smallanthus riograndensis"
"4920","LC","Smilax goyazana"
"4921","NT","Smilax japicanga"
"4922","EN","Smilax lappacea"
"4923","LC","Smilax longifolia"
"4924","EN","Smilax lutescens"
"4925","VU","Smilax muscosa"
"4926","EN","Smilax spicata"
"4927","EN","Smilax subsessiliflora"
"4928","LC","Sobralia liliastrum"
"4929","LC","Solanum affine"
"4930","EN","Solanum arenarium"
"4931","EN","Solanum bahianum"
"4932","LC","Solanum bullatum"
"4933","LC","Solanum cinnamomeum"
"4934","NT","Solanum diamantinense"
"4935","LC","Solanum diploconos"
"4936","CR","Solanum eitenii"
"4937","NT","Solanum gertii"
"4938","LC","Solanum granulosoleprosum"
"4939","EN","Solanum graveolens"
"4940","LC","Solanum hasslerianum"
"4941","EN","Solanum jabrense"
"4942","LC","Solanum latiflorum"
"4943","LC","Solanum leucodendron"
"4944","LC","Solanum melissarum"
"4945","DD","Solanum ovum-fringillae"
"4946","EN","Solanum paralum"
"4947","NT","Solanum pinetorum"
"4948","LC","Solanum pseudoquina"
"4949","NT","Solanum reitzii"
"4950","EN","Solanum restingae"
"4951","VU","Solanum santosii"
"4952","LC","Solanum sooretamum"
"4953","CR","Solanum spissifolium"
"4954","NT","Solanum sycocarpum"
"4955","EN","Solanum viscosissimum"
"4956","EN","Solanum warmingii"
"4957","LC","Sophronitis cernua"
"4958","LC","Sorghastrum stipoides"
"4959","LC","Sorocea guilleminiana"
"4960","CR","Southbya organensis"
"4961","LC","Spananthe paniculata"
"4962","EN","Sparattosperma catingae"
"4963","EN","Specklinia bacillaris"
"4964","VU","Specklinia carinifera"
"4965","CR","Specklinia castellensis"
"4966","EN","Specklinia conspersa"
"4967","CR","Specklinia garayi"
"4968","CR","Specklinia gomesferreirae"
"4969","EN","Specklinia lingua"
"4970","CR","Specklinia ruschii"
"4971","LC","Spermacoce glabra"
"4972","NT","Spermacoce gracillima"
"4973","LC","Spermacoce tenuior"
"4974","DD","Spermacoce tocantinsiana"
"4975","EN","Sphaerorrhiza burchellii"
"4976","LC","Sphaerorrhiza sarmentiana"
"4977","LC","Sphagnum aciphyllum"
"4978","LC","Sphagnum pendulirameum"
"4979","EN","Spigelia aceifolia"
"4980","EN","Spigelia amplexicaulis"
"4981","CR","Spigelia cipoensis"
"4982","VU","Spigelia flava"
"4983","DD","Spigelia hatschbachii"
"4984","DD","Spigelia kleinii var. paranaensis"
"4985","EN","Spigelia kuhlmannii"
"4986","EN","Spigelia lundiana"
"4987","EN","Spigelia reitzii"
"4988","LC","Spigelia sellowiana"
"4989","EN","Spigelia vestita"
"4990","LC","Spiranthera odoratissima"
"4991","CR","Spiranthera speciosa"
"4992","LC","Spirotheca rivieri"
"4993","LC","Sporobolus adustus"
"4994","LC|DD","Sporobolus aeneus var. angustifolius"
"4995","EN","Sporobolus apiculatus"
"4996","LC|DD","Sporobolus camporum"
"4997","CR","Sporobolus hians"
"4998","LC|DD","Sporobolus paucifolius"
"4999","EN","Stachytarpheta ajugifolia"
"5000","EN","Stachytarpheta almasensis"
"5001","LC","Stachytarpheta bicolor"
"5002","EN","Stachytarpheta discolor"
"5003","EN","Stachytarpheta froesii"
"5004","DD","Stachytarpheta galactea"
"5005","EN","Stachytarpheta integrifolia"
"5006","EN","Stachytarpheta itambensis"
"5007","VU","Stachytarpheta lacunosa"
"5008","VU","Stachytarpheta lychnitis"
"5009","EN","Stachytarpheta monachinoi"
"5010","DD","Stachytarpheta pohliana"
"5011","EN","Stachytarpheta procumbens"
"5012","VU","Stachytarpheta radlkoferiana"
"5013","DD","Stachytarpheta spathulata"
"5014","EN","Staelia hatschbachii"
"5015","EN","Staelia tocantinsiana"
"5016","EN","Standleya kuhlmanni"
"5017","DD","Stanhopea insignis"
"5018","LC","Stanhopea lietzei"
"5019","NT","Staurogyne anigozanthus"
"5020","EN","Staurogyne brachiata"
"5021","VU","Staurogyne carvalhoi"
"5022","VU","Staurogyne elegans"
