"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","sex"
"152","2020-09-12 05:00:02-03","US","US","3105549","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. J. Strudwick, G. L. Sobel, B. W. Nelson, A. N. Pinheiro & et al.","3281","1981","7","20","South America - Neotropics","Brazil","Pará",NA,NA,"US01673570","US01673570_01",NA,NA,"Lageira, airstrip on Rio Maicuru. On riverbanks of Maicuru up to 1 km upstream of airstrip. Overhanging river","-54.43","-0.92","244",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"153","2020-09-12 05:00:02-03","US","US","2926094","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","S. G. Beck","5566","1981","8","1","South America - Neotropics","Bolivia","Beni",NA,NA,"US01672802",NA,NA,NA,"Dpto. Beni, Prov. Ballivián, Espiritu en la zona de influencia del rio Yacuma - Sabana húmeda",NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"154","2020-09-12 05:00:02-03","US","US","1905451","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","B. A. Krukoff","10207","1939","7","1","South America - Neotropics","Bolivia","La Paz",NA,NA,"US01672806","US01672806_01",NA,NA,"Bolivia: Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,"750","900",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"155","2021-03-25 13:51:42-03","UNIVILLE","JOI","10374","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Almeida, SML",NA,"2010","06","23",NA,"Brasil","Santa Catarina",NA,"; HABITO: terrestre","JOI010374",NA,"M.R. Ritter","Joinville","Avenida Edgar Meister.","-48.8456001281738","-26.3043994903564",NA,NA,"37150","auto","2011","09",NA,NA,"23",NA,NA,NA,NA,NA,NA
"156","2019-06-11 13:44:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana",NA,"P. Acevedo-Rodríguez","7447","1995","6","21","South America","Ecuador","Napo",NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"7447",NA,NA
"157","2020-07-23 11:59:17-03","CEPLAC","CEPEC","17246","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana",NA,"R. M. King","8014","1979","07","10",NA,"Brasil","Bahia",NA,"<ll>dwc_commonname:</ll>",NA,NA,"R. M. King","URUÇUCA","Municípios Uruçuca e Ilhéus, Rod. BR-101, trecho Itabuna/Ubaitaba, Km 27.","-39.2844009399414","-14.5930995941162",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-10-16 14:11:13-03","UEL","FUEL","307","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ruas, PM; et al.","s.n.",NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"Londrina","Parque Municipal Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-01 14:54:17-03","UnB","UB","122806","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Leitão Filho, HF","18414","1986","07","23","Southern America","Brasil","São Paulo",NA,"Capítulos com flores brancas.; Trepadeira.",NA,NA,"Ritter, M","Teodoro Sampaio","Reserva Florestal do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"54606","auto","2001","11",NA,NA,"08",NA,NA,NA,NA,NA,NA
"160","2020-08-20 20:38:09-03","UFSC","FLOR","20987","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, M.R.; Leite, S.L.C.","s.n.","1989","09","02",NA,"Brasil","Santa Catarina",NA,"Dupl. 86.920.","FLOR0020987",NA,"Ritter, M.R.","Blumenau","Junto à ponte da RFFSA sobre o Rio Itajaí Açu.","-49.0661010742188","-26.9193992614746",NA,NA,"34291","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-08-20 20:38:09-03","UFSC","FLOR","20988","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, M.R.; Leite, S.L.C.","426","1989","09","03",NA,"Brasil","Santa Catarina",NA,"Dupl. 86.922.","FLOR0020988",NA,"Ritter, M.R.","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,NA,"14075","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:08:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","?","s.n.",NA,NA,NA,NA,"?",NA,NA,"teste Herb. Lindley (non vidi)",NA,NA,NA,NA,"Habitat in Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:36:40-03","UFRGS","ICN","198577","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Monteiro, S","s.n.","2016","07","07","América do Sul","Brasil","RJ",NA,"FIOCRUZ; Trepadeira ca. 5 metros de comprimento; Folhas verde oliva escuro, na borda existe uma linha roxa bem fina; Inflorescência e sépalas verde arroxeado, pétalas de cor alba.",NA,NA,"Ritter, MR","Petrópolis","Secretário, sítio da Ligia, Matrizeiro","-42.953611","-22.207222","751","751",NA,NA,"2018","01","-42.953611","-22.207222","30",NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:36:40-03","UFRGS","ICN","198580","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Assunção, J","56","2015","05","20","América do Sul","Brasil","RJ",NA,"RFA40820; Trepadeira ca. 5 metros de comprimento, folha verde oliva escuro, na borda existe uma linha roxa bem fina, inflorescências e sepalas verde arroxeado, petalas de cor alba",NA,NA,"Ritter, MR","Petrópolis","Secretário, Estr. Aluizio Costa Leite, 980, Matrizeiro","-43.176111","-22.507778",NA,NA,NA,NA,"2018","01","-43.176111","-22.507778","30",NA,NA,NA,NA,NA,NA
"165","2021-02-08 12:36:40-03","UFRGS","ICN","200666","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Caxambu, MG; Siqueira, EL; Chagas, MP; Y.C.","6658","2015","08","05","América do Sul","Brasil","PR",NA,"trepadeira volúvel, heliófita. Capítulos alvos.; relevo ondulado",NA,NA,"Ritter, MR","Nova Tebas","Estação Ecológica Municipal Reinaldo Petrechen","-51.945","-24.37","565","565",NA,NA,"2017","08","-51.945","-24.37","08",NA,NA,NA,NA,NA,NA
"166","2021-02-08 12:36:40-03","UFRGS","ICN","198575","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Monteiro, S","541","2017","05","09","América do Sul","Brasil","RJ",NA,"FIOCRUZ; Trepadeira ca. 5 metros de comprimento; Folhas verde oliva escuro, na borda existe uma linha roxa bem fina; Inflorescência e sépalas verde arroxeado, pétalas de cor alba.",NA,NA,"Ritter, MR","Petrópolis","Secretário, sítio da Ligia, Matrizeiro","-42.953611","-22.207222","751","751",NA,NA,"2018","01","-42.953611","-22.207222","30",NA,NA,NA,NA,NA,NA
"167","2021-02-08 12:36:40-03","UFRGS","ICN","065144","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Sobral, M","4091","1985","07",NA,"América do Sul","Brasil","ES",NA,"Espécie ameaçada de extinção (Vulnerável).; Trepadeira; capítulos brancos.; Em interior de mata.",NA,NA,"Ritter, MR","Linhares","Cia.Vale do rio Doce Reserva Florestal","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","1988","10",NA,NA,"28",NA,NA,NA,NA,NA,NA
"168","2021-02-08 12:36:40-03","UFRGS","ICN","084375","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Paiva, WJM","s.n.","1985","09","20","América do Sul","Brasil","PR",NA,"Espécie ameaçada de extinção (Vulnerável).; Trepadeira; fruto com papus creme.; Beira de estrada.",NA,NA,"Ritter, MR","Londrina","Parque Arthur Thomas","-51.1627998352051","-23.3103008270264",NA,NA,"63728","auto","2002","06",NA,NA,"21",NA,NA,NA,NA,NA,NA
"169","2021-02-08 12:36:40-03","UFRGS","ICN","086919","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR","263","1988","09","27","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Ritter, MR","Derrubadas","Parque Estadual do Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-02-08 12:36:40-03","UFRGS","ICN","086959","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Hagelund, K","11599","1977","10","06","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.",NA,NA,"Ritter, MR","Derrubadas","Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-02-08 12:36:40-03","UFRGS","ICN","086960","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Hagelund, K","11584","1977","10","06","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund.",NA,NA,"Ritter, MR","Derrubadas","Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-02-08 12:36:40-03","UFRGS","ICN","086939","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Hagelund, K","15669","1985","07","29","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Ritter, MR","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-08 12:36:40-03","UFRGS","ICN","120503","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR","1379","2001","08","10","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Em interior de mata paludosa, em clareira",NA,NA,"Ritter, MR","Torres","mata do Faxinal face sul","-49.7268981933594","-29.3353004455566",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-02-08 12:36:40-03","UFRGS","ICN","086922","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR; Leite, SLC","426","1989","09","03","América do Sul","Brasil","SC",NA,"Espécie ameaçada de extinção (Vulnerável).; Na subida de um morro.",NA,NA,"Ritter, MR","Pomerode",NA,"-49.1768989562988","-26.7406005859375",NA,NA,"14075","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-02-08 12:36:40-03","UFRGS","ICN","133803","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Forzza, RC; et al.","861","1998","05","24","América do Sul","Brasil","MS",NA,"Espécie ameaçada de extinção (Vulnerável). Doação Herbário SPF.; Escandente. Brácteas verdes; flores alvas.; em mata ciliar.",NA,NA,"Ritter, MR","Aquidauana","estrada entre Piraputanga e Palmeiras Fazenda Batista Vale das Bruxas","-55.7872009277344","-20.4710998535156",NA,NA,"212961","auto","2001","11",NA,NA,"08",NA,NA,NA,NA,NA,NA
"176","2021-02-08 12:36:40-03","UFRGS","ICN","086910","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR","261","1988","09","27","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de mato.",NA,NA,"Ritter, MR","Derrubadas","Parque do Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-02-08 12:36:40-03","UFRGS","ICN","086911","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Brack, P; et al.; F.P.E.T.","1889",NA,NA,NA,"América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Ritter, MR","Derrubadas","Parque do Turvo Saltinho","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-02-08 12:36:40-03","UFRGS","ICN","086958","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Hagelund, K","11704","1977","10","10","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável). Doação de Karner Hagelund. DESCARTADO (PÉSSIMO ESTADO)",NA,NA,"Ritter, MR","Derrubadas","Turvo","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-02-08 12:36:40-03","UFRGS","ICN","118093","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Leite, SLC","s.n.","2000","04","06","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Em trilha na beira de mata",NA,NA,NA,"Maquiné","Morro Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-08 12:36:40-03","UFRGS","ICN","118092","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Leite, SLC","s.n.","2000","04","06","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Em trilha na beira de mata",NA,NA,NA,"Maquiné","Morro Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-02-08 12:36:40-03","UFRGS","ICN","022490","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Waechter, JL","1","1974","07","09","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Planta escandescente; corola branca.; Em beira de estrada.",NA,NA,"Ritter, MR","Santa Cruz do Sul","Interior","-52.4258003234863","-29.7175006866455",NA,NA,"38612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-02-08 12:36:40-03","UFRGS","ICN","118413b","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR","1205","2000","06","23","América do Sul","Brasil","RS",NA,"Espécie ameaçada de extinção (Vulnerável).; Em interior de mata em uma clareira",NA,NA,"Ritter, MR","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-02-08 12:36:40-03","UFRGS","ICN","086920","S","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Ritter, MR; Leite, SLC","422","1989","09","02","América do Sul","Brasil","SC",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"Ritter, MR","Blumenau","RFFSA sobre o Rio Itajaí-Açu","-49.0661010742188","-26.9193992614746",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-09-17 10:40:19-03","UEPA","MFS","001281","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Moura, PHB de","19",NA,NA,NA,NA,"Brasil","Pará",NA,"Liana com crescimento escandente.Esteril","MFS001281","MFS001281 MFS001281_e","Silva, CAS da","Abaetetuba","Comunidade Rio Urubueua de Fátima","-48.976111","-1.619167",NA,NA,NA,NA,"2012","06","-48.976111","-1.619167",NA,NA,NA,NA,NA,NA,NA
"185","2020-09-17 10:40:19-03","UEPA","MFS","000314","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Lucas, F.C.A.","09","2011","07","24",NA,"Brasil","Pará",NA,"Trepadeira de cerca de 1m de altura. Folhas simples, opostas. Material estéril.","MFS000314","MFS000314 MFS000314_e","Silva, CAS da","Abaetetuba","Rio Urubueua de Fátima.","-48.976167","-1.619222",NA,NA,NA,NA,NA,NA,"-48.976167","-1.619222",NA,NA,NA,NA,NA,NA,NA
"186","2020-09-17 10:40:19-03","UEPA","MFS","000027","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Santos, KIP dos","07",NA,NA,NA,NA,"Brasil","Pará",NA,"Trepadeira.","MFS000027","MFS000027 MFS000027_e","Silva, CAS da","Capanema","Vila de Califórnia.","-47.078786","-1.050594",NA,NA,NA,NA,NA,NA,"-47.078786","-1.050594",NA,NA,NA,NA,NA,NA,NA
"187","2020-09-17 10:40:19-03","UEPA","MFS","005797","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Gonçalves, JP","s.n.","2015","07","07",NA,"Brasil","Pará",NA,"Liana.","MFS005797","MFS005797 MFS005797_e","Silva, CAS da","Abaetetuba",NA,"-48.879269","-1.722189",NA,NA,NA,NA,NA,NA,"-48.879269","-1.722189",NA,NA,NA,NA,NA,NA,NA
"188","2020-09-17 10:40:19-03","UEPA","MFS","006778","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Santos, J M dos","84","2017","05","22",NA,"Brasil","Pará",NA,"Hemiepífita. Presença de exsudato incolor.","MFS006778","MFS006778 MFS006778_e","Santo, KR A do E","Salvaterra","Comunidade Quilombola do Pau furado","-48.515453","-0.756331",NA,NA,NA,NA,NA,NA,"-48.515453","-0.756331",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-03 22:00:02-03","FLAS","FLAS","188718","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","J. Richard Abbott","16825",NA,NA,NA,NA,"Bolivia","Santa Cruz","Preserved herbarium specimen",NA,NA,NA,NA,"Velasco Province",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","56298","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Silveira, N.","8746","1990","09",NA,NA,"Brasil","Rio Grande do Sul",NA,"guaco; ; Flores brancas, visitado por abelhas.","HAS0056298",NA,"Ritter, M. R. M. R.","Derrubadas","Parque Florestal Estadual do Turvo, na estrada Salto de Yucumã","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto","2001","07",NA,NA,"11",NA,NA,NA,NA,NA,NA
"191","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","63794","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Mattos, J.","25212","1983","11",NA,NA,"Brasil","Rio Grande do Sul",NA,"guaco;","HAS0063794",NA,"Ritter, M. R. M. R.","Derrubadas","Parque Florestal Estadual do Turvo, na estrada Salto de Yucumã","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto","2003","09",NA,NA,"20",NA,NA,NA,NA,NA,NA
"192","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","56957","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","DC.","Silveira, N.","8448","1990","09",NA,NA,"Brasil","Rio Grande do Sul",NA,"guaco; ;","HAS0056957",NA,"Ritter, M. R. M. R.","Derrubadas","Parque Florestal Estadual do Turvo, na estrada Salto de Yucumã","-53.8608016967773","-27.2646999359131",NA,NA,"18158","auto","2001","07",NA,NA,"11",NA,NA,NA,NA,NA,NA
"193","2010-08-16 16:37:38-03","GH","HU-HERB","GH 00010234","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","acrensis","Mikania acrensis","B. L. Robinson","E. H. G. Ule",NA,"1911","6",NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,"Seringal S. Francisco, Rio Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,"undetermined"
"194","2010-08-16 16:37:38-03","GH","HU-HERB","GH 00010375","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","lindleyana","Mikania lindleyana","de Candolle",NA,NA,NA,NA,NA,"South America","Guyana",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,"undetermined"
"195","2014-09-23 10:56:53-03","G","G","G00300886","S","Plantae",NA,NA,"Asteraceae","Mikania","acrensis","Mikania acrensis","B. L. Rob.","Ule, E. H. G.","9883","1911",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=225805&base=img&lang=en","G00300886","G00300886","?",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"TYPUS of Mikania acrensis B. L. Rob.",NA,NA,NA,NA
"196","2020-08-07 17:10:38-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Compositae","Mikania","lindleyana","Mikania lindleyana",NA,"Rabelo, BV","2714",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-08-07 17:10:38-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Compositae","Mikania","lindleyana","Mikania lindleyana",NA,"Rabelo, BV","2728",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
