"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","imagecode","relatedCatalogItem","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","sex"
"52","2021-03-01 11:53:18-03","UFPE","UFP","56026","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Sobral-Leite, M","2009","Sobral-Leite, M; Maciel, B; Gomes, P","440","2017","08","18",NA,"Brasil","Pernambuco",NA,"Erva terrestre da vegetação êfemera, junto com Bulbosylis scabra (Cyperaceae). Início de floração. Flores alvas, sem odor perceptível.; Caatinga hipoxerófila.","UFP056026","04","685","685",NA,"Asterales",NA,NA,"Agrestina","35.843944","-8.381944",NA,NA,"29","35.843944","-8.381944",NA,NA
"53","2021-03-01 11:53:18-03","UFPE","UFP","63590","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Sobral-Leite, M","2010","Sobral-Leite, M; Gomes, P","1162","2010","04","29",NA,"Brasil","Pernambuco",NA,"Erva emergente nas margens do lago, vegetando junto com Eichhornian paniculata (Pontederiaceae). Inicío de fase reprodutiva. Estruturas reprodutivas brancas e marrons, sem odor perpeptível.; Caatinga Hipoxerófita.","UFP063590","04","400","400",NA,"Asterales",NA,NA,"Agrestina","35.928333","-8.493611",NA,NA,"29","35.928333","-8.493611",NA,NA
"54","2021-03-01 11:53:18-03","UFPE","UFP","55458","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Gomes, P","2008","Gomes, P; Sobral-Leite, M; Maciel, M","561","2007","08","18",NA,"Brasil","Pernambuco",NA,"Herbácea em trecho encharcado da rocha; capítulos verdes com detalhes negros.","UFP055458","08","685","685",NA,"Asterales",NA,NA,"Caruaru","-35.841111","-8.381944",NA,NA,NA,"-35.841111","-8.381944",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3145227","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"M. Moraes","568","1985","9","13","South America - Neotropics","Bolivia","Beni","Depto beni, Provincia Vaca Diez, Puerto Oro Blanco río Beni",NA,"US01737071",NA,"140",NA,"Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2964537","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"G. T. Prance, E. Forero, B. L. Wrigley, J. F. Ramos & L. G. Farias","5909","1968","7","12","South America - Neotropics","Brazil","Rondônia","Brazilian Amzonia, Basin of Rio Madeira at Abuña. Muddy river bank",NA,"US00589217",NA,NA,NA,"Dicotyledonae","Asterales","US00589217_01 US00589217_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","1541510","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,NA,"s.n.","1931","7","31","South America - Neotropics","Brazil","Pernambuco","In a wet place, Tapera",NA,"US01737068",NA,NA,NA,"Dicotyledonae","Asterales","US01737068_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3400629","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.","Funk, V. A., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"P. Mutchnick","766","1995","2","16","South America - Neotropics","Guyana","Potaro-Siparuni","Iwokrama Reserve. Essequibo River; Akramukra Falls",NA,"US00652651",NA,"50",NA,"Dicotyledonae","Asterales",NA,NA,NA,"-58.5014","4.37194",NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","2978779","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"Collector unknown","3009",NA,NA,NA,"South America","Paraguay","Central","San Lorenzo",NA,"US01737070",NA,NA,NA,"Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.","Pruski, J. F.",NA,"R. H. Schomburgk","I 573","1838",NA,NA,"South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2963487","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"E. P. Heringer & G. Eiten","15115","1975","9","21","South America - Neotropics","Brazil","Minas Gerais","Município de Marliéria: Parque Estadual do Rio Doce. Native evergreen broadleaf forest area. On peninsula at Lake Helvécio",NA,"US01737076",NA,"400",NA,"Dicotyledonae","Asterales","US01737076_01",NA,NA,"-42.6","-19.77",NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","3022479","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"G. Pedra do Cavalo","322","1980","6",NA,"South America - Neotropics","Brazil","Bahia","Estação da Embasa, Cachoeira - Vale dos Rios Paraguaca E Jacope [interpreted]",NA,"US01737077",NA,"40","120","Dicotyledonae","Asterales","US01737077_01",NA,NA,"-39.08","-19.65",NA,NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","1523220","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,NA,"s.n.","1931","7","31","South America - Neotropics","Brazil","Pernambuco","In wet places, Tapera",NA,"US01737072",NA,NA,NA,"Dicotyledonae","Asterales","US01737072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","1265259","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"Glaziou, --","13993",NA,NA,NA,"South America","Brazil",NA,NA,NA,"US01737065",NA,NA,NA,"Dicotyledonae","Asterales","US01737065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","1987845","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"J. Moraes Vascoucellos","1447","1946","10","22","South America","Brazil",NA,"Paraiba, Areia",NA,"US01737075",NA,NA,NA,"Dicotyledonae","Asterales","US01737075_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2020-09-12 05:00:02-03","US","US","2850999","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"M. C. Vianna, R. De Oliveira & D. Araujo","14643","1978","1","19","South America - Neotropics","Brazil","Rio de Janeiro","Mun. Campos, Lagoa de Cima, às marganas da Lagoa",NA,"US01737074",NA,NA,NA,"Dicotyledonae","Asterales","US01737074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"67","2020-09-12 05:00:02-03","US","US","2122439","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"T. Pederson","417","1949","9","5","South America","Argentina","Corrientes","Estancia ,,Santa Terasa'' Dep. Mburucuyá",NA,"US01737069",NA,NA,NA,"Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","3355691","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"J. R. Abbott","17270","1995","7","5","South America - Neotropics","Bolivia","Santa Cruz","Santa Cruz Dept., Andres Ibañez Province: Santa Cruz de la Sierra; 565 Irala Ave., on first ring just west of junction with Independencia Ave",NA,"US01737067",NA,"400",NA,"Dicotyledonae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","1423928","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"-- Brade","6649","1913","11","15","South America - Neotropics","Brazil",NA,"São Caetano",NA,"US01737064",NA,NA,NA,"Dicotyledonae","Asterales","US01737064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","3301952","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"M. Nee","35346","1987","7","24","South America - Neotropics","Bolivia","Santa Cruz","Depto Santa Cruz, Prov. Andres Ibanez, Jardin Botanico de Santa Cruz, 12 km . E of center of Santa Cruz on road to Cotoca",NA,"US01737066",NA,"375",NA,"Dicotyledonae","Asterales",NA,NA,NA,"-63.07","-17.77",NA,NA,NA,NA,NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","2577961","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"S. Tavares","643","1961","7","11","South America - Neotropics","Brazil","Pernambuco","Jaboatão. Cachito Usina Colônia Km 23 da BR-25",NA,"US01737073",NA,NA,NA,"Dicotyledonae","Asterales","US01737073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2019-10-07 09:11:27-03","UEFS","HUEFS","214467","PreservedSpecimen","Plantae","Angiospermae","Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Sobral-Leite, M.","1125","2010","09","28",NA,"Brasil","Pernambuco","Bacia Hidrográfica do Una, Riacho Mentirosos, Sítio Capivara, trecho lótico do rio contido por barragem.","Caatinga Hipoxerófita.","HUEFS0214467",NA,"400","400","Asteranae","Asterales","HUEFS0214467",NA,"Agrestina","-35.928333","-8.493611",NA,NA,NA,"35W55'42''","8S29'37''",NA,NA
"73","2019-11-01 14:53:53-03","UnB","UB","23593","PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"Skvortzov, B; Coleman, J","5","1964","09","24","Southern America","Brasil","São Paulo","Ca. 10Km south and ca. 1km esat of center São Paulo",".",NA,NA,"760","800",NA,NA,NA,NA,"São Paulo","-46.55","-23.6",NA,NA,NA,"-46.55","-23.6",NA,NA
"74","2019-11-01 14:53:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae","Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.",NA,NA,"Montes, JE","14777","1955","09","04","Southern America","Argentina","Missiones","Dep. Iguazu, Eldorado","Herbacea, anual 0,2-0,4m. Flores cremosas; Suelo modificado en cultivos",NA,NA,"180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-04 15:42:32-03","IF","SPSF","01447","PreservedSpecimen","Plantae","Magnoliophyta","Asteraceae","Gnaphalium","indicum","Gnaphalium indicum",NA,NA,NA,"J.M. Vasconcelos","575","1946","10","20","América do Sul","Brasil","PB","Escola de Agronomia do Nordeste","COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliopsida","Asterales",NA,NA,"Areia","-35.6916999816895","-6.96332979202271","15425","auto",NA,NA,NA,NA,NA
"76","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Gardner, G","1747",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Pohl, JBE","515",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Gardner, G","1747",NA,NA,NA,"Southern America","Brazil",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Beyrich, HC","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Beyrich, HC","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Pohl, JBE","514",NA,NA,NA,NA,"?",NA,"(Praeterea).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Pohl, JBE","514",NA,NA,NA,NA,"?",NA,"praeterea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Pohl, JBE","515",NA,NA,NA,NA,"?",NA,"(Praeterea).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Schomburgk, MR","573",NA,NA,NA,"Southern America","Guyana",NA,NA,"Species agrestis per regiones tropicas orbis veteris ubique dispersa, in America inquilina.; HABITAT: Species agrestis per regiones tropicas orbis veteris ubique dispersa, in America inquilina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Schomburgk, MR","573",NA,NA,NA,"Southern America","Guyana",NA,"e. gr. in Guiana Anglica","Species agrestis per regiones tropicas orbis veteris ubique dispersa, in America inquilina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:08:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.",NA,NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-04-05 12:30:23-03","UNIVASF","HVASF","22469","PreservedSpecimen","Plantae",NA,"Asteraceae","Gnaphalium","polycaulon","Gnaphalium polycaulon","Pers.","V.M. Cotarelli","2013","J.R. Fabricante","147","2013","03","19","América do Sul","Brasil","Pernambuco","Eixo Leste do Projeto de Integração do Rio São Francisco (PISF), interior do fragmento de caatinga com distância de 20-30m do ambiente de transição.","Planta coletada em experimento de banco de sementes. Erva, ca. de 8cm alt. Flores alvas pilosas. Caule piloso.","HVASF022469","03","503","503",NA,NA,NA,NA,"Sertânia","-37.509805","-8.154888",NA,NA,"19","-37.509805","-8.154888",NA,"U"
"93","2019-11-21 10:00:38-03","IBt","SP","20822","S","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Blake, SF",NA,"Pickel, B","478","1924","08",NA,NA,"Brasil","Pernambuco","Escola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:00:38-03","IBt","SP","210218","S","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Turner, B","1984","Nee, M; Taylor, K","29613","1984","02","22",NA,"México","Veracruz","Along hwy. Mex. 150 and 180, 1.5 km SW of bridge at Boca del Río",NA,NA,NA,"5","5",NA,NA,NA,NA,"Boca Del Rio","-96.116667","15.091667",NA,NA,NA,"-96.116667","15.091667",NA,NA
"95","2019-11-21 10:00:38-03","IBt","SP","6145","S","Plantae",NA,"Asteraceae","Gnaphalium","indicum","Gnaphalium indicum","L.","Blake, SF",NA,"Brade, AC","6649","1913","11","15",NA,"Brasil","São Paulo","Ex Herb. Brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Caetano do Sul","-46.5499992370605","-23.6200008392334","4028","auto",NA,NA,NA,NA,NA
