"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"110","2016-09-29 11:18:00-03","NY","NYBG","25234","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Clarisia","strepitans","Clarisia strepitans cuyunensis","(Allemão) Lanj.",NA,"T. A. W. Davis","D27","1931","02","13","South America","Guyana",NA,NA,"Near Camaria Road, Cuyumi River",NA,NA,"30.5","30.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=336416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00025234","NY00025234_01",NA,NA,"cuyunensis","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-06-29 11:31:32-03","UFRJ","RFA","20406","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","G.M. Barroso","D. Sucre","10944",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"RFA28871",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-06-29 11:31:32-03","UFRJ","RFA","34508","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Marcelo Viana","Santos, F.L.","47","2005","07","30",NA,"Brasil","Rio de Janeiro","Petrópolis","Planta adquirida na Feira-livre próxima a Rodoviária do Centro de Petrópolis","-43.178611","-22.505",NA,NA,NA,"Arbusto, Folhas espinhosas nas margens. Planta medicinal. proveniente de extrativismo","RFA22189",NA,NA,NA,NA,NA,NA,"43º10'43''W","22º30'18''S",NA,NA,NA,NA,NA,NA,NA
"113","2020-06-29 11:31:32-03","UFRJ","RFA","20411","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","W. Burger","J.G. Kuhlmann","6458","1943","09","13",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Rio Doce","-41.3244018554688","-21.7541999816895",NA,NA,NA,"Arvorezinha de 2 - 3 m de altura","RFA17112",NA,"62761","auto",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-30 12:45:18-03","EAO","IAN","102601","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Silva, NT da","549","1959","09",NA,"Southern America","Brasil","Pará",NA,"Rio Piriá.",NA,NA,NA,NA,NA,"Árvore pequena, flor amarelo em capoeira.","IAN102601",NA,NA,NA,NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"115","2021-03-30 12:45:18-03","EAO","IAN","103016","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Oliveira, E","310","1959","12","18","Southern America","Brasil","Pará",NA,"Rod. Belém-Brasília, km. 75.",NA,NA,NA,NA,NA,"Árvore de 8m. Frutos alaranjados.","IAN103016",NA,NA,NA,NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"116","2021-03-30 12:45:18-03","EAO","IAN","106897","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","949","1960","07","31","Southern America","Brasil","Pará",NA,"Km. 289-293 da Rod. Belém-Brasília. Beira da estrada.",NA,NA,NA,NA,NA,"Árvore de 9m. de altura, flores amarela em forma de tubo um pouco espinhenta, leite amarelo.","IAN106897",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"117","2021-03-30 12:45:18-03","EAO","IAN","107068","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","1120","1960","09","06","Southern America","Brasil","Maranhão",NA,"Km. 438 da Rod. Belém-Brasília.",NA,NA,NA,NA,NA,"Árvore de 6m. de alt. Frutos pequenos, latex um pouco amarelo.","IAN107068",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"118","2021-03-30 12:45:18-03","EAO","IAN","108312","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","1179","1960","12","12","Southern America","Brasil","Pará",NA,"Rio Tocantins, Região de Tucuruí.",NA,NA,NA,NA,NA,"Árvore de 7m.; frutos arredondados em cachos, latex um pouco amarelo.","IAN108312",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"119","2021-03-30 12:45:19-03","EAO","IAN","128854","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Romaniuc Neto, S","Pires, JM; Belém, RP","12747","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5); região com minério de manganês. Árvore 5-32-6.","-50.25","-5.5",NA,NA,NA,"Árvore com 12m e 15cm de di6ametro. Inflorescência amarela.","IAN128854",NA,NA,NA,NA,NA,"1996","-50.25","-5.5","07",NA,NA,NA,NA,NA,NA
"120","2021-03-30 12:45:18-03","EAO","IAN","115464","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","2681","1963","10","16","Southern America","Brasil","Amazonas",NA,"Kms. 75-79 da Rod. Manáus-itacoatiára. Beira da estrada.",NA,NA,NA,NA,NA,"Árvore de 12m. de alt.; flores amarelas.","IAN115464",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"121","2021-03-30 12:45:18-03","EAO","IAN","117267","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Prance, GT; Pennington, TD","1780","1965","10","29","Southern America","Brasil",NA,NA,"Road BR-22, Vic. of Cachoeira, km. 96.",NA,NA,NA,NA,NA,"Treelet 4m. tall.","IAN117267",NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-30 12:45:19-03","EAO","IAN","128065","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Silva, NT da","1689","1969","01","24","Southern America","Brasil","Pará",NA,"Pilão, Estrada do Castanheiro.",NA,NA,NA,NA,NA,"Árvore de 12. 10cm. de diâmetro.","IAN128065",NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-30 12:45:19-03","EAO","IAN","128979","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Pires, JM; Belém, RP","12879","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B05), região com minério de manganês.",NA,NA,NA,NA,NA,"Árvore 0-1-1 S, com 8m.e x 10cm. de diâmetro.","IAN128979",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"124","2021-03-30 12:45:19-03","EAO","IAN","129139","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Pires, JM; Belém, RP","13049","1970","09",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afl. do Tocantins, Serra Buritirama, (B-4), região com minério de manganês.",NA,NA,NA,NA,NA,"Árvore 0-22-10, com 8m. e 12cm. de diâm.","IAN129139",NA,NA,NA,NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:45:19-03","EAO","IAN","140688","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Romaniuc Neto, S","Pires, JM; Rosa, NA","13791","1974","07",NA,"Southern America","Brasil","Acre",NA,"Seringal Boa Água. Amostra 2-10-98.",NA,NA,NA,NA,NA,NA,"IAN140688",NA,NA,NA,NA,NA,"1996",NA,NA,"07",NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:45:19-03","EAO","IAN","142188","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Granville, JJ de","342","1970","04","13",NA,"Guiana Francesa",NA,NA,"Rivière Yaroupi, saut Ouaimicouré.",NA,NA,NA,NA,NA,"Petit arbre, 3m; cauliflore; infl. immature entirement jaune-orange vef, latex blanc, fruit mûrs rouges, légèrement carminés.","IAN142188",NA,NA,NA,NA,NA,"1972",NA,NA,"10",NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:45:19-03","EAO","IAN","142209","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oldeman, RAA","1132","1972","02","16",NA,"Guiana Francesa",NA,NA,"Ile de Cayenne, Mt. Mahury.",NA,NA,NA,NA,NA,"Arbre, 8m. latex blanc translucide, infl. jaune d'or à orange.","IAN142209",NA,NA,NA,NA,NA,"1972",NA,NA,"10",NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:45:19-03","EAO","IAN","148573","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Romaniuc Neto, S","Pena, BS da","494","1974","08","29","Southern America","Brasil","Mato Grosso","Dardanelos","Mata de terra firme.",NA,NA,NA,NA,NA,"Árvore de 8m. Flor amarelo-clara.","IAN148573",NA,NA,NA,NA,NA,"1996",NA,NA,"03",NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:45:19-03","EAO","IAN","149514","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Lindeman, JC","5178","1953","12","09","Southern America","Suriname",NA,NA,"Jodensavane Mapane Kreek area, in rain forest along road near camp 12.","-56.5","3.6",NA,NA,NA,"treelet, 5cm. diam; fruit bright orange (7YR7/10), bark with slight sticky, resinous yellowish latex.","IAN149514",NA,NA,NA,NA,NA,"1968","-56.5","3.6",NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:45:19-03","EAO","IAN","150381","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Cordeiro, MR","717","1975","09","01","Southern America","Brasil","Rondônia",NA,"Sub-base do Proj. RADAM. SC-20-VD. Ponto 28.",NA,NA,NA,NA,NA,"Árvore de 5m. Flor creme, leite creme.","IAN150381",NA,NA,NA,NA,NA,"1977",NA,NA,"10",NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:45:19-03","EAO","IAN","150460","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Cordeiro, MR","796","1975","09","16","Southern America","Brasil","Rondônia",NA,"Sub-base do Proj. RADAM. SC-20-VD. Ponto 58.",NA,NA,NA,NA,NA,"Arbusto pequeno, flores cremes, leite creme.","IAN150460",NA,NA,NA,NA,NA,"1977",NA,NA,"10",NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:45:19-03","EAO","IAN","161813","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Daly, DC; Callejas, R","1486","1981","11","18","Southern America","Brasil","Pará",NA,"Approx. 70km. from Tucuruí, 65km. SSW on old BR-422, then 5km. NW. on new logging road.","-49.733333","-4.183333",NA,NA,NA,"Shaded treelet 3m, buds cream.","IAN161813",NA,NA,NA,NA,NA,NA,"-49.733333","-4.183333",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:45:19-03","EAO","IAN","161862","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Romaniuc Neto, S","Daly, DC; Callejas, R","1677","1981","12","04","Southern America","Brasil","Pará",NA,"Approx. 40km from Marabá, SW on PA-150. Forest on terra firme by service road.","-49.083333","-5.616667",NA,NA,NA,"Tree 6m; fruits green turning red and blue-black. Axis of inflorescence red. No latex apparent. Wet area at edge of forest.","IAN161862",NA,NA,NA,NA,NA,"1996","-49.083333","-5.616667","07",NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:45:19-03","EAO","IAN","163570","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Saraiva, RS","569","1990","05","29","Southern America","Brasil","Acre",NA,"RBO-AC. Floresta Estadual do Antimari, colocação Limoeiro, Picada 4, Ponto 2, Quadrante 1.",NA,NA,NA,NA,NA,"Árvore da mata de várzea, 8m x 11,14cm. Fuste 5m. Casca fissurada.","IAN163570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:45:19-03","EAO","IAN","178707","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Cordeiro, MR","Araújo, MM; Cordeiro, MR","25","2002","05","15","Southern America","Brasil","Pará","Castanhal","Apeú, Estação experimental da FCAP, Capoeira de terra firme&nf;OBS: Parcela 3, capoeira de 14 anos, indivíduo 322","-47.95","-1.316667",NA,NA,NA,"Árvore (material estéril); DAP: 1,5 cm; Altura: 3,7 m","IAN178707",NA,NA,NA,NA,NA,NA,"-47.95","-1.316667",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:45:19-03","EAO","IAN","190732","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Cordeiro, MR","Simon, MF","1020","2010","10","18","Southern America","Brasil","Rondônia","Porto Velho","Floresta Ombrófila. Solo argiloso com serrapilheira, relevo acidentado. Canteiro de obras, próximo à área de empréstimo. Margem esquerda do rio Madeira, cerca de 300 m do rio. Área de influência direta da UHE Jirau.","-64.664722","-9.256944","89","89",NA,"Arvoreta delgada 4m. Fruto imaturo vermelho, maduro preto. Polpa branca. Floresta de terra firme, dossel médio 25m, com árvores emergentes maiores que 35 m. Frequente.","IAN190732",NA,NA,NA,NA,NA,"2013","-64.664722","-9.256944","09","12",NA,NA,NA,NA,NA
"137","2021-03-30 12:45:19-03","EAO","IAN","191092","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Santos, AJB dos","Pereira-Silva, G","16279","2012","08","13","Southern America","Brasil","Rondônia","Porto Velho","Floresta Ombrófila Aberta. Solo argiloso, relevo plano, ocasional. Linha de transmissão Jirau/Stº Antonio, ponto 15.","-64.201111","-9.166111","120","120",NA,"Arvoreta com cerca de 3m de altura. Flor amarela","IAN191092",NA,NA,NA,NA,NA,"2012","-64.201111","-9.166111","08",NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:45:19-03","EAO","IAN","193939","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Nascimento, EAP","Santos, LO; Mehlig, U","472","2008","04","08","Southern America","Brasil","Pará","Bragança","Ajuruteua, Salinas dos Roques (Jabuti), bosque na 4ª ilha de terra firme.","-46.672222","-0.927778",NA,NA,NA,"Arvoreta. Folhas simples, alternas, margem inteira, forma ebelíptica, ápice acuminado, base atenuada. Nervuras broquidódromas, proeminentes na face abaxial.","IAN193939",NA,NA,NA,NA,NA,"2015","-46.672222","-0.927778","09","22",NA,NA,NA,NA,NA
"139","2021-03-30 12:45:19-03","EAO","IAN","198244","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Flores, W M","83","2018","02","06","Southern America","Brasil","Pará","Portel","Unidade de Manejo Florestal, Uberlandia.","-50.363736","-3.1735",NA,NA,NA,"Árvore com 8 m de altura e 8 cm de DAP, com frutos amarelos, com seiva branca. UPA 10.","IAN198244",NA,NA,NA,NA,NA,NA,"-50.363736","-3.1735",NA,NA,NA,NA,NA,NA,NA
"140","2021-04-08 17:42:56-03","EAO","IAN","XILO3280","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Romaniuc Neto, S","Pires, JM; Belém, RP","12747","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B-5); região com minério de manganês. Árvore 5-32-6.","-50.25","-5.5",NA,NA,NA,"Árvore com 12m e 15cm de di6ametro. Inflorescência amarela.","IANXILO3280",NA,NA,NA,NA,NA,"1996","-50.25","-5.5","07",NA,NA,NA,NA,NA,NA
"141","2021-03-30 12:45:19-03","EAO","IAN","81935","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Pires, JM; Silva, NT da","4569","1953","12",NA,"Southern America","Brasil","Pará",NA,"Rio Mojú. Lugar Fábrica.",NA,NA,NA,NA,NA,"Árvore pequena, em capoeira.","IAN081935",NA,NA,NA,NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"142","2021-04-08 17:42:56-03","EAO","IAN","XILO3278","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","1120","1960","09","06","Southern America","Brasil","Maranhão",NA,"Km. 438 da Rod. Belém-Brasília.",NA,NA,NA,NA,NA,"Árvore de 6m. de alt. Frutos pequenos, latex um pouco amarelo.","IANXILO3278",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"143","2021-04-08 17:42:56-03","EAO","IAN","XILO3279","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Oliveira, E","2681","1963","10","16","Southern America","Brasil","Amazonas",NA,"Kms. 75-79 da Rod. Manáus-itacoatiára. Beira da estrada.",NA,NA,NA,NA,NA,"Árvore de 12m. de alt.; flores amarelas.","IANXILO3279",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"144","2021-04-08 17:42:56-03","EAO","IAN","XILO3281","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Pires, JM; Belém, RP","12879","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afl. do Rio Tocantins, Serra Buritirama (B05), região com minério de manganês.",NA,NA,NA,NA,NA,"Árvore 0-1-1 S, com 8m.e x 10cm. de diâmetro.","IANXILO3281",NA,NA,NA,NA,NA,"1972",NA,NA,"07",NA,NA,NA,NA,NA,NA
"145","2021-04-08 17:42:56-03","EAO","IAN","XILO4988X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Krukoff, BA","6223",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4988X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-04-08 17:42:56-03","EAO","IAN","XILO4988X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Krukoff, BA","6223",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4988X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-08 17:42:56-03","EAO","IAN","XILO4990X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Krukoff, BA","6143",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4990X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-04-08 17:42:56-03","EAO","IAN","XILO4990X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg",NA,"Krukoff, BA","6143",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IANXILO4990X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-30 12:45:19-03","EAO","IAN","185442","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Ribeiro, JELS; Berg, CC","Ribeiro, JELS; Pennington, TD; Amaral, IL do; Pereira, EC","1903","1995","07","21","Southern America","Brasil","Amazonas","Itacoatiara","Reserva Florestal Ducke.","-58.4441986083984","-3.14305996894836",NA,NA,NA,"Arvoreta. Tronco cilíndrico. Ritidoma escuro, lenticelado, desprende em pequenas placas. Látex bege, viscoso, pegajoso.&nf;Inflorescências amarelada, muito perfumada, perfume adocicado.","IAN185442",NA,"120124","auto",NA,NA,"1997",NA,NA,"08",NA,NA,NA,NA,NA,NA
"150","2021-03-30 12:45:19-03","EAO","IAN","20008","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Pires, JM","118","1946","11","30","Southern America","Brasil","Amazonas","Maués",NA,"-57.7186012268066","-3.38361001014709",NA,NA,NA,"Árvore pequena, latex branco.","IAN020008","IAN020008","447092","auto",NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"151","2021-03-30 12:45:18-03","EAO","IAN","103701","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Oliveira, E","Fróes, RL","34905","1959","11","16","Southern America","Brasil","Maranhão","Viana","Boiciquara.","-45.0036010742188","-3.22027993202209",NA,NA,NA,"Arbusto de 5m. de altura, latex creme, frutos alaranjados.","IAN103701",NA,"49454","auto",NA,NA,"1971",NA,NA,"09",NA,NA,NA,NA,NA,NA
"152","2021-03-30 12:45:19-03","EAO","IAN","99647","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Oliveira, E","Fróes, RL","33426","1957","08","28","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Mata virgem da Reserva Florestal do Estado. Região do Rio Piracicaba.","-42.6288986206055","-19.5186004638672",NA,NA,NA,"Árvore de 5m. de altura.","IAN099647",NA,"21443","auto",NA,NA,"1971",NA,NA,"09",NA,NA,NA,NA,NA,NA
"153","2021-03-30 12:45:19-03","EAO","IAN","14618","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Barreto, M","Magalhães, MG","843","1941","11","25","Southern America","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309",NA,NA,NA,"Árvore de 8m. de alt. Frutos vermelhos.","IAN014618",NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-30 12:45:19-03","EAO","IAN","15252","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Barreto, M","Oliveira, JE de","1072","1942","08","21","Southern America","Brasil","Minas Gerais","Governador Valadares","Campo de sementes.","-41.9494018554688","-18.8511009216309",NA,NA,NA,"Árvore de 5m. de alt. Flores amareladas.","IAN015252",NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-30 12:45:19-03","EAO","IAN","137550","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","CB","Lanna Sobrinho, JP","1813","1969","08","16","Southern America","Brasil","Minas Gerais","Simonésia","Chácara das Casuarinas.","-42.0013999938965","-20.1238994598389",NA,NA,NA,"Árvore isolada (autoctone), crescendo em um terreno cultivado.","IAN137550",NA,"37999","auto",NA,NA,"1973",NA,NA,"12",NA,NA,NA,NA,NA,NA
"156","2021-03-30 12:45:18-03","EAO","IAN","127548","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Silva, NT da","1171","1968","10","10","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Planalto B. Rio Jarí.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"Árvore de 8m; 10cm. de diâmetro, flor amarela.","IAN127548",NA,"564600","auto",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-30 12:45:18-03","EAO","IAN","127521","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia","(Spreng.) Lanj. & Rossberg","Berg, CC","Silva, NT da","1144","1968","10","08","Southern America","Brasil","Pará","Almeirim","Monte Dourado, Rio Jarí, estrada do Munguba.","-52.5816993713379","-1.52332997322083",NA,NA,NA,"Árvore de 18m. Flor amarela.","IAN127521",NA,"564600","auto",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA
