"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"863","2015-03-07 09:08:19-03","F","FMNH-SEEDPLANTS","V0181017F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181017F","V0181017F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"864","2019-06-11 12:38:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","G. T. Prance","11115","1971","3","19","South America","Brazil","Roraima",NA,NA,"-61","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"11115",NA,NA
"865","2019-06-11 12:37:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","L. Vargas","601","1992","7","5","South America","Bolivia","Pando",NA,NA,"-67.6667","-11.3333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"601",NA,NA
"866","2018-05-14 16:29:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","N. A. Rosa","3035","1978","12","17","South America","Brazil","Maranhão",NA,NA,"-45","-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"3035",NA,NA
"867","2019-06-11 12:37:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","L. Vargas","720","1992","7","7","South America","Bolivia","Pando",NA,NA,"-67.6667","-11.3333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"720",NA,NA
"868","2019-06-11 12:37:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","L. Vargas","727","1992","7","8","South America","Bolivia","Pando",NA,NA,"-67.6667","-11.3333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"727",NA,NA
"869","2019-06-11 12:38:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"RRC ID Flag","B. Hoffman","3748","1993","2","13","South America","Guyana","Essequibo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"3748",NA,NA
"870","2015-03-07 09:08:19-03","F","FMNH-SEEDPLANTS","V0181016F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0181016F","V0181016F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"871","2015-03-07 09:08:19-03","F","FMNH-SEEDPLANTS","V0181018F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181018F","V0181018F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"872","2015-03-07 09:08:19-03","F","FMNH-SEEDPLANTS","V0181019F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0181019F","V0181019F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"873","2017-05-30 15:18:08-03","F","FMNH-SEEDPLANTS","V0181020F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,"R. E. Schultes","5417","1943","5","15","South America","Colombia","Vaupés",NA,NA,"-70.75","0.25",NA,NA,NA,NA,"V0181020F","V0181020F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"874","2015-03-07 09:08:20-03","F","FMNH-SEEDPLANTS","V0181021F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181021F","V0181021F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"875","2015-03-07 09:08:20-03","F","FMNH-SEEDPLANTS","V0181022F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181022F","V0181022F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"876","2015-03-07 09:08:20-03","F","FMNH-SEEDPLANTS","V0181023F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181023F","V0181023F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"877","2015-03-07 09:08:20-03","F","FMNH-SEEDPLANTS","V0181024F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181024F","V0181024F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"878","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181061F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181061F","V0181061F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"879","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181062F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181062F","V0181062F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"880","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181063F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181063F","V0181063F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"881","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181064F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181064F","V0181064F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"882","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181065F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181065F","V0181065F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"883","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181066F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Suriname",NA,NA,NA,"-55.625","4.1006",NA,NA,NA,NA,"V0181066F","V0181066F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"884","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181067F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181067F","V0181067F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"885","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181068F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181068F","V0181068F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"886","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181069F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181069F","V0181069F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"887","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181070F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181070F","V0181070F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"888","2015-03-07 09:08:21-03","F","FMNH-SEEDPLANTS","V0181071F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0181071F","V0181071F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"889","2015-03-07 08:15:09-03","F","FMNH-SEEDPLANTS","V0228299F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0228299F","V0228299F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"890","2015-03-07 08:15:09-03","F","FMNH-SEEDPLANTS","V0228300F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0228300F","V0228300F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"891","2015-03-07 08:15:09-03","F","FMNH-SEEDPLANTS","V0228301F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,"V0228301F","V0228301F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"892","2019-09-04 19:47:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Pseudosorocea","poeppigii","Pseudosorocea poeppigii",NA,NA,"E. F. Poeppig","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"893","2019-09-04 18:42:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sahagunia","racemifera","Sahagunia racemifera",NA,NA,"A. Ducke","2885","1902","7","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"894","2019-09-04 19:47:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sahagunia","racemifera","Sahagunia racemifera",NA,NA,"A. Ducke","s.n.","1902","7","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"895","2019-09-04 18:22:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sahagunia","racemifera","Sahagunia racemifera",NA,NA,"A. Ducke","s.n.","1923","9","2","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"896","2019-01-23 10:07:18-02","F","FMNH-SEEDPLANTS","V0064587F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sahagunia","racemifera","Sahagunia racemifera",NA,NA,"A. Ducke","s.n.","1902","7","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0064587F","V0064587F_01",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"897","2019-01-23 10:07:18-02","F","FMNH-SEEDPLANTS","V0064588F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sahagunia","racemifera","Sahagunia racemifera",NA,NA,"A. Ducke","s.n.","1902","7","27","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0064588F","V0064588F_01",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"898","2019-09-04 19:47:23-03","F","FMNH-SEEDPLANTS","V0064609F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Sorocea","stenophylla","Sorocea stenophylla",NA,NA,"P. Capucho","447","1932",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0064609F","V0064609F_01",NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"899","2019-01-25 15:42:57-02","IAC","IAC","9499","S","Plantae",NA,NA,"Moraceae-1.Artocarpeae","Clarisia","strepitans","Clarisia strepitans","Lanj.","J.M. Pires","J.M. Pires","118","1946","11","30",NA,"Brasil","Amazonas","Maués",NA,"-57.7186","-3.3836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946","-57.7186","-3.3836","11","30",NA,NA,NA,NA,NA
"900","2020-07-23 12:15:03-03","CEPLAC","CEPEC","96718","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","P. Fiaschi","1677","2003","10","15",NA,"Brasil","Bahia","BUERAREMA","Estrada São José da Vitória/Buerarema, ramal a direita, ca. 1Km de Sã José. Estrada de acesso para a Pedra Branca.","-39.316667","-15.083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W19'","15S5'",NA,NA,NA,"30/12/2003",NA,NA,NA
"901","2020-07-23 12:15:03-03","CEPLAC","CEPEC","81161","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","J. G. Jardim","1948","1999","01","16",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca. 7,5Km Faz. Teimoso, 1,5Km a E da entrada. RPPN Serra do Teimoso. Árvore 642.","-39.583333","-15.166667",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003",NA,NA,NA
"902","2020-07-23 12:15:03-03","CEPLAC","CEPEC","80813","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","J. G. Jardim","1695","1998","02","18",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira, entrada ca. 7,5Km percorrendo mais 1,7Km até a sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 317.","-39.583333","-15.166667",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003",NA,NA,NA
"903","2020-07-23 12:15:03-03","CEPLAC","CEPEC","88106","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","J. G. Jardim","1549","1998","02","18",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede da Faz. Teimoso. RPPN Serra do Teimoso. Árvore 83.","-39.583333","-15.166667",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003",NA,NA,NA
"904","2020-07-23 12:15:03-03","CEPLAC","CEPEC","88091","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","J. G. Jardim","1563","1998","02","18",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Entrada ca. 7,5Km percorrendo mais 1,7Km até sede Faz. Teimoso. RPPN Serra do Teimoso. Árvore 101.","-39.583333","-15.166667",NA,NA,NA,"<ll>dwc_commonname:</ll> Amora-branca",NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003",NA,NA,NA
"905","2020-07-23 12:15:03-03","CEPLAC","CEPEC","79332","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","W. W. Thomas","11791","1998","02","09",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7,5Km ao N de Jussari Rod. P/ Palmira, depois 2Km ao W Faz. Teimoso, depois 45min. Ao W da Reserva Teimoso. Transect Quadrat 3. Árvore 068.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/08/2003",NA,NA,NA
"906","2020-07-23 12:15:03-03","CEPLAC","CEPEC","79431","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","W. W. Thomas","11719","2000","02","09",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7,5Km ao N de Jussari Rod. P/ Palmira, depois 2Km ao W p/ Faz. Teimoso, depois 45min. Ao W p/ Reserva da Faz. Teimoso.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/12/2003",NA,NA,NA
"907","2020-07-23 12:15:03-03","CEPLAC","CEPEC","79341","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","W. W. Thomas","11782","1998","02","09",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7.5Km ao N de Jussari Rod. P/ Palmira,depois 2Km ao W p/ Faz. Teimoso,depois 45min. Ao W / Reserva Faz. Teimoso, Transect Quadrat 3. Árvore 055.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/08/2003",NA,NA,NA
"908","2020-07-23 12:15:03-03","CEPLAC","CEPEC","79360","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","W. W. Thomas","11771","1998","02","09",NA,"Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7.5Km ao N Jussari Rod. P/ Palmira, depois 2Km ao Faz. Teimoso, depois 45min. Ao W p/ Reserva Teimoso,Transect Quadrat 2. Árvore 032.","-39.583333","-15.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W35'","15S10'",NA,NA,NA,"30/08/2003",NA,NA,NA
"909","2020-07-23 12:15:03-03","CEPLAC","CEPEC","107952","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"Sem Informação","Castro, R.M.","1063","2004","12","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussarí-Palmira. RPPN. Serra do Teimoso.","-39.55","-15.383333",NA,NA,NA,"Muito frequente. Indivíduos femininos não encontrados. DNA. Fotografia.",NA,NA,NA,NA,NA,NA,NA,"39W33'","15S23'",NA,NA,NA,NA,NA,NA,NA
"910","2020-07-23 12:15:03-03","CEPLAC","CEPEC","109001","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"Sem Informação","Amorim, A. M.","4631","2004","12","29",NA,"Brasil","Bahia","ITANHÉM","Estrada Itanhém a Batinga, ca. 16 km. Ramal a direita, dando acesso à Fazenda Pedra Grande, de Propriedade de Etevaldo Rezende da Silva.","-40.426111","-17.138056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W25'34","17S8'17",NA,NA,NA,NA,NA,NA,NA
"911","2020-07-23 12:15:03-03","CEPLAC","CEPEC","109022","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"Sem Informação","Amorim, A. M.","4687","2005","01","30",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado. 13,8 km ao SW de Coaraci na estrada para Almadina, Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"912","2020-07-23 12:15:03-03","CEPLAC","CEPEC","109768","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"P. Fiaschi","W. W. Thomas","14255","2004","09","25",NA,"Brasil","Bahia","GUARATINGA","Mata ao S da Pedra do Cruzeiro do Sul, 8.7Km ao SE de São Joaão do Sul (antes da Rod. p/ Cabeceiras do Sul e depois na Rod. P/ Faz. A E da pedra do Cruzeiro do Sul).","-39.915","-16.599722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W54'54","16S35'59",NA,NA,NA,"30/12/2004",NA,NA,NA
"913","2020-07-23 12:15:03-03","CEPLAC","CEPEC","134831","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"Sem Informação","M.M. Coelho","543","2011","12","06",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'12","14S42'21",NA,NA,NA,NA,NA,NA,NA
"914","2020-07-23 12:15:03-03","CEPLAC","CEPEC","135498","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"M. M. Coelho","M.M. Coelho","825","2012","06","08",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela vertente oposta à de Seu Francisco. Área denominada de Corcovado São Domingos, acesso pela Fazenda Aleluia, proprietário Sérgio Brito, Contato seu China.","-39.603333","-14.701667",NA,NA,NA,"Material prensado com álcool.",NA,NA,NA,NA,NA,NA,NA,"39W36'12","14S42'6",NA,NA,NA,NA,NA,NA,NA
"915","2020-07-23 12:15:03-03","CEPLAC","CEPEC","150414","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,"L. Daneu","Rocha, F.O.","133","2014","09","14",NA,"Brasil","Bahia","BOA NOVA","Conglomerado BA_1215-1-7-7","-39.960278","-14.399444",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W57'37","14S23'58",NA,NA,NA,NA,NA,NA,NA
"916","2020-07-23 12:15:03-03","CEPLAC","CEPEC","150490","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Clarisia","ilicifolia","Clarisia ilicifolia",NA,NA,"Fernandes, M.H.","271","2014","12","10",NA,"Brasil","Bahia","PORTO SEGURO","Conglomerado BA_1393-1-6-23","-39.420278","-16.560278",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W25'13","16S33'37",NA,NA,NA,NA,NA,NA,NA
