"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"101","2020-11-04 11:20:28-03","ESALQ","ESA","119506","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens",NA,"Wendel, C.F.","2004",NA,NA,"Wendel, C.F.","1905","06","26","Brasil","São Paulo","Piracicaba","Campus da ESALQ.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA119506","ESA119506","Magnoliophyta",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 11:20:28-03","ESALQ","ESA","119913","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens",NA,"Nascimento, C.R. & Assis, M.M.","2007","10","09","Nascimento, C.R. ; Assis, M.M.","2007","10","09","Brasil","São Paulo","Piracicaba","ESALQ, canteiro a esquerda do DVATCOM.","-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA119913","ESA119913","Magnoliophyta",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-01-14 15:33:58-03","MN","R","11172","PreservedSpecimen","Plantae","Verbenaceae","Duranta","plumieri","Duranta plumieri","Jacq.",NA,NA,NA,NA,"Glaziou, A.F.M.","1864","02","09","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011172","R000011172_001",NA,NA,"810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-04-04 23:43:11-03","UFPI","TEPB","28300","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","R. BARROS","2012","08","01","Sousa, M.O","2011","10","28","Brasil","Piauí","Teresina","Povoado Santa Teresa, quintal do Sr Benedito,comunidade lagoa de dentro","-42.8018989562988","-5.08916997909546",NA,NA,"Arbusto; flor lilás; fruto amarelo; solo arenoso Ambiente: Seco <ll>dwc_commonname:</ll> Sombrinha",NA,NA,NA,NA,"1",NA,NA,NA,NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2015-07-02 14:02:25-03","JBP","HPL","8630","S","Plantae","Lamiaceae","Duranta","erecta","Duranta erecta","L.","V.C. Souza","2012","07","04","G.F. Arbocz","1998","12","04","Brasil","MG","Andradas","Coletado no Pico do Gavião; nas proximidades da estrada após a união da E1 e E2.","-46.5692","-22.0681",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,"16593","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-07-02 14:04:29-03","JBP","HPL","8331","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens",NA,"H. Lorenzi","1994","05","30","H. Lorenzi","1994","05","30","Brasil","SP","Piracicaba","Coletado e cultivado no Parque da Escola Superior de Agronomia Luiz de Queiroz (ESALQ).","-47.64","-22.72",NA,NA,NA,NA,NA,NA,NA,"1554",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2015-07-02 14:04:29-03","JBP","HPL","9682","S","Plantae","Verbenaceae","Duranta","repens aurea","Duranta repens aurea","L.","F.R. Salimena-Pires","1995","08","10","H. Lorenzi","1993","03","15","Brasil","SP","Mococa","Coletado no município de Mococa; cultivado em jardim público como ornamental.","-47","-21.46",NA,NA,NA,NA,NA,NA,NA,"250",NA,NA,NA,NA,"24370","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-02-15 11:51:41-02","IPA","IPA","68549","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Reis, A.M.S.","2004","04","13","Brasil","Pernambuco","Recife","Campo Grande, Centro de Educação Espaço Único.","-34.8810997009277","-8.05389022827148",NA,NA,"Subarbusto. Flor lilás. Frutos verdes.","IPA0068549",NA,"Plantae",NA,"129","Southern America",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-07-26 11:41:26-03","IPA","IPA","85738","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Cano, O.","2011","03","25","Cavalcanti, M.F.","2004","01","11","Brasil","Pernambuco","Bom Jardim","Sítio Alto Bom Jardim","-35.5872001647949","-7.79582977294922",NA,NA,"Arbusto ca. 1,5m de altura. Inflorescência com flores brancas azuladas; frutos amarelos. Cultivada.; Caatinga.","IPA0085738",NA,"Plantae",NA,"85738","Southern America",NA,NA,NA,"14562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-02-15 11:51:41-02","IPA","IPA","63428","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Cavalcanti, M.F.","2002","01","06","Brasil","Pernambuco","Bom Jardim","Sítio Alto Bom Jardim, próximo de residência.","-35.5872001647949","-7.79582977294922",NA,NA,"Arbusto ca. 1m. Inflorescência longa e pendente; flores pequenas azuladas. Frutos amarelados.","IPA0063428",NA,"Plantae",NA,"51","Southern America",NA,NA,NA,"14562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-02-15 11:51:41-02","IPA","IPA","4778","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Pickel, B.","1929","11",NA,"Brasil","Pernambuco","Garanhuns",NA,"-36.4928016662598","-8.89027976989746",NA,NA,"Arbusto ornamental com flores azuis. Cultivada.","IPA0004778",NA,"Plantae",NA,"2167","Southern America",NA,NA,NA,"21839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-07-26 11:41:26-03","IPA","IPA","51762","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Carvalho, A.","1991","10","23","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,"Cultivada em Jardim.","IPA0051762",NA,"Plantae",NA,"51762","Southern America",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:51:41-02","IPA","IPA","83091","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Alves, R.C.C.; Mercês, P.F.F. das; Mercês, P.F.F. das","2008","10","28","Brasil","Pernambuco","Recife","Sede do IPA, Av. Gal San Martin.","-34.8810997009277","-8.05389022827148",NA,NA,"Planta arbustiva, caule quadrangular. Flor roxa, com frutos amarelos e cálice verde.","IPA0083091",NA,"Plantae",NA,"29","Southern America",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-02-15 11:51:41-02","IPA","IPA","51253","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Bromley, G.","1984","12","04","Sohn, S.; Campos, J.M.; Campos, J.M.","1981","03","13","Brasil","Santa Catarina","Lajes","17 km de Lages para Painel.","-50.326099395752","-27.8160991668701",NA,NA,"Arbusto com espinhos no tronco e ramos de cor marrom, casca fina. Bem ramificado, folhas pequenas verde-claras. Frutos nas pontas dos ramos, redondos e pontudos.","IPA0051253",NA,"Plantae",NA,"33","Southern America",NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:51:41-02","IPA","IPA","31112","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Marcano-Berti, L.; Pennã, I.; Pennã, I.","1979","06","07","Venezuela","Edo. Táchira",NA,"Distrito Uribante, Carretera el Delgadito. Boca de monte.",NA,NA,NA,NA,"Arbusto hasta arbolito. Flores blancas.","IPA0031112",NA,"Plantae",NA,"195","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-07-26 11:41:26-03","IPA","IPA","338","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Vasconcellos Sobrinho","1937","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,"Cultivada. Ornamental.","IPA0000338",NA,"Plantae",NA,"338","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-07-26 11:41:26-03","IPA","IPA","85737","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Cano, O.","2011","03","25","Cavalcanti, M.F.","2004","01","11","Brasil","Pernambuco","Bom Jardim","Sítio Alto Bom Jardim","-35.5872001647949","-7.79582977294922",NA,NA,"Arbusto ca. 2m de altura, folhas opostas cruzadas; flores arroxeadas; frutos amarelos. Cultivada.; Caatinga.","IPA0085737",NA,"Plantae",NA,"85737","Southern America",NA,NA,NA,"14562","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-02-15 11:51:41-02","IPA","IPA","61533","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Alves, F.","2002","05","12","Brasil","Pernambuco","Jaboatão dos Guararapes","Candeias","-35.0147018432617","-8.11277961730957",NA,NA,"Arbusto ca. 1m. Inflorescência com flores liláceas. Planta ornamental. Cultivada em Jardim.","IPA0061533",NA,"Plantae",NA,"8","Southern America",NA,NA,NA,"16392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-02-15 11:51:42-02","IPA","IPA","90410","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Santos, E.A.; Andrade, L.H.C.","2012","11","18","Santos, E.A.; Ramos, L.; Ramos, L.","2012","10","05","Brasil","Pernambuco","Olinda","Sítio Histórico, em uma residência.","-34.8553009033203","-8.00889015197754",NA,NA,"Material Botânico estudado em Dissertação de Mestrado - UFPE, do aluno Edvaldo Amaro dos Santos, sob a orientação da Profª Laise H.C. Andrade.","IPA0090410",NA,"Plantae",NA,"168","Southern America",NA,NA,NA,"7110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-02-15 11:51:41-02","IPA","IPA","68550","S","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","Gallindo, F.","2010","04","09","Reis, A.M.S.","2004","04","13","Brasil","Pernambuco","Recife","Campo Grande, Centro de Educação Espaço Único.","-34.8810997009277","-8.05389022827148",NA,NA,"subarbusto; flor lilás; frutos verdes.","IPA0068550",NA,"Plantae",NA,"127","Southern America",NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:51:42-02","IPA","IPA","88189","S","Plantae","Verbenaceae","Duranta","plumieri","Duranta plumieri","Jacq.",NA,NA,NA,NA,"Stubblebine, W.H.; et al.; et al.","1980","11","19","Brasil","Minas Gerais","Poços de Caldas","Campo do Saco.","-46.5614013671875","-21.7877998352051",NA,NA,"Arvoreta escandente ca. 4m de altura, flores azuladas, com guias roxo-escuras.","IPA0088189",NA,"Plantae",NA,"528","Southern America",NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-07-26 11:41:26-03","IPA","IPA","10107","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"Koscinski, M.","1935","02",NA,"Brasil","São Paulo","São Paulo","Horto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,"Herb.Mus.Flor.259","IPA0010107",NA,"Plantae",NA,"10107","Southern America",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:51:42-02","IPA","IPA","62350","S","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Nicolau, S.A.","2000","01",NA,"Nicolau, S.A.; Beraldo, M.D.; Villagra, B.L.P.; Dias, J.W.D.; Beraldo, M.D.; Villagra, B.L.P.; Dias, J.W.D.","1999","12","16","Brasil","São Paulo","Cajuru","Fazenda Santa Carlota, Barrosa, área pasto.","-47.2999992370605","-21.2700004577637",NA,NA,"Arbusto escandente espinescente ca. 2,5m de altura. Flores alvo-liláses, risca central roxa, fauce amarelo.","IPA0062350",NA,"Plantae",NA,"2124","Southern America",NA,NA,NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-27 13:30:24-03","IAP","PACA-AGP","87572","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","S. F. Smith","1986","03",NA,"Sehnem, A.","1968","04","05","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Hábito: arbusto","PACA087572",NA,"Magnoliophyta","Lamiales","9927",NA,NA,NA,NA,"10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"125","2019-08-27 13:30:24-03","IAP","PACA-AGP","27303","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","H. N. Moldenke","1950","08",NA,"Emrich, K.","1944","10","27","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: culta Fenofase: flor","PACA027303",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"126","2019-08-27 13:30:24-03","IAP","PACA-AGP","95188","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.",NA,NA,NA,NA,"V. F. Nunes","1989","02","20","Brasil","RS","Porto Alegre","Campus do Vale, UFRGS, viveiro I","-51.2299995422363","-30.0331001281738",NA,NA,"HEDU 1061&nf;Possui espinhos Habitat: cultivada como ornamental, sol pleno Fenofase: flores azuis Hábito: arbusto escandente","PACA095188",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"127","2019-08-27 13:30:24-03","IAP","PACA-AGP","115625","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Biegelmeier, J.","2015","01","22","De Filippo, G.","2015","01","22","Brasil","RS","São Leopoldo","Câmpus UNISINOS, Centro Administrativo, acesso noroeste","-51.154378","-29.794251","-51.154378","-29.794251","JBU 96470; 2m de altura; copa: 2m; coletada com flor e fruto; árvore com fruto Habitat: ambiente antropizado Hábito: arbórea","PACA115625",NA,"Magnoliophyta","Lamiales",NA,NA,NA,"40","40",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"128","2019-08-27 13:30:24-03","IAP","PACA-AGP","37231","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","H. N. Moldenke","1950","08",NA,"W. Hunsche","1947","11","24","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: culta Fenofase: flor","PACA037231",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"129","2019-08-27 13:30:24-03","IAP","PACA-AGP","28904","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","H. N. Moldenke","1950","08",NA,"Emrich, K.","1944","12","26","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: culta Fenofase: flor","PACA028904",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"29946","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"130","2019-08-27 13:30:24-03","IAP","PACA-AGP","25612","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","Emrich-Rambo",NA,NA,NA,"Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"Habitat: culta Fenofase: flor","PACA025612",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,"10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"131","2019-08-27 13:30:24-03","IAP","PACA-AGP","72327.1","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","B. Rambo",NA,NA,NA,"Sehnem, A.","1961","04","06","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,"flores coerulei! Flores azul celeste Habitat: in cultura Hábito: arbustum","PACA072327-1",NA,"Magnoliophyta","Lamiales","7835",NA,NA,"6","6","10287","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:19:40-03","UFV","VIC","007394","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"Leitão Filho, H.F.","1976","07","14","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha","-46.9421997070312","-22.372200012207",NA,NA,"Nativo em mata até 1,5 m, frutos amarelados.","VIC007394","VIC007394",NA,NA,"s.n.",NA,NA,NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-20 21:19:40-03","UFV","VIC","016458","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","Linn",NA,NA,NA,NA,"Carvalho, A.F.","1995","11","19","Brasil","Minas Gerais","Ouro Preto","Saramenha","-43.5080986022949","-20.2875003814697",NA,NA,"Arbusto de flores roxas, cheiro de baunilha as flores.","VIC016458","VIC016458",NA,NA,"359",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 14:47:05-03","UFJF","CESJ","1043","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"?","1948","02","12","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"CESJ001043","CESJ001043","Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 14:47:05-03","UFJF","CESJ","36713","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2012","04","13","L. Krieger; L. Roth","1948","02","05","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Cultivado,flores rosas.","CESJ036713",NA,"Angiosperma",NA,"CESJ1155","América do Sul",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 14:47:05-03","UFJF","CESJ","1155","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2012","04","11","L. Krieger","1948","12",NA,"Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Arbusto,cultivada,flores roxas.","CESJ001155","CESJ001155","Angiosperma",NA,"CESJs.n.","América do Sul",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 14:47:05-03","UFJF","CESJ","62990","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","B.E. Conde","2013","05","20","B.E. Conde","2013","05","15","Brasil","Minas Gerais","Santos Dumont","São Bento","-43.5525016784668","-21.4566993713379",NA,NA,"Árvore de caule lenhoso, com folhas lanceoladas, opostas, com bordas revolutas. Flores brancas, com frutos esféricos.","CESJ062990",NA,"Angiosperma",NA,"266","América do Sul",NA,NA,NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2019-11-21 14:47:05-03","UFJF","CESJ","62750","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","B.E. Conde","2013","04","18","B.E. Conde","2013","04","12","Brasil","Minas Gerais","Santos Dumont","São Sebastião da Boa Vista","-43.5525016784668","-21.4566993713379",NA,NA,"Arbusto com folhas são verde-claro, elípticas a ovais, opostas. As flores são azul-claro a lavanda, produzidos em cachos apertados localizados no terminal e hastes axilares. Os frutos são capsulares de cor escura.","CESJ062750",NA,"Angiosperma",NA,"192","América do Sul",NA,NA,NA,"25699","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-03-02 19:19:14-03","UFJF","CESJ","69753","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G. Salimena","2017","09",NA,"E.C. Brito","1997","02","25","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Parque","-40.6002998352051","-19.9356002807617",NA,NA,"Arbusto mais ou menos 2,50m de altura. Flores violáceas","CESJ069753",NA,"Angiosperma",NA,"23","América do Sul",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-03-02 19:19:14-03","UFJF","CESJ","69759","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G. Salimena","2017","02",NA,"L. Kollmann","2001","05","29","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão, Pátio","-40.6002998352051","-19.9356002807617",NA,NA,"Arbusto 3m. Flores lilás. Frutos laranjas","CESJ069759",NA,"Angiosperma",NA,"3696","América do Sul",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-03-02 19:19:14-03","UFJF","CESJ","69760","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G. Salimena","2017","09",NA,"W. Boone","1985","06","20","Brasil","Espírito Santo","Santa Teresa","Parque do MBML","-40.6002998352051","-19.9356002807617",NA,NA,"Arbusto com 3m, espinhoso, flores liláses e frutos alaranjados. Nome vulgar: Fruteira de jacu, Violeteira","CESJ069760",NA,"Angiosperma",NA,"542","América do Sul",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-03-02 19:19:14-03","UFJF","CESJ","69758","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G. Salimena","2017","09",NA,"W. Boone","1984","05","21","Brasil","Espírito Santo","Santa Teresa","Parque do Museu de Biologia Mello Leitão","-40.6002998352051","-19.9356002807617",NA,NA,"Trepadeira, flores roxeadas com frutos avermelhados quando maduros","CESJ069758",NA,"Angiosperma",NA,"177","América do Sul",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-03-02 19:19:14-03","UFJF","CESJ","65225","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.","F.R.G. Salimena","2017","09",NA,"F.C.O. Martins","2001","03","15","Brasil","Espírito Santo","Vitória","Campus da UFES, Goiabeiras.","-40.521667","-20.472222","-40.521667","-20.472222","Arbusto; fruto em cacho amarelo; flor pequena; roxa azulada.","CESJ065225",NA,"Angiosperma",NA,"30","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-21 14:47:05-03","UFJF","CESJ","36726","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2012","04","13","S.A.C. Chiea","1985","10","04","Brasil","Mato Grosso do Sul",NA,"Fazenda Strella",NA,NA,NA,NA,"Arbusto,ca.2 m. alt.,flores lilás-claro.","CESJ036726","CESJ036726","Angiosperma",NA,"387","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-21 14:47:05-03","UFJF","CESJ","7761","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2012","04","13","L. Krieger","1969","11",NA,"Brasil","Minas Gerais",NA,"Fazenda da Pedra",NA,NA,NA,NA,"Arbusto alto,flor arroxeada.Duplicatas:MBM,BHCB","CESJ007761",NA,"Angiosperma",NA,"CESJs.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-21 14:47:05-03","UFJF","CESJ","64991","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,NA,NA,NA,"J. Ordones; I.R. Andrade; A.S. Alves; D.F. Felix; G.C. Machado","2008","01","16","Brasil","Minas Gerais","Belo Horizonte","FZBBH/ Trilha do Lobo","-43.937801361084","-19.9207992553711",NA,NA,"Bioma: Cerrado. Fisionomia: Cerrado. Hábito: Arbustivo. Projeto Cerrado nº 223. Flor lilás","CESJ064991","CESJ064991","Angiosperma",NA,"1234","América do Sul",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 14:47:05-03","UFJF","CESJ","22830","PreservedSpecimen","Plantae","Verbenaceae","Duranta","erecta","Duranta erecta","L.",NA,"2012","04","13","L. Krieger","1987","02","26","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,"Arbusto ou árvore pequena,cultivada,muito ramosa.Ramos filnos,compridos,quadrangulares.Flores lilacíneas,aromáticas.Fruto drupa globosa,amarelo-laranja ou amarelo-ouro.Originária da América tropical.","CESJ022830","CESJ022830","Angiosperma",NA,"CESJs.n.","América do Sul",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2019-11-21 14:47:05-03","UFJF","CESJ","36570","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","F.R.G. Salimena","2002","01",NA,"B. Coe Teixeira","1967","03","01","Brasil","São Paulo","Campinas","Instituto Agronômico, Fazenda Santa Eliza","-47.060001373291","-22.8999996185303",NA,NA,"Flores brancas.","CESJ036570",NA,"Angiosperma",NA,"183","América do Sul",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 14:47:05-03","UFJF","CESJ","36564","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","F.R.G. Salimena","2002","01",NA,"F. de Barros","1985","11","07","Brasil","São Paulo","Pereira Barreto","próximo à Ilha Solteira","-51.0999984741211","-20.6299991607666",NA,NA,"Arbusto escandente. Flores azuladas.","CESJ036564",NA,"Angiosperma",NA,"1200","América do Sul",NA,NA,NA,"36734","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 14:47:05-03","UFJF","CESJ","36714","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","H.N. Moldenke","1950","11",NA,"H. Luederwaldt","1912","12",NA,"Brasil","São Paulo","São Paulo","Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"Ex Herv. do Museu Paulista. N.v.: Violeteira.","CESJ036714",NA,"Angiosperma",NA,"s.n.","América do Sul",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:47:05-03","UFJF","CESJ","36556","PreservedSpecimen","Plantae","Verbenaceae","Duranta","repens","Duranta repens","L.","F.R.G. Salimena","2002","01",NA,"L. Rodrigues","1971","05","13","Brasil","São Paulo","São Paulo","Parque do Estado, Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"Arbusto ca. 1,5m alt., de flores azuis.","CESJ036556",NA,"Angiosperma",NA,"49","América do Sul",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
