"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","typeStatus"
"156","2020-11-19 14:05:59-03","Unimontes","MCMG","2978","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","NUNES,YRF |",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","NUNES,YRF","Minas gerais","UFLAReserva florestal",NA,"Lavras","-44.999698638916","-21.2453002929688","20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-19 14:05:59-03","Unimontes","MCMG","5883","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Oliveira,O.S .; Tolentino, G.S.",NA,"2017","03","21",NA,"Brasil",NA,NA,"Mata Atlântica",NA,NA,NA,"Reissek (A.)",NA,"Minas Gerais","Antônio Pereira",NA,"Mariana","-43.4160995483398","-20.377799987793","33524","auto","43°25#?#50,0#?##?# W","20° 16#?#34,0#?##?#",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2013-02-07 10:17:49-02","UMC","HUMC","1413","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Tomasulo, P.L.","433","1997","02","17","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Fazenda São José.",NA,"Itatinga","-48.61","-23.1","28219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-12-09 10:45:46-03","UFSJ","HUFSJ","3008","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Sobral, M; Barbosa, AM; Castro, DG; Teixeira, LR","14468","2011","11","26",NA,"Brasil",NA,NA,"Árvore 4 m, em beira de mata; flores brancas.","HUFSJ003008",NA,NA,"Reissek","Sobral, M","Minas Gerais","Serra de São José",NA,"Prados","-44.146167","-21.0735",NA,NA,"-44.146167","-21.0735",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-09-22 13:48:26-03","USP","SPFW","2032","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Ceccantini, G.C.T. Altebarmakian, V.; Freire, G.Q.","2529","2005","08","23",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Mato Grosso",NA,NA,"Rondonópolis","-54.6356010437012","-16.4708003997803","69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-04 17:28:27-03","UEM","HUEM","12044","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Carneiro, CE; R.M. Reis-Duarte; M.F.Silva-Almeida; G.A . Angelo","31","2000","02","24",NA,"Brasil",NA,NA,"Árvore, 3-4m alt; folhas alternadas; frutos amarelados a avermelhados; cerrado","HUEM000000739",NA,NA,"Reissek","C.E. Carneiro","São Paulo",NA,"HUEM000000739","Corumbataí","-47.6199989318848","-22.2199993133545","14989","auto",NA,NA,NA,NA,"2000","03",NA,NA,NA,NA,NA,NA,NA
"162","2020-11-12 16:58:04-03","UEL","FUEL","13767","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Leitão Filho, HF; Rodrigues, RR","24387","1991","07","03",NA,"Brasil",NA,NA,NA,"FUEL005260","Tracheophyta","Aquifoliales","Reissek",NA,"São Paulo","Estação Experimental do Instituto Florestal",NA,"Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-01 14:52:57-03","UnB","UB","193201","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Alves, LF","21927","1989","05","03","Southern America","Brasil",NA,NA,"Arbórea. Frutos roxos ou vermelhos",NA,"Dicotyledoneae",NA,"Reissek",NA,"São Paulo","Horto Florestal",NA,"Mogi Mirim","-46.9500007629395","-22.4300003051758","19575","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-01-21 10:22:16-03","UFU","HUFU","2817","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Barbosa, A.A.A.","431","1991","07","06",NA,"Brasil",NA,NA,"Cerrado.","HUFU00001855",NA,NA,"Reissek","Groppo, M.","São Paulo","Instituto Florestal","HUFU00001855","Itirapina","-47.8199996948242","-22.25","22843","auto",NA,NA,NA,NA,"2019","11",NA,NA,NA,NA,NA,NA,NA
"165","2018-08-09 21:10:41-03","UFMT","UFMT","23446","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Macedo, M.; Silva, E.; Roberto","7424","2000","08","20",NA,"Brasil",NA,NA,"Árvore 3m. Folhas compostas; botões florais.; mata ciliar.",NA,NA,NA,"Reissek",NA,"Mato Grosso","Faz. Piqui novo São Joaquim margem do rio das mortes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-04-23 15:26:42-03","UFMT","UFMT","26811","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pinto, J.R.R.","175","2000","02",NA,NA,"Brasil",NA,NA,"Arbóreo.; Floresta de Vale do Véu de Noiva.",NA,NA,NA,"Reissek","Oliveira Filho, A.T.","Mato Grosso","Parque Nacional da Chapada dos Guimarães.",NA,"Chapada dos Guimarães","-55.749698638916","-15.460599899292","107042","auto",NA,NA,NA,NA,"2000","06",NA,NA,NA,NA,NA,NA,NA
"167","2021-03-04 15:42:18-03","IF","SPSF","30330","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","J.R.Guillaumon",NA,"2002","08","31","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Aquifoliales",NA,NA,"SP","via Anhanguera Km74, sitio do Marcel",NA,"Vinhedo","-46.9700012207031","-23.0300006866455","9595","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"168","2021-03-04 15:42:18-03","IF","SPSF","18665","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","L.C.Bernacci","43","1994","04","12","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Aquifoliales",NA,NA,"SP","mata secundaria",NA,"Jundiaí","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"169","2021-03-04 15:42:18-03","IF","SPSF","27381","PreservedSpecimen","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","E.P.Dickfeldt","52","1997","11","18","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Aquifoliales",NA,"G.A.D.C. Franco","SP","Parque Estadual",NA,"Porto Ferreira","-47.4700012207031","-21.8500003814697","13859","auto",NA,NA,NA,NA,"2003","10","06","Magnoliopsida",NA,NA,NA,NA,NA
"170","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Reissek",NA,"Goiás","Habitat ad Aldeia S. Maria (prov. Goyazensis)","P11P1N0013 P11P1N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-07-23 10:20:39-03","IBt","SP","296169","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Tozzi, AMGA; Sartori, ALB","94-10","1994","11","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Cordeiro, I","São Paulo","Sítio Nossa Senhora do Carmo",NA,"Cássia dos Coqueiros","-47.168","-21.281",NA,NA,"-47.168","-21.281",NA,NA,"2008","06",NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 09:59:06-03","IBt","SP","341877","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Nicolau, SA; Villagra, BLP; Dias, JWD","2053","1999","12","14",NA,"Brasil",NA,NA,NA,"SP010562",NA,NA,"Reissek","Groppo Jr, M","São Paulo","Estrada Barrosa. Fazenda Santa Carlota","SP010562","Cajuru","-47.2999992370605","-21.2700004577637","21243","auto",NA,NA,NA,NA,"2002","08",NA,NA,NA,NA,NA,NA,NA
"173","2019-11-21 09:59:06-03","IBt","SP","13894","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Campos Novaes, J","CGG3201","1895",NA,NA,NA,"Brasil",NA,NA,NA,"SP022498",NA,NA,"Reissek","Toledo, JF","São Paulo",NA,"SP022498","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,"1945","10","16",NA,NA,NA,NA,NA,NA
"174","2019-11-21 09:59:06-03","IBt","SP","1626","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Campos Novaes, J","572","1918","02","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Pirani, JR; Groppo Jr, M","São Paulo",NA,NA,"Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-21 09:59:06-03","IBt","SP","18620","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Campos Novaes, J","CGG3303","1895","11","21",NA,"Brasil",NA,NA,NA,"SP022499",NA,NA,"Reissek","Groppo Jr, M","São Paulo",NA,"SP022499","Espírito Santo do Pinhal","-46.7400016784668","-22.1900005340576","18890","auto",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-21 09:59:06-03","IBt","SP","64278","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Kuhlmann, M","1545","1947","11","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Groppo Jr, M","São Paulo","Bairro das três Fazendas, Fazenda Santa Tereza. Beira da mata",NA,"Espírito Santo do Pinhal","-46.7400016784668","-22.1900005340576","18890","auto",NA,NA,NA,NA,"1996","03",NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 09:59:06-03","IBt","SP","266328","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Souza, HM","s.n.","1970","10","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Groppo Jr, M","São Paulo",NA,NA,"Jundiaí","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 09:59:06-03","IBt","SP","278332","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Bernacci, LC; Torres, RB; Maglio, CAP; Camargo, O","43","1994","06","12",NA,"Brasil",NA,NA,NA,"SP010561",NA,NA,"Reissek","Pirani, JR; Groppo Jr, M","São Paulo","E.E. Jundiaí","SP010561","Jundiaí","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 09:59:06-03","IBt","SP","272050","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Jung Mendaçolli, SL; Cardoso, EG; Silva, AMC","646",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Groppo Jr, M","São Paulo","Estação Experimental de Jundiaí",NA,"Jundiaí","-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,"2009","03",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 09:59:06-03","IBt","SP","254492","S","Plantae","Aquifoliaceae","Ilex","cerasifolia","Ilex cerasifolia","Rossi, L; Romaniuc Neto, S; Melo, MMRF","821","1988","06","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Reissek","Groppo Jr, M","São Paulo","Estação Experimental e Reserva Biológica de Mogi Guaçu, Mata da Mariana",NA,"Mogi Guaçu","-46.9421997070312","-22.372200012207","39309","auto",NA,NA,NA,NA,"2002","08",NA,NA,NA,NA,NA,NA,NA
