original_uicn_name,especie
Leandra quinquedentata,Leandra quinquedentata
Leandra umbellata,Leandra umbellata
Leandra variabilis,Leandra variabilis
Lecythis lanceolata,Lecythis lanceolata
Leersia hexandra,Leersia hexandra
Lemna aequinoctialis,Lemna aequinoctialis
Lepismium cruciforme,Lepismium cruciforme
Lepismium houlletianum,Lepismium houlletianum
Lepismium lumbricoides,Lepismium lumbricoides
Lepismium warmingianum,Lepismium warmingianum
Leptolobium dasycarpum,Leptolobium dasycarpum
Leptolobium elegans,Leptolobium elegans
Leucochloron incuriale,Leucochloron incuriale
Libidibia ferrea,Libidibia ferrea
Licania gardneri,Leptobalanus gardneri
Licania kunthiana,Licania kunthiana
Licania nitida,Licania nitida
Licania octandra,Leptobalanus octandrus
Licaria armeniaca,Licaria armeniaca
Lithraea molleoides,Lithraea molleoides
Lonchocarpus heptaphyllus,Lonchocarpus latifolius
Lonchocarpus nitidus,Lonchocarpus nitidus
Ludwigia leptocarpa,Ludwigia leptocarpa
Ludwigia nervosa,Ludwigia nervosa
Ludwigia octovalvis,Ludwigia octovalvis
Luehea candicans,Luehea candicans
Luehea divaricata,Luehea divaricata
Luehea paniculata,Luehea paniculata
Mabea piriri,Mabea piriri
Machaerium acutifolium,Machaerium acutifolium
Machaerium amplum,Machaerium amplum
Machaerium brasiliense,Machaerium brasiliense
Machaerium cantarellianum,Machaerium cantarellianum
Machaerium incorruptibile,Machaerium incorruptibile
Machaerium nyctitans,Machaerium nyctitans
Machaerium paraguariense,Machaerium paraguariense
Machaerium pilosum,Machaerium hirtum
Machaerium scleroxylon,Machaerium scleroxylon
Machaerium villosum,Machaerium villosum
Machaonia acuminata,Machaonia acuminata
Machaonia brasiliensis,Machaonia acuminata
Maclura tinctoria,Maclura tinctoria
Macrocarpaea glaziovii,Macrocarpaea glaziovii
Macropeplus dentatus,Macropeplus dentatus
Macroptilium bracteatum,Macroptilium bracteatum
Magnolia irwiniana,Magnolia ovata
Magnolia ovata,Magnolia ovata
Magnolia paranaensis,Magnolia ovata
Magnolia sellowiana,Magnolia ovata
Magonia pubescens,Magonia pubescens
Manihot anomala,Manihot anomala
Manihot caerulescens,Manihot caerulescens
Manihot pilosa,Manihot pilosa
Manihot tripartita,Manihot tripartita
Manilkara subsericea,Manilkara subsericea
Maprounea guianensis,Maprounea guianensis
Marlierea clausseniana,Myrcia multipunctata
Matayba elaeagnoides,Matayba elaeagnoides
Matayba guianensis,Matayba guianensis
Matayba intermedia,Matayba intermedia
Matayba juglandifolia,Matayba juglandifolia
Matayba marginata,Matayba marginata
Maytenus aquifolia,Monteverdia aquifolia
Meliosma sellowii,Meliosma sellowii
Melochia pyramidata,Melochia pyramidata
Mentha spicata,Mentha spicata
Mentha suaveolens,Mentha suaveolens
Meriania claussenii,Meriania claussenii
Mesosetum ferrugineum,Mesosetum ferrugineum
Metrodorea nigra,Metrodorea nigra
Metrodorea stipularis,Metrodorea stipularis
Miconia affinis,Miconia affinis
Miconia albicans,Miconia albicans
Miconia altissima,Miconia formosa
Miconia argyraea,Miconia willdenowii
Miconia brunnea,Miconia brunnea
Miconia budlejoides,Miconia buddlejoides
Miconia cabucu,Miconia formosa
Miconia calvescens,Miconia calvescens
Miconia centrodesma,Miconia centrodesma
Miconia chamissois,Miconia chamissois
Miconia chartacea,Miconia flammea
Miconia cinnamomifolia,Miconia cinnamomifolia
Miconia corallina,Miconia corallina
Miconia discolor,Miconia discolor
Miconia dodecandra,Miconia dodecandra
Miconia elegans,Miconia elegans
Miconia flammea,Miconia flammea
Miconia formosa,Miconia formosa
Miconia goldenbergiana,Miconia goldenbergiana
Miconia holosericea,Miconia holosericea
Miconia hyemalis,Miconia hyemalis
Miconia inconspicua,Miconia inconspicua
Miconia jucunda,Miconia staminea
Miconia lagunensis,Miconia cinerascens
Miconia latecrenata,Miconia latecrenata
Miconia lepidota,Miconia lepidota
Miconia leucocarpa,Miconia leucocarpa
Miconia ligustroides,Miconia ligustroides
Miconia lymanii,Miconia lymanii
Miconia minutiflora,Miconia minutiflora
Miconia nervosa,Miconia nervosa
Miconia paniculata,Miconia paniculata
Miconia pepericarpa,Miconia pepericarpa
Miconia picinguabensis,Miconia picinguabensis
Miconia prasina,Miconia prasina
Miconia racemifera,Miconia racemifera
Miconia rubiginosa,Miconia rubiginosa
Miconia sellowiana,Miconia sellowiana
Miconia serrulata,Miconia serrulata
Miconia setosociliata,Miconia setosociliata
Miconia stenostachya,Miconia stenostachya
Miconia tentaculifera,Miconia tentaculifera
Miconia trianae,Miconia trianae
Miconia urophylla,Miconia urophylla
Miconia valtheri,Miconia valtheri
Micrandra elata,Micrandra elata
Micropholis crassipedicellata,Micropholis crassipedicellata
Mimosa bimucronata,Mimosa bimucronata
Mimosa brevipetiolata,Mimosa brevipetiolata
Mimosa cubatanensis,Mimosa cubatanensis
Mimosa dolens,Mimosa dolens
Mimosa elliptica,Mimosa elliptica
Mimosa foliolosa,Mimosa foliolosa
Mimosa furfuracea,Mimosa furfuracea
Mimosa gracilis,Mimosa gracilis
Mimosa laticifera,Mimosa laticifera
Mimosa myuros,Mimosa myuros
Mimosa nuda,Mimosa debilis var. debilis
Mimosa orthacantha,Mimosa orthacantha
Mimosa pudica,Mimosa pudica
Mimosa selloi,Mimosa selloi
Mimosa xanthocentra,Mimosa xanthocentra
Mollinedia argyrogyna,Mollinedia argyrogyna
Mollinedia clavigera,Mollinedia clavigera
Mollinedia elegans,Mollinedia elegans
Mollinedia engleriana,Mollinedia engleriana
Mollinedia gilgiana,Mollinedia gilgiana
Mollinedia luizae,Mollinedia luizae
Mollinedia oligantha,Mollinedia oligantha
Mollinedia ovata,Mollinedia ovata
Mollinedia schottiana,Mollinedia schottiana
Mollinedia triflora,Mollinedia triflora
Mollinedia uleana,Mollinedia uleana
Mollinedia widgrenii,Mollinedia widgrenii
Monteverdia ardisiifolia,Monteverdia ardisiifolia
Monteverdia cestrifolia,Monteverdia cestrifolia
Monteverdia glaucescens,Monteverdia glaucescens
Monteverdia gonoclada,Monteverdia gonoclada
Monteverdia littoralis,Monteverdia littoralis
Moquiniastrum polymorphum,Moquiniastrum polymorphum
Mouriri chamissoana,Mouriri chamissoana
Mouriri myrtilloides,Mouriri myrtilloides
Myrceugenia acutata,Myrceugenia acutata
Myrceugenia acutiflora,Myrceugenia acutiflora
Myrceugenia bracteosa,Myrceugenia bracteosa
Myrceugenia brevipedicellata,Myrceugenia brevipedicellata
Myrceugenia campestris,Myrceugenia campestris
Myrceugenia cucullata,Myrceugenia cucullata
Myrceugenia franciscensis,Myrceugenia franciscensis
Myrceugenia gertii,Myrceugenia gertii
Myrceugenia kleinii,Myrceugenia kleinii
Myrceugenia miersiana,Myrceugenia miersiana
Myrceugenia myrcioides,Myrceugenia myrcioides
Myrceugenia ovalifolia,Myrceugenia ovalifolia
Myrceugenia ovata,Myrceugenia ovata
Myrceugenia pilotantha,Myrceugenia pilotantha
Myrceugenia rufescens,Myrceugenia rufescens
Myrceugenia scutellata,Myrceugenia scutellata
Myrcia aethusa,Myrcia aethusa
Myrcia amazonica,Myrcia amazonica
Myrcia bella,Myrcia bella
Myrcia bicarinata,Myrcia bicarinata
Myrcia bicolor,Myrcia bicolor
Myrcia coelosepala,Myrcia coelosepala
Myrcia costeira,Myrcia costeira
Myrcia diaphana,Myrcia diaphana
Myrcia dichrophylla,Myrcia dichrophylla
Myrcia dryadica,Myrcia dryadica
Myrcia excoriata,Myrcia excoriata
Myrcia ferruginosa,Myrcia ferruginosa
Myrcia glabra,Myrcia glabra
Myrcia grammica,Myrcia grammica
Myrcia grandiflora,Myrcia pubipetala
Myrcia guianensis,Myrcia guianensis
Myrcia hexasticha,Myrcia hexasticha
Myrcia insigniflora,Myrcia insigniflora
Myrcia insularis,Myrcia insularis
Myrcia laruotteana,Myrcia selloi
Myrcia laxiflora,Myrcia laxiflora
Myrcia lenheirensis,Myrcia lenheirensis
Myrcia lonchophylla,Myrcia lonchophylla
Myrcia macrocarpa,Myrcia macrocarpa
Myrcia multiflora,Myrcia multiflora
Myrcia neobrasiliensis,Myrcia loranthifolia
Myrcia neoclusiifolia,Myrcia neoclusiifolia
Myrcia neoobscura,Myrcia neoobscura
Myrcia neoregeliana,Myrcia neoregeliana
Myrcia neoriedeliana,Myrcia neoriedeliana
Myrcia neosuaveolens,Myrcia neosuaveolens
Myrcianthes pungens,Myrcianthes pungens
Myrcia obovata,Myrcia obovata
Myrcia palustris,Myrcia palustris
Myrcia plusiantha,Myrcia plusiantha
Myrcia pubiflora,Myrcia pubiflora
Myrcia racemosa,Myrcia racemosa
Myrcia retorta,Myrcia retorta
Myrcia retusa,Myrcia retusa
Myrciaria cuspidata,Myrciaria cuspidata
Myrciaria delicatula,Myrciaria delicatula
Myrciaria floribunda,Myrciaria floribunda
Myrciaria silveirana,Myrcia guianensis
Myrcia rufipes,Myrcia rufipes
Myrcia skortzoviana,Myrcia skortzoviana
Myrcia splendens,Myrcia splendens
Myrcia stictophylla,Myrcia stictophylla
Myrcia strigipes,Myrcia strigipes
Myrcia subalpestris,Myrcia subalpestris
Myrcia subcordata,Myrcia subcordata
Myrcia tomentosa,Myrcia tomentosa
Myrcia uberavensis,Myrcia uberavensis
Myrcia variabilis,Myrcia variabilis
Myrcia vestita,Myrcia vestita
Myriocoleopsis fluviatilis,Myriocoleopsis fluviatilis
Myrocarpus frondosus,Myrocarpus frondosus
Myrocarpus leprosus,Myrocarpus leprosus
Myroxylon peruiferum,Myroxylon peruiferum
Myrrhinium atropurpureum,Myrrhinium atropurpureum
Myrsine leuconeura,Myrsine leuconeura
Myrsine lineata,Myrsine lineata
Myrsine parvifolia,Myrsine parvifolia
Myrsine parvula,Myrsine parvula
Myrsine rubra,Myrsine rubra
Myrsine umbellata,Myrsine umbellata
Myrsine venosa,Myrsine venosa
Najas guadalupensis,Najas guadalupensis
Najas marina,Najas marina
Nasturtium officinale,Rorippa nasturtium-aquaticum
Nectandra angustifolia,Nectandra angustifolia
Nectandra barbellata,Nectandra barbellata
Nectandra cissiflora,Nectandra cissiflora
Nectandra cuspidata,Nectandra cuspidata
Nectandra debilis,Nectandra debilis
Nectandra hihua,Nectandra hihua
Nectandra lanceolata,Nectandra lanceolata
Nectandra leucantha,Nectandra leucantha
Nectandra megapotamica,Nectandra megapotamica
Nectandra membranacea,Nectandra membranacea
Nectandra nitidula,Nectandra nitidula
Nectandra oppositifolia,Nectandra oppositifolia
Nectandra paranaensis,Nectandra paranaensis
Nectandra psammophila,Nectandra psammophila
Nectandra puberula,Nectandra puberula
Nectandra reticulata,Nectandra reticulata
Neomitranthes regeliana,Neomitranthes regeliana
Neomitranthes warmingiana,Neomitranthes warmingiana
Neoregelia laevis,Neoregelia laevis
Nerium oleander,Nerium oleander
Nitella flexilis,Nitella flexilis
Nitella oligospira,Nitella oligospira
Nymphaea lotus,Nymphaea lotus
Ocotea aciphylla,Ocotea aciphylla
Ocotea basicordatifolia,Ocotea basicordatifolia
Ocotea brachybotrya,Ocotea brachybotrya
Ocotea cantareirae,Ocotea lancifolia
Ocotea catharinensis,Ocotea catharinensis
Ocotea corymbosa,Ocotea corymbosa
Ocotea diospyrifolia,Ocotea diospyrifolia
Ocotea dispersa,Ocotea dispersa
Ocotea divaricata,Ocotea divaricata
Ocotea domatiata,Ocotea minarum
Ocotea glauca,Ocotea glauca
Ocotea glaziovii,Ocotea glaziovii
Ocotea indecora,Ocotea indecora
Ocotea inhauba,Ocotea inhauba
Ocotea lanata,Ocotea lanata
Ocotea minarum,Ocotea minarum
Ocotea nutans,Ocotea nutans
Ocotea porosa,Ocotea porosa
Ocotea pretiosa,Ocotea odorifera
Ocotea puberula,Ocotea puberula
Ocotea pulchra,Ocotea pulchra
Ocotea teleiandra,Ocotea teleiandra
Ocotea velutina,Ocotea velutina
Ocotea venulosa,Ocotea venulosa
Oeceoclades maculata,Oeceoclades maculata
Opuntia arechavaletae,Opuntia monacantha
Opuntia monacantha,Opuntia monacantha
Oreopanax capitatus,Oreopanax capitatus
Ormosia fastigiata,Ormosia fastigiata
Ormosia minor,Ormosia minor
Ossaea angustifolia,Leandra angustifolia
Ouratea multiflora,Ouratea multiflora
Ouratea parviflora,Ouratea parviflora
Ouratea salicifolia,Ouratea salicifolia
Ouratea semiserrata,Ouratea semiserrata
Pachira aquatica,Pachira aquatica
Pachystroma longifolium,Pachystroma longifolium
Palicourea forsteronioides,Palicourea forsteronioides
Palicourea gracilenta,Palicourea gracilenta
Palicourea hoffmannseggiana,Palicourea hoffmannseggiana
Palicourea malaneoides,Palicourea malaneoides
Palicourea racemosa,Palicourea racemosa
Panicum millegrana,Panicum millegrana
Panicum repens,Panicum repens
Panopsis rubescens,Panopsis rubescens
Parapiptadenia rigida,Parapiptadenia rigida
Paratheria prostrata,Paratheria prostrata
Paspalum densum,Paspalum densum
Paspalum distichum,Paspalum distichum
Paspalum maculosum,Paspalum maculosum
Paspalum repens,Paspalum repens
Paspalum riparium,Paspalum melanospermum
Paspalum vaginatum,Paspalum vaginatum
Paypayrola blanchetiana,Paypayrola blanchetiana
Pelexia sceptrum,Pachygenium sceptrum
Peltophorum dubium,Peltophorum dubium
Pentodon pentandrus,Pentodon pentandrus
Pera furfuracea,Pera furfuracea
Pera glabrata,Pera glabrata
Pera heteranthera,Pera heteranthera
Pereskia aculeata,Pereskia aculeata
Pereskia grandifolia,Pereskia grandifolia
Periandra heterophylla,Periandra heterophylla
Periandra mediterranea,Periandra mediterranea
Persea alba,Persea alba
Persea major,Persea major
Persea pyrifolia,Persea willdenovii
Persea venosa,Persea venosa
Persicaria hydropiperoides,Polygonum hydropiperoides
Pharus latifolius,Pharus latifolius
Phaseolus lunatus,Phaseolus lunatus
Philyra brasiliensis,Philyra brasiliensis
Phragmipedium vittatum,Phragmipedium vittatum
Phyllanthus riedelianus,Phyllanthus riedelianus
Phyllostylon rhamnoides,Phyllostylon rhamnoides
Physalis angulata,Physalis angulata
Physominthe vitifolia,Physominthe vitifolia
Picramnia ciliata,Picramnia ciliata
Picramnia gardneri,Picramnia gardneri
Picramnia glazioviana,Picramnia glazioviana
Picramnia ramiflora,Picramnia ramiflora
Pilocarpus pauciflorus,Pilocarpus pauciflorus
Pilocarpus spicatus,Pilocarpus spicatus
Pilosocereus machrisii,Pilosocereus machrisii
Pimenta pseudocaryophyllus var. hoehnei,Pimenta pseudocaryophyllus var. hoehnei
Piper aduncum,Piper aduncum
Piper aequale,Piper aequale
Piper amalago,Piper amalago
Piper cernuum,Piper cernuum
Piper crassinervium,Piper crassinervium
Piper hispidum,Piper hispidum
Piptadenia adiantoides,Piptadenia adiantoides
Piptadenia gonoacantha,Piptadenia gonoacantha
Piptadenia loefgreniana,Piptadenia micracantha
Piptadenia macradenia,Piptadenia gonoacantha
Piptadenia micracantha,Piptadenia micracantha
Piptadenia paniculata,Piptadenia paniculata
Piptocarpha axillaris,Piptocarpha axillaris
Piptocarpha densifolia,Piptocarpha densifolia
Piptocarpha longipedunculata,Piptocarpha longipedunculata
Piptocarpha macropoda,Piptocarpha macropoda
Piptocarpha organensis,Piptocarpha organensis
Pisonia aculeata,Pisonia aculeata
Pistia stratiotes,Pistia stratiotes
Plantago major,Plantago major
Plathymenia foliolosa,Plathymenia reticulata
Plathymenia reticulata,Plathymenia reticulata
Platymiscium floribundum,Platymiscium floribundum
Platypodium elegans,Platypodium elegans
Pleradenophora membranifolia,Pleradenophora membranifolia
Pleroma mutabile,Pleroma mutabile
Pleurothallis carinifera,Pabstiella carinifera
Pleurothallis miniatolineolata,Pabstiella miniatolineolata
Plinia cauliflora,Plinia peruviana
Plinia phitrantha,Plinia phitrantha
Plinia rivularis,Plinia rivularis
Plinia rogersiana,Plinia rogersiana
Plinia silvestris,Plinia silvestris
Podocarpus lambertii,Podocarpus lambertii
Podocarpus sellowii,Podocarpus sellowii
Podostemum ovatum,Podostemum ovatum
Poecilanthe parviflora,Poecilanthe parviflora
Poiretia latifolia,Poiretia latifolia
Polygonum punctatum,Polygonum punctatum
Posoqueria latifolia,Posoqueria latifolia
Posoqueria longiflora,Posoqueria longiflora
Potamogeton pusillus,Potamogeton pusillus
Pourouma guianensis,Pourouma guianensis
Pouteria beaurepairei,Pouteria beaurepairei
Pouteria bullata,Pouteria bullata
Pouteria caimito,Pouteria caimito
Pouteria gardneri,Pouteria gardneri
Pouteria gardneriana,Pouteria gardneriana
Pouteria oxypetala,Pouteria oxypetala
Pouteria peduncularis,Pouteria gardneri
Pouteria psammophila,Pouteria psammophila
Pouteria ramiflora,Pouteria ramiflora
Pouteria reticulata subsp. surinamensis,Pouteria reticulata
Pouteria venosa,Pouteria venosa
Praecereus euchlorus,Praecereus euchlorus
Protium brasiliense,Protium brasiliense
Protium ovatum,Protium ovatum
Protium widgrenii,Protium widgrenii
Pseudobombax longiflorum,Pseudobombax longiflorum
Pseudobombax marginatum,Pseudobombax marginatum
Pseudobombax tomentosum,Pseudobombax tomentosum
Pseudolmedia hirtula,Pseudolmedia hirtula
Pseudolmedia laevigata,Pseudolmedia laevigata
Psidium australe,Psidium australe
Psidium cinereum,Psidium grandifolium
Psidium guajava,Psidium guajava
Psidium guineense,Psidium guineense
Psidium rufum var. widgrenianum,Psidium rufum var. widgrenianum
Psidium salutare,Psidium salutare
Psidium striatulum,Psidium striatulum
Psychotria anceps,Psychotria anceps
Psychotria fluminensis,Psychotria fluminensis
Psychotria glaziovii,Psychotria glaziovii
Psychotria laciniata,Psychotria laciniata
Psychotria mapourioides,Psychotria pedunculosa
Psychotria nemorosa,Psychotria nemorosa
Psychotria nuda,Psychotria nuda
Psychotria subspathulata,Psychotria subspathulata
Pteris vittata,Pteris vittata
Pterodon emarginatus,Pterodon emarginatus
Pterogyne nitens,Pterogyne nitens
Qualea cordata,Qualea cordata
Qualea grandiflora,Qualea grandiflora
Randia armata,Randia armata
Rhamnidium elaeocarpum,Rhamnidium elaeocarpum
Rhipsalis agudoensis,Rhipsalis agudoensis
Rhipsalis burchellii,Rhipsalis burchellii
Rhipsalis campos-portoana,Rhipsalis campos-portoana
Rhipsalis cereuscula,Rhipsalis cereuscula
Rhipsalis clavata,Rhipsalis clavata
Rhipsalis crispata,Rhipsalis crispata
Rhipsalis dissimilis,Rhipsalis dissimilis
Rhipsalis elliptica,Rhipsalis elliptica
Rhipsalis floccosa,Rhipsalis floccosa
Rhipsalis grandiflora,Rhipsalis grandiflora
Rhipsalis juengeri,Rhipsalis juengeri
Rhipsalis lindbergiana,Rhipsalis lindbergiana
Rhipsalis neves-armondii,Rhipsalis neves-armondii
Rhipsalis oblonga,Rhipsalis oblonga
Rhipsalis olivifera,Rhipsalis olivifera
Rhipsalis pachyptera,Rhipsalis pachyptera
Rhipsalis paradoxa,Rhipsalis paradoxa
Rhipsalis pilocarpa,Rhipsalis pilocarpa
Rhipsalis pulchra,Rhipsalis pulchra
Rhipsalis puniceodiscus,Rhipsalis puniceodiscus
Rhipsalis teres,Rhipsalis teres
Rhipsalis trigona,Rhipsalis trigona
Rhizophora mangle,Rhizophora mangle
Rhodostemonodaphne macrocalyx,Rhodostemonodaphne macrocalyx
Rhynchosia minima,Rhynchosia minima
Rhynchospora eximia,Rhynchospora eximia
Rhynchospora holoschoenoides,Rhynchospora holoschoenoides
Rhynchospora rugosa,Rhynchospora rugosa
Rhynchospora triflora,Rhynchospora triflora
Roupala consimilis,Roupala consimilis
Roupala longipetiolata,Roupala montana var. paraensis
Roupala meisneri,Roupala meisneri
Roupala montana,Roupala montana
Rudgea coriacea,Rudgea coriacea
Rudgea coronata,Rudgea coronata
Rudgea jasminoides,Rudgea jasminoides
Rudgea nodosa,Rudgea nodosa
Rudgea pachyphylla,Rudgea pachyphylla
Rudgea recurva,Rudgea recurva
Rudgea tomentosa,Rudgea viburnoides subsp. viburnoides
Ruppia maritima,Ruppia maritima
Ruprechtia laxiflora,Ruprechtia laxiflora
Saccharum angustifolium,Saccharum angustifolium
Saccharum villosum,Saccharum villosum
Sacciolepis indica,Sacciolepis indica
Salacia elliptica,Salacia elliptica
Salacia grandifolia,Salacia grandifolia
Salix humboldtiana,Salix humboldtiana
Salvertia convallariodora,Salvertia convallariodora
Sapindus saponaria,Sapindus saponaria
Sapium sellowianum,Sapium sellowianum
Sauroglossum nitidum,Buchtienia nitida
Sauvagesia erecta,Sauvagesia erecta
Scaevola plumieri,Scaevola plumieri
Schaefferia argentinensis,Schaefferia argentinensis
Schefflera angustissima,Didymopanax angustissimus
Schefflera macrocarpa,Didymopanax macrocarpus
Schefflera morototoni,Didymopanax morototoni
Schefflera vinosa,Didymopanax vinosus
Schinus engleri,Schinus engleri
Schinus ramboi,Schinus ramboi
Schizocalyx cuspidatus,Schizocalyx cuspidatus
Schizolobium parahyba,Schizolobium parahyba
Schlegelia parviflora,Schlegelia parviflora
Schlumbergera opuntioides,Schlumbergera opuntioides
Schlumbergera orssichiana,Schlumbergera orssichiana
Schlumbergera truncata,Schlumbergera truncata
Scleria acanthocarpa,Scleria acanthocarpa
Scleria balansae,Scleria balansae
Scleria bracteata,Scleria bracteata
Scleria distans,Scleria distans
Scleria gaertneri,Scleria gaertneri
Scleria hirtella,Scleria hirtella
Scleria latifolia,Scleria latifolia
Scleria leptostachya,Scleria leptostachya
Scleria microcarpa,Scleria microcarpa
Scleria mitis,Scleria mitis
Scleria muehlenbergii,Scleria reticularis
Scleria panicoides,Scleria panicoides
Scleria plusiophylla,Scleria plusiophylla
Scleria scabra,Scleria scabra
Scleria secans,Scleria secans
Scleria sororia,Scleria sororia
Scleria tenella,Scleria tenella
Scleria virgata,Scleria virgata
Sclerolobium denudatum,Tachigali denudata
Sebastiania klotzschiana,Gymnanthes klotzschiana
Sebastiania schottiana,Gymnanthes schottiana
Senefeldera verticillata,Senefeldera verticillata
Senegalia hatschbachii,Senegalia hatschbachii
Senegalia irwinii,Senegalia irwinii
Senegalia martii,Senegalia martii
Senegalia polyphylla,Senegalia polyphylla
Senegalia riparia,Senegalia riparia
Senna alata,Senna alata
Senna cana,Senna cana
Senna corymbosa,Senna corymbosa
Senna macranthera,Senna macranthera
Senna mucronifera,Senna mucronifera
Senna obtusifolia,Senna obtusifolia
Senna pendula,Senna pendula
Senna reticulata,Senna reticulata
Senna rugosa,Senna rugosa
Senna silvestris,Senna silvestris
Senna spectabilis,Senna spectabilis
Senna trachypus,Senna trachypus
Sesbania punicea,Sesbania punicea
Sesbania virgata,Sesbania virgata
Sessea brasiliensis,Sessea brasiliensis
Setaria parviflora,Setaria parviflora
Setaria sphacelata,Setaria sphacelata
Simira pilosa,Simira hexandra
Simira sampaioana,Simira sampaioana
Siparuna guianensis,Siparuna guianensis
Siphoneugena crassifolia,Siphoneugena crassifolia
Siphoneugena kiaerskoviana,Siphoneugena kiaerskoviana
Siphoneugenia densiflora,Siphoneugena densiflora
Siphoneugenia widgreniana,Siphoneugena crassifolia
Skeptrostachys arechavaletanii,Skeptrostachys arechavaletanii
Sloanea garckeana,Sloanea garckeana
Sloanea guianensis,Sloanea guianensis
Solanum argenteum,Solanum argenteum
Solanum bullatum,Solanum bullatum
Solanum caavurana,Solanum caavurana
Solanum capoerum,Solanum capoerum
Solanum carautae,Solanum carautae
Solanum castaneum,Solanum castaneum
Solanum cernuum,Solanum cernuum
Solanum cinnamomeum,Solanum cinnamomeum
Solanum crinitum,Solanum crinitum
Solanum granuloso-leprosum,Solanum granulosoleprosum
Solanum inaequale,Solanum pseudoquina
Solanum kleinii,Solanum kleinii
Solanum lacerdae,Solanum lacerdae
Solanum latiflorum,Solanum latiflorum
Solanum leptostachys,Solanum leptostachys
Solanum lycocarpum,Solanum lycocarpum
Solanum melissarum,Solanum melissarum
Solanum pabstii,Solanum pabstii
Solanum paniculatum,Solanum paniculatum
Solanum paralum,Solanum paralum
Solanum pinetorum,Solanum pinetorum
Solanum rufescens,Solanum rufescens
Solanum sciadostylis,Solanum sciadostylis
Solanum symmetricum,Solanum symmetricum
Solanum variabile,Solanum variabile
Solanum viarum,Solanum viarum
Sorghastrum stipoides,Sorghastrum stipoides
Sorghum arundinaceum,Sorghum bicolor subsp. arundinaceum
Sorocea guilleminiana,Sorocea guilleminiana
Sorocea hilarii,Sorocea hilarii
Sorocea racemosa,Sorocea racemosa
Spathodea campanulata,Spathodea campanulata
Sphagnum brasiliense,Sphagnum brasiliense
Sphenoclea zeylanica,Sphenoclea zeylanica
Spondias mombin,Spondias mombin
Spondias venulosa,Spondias venulosa
Stelis itatiayae,Stelis argentata
Stelis ruprechtiana,Stelis ruprechtiana
Stephanopodium estrellense,Stephanopodium estrellense
Sterculia striata,Sterculia striata
Stifftia chrysantha,Stifftia chrysantha
Stillingia oppositifolia,Stillingia oppositifolia
Strychnos brasiliensis,Strychnos brasiliensis
Strychnos rubiginosa,Strychnos rubiginosa
Stryphnodendron polyphyllum,Stryphnodendron polyphyllum
Stryphnodendron rotundifolium,Stryphnodendron rotundifolium
Stylosanthes bracteata,Stylosanthes bracteata
Styrax camporum,Styrax camporum
Styrax latifolius,Styrax latifolius
Styrax leprosus,Styrax leprosus
Styrax martii,Styrax martii
Styrax sieberi,Styrax sieberi
Sweetia fruticosa,Sweetia fruticosa
Syagrus pseudococos,Syagrus pseudococos
Symplocos estrellensis,Symplocos estrellensis
Symplocos glanduloso-marginata,Symplocos glandulosomarginata
Symplocos laxiflora,Symplocos laxiflora
Symplocos nitidiflora,Symplocos nitidiflora
Symplocos oblongifolia,Symplocos oblongifolia
Symplocos pentandra,Symplocos pentandra
Symplocos platyphylla,Symplocos platyphylla
Symplocos pustulosa,Symplocos pustulosa
Symplocos rizzinii,Symplocos rizzinii
Symplocos tetrandra,Symplocos tetrandra
Symplocos uniflora,Symplocos uniflora
Tabebuia impetiginosa,Handroanthus impetiginosus
Tabernaemontana catharinensis,Tabernaemontana catharinensis
Tabernaemontana hystrix,Tabernaemontana hystrix
Tabernaemontana laeta,Tabernaemontana laeta
Tachigali vulgaris,Tachigali vulgaris
Tapirira guianensis,Tapirira guianensis
Tapirira obtusa,Tapirira obtusa
Tecoma stans,Tecoma stans
Terminalia argentea,Terminalia argentea
Terminalia hoehneana,Terminalia hoehneana
Terminalia januariensis,Terminalia januariensis
Terminalia kleinii,Terminalia kleinii
Terminalia phaeocarpa,Terminalia phaeocarpa
Terminalia reitzii,Terminalia triflora
Terminalia triflora,Terminalia triflora
Ternstroemia alnifolia,Ternstroemia alnifolia
Ternstroemia cuneifolia,Ternstroemia cuneifolia
Tetrorchidium rubrivenium,Tetrorchidium rubrivenium
Thalia geniculata,Thalia geniculata
Thelypteris tetragona,Goniopteris tetragona
Tibouchina clavata,Pleroma clavatum
Tibouchina estrellensis,Pleroma estrellense
Tibouchina regnellii,Pleroma andersregnellii
Tibouchina reitzii,Pleroma reitzii
Tibouchina sellowiana,Pleroma sellowianum
Tillandsia geminiflora,Tillandsia geminiflora
Tillandsia pseudomontana,Tillandsia tenuifolia
Tillandsia usneoides,Tillandsia usneoides
Tococa guianensis,Tococa guianensis
Tocoyena brasiliensis,Tocoyena brasiliensis
Tonina fluviatilis,Tonina fluviatilis
Torenia thouarsii,Torenia thouarsii
Tournefortia bicolor,Heliotropium funkiae
Tovomitopsis paniculata,Tovomitopsis paniculata
Trembleya parviflora,Trembleya parviflora
Trichanthecium parvifolium,Trichanthecium parvifolium
Trichilia casaretti,Trichilia casaretti
Trichilia elegans,Trichilia elegans
Trichilia emarginata,Trichilia emarginata
Trichilia hirta,Trichilia hirta
Trichilia lepidota,Trichilia lepidota
Trichilia lepidota subsp. schumanniana,Trichilia lepidota subsp. schumanniana
Trichilia pallens,Trichilia pallens
Trichilia silvatica,Trichilia silvatica
Triplaris americana,Triplaris americana
Tripodanthus acutifolius,Tripodanthus acutifolius
