"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"50","2015-11-07 06:25:34-02","MNHN","RECOLNAT_MNHN_P","P01902368","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,"Brésil",NA,NA,"Mato Junho (Rio Jan.)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902368' target='other'> <mi>dwc_moreinfo</mi></a>","P01902368","P01902368_01",NA,NA,NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13874",NA
"51","2015-11-07 06:25:39-02","MNHN","RECOLNAT_MNHN_P","P01902369","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,"Brésil",NA,NA,"Serra do Inficionado près Caraça (Rio Jan.)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902369' target='other'> <mi>dwc_moreinfo</mi></a>","P01902369","P01902369_01","1884","7",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14809",NA
"52","2015-11-07 06:25:42-02","MNHN","RECOLNAT_MNHN_P","P01902370","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,"Brésil",NA,NA,"Serra do Inficionado près Caraça (Rio Jan.)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902370' target='other'> <mi>dwc_moreinfo</mi></a>","P01902370","P01902370_01","1884","7",NA,NA,NA,"isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14809",NA
"53","2015-09-04 20:34:18-03","MNHN","RECOLNAT_MNHN_P","P05234706","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Niterói","Brésil (Rio Jan.) Jurujuba.","-43.1035995483398","-22.88330078125","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234706' target='other'> <mi>dwc_moreinfo</mi></a>","P05234706","P05234706_01","1873","12","18",NA,NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,"7637",NA
"54","2015-09-04 20:34:18-03","MNHN","RECOLNAT_MNHN_P","P05234705","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","Niterói","Jurujuba.","-43.1035995483398","-22.88330078125","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234705' target='other'> <mi>dwc_moreinfo</mi></a>","P05234705","P05234705_01","1873","12","18",NA,NA,NA,NA,NA,NA,NA,"14785","auto",NA,NA,NA,"7637",NA
"55","2015-05-18 09:57:25-03","MNHN","RECOLNAT_MNHN_P","P01902540","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","leptomischa","Eugenia leptomischa","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,"Brésil",NA,NA,"(Minas)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902540' target='other'> <mi>dwc_moreinfo</mi></a>","P01902540","P01902540_01",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10840",NA
"56","2015-05-18 09:57:27-03","MNHN","RECOLNAT_MNHN_P","P01902541","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","leptomischa","Eugenia leptomischa","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,NA,"Brésil",NA,NA,"(Minas)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902541' target='other'> <mi>dwc_moreinfo</mi></a>","P01902541","P01902541_01",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10840",NA
"57","2020-12-11 11:39:10-03","UFMG","BHCB","86575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5851","Southern America","Brasil","Minas Gerais","Salto da Divisa","Fazenda Santana, Mata semidecídua, alterada.","-40.055333","-16.071389",NA,"Arbusto ca. 1,5m, folhas cartáceas, botões brancos. Prensado em álcool.","BHCB006589","BHCB006589","2004","03","05","9","9",NA,"-40.055333","-16.071389","2005",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:39:10-03","UFMG","BHCB","106232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Silva, JM; Goldenberg, R; Michelangeli, FA","4415","Southern America","Brasil","Paraná","Adrianópolis","João Surra, Floresta atlântica.","-48.9911003112793","-24.6571998596191",NA,"Árvore, 6m, flor alva.","BHCB006588","BHCB006588","2005","10","17",NA,NA,NA,NA,NA,"2007",NA,"49901","auto",NA,NA,NA,NA,NA
"59","2020-03-11 09:01:29-03","URCA","HCDAL","13055","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracilima","Eugenia gracilima",NA,"Silva, A.G.","Sampaio, M.G.V.","s.n.",NA,"Brasil","Pernambuco","Exú","Estrada do Exú, Estrada do Exú- Araripina; coleta realizada na Serra dos Paus Dóias.","-39.883333","-7.35",NA,"cor da flor branca.; Cerrado",NA,NA,"2017","01","04",NA,NA,NA,"-39.883333","-7.35","2017","01",NA,NA,NA,NA,"04",NA,NA
"60","2020-03-11 09:01:29-03","URCA","HCDAL","13055","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracilima","Eugenia gracilima",NA,"Silva, A.G.","Sampaio, M.G.V.","s.n.",NA,"Brasil","Pernambuco","Exú","Estrada do Exú, Estrada do Exú- Araripina; coleta realizada na Serra dos Paus Dóias.","-39.883333","-7.35",NA,"cor da flor branca.; Cerrado",NA,NA,"2017","01","04",NA,NA,NA,"-39.883333","-7.35","2017","01",NA,NA,NA,NA,"04",NA,NA
"61","2014-09-17 05:30:00-03","MO","MOBOT","100461659","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M. Sobral","André M. de Carvalho|Talmon S. dos Santos|André M. Amorim|Sérgio C. de Sant'Ana|Jomar G. Jardim","Carvalho 4026","South America","Brazil","Bahia","Barreiras","Estrada para o Aeroporto de Berreiras. Coletas entre 5 a 15 km a partir da sede do mun. Cerrado.","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,"1992","6","11",NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,NA,NA,NA,"1"
"62","2009-07-09 17:05:00-03","MO","MOBOT","2483365","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neomultipunctata","Eugenia neomultipunctata","Sobral",NA,"Gert G. Hatschbach","Hatschbach 17013","South America","Brazil","Paraná",NA,"Umuarama. Serra Dorada",NA,NA,NA,NA,NA,NA,"1967","8","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2014-12-25 19:07:00-02","MO","MOBOT","3276532","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neomultipunctata","Eugenia neomultipunctata","Sobral","M. L. Kawasaki","J.M. Silva|E. Barbosa|L.M. Abe","Silva 2484","South America","Brazil","Paraná",NA,"Estação Ecológico de Caiuá (Mun. Diamante do Norte).",NA,NA,NA,NA,NA,NA,"1998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2016-09-15 10:17:27-03","UNIOESTE","UNOP","5889","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Schinemann, D.A.","Almeida, K.C.; Amância, A.M.D.; Silva, V.L.; Amância, A.M.D.; Silva, V.L.","143",NA,"Brasil","Paraná","Querência do Norte","Caiua Ilha Gande;RPPN fazenda da mata.","-53.4844017028809","-23.0835990905762",NA,"Arvoreta, 6 m, flores de coloração alva. Floresta Estacional Semidecídual.",NA,NA,"2008","08","16",NA,NA,NA,NA,NA,"2016","06","31834","auto",NA,NA,"27",NA,NA
"65","2020-08-31 09:07:39-03","INPA","INPA","42787","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand",NA,"Prance, GT","19296","Southern America","Brasil","Mato Grosso",NA,"Buriti-Cuiabá, Road Buriti to Cuiabá; lower edge of escarpment. Beside small river.","-56.0967","-15.5961",NA,NA,"INPA0042787","INPA0042787 INPA0042787_e INPA0042787_e1","1973","10","22","300","300",NA,"-56.0967","-15.5961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-25 16:06:21-03","FUVATES","HVAT","4698","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","M. Grings","M. Grings","1893",NA,"Brasil","Rio Grande do Sul","Nova Petrópolis","Linha Brasil, Trilha Ecovir, fundos da Escola Bom Pastor.","-51.023611","-29.342222",NA,"Arbustão; Interior de mata","HVAT00004698",NA,"2016","10","15",NA,NA,NA,"-51º1'25''W","-29º20'32''S","2016","10",NA,NA,NA,NA,"15",NA,NA
"67","2021-02-04 10:29:27-03","UFRPE","HST","4364","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","A.Giaretta","F.B.Ramalho","340",NA,"Brasil","Piauí","Canto do Buriti","Fazenda Baixa Verde","-42.9444007873535","-8.10999965667725",NA,"Árvore ca. 8 m alt.; flores alvas, perfume agradável.","HST004364",NA,"1974","06","11",NA,NA,NA,NA,NA,"2016","06","120640","auto",NA,NA,NA,NA,NA
"68","2020-09-12 05:00:02-03","US","US","1123518","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"ex herb. Glaziou","14809","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Serra de Inficionado, near Caraca.",NA,NA,NA,NA,"US00048342","US00048342_01","1884","7",NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","2849699","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","multipunctata","Eugenia multipunctata","Mattos & D. Legrand",NA,"G. Hatschbach","17013","South America","Brazil","Paraná","Umuarama","Serra Dourada.","-53.3250007629395","-23.7663993835449",NA,NA,"US00118068","US00118068_01","1967","8","17",NA,NA,"Isotype",NA,NA,NA,NA,"46517","auto","Dicotyledonae",NA,NA,NA,"1"
"70","2019-11-13 11:26:43-03","USP","SPF","190323","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Silva, JM","4415",NA,"Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,"SPF00190323",NA,"2005","10","17",NA,NA,NA,NA,NA,"2005",NA,"49901","auto",NA,NA,NA,NA,NA
"71","2019-11-13 11:26:43-03","USP","SPF","223765","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Ramalho, FB","340",NA,"Brasil","Piauí","Canto do Buriti","Fazenda Baixa Verde.","-42.9444007873535","-8.10999965667725",NA,NA,"SPF00223765",NA,"1974","06","11",NA,NA,NA,NA,NA,"2012",NA,"120640","auto",NA,NA,NA,NA,NA
"72","2019-11-13 11:26:45-03","USP","SPF","97140","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand","Sobral, M","Franco, GADC","1308",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00097140",NA,"1994","12","07",NA,NA,NA,NA,NA,"2004",NA,"54606","auto",NA,NA,NA,NA,NA
"73","2019-11-13 11:26:45-03","USP","SPF","46631","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand","Sobral, M","Dias, AC","s.n.",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00046631",NA,"1980","10","21",NA,NA,NA,NA,NA,"2004",NA,"54606","auto",NA,NA,NA,NA,NA
"74","2019-11-13 11:26:45-03","USP","SPF","97125","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand","Sobral, M","Baitello, JB","727",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"SPF00097125",NA,"1994","12","07",NA,NA,NA,NA,NA,"2004",NA,"54606","auto",NA,NA,NA,NA,NA
"75","2019-11-13 11:26:47-03","USP","SPF","137841","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neomultipunctata","Eugenia neomultipunctata","Sobral","Kawasaki, ML","Silva, JM","2484",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.8596992492676","-22.656400680542",NA,NA,"SPF00137841",NA,"1998","09","05",NA,NA,NA,NA,NA,"1999",NA,"16110","auto",NA,NA,NA,NA,NA
"76","2019-10-07 09:35:19-03","UEFS","HUEFS","100582","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","P.S.Neves","Fonseca, R.B.S.","29",NA,"Brasil","Bahia","Lençóis","Px. a área urbana.","-41.4","-12.55",NA,"Mata.","HUEFS0100582","HUEFS0100582","2005","03","29",NA,NA,NA,"41W24'","12S33'","2019","07",NA,NA,"Rosanae",NA,NA,NA,NA
"77","2019-10-07 09:35:19-03","UEFS","HUEFS","175597","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","P.S.Neves","Melo, E.","10034",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Bonito, 32 Km até entrada para Alto da MR, à esquerda mais 4 Km.","-41.177778","-11.878611",NA,NA,"HUEFS0175597","HUEFS0175597","2011","06","18","984","984",NA,"41W10'40''","11S52'43''","2019","07",NA,NA,"Rosanae",NA,NA,NA,NA
"78","2019-10-07 09:35:19-03","UEFS","HUEFS","231049","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Stadnik,A.","336",NA,"Brasil","Bahia","Licínio de Almeida","São Domingos de baixo","-42.518333",NA,NA,NA,"HUEFS0231049",NA,"2015","05","15","907","907",NA,"42W31'6''","14S27'215''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"79","2019-10-07 09:35:19-03","UEFS","HUEFS","229949","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Stadnik,A.","110",NA,"Brasil","Bahia","Licínio de Almeida","Xaxa","-42.533333",NA,NA,NA,"HUEFS0229949",NA,"2013","01","22","930","930",NA,"42W32'","14S39'64''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"80","2019-10-07 09:35:19-03","UEFS","HUEFS","55288","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","P.S.Neves","Funch, L.S.","1124",NA,"Brasil","Bahia","Lençóis","Mata das Toalhas","-41.373056","-12.506944",NA,"Floresta estacional semidecídua","HUEFS0055288",NA,"2000","03","26","450","450",NA,"41W22'23''","12S30'25''","2019","02",NA,NA,"Rosanae",NA,NA,NA,NA
"81","2019-10-07 09:35:19-03","UEFS","HUEFS","87562","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Glaziou, A.","14809",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"HUEFS0087562",NA,"1884","07",NA,NA,NA,"Isosíntipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"82","2019-10-07 09:35:19-03","UEFS","HUEFS","231011","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Stadnik,A.","284",NA,"Brasil","Bahia","Licínio de Almeida","Jurema - estrada para são Domingos","-42.5074996948242","-14.6822004318237",NA,NA,"HUEFS0231011",NA,"2015","01","22",NA,NA,NA,NA,NA,NA,NA,"31339","auto","Rosanae",NA,NA,NA,NA
"83","2019-10-07 09:35:19-03","UEFS","HUEFS","243581","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","P.S.Neves","Souza, I.M.","485",NA,"Brasil","Bahia","Palmeiras","Vale do Guiné","-41.5588989257812","-12.5289001464844",NA,NA,"HUEFS0243581",NA,"2017","12","18",NA,NA,NA,NA,NA,"2019","07","20767","auto","Rosanae",NA,NA,NA,NA
"84","2019-10-07 09:35:19-03","UEFS","HUEFS","87536","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand",NA,"Hatschbach, G.",NA,NA,"Brasil","Paraná",NA,"Serra Grande.",NA,NA,NA,NA,"HUEFS0087536",NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"85","2019-10-07 09:35:20-03","UEFS","HUEFS","87472","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Eugenia","multipunctata","Eugenia multipunctata","Mattos & D.Legrand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087472",NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"86","2019-09-04 18:17:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima",NA,NA,"A. Glaziou","14809","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"1892",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"87","2019-09-04 18:52:55-03","F","FMNH-SEEDPLANTS","V0065181F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima",NA,NA,"A. Glaziou","14809","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065181F","V0065181F_01",NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"88","2019-09-04 18:52:56-03","F","FMNH-SEEDPLANTS","V0065182F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima",NA,NA,"A. Glaziou","14809","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0065182F","V0065182F_01",NA,NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"89","2019-09-04 19:40:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Eugenia","leptomischa","Eugenia leptomischa",NA,NA,"A. Glaziou","10840","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"90","2020-07-23 12:15:44-03","CEPLAC","CEPEC","55315","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima",NA,"M. Sobral","A. M. de Carvalho","4026",NA,"Brasil","Bahia","barreiras","Estrada para o Aeroporto. Coletas entre 5 a 15Km a partir da sede do município.","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,"1992","06","11",NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,"30/12/2006",NA,NA,NA
"91","2020-07-23 12:15:44-03","CEPLAC","CEPEC","86057","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima",NA,"M. Sobral","R. M. Harley",NA,NA,"Brasil","Bahia","ABAÍRA","Estrada nova de Abaíra.","-41.666667","13.233333",NA,NA,NA,NA,"1991","12","28",NA,NA,NA,"41W40'","13N14'",NA,NA,NA,NA,NA,"30/12/2010",NA,NA,NA
"92","2019-12-09 10:46:02-03","UFSJ","HUFSJ","10723","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Gomes, AS","s.n.",NA,"Brasil","Pernambuco","Buíque","Vale do Catimbau.","-37.1557998657227","-8.62306022644043",NA,NA,"HUFSJ010723",NA,"2016","07",NA,NA,NA,NA,NA,NA,"2019",NA,"38964","auto",NA,NA,NA,NA,NA
"93","2019-12-09 10:46:02-03","UFSJ","HUFSJ","10718","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Gomes, AS","s.n.",NA,"Brasil","Pernambuco","Buíque","Vale do Catimbau.","-37.1557998657227","-8.62306022644043",NA,NA,"HUFSJ010718",NA,"2016","07",NA,NA,NA,NA,NA,NA,"2019",NA,"38964","auto",NA,NA,NA,NA,NA
"94","2019-02-27 14:02:46-03","UFSJ","HUFSJ","8825","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Costa, G; Nascimento-Jr, JM","1774",NA,"Brasil","Bahia","Ribeira do Pombal","Caatinga antropizada.","-38.5358009338379","-10.834400177002",NA,"Arbusto, ca. 2m.","HUFSJ008825",NA,"2014","01","05",NA,NA,NA,NA,NA,"2016",NA,"30221","auto",NA,NA,NA,NA,NA
"95","2019-12-09 10:46:02-03","UFSJ","HUFSJ","10719","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Gomes, AS","s.n.",NA,"Brasil","Pernambuco","Buíque","Vale do Catimbau.","-37.1557998657227","-8.62306022644043",NA,NA,"HUFSJ010719",NA,"2016","07",NA,NA,NA,NA,NA,NA,"2019",NA,"38964","auto",NA,NA,NA,NA,NA
"96","2019-02-27 14:02:46-03","UFSJ","HUFSJ","8820","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Ramalho, FB","340",NA,"Brasil","Piauí","Canto do Buriti","Fazenda Baixa Verde.","-42.9444007873535","-8.10999965667725",NA,"Árvore, ca. 8m de altura, flores alvas, perfume agradável.","HUFSJ008820",NA,"1974","05","11",NA,NA,NA,NA,NA,"2012",NA,"120640","auto",NA,NA,NA,NA,NA
"97","2020-11-04 17:29:57-03","UEM","HUEM","16262","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Santos, SP","10",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada do Ribeirão Conceição.","-52.900361","-22.585856",NA,"Arvoreta, ca. 2m de altura, frutos imaturos de coloração verde.; Floresta Estacional Semidicidual.","HUEM000008378","HUEM000008378","2009","10","30","288","288",NA,"-52.900361","-22.585856","2009","11",NA,NA,NA,NA,"13",NA,NA
"98","2020-11-04 17:29:57-03","UEM","HUEM","16341","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Pascotto, CR","31",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Mata do Ribeirão Conceição.","-52.883333","-22.583333",NA,"Arbórea, ca. 4m de altura, botões de coloração creme, flores de coloração branca.; Floresta Estacional Semidicidual.","HUEM000008376","HUEM000008376","2009","09","11","272","272",NA,"-52.883333","-22.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-11-04 17:29:57-03","UEM","HUEM","16357","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Barragam, F","9",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Mata do Ribeirão Conceição.","-52.883333","-22.583333",NA,"Arbusto, ca. 1m de altura, flores de coloração creme.; Floresta Estacional Semidicidual.","HUEM000008377","HUEM000008377","2009","09","11","292","292",NA,"-52.883333","-22.583333","2009","11",NA,NA,NA,NA,"20",NA,NA
"100","2020-11-04 17:29:57-03","UEM","HUEM","16412","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Pascotto, CR","37",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada do Ribeirão Conceição.","-52.883333","-22.583333",NA,"Arvoreta, ca. 2m de altura, botões de coloração verde, flores de coloração branca, frutos imaturos de coloração verde.; Floresta Estacional Semidicidual.","HUEM000011401","HUEM000011401","2009","12","04",NA,NA,NA,"-52.883333","-22.583333","2009","12",NA,NA,NA,NA,"09",NA,NA
"101","2020-11-04 17:29:57-03","UEM","HUEM","19556","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","Romagnolo, MB","3164",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Estrada Ribeirão Conceição","-52.900333","-22.607389",NA,"Arvoreta ca. de 2 m de altura; flores de coloração creme; Floresta Estacional Semidecidual","HUEM000008387","HUEM000008387","2010","11","04","325","325",NA,"-52.900333","-22.607389","2010",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-11-04 17:29:57-03","UEM","HUEM","19858","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Romagnolo, MB","K.Kawakita; Romagnolo, MB; C.G.Silva; L.M.Garcia; Rosa, GS; Almeida, CG","1514",NA,"Brasil","Paraná","São Pedro do Paraná","rio Paraná, Porto de Areia Cristo Rei, Projeto de Restauração de Área de Preservação Permanente de Sistema Agrossilvicultural - Prasa.","-53.169167","-22.713056",NA,"Arvoreta, cerca de 1,0m de altura; frutos coloração amarela.","HUEM000023475",NA,"2010","12","16","257","257",NA,"-53.169167","-22.713056","2012","12",NA,NA,NA,NA,NA,NA,NA
