"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"631","2021-02-24 18:14:02-03","UFBA","ALCB","42668","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stradmann, MTS; Poveda, A; Gomes, DF","0054","1995","03","03","Southern America","Brasil","Bahia",NA,NA,"ca 6,0 m. Terrestre. Folhas membran ceas, disc¢lores. Frequente.; Mata ciliar, de 15 a 20 m de largura, higr¢fila. Sub comunidade montana. Solo arenoso associado aos afloramentos rochosos. Vegeta!Æo sujeita a per¡odos de inunda!äes.","ALCB057938","Chapada Diamantina, Trilha do Bodão, afluente do rio Ribeirão. Parque Nacional da Chapada Diamantina","-41.45","-12.466667","-41.45","-12.466667","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Lençóis","Guedes, ML; Stradmann, MTS",NA,NA,NA,NA,"1997","06",NA,NA,NA,NA,NA,NA
"632","2019-10-09 11:21:17-03","UFBA","ALCB","52176","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0744","1999","10","12","Southern America","Brasil","Bahia",NA,NA,"3,0 m, terrestre, erecta. Folhas membranáceas, discolores. Flores cremes. Frequente.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Estac","ALCB057944","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","-41.369167","-12.635556","-41.369167","-12.635556","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Lençóis","Stradmann, MTS",NA,"950","950",NA,"2000","04",NA,NA,NA,NA,NA,NA
"633","2019-10-09 11:21:17-03","UFBA","ALCB","52177","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0745","1999","10","12","Southern America","Brasil","Bahia",NA,NA,"2,0 m, terrestre, erecta. Folhas membranáceas, discolores. Frequente.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Estacional Decidual.","ALCB057941","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","-41.369167","-12.635556","-41.369167","-12.635556","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Lençóis","Stradmann, MTS",NA,"950","950",NA,"2000","04",NA,NA,NA,NA,NA,NA
"634","2019-10-09 11:21:17-03","UFBA","ALCB","53812","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Rocha, EA; Mattos Silva, LA; Barreto, TR","584","2000","08","28","Southern America","Brasil","Bahia",NA,NA,"ca. 5 m alt., apenas em fruto. Fruto imaturos, cálice remanescente, ca. 1 cm de comp. Rara no local.","ALCB058077","Litoral Sul, Fazenda Bolandeira","-39.066667","-15.283333","-39.066667","-15.283333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Una","Giaretta, A",NA,NA,NA,NA,"2014","10",NA,NA,NA,NA,NA,NA
"635","2019-10-09 11:21:17-03","UFBA","ALCB","95304","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Melo, E; França, F; Silva, B; Santos, M; Almeida, V; Barbosa, M","6680","2009","10","17","Southern America","Brasil","Bahia",NA,NA,"3 m alt. Folhas cartáceas, concolores. Flores brancas.","ALCB058055","Nordeste, Baixa dos Quelés","-38.44","-9.983056","-38.44","-9.983056","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jeremoabo","Sobral, M",NA,"506","506",NA,"2012","03",NA,NA,NA,NA,NA,NA
"636","2019-10-09 11:21:17-03","UFBA","ALCB","96074","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Roque, N","2879","2010","07","21","Southern America","Brasil","Bahia",NA,NA,"Cerca de 2 m de altura. Folhas discolores. Sépalas verdes, corola alva.","ALCB058099","Chapada Diamantina, Fazenda Hori","-41.766667","-1.5","-41.766667","-1.5","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Mucugê","Moura, L; Hurbath, F",NA,"1026","1026",NA,"2010","08",NA,NA,NA,NA,NA,NA
"637","2020-08-11 00:16:17-03","UFBA","ALCB","036614","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Giulietti, AM; Harley, RM; Woodgyer, EM","PCD2815","1996","04","04","Southern America","Brasil","Bahia",NA,NA,"1,80 m. Folhas discolores, face adaxial verde-escura, abaxial verde-clara. Frutos imaturos verde-amarelados.; Margem do rio no interior da mata. Solo areno-argiloso.","ALCB058171","Piemonte da Diamantina, Caminho para cachoeira de Paiaió","-40.365278","-10.900556","-40.365278","-10.900556","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Faria Júnior, JEQ de",NA,"680","680",NA,"2010","09","17",NA,NA,NA,NA,NA
"638","2019-10-09 11:21:13-03","UFBA","ALCB","037306","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Nic Lughadha, E; Gasson, P; Harley, RM; Giulietti, AM","PCD6172","1997","03","09","Southern America","Brasil","Bahia",NA,NA,"1,0 m, ramificações horizontais. Folhas glaucescentes na face adaxial e abaxial verde-claro. Flores creme, pétalas reflexas. Ocasional.; Areia branca.","ALCB058128","Piemonte da Diamantina, Delfino, Serra do Curral Frio, Estrada Velha Delfino-Mimoso de Minas, 32 km de Delfino","-41.306389","-10.498333","-41.306389","-10.498333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Senhor do Bonfim","Faria Júnior, JEQ de",NA,"1248","1248",NA,"2010","09","17",NA,NA,NA,NA,NA
"639","2019-10-09 11:21:13-03","UFBA","ALCB","036586","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Gasson, P; Nic Lughadha, E; Silva, LB da; Harley, RM","PCD6058","1997","03","05","Southern America","Brasil","Bahia",NA,NA,"1,50 m, muito ramificado.; Mata ciliar e áreas antropizadas","ALCB058146","Piemonte da Diamantina, Rio Ferro Doido, um pouco embaixo a cachoeira","-41","-11","-41","-11","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Harley, RM",NA,"879","879",NA,"1997","03",NA,NA,NA,NA,NA,NA
"640","2019-10-09 11:21:13-03","UFBA","ALCB","20606","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Orlandi, RP; Bautista, HP","701","1984","08","21","Southern America","Brasil","Bahia",NA,NA,"Frutos maduros vermelhos.&nf;Frequente.; Vegetacao contato savana/ floresta estacional.","ALCB058180","Piemonte da Diamantina, Serra do Brite","-40","-11.166667","-40","-11.166667","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Nic Lughadha, E",NA,"550","550",NA,"1995",NA,NA,NA,NA,NA,NA,NA
"641","2019-10-09 11:21:13-03","UFBA","ALCB","128201","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A; Lopes, R; Coelho, J; Alves, R","218","2014","05","29","Southern America","Brasil","Bahia",NA,NA,"ca. 0,5m alt. Folhas discolores. Sépalas verdes, filetes alvos.","ALCB045464","São Domingos","-42.539444","-14.455","-42.539444","-14.455","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB045464","Licínio de Almeida","Stadnik, A",NA,"982","982",NA,"2014","05",NA,NA,NA,NA,NA,NA
"642","2019-10-09 11:21:13-03","UFBA","ALCB","132345","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Guaré, F; Rocha, E","30275","2018","02","17","Southern America","Brasil","Bahia",NA,NA,"ramos jovens ferruginosos. Flores com pétalas alvas.","ALCB049093","Vale do Crecado.","-41.766667","-12.75","-41.766667","-12.75","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB049093","Palmeiras","Guedes, ML",NA,NA,NA,NA,"2018","03",NA,NA,NA,NA,NA,NA
"643","2019-10-09 11:21:13-03","UFBA","ALCB","038453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Jesus, NG de; Barros, DCS","PC0136","1998","07","24","Southern America","Brasil","Bahia",NA,NA,"Arbusto: 1,20 m. Folhas simples, opostas, coriáceas, discolores, glabras. Inflorescência em botões. Frutos imaturos verdes.","ALCB058050",NA,"-38.4192008972168","-12.1356000900269",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Alagoinhas","Sobral, M","24621",NA,NA,"auto","2012","03",NA,NA,NA,NA,NA,NA
"644","2019-10-09 11:21:17-03","UFBA","ALCB","52325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","174","2001","04","30","Southern America","Brasil","Bahia",NA,NA,"1,0m. Folhas coriáceas, discolores. Frutos maduros, vermelhos.","ALCB058078","Chapada Diamantina, Área de lote","-41.3314018249512","-12.8072004318237",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Andaraí","Guedes, ML","58558",NA,NA,"auto","2001","05",NA,NA,NA,NA,NA,NA
"645","2019-10-09 11:21:17-03","UFBA","ALCB","52325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","174","2001","04","30","Southern America","Brasil","Bahia",NA,NA,"1,0m. Folhas coriáceas, discolores. Frutos maduros, vermelhos.",NA,"Chapada Diamantina, µrea de lote","-41.3314018249512","-12.8072004318237",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Andaraí","Guedes, ML","58558",NA,NA,"auto","2001","05",NA,NA,NA,NA,NA,NA
"646","2019-10-09 11:21:13-03","UFBA","ALCB","07871","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Queiroz, C; Queiroz, LP de; Nascimento; Suely, N","376","1980","07",NA,"Southern America","Brasil","Bahia",NA,NA,"Arbusto, ca 1,0m de altura e com folhas coriáceas; frutos jovens.","ALCB008681","Barragem de Bananeiras","-38.9557991027832","-12.6183004379272",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.","ALCB008681","Cachoeira","Giaretta, A","26884",NA,NA,"auto","2019","05","17",NA,NA,NA,NA,NA
"647","2019-10-09 11:21:13-03","UFBA","ALCB","15169","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"s. col.","s/n","1972","01","03","Southern America","Brasil","Bahia",NA,NA,NA,"ALCB058176",NA,"-38.2969017028809","-12.6125001907349",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Dias D'Avila","Lughadha, EN","17295",NA,NA,"auto","1995",NA,NA,NA,NA,NA,NA,NA
"648","2019-10-09 11:21:13-03","UFBA","ALCB","19887","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Queiroz, LP de; Crepaldi, I","1513","1987","05","25","Southern America","Brasil","Bahia",NA,NA,"Pequeno arbusto de ca. 1,0 m alt., com folhas semicoriáceas, discolores. Sépalas verdes e pétalas alvas. Filetes e anteras brancas.","ALCB058153",NA,"-38.9667015075684","-12.2666997909546",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Feira de Santana","Lughadha, EN","46325",NA,NA,"auto","1995",NA,NA,NA,NA,NA,NA,NA
"649","2019-10-09 11:21:17-03","UFBA","ALCB","47863","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Miranda Silva, EB; Harley, RM; Franca, F; Rios, L","344","2000","03","30","Southern America","Brasil","Bahia",NA,NA,"Arbusto até 3 m. Folha cartácea discolor. Fruto aboval verdes quando imaturos, passando amarelo e depois vermelho alaranjado.","ALCB058052",NA,"-45.1930999755859","-11.0482997894287",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Formosa do Rio Preto","Sobral, M","155006",NA,NA,"auto","2012","03",NA,NA,NA,NA,NA,NA
"650","2019-10-09 11:21:17-03","UFBA","ALCB","98469","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Primo, LM","1","2010","11",NA,"Southern America","Brasil","Bahia",NA,NA,"corola branca.","ALCB008654","Campo Sujo.","-41.2846984863281","-13.4105997085571",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.","ALCB008654","Ibicoara","Moura, L","34188",NA,NA,"auto","2010","11",NA,NA,NA,NA,NA,NA
"651","2019-10-09 11:21:13-03","UFBA","ALCB","15612","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Hage, JL","1756","1985","04","15","Southern America","Brasil","Bahia",NA,NA,"Árvore, 5 m x 10 cm de altura. Flores em botões esverdeados.","ALCB058028",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Ilhéus","Sobral, M","61245",NA,NA,"auto","1985","10","04",NA,NA,NA,NA,NA
"652","2019-10-09 11:21:13-03","UFBA","ALCB","127293","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"ECOA; Menezes, CM","371","2010","11","17","Southern America","Brasil","Bahia",NA,NA,"ca. de 10 m de altura em fruto. Fruto de coloração laranja quando maduros.; Floresta Ombrófila.","ALCB041670","Área do Porto Sul.","-39.0494003295898","-14.7889003753662",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.","ALCB041670","Ilhéus","Stadnik, A; Lucresia, L","61245",NA,NA,"auto","2019","06","28",NA,NA,NA,NA,NA
"653","2019-10-09 11:21:17-03","UFBA","ALCB","53615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Loureiro, DM; Alves, L. de J.; Guedes, ML; Santana, DL","91","2001","04","13","Southern America","Brasil","Bahia",NA,NA,"3,0m. Folhas coriáceas, discolores. Frutos imaturos verdes, maduros vermelhos.#?#; Mata ciliar.","ALCB058089","Paraguaçu, Fazenda Baixão, rio Una","-40.9724998474121","-12.9863996505737",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Itaête","Guedes, ML","36442",NA,NA,"auto","2001","08",NA,NA,NA,NA,NA,NA
"654","2019-10-09 11:21:13-03","UFBA","ALCB","100930","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stadnik, A; Vieira, TL; Moura, L","2","2011","06","03","Southern America","Brasil","Bahia",NA,NA,"ca. 2m alt. Folhas discolores. Frutos imaturos verde amarelados e maduros vermelhos.","ALCB044705","Parque Municipal Valoá Coutinho","-40.5182991027832","-11.1806001663208",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Jacobina","Stadnik, A","62396",NA,NA,"auto","2011","08",NA,NA,NA,NA,NA,NA
"655","2019-10-09 11:21:13-03","UFBA","ALCB","07357","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Queiroz, LP de; Guedes, ML","116","1981","01","17","Southern America","Brasil","Bahia",NA,NA,"Arbusto de +- 2,0 m, com folhas coriáceas e flore em botões verdes. Fruto verde.","ALCB058147",NA,"-40.4308013916016","-13.4411001205444",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Maracás","Lughadha, EN","50558",NA,NA,"auto","1995",NA,NA,NA,NA,NA,NA,NA
"656","2019-10-09 11:21:17-03","UFBA","ALCB","58670","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mattos Silva, LA; Rocha, EA; Menezes, L; Araujo, R; et al.","4161","2000","10","04","Southern America","Brasil","Bahia",NA,NA,"Arbusto, 1,50 m de altura. Frutos esverdeados quando imaturos, amarelos na fase devez e vermelhos quando amadurecem.","ALCB058081",NA,"-39.5508003234863","-18.0863990783691",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Mucuri","Giaretta, A","78440",NA,NA,"auto","2014","10",NA,NA,NA,NA,NA,NA
"657","2019-10-09 11:21:13-03","UFBA","ALCB","03021","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pinto, CG","s/n","1972","06","07","Southern America","Brasil","Bahia",NA,NA,"Arbusto, um porte anão e frutos de bagas vermelhas.","ALCB058098",NA,"-38.510799407959","-12.9710998535156",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Salvador","Kunth","26018",NA,NA,"auto","1990",NA,NA,NA,NA,NA,NA,NA
"658","2019-10-09 11:21:13-03","UFBA","ALCB","034169","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","66027","1997","01","21","Southern America","Brasil","Bahia",NA,NA,"Arbusto, 1,50 m, flor alva, odorífera.","ALCB058096",NA,"-42.4914016723633","-13.5464000701904",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Tanque Novo","Sobral, M","25051",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"659","2019-10-09 11:21:17-03","UFBA","ALCB","66260","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mattos Silva, LA; Querino, R; Pinheiro, M; B.R. dos Santos","4801","2003","09","07","Southern America","Brasil","Bahia",NA,NA,"2m. Frequente no local. Frutos imaturos de cor verde escuro.; Coletas na área de restinga, arbustiva e arbórea. Solo arenoso.",NA,"Litoral Sul, Comandatuba: Faz. Bolandeira","-39.0752983093262","-15.2932996749878",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Una","Giaretta, A","36070","5","5","auto","2014","10",NA,NA,NA,NA,NA,NA
"660","2019-10-09 11:21:17-03","UFBA","ALCB","7598","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mattos Silva, LA; Pereira, OJ; Farney, C; Santos, TS dos; et al.","4657","2002","07","17","Southern America","Brasil","Bahia",NA,NA,"5m. Abundante na área. Iniciando a frutificação.; Bioma Mata Atlântica/ Restinga.","ALCB058075","Litoral Sul, Faz. Bolandeira. Ramal da entrada até o 'Cerrado'","-39.0752983093262","-15.2932996749878",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Una","Giaretta, A","36070",NA,NA,"auto","2014","10",NA,NA,NA,NA,NA,NA
"661","2019-10-09 11:21:17-03","UFBA","ALCB","66482","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mattos Silva, LA; Pereira, OJ; Farney, C; Santos, TS dos; et al.","4657","2002","07","17","Southern America","Brasil","Bahia",NA,NA,"5m. Abundante na área. Iniciando a frutificação.; Bioma Mata Atlântica/ Restinga.",NA,"Litoral Sul, Faz. Bolandeira. Ramal da entrada até o 'Cerrado'","-39.0752983093262","-15.2932996749878",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Una","Giaretta, A","36070",NA,NA,"auto","2014","10",NA,NA,NA,NA,NA,NA
"662","2019-10-09 11:21:17-03","UFBA","ALCB","97935","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Landim, MF; Proença, C; Harris, S","1561","2004","08","27","Southern America","Brasil","Sergipe",NA,NA,"7.m. casca fissurada esfoliante em tiras cinzaclaro, petalas e estames brancos.","ALCB058165","próximo ao posto da Polícia Rodoviária estadual da.","-37.2064018249512","-11.0146999359131",NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,"São Cristovão","Proença, C","23587",NA,NA,"auto","2008","06",NA,NA,NA,NA,NA,NA
"663","2019-10-09 11:21:17-03","UFBA","ALCB","80216","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML; Valadão, RM; Gomes, FS; Carvalho, G","13751","2007","08","26","Southern America","Brasil","Bahia",NA,NA,"de ca 1 m de altura. Folhas coriáceas, discolores. Frutos maduros laranja passando para vermelho.","ALCB058119","Oeste, Caminho de Coribe para Cocos","-44.451667","-13.867778","-44.451667","-13.867778","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Cocos","Faria Júnior, JEQ de",NA,NA,NA,NA,"2010","09","17",NA,NA,NA,NA,NA
"664","2019-10-09 11:21:13-03","UFBA","ALCB","03020","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Costa, AL","s/n","1968","12","01",NA,NA,NA,NA,NA,NA,"ALCB058126",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,NA,"Sobral, M",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"665","2019-10-09 11:21:13-03","UFBA","ALCB","03022","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Torrend, Padre CSJ","s/n","1935",NA,NA,NA,NA,NA,NA,NA,NA,"ALCB058148",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,"(Kunth) DC.",NA,NA,"Sobral, M",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA
"666","2019-10-09 11:21:13-03","UFBA","ALCB","031726","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Guedes, ML","5456","1997","11","08","Southern America","Brasil","Bahia",NA,NA,"ca. 1,5 m. Folhas crassas, levemente discolores. Frutos imaturos amarelo, maduro vermelho.; solo areno-argiloso.","ALCB058138","Chapada Diamantina, Cercado","-41.45","-12.433333","-41.45","-12.433333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Palmeiras","Faria Júnior, JEQ de",NA,NA,NA,NA,"2010","09",NA,NA,NA,NA,NA,NA
"667","2019-10-09 11:21:13-03","UFBA","ALCB","036228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Giulietti, AM; Stannard, B; Atkins, S; Woodgyer, EM; Salimena-Pires, FR; Conceição, AA; Nobre","PCD2278","1996","03","11","Southern America","Brasil","Bahia",NA,NA,"3,50 m, bastante ramificado. Folhas simples. Flores de pétalas creme. Raro.; Caatinga misturada com plantas de cerrado, arbóreas até 10m de altura, casca muito espessa com ritidoma costado. Solo areno-pedregoso.","ALCB058337","Piemonte da Diamantina, Ca. de 12km do Morro do Chapéu, no sentido de Tamboril, Serra do Candeal","-41.188611","-11.445","-41.188611","-11.445","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Morro do Chapéu","Faria Júnior, JEQ de",NA,"1063","1063",NA,"2011","03",NA,NA,NA,NA,NA,NA
"668","2019-10-09 11:21:13-03","UFBA","ALCB","036471","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pereira, A; Costa, J","PCD1901","1995","04","28","Southern America","Brasil","Bahia",NA,NA,"2,00 m.; Vegetação arbórea em bom estágio de conservação, maior porte ao longo do córrego. Afloramentos rochosos de arenito com solos litólicos e hidromórficos.","ALCB057940","Chapada Diamantina, Morro do Pai Inácio, Cercado, margem esquerda do córrego Água Doce, Fazenda Sta. Helena","-41.45","-12.433333","-41.45","-12.433333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Lençóis","Barroso, GM",NA,"520","520",NA,"1996","01",NA,NA,NA,NA,NA,NA
"669","2019-10-09 11:21:13-03","UFBA","ALCB","036473","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Melo, E; Funch, L; Santos, ES; Paraguassu, A; Silva, MP da; Argôlo, AS","PCD1359","1994","11","24","Southern America","Brasil","Bahia",NA,NA,"1,80 m.; Vegetação de campo rupestre. Afloramento rochoso.","ALCB058175","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.433333","-41.45","-12.433333","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Lençóis","Barroso, GM",NA,"750","750",NA,"1996","01",NA,NA,NA,NA,NA,NA
"670","2019-10-09 11:21:13-03","UFBA","ALCB","036521","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA; Guedes, ML","PCD4813","1997","02","01","Southern America","Brasil","Bahia",NA,NA,"0,70 m.","ALCB058162","Chapada Diamantina, Caminho para a Cachoeira do Fraga","-41","-13","-41","-13","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Rio de Contas","Lima, L",NA,"1000","1000",NA,"2011","04","26",NA,NA,NA,NA,NA
"671","2019-10-09 11:21:13-03","UFBA","ALCB","036476","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","PCD1001","1994","10","25","Southern America","Brasil","Bahia",NA,NA,"Arbusto de ca de 3,0 m de altura. Folhas simples, discolores, com a face inferior mais clara. Frutos imaturos verdes e amarelos, tornando-se vermelhos e vinosos quando maduros. Ocasional.; Campos rupestres. Campo aberto com arbustos e","ALCB058094","Chapada Diamantina, Morro do Pai Inácio, campos aberto e rupestre","-41.470833","-12.455556","-41.470833","-12.455556","Dicotyledon",NA,NA,"(Kunth) DC.",NA,"Palmeiras","Guedes, ML",NA,"1080","1080",NA,"1997","11",NA,NA,NA,NA,NA,NA
"672","2019-10-09 11:21:13-03","UFBA","ALCB","036488","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mayo, S; Carvalho, AM de; Giulietti, AM; Melo, E; Sales, MF; Funch, R; Ferreira, MC","PCD38","1994","07","05","Southern America","Brasil","Bahia",NA,NA,"3,0 m, ramos marrom-claro. Folhas coriáceas, discolores, face adaxial brilhante. Frutos imaturos verdes, passando a amarelos e depois laranja, tornando-se vermelhos-brilhante quando maduros. Ocasional.","ALCB008647","Chapada Diamantina, Morro do Pai Inácio","-41.454167","-12.466944","-41.454167","-12.466944","Dicotyledon",NA,NA,"(Kunth) DC.","ALCB008647","Palmeiras","Barroso, GM",NA,"800","800",NA,"1996","01",NA,NA,NA,NA,NA,NA
