"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","580122","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","14695","1966","04","13","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=486397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580122","Drainage of the Rio Corrente, Western Bahia. 7 km. S. of Rio Piau, ca. 150 km. S.W. of Barreiras",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00580122_01",NA,"C. M. D. E. Legrand",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","00907525","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","12840","1966","02","14","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907525","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907525_01","Alto Paraíso de Goiás","C. M. D. E. Legrand",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","580120","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","13219","1966","03","01","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=486396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580120","Serra do Cristais. Rocky hillside, ca. 10 km. S. of Cristalina, Goiás","-48","-17",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00580120_01","Cristalina","C. M. D. E. Legrand",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00907523","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","13375","1966","03","03","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907523","Serra dos Cristais, ca. 3 km E. of Cristalina.","-48","-17",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907523_01","Cristalina","C. M. D. E. Legrand",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","580121","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","14696","1966","04","13","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=486395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580121","Drainage of the Rio Corrente, Western Bahia. 7 km. S. of Rio Piau, ca. 150 km. S.W. of Barreiras",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00580121_01",NA,"C. M. D. E. Legrand",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00907524","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","14332","1966","04","04","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986101' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907524","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907524_01","Posse","C. M. D. E. Legrand",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","00907546","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","12842","1966","02","14","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907546","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907546_01","Alto Paraíso de Goiás","C. M. D. E. Legrand",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00907545","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","13278","1966","03","02","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907545","Serra dos Cristais, ca. 3 km N. of Cristalina","-47.6","-16.72289",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907545_01","Cristalina","C. M. D. E. Legrand",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00907521","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","polyphylla","Eugenia polyphylla",NA,"H. S. Irwin","14495","1966","04","07","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907521","Serra Geral de Goiás, Rio da Prata, ca. 6 km S. of Posse","-46.37","-14.13",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907521_01","Posse","C. M. D. E. Legrand",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00907628","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","prominens","Eugenia prominens",NA,"H. S. Irwin","13619","1966","03","06","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907628","Serra dos Cristais, ca. 15 km W. of Cristalina","-47.7405556","-16.75",NA,NA,"Magnoliophyta","Myrtales",NA,"O.Berg","NY00907628_01","Cristalina","C. M. D. E. Legrand",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","580069","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"G. Eiten","2890","1961","06","02","South America","Brazil","São Paulo","sheet",NA,"All specimens collected from one plant. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580069","Ca. 8.5 km. S of main plaza at Sao José dos Campos. Part of disjunct cerrado area of several hundred sq. km. surrounded by former forest. A few meters west of highway.","-45.88","-23.1703",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580069_01","Sao José dos Campos","B. K. Holst; M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","580102","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L. A. Mattos Silva","256","1979","02","14","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356241' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580102","Rod. Maracás/Contendas do Sincorá (BA 026), km 6. Folha SD 24 (14-40a)","-40.4306","-13.4411",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580102_01","Maracás","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","01806432","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L.A. Gomes","621","2012","08","14","South America","Brazil","Sergipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2197079' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806432","Santa Luzia do Itanhy, RPPN Mata do Crasto: Borda de mata.","-37.43092118655","-11.396321",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01806432_01",NA,"L.A. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","01451567","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"G. T. Prance","29765","1985","07","25","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1333745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451567","Margin of rio Aracá near Serrinha","-63.383333","0.416667",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01451567_01",NA,"B. K. Holst",NA,"80","80",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","01451589","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"C. R. Sperling","5634","1982","05","13","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694337' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451589","Serra dos Carajás. 2 km W of AMZA camp N-5.","-50.13","-6.07",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01451589_01",NA,"B. K. Holst",NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","2422768","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R. M. Harley","19049","1977","02","25","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673335' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422768","Serra do Açuruá, ca. 4 km N of São Inácio on road to Xique Xique.","-42.72","-11.08",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY02422768_01",NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","580107","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"W. R. Anderson","36652","1972","03","06","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580107","Espigao Mestre, ca. 100 km WSW of Barreiras",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580107_01",NA,"M. Sobral",NA,"760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","580091","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R. M. Harley","15836","1974","02","02","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580091","Ca. 14 km. N. of Barra da Estiva, near the Ibicoara road.","-41.3","-13.58",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580091_01","Barra da Estiva","R. McVaugh",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","01195831","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"J. G. Jardim","3632","2001","04","18","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1403942' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195831","Rod. Cocos/Coribe, 14 km da sede do municipio.","-44.4963889","-14.06888889",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01195831_01","Cocos","M. Sobral",NA,"670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","561568","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"M. F. de Sales","635","1995","07","20","South America","Brazil","Pernambuco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00561568","Floresta, Inajá, Reserva Biológica de Serra Negra.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00561568_01",NA,"M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","594870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"J. Santino de Assis","361","1984","05","03","South America","Brazil","Rio Grande do Norte","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594870","Fazenda Cajazeiras; Folha SB.24-Z-A-II; Ponto 04","-38.07","-6.03",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00594870_01","Portalegre","M. Sobral",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1758953","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"P. da C. Gadelha Neto","3202","2012","03","22","South America","Brazil","Paraíba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758953","Jacaraú. Mata da Pitanga: Fragmento Pb 162. Floresta Estacional Semidecidual das Terras Baixas","-35.2656","-6.6275",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01758953_01",NA,NA,NA,"220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1738220","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L. A. Pereira","133","2011","01","20","South America","Brazil","Paraíba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1981468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738220","Mata Ciliar do Rio Cuiá: Valentina.","-34.8631","-7.115",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01738220_01","João Pessoa","B. S. Amorim",NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","00907287","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"D. C. Zappi","CFCR12833","1990","06","13","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985113' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907287","Grao-Mogol: Vale do Córrego Escurona.","-42.97","-16.6",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00907287_01","Grão Mogol","M. L. Kawasaki",NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1738269","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A. R. L. Lourenço","208","2008","09","30","South America","Brazil","Paraíba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1983859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738269",NA,"-34.9786","-6.4936",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01738269_01",NA,"A. R. L. Lourenço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","01132186","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"L. P. de Queiroz","7682","2003","03","09","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1293151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132186","Cerca de 18 km E of Morro do Chapéu na estrada para salvador. Cachoeira do Ferro Doido. Mata ciliar no Rio Ferro Doido.","-41.1506","-11.6278",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01132186_01","Morro do Chapéu",NA,NA,"850","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","580109","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"J. G. Jardim","894","1996","08","10","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580109","Ca. de 17 Km a W da sede do município, na Rod. BA 349 no sentido Correntina/Brasília","-44.73","-13.42",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580109_01","Correntina","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","01459826","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"C. da S. Rosário","117","1982","01","10","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459826","Joanes, Marajó","-48.5123152","-0.875396",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01459826_01","Salvaterra","M. C. de Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","580083","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"R. M. Harley","19739","1977","03","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580083","Lower N.E. slopes of the Pico das Almas, ca. 25 km. WNW of the Vila do Rio de Contas.","-41.95","-13.55",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580083_01",NA,"M. Sobral",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","778803","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"J. M. A. Braga","7127","2002","12","14","South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778803","APA de Grumari, Restinga de Grumari, estrada perpendicular a praia, ca. 50 m. da praia.","-43.2075","-22.9031",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00778803_01","Rio de Janeiro",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","02637423","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"P. da C. Gadelha Neto","3665","2013","10","17","South America","Brazil","Paraíba","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677126' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637423","Millennium Inorganic Chemicals Mineração Ltda","-34.976944","-6.502222",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY02637423_01","Mataraca","A. R. L. Lourenço",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1462182","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"D. M. Cavalcanti Ferreira","308","2010","11","12","South America","Brazil","Pernambuco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551646' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462182","RPPN Fazenda Tabatinga. Borda do fragmento.","-34.8206","-7.6061",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01462182_01","Goiana","B. S. Amorim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","01198170","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"A. M. V. de Carvalho","4339","1993","10","05","South America","Brazil","Sergipe","sheet",NA,"Site: SE <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479464' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198170","Una Biological Reserve: mata costeira, restinga arborea with coqueiral varzea","-37.4481","-11.3508",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01198170_01","Santa Luzia do Itanhi","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","01459731","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"M. G. da Silva","5490","1980","06","13","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01459731","Km 20 da estrada para Breu Branco, próximo ao matadouro. Mata de terra firme, solo areno-argiloso.","-49.6725","-3.76611",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY01459731_01","Tucuruí","M. C. de Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","580074","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"J. R. Mattos","8402","1960","09","24","South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580074","14,6 km W ao longo da estrada de Bragança Paulista.","-46.54","-22.9503",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580074_01","Bragança Paulista","B. K. Holst; M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","580097","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"G. G. Hatschbach","66027","1997","01","21","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=356233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580097","Entre o trevo da Rod. BR-242 e Tanque Novo, 10-15 km N","-42.7142","-13.7733",NA,NA,"Magnoliophyta","Myrtales",NA,"(Kunth) DC.","NY00580097_01","Igaporã","M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2016-09-29 16:13:00-03","NY","NYBG","00952254","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"F. A. González","3385","1995","01","10","South America","Colombia","Meta","sheet",NA,"Collection date as: 10 Ene 1995 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00952254","Estación Carimagua, región de Core-Alegría.","-71.3","4.58",NA,NA,"Magnoliophyta","Myrtales",NA,NA,"NY00952254_01","Puerto Gaitán","C. Parra-Osorio",NA,"200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
