"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"50","2020-09-12 05:00:02-03","US","US","1188999","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","E. W. D. Holway & M. M. Holway","1745","1922","4","21","South America - Neotropics","Brazil",NA,NA,NA,"US01618051",NA,"Asterales","(Less.) Zardini",NA,"São Paulo",NA,"Campos do Jordao",NA,NA,"US01618051_01","1600",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2251009","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","L. Smith & R. M. Klein","8571","1956","12","11","South America","Brazil",NA,NA,NA,"US01618054",NA,"Asterales","(Less.) Zardini",NA,"Santa Catarina",NA,"LBS, RK, ES upper. Mun. Campo Alegre: campo, lower fazenda of Ernesto Scheide, Campo Alegre",NA,NA,"US01618054_01","900",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","3690908","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","O. S. Ribas, J. M. Silva, J. Cordeiro & J. Vaz","8387","2010","1","27","South America","Brazil",NA,NA,NA,"US01618050",NA,"Asterales","(Less.) Zardini",NA,"Paraná",NA,"Serra Papanduva (Mun. Tijucas do Sul)",NA,NA,"US01618050_01","1670",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","2563679","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","G. Hatschbach","16030","1967","2","21","South America","Brazil",NA,NA,NA,"US01618053",NA,"Asterales","(Less.) Zardini",NA,"Paraná",NA,"Rio Taquari (mun. Quatro Barras)",NA,NA,"US01618053_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2705858","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","G. Hatschbach","20688","1969","1","9","South America","Brazil",NA,NA,NA,"US01618055",NA,"Asterales","(Less.) Zardini",NA,"Paraná",NA,"Rio Taquari (Mun. 4-Barras)",NA,NA,"US01618055_01","850",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2269485","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","L. Smith & R. M. Klein","10576","1957","2","1","South America","Brazil",NA,NA,NA,"US01618052",NA,"Asterales","(Less.) Zardini",NA,"Santa Catarina",NA,"Mun. Campo Alegre: camp, and bog, upper fazenda of Ernesto Scheide, Campo Alegre",NA,NA,"US01618052_01","900","1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"56","2019-10-07 09:12:02-03","UEFS","HUEFS","11911","PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, J.M.","1084","1992","04","03",NA,"Brasil",NA,NA,NA,"HUEFS0011911","Angiospermae","Asterales","Less.",NA,"Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"17116","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"57","2019-09-04 18:46:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","F. Sellow","4453",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]"
"58","2020-11-04 17:28:40-03","UEM","HUEM","4904","S","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","J.M.Silva; Cervi, AC","1084","1992","04","03",NA,"Brasil",NA,NA,"Erva ereta; capítulos amarelo-alaranjado","HUEM000001891",NA,NA,"Less.","Hatschbach, G","Paraná","Quatro Barras","rio Taquari, Campo graminoso, solo turfoso, úmido","-49.0769004821777","-25.3656005859375","HUEM000001891",NA,NA,"1992","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-12 16:58:29-03","UEL","FUEL","21551","PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, JM; Cervi, AC","1084","1992","04","03",NA,"Brasil",NA,NA,NA,NA,"Tracheophyta","Asterales","Less.","Hatschbach, G","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,"1985","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-01 14:54:36-03","UnB","UB","123926","PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, JM","1084","1992","04","03","Southern America","Brasil",NA,NA,"Capítulos amarelo alaranjado.; Erva ereta.; Campo graminoso",NA,"Dicotyledoneae",NA,"Less.","Hatschbach, G","Paraná ","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,"1992","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-20 20:38:09-03","UFSC","FLOR","35871","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","Souza, M.L.; Zanin, A.; Rieper, M. & Nardin, J.","1826","2007","03","13",NA,"Brasil",NA,NA,"herbácea, flor amarelo-gema. Freqüente e de ocorrência quase sempre junto com Blechnum imperialis Habitat: campo turfoso","FLOR0035871",NA,"Asterales","(Less.) Zardini",NA,"Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo leste do Canion do Espraiado, Campo dos Padres.","-41.316944","-27.995556","FLOR0035871","1442","1442","2017",NA,NA,"41º19'1''W","27º59'44''S",NA,NA,NA,NA,NA,NA
"62","2020-08-20 20:38:09-03","UFSC","FLOR","35894","PreservedSpecimen","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","Souza, M.L.; Zanin, A.; Rieper, M. & Nardin, J.","1849","2007","03","14",NA,"Brasil",NA,NA,"herbácea. Comum Habitat: campo turfoso próximo ao cânion","FLOR0035894",NA,"Asterales","(Less.) Zardini",NA,"Santa Catarina","Urubici","Fazenda da Sra. Sônia Munaretto, campo Oeste do Canion do Espraiado, Campo dos Padres.","-49.5917015075684","-28.0149993896484","FLOR0035894",NA,NA,"2017","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-08-20 20:38:17-03","UFSC","FLOR","23948","PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, J.M.; Cervi, A.C.","1084","1992","04","03",NA,"Brasil",NA,NA,"erva ereta, flor capítulo amarelo-alaranjado","FLOR0023948",NA,"Asterales","Less.","Hatschbach, G.","Paraná","Quatro Barras","Rio Taquari.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"1992","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-08-20 20:38:17-03","UFSC","FLOR","18981","PreservedSpecimen","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, J.M.; Hatschbach, G.","288","1987","01","20",NA,"Brasil",NA,NA,"flor capítulo amarelo. Junto a Eryngium, Rechsteineria, Tibouching, etc.","FLOR0018981",NA,"Asterales","Less.","Hatschbach, G.","Paraná","Quatro Barras","Rod. PR-52, rio Taquari.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"1987","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Glaziou, AFM","8119",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,"Habitat in campis apertis Brasiliae austro-orientalis",NA,NA,"P06P3N0101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Sello, HL","4453",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Less.",NA,NA,NA,"Habitat in campis apertis Brasiliae austro-orientalis",NA,NA,"P06P3N0101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Sello, HL","4453",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis apertis Brasiliae austro-orientalis.; HABITAT: Habitat in campis apertis Brasiliae austro-orientalis.",NA,NA,NA,"Less.",NA,"?",NA,NA,NA,NA,"P06P3N0101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:08:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Glaziou, AFM","8119",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis apertis Brasiliae austro-orientalis.; HABITAT: Habitat in campis apertis Brasiliae austro-orientalis.",NA,NA,NA,"Less.",NA,"?",NA,NA,NA,NA,"P06P3N0101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:36:34-03","UFRGS","ICN","178232","S","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","Pasini, E; Filho, PJ; Soares, ELC","1003","2014","01","28","América do Sul","Brasil",NA,NA,"erva ereta, população escassa, aproximadamente 20 indivíduos maturos; banhado de turfeira, junto a campo limpo herbáceo",NA,"Dicotyledon",NA,"(Less.) Zardini","Pasini, E","PR","Tijucas do Sul","Serra do Quiriri","-48.961389","-26.030278",NA,NA,NA,"2014",NA,NA,"-48.961389","-26.030278",NA,"01","28",NA,NA,NA
"70","2019-11-21 10:00:55-03","IBt","SP","474092","S","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","Barbosa, E; Silva, JM; Costa, EF","3042","2011","02","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Less.) Zardini","Barbosa, E","Santa Catarina","Garuva","Serra Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,"2011","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:00:55-03","IBt","SP","32431","S","Plantae","Asteraceae","Lulia","nervosa","Lulia nervosa","Kuhlmann, M","s.n.","1935","01","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Less.) Zardini","Monge, M","São Paulo","Campos do Jordão","Entre Abernessia e Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,NA,"2010","21048","auto",NA,NA,NA,"12",NA,NA,NA,NA
"72","2014-09-23 10:56:53-03","G","G","G00308203","S","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, J. M. & G. G. Hatschbach","288","1987","01","20","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00308203",NA,NA,"Less.","?","Paraná",NA,NA,"-51.34944444","-24.65444444",NA,NA,NA,NA,NA,NA,"-51.34944444","-24.65444444",NA,NA,NA,NA,NA,NA
"73","2014-09-23 10:56:53-03","G","G","G00308204","S","Plantae","Asteraceae","Trichocline","nervosa","Trichocline nervosa","Silva, J. M. & A. C. Cervi","1084","1992","04","03","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00308204",NA,NA,"Less.","?","Paraná",NA,NA,"-51.34944444","-24.65444444",NA,NA,NA,NA,NA,NA,"-51.34944444","-24.65444444",NA,NA,NA,NA,NA,NA
