"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","coordinatePrecision","geoFlag","recordNumber","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","sex"
"538","2019-02-15 11:36:43-02","IPA","IPA","69113","S","Plantae","Commelinaceae","Commelina","diffusa","Commelina diffusa","Burm. f.","Roxana Barreto","1996","12","12","Hoehne, W.","1946","05","13","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0069113","Alto da Lapa","53584","auto","2159",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"539","2019-02-15 11:36:44-02","IPA","IPA","55135","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Araújo, F.S.","1991","04","11","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Erva.; Caatinga.","IPA0055135",NA,"68662","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"540","2019-02-15 11:36:44-02","IPA","IPA","22739","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Luetzelburg","1934","11","28","Brasil","Ceará","Crato","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Tabuleiro.","IPA0022739","Granjeiro","30071","auto","26505",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"541","2019-02-15 11:36:46-02","IPA","IPA","69164","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","10","18","Peixoto, A.L.; et al.; et al.","1991","05","27","Brasil","Rio de Janeiro","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"Erva com flor azul (lavanda).","IPA0069164","braço direito da Represa de Ribeirão das Lages. Mata Atlântica, depois da bacia do Prata, beira do barranco.","20293","auto","6270",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"542","2019-02-15 11:36:46-02","IPA","IPA","69249","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","15","S/C","1975","04","01","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Planta herbácea ca. 30cm de altura, com flores liláses e estames amarelos esbranquiçados.","IPA0069249","Jardim Botânico, ao longo do rio.","57442","auto","2062",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"543","2019-02-15 11:36:46-02","IPA","IPA","9129","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Silva, J.F. da","1940","03","13","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0009129","Horto Florestal, na mata.","53584","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"544","2019-02-15 11:36:46-02","IPA","IPA","69175","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","15","Hoehne, W.","1942","03","03","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Flores azuis.","IPA0069175","próximo à Jaraguá.","53584","auto","1031",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-02-15 11:36:46-02","IPA","IPA","69188","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","10","18","Carvalho, A.M. de; Brito, H.S.; Santos, E.B. dos; Brito, H.S.; Santos, E.B. dos","1989","12","29","Brasil","Bahia","Aracatu","-41.4618988037109","-14.4274997711182",NA,NA,NA,NA,"Flores com pétalas azuis.; Caatinga. Solo arenoso.","IPA0069188","ca. 20 km na rodovia de Brumado para Vitória da Conquista.","40920","auto","2716",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-02-15 11:36:46-02","IPA","IPA","69229","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","06","15","Furlan, A.; Pirane, J.R.; Cordeiro, I.; Menezes, N.L.; Pirane, J.R.; Cordeiro, I.; Menezes, N.L.","1980","12","06","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"Erva de 50cm; flores azuis.","IPA0069229",NA,"52493","auto","CFCR-423",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"547","2019-02-15 11:36:46-02","IPA","IPA","69128","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","06","15","Martins, P.","1981","04","27","Brasil","Ceará","Aiuaba","-40.1236000061035","-6.57360982894897",NA,NA,NA,NA,"Erva.","IPA0069128","entre Marrecas e Barra, capoeira.","68662","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"548","2019-02-15 11:36:46-02","IPA","IPA","69129","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","06","15","Fernandes, A.; Martins, P.; Martins, P.","1981","02","25","Brasil","Ceará","Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Erva, flor branca.","IPA0069129","Sítio Santo Antônio, capoeira de mata.","14054","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"549","2019-02-15 11:36:46-02","IPA","IPA","69131","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","06","15","Fernandes, A.; Nunes, E.; Soares, R.P.; Nunes, E.; Soares, R.P.","1984","04","26","Brasil","Ceará","Santa Quitéria","-40.1567001342773","-4.33194017410278",NA,NA,NA,NA,"Erva, flor roxa.; Caatinga.","IPA0069131","Fazenda Itatiaia","62463","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-02-15 11:36:46-02","IPA","IPA","69227","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","10","18","Pirani, J.R.; Mello-Silva, R.; Mello-Silva, R.",NA,NA,NA,"Brasil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"Erva, bainhas, base dos internós e nervuras das folhas vináceos. Brácteas naviculares verdes. Pedúnculo verde, 3 sépalas alvo-hialinas. Pétalas, 2 maiores, superiores, azul arroxeadas. Uma bem menor inferior alva, hialina. Estiletes e","IPA0069227","Vale do Ribeirão dos Bois, em rochas úmidas na nascente de riacho, em densa população.","67219","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"551","2019-02-15 11:36:46-02","IPA","IPA","69241","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2003","09","16","Bovini, M.G.","1997","12","02","Brasil","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"Erva heli[ofila muito comum. Pétalas liláses. Estames amarelos.","IPA0069241","Parque Estadual do Rio Doce, trilha do Porto Capim.","28215","auto","1250",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-02-15 11:36:46-02","IPA","IPA","69216","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","10","18","Pirani, J.R.; Furlan, A.; Cordeiro, I.; Kawasaki, M.L.; Furlan, A.; Cordeiro, I.; Kawasaki, M.L.","1981","10","09","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Erva prostrada entre pedras de riacho da mata ciliar. Flores azuis. Frutos verdes.","IPA0069216","ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","26557","auto","CFSC7592",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"553","2019-02-15 11:36:46-02","IPA","IPA","59463","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2000","06","12","Lopes Freitas, L.H.","2000","05","23","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Folhas de cor verde escuras, glabras. Flores com as três pétalas de mesma coloração azul anil. Produziu poucas flores e sementes nas condições de cultivo. O aspecto geral da planta assemelha-se ao de C. diffusa, mas todas as estrutura","IPA0059463",NA,"13937","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-02-15 11:36:46-02","IPA","IPA","83382","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Alcina Viana","2009","08",NA,"Laine, B.","2009","03",NA,"Brasil","Paraíba","Santa Teresinha","-37.4453010559082","-7.03888988494873",NA,NA,NA,NA,"Erva, ca. 1m de altura.; Caatinga.","IPA0083382","Fazenda Tamanduá, áreas em regeneração.","19939","auto","33",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"555","2019-07-26 11:39:44-03","IPA","IPA","83960","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Alcina Viana","2008","06","12","Ferreira, C.","2008","05","15","Brasil","Pernambuco","Araripina","-40.4982986450195","-7.57610988616943",NA,NA,NA,NA,"Erva, flor de cor azul.; Caatinga. Material em estudo pelo pesquisador do IPA, Dr. Antonio Timóteo","IPA0083960","Fazenda Soares","41571","auto","83960",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-02-15 11:36:46-02","IPA","IPA","58605","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Lima, V.C.","1998",NA,NA,"Lima, V.C.; Ferreira, C.; Ferreira, C.","1998","01","21","Brasil","Pernambuco","Belo Jardim","-36.4241981506348","-8.3355598449707",NA,NA,NA,NA,"Erva cespitosa, 50cm de comprimento.; Solo humoso.","IPA0058605","Sítio Água Branca, propriedade do Sr. Tota. Agreste subida para o brejo de altitude.","27307","auto","21",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-02-15 11:36:44-02","IPA","IPA","22211","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Medeiros-Costa; Andrade-Lima; Andrade-Lima","1977","09","22","Brasil","Pernambuco","Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"Erva decumbente, na sombra formada por mangabeiras.; Cerrado.","IPA0022211","Suape, área do Projeto Suape, parte posterior (Estação C).","25282","auto","22",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"558","2019-02-15 11:36:44-02","IPA","IPA","42723","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Araújo, F.","1984","06","16","Brasil","Pernambuco","Parnamirim","-39.5783004760742","-8.09055995941162",NA,NA,NA,NA,"Erva rasteira.; Regossolo raso.","IPA0042723","km 4,4 da estrada Parnamirim-Fazenda Travessia.","69919","auto","154",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"559","2019-02-15 11:36:44-02","IPA","IPA","51419","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Ramesh Bedi","1986",NA,NA,"Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,NA,"IPA0051419",NA,"18865","auto","11",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"560","2019-02-15 11:36:44-02","IPA","IPA","21245","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Andrade-Lima","1958","08","24","Brasil","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,NA,"IPA0021245","Curado, invasoura de lavoura de cana.","18865","auto","58-5956",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"561","2019-02-15 11:36:46-02","IPA","IPA","69208","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","15","Gottsbsberger, I.; Gottsbsberger, G.; Gottsbsberger, G.","1971","03","13","Brasil","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"0,8m high; petals blue, anthers yellow.; Campo cerrado on upland (or occasionally forest). Open marsh or secondary forest along streams. Open marsh along a bbrook with small scrubby tress and shrubs.","IPA0069208","25 km SW the city of Botucatu. Along the Botucatu-Itatinga road, 3 km before at arriving the Castelo branco highway, just at the border of the municipios Botucatu-Itatinga.","40412","auto","116",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"562","2019-02-15 11:36:46-02","IPA","IPA","9130","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Pickel, B.","1938","12","22","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0009130","Casa Verde, numa valeta.","53584","auto","4813",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-02-15 11:36:44-02","IPA","IPA","13784","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Barros Lima","1966","04","24","Brasil","Pernambuco","São Caetano",NA,NA,NA,NA,NA,NA,"Flores alvas.","IPA0013784",NA,NA,NA,"17",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"564","2019-02-15 11:36:44-02","IPA","IPA","29137","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Emperaire, L.","1979",NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0029137","Serra da Capivara",NA,NA,"541",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"565","2019-07-26 11:39:44-03","IPA","IPA","32068","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Giulietti, A.M.;; Lima, V.C.; Zoé Brito; Gallindo, F.; et al.; Lima, V.C.; Zoé Brito; Gallindo, F.; et al.","1982","01","11","Brasil","Pernambuco","São Caetano",NA,NA,NA,NA,NA,NA,"Erva; flores lilases com estames amarelos.; Caatinga. Solo bem drenado.","IPA0032068","BR-232, poucos metros após a divisa com Caruaru.",NA,NA,"CFPE--24",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"566","2019-02-15 11:36:46-02","IPA","IPA","69169","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl",NA,NA,NA,NA,"Noblick, L.R.; Pinto, A.; Carvalho, A.; Pinto, A.; Carvalho, A.","1984","04","22","Brasil","Bahia","Itabaiana","-40.283333","-12.183333","-40.283333","-12.183333",NA,NA,"Erva com caule decumbentes de corolas azuis.; Caatinga.","IPA0069169","lugares mais úmidos.",NA,NA,"3156",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"567","2019-02-15 11:36:46-02","IPA","IPA","63151","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Rita Pereira","2003","06",NA,"Coelho, D.M.; Silva, R.A.; Silva, R.A.","2000","06","28","Brasil","Alagoas","Olho D'água do Casado","-37.841667","-9.522222","-37.841667","-9.522222",NA,NA,"NV.: Erva de Santa Luzia. Erva com 20 cm de altura Inflorescência de cor azul. Estames amarelos. Indicação popular: olhos e diabetes. Parte utiliza","IPA0063151","Capelinha/Serra da Múmia. 320 m. Geologia: contato arenito/cristalino.",NA,NA,"388",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-02-15 11:36:46-02","IPA","IPA","65214","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2002",NA,NA,"Reis, A.M.S.; Silva, K.A.; Araújo, E.L.; Silva, K.A.; Araújo, E.L.","2002","05","25","Brasil","Pernambuco","Caruaru","-35.920278","-8.231667","-35.920278","-8.231667","638","638","Flor azulada, protegida por brácteas; gineceu com anteras amarelas.","IPA0065214","Estação Experimental do IPA, próximo ao rio.",NA,NA,"02",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-02-15 11:36:46-02","IPA","IPA","68833","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2000","06","20","Roxana Barreto; Alcina Viana; Andrade, M.J.G.; Alcina Viana; Andrade, M.J.G.","2000","06","20","Brasil","Pernambuco","Sertânia","-37.251667","-8.0625","-37.251667","-8.0625","619","619","Flores com pétalas liláses, estames e estaminódios amarelos.&nf;; Caatinga, solo arenoso.","IPA0068833","saída da cidade de Sertânia no sentido de Monteiro-PB, beira da estrada.",NA,NA,"07",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"570","2019-02-15 11:36:46-02","IPA","IPA","68865","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2000","09","19","Roxana Barreto; Alcina Viana; Cantarelli, J.; Alcina Viana; Cantarelli, J.","2000","09","19","Brasil","Pernambuco","Brejo da Madre de Deus","-36.313889","-8.1275","-36.313889","-8.1275","562","562","Ocasional. Cálice hialino, corola com 2 pétals azuis e uma hialina, filetes brancos na base e arroxeado no ápice, uma antera maior amarela e duas menores castanhas, 03 anteróides amarelos, estilete branco na base e arroxeado no ápice,","IPA0068865","Barra do Farias, local sombreado.",NA,NA,"30",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"571","2019-02-15 11:36:46-02","IPA","IPA","68867","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2000","08","08","Alcina Viana; Cantarelli, J.; Cantarelli, J.","2000","08","08","Brasil","Pernambuco","Alagoinha","-36.774722","-8.426667","-36.774722","-8.426667","565","565","Em plena floração. Corola azul, anteras amarelas.; Caatinga arbustiva. Solo argiloso.","IPA0068867","Serra do Gavião, local úmido e sombreado.",NA,NA,"76",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-02-15 11:36:46-02","IPA","IPA","68935","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2004","05","04","Silva, K.A.","2004","03","03","Brasil","Pernambuco","Petrolândia","-38.230833","-9.101111","-38.230833","-9.101111","422","422","Herbácea; flor protegida por brácteas e pétalas azuis, estames com anteras amarelas.; Caatinga sedimentar.","IPA0068935","Mundo Novo",NA,NA,"241",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"573","2019-02-15 11:36:46-02","IPA","IPA","68939","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2004","05","04","Silva, K.A.","2004","03","01","Brasil","Pernambuco","Petrolândia","-38.230833","-9.101111","-38.230833","-9.101111",NA,NA,"Herbácea; flor protegida por brácteas e pétalas azuis, estames com anteras amarelas.; Caatinga sedimentar.","IPA0068939","Mundo Novo",NA,NA,"201",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"574","2019-02-15 11:36:46-02","IPA","IPA","69248","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","15","S.B.","1953","03","25","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0069248",NA,NA,NA,"136",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"575","2019-02-15 11:36:46-02","IPA","IPA","69250","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","15","Gottsberger, G.","1971","04","17","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Flores brancas.; Matas pluviais da serra, vegetação secundária, km 3.","IPA0069250","Serra da Mantiqueira, maciço do Itatiaia, Parque Nacional do Itatiaia (Agulhas Negras), ao longo da estrada.",NA,NA,"1747",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"576","2019-02-15 11:36:46-02","IPA","IPA","69266","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","04","15","S/C","1988","07","22","Brasil","Minas Gerais","Caraça",NA,NA,NA,NA,NA,NA,"Herbáceo, com pedicelo longo e estéril.; Campo rupestre.","IPA0069266",NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"577","2019-02-15 11:36:46-02","IPA","IPA","82381","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Alcina Viana","2007","07","18","Cano, O.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.","2007","07","18","Brasil","Pernambuco","Buíque","-37.241111","-8.588333","-37.241111","-8.588333","810","810","Erva ca. de 30 cm de altura, flores amarelas","IPA0082381","Vale do Catimbau, Paraiso Selvagem, propriedade do Sr. Jurandir, no inicio da subida em direção ao alto do lajeiro",NA,NA,"725",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"578","2019-02-15 11:36:46-02","IPA","IPA","82871","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Alcina Viana","2008","06","19","Rita Pereira; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Ros; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Rosselini, R.","2008","06","19","Brasil","Pernambuco","Buíque","-37.156389","-8.5225","-37.156389","-8.5225",NA,NA,"Erva, flores azuis; Caatinga","IPA0082871","Vale do Catimbau, Estrada para Alcobaça-Sítio Palmeira",NA,NA,"2768",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"579","2019-02-15 11:36:46-02","IPA","IPA","69209","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","06","15","Cavalcanti, T.B.; Semir, J.; Chukr, N.S.; Menezes, N.L.; Mello-Silva, R.; Semir, J.; Chukr, N.S.; Menezes, N.L.; Mello-Silva, R.","1995",NA,NA,"Brasil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"Erva prostrada, em local úmido. Flores azuis.","IPA0069209","margem de córrego à saida da cidade, na estrada para o Rio Ventania.","67219","auto","CFCR95",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"580","2019-02-15 11:36:46-02","IPA","IPA","69225","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","10","18","Mello-Silva, R.; Cordeiro, I.; Pirani, J.R.; Kameyama, C.; Meguro, M.; Cordeiro, I.; Pirani, J.R.; Kameyama, C.; Meguro, M.","1986","01","07","Brasil","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"Erva entre rochas, subereta. Flores roxas.","IPA0069225","próximo da saída na estrada para FRancisco Sá.","67219","auto","CFCR-9036",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"581","2019-02-15 11:36:46-02","IPA","IPA","69239","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2003","09","16","Brancia, P.A.; Bauer, M.B.; Bauer, M.B.","1996","04","17","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Planta herbácea. Flores azuis.","IPA0069239","Campus da UFV, Belvedere.","13937","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"582","2019-02-15 11:36:46-02","IPA","IPA","69242","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","2003","09","16","Barbosa, W.M.","1998","03","17","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"Flor azul-clara, 2 pétalas unguiculadas; inflorescência terminal (2-4 flores), antera amarela. Folha verde, bráctea verde. Semi-prostrada. Porte robusto.","IPA0069242","Campus da UFV, Belvedere. Planta coletada em ambiente de sombra da mata, próximo da represa.","13937","auto","s.n.",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"583","2019-02-15 11:36:46-02","IPA","IPA","82854","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Costa; VIana, A.; Silva, M.B.","2008","10","14","Rita Pereira; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Ros; Costa; Silva, M.B.; Santos, E. .A.; Alcina Viana; Silva, J.S.; Rosselini, R.","2008","06","18","Brasil","Pernambuco","Buíque","-37.1557998657227","-8.62306022644043",NA,NA,NA,NA,"Erva com flores lilases; Caatinga","IPA0082854","Vale do Catimbau, Trilha das Torres","38964","auto","2751",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
"584","2019-02-15 11:36:44-02","IPA","IPA","53180","S","Plantae","Commelinaceae","Commelina","obliqua","Commelina obliqua","Vahl","Roxana Barreto","1996","09","17","Guedes, F.","1992",NA,NA,"Brasil","Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"Caatinga arbórea.","IPA0053180","Estação Experimental do IPA","35136","auto","143",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
