"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","relatedCatalogItem"
"50","2021-02-25 10:12:29-03","CVRD","CVRD","12734","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Alexandre R. Zuntini","Zuntini, A.R. et al.","115","2007","09","18","América do Sul","BRASIL","ES","Linhares","lado esquerdo, 200 m antes da estrada do Parajú.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Ipê amarelo","CVRD012734",NA,NA,"2007","09","18","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"51","2021-02-25 10:12:29-03","CVRD","CVRD","11279","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Julio A. Lombardi","Lombardi, J.A.","7126","2008","01","23","América do Sul","BRASIL","ES","Linhares","Plantada no arboreto parcela 183.","-40.0722007751465","-19.3910999298096",NA,"Coleta stereo <ll>dwc_commonname:</ll> Ipê amarelo","CVRD011279",NA,NA,"2008","01","23","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"52","2021-02-25 10:12:29-03","CVRD","CVRD","12733","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H. Gentry) S. O. Grose","Alexandre R. Zuntini","Zuntini, A.R. et al.","100","2007","09","14","América do Sul","BRASIL","ES","Linhares","próximo à porteira do aceiro Calimã.","-40.0722007751465","-19.3910999298096",NA,"Flores com cálice amarelo, levemente amarronzado adaxialmente. Corola amarela, estiletes creme e anteras marrons. <ll>dwc_commonname:</ll> Ipê amarelo","CVRD012733",NA,NA,"2007","09","14","48094","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"53","2021-03-15 18:26:02-03","USP","SPF","199193","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Folli, DA","5712","2007","09","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrIpe Amarelo, Km 0.05Mata de tabuleiro","-40.0722007751465","-19.3910999298096",NA,"Arvore de 29m. Flores e botões amarelos. Seiva incolor.","SPF00199193",NA,NA,"2009",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 18:26:02-03","USP","SPF","199192","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Siqueira, GS","356","2007","09","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrIpe Amarelo, Km 0.15mata de tabuleiroColeta IAS-63 Holotypo.","-40.0722007751465","-19.3910999298096",NA,"Arvore com 30m de alt. Diametro da copa com 10m. Altura do Fuste 20m, com CAP de 166.5cm. Botões verdes. Flores amarelas. Seiva incolor.","SPF00199192",NA,NA,"2009",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 18:26:02-03","USP","SPF","199240","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Lohmann, LG","Folli, DA","322","1981","09","03",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDestrMacpele de sapo","-40.0722007751465","-19.3910999298096",NA,"Arboreo, botão verde, flor amarela; Mat de tabuleiro","SPF00199240",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 18:26:02-03","USP","SPF","199241","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Lohmann, LG","Silva, IA","11","1978","07","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDestrOiticica, Km 0.19Mata de tabuleiro.","-40.0722007751465","-19.3910999298096",NA,"Arborea, 26m de alt. Botão verde claro. Flor amarela.","SPF00199241",NA,NA,"2009",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 18:26:02-03","USP","SPF","199195","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Folli, DA","5689","2007","08","23",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDProxa casa do CalimãAceiro Lasa Santa Terezinha, Km 0.15","-40.0722007751465","-19.3910999298096",NA,"Arvore de 18m de alt. Botões verdes. Flores amarelas.","SPF00199195",NA,NA,"2009",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 18:26:02-03","USP","SPF","199194","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Siqueira, GS","355","2007","09","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDProxa entrada para a estrada do Paraju 200m, lado esquerdoEstrGavea, Km 14.2.","-40.0722007751465","-19.3910999298096",NA,"Arvore de 26m. Botões amarronzados. Flores amarelas. Seiva incolor.","SPF00199194",NA,NA,"2009",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 18:26:02-03","USP","SPF","207664","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Zuntini, AR; Souza, M; Siqueira, GS","115","2007","09","18",NA,"Brasil","Espírito Santo","Sooretama","Estrada da Gavea, km 14,5, lado esquerdo, 200m antes da estrada do Parajú","-40.0978012084961","-19.1968994140625",NA,"Árvore 25m.Cálice bege e corola amarela, muito delicada, estames com filetes amarelos e tecas brancas, ovário com glandulas arroxeadas. Frutos imaturos verde","SPF00207664",NA,NA,"2007",NA,NA,"33715","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 18:26:02-03","USP","SPF","199242","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Zuntini, AR","Zuntini, AR","116","2007","09","18",NA,"Brasil","Espírito Santo","Sooretama","Reserva Natural da Companhia Vale do Rio Doce (#?#Reserva de Linhares#?#)Estrada Ipê amarelo, km 0,46, lado direito, na beira da estrada","-40.0978012084961","-19.1968994140625",NA,"Árvore, 35m. Botões esverdeados. Cálice bege e corola amarela. Mesmo indivíduo da Coleta IAS-063 (holotypus)","SPF00199242",NA,NA,"2007","10",NA,"33715","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-10-07 09:15:49-03","UEFS","HUEFS","46181","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H.Gentry","M.M.Silva-Castro","Amorim, A.M.","2630","1998","11","07",NA,"Brasil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7,5 Km de Jussari. Faz. Teimoso. RPPN, Serra do Teimoso.","-39.528611","-15.158056",NA,"Mata Mesófila.","HUEFS0046181","HUEFS0046181",NA,"2007","10",NA,NA,NA,"39W31'43''","15S9'29''",NA,NA,NA,"Asteranae",NA
"62","2019-10-07 09:15:49-03","UEFS","HUEFS","46182","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H.Gentry","M.M.Silva-Castro","Amorim, A.M.","2630","1998","11","07",NA,"Brasil","Bahia","Jussari","Rod. Jussari-Palmira. Entrada ca. 7,5 Km de Jussari. Faz. Teimoso. RPPN, Serra do Teimoso.","-39.528611","-15.158056",NA,"Mata Mesófila.","HUEFS0046182","HUEFS0046182",NA,"2007","10",NA,NA,NA,"39W31'43''","15S9'29''",NA,NA,NA,"Asteranae",NA
"63","2020-04-29 16:29:39-03","UFVJM","HDJF","5953","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Machado, ELM","Santos, LAG; Otoni, TJO; Machado, ELM","862","2012","09",NA,"Southern America","Brasil","Minas Gerais","Dom Joaquim","Zona Rural","-43.194167","-19.0025",NA,NA,"HDJF005953","HDJF005953_01",NA,"2013",NA,NA,NA,NA,"-43.194167","-19.0025","738","738",NA,NA,NA
"64","2020-04-29 16:29:40-03","UFVJM","HDJF","5965","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Bignoniaceae","Tabebuia","riodocensis","Tabebuia riodocensis","A.H.Gentry","Machado, ELM","Santos, LAG; Otoni, TJO; Machado, ELM","s.n.","2012","09",NA,"Southern America","Brasil","Minas Gerais","Dom Joaquim","Zona Rural","-43.194167","-19.0025",NA,NA,"HDJF005965",NA,NA,"2013",NA,NA,NA,NA,"-43.194167","-19.0025","738","738",NA,NA,NA
"65","2020-07-23 12:00:02-03","CEPLAC","CEPEC","127981","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"F. S. Espírito-Santo","T. S. dos Santos","1892","1971","08","23",NA,"Brasil","Bahia","JUSSARÍ","Km 5 da Rod. A Palmira.","-39.4953002929688","-15.1913995742798",NA,"<ll>dwc_commonname:</ll> Pau d'arco-flor-de-agodão",NA,NA,NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA,NA,NA,"07/12/2011"
"66","2020-07-23 12:00:02-03","CEPLAC","CEPEC","151066","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"L. Daneu","Paulino, R.C.","24","2014","11","26",NA,"Brasil","Bahia","POTIRAGUÁ","Conglomerado BA_1366-1-2-9","-39.780278","-15.839722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"39W46'49","15S50'23",NA,NA,NA,NA,"9/6/2015"
"67","2020-07-23 12:00:02-03","CEPLAC","CEPEC","142387","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"Sem Informação","Rocha, F.O.","69","2014","08","14",NA,"Brasil","Bahia","IBIRATAIA","Conglomerado BA_1144-2-3-2","-39.599444","-14.039722",NA,"Duplicatas: RB",NA,NA,NA,NA,NA,NA,NA,NA,"39W35'58","14S2'23",NA,NA,NA,NA,NA
"68","2020-07-23 12:00:02-03","CEPLAC","CEPEC","151340","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"Daneu, L.","Rocha, F.O.","88","2014","08","22",NA,"Brasil","Bahia","IPIAÚ","Conglomerado BA_1143-2-10-17","-39.779722","-14.039722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"39W46'47","14S2'23",NA,NA,NA,NA,"9/6/2015"
"69","2020-07-23 12:00:02-03","CEPLAC","CEPEC","82017","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"F. S. Espírito-Santo","A. M. Amorim","2630","1980","12","09",NA,"Brasil","Bahia","JUSSARÍ","Rod. Jussari/Palmira. Ntrada ca. 7,5Km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,"18/03/2011"
"70","2020-07-23 12:00:02-03","CEPLAC","CEPEC","84360","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"F. S. Espírito-Santo","J. G. Jardim","2417","2000","01","14",NA,"Brasil","Bahia","JUSSARÍ","ntrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Kmda entrada. RPPN Serra do Teimoso. Árvore 869.","-39.536111","-15.160278",NA,"<ll>dwc_commonname:</ll> Ipê, Pau-d'arco",NA,NA,NA,NA,NA,NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,"17/03/2011"
"71","2020-07-23 12:00:02-03","CEPLAC","CEPEC","84418","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"F. S. Espírito-Santo","J. G. Jardim","2455","2000","01","14",NA,"Brasil","Bahia","JUSSARÍ","Entrada a 7,5Km Rod. Jussari/Palmira. Faz. Teimoso, 1,7Km da entrada. RPPN Serra do Teimoso. Parcela 34. Árvore 955.","-39.536111","-15.160278",NA,"<ll>dwc_commonname:</ll> Ipê, Pau-d'arco",NA,NA,NA,NA,NA,NA,NA,NA,"39W32'10","15S9'37",NA,NA,NA,NA,"17/03/2011"
"72","2020-07-23 12:00:02-03","CEPLAC","CEPEC","151068","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis",NA,"L. Daneu","Paulino, R.C.","27","2014","11","26",NA,"Brasil","Bahia","POTIRAGUÁ","Conglomerado BA_1366-1-3-25","-39.780278","-15.839722",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"39W46'49","15S50'23",NA,NA,NA,NA,"3/6/2015"
"73","2019-11-21 10:02:11-03","IBt","SP","334906","S","Plantae",NA,NA,"Bignoniaceae","Handroanthus","riodocensis","Handroanthus riodocensis","(A.H.Gentry) S.O.Grose","Espírito Santo, FS","Amorim, AM; Jacques, EL; Juchum, FS; Berbert, H; Paixão, JL","2630","1998","11","07",NA,"Brasil","Bahia","Jussari","Rod. Jussari - Palmira. Entrada ca. 7,5km de Jussari. Faz. Teimoso RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,"SP058893","SP058893",NA,"2011","05","02",NA,NA,"-39.528611","-15.158056",NA,NA,NA,NA,NA
