"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","stateProvince","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"49","2021-03-16 17:56:29-03","UCS","HUCS","48865","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Gonzatti, F.","3934",NA,"Brasil",NA,"Erva epífita em arvoreta, local com cachoeira, à sombra, entre Tronqueira e Terreirão","HUCS002218","HUCS002218","Gonzatti, F.","2017","11","Minas Gerais","Parque Nacional do Caparaó","-41.837111","-20.409917","13","Alto Caparaó","1350","1350",NA,NA,"2018","11","-41.837111","-20.409917",NA,NA,NA,NA,NA
"50","2021-03-16 17:56:29-03","UCS","HUCS","51489","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Gonzatti, F.","3247",NA,"Brasil",NA,"750 à 900m; Erva pendente formando um tufo. Em mata nebular. Topo do morro da Tajuva. Bordo de mata.","HUCS007563",NA,"Gonzatti, F.","2017","01","Rio Grande do Sul","Vale do Paraíso, Serra da Tajuva","-50.005556","-29.395","14","Morrinhos do Sul","750","750",NA,NA,"2021","01","-50.005556","-29.395",NA,NA,NA,NA,NA
"51","2019-06-27 10:25:27-03","UFES","VIES","33890","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Zorzanelli, J.P.F.","1069",NA,"Brasil",NA,NA,"VIES033890","VIES033890","Zorzanelli, J.P.F.","2014","08","Espírito Santo","Serra do Valentim.","-41.5358009338379","-20.3458003997803","01","Iúna","1447","1447","32198","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:32:02-03","MBM","MBM","171867","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Imaguire, N.","1206","Southern America","Brazil",NA,NA,"MBM171867","MBM171867","Dittrich, VA de O","1970","05","Paraná","Morro Luar","-49.0553016662598","-25.3055992126465","10","Campina Grande do Sul",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:32:02-03","MBM","MBM","18687","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Hatschbach, G.","6584","Southern America","Brazil",NA,NA,"MBM018687","MBM018687","Sehnem, A.","1959","09","Paraná","Morro do Araçatuba","-48.5746994018555","-25.8827991485596","22","Guaratuba",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:32:02-03","MBM","MBM","279476","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Braga, J.M.A.; et al.; et al.","5278","Southern America","Brazil",NA,NA,"MBM279476","MBM279476","Braga, J.M.A.","1999","06","Rio de Janeiro","Parque Nacional da Serra dos Orgãos","-42.9655990600586","-22.4122009277344","03","Teresópolis",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:32:02-03","MBM","MBM","248993","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Rosa, D.; et al.; et al.","31","Southern America","Brazil",NA,NA,"MBM248993","MBM248993","Dittrich, VA de O","1999","08","Paraná","Morro do Facãozinho, Parque Estadual Marumbi","-48.834400177002","-25.476900100708","24","Morretes",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:32:02-03","MBM","MBM","18688","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Imaguire, N.","1846","Southern America","Brazil",NA,NA,"MBM018688","MBM018688","Sehnem, A.","1950","02","Paraná","Morro Facãozinho","-48.834400177002","-25.476900100708","12","Morretes",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:32:02-03","MBM","MBM","18686","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Hatschbach, G.","2550","Southern America","Brazil",NA,NA,"MBM018686","MBM018686","Brade, A.C.","1951","09","Paraná","Rio Taquari","-49.0633010864258","-25.4416999816895","29","Piraquara",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:32:02-03","MBM","MBM","18685","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Hatschbach, G.; Lange, R.; Lange, R.","5280","Southern America","Brazil",NA,NA,"MBM018685","MBM018685","Morton, C.V.","1958","12","Paraná","Fazenda Morungava, Rio do Funil","-49.4636001586914","-24.1128005981445","12","Sengés",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:32:02-03","MBM","MBM","219983","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Ribas, O.S.; Cordeiro, J.; Pereira, L.B.S.; Cordeiro, J.; Pereira, L.B.S.","2126","Southern America","Brazil",NA,NA,"MBM219983","MBM219983","Dittrich, VA de O","1997","12","Paraná","Serra Papanduva","-49.1988983154297","-25.9281005859375","15","Tijucas do Sul",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:32:08-03","MBM","MBM","391624","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","5209","Southern America","Brazil",NA,"Epífita. Unicata.; Floresta Ombrófila Densa Altomontana (matinha nebular).","MBM391624","MBM391624","Barboza, E.","2014","08","Paraná","Pico Pedra Branca de Araraquara, parte alta da trilha","-48.878333","-25.936944","12","Guaratuba","1080","1080",NA,NA,"2014","08","-48.878333","-25.936944",NA,"21",NA,NA,NA
"61","2020-12-21 16:32:08-03","MBM","MBM","430153","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Völtz, R.R.; Meyer, F.S.; Brotto, M.L.; Meyer, F.S.; Brotto, M.L.","2178","Southern America","Brazil",NA,"Erva epífita pendente no interior de Floresta Ombrófila Densa Altomontana de topo de morro; estróbilos verdes.; Floresta Ombrófila Densa Altomontana.","MBM430153",NA,"Völtz, R.R.","2019","08","Rio de Janeiro","Morro do Seio da Mulher de Pedra","-42.800833","-22.379444","08","Teresópolis","2040","2040",NA,NA,"2019","08","-42.800833","-22.379444",NA,"18",NA,NA,NA
"62","2020-12-21 16:32:08-03","MBM","MBM","428949","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","3643","Southern America","Brazil",NA,"Epífita, 40 cm, local sombreado.; Floresta Ombrófila Densa Altomontana.","MBM428949",NA,"Lozano, E.D.","2017","04","Paraná","Morro Torre Amarela, trilha para o morro","-49.0633010864258","-25.4416999816895","23","Piraquara",NA,NA,"12577","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-01 15:33:14-03","PUC-RIO","FCAB","7636","PreservedSpecimen","Plantae",NA,"Pteridophyta","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","T.V. Costa; A.G.O. Silva","s.n.",NA,"Brasil",NA,"Erva epífita muito próxima ao solo, presa numa raiz. &nf;&nf;; Floresta Ombrófila Densa Alto-Montana. Local aberto com vegetação predominantemente arbustiva (poucas árvores).","FCAB007636",NA,"T.V. Costa","2014","02","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Trilha do Morro do Cubaio. Ladeira próxima ao abismo (Janelas do Bonfim).","-43.085083","-22.465722","22","Petrópolis","1525","1525",NA,NA,"2014","04","-43.085083","-22.465722",NA,"10",NA,NA,NA
"64","2020-02-28 16:43:52-03","PUC-RIO","FCAB","0456","PreservedSpecimen","Plantae",NA,"Pteridophyta","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","P. Capell S.J.","s.n.",NA,"Brasil",NA,NA,"000456",NA,"J. Condack","1951","07","Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838",NA,"Nova Friburgo",NA,NA,"33190","auto","2016","01",NA,NA,NA,"27",NA,NA,NA
"65","2015-09-04 13:44:54-03","MNHN","RECOLNAT_MNHN_P","P00559174","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Gardner, G.",NA,NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00559174' target='other'> <mi>dwc_moreinfo</mi></a>","P00559174","P00559174_01",NA,"1836",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80",NA
"66","2020-09-25 15:44:53-03","MNHN","RECOLNAT_MNHN_P","P01217612","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Glaziou, A.",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01217612' target='other'> <mi>dwc_moreinfo</mi></a>","P01217612","P01217612_01",NA,"1870","4","Rio de Janeiro","Haunt des Orgnes",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4470",NA
"67","2015-09-03 16:15:19-03","MNHN","RECOLNAT_MNHN_P","P01217613","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Moeller",NA,NA,"Brasil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01217613' target='other'> <mi>dwc_moreinfo</mi></a>","P01217613","P01217613_01",NA,"1893","1","Santa Catarina",NA,"-49.0661010742188","-26.9193992614746","1","Blumenau",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-09-29 14:53:04-03","UFPR","UPCB","57475","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","4225",NA,"Brasil",NA,"Epífita pendente, na mata nebular..","UPCB0010721","UPCB0010721","Matos, F.B. & Labiak, P.H.","2007","07","Espírito Santo","Parque Estadual do Forno Grande. Afloramentos rochosos, com matas úmidas nos vales.","-41.097222","-20.521111","18","Castelo","1700","1700",NA,NA,"2017",NA,"-41.097222","-20.521111",NA,NA,NA,NA,NA
"69","2020-09-29 14:53:04-03","UFPR","UPCB","57479","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","4230",NA,"Brasil",NA,"Epífita pendente, no interior da mata nebular. Afloramentos rochosos, com matas úmidas nos vales..","UPCB0010718","UPCB0010718","Matos, F.B. & Labiak, P.H.","2007","07","Espírito Santo","Parque Estadual do Forno Grande. Afloramentos rochosos, com matas úmidas nos vales.","-41.097222","-20.521111","18","Castelo","1700","1700",NA,NA,"2017",NA,"-41.097222","-20.521111",NA,NA,NA,NA,NA
"70","2020-09-29 14:53:04-03","UFPR","UPCB","81198","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Dinato, D.O.","68",NA,"Brasil",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Campo de altitude. Erva rupícola pendente..","UPCB0030031","UPCB0030031","Grupo Verde & Salino, A.","2012","10","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha entre o Abrigo 04 e a Pedra do Sino.","-43.017","-22.277","25","Teresópolis","2035","2035",NA,NA,"2012","10","-43.017","-22.277",NA,NA,NA,NA,NA
"71","2020-09-29 14:53:04-03","UFPR","UPCB","57806","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","3876",NA,"Brasil",NA,"Epífita na mata nebular. Floresta Ombrófila Densa..","UPCB0010719","UPCB0010719","Labiak, P.H.","2006","12","Paraná","Parque Estadual do Marumbi, Subida para o Boa Vista.","-48.929722","-25.455833","15","Morretes","1400","1400",NA,NA,"2017",NA,"-48.929722","-25.455833",NA,NA,NA,NA,NA
"72","2020-09-29 14:53:04-03","UFPR","UPCB","57963","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Paciencia, M.L.B. et al.","2178",NA,"Brasil",NA,"Epífita. Floresta ombrófila densa, solo argiloso..","UPCB0010724","UPCB0010724","Labiak, P.H.","2005","05","Paraná","PARNA Saint-Hilaire/Lange, Serra da Prata",NA,NA,"21","Alexandra","1240","1240",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-29 14:53:04-03","UFPR","UPCB","66785","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","4576",NA,"Brasil",NA,"Epífita na mata nebular. Material prensado em álcool..","UPCB0010725","UPCB0010725","Labiak, P.H.","2008","02","Espírito Santo","Parque Estadual do Forno Grande, localidade de Bateias. Floresta Ombrófila Densa Altomontana","-41.101667","-20.526944","13","Castelo","1250","1250",NA,NA,"2017",NA,"-41.101667","-20.526944",NA,NA,NA,NA,NA
"74","2020-09-29 14:53:04-03","UFPR","UPCB","66796","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","4833",NA,"Brasil",NA,"Epífita na mata nebular..","UPCB0010723","UPCB0010723","Pereira, J.B.S.","2008","07","Espírito Santo","Parque Estadual do Forno Grande, trilha da Balança. Floresta Ombrófila Densa Altomontana","-41.101667","-20.526944","18","Castelo","1250","1600",NA,NA,"2017",NA,"-41.101667","-20.526944",NA,NA,NA,NA,NA
"75","2020-09-29 14:53:04-03","UFPR","UPCB","68478","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Matos, F.B. et al.","124",NA,"Brasil",NA,"Epífita pendente sobre Alsophila setosa Kaulf., a 1,60m do solo. Gradiente entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","UPCB0010726","UPCB0010726","Labiak, P.H.","2004","12","Paraná","Mananciais da Serra, próximo ao Reservatório do Carvalho.","-48.983333","-25.483333","17","Piraquara","1100","1100",NA,NA,"2013","04","-48.983333","-25.483333",NA,NA,NA,NA,NA
"76","2020-09-29 14:53:04-03","UFPR","UPCB","69035","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Matos, F.B. et al.","1052",NA,"Brasil",NA,"Terrestre crescendo exposta entre rochas, no alto do morro, próximo ao cume. Campo Rupestre.","UPCB0010730","UPCB0010730","Matos, F.B.","2006","02","Bahia","Pico das Almas. 25 Km do centro da cidade em direção ao Campo do Queiroz.","-41.95","-13.55","26","Rio de Contas","1850","1850",NA,NA,"2017",NA,"-41.95","-13.55",NA,NA,NA,NA,NA
"77","2020-09-29 14:53:04-03","UFPR","UPCB","92364","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Matos, F.B.","2542",NA,"Brasil",NA,"Epífita no interior da mata. Ramos pendentes. Mata nebular..","UPCB0034377","UPCB0034377","F.B. Matos","2016","01","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha da Pedra do Sino, próximo ao Abrigo 4.","-43.025278","-22.458611","25","Teresópolis","2100","2100",NA,NA,"2016","01","-43.025278","-22.458611",NA,NA,NA,NA,NA
"78","2020-09-29 14:53:04-03","UFPR","UPCB","72439","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Mancinelli, W.S.","1041",NA,"Brasil",NA,"Epífita, ocorrente em Floresta Ombrófila Densa Montana..","UPCB0010732","UPCB0010732","Pereira, J.B.S.","2009","10","Santa Catarina","Morro da Tromba","-48.8456001281738","-26.3043994903564","26","Joinville","900","900","37150","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-09-29 14:53:04-03","UFPR","UPCB","39024","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Dala Rosa, S. | Silva, S.M.","31",NA,"Brasil",NA,"Epífita de ramos pendentes, em floresta alto montana..","UPCB0010717","UPCB0010717","Dittrich, V.A.O.","1999","08","Paraná","Morro do Facãozinho, Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708","24","Morretes","1000","1000","30514","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-09-29 14:53:04-03","UFPR","UPCB","44979","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Petean, M.P.","194",NA,"Brasil",NA,"Epífita a ca. 2m do solo. Coletada em floresta ombrófila densa altomontana..","UPCB0010720","UPCB0010720","Dittrich, V.A.O.","2001","03","Paraná","Parque Estadual do Pico do Marumbi, Pico do Morro Facãozinho","-48.834400177002","-25.476900100708","18","Morretes",NA,NA,"30514","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-09-29 14:53:04-03","UFPR","UPCB","43909","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Kozera, C. | Giongo, C.","1245",NA,"Brasil",NA,"Epífita, Floresta Ombrófila Densa Altomontana.","UPCB0010733","UPCB0010733","Dittrich, V.A.O.","1999","09","Paraná","Parque Estadual Pico do Marumbi, Morro Facãozinho","-48.834400177002","-25.476900100708","25","Morretes",NA,NA,"30514","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-09-29 14:53:04-03","UFPR","UPCB","69383","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Michelon, C.","600",NA,"Brasil",NA,"Epífita pendente. Frequente ao longo da trilha..","UPCB0010728","UPCB0010728","Michelon, C.","2009","10","Paraná","Parque Estadual Pico do Marumbi - Torre do Vigia","-49.0633010864258","-25.4416999816895","30","Piraquara","1300","1300","12577","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-09-29 14:53:04-03","UFPR","UPCB","57674","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Øllg.","Labiak, P.H. et al.","3503",NA,"Brasil",NA,"Epífita. Floresta Ombrófila Densa..","UPCB0010722","UPCB0010722","Labiak, P.H. & Prado, J.","2005","01","Paraná","Serra da Prata. Parque Nacional saint-Hilaire/Lange. PR1200.","-48.5746994018555","-25.8827991485596","26","Guaratuba","1200","1200","41937","auto","2017",NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-07-11 11:37:00-03","MO","MOBOT","100140527","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","J.M.A. Braga|A. Joffily","Braga 5278","South America","Brazil",NA,NA,NA,NA,"J.M.A. Braga","1999","6","Rio de Janeiro","Município de Teresópolis, Parque Nacional da Serra dos Orgãos, trilha para a Pedra do Sino.",NA,NA,"3",NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2010-04-15 17:18:00-03","MO","MOBOT","3322924","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","Alexander C. Brade","Brade 73756","South America","Brazil",NA,NA,NA,NA,"B. Øllgaard & P.G. Windisch","1954","4","Rio de Janeiro","Est de Sa Paulo: Serra de Bocai.",NA,NA,"20",NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","35938",NA,"Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10466",NA,"Brasil",NA,"Epífita na luz forte.","MBML035938","MBML035938","J.B.S. Pereira/17-V-2010","2008","01","Espírito Santo","Patrimônio da Penha, Parque Nacional do Caparão, Facão de Pedra","-41.791111","-20.618611","24","Divino de São Lourenço",NA,NA,NA,NA,NA,NA,"41W47'28","20S37'7",NA,NA,NA,NA,NA
"87","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","31372",NA,"Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","P. Labiak; et al","4230",NA,"Brasil",NA,NA,"MBML031372","MBML031372","F.B. Matos & P.Labiak/VII-2007","2007","07","Espírito Santo","Parque Estadual do Forno Grande","-41.100556","-20.519167","18","Castelo",NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA
"88","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","33983",NA,"Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","P. Labiak; et al","4576",NA,"Brasil",NA,"Epifita na mata nebular. Material prensado em álcool.","MBML033983","MBML033983","J.B.S. Pereira/17-V-2010","2008","02","Espírito Santo","Parque Estadual do Forno Grande","-41.101667","-20.526944","13","Castelo",NA,NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA
"89","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","36839",NA,"Plantae",NA,NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub","P. Labiak; et al","4833",NA,"Brasil",NA,NA,"MBML036839","MBML036839","J.B.S. Pereira/17-V-2010","2008","07","Espírito Santo","Parque Estadual do Forno Grande","-41.101667","-20.526944","18","Castelo",NA,NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA,NA,NA,NA,NA
"90","2017-12-06 12:32:38-02","UFLA","ESAL","29827","S","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B.Ollg.","Berg, E van den","s.n.",NA,"Brasil",NA,"Epífita, 50cm.; Floeresta de Galeria",NA,NA,"Massensini Jr.; A.","2017","08","Minas Gerais","Parque Estadual Serra do Papagaio","-44.738056","-22.123611","20","Lavras","1900","1900",NA,NA,"2017","10","-44.738056","-22.123611",NA,NA,NA,NA,NA
"91","2015-12-09 08:58:18-02","F","FMNH-PTERIDOPHYTES","C0663792F","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Lycopodiaceae","Huperzia","biformis","Huperzia biformis","(Hook.) Holub",NA,NA,"South America","Brazil",NA,NA,"C0663792F","C0663792F_01",NA,NA,NA,"Rio de Janeiro",NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2687608","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","G. Eiten & L. T. Eiten","6600","South America - Neotropics","Brazil",NA,NA,"US01381716","US01381716_01",NA,"1965","11","Rio de Janeiro","Município de Resende, Mt. Itatiália, planalto","-44.692","-22.425","4",NA,"2300",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2421243","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","E. Leite","3466","South America - Neotropics","Brazil",NA,NA,"US01381717","US01381717_01",NA,"1946","1","São Paulo","Campos do Jordao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"94","2020-09-12 05:00:02-03","US","US","2080499","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","Collector unknown","4346","South America","Brazil",NA,NA,"US01381719","US01381719_01",NA,"1949","7",NA,"Morro Caledonia, Nova-Friburgo, RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"95","2020-09-12 05:00:02-03","US","US","2690478","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","M. Kuhlmann","s.n.","South America - Neotropics","Brazil",NA,NA,"US01381714","US01381714_01",NA,"1935","1","São Paulo","Campos do Jordão, Umuarama",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"96","2020-09-12 05:00:02-03","US","US","532366","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","P. K. Dusén","587","South America","Brazil",NA,NA,"US01381720","US01381720_01",NA,NA,NA,NA,"Serra do Itatiaie [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
"97","2020-09-12 05:00:02-03","US","US","2690479","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","biformis","Phlegmariurus biformis","(Hook.) B. Øllg.","M. Kuhlmann","2243","South America - Neotropics","Brazil",NA,NA,"US01381715","US01381715_01",NA,"1949","11","São Paulo","Campos do Jordão, subida para o Pico do Itapeva",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,"1"
