"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"48","2021-03-01 16:43:16-03","UNICAMP","UEC","118055","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Yamamoto, K","Sajo, MG","s.n.","2000","11","22",NA,"Brazil","São Paulo","Botucatu","Horto Florestal","-48.439998626709","-22.8799991607666",NA,NA,NA,"Árvore, flores amarelas, frutos escuros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA
"49","2021-03-01 16:43:16-03","UNICAMP","UEC","105395","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Yamamoto, K","Tozzi, AMGA; Moreira, JLA; Santos, K; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC","340","1998","12","03",NA,"Brazil","São Paulo","Alumínio",NA,"-47.2599983215332","-23.5300006866455","680","680",NA,"Flores brancas com manchas rosadas.; Cerrado fechado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9250","auto",NA,NA,NA
"50","2021-03-01 16:43:16-03","UNICAMP","UEC","185043","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Shimizu, GH","Sajo, MG","s.n.","2000","11","22",NA,"Brazil","São Paulo","Botucatu","horto florestal de botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,"árvore flores amarelas e frutos escuros","UEC011149","UEC011149",NA,NA,NA,NA,NA,"2015","04",NA,"40412","auto",NA,NA,NA
"51","2021-03-01 16:43:16-03","UNICAMP","UEC","82759","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, MLG","Souza, VC; Yamamoto, K; Stehmann, JR; Dutilh, JHA","4741","1993","11","27",NA,"Brazil","São Paulo","Itararé","Fazenda Santa Andréia. Escarpa rochosa recoberta por campo graminoso, formando escrubes esparsos e com mata em direçãoao vale.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Arbusto, 2 m de altura, pétalas róseas. Escrube.","UEC010105","UEC010105",NA,NA,NA,NA,NA,"2000","08","07","27729","auto",NA,NA,NA
"52","2013-04-01 09:19:32-03","IPT","BCTW","86","S","Plantae","Magnoliophyta",NA,NA,"Qualea","selloi","Qualea selloi","Warm.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,"Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"53","2013-04-01 09:19:32-03","IPT","BCTW","87","S","Plantae","Magnoliophyta",NA,NA,"Qualea","selloi","Qualea selloi","Warm.",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Nacional das Fontes do Ipiranga (PEFI)","-46.63","-23.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA
"54","2020-12-21 16:47:37-03","MBM","MBM","172052","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","França, F.","Carvalho, A.M. de; et al.; et al.","4173","1993","02","20","Southern America","Brazil","Bahia","Jacobina","Serra do Tombador, ca. 25km na estrada para Morro do Chapéu","-40.5182991027832","-11.1806001663208",NA,NA,NA,NA,"MBM172052","MBM172052",NA,NA,NA,NA,NA,NA,NA,NA,"62396","auto",NA,NA,NA
"55","2020-12-21 16:47:37-03","MBM","MBM","410652","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Araújo, D.","Araújo, D.; Portugal-Santana, A.; Miranda, P.L.S.; Góes-Neto, L.A.A.; Bünger, M.; Portugal-Santana, A.; Miranda, P.L.S.; Góes-Neto, L.A.A.; Bünger, M.O.","2000","2012","03","20","Southern America","Brazil","Minas Gerais","Rio Pardo de Minas","Parque Estadual Serra Nova, Areinha","-42.731111","-15.653889","852","852",NA,"Árvore com cerca de 3 m; frutos marrons. Prensado em álcool.; Campo rupestre quartzito, solo arenoso.","MBM410652","MBM410652",NA,NA,"-42.731111","-15.653889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:47:37-03","MBM","MBM","196716","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Kawasaki, M.L.","Souza, V.C.; et al.; et al.","4741","1993","11","27","Southern America","Brazil","São Paulo","Itararé","Fazenda Santa Andréia","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"MBM196716","MBM196716",NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"57","2020-12-21 16:47:37-03","MBM","MBM","169225","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M.","Rodrigues, A.","s.n.","1940","11",NA,"Southern America","Brazil","São Paulo","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Flores em novembro","MBM169225","MBM169225",NA,NA,NA,NA,NA,"2000","08","07","53584","auto",NA,NA,NA
"58","2020-12-21 16:47:37-03","MBM","MBM","307432","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Shimizu, G.H.","Barboza, E.; Costa, E.F.; Linsingen, L. von; Costa, E.F.; Linsingen, L. von","1111","2005","07","14","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cerca do Grande","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Área do cerrado, flor alva, nervuras violeta","MBM307432","MBM307432",NA,NA,NA,NA,NA,"2009","11",NA,"44368","auto",NA,NA,NA
"59","2020-12-21 16:47:37-03","MBM","MBM","153217","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M.","Koscinski, M.","1096","1944","11",NA,"Southern America","Brazil","São Paulo","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,NA,NA,"Floração novembro.","MBM153217","MBM153217",NA,NA,NA,NA,NA,"1999","10",NA,"53584","auto",NA,NA,NA
"60","2020-12-21 16:47:37-03","MBM","MBM","68254","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi pubescens","Stafl.","Balslev, H.","Irwin, H.S.; et al.; et al.","30427","1971","01","15","Southern America","Brazil","Minas Gerais",NA,"Serra da Piedade",NA,NA,NA,NA,NA,NA,"MBM068254","MBM068254","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660160","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Claussen",NA,"1840","1","1",NA,"Brasil","Minas Gerais",NA,"Brésil (Minas-Geraes)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660160' target='other'> <mi>dwc_moreinfo</mi></a>","P04660160","P04660160_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA
"62","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660155","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,"Brésil. Province de Saint-Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660155' target='other'> <mi>dwc_moreinfo</mi></a>","P04660155","P04660155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1193",NA,NA
"63","2019-06-14 09:31:33-03","MNHN","RECOLNAT_MNHN_P","P00733862","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Stafleu","Sellow, F.",NA,NA,NA,NA,NA,"brésil",NA,NA,"Brasilia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00733862' target='other'> <mi>dwc_moreinfo</mi></a>","P00733862","P00733862_01",NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,"346",NA,NA
"64","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660153","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Claussen",NA,"1843","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660153' target='other'> <mi>dwc_moreinfo</mi></a>","P04660153","P04660153_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39",NA,NA
"65","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660154","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,"Brésil - Province de Saint Paul.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660154' target='other'> <mi>dwc_moreinfo</mi></a>","P04660154","P04660154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1193",NA,NA
"66","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660156","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660156' target='other'> <mi>dwc_moreinfo</mi></a>","P04660156","P04660156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1193",NA,NA
"67","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660157","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660157' target='other'> <mi>dwc_moreinfo</mi></a>","P04660157","P04660157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1193",NA,NA
"68","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660158","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Claussen",NA,"1840","4","1",NA,"Brasil","Minas Gerais",NA,"Brasilia. Minas Geraes.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660158' target='other'> <mi>dwc_moreinfo</mi></a>","P04660158","P04660158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660161","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Claussen",NA,"1849","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660161' target='other'> <mi>dwc_moreinfo</mi></a>","P04660161","P04660161_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42",NA,NA
"70","2015-09-05 04:36:40-03","MNHN","RECOLNAT_MNHN_P","P04660159","PreservedSpecimen",NA,NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Claussen",NA,"1842","11","1",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04660159' target='other'> <mi>dwc_moreinfo</mi></a>","P04660159","P04660159_01",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto","122",NA,NA
"71","2020-12-11 11:43:03-03","UFMG","BHCB","173875","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Torres, RB; Franceschinelli, EV; Arbocz, GF; Figueiredo, CS","790","1999","10","13","Southern America","Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.133333","-22.733333","1000","1000",NA,"Árvore ca. 12 m de alt.; flor com pétalas maiores rosadas com guias de nectários vinosos, botões florais verdes, estames com anteras amarelas.","BHCB018779",NA,NA,NA,"-46.133333","-22.733333",NA,"2002","11",NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:43:03-03","UFMG","BHCB","39899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:43:03-03","UFMG","BHCB","60648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA
"74","2020-12-11 11:43:03-03","UFMG","BHCB","15381","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Pedralli, G; et al.","s.n.","1986","10","20","Southern America","Brasil","Minas Gerais","Patrocínio",NA,"-46.9925003051758","-18.9438991546631",NA,NA,NA,"Espiga, flor roxa.","BHCB048020",NA,NA,NA,NA,NA,NA,"2000","08","07","44638","auto",NA,NA,NA
"75","2020-12-11 11:43:03-03","UFMG","BHCB","25424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Tameirão Neto, E","1694","1994","08","25","Southern America","Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,NA,"Cerrado.","BHCB048021",NA,NA,NA,NA,NA,NA,"2000","08","07","45889","auto",NA,NA,NA
"76","2020-12-11 11:43:03-03","UFMG","BHCB","32649","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Costa, LVC","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Brumadinho","Alberto Flores","-44.1996994018555","-20.1432991027832",NA,NA,NA,"Transição Mata-Cerrado.","BHCB048024",NA,NA,NA,NA,NA,NA,"2000","08","07","26639","auto",NA,NA,NA
"77","2021-02-11 17:22:10-03","UFPR","UPCB","14865","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, F.C.","Handro, O.H.","10318","1933","11","02",NA,"Brasil","São Paulo",NA,"Matas do Jardim Botânico",NA,NA,NA,NA,NA,"Árvore, fl. outubro dezembro, pétalas róseas com pintas sangüíneas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-11 17:22:10-03","UFPR","UPCB","15410","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, F.C.","Handro, O.H.","13395","1934","02","26",NA,"Brasil","São Paulo",NA,"Parque E.S. Paulo",NA,NA,NA,NA,NA,"Árvore, frutos..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-08-23 05:45:00-03","MO","MOBOT","2904688","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","M.L. Kawasaki","R.M. Harley|B.L. Stannard|Renato de Mello-Silva|David J.N. Hind|I. Cordeiro|Lucia Rossi","Harley 26298","1988","11","26","South America","Brazil","Bahia",NA,"Rio de Contas, Pico das Almas. Vertente norte. Area de campos e mata, noroeste do Campo do Queiroz. Na orla da mata ciliar.","-41.96666","-13.51666","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-04-26 05:08:00-03","MO","MOBOT","100203581","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","F. França","André M. de Carvalho|André M. Amorim|Jomar G. Jardim","Carvalho 4201","1993","2","20","South America","Brazil","Bahia",NA,"Município de Jacobina. Monte Tambor. Hotel Serra do Ouro.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2012-04-26 05:08:00-03","MO","MOBOT","100203595","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","F. França","André M. de Carvalho","Carvalho 4173","1993","2","20","South America","Brazil","Bahia",NA,"Município de Jacobina. Serra do Tombador. Ca. 25 km na estrada Jacobina/Morro do Chapéu. Matas de Galeria & Campos rupestres.",NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","2904490","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","L. Marcano-Berti","Howard S. Irwin","Irwin 25924","1970","2","3","South America","Brazil","Minas Gerais",NA,"Rocky hillside, ca. 2km N. of Paracatú.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","2904583","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","L. Marcano-Berti","Ezechias P. Heringer","Heringer 14865","1975",NA,NA,"South America","Brazil","Distrito Federal",NA,"Catetinho. Mata de galeria, fechada sombreada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-10 10:11:49-03","FZB-BH","BHZB","6098","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi",NA,"G.H.Shimizu","Echternacht, L.A.","625","2004","08","12",NA,"Brasil","MG","Carmópolis de Minas","Estação Ecológica da Mata do Cedro","-44.614361","-20.429444","773","773",NA,"Lat.: 20 25' 460 S, Long.: 44 36' 517 W. Com duplicata. Anteriormente identificada como Qualea sp. por D, Zappi.",NA,NA,NA,NA,"44W 36' 51.7","20S 25' 46.0",NA,"2019","03","21",NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3411687","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"F. C. Hoehne","s.n.","1932","2","26","South America - Neotropics","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"US01871505","US01871505_01 US01871505_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"53584","auto",NA,"1",NA
"86","2020-09-12 05:00:02-03","US","US","2566022","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"V. de Saint-Hilaire","1193","1816",NA,NA,"South America - Neotropics","Brazil","São Paulo",NA,"Province de Saint - Pauls.",NA,NA,NA,NA,NA,NA,"US03329857","US03329857_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","288627","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"F. Sellow","34b",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,NA,NA,NA,NA,"US00036552","US00036552_01",NA,"Lectotype",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"88","2020-09-12 05:00:02-03","US","US","3007106","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. Nunes, J. Hage & et al.","22473","1980","5","23","South America - Neotropics","Brazil","Bahia",NA,"Serra dos Lençois. ca. 4km N.E. of Lençois by old road.","-41.37","-12.53","500",NA,NA,NA,"US01871503","US01871503_01 US01871503_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"89","2020-09-12 05:00:02-03","US","US","2940076","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"H. S. Irwin, R. M. Harley & E. Onishi","30427","1971","1","15","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Upper shrub-covered slopes of Serra da Piedade, with iron-rich rocks and gravel, the soil restricted to crevices and pockets, ca. 35km E of Belo Horizonte, near BR-31.",NA,NA,"1850",NA,NA,NA,"US01871504","US01871504_01 US01871504_02",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"90","2020-09-12 05:00:02-03","US","US","1673883","PreservedSpecimen","Plantae",NA,"Polygalales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"-. Claussen","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US03329856","US03329856_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-02 16:40:43-03","Cenargen","CEN","98099","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","G. H. Shimizu","Pedro Fiaschi","829","2001","06","04",NA,"Brasil","SP","AGUAS DE LINDOIA","Morro Pelado.","-46.6300010681152","-22.4699993133545",NA,NA,"Exsicatas","Folhas coriáceas, com margem revoluta. Frutos imaturos indumentados. Doação Universidade de São Paulo - Herbário SPF.","CEN00098099","CEN00098099",NA,NA,NA,NA,NA,"2008","01",NA,"8148","auto",NA,"1",NA
"92","2019-11-13 11:33:06-03","USP","SPF","118118","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M","Garcia, RJF","47","1992","05","27",NA,"Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056",NA,NA,NA,NA,"SPF00118118",NA,NA,NA,"-46.7725","-23.663056",NA,"2000","08",NA,NA,NA,NA,NA,NA
"93","2019-11-13 11:33:06-03","USP","SPF","118119","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M","Garcia, RJF","162","1992","09","10",NA,"Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056",NA,NA,NA,NA,"SPF00118119",NA,NA,NA,"-46.7725","-23.663056",NA,"2000","08",NA,NA,NA,NA,NA,NA
"94","2019-11-13 11:33:06-03","USP","SPF","118120","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M","Garcia, RJF","299","1992","12","15",NA,"Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.7725","-23.663056",NA,NA,NA,NA,"SPF00118120",NA,NA,NA,"-46.7725","-23.663056",NA,"2000","08",NA,NA,NA,NA,NA,NA
"95","2019-11-13 11:33:06-03","USP","SPF","147692","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Shimizu, GH","Fiaschi, P","829","2001","06","04",NA,"Brasil","São Paulo","Águas de Lindóia",NA,"-46.6300010681152","-22.4699993133545",NA,NA,NA,NA,"SPF00147692",NA,NA,NA,NA,NA,NA,"2008","01",NA,"8148","auto",NA,NA,NA
"96","2019-11-13 11:33:06-03","USP","SPF","13277","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, W","Hoehne, W","s.n.","1946","11","30",NA,"Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,"SPF00013277",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA
"97","2019-11-13 11:33:06-03","USP","SPF","148350","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, FC","Hoehne, FC","s.n.","1931","10","26",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00148350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"98","2019-11-13 11:33:06-03","USP","SPF","13395","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, W","Handro, O","s.n.","1934","02","26",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00013395",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"99","2019-11-13 11:33:06-03","USP","SPF","13278","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Hoehne, W","Hoehne, W","s.n.","1944","12","07",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00013278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"100","2019-11-13 11:33:06-03","USP","SPF","11251","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Lisboa, M","Handro, O","s.n.","1933","11","02",NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00011251",NA,NA,NA,NA,NA,NA,"2000","08",NA,"53584","auto",NA,NA,NA
"101","2019-10-07 09:36:06-03","UEFS","HUEFS","19567","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","F.França","Krieger, L.",NA,"1942","01","08",NA,"Brasil","São Paulo","Santo Amaro",NA,NA,NA,NA,NA,NA,NA,"HUEFS0019567","HUEFS0019567",NA,NA,NA,NA,"Rosanae","1997","07",NA,NA,NA,NA,NA,NA
