"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"349","2020-12-23 17:06:27-03","UFCG","CSTR","5435","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Silva, R.H.; Silva, F.G.","2014","02","04",NA,"Brasil",NA,NA,"Arvore ca de 3m de altura; Próximo a propriedade de José Almeida",NA,NA,NA,NA,"Linn.","Silva, R.H.","33","Paraíba","Caatinga Aberta e antropizada","-37.704","-6.445333",NA,"Riacho dos Cavalos","255","255","2014","02","04","-37.704","-6.445333",NA,NA,NA,NA,NA,NA,NA,NA
"350","2020-12-23 17:06:46-03","UFCG","CSTR","4889","PreservedSpecimen","Plantae","Ximeniaceae","Ximenia","americana","Ximenia americana","Andrade, J.","2013","11","22",NA,"Brasil",NA,NA,"Sítio Riachão",NA,NA,NA,NA,"L.","Andrade, J.","s.n.","Pernambuco","Caatinga","-37.508944","-7.852917",NA,"São José do Egito",NA,NA,"2013","11","22","-37.508944","-7.852917",NA,NA,NA,NA,NA,NA,NA,NA
"351","2020-12-23 17:06:27-03","UFCG","CSTR","2492","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Ricardo, L.G.P.S.; Júnior, C.R.P.","2010","09","21",NA,"Brasil",NA,NA,"Arbusto; DAP 30 cm, 5m de altura, casca interna vermelha e alburno amarelo, fruto carnoso drupa. Oca; Comunidade Horto, Margem da estrada de acesso ao Santo Sepulcro.",NA,NA,NA,NA,"Linn.","Lucena, M.F.A.","16","Ceará","Caatinga , solo arenoso","-39.331556","-7.177556",NA,"Juazeiro do Norte","605","605","2011","03","15","-39.331556","-7.177556",NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-07-03 20:52:07-03","UFCG","CSTR","3796","PreservedSpecimen","Plantae","Oxalidaceae","Ximenia","americana","Ximenia americana","Costa, J.C.; Neto, F.C.","2012","11","02",NA,"Brasil",NA,NA,"Sítio Massapê",NA,NA,NA,NA,"L.","Costa, J.C.","52","Paraíba","Caatinga arbustiva","-36.357333","-6.6265",NA,"Picuí",NA,NA,"2012","11","02","-36.357333","-6.6265",NA,NA,NA,NA,NA,NA,NA,NA
"353","2020-12-23 17:06:27-03","UFCG","CSTR","4482","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Angelis, P. d'; Lucena, M.F.A.; Sousa, S.A. & Nóbrega, I.V.P.",NA,NA,NA,NA,"Brasil",NA,NA,"Pedicelo da flor de cor rosa; flores de cor branca; botão floral de cor verde.; Sítio Trapiá",NA,NA,NA,NA,"Linn.","Lucena, M.F.A.","s.n.","Paraíba",NA,"-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"354","2020-12-23 17:06:27-03","UFCG","CSTR","4880","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Almeida, F.C.P.","2013","10","22",NA,"Brasil",NA,NA,"P-10, 3-6m alt.,; Assentamento Brandão III",NA,NA,NA,NA,"Linn.","Almeida, F.C.P.","s.n.","Paraíba","Caatinga arbustiva arbórea, solo pedregoso e raso","-36.033333","-6.45",NA,"Cuité","450","450","2013","10","22","-36.033333","-6.45",NA,NA,NA,NA,NA,NA,NA,NA
"355","2020-12-23 17:06:27-03","UFCG","CSTR","3061","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Silva, C.G.","2011","10","14",NA,"Brasil",NA,NA,"Arbusto ca 4m alt., folhas membranáceas, flores amarela clara, botões florais verdes, frutos verdes.; Fazenda Nazaré, próximo a areoeira",NA,NA,NA,NA,"Linn.","Lucena, M.F.A.","113","Ceará","Caatinga arbórea densa, solo arenoso argiloso","-38.940722","-7.297778",NA,"Milagres","370","370","2011","09","14","-38.940722","-7.297778",NA,NA,NA,NA,NA,NA,NA,NA
"356","2020-07-27 15:25:51-03","UFCG","CSTR","1560","PreservedSpecimen","Plantae","Oleaceae","Ximenia","americana","Ximenia americana","Lucena, D.S.","2010","09","25",NA,"Brasil",NA,NA,"Arbusto,cerca de 3 m,folhas membranáceas com cálice verde e corola amarela,presença de botões florai; Sítio Canhoto",NA,NA,NA,NA,"L.","Lucena, M.F.A.","07","Paraíba",NA,"-38.0421981811523","-7.47972011566162",NA,"Nova Olinda",NA,NA,"2010","09","25",NA,NA,"13140","auto",NA,NA,NA,NA,NA,NA
"357","2020-12-23 17:06:27-03","UFCG","CSTR","4484","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Medeiros, F.S.; Rufino, M.K.; Vieira, N.M. & Torres, C.",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto, Ca de 2m de alt. Com folhas membranáceae, flores verdes anteras amarelas e aromáticas.; Serrote de Pedro Agostino",NA,NA,NA,NA,"Linn.","Lucena, M.F.A.","s.n.","Paraíba",NA,"-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"358","2020-12-23 17:06:27-03","UFCG","CSTR","6889","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lopes, R.","2017","02","16",NA,"Brasil",NA,NA,"Arbusto, ca. 3m de altura, folhas cartáceas.",NA,NA,NA,NA,"Linn.","Lopes, R.","156","Paraíba",NA,"-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,"2017","02","16",NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"359","2020-12-23 17:06:27-03","UFCG","CSTR","5451","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lopes, R.; Araujo, F. & Fernando, E.M.P.","2014","02","06",NA,"Brasil",NA,NA,"Arvoreta com cerca de 2,5m, folhas membranáceas a subcoreáceas, flores verdes com aroma forte; Base do Inselberg",NA,NA,NA,NA,"Linn.","Araujo, F.","10","Paraíba","Caatinga Arbustiva Aberta","-37.2799987792969","-7.02443981170654",NA,"Patos",NA,NA,"2014","02","09",NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA
"360","2020-12-23 17:06:27-03","UFCG","CSTR","2339","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Guedes, A.F.; Lucena, D.S. & Arruda, C.","2011","06","11",NA,"Brasil",NA,NA,"Arvoreta ca. 1,5m; caule marrom avermelhado e folhas cartáceas.; Sítio Catolé da Pista. Mata aberta.",NA,NA,NA,NA,"Linn.","Guedes, A.F.","20","Paraíba","Caatinga arbustiva arbórea densa. Solo Latossolo branco- argiloso.","-37.2541999816895","-7.22278022766113",NA,"Teixeira",NA,NA,"2011","06","11",NA,NA,"12774","auto",NA,NA,NA,NA,NA,NA
"361","2020-12-23 17:06:27-03","UFCG","CSTR","3109","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Dantas, C.G.F.","2012","05","29",NA,"Brasil",NA,NA,"Árvore Ca. 3m, sem estruturas reprodutivas a vista.; Sítio exú. Mata próximo a estrada.",NA,NA,NA,NA,"Linn.","Dantas, C.G.F.","51","Paraíba","Caatinga arbustiva arborea/ Substrato(solo): arenoso.","-36.839389","-6.958917",NA,"Junco do seridó","517","517","2012","05","29","-36.839389","-6.958917",NA,NA,NA,NA,NA,NA,NA,NA
"362","2019-08-20 10:22:11-03","UNICAMP","UEC","147107","S","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Aguirre, GH; et al.","2005","09","22",NA,"Brazil",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"L.",NA,"161","São Paulo","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,"São Luiz do Paraitinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2021-03-01 16:37:22-03","UNICAMP","UEC","75692","S","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Melo, E; Souza, WS","1987","03","20",NA,"Brazil",NA,NA,"Árvore d5m alt. CAP - 29cm inclinado. Flores creme, pilosas e aromáticas. Base do morro.","UEC045623","Magnoliopsida",NA,NA,"L.","Silva, SM","685","Paraná","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637","UEC045623","Paranaguá",NA,NA,"1987","12",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"364","2021-03-01 16:37:22-03","UNICAMP","UEC","67673","S","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Morais, MD; et al.","1993","11","11",NA,"Brazil",NA,NA,"Árvore 5m alt. Armada. Flor com pêlos na pétala.","UEC045625","Magnoliopsida",NA,NA,"L.",NA,"29343","São Paulo","Estrada do Poruba.","-45.0699996948242","-23.4300003051758","UEC045625","Ubatuba",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"365","2019-11-19 14:08:38-03","UFRPE","PEUFR","51541","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","R.S. Sousa; E.P. Garrido","2012","05","06",NA,"Brasil",NA,NA,"Arbusto com aproximadamente 1m de altura.","PEUFR051541",NA,NA,NA,"L.","R.S. Sousa","165","Ceará",NA,"-39.367389","-7.493583",NA,"Jardim","848","848",NA,NA,NA,"39°22'2,6''W","7°29'36,9''S",NA,NA,NA,NA,NA,NA,NA,NA
"366","2019-11-19 14:08:38-03","UFRPE","PEUFR","51703","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","T.C. Silva","2012","08","16",NA,"Brasil",NA,NA,"Arbusto de aproximadamente 2 metros. Frutos amarelos","PEUFR051703",NA,NA,NA,"L.","T.C. Silva","7","Ceará","Floresta Nacional do Araripe","-39.394444","-7.347417",NA,"Barbalha","920","920",NA,NA,NA,"39°23'40''W","07°20'50,7''S",NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-04-22 16:22:43-03","UFPB","JPB","1137","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Xavier, LP","1943","01","21","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"JPB1137","Paraíba","Sítio Chico Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-06-23 19:50:04-03","UFPB","JPB","17745","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Moura, OT","1991","08","10","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"626","Paraíba",NA,"-35.2325","-7.096389",NA,"Sapé","123","123",NA,NA,NA,"-35.2325","-7.096389",NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-06-25 21:38:26-03","UFPB","JPB","18367","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Moura, OT","1991","11","07","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"722","Paraíba","Santa Rita - Lucena.","-34.978056","-7.114167",NA,"Santa Rita","16","16",NA,NA,NA,"-34.978056","-7.114167",NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-06-26 20:32:21-03","UFPB","JPB","19029","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Moura, OT","1992","11","29","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"925","Paraíba",NA,"-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-07-02 18:00:47-03","UFPB","JPB","22966","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Moreira, HM","1996","06","13","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"36","Paraíba",NA,"-38.228056","-6.759444",NA,"Sousa","220","220",NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-07-04 17:58:13-03","UFPB","JPB","23561","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Nascimento, VL; Martins, CF","1992","02","18","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"23","Paraíba",NA,"-36.287222","-7.489167",NA,"Cabaceiras","388","388",NA,NA,NA,"-36.287222","-7.489167",NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-07-07 20:21:00-03","UFPB","JPB","25339","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Pontes, AF; Costa-Santos, M","1999","11","12","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"279","Paraíba",NA,"-34.833889","-6.981111",NA,"Cabedelo","3","3",NA,NA,NA,"-34.833889","-6.981111",NA,NA,NA,NA,NA,NA,NA,NA
"374","2020-07-07 20:21:00-03","UFPB","JPB","25410","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Pontes, AF","1999","12","15","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"346","Paraíba",NA,"-34.833889","-6.981111",NA,"Cabedelo","3","3",NA,NA,NA,"-34.833889","-6.981111",NA,NA,NA,NA,NA,NA,NA,NA
"375","2020-04-22 16:22:44-03","UFPB","JPB","25930","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Aguiar, AJC","2000","03","10","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"37","Paraíba",NA,"-35.125833","-6.838889",NA,"Mamanguape","35","35",NA,NA,NA,"-35.125833","-6.838889",NA,NA,NA,NA,NA,NA,NA,NA
"376","2020-07-11 16:42:54-03","UFPB","JPB","26242","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Rita Pereira, R; et al.","1997","12","02","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"1307","Paraíba",NA,"-34.868611","-6.900556",NA,"Lucena","3","3",NA,NA,NA,"-34.868611","-6.900556",NA,NA,NA,NA,NA,NA,NA,NA
"377","2020-04-22 16:22:44-03","UFPB","JPB","31030","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Moreira, HM","1992","01","01","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"281","Paraíba",NA,"-38.228056","-6.759444",NA,"Sousa","220","220",NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA,NA,NA,NA,NA
"378","2020-04-22 16:22:44-03","UFPB","JPB","31031","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Moreira, HM","1992","01","01","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"244","Paraíba",NA,"-38.228056","-6.759444",NA,"Sousa","220","220",NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA,NA,NA,NA,NA
"379","2020-04-22 16:22:44-03","UFPB","JPB","31220","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lima, IB; Quirino, ZG; Leite, AV","2002","12","20","Southern America","Brasil",NA,NA,"; DESC: Árvore ca. 2,5 m de alt., com espinhos, frutos verdes claros na base e no ápicer amarelo claro.",NA,"Angiosperma","Dicotyledon",NA,"L.","Gadelha Neto, PC; Lima, IB","52","Paraíba","RPPN Fazenda Almas, Na trilha.","-36.888889","-7.476667",NA,"São José dos Cordeiros","779","779","2009","03","10","-36.888889","-7.476667",NA,NA,NA,NA,NA,NA,NA,NA
"380","2020-04-22 16:22:44-03","UFPB","JPB","33681","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Veloso, TMG; Pontes, RA","2003","10","01","Southern America","Brasil",NA,NA,"; DESC: Arbóreo.Flor branca. Flores aromáticas. Substrato areno-argiloso.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"985","Paraíba","Jardim Botânico.","-34.863056","-7.115",NA,"João Pessoa","47","47",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA,NA
"381","2020-04-22 16:22:44-03","UFPB","JPB","34930","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lacerda, AV; Barbosa, FM","2005","11","17","Southern America","Brasil",NA,NA,"; DESC: Árvore, flores amarelo-claro, botões florais",NA,"Angiosperma","Dicotyledon",NA,"L.","Barbosa, FM","532","Paraíba","Riacho Avelós - Mata Ciliar","-36.272222","-7.390833",NA,"São João do Cariri","458","458","2005","11","18","-36.272222","-7.390833",NA,NA,NA,NA,NA,NA,NA,NA
"382","2020-04-22 16:22:44-03","UFPB","JPB","34935","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lacerda, AV; Barbosa, FM","2005","11","26","Southern America","Brasil",NA,NA,"; DESC: Árvore, flores amarelo-claro, botões florais",NA,"Angiosperma","Dicotyledon",NA,"L.","Barbosa, FM","537","Paraíba","Riacho Gangorra - Mata Ciliar","-36.272222","-7.390833",NA,"São João do Cariri","458","458","2005","12","01","-36.272222","-7.390833",NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-04-22 16:22:44-03","UFPB","JPB","38005","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Lima, IB; Lima, RS; Silva, CS","2007","10","04","Southern America","Brasil",NA,NA,"; DESC: Arbusto com cerca de 4m, ramos armados. Folhas simples. Inflorescência axilar.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"1861","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","-34.978633","-6.493619",NA,"Mataraca",NA,NA,NA,NA,NA,"-34.978633","-6.493619",NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-04-22 16:22:44-03","UFPB","JPB","38062","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Lima, IB","2007","10","31","Southern America","Brasil",NA,NA,"; DESC: Solo Rochoso. Árvore com cerca de 2,5m de ramos lenticelados. Folhas simples. Flores brancas em rácemos axilares.",NA,"Angiosperma","Dicotyledon",NA,"L.","Guimarães, EF","1939","Paraíba",NA,"-36.061111","-7.076944",NA,"Pocinhos","646","646","2008","08",NA,"-36.061111","-7.076944",NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-04-22 16:22:44-03","UFPB","JPB","38298","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Pessoa, MC; Lima, JR","2008","01","24","Southern America","Brasil",NA,NA,"; DESC: Arvoreta ca. 2,5 m alt., frutos amarelos na maturação. Aroma adocicado.",NA,"Angiosperma","Dicotyledon",NA,"L.","Pessoa, MC","267","Paraíba","RPPN Fazenda Almas, Trilha para o lajedo do Cumarú","-36.898222","-7.470556",NA,"São José dos Cordeiros","600","600","2010",NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-04-22 16:22:44-03","UFPB","JPB","38448","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Lima, IB; Pessoa, MC; Lourenço, CEL; Gomes-Costa, GA; Lima, JR","2007","10","12","Southern America","Brasil",NA,NA,"; DESC: Árvore com cerca de 4m de ramos armados. Folhas cartácea de margem inteira. Inflorescência axilar. Corola branca. Fruto drupa amarela quando madura.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"1902","Paraíba","Rio Piranhas, Areno-argiloso","-38.364083","-6.911306",NA,"Nazarezinho",NA,NA,NA,NA,NA,"-38.364083","-6.911306",NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-04-22 16:22:44-03","UFPB","JPB","38707","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lima, IB; Lima, JR; Gadelha Neto, PC; Barbosa, MR; Thomas, WW","2008","02","22","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore com espinho, ca. de 3-5m de altura. Frutos maduros amrelos.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"931","Paraíba","Cabo Branco, Ponta do Cabo Branco. Mata ao lado dos condominios fechados.","-34.814167","-7.144444",NA,"João Pessoa","28","70",NA,NA,NA,"-34.814167","-7.144444",NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-04-22 16:22:44-03","UFPB","JPB","38713","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lima, IB; Lima, JR; Gadelha Neto, PC; Barbosa, MR; Thomas, WW","2008","02","22","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore ca. de 3-4m de altura. Flores em botões. Fitossociológia Nº 178.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"937","Paraíba","Cabo Branco, Ponta do Cabo Branco. Mata ao lado dos condominios fechados.","-34.814167","-7.144444",NA,"João Pessoa","28","70",NA,NA,NA,"-34.814167","-7.144444",NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-04-22 16:22:44-03","UFPB","JPB","39326","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Roque, AA","2007","12","22","Southern America","Brasil",NA,NA,"; HABITAT: Caatinga.; DESC: Arbusto. Flores cremes. Frutos imaturos.",NA,"Angiosperma","Dicotyledon",NA,"L.","Roque, AA","340","Rio Grande do Norte","RPPN Stoessel de Britto","-37.020278","-6.033889",NA,"Jucurutu","63","63","2007","12","22","-37.020278","-6.033889",NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-04-22 16:22:44-03","UFPB","JPB","42505","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Silva, CS","2007","12","17","Southern America","Brasil",NA,NA,"; HABITAT: Restinga; DESC: Árvore pequena de folhas simples. Flores brancas dispostas em racemos curtos axilares.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"2012","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Substrato arenoso","-34.980833","-6.495833",NA,"Mataraca",NA,NA,NA,NA,NA,"-34.980833","-6.495833",NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-04-22 16:22:44-03","UFPB","JPB","43323","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Lima, JR","2009","10","11","Southern America","Brasil",NA,NA,"; HABITAT: Mata Serrana; DESC: Árvore com cerca de 4m. Ramos armados. Folhas simples, alternas. Flores brancas dispostas em inflorescência subumbeladas e axilares.",NA,"Angiosperma","Dicotyledon",NA,"L.",NA,"2703","Paraíba","Olho D'água do Frade, Substrato areno-argiloso","-38.311944","-6.993611",NA,"Nazaresinho","323","323",NA,NA,NA,"-38.311944","-6.993611",NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-04-22 16:22:44-03","UFPB","JPB","45962","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Pontes, RA; Pereira, LA; Duré, RC","2011","01","12","Southern America","Brasil",NA,NA,"; DESC: Arbusto eretos, espinhodo com cerca de 1,8 m alt. Flores cremes.",NA,"Angiosperma","Dicotyledon",NA,"L.","Pontes, RA","679","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Área de mata sobre dunas.","-34.973333","-6.516389",NA,"Mataraca",NA,NA,"2011","01","18","-34.973333","-6.516389",NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-04-22 16:22:44-03","UFPB","JPB","46550","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Lima, IB; Lima, JR; Duré, RC; Silva, CS; Bezerra, RMR","2011","01","14","Southern America","Brasil",NA,NA,"; DESC: Árvore ca. 2-3m de altura. Frutos verdes. [Photo].",NA,"Angiosperma","Dicotyledon",NA,"L.","Lima, IB","1178","Paraíba","Millennium Inorganic Chemicals Mineração Ltda","-34.977103","-6.502464",NA,"Mataraca","46","46","2011","02",NA,"-34.977103","-6.502464",NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-04-22 16:22:44-03","UFPB","JPB","46617","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Barbosa, MR; Lima, IB; Lima, JR; Silva, CS; Chagas, ECO; Araújo, CMLR; Pereira","2011","02","18","Southern America","Brasil",NA,NA,"; HABITAT: Mata de Restinga; DESC: Árvore com cerca de 3m. Folhas simples, alternas. Inflorescência axilar subumbelada. Fruto drupa subglobosa. Substrato areno-argiloso.","JPB0046617","Angiosperma","Dicotyledon",NA,"L.",NA,"2908","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Reserva Legal","-34.977103","-6.502464",NA,"Mataraca","46","46",NA,NA,NA,"-34.977103","-6.502464",NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-04-22 16:22:44-03","UFPB","JPB","47521","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Costa-Lima, JL; Cestaro, LA; Roque, AA","2011","02","12","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Estacional Semidecidual, fragmento bem conservado.; DESC: Arvoreta, ca. 3 m alt. Folhas membranáceas a subcartáceas, levemente discolores, verde-escuras. Frutos imaturos verdes, maduros amarelos.","JPB0047521","Angiosperma","Dicotyledon",NA,"L.",NA,"383","Rio Grande do Norte","Fazenda Nossa Senhora do Carmo","-35.219417","-6.319814",NA,"Goianinha","120","120",NA,NA,NA,"-35.219417","-6.319814",NA,NA,NA,NA,NA,NA,NA,NA
"396","2020-04-22 16:22:44-03","UFPB","JPB","49141","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Gadelha Neto, PC; Lima, IB; Pontes, RA; Silva, CS","2011","11","17","Southern America","Brasil",NA,NA,"; HABITAT: Restinga arbustiva; DESC: Árvore pequena de folhas simples, alternas. Flores brancas dispostas em rácemos curtos e axilares.","JPB0049141","Angiosperma","Dicotyledon",NA,"L.",NA,"3119","Paraíba","Millennium Inorganic Chemicals Mineração Ltda, Substrato arenoso.","-34.976944","-6.502222",NA,"Mataraca",NA,NA,NA,NA,NA,"-34.976944","-6.502222",NA,NA,NA,NA,NA,NA,NA,NA
"397","2020-04-22 16:22:44-03","UFPB","JPB","49667","PreservedSpecimen","Plantae","Olacaceae","Ximenia","americana","Ximenia americana","Cavalcanti, D; Amorim, BS; Chagas, MA","2011","11","29","Southern America","Brasil",NA,NA,"; HABITAT: Mata Atlântica; DESC: Arbusto aprox. 2 m de altura, flores amarelas, frutos e botões verdes.","JPB0049667","Angiosperma","Dicotyledon",NA,"L.",NA,"637","Pernambuco","RPPN Fazenda Tabatinga, Borda do fragmento.","-34.820556","-7.606111",NA,"Goiana",NA,NA,NA,NA,NA,"-34.820556","-7.606111",NA,NA,NA,NA,NA,NA,NA,NA
