"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"520","2020-05-08 11:10:35-03","UEFS","HUEFS","93060","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, L.P.de","10064","2005","03","10",NA,"Brasil",NA,NA,NA,"HUEFS0093060","Angiospermae","Fabales",NA,"(Mart.) Benth.","Bahia","Ca. 5Km N de Remanso na estrada para São Raimundo Nonato (PI).","HUEFS0093060","L.P.de Queiroz & R.M.Santos","-42.153889","-9.56","450","450","Remanso",NA,NA,NA,"Rosanae","2007","09","42W9'14''","9S33'36''",NA,NA,NA,NA,NA
"521","2020-05-08 11:10:35-03","UEFS","HUEFS","94282","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Carvalho-Sobrinho, J.G.de","398","2005","04","06",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0094282","Angiospermae","Fabales",NA,"(Mart.) Benth.","Bahia","Estrada para o aterro Sanitário.","HUEFS0094282",NA,"-44.910833","-13.780278","600","600","Riachão das Neves",NA,NA,NA,"Rosanae","2006","09","44W54'39''","13S46'49''",NA,NA,NA,NA,NA
"522","2020-05-08 11:10:34-03","UEFS","HUEFS","17615","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, L.P.de","3932","1994","06","15",NA,"Brasil",NA,NA,NA,"HUEFS0017615","Angiospermae","Fabales",NA,"(Mart.) Benth.","Bahia",NA,"HUEFS0017615","L.P.de Queiroz & R.M.Santos","-43.1417007446289","-11.0894002914429",NA,NA,"Barra","116121","auto",NA,"Rosanae","2007","09",NA,NA,NA,NA,NA,NA,NA
"523","2020-05-08 11:10:35-03","UEFS","HUEFS","151304","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Gadelha, F.","HST16483","2009","05","14",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0151304","Angiospermae","Fabales",NA,"(Mart.) Benth.","Piauí",NA,"HUEFS0151304","L.P.de Queiroz","-45.2421989440918","-7.55833005905151",NA,NA,"Ribeiro Gonçalves","121004","auto",NA,"Rosanae","2009","06",NA,NA,NA,NA,NA,NA,NA
"524","2020-05-08 11:10:35-03","UEFS","HUEFS","62002","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Lopes, C.G.","154","2002","05","25",NA,"Brasil",NA,NA,NA,"HUEFS0062002","Angiospermae","Fabales",NA,"(Mart.) Benth.","Piauí","Baixão da Cobra.","HUEFS0062002","J.S.Silva","-42.1685981750488","-4.82777976989746",NA,NA,"Campo Maior","41673","auto",NA,"Rosanae","2011","03",NA,NA,NA,NA,NA,NA,NA
"525","2020-05-08 11:10:35-03","UEFS","HUEFS","67269","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Barros, R.","TEPB17577","2002","04","25",NA,"Brasil",NA,NA,NA,"HUEFS0067269","Angiospermae","Fabales",NA,"(Mart.) Benth.","Piauí","Cachoeira","HUEFS0067269",NA,"-41.3224983215332","-6.94250011444092",NA,NA,"Bocaina","16504","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","2020-05-08 11:10:35-03","UEFS","HUEFS","216821","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Ramalho, F.B.","171","1973","03","27",NA,"Brasil",NA,NA,NA,"HUEFS0216821","Angiospermae","Fabales",NA,"(Mart.) Benth.","Bahia","Fazenda Caldeirão","HUEFS0216821",NA,"-40.9707984924316","-9.16193962097168",NA,NA,"Casa Nova","116505","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2020-05-08 11:10:35-03","UEFS","HUEFS","249979","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Ramalho, F.B.","332","1974","06","06",NA,"Brasil",NA,NA,NA,"HUEFS0249979","Angiospermae","Fabales",NA,"(Mart.) Benth.","Piauí","Fazenda Jurema.",NA,NA,"-42.9444007873535","-8.10999965667725",NA,NA,"Canto do Buriti","120640","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","2020-05-08 11:10:35-03","UEFS","HUEFS","136000","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, F.C.S.","17","2007","03","10",NA,"Brasil",NA,NA,"Cerrado / Caatinga.","HUEFS0136000","Angiospermae","Fabales",NA,"(Mart.) Benth.","Piauí","Sete Galhos.","HUEFS0136000","L.P.de Queiroz","-42.1310997009277","-7.0252799987793",NA,NA,"Oeiras","54774","auto",NA,"Rosanae","2008","07",NA,NA,NA,NA,NA,NA,NA
"529","2020-05-08 11:10:34-03","UEFS","HUEFS","44174","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula","Hatschbach, G.","67747","1998","03","14",NA,"Brasil",NA,NA,"Caatinga.","HUEFS0044174","Angiospermae","Fabales",NA,"(Mart.) Benth.","Bahia","Velha Marreca, arredores.","HUEFS0044174",NA,"-42.7310981750488","-10.8217000961304",NA,NA,"Xique-Xique","100560","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-05-08 11:10:35-03","UEFS","HUEFS","117406","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acustipula","Hatschbach, G.",NA,"2004","03","19",NA,"Brasil",NA,NA,"Cerrado degradado.","HUEFS0117406","Angiospermae","Fabales","var. acustipula","(Mart.) Benth.","Mato Grosso do Sul","Rodovia Bonito - Anastácio, Taquaruçu.","HUEFS0117406",NA,"-56.4818992614746","-21.1210994720459",NA,NA,"Bonito","71352","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","2020-05-08 11:10:35-03","UEFS","HUEFS","60975","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Queiroz, L.P.de","7266","2002","06","28",NA,"Brasil",NA,NA,"Caatinga degradada.","HUEFS0060975","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","Ca. 32,4 km de Canudos","HUEFS0060975","L.P.de Queiroz","-38.735","-9.938611","347","347","Canudos",NA,NA,NA,"Rosanae","2002","12","38W44'6''","9S56'19''",NA,NA,NA,NA,NA
"532","2020-05-08 11:10:35-03","UEFS","HUEFS","246927","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Moonlight, P.W.","968","2018","04","02",NA,"Brasil",NA,NA,"Tall, seasonally deciduous forest to >20m. Many lianas.","HUEFS0246927","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Piauí","Private road ca. 2km to the east of the BR363 25km south of Buriti dos Lopes.",NA,"L.P.de Queiroz","-41.742778","-41.742778","98","98","Buriti dos Lopes",NA,NA,NA,"Rosanae","2019","05","41W44'34''","41S44'34''",NA,NA,NA,NA,NA
"533","2020-05-08 11:10:35-03","UEFS","HUEFS","165195","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Fotius, G.","3477","1983","05","26",NA,"Brasil",NA,NA,"Dunas.","HUEFS0165195","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Pernambuco","5 Km ao norte de Petrolina. Solo arenoso branco (duna).","HUEFS0165195","J.S.Silva","-40.483333","-9.355556",NA,NA,"Petrolina",NA,NA,NA,"Rosanae","2011","03","40W29'0''","9S21'20''",NA,NA,NA,NA,NA
"534","2020-05-08 11:10:35-03","UEFS","HUEFS","165214","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Fotius, G.","3477","1983","05","26",NA,"Brasil",NA,NA,NA,"HUEFS0165214","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Pernambuco","5 km petrolina. Solo arenoso branco de duna.","HUEFS0165214","J.S.Silva","-40.483333","-9.355556",NA,NA,"Petrolina",NA,NA,NA,"Rosanae","2011","03","40W29'0''","9S21'20''",NA,NA,NA,NA,NA
"535","2020-05-08 11:10:35-03","UEFS","HUEFS","25488","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Queiroz, L.P.de","4870","1997","02","26",NA,"Brasil",NA,NA,"Scrub arbóreo-arbustivo sobre dunas arenosas.","HUEFS0025488","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","Dunas do S.Francisco Ibiraba (=Icatu), em frente à vila de Ibiraba no caminho para os Brejos.","HUEFS0025488","L.P.de Queiroz","-42.833333","-10.8",NA,NA,"Barra",NA,NA,NA,"Rosanae","2004","10","42W50'0''","10S48'0''",NA,NA,NA,NA,NA
"536","2020-05-08 11:10:35-03","UEFS","HUEFS","31919","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Lima-Verde, L.W.","638","1997","04","09",NA,"Brasil",NA,NA,"Caatinga arbórea. Terrestre. Proterozóico arqueano médio. Planossolo arenoso.","HUEFS0031919","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Ceará","Estação Ecológica Aiuaba. Gameleira de Cima.","HUEFS0031919","L.P.de Queiroz","-40.301389","-6.688056","490","490","Aiuaba",NA,NA,NA,"Rosanae","1998","06","40W18'5''","6S41'17''",NA,NA,NA,NA,NA
"537","2020-05-08 11:10:35-03","UEFS","HUEFS","44351","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Miranda, E.B.","343","2000","03","30",NA,"Brasil",NA,NA,"Vegetação arbustivo-arbórea com muitos cipós na beira da estrada.","HUEFS0044351","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","3 km na estrada para localidade de Mato Grosso a partir da rodoviária.","HUEFS0044351","L.P.de Queiroz","-45.223889","-11.031111","545","545","Formosa do Rio Preto",NA,NA,NA,"Rosanae","2000","06","45W13'26''","11S1'52''",NA,NA,NA,NA,NA
"538","2020-05-08 11:10:35-03","UEFS","HUEFS","45605","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Queiroz, L.P.de","6223","2000","05","21",NA,"Brasil",NA,NA,"Caatinga arbórea sobre solo argiloso com afloramentos rochosos ricos em minério de Ferro.","HUEFS0045605","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","Morro da Carlota, ca. 7,6 km NW de Campo Alegre de Lurdes.","HUEFS0045605","L.P.de Queiroz","-43.0925","-9.484167","594","594","Campo Alegre de Lourdes",NA,NA,NA,"Rosanae","2000","06","43W5'33''","9S29'3''",NA,NA,NA,NA,NA
"539","2020-05-08 11:10:35-03","UEFS","HUEFS","66201","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Tourinho, R.","37","2002","05","07",NA,"Brasil",NA,NA,NA,"HUEFS0066201","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","a 47 km de Gentio do Ouro.","HUEFS0066201","L.P.de Queiroz","-42.725278","-11.18",NA,NA,"Gentio do Ouro",NA,NA,NA,"Rosanae","2002","12","42W43'31''","11S10'48''",NA,NA,NA,NA,NA
"540","2020-05-08 11:10:35-03","UEFS","HUEFS","67507","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Araújo, F.S.","1476","2002","05","08",NA,"Brasil",NA,NA,"Carrasco.","HUEFS0067507","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Ceará","Trilha Cruzinha, Serra das Almas","HUEFS0067507 HUEFS0067507_01",NA,"-40.923889","-5.133333","620","620","Cratéus",NA,NA,NA,"Rosanae",NA,NA,"40W55'26''","5S8'0''",NA,NA,NA,NA,NA
"541","2020-05-08 11:10:35-03","UEFS","HUEFS","89051","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Queiroz, L.P.de","9674","2004","10","11",NA,"Brasil",NA,NA,"Caatinga arbustivo-arbórea sobre areia quartzosa.","HUEFS0089051","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Bahia","Estrada Remanso-Casa Nova, ca. 40 Km leste de Remanso.","HUEFS0089051",NA,"-41.850556","-9.415556","471","471","Remanso",NA,NA,NA,"Rosanae",NA,NA,"41W51'2''","9S24'56''",NA,NA,NA,NA,NA
"542","2020-05-08 11:10:35-03","UEFS","HUEFS","20532","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Alencar, M.E.","258","1995","05","21",NA,"Brasil",NA,NA,NA,"HUEFS0020532","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Piauí",NA,"HUEFS0020532 HUEFS0020532_01","L.P.de Queiroz","-40.9043998718262","-7.35500001907349","420","420","Padre Marcos","17353","auto",NA,"Rosanae","1995","08",NA,NA,NA,NA,NA,NA,NA
"543","2020-05-08 11:10:35-03","UEFS","HUEFS","115994","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","acutistipula","Mimosa acutistipula var. acutistipula","Hatschbach, G.","74403","2003","03","09",NA,"Brasil",NA,NA,"Cerrado Degradado","HUEFS0115994","Angiospermae","Fabales","var. acutistipula","(Mart.) Benth.","Mato Grosso do Sul","Rodovia Guia Lopes da Laguna a Bonito, Rio Miranda","HUEFS0115994",NA,"-56.4818992614746","-21.1210994720459",NA,NA,"Bonito","71352","auto",NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2019-09-04 20:00:05-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Holotype","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2019-09-04 18:27:04-03","F","FMNH-SEEDPLANTS","V0163010F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","J. S. Blanchet","2870","1838",NA,NA,"South America","Brazil",NA,NA,NA,"V0163010F","Spermatophyta",NA,NA,NA,NA,NA,"V0163010F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2019-09-04 18:27:04-03","F","FMNH-SEEDPLANTS","V0163011F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","J. S. Blanchet","2870","1838",NA,NA,"South America","Brazil",NA,NA,NA,"V0163011F","Spermatophyta",NA,NA,NA,NA,NA,"V0163011F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2018-04-04 16:45:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","H. S. Irwin","30986",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,"acutistipula",NA,"Bahia",NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"30986",NA,NA
"548","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163009F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163009F","Spermatophyta",NA,"acutistipula",NA,NA,NA,"V0163009F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163012F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163012F","Spermatophyta",NA,"acutistipula",NA,NA,NA,"V0163012F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163015F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163015F","Spermatophyta",NA,"acutistipula",NA,NA,NA,"V0163015F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163013F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163013F","Spermatophyta",NA,"ferrea",NA,NA,NA,"V0163013F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163014F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163014F","Spermatophyta",NA,"ferrea",NA,NA,NA,"V0163014F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2015-03-07 01:37:37-03","F","FMNH-SEEDPLANTS","V0163016F","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula ferrea",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0163016F","Spermatophyta",NA,"ferrea",NA,NA,NA,"V0163016F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2020-04-29 16:29:52-03","UFVJM","HDJF","6122","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Silva, LS","11","2019","05","01","Southern America","Brasil",NA,NA,NA,"HDJF006122","Dicotyledoneae",NA,NA,"Benth.","Piauí","Fazenda Angical, próximo a Comunidade Eugenópolis.",NA,NA,"-44.262987","-9.115149","298","298","Bom Jesus",NA,NA,NA,NA,NA,NA,"-44.262987","-9.115149",NA,NA,NA,NA,NA
"555","2019-01-25 15:41:01-02","IAC","IAC","52140","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","J. Paula-Souza & R. Tsuji","9734","2009","07","04",NA,"Brasil",NA,NA,"coordenadas do material: -40.78614W , -09.34074S",NA,NA,NA,NA,"(Mart.) Benth.","Bahia","Arredores da barragem de Sobradinho",NA,"J.S. Silva (2)","-40.786111","-9.340833",NA,NA,"Casa Nova",NA,NA,NA,NA,"2011","02","-40.786111","-9.340833","04",NA,NA,NA,NA
"556","2020-07-23 12:14:26-03","CEPLAC","CEPEC","42658","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","L. Coradin","5736","1983","06","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Estr. Barreiras/Corrente, Km 45.",NA,"R. C. Barneby","-44.916667","-11.783333",NA,NA,"barreiras",NA,NA,NA,NA,NA,NA,"44W55'0","11S47'0",NA,NA,NA,"30/12/1991",NA
"557","2020-07-23 12:14:26-03","CEPLAC","CEPEC","102383","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","M. L. Guedes","7315","2000","03","26",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Morro do Mulato, Serrote Olho D'Água.",NA,"M. L. Guedes","-40.6775","-9.744444",NA,NA,"JUAZEIRO",NA,NA,NA,NA,NA,NA,"40W40'39","9S44'40",NA,NA,NA,"30/05/2000",NA
"558","2020-07-23 12:14:26-03","CEPLAC","CEPEC","119002","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","E. B. Miranda Silva","927","2006","03","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Barra do Lú. Ca. 30Km a Oeste de Pilão Arcado.",NA,"E. B. Miranda Silva","-42.818889","-10.051111",NA,NA,"PILÃO ARCADO",NA,NA,NA,NA,NA,NA,"42W49'8","10S3'4",NA,NA,NA,"30/12/2006",NA
"559","2020-07-23 12:14:26-03","CEPLAC","CEPEC","86198","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","M. L. Guedes","7246","2000","06","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Irecê, Xique-Xique. Empreendimento Brasil 2000 do Empreendedor-TOC Agricola SA.",NA,"M. L. Guedes","-42.683333","-10.666667",NA,NA,"IRECÊ",NA,NA,NA,NA,NA,NA,"42W41'","10S40'",NA,NA,NA,"30/06/2000",NA
"560","2020-07-23 12:14:26-03","CEPLAC","CEPEC","83804","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","G. Hatschbach","67747","1964","09","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Arredores de Velha Marreca.",NA,"R. C. Barneby",NA,NA,NA,NA,"MARACAJÚ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1999",NA
"561","2020-07-23 12:14:27-03","CEPLAC","CEPEC","98913","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","D. M. Loureiro","388","2008","10","01",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Jurema",NA,NA,NA,NA,NA,"Bahia","Baixo Médio São Francisco. Assentamento Três Bois, 56Km de Petrolina.",NA,"M. P. Morim","-40.923056","-9.191944",NA,NA,"casa nova",NA,NA,NA,NA,NA,NA,"40W55'23","9S11'31",NA,NA,NA,"30/09/2006",NA
"562","2020-07-23 12:14:27-03","CEPLAC","CEPEC","60141","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","S. J. Filho","187","1984","05","23",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Jurema",NA,NA,NA,NA,NA,"Ceará","15Km estr. Quitaius/Juazeiro..",NA,"M. P. M. de Lima","-39.15","-6.95",NA,NA,"QUITAIUS",NA,NA,NA,NA,NA,NA,"39W9'0","6S57'0",NA,NA,NA,"15/04/1986",NA
"563","2020-07-23 12:14:27-03","CEPLAC","CEPEC","10475","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","T. S. dos Santos","2951","1975","04","16",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Jurema, Jurema-preta",NA,NA,NA,NA,NA,"Bahia","Ramal Barrolandia/Faz. Boa Vista.",NA,"R. C. Barneby","-38.8828010559082","-15.8631000518799",NA,NA,"BELMONTE","71281","auto",NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"30/12/1981",NA
"564","2020-07-23 12:14:26-03","CEPLAC","CEPEC","65735","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","J. A. de Jesus","2141","1995","03","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Distrito de Castelo Novo. Estação Experimental do Almada. Ramal c/ entrada KM 20 Rod. Ilhéus/Uruçuca, a direita. Sede da Est. a 4,5Km ao N da entrada. Marg. do Rio Almada.",NA,"M. P. Morim","-39.0494003295898","-14.7889003753662",NA,NA,"ILHÉUS","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA
"565","2020-07-23 12:14:26-03","CEPLAC","CEPEC","47900","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula","A. Fernandes",NA,"1986","08","25",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Jurema",NA,NA,NA,NA,NA,"Piauí",NA,NA,"A. Fernandes","-42.1310997009277","-7.0252799987793",NA,NA,"OEIRAS","54774","auto",NA,NA,NA,NA,"0W0'0","0*0'0",NA,NA,NA,"25/08/1986",NA
"566","2020-07-23 12:14:27-03","CEPLAC","CEPEC","68312","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula acustitipula","G. Hatschbach","61971","1995","03","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,"acustitipula",NA,"Bahia","5-10Km BA-160 p/ Ibotirama.",NA,"R. C. Barneby","-43.418098449707","-13.2550001144409",NA,NA,"bom jesus da lapa","66899","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"567","2020-07-23 12:14:27-03","CEPLAC","CEPEC","29533","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","G. P. Lewis","1094","1982","01","17",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Jurema-preta, Jurema",NA,NA,NA,"acutistipula",NA,"Piauí","5Km da Fundacao Ruralista. Estr. p/ Vitorino, 220Km ENE Petrolina.",NA,"R. C. Barneby","-42","-9",NA,NA,"SÃO RAIMUNDO NONATO",NA,NA,NA,NA,NA,NA,"42W0'0","9S0'0",NA,NA,NA,"30/12/1991",NA
