"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"173","2019-11-21 14:36:52-03","UFJF","CESJ","39146","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","G. Hatschbach; M .Hatschbach; O.S. Ribas","72860","2002","05","12","América do Sul","Brasil",NA,NA,"Arbusto, 3 m, flor alva. Solo arenoso, entre o cerrado e o rio.","CESJ039146","Angiosperma",NA,"acutistipula","Benth.","Mato Grosso do Sul","Rod. BR - 419, 5-10 Km N de Taboca",NA,"O.S. Ribas","-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana","212961","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-21 14:36:52-03","UFJF","CESJ","48290","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","G. Hatschbach; M. Hatschbach; E. Barbosa","74955","2003","03","10","América do Sul","Brasil",NA,NA,"Arbusto, 3 m, flor levemente lilás. Orla seca do Pantanal.","CESJ048290","Angiosperma",NA,"acutistipula","Benth.","Mato Grosso do Sul","Rod. Transpantaneira, próximo de Taboca",NA,"O.S. Ribas","-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana","212961","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:44:25-03","UFMS","CGMS","591","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","C.A. Conceição","2266","1988","06","08",NA,"Brasil",NA,NA,"Mimosoideae. Frutos tipo plano linear, ferrugíneos (vinhosos).","CGMS1015105",NA,NA,NA,"(Mart.) Benth.","Mato Grosso do Sul","Distritos de Piraputanga e Palmeiras.",NA,"J.S. Silva","-55.5363889","-20.4766667","163","163","Aquidauana",NA,NA,NA,NA,"2010","04","-55,5363889","-20,4766667","06",NA,NA,NA,NA
"176","2021-04-07 11:44:25-03","UFMS","CGMS","56854","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","G. Hatschbach; M. Hatschbach; E. Barbosa","74955","2003","03","10",NA,"Brasil",NA,NA,"Mimosoideae. Flor levemente lilás. Habitat: Orla seca do pantanal Habito: Arbusto. 3 m de altura.","CGMS1086773",NA,NA,"acutistipula","(Mart.) Benth.","Mato Grosso do Sul","Rodovia Transpantaneira, próximo de Taboca.",NA,"O.S. Ribas","-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana","212961","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:44:25-03","UFMS","CGMS","49151","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","G. Hatschbach; M. Hatschbach; E. Barbosa","74955","2003","03","10",NA,"Brasil",NA,NA,"Mimosoideae. Flor levemente lilás. Habitat: Orla seca do pantanal. Habito: Arbusto. 3,00m de altura.","CGMS1079094",NA,NA,"acutistipula","(Mart.) Benth.","Mato Grosso do Sul","Rodovia Transpantaneira, próximo de Taboco.",NA,"O.S. Ribas","-55.7872009277344","-20.4710998535156",NA,NA,"Aquidauana","212961","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:44:25-03","UFMS","CGMS","28749","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","A. Pott; I.S. Dutra","14035","2006","02","23",NA,"Brasil",NA,NA,"Mimosoideae. Flor branca. Habitat: Vegetação secundária de alude de estrada. Solo arenoso. Relevo quase plano. Ocasional. Habito: Arbusto multicaule. 5,00 m de altura.","CGMS1058207",NA,NA,NA,"(Mart.) Benth.","Mato Grosso do Sul","Rodovia MS-382, 1Km W de Guia Lopes.",NA,"J.S. Silva","-56.114200592041","-21.457799911499",NA,NA,"Guia Lopes da Laguna","44012","auto",NA,NA,"2011","03",NA,NA,"15",NA,NA,NA,NA
"179","2019-11-27 13:48:57-03","UFS","ASE","14105","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Miranda, AM; Costa, R; Silva, VF","5913","2009","05","12","Southern America","Brasil",NA,NA,"Arbusto com cerca de 1,2 m; muito ramificado; caule marron; frutos imaturos marrons.; Arbusto com cerca de 1,2 m; muito ramificado; caule marron; frutos imaturos marrons.; Cerrado. Área antropizada.","ASE0006998","Magnoliophyta",NA,NA,"(Mart.) Benth.","Piauí","Próximo ao Rio Parnaíba.",NA,"Menezes, AB","-44.3321","-7.1346",NA,NA,"Uruçui",NA,NA,NA,NA,"2012","07","-44.3321","-7.1346","09",NA,NA,NA,NA
"180","2019-11-27 13:48:57-03","UFS","ASE","18116","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2012","2009","11","06","Southern America","Brasil",NA,NA,"Cerca de 3m, frutos maduros.; Cerca de 3m, frutos maduros.","ASE0007038","Magnoliophyta",NA,NA,"(Mart.) Benth.","Bahia","Brejo Olhos d'Água, Trilha ao lado da Serra.","ASE0007038",NA,"-43.366417","-10.680167","505","505","Barra",NA,NA,NA,NA,NA,NA,"-43.366417","-10.680167",NA,NA,NA,NA,NA
"181","2019-11-27 13:48:57-03","UFS","ASE","18283","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2542","2009","11","10","Southern America","Brasil",NA,NA,NA,"ASE0011565","Magnoliophyta",NA,NA,"(Mart.) Benth.","Bahia","Sítio do Poção",NA,NA,"-42.55","-10.123333","398","398","Pilão Arcado",NA,NA,NA,NA,NA,NA,"-42.55","-10.123333",NA,NA,NA,NA,NA
"182","2019-11-27 13:48:57-03","UFS","ASE","23403","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Dantas, JO","7","2009","08","18","Southern America","Brasil",NA,NA,"Árvore (+ ou - 5m).; Árvore (+ ou - 5m).; Caatinga","ASE0007053","Magnoliophyta",NA,NA,"(Mart.) Benth.","Sergipe",NA,"ASE0007053","Silva, JS","-37.700833","-10.360833",NA,NA,"Carira",NA,NA,NA,NA,"2015","06","-37.700833","-10.360833","08",NA,NA,NA,NA
"183","2019-11-27 13:48:57-03","UFS","ASE","27222","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Campos, DA; Matos, GMA; Freire, GS; Cruz, LS","245","2012","09","13","Southern America","Brasil",NA,NA,"Arvore, ca. 3m. Inflorescencia alva; Caatinga.","ASE0007066","Magnoliophyta",NA,NA,"(Mart.) Benth.","Sergipe","Assentamento Che Guevara, Mata de Dr. João","ASE0007066","Silva, JS","-37.663792","-10.915228",NA,NA,"Lagarto",NA,NA,NA,NA,"2015","06","-37.663792","-10.915228","08",NA,NA,NA,NA
"184","2019-11-27 13:48:57-03","UFS","ASE","33353","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, EVS; Santos, E","504","2015","02","04","Southern America","Brasil",NA,NA,"Solo argiloso, seco. Caatinga arbustiva-arbórea. Substrato terrícola. Árvore. Cerca de 5 m. Folhas com no máximo cinco pares de folíolos. Frutos maduros do tipo craspédio (o fruto se parte deixando a moldura).; Caatinga","ASE0005179","Magnoliophyta",NA,NA,"(Mart.) Benth.","Sergipe","Fazenda Santa Maria da Lage, Reserva Legal","ASE0005179","Oliveira, EVS","-38.1833","-10.7083",NA,NA,"Poço Verde",NA,NA,NA,NA,"2015","02","-38.1833","-10.7083","04",NA,NA,NA,NA
"185","2019-11-27 13:48:57-03","UFS","ASE","15027","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Prata, AP; Costa, SM; Nascimento - Júnior, JE","1718","2009","11","05","Southern America","Brasil",NA,NA,"Árvore, 2m.; Árvore, 2m.","ASE0007020","Magnoliophyta",NA,NA,"(Mart.) Benth.","Bahia","Serra do Estreito","ASE0007020",NA,"-43.0829","-11.0522",NA,NA,"Barra",NA,NA,NA,NA,NA,NA,"-43.0829","-11.0522",NA,NA,NA,NA,NA
"186","2019-11-27 13:48:57-03","UFS","ASE","35007","PreservedSpecimen","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Oliveira, EVS; Santos, JFL","677","2015","10","16","Southern America","Brasil",NA,NA,"Solo argiloso e úmido (coletado no período chuvoso). Substrato terrícola. Árvore, ca. de 2.5 m., bem abundante na borda da mata. Glomérulos brancos.; Caatinga arbustiva arbórea","ASE0035675","Magnoliophyta",NA,NA,"(Mart.) Benth.","Sergipe","Área de Reserva Legal, Assentamento Sta. Maria da Lage","ASE0035675","Oliveira, EVS","-38.1106","-10.4211","374","381","Poço Verde",NA,NA,NA,NA,"2015","11","-38.1106","-10.4211","30",NA,NA,NA,NA
"187","2019-08-20 10:14:17-03","UNICAMP","UEC","115858","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Alencar, ME","585","1999","04","22",NA,"Brazil",NA,NA,"Arbusto ca. 3,0m. Inflorescências brancas.","UEC021639","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","PARNA de Sete Cidades, 1a. cidade. Subst. Arenoso pedregoso.",NA,"Silva, JS","-41.709444","-4.141667","190","190","Piracuruca",NA,NA,NA,NA,"2013","05","-41.709444","-4.141667","06",NA,NA,NA,NA
"188","2019-08-20 10:14:17-03","UNICAMP","UEC","119959","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Alencar, ME","1342","2001","06","08",NA,"Brazil",NA,NA,"Arbusto ca. 3,5 m.; flores esbranquiçadas; frutos imaturos avermelhados; freqüência média.","UEC021635","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","PARNA de Sete Cidades, Atrás do Olho d'água do Bacuri (6a. cidade). Cerradão. Subst. afloramento rochoso.",NA,"Silva, JS","-41.725556","-4.097222","180","180","Brasileira",NA,NA,NA,NA,"2009","05","-41.725556","-4.097222","06",NA,NA,NA,NA
"189","2019-08-20 10:14:17-03","UNICAMP","UEC","125931","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Alencar, ME","679","1999","06","27",NA,"Brazil",NA,NA,"Árvore ca. 4 m.; botões florais e flores esbranquiçadas; frutos avermelhados. Subst. afloramento rochoso.","UEC021734","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","PARNA de Sete Cidades, Descoberta (7a. Cidade). Cerrado (típico).",NA,"Silva, JS","-41.733333","-4.083333","200","200","Brasileira",NA,NA,NA,NA,"2009","05","-41.733333","-4.083333","06",NA,NA,NA,NA
"190","2021-03-01 16:30:57-03","UNICAMP","UEC","172478","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, LP; Cardoso, D; Ribeiro, PG; Salas, RM","14615","2010","05","18",NA,"Brazil",NA,NA,"Arvoreta ca. 3m alt., ramificada. Frutos castanhos vináceos. Coleta para química.; Caatinga.","UEC016627","Magnoliopsida",NA,NA,"(Mart.) Benth.","Bahia","Estrada para a balsa para a Barra.","UEC016627","Queiroz, LP","-42.854722","-11.176389","407","407","Xique-Xique",NA,NA,NA,NA,"2010","05","-42.854722","-11.176389",NA,NA,NA,NA,NA
"191","2021-03-01 16:30:57-03","UNICAMP","UEC","172484","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Queiroz, LP; Ribeiro, PG; Cardoso, D; Salas, RM","14625","2010","05","19",NA,"Brazil",NA,NA,"Arvoreta ca. 3.5m alt., copa aberta e ramos terminais pendentes. Folíolos papiráceos. Flores com estames brancos. Frutos imaturos castanho-vináceos.; Caatinga sobre solo arenoso.","UEC016621","Magnoliopsida",NA,NA,"(Mart.) Benth.","Bahia","Estrada de Barra para Olho d'Água, seguindo de Estreiro para Olho d'Água.","UEC016621",NA,"-43.3375","-11.191667","409","409","Barra",NA,NA,NA,NA,NA,NA,"-43.3375","-11.191667",NA,NA,NA,NA,NA
"192","2021-03-01 16:30:57-03","UNICAMP","UEC","175988","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Bianchetti, LB; Silveira, JN","736","1988","05","23",NA,"Brazil",NA,NA,"Árvore com 4m de altura. Frutos imaturos marrons. Abundante no local.; Cerrado arbóreo disturbado de beira de estrada.","UEC051298","Magnoliopsida",NA,NA,"(Mart.) Benth.","Piauí","BR-135 a 14,5km de Corrente, em direção à divisa com a Bahia.","UEC051298","Simon, MF","-45.2","-10.583333","590","590","Corrente",NA,NA,NA,NA,"2009","08","-45.2","-10.583333",NA,NA,NA,NA,NA
"193","2019-08-20 10:14:17-03","UNICAMP","UEC","119958","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Alencar, ME","1362","2001","06","10",NA,"Brazil",NA,NA,"Arbusto ca. 3,60 m.; botões florais esverdeados; frutos imaturos avermelhados; freqüência média.","UEC021637","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","PARNA de Sete Cidades, Capão do MARIANO (6a. cidade). Cerrado (típico). Subst. Arenoso.",NA,"Silva, JS","-41.712667","-4.121083","200","200","Brasileira",NA,NA,NA,NA,"2009","05","-41.712667","-4.121083","06",NA,NA,NA,NA
"194","2019-08-20 10:14:17-03","UNICAMP","UEC","120195","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Alencar, ME; Albino, RS","1099","2000","06","30",NA,"Brazil",NA,NA,"Arvoreta ca. 5 m; frutos imaturos avermelhados; freqüência media.","UEC021648","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","PARNA de Sete Cidades, Baixa do BARREIRO (6a. cidade). Cerrado (típico). Subst. Arenoso.",NA,"Silva, JS","-41.705556","-4.125","200","200","Brasileira",NA,NA,NA,NA,"2009","05","-41.705556","-4.125","06",NA,NA,NA,NA
"195","2019-08-20 10:14:17-03","UNICAMP","UEC","130977","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Queiróz, LP; Rios, L; Silva, MM; Cruz, NR; Ferreira, APL","6223","2000","05","21",NA,"Brazil",NA,NA,"Árvore de ca. 4,0m. altura., copa aberta e esgalhada. Folíolos cartáceos. Frutos imaturos castanhos. Segundo moradores, esta planta apresenta flores rosa.","UEC021636","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Bahia","Morro da Carlota, Ca. 7,6 km. NW de Campo Alegre de Lurdes. Caatinga arbórea sobre solo argiloso com afloramentos rochosos ficos em minério de Ferro.",NA,"Queiróz, LP","-43.891667","-9.491667","594","594","Campo Alegre De Lourdes",NA,NA,NA,NA,"2000","05","-43.891667","-9.491667",NA,NA,NA,NA,NA
"196","2019-08-20 10:14:17-03","UNICAMP","UEC","52425","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Dambrós, LA","1016390","1990","03","16",NA,"Brazil",NA,NA,"Planta arbustiva espinheta de 2 - 4 metros de altura, inflorescência branca; frequência densa no local e na margem da estrada.","UEC021643","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Goiás","Na margem da estrada. Regionalmente savana arbustiva aberta. Solo concrescionário, laterítico.",NA,"Silva, JS","-46.651667","-14.521389",NA,NA,"Posse",NA,NA,NA,NA,"2013","05","-46.651667","-14.521389","04",NA,NA,NA,NA
"197","2021-03-01 16:30:57-03","UNICAMP","UEC","175162","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Souza, VC; Souza, JP; Romão, GO","24341","2000","07","20",NA,"Brazil",NA,NA,"Arbusto a árvore, até 6m alt.; frutos imaturos verdes. Muito comum.; Caatinga arbórea.","UEC021574","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Bahia","Estrada para Formosa do Rio Preto, cerca de 15Km de Riachão das Neves.","UEC021574","Silva, JS","-44.872222","-11.67",NA,NA,"Riachão das Neves",NA,NA,NA,NA,"2013","05","-44.872222","-11.67","04",NA,NA,NA,NA
"198","2021-03-01 16:30:57-03","UNICAMP","UEC","175164","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Sevilha, AC; Guarino, ESG; Pereira, JB","3190","2003","08","28",NA,"Brazil",NA,NA,"Árvore com cerca de 8m de altura.; Cerrado antropizado (pastagem), neossolo quartzorênico.","UEC021572","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Goiás","Fazenda Itú, próxima a fábrica de calcário.","UEC021572","Silva, JS","-46.728889","-14.551944",NA,NA,"Alvorada do Norte",NA,NA,NA,NA,"2013","05","-46.728889","-14.551944","04",NA,NA,NA,NA
"199","2019-08-20 10:14:17-03","UNICAMP","UEC","27019","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","18937","1977","02","23",NA,"Brazil",NA,NA,"Bushy shrub to ca. 3 m. Leaflets dark green above, paler beneath. Flower buds pale green, tinged reddish. Flowers white, corolla turning deep pink with age.","UEC021640","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Bahia","30 km. along road NW from Gentio do Ouro to São Inácio. Caatinga.",NA,"Silva, JS","-42.666667","-11.283333","800","1000","Gentio do Ouro",NA,NA,NA,NA,"2013","05","-42.666667","-11.283333","06",NA,NA,NA,NA
"200","2019-08-20 10:14:17-03","UNICAMP","UEC","27251","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19143","1977","02","27",NA,"Brazil",NA,NA,"Small tree to 4 m. Leaflets mid-green; paler beneath. Corolla white with pink lobes. Stamens white.","UEC021646","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Bahia","On road to Gentio do Ouro., 5,6 km S. of São Inácio on the road to Gentio do Ouro. Disturbed caatinga and roadsides by small stream.",NA,"Silva, JS","-42.733333","-11.133333","500","500","Gentio do Ouro",NA,NA,NA,NA,"2009","06","-42.733333","-11.133333","08",NA,NA,NA,NA
"201","2019-08-20 10:14:17-03","UNICAMP","UEC","41645","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Harley, RM; Bromley, GL; Carvalho, AM; Hage, JL; Brito, HS","21358","1980","04","14",NA,"Brazil",NA,NA,"Small tree to 2,5 m. Pods tinged pinkish brown.","UEC021633","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Bahia","Basin of the upper São Francisco River., 2 km. E. of Igaporã, on the BR 430 and about 44 km. from Caitité. Caatinga.",NA,"Silva, JS","-42.683333","-13.766667","850","850","Igaporã",NA,NA,NA,NA,"2009","05","-42.683333","-13.766667","06",NA,NA,NA,NA
"202","2019-08-20 10:14:17-03","UNICAMP","UEC","52424","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Dambrós, LA","716390","1990","03","16",NA,"Brazil",NA,NA,"Arbusto armado de espinhos, ca. de 4 - 6 metros de altura; inflorescência branca; aparentemente confunde-se com espécie da caatinga; abundante.","UEC021638","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Goiás","Margem da estrada (antropocoria?), regionalmente área de contato Savana/Floresta Estacional. Solo Concrescionário lateritico álico.",NA,"Silva, JS","-46.731389","-14.126667",NA,NA,"Iaciara",NA,NA,NA,NA,"2013","05","-46.731389","-14.126667","04",NA,NA,NA,NA
"203","2019-08-20 10:14:17-03","UNICAMP","UEC","175163","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula","Sevilha, AC; et al.","175153","2003","09","04",NA,"Brazil",NA,NA,NA,"UEC021571","Magnoliopsida",NA,NA,"(Mart.) Benth.","Goiás",NA,"UEC021571",NA,"-46.3182983398438","-13.3983001708984",NA,NA,"São Domingos","73215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2019-08-20 10:14:17-03","UNICAMP","UEC","144228","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Pott, A; Dutra, IS","14035","1996","02","23",NA,"Brazil",NA,NA,"arbusto multicaule, 5,0 m de altura, ocasional. Flor branca, fruto ausente.","UEC021678","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Mato Grosso do Sul","Vegetação sedundária de alude de estrada. Solo arenoso. relevo quase plano.",NA,"Silva, JS","-56.114200592041","-21.457799911499",NA,NA,"Guia Lopes da Laguna","44012","auto",NA,NA,"2009","05",NA,NA,"06",NA,NA,NA,NA
"205","2019-08-20 10:14:17-03","UNICAMP","UEC","45406","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Oliveira Filho, AT","18508","1986","07","11",NA,"Brazil",NA,NA,"Arbusto, ca. 2 m. altura; frutos secos; canga arbustiva.","UEC021641","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Pará","Projeto Carajás, Serra Sul",NA,"Silva, JS","-49.1178016662598","-5.36860990524292",NA,NA,"Marabá","262883","auto",NA,NA,"2013","05",NA,NA,"04",NA,NA,NA,NA
"206","2019-08-20 10:14:17-03","UNICAMP","UEC","7121","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Monteiro, RF; Yamamoto, K; Martins, RP","10179","1979","07","19",NA,"Brazil",NA,NA,"Árvore, 4-5 m. altura; frutos.","UEC021644","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Pernambuco","Reserva da EMBRAPA, Caatinga.",NA,"Silva, JS","-40.5008010864258","-9.39861011505127",NA,NA,"Petrolina","90462","auto",NA,NA,"2013","05",NA,NA,"04",NA,NA,NA,NA
"207","2019-08-20 10:14:17-03","UNICAMP","UEC","46098","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Castro, AJ","C6PI1191653","1987","06",NA,NA,"Brazil",NA,NA,"Arbusto.","UEC021645","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","Fazenda Piloto, Chapada Grande, Missão Alemã/DNOCS - PI 230 km 67/68.Cerrado.",NA,"Silva, JS","-42.1310997009277","-7.0252799987793",NA,NA,"Oeiras","54774","auto",NA,NA,"2009","05",NA,NA,"06",NA,NA,NA,NA
"208","2019-08-20 10:14:17-03","UNICAMP","UEC","46113","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Castro, AJ","C6PI105FP","1987","05",NA,NA,"Brazil",NA,NA,"Arbusto.","UEC021647","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","Piauí","Fazenda Piloto, Chapada Grande, Missão Alemã/DNOCS - PI 230 km 67/68.Cerrado.",NA,"Silva, JS","-42.1310997009277","-7.0252799987793",NA,NA,"Oeiras","54774","auto",NA,NA,"2009","05",NA,NA,"06",NA,NA,NA,NA
"209","2021-03-01 16:30:57-03","UNICAMP","UEC","175142","S","Plantae","Fabaceae","Mimosa","acutistipula","Mimosa acutistipula acutistipula","Zandoval, JA","67","1984","08","12",NA,"Brazil",NA,NA,"Árvore de 7m de altura, com flores e frutos, flor tetrâmero diplostemone.","UEC021592","Magnoliopsida",NA,"acutistipula","(Mart.) Benth.","São Paulo","Campus Parque ESALQ/ USP.","UEC021592","Silva, JS","-47.6399993896484","-22.7199993133545",NA,NA,"Piracicaba","44778","auto",NA,NA,"2013","11",NA,NA,"04",NA,NA,NA,NA
"210","2020-03-02 09:10:57-03","UFRPE","PEUFR","11146","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","J.E.M. Brazão; C.G. de Oliveira","336","1984","05","30",NA,"Brasil",NA,NA,"Terrestre com 2,5 m de alt.; diâmetro à alt. do peito 5 cm, diâmetro da copa 2,5 m; fanerófita; caule marrom-claro, fruto imaturo de cor verde; frequência abundante","PEUFR011146",NA,NA,NA,"(Mart.) Benth.","Bahia","Estrada que liga Brotas de Macaúbas a Ipupiara",NA,"J.S. Silva","-42.65","-11.8","700","700","Ipupiara",NA,NA,NA,NA,"2007","07","42º39'00W","11º48'00S","11",NA,NA,NA,NA
"211","2020-03-02 09:10:57-03","UFRPE","PEUFR","14561","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","Miguel","44","1976","07","15",NA,"Brasil",NA,NA,"Árvore + ou - 2 m de altura","PEUFR014561",NA,NA,NA,"(Mart.) Benth.","Maranhão","Fazenda Sabonete",NA,"J.S. Silva; M. Sales",NA,NA,NA,NA,"Uruçui",NA,NA,NA,NA,"2009","03",NA,NA,"05",NA,NA,NA,NA
"212","2020-03-02 09:10:57-03","UFRPE","PEUFR","20155","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","A.P.S. Gomes; A. Laurênio; M.C. Tschá","50","1995","07","20",NA,"Brasil",NA,NA,"Arboreta com ca. de 5 m de alt.; frutos imaturos verdes","PEUFR020155",NA,NA,NA,"(Mart.) Benth.","Pernambuco","Reserva Biológica de Serra Negra",NA,"G.P. Lewis",NA,NA,NA,NA,"Floresta/Inajá",NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-03-02 09:10:57-03","UFRPE","PEUFR","23776","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","M.E. Alencar","225",NA,NA,NA,NA,"Brasil",NA,NA,"Arvoreta 5 m; flores brancas; frutos avermelhados","PEUFR023776",NA,NA,NA,"(Mart.) Benth.","Pernambuco","Serra Velha",NA,"A. Fernandes",NA,NA,NA,NA,"Padre Marcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-03-02 09:10:57-03","UFRPE","PEUFR","41896","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","A.P.S. Gomes; A. Laurênio; M. Tschá; E. Inácio","141","1995","09","15",NA,"Brasil",NA,NA,"Árvore com ca. 3 m de alt.; fruto imaturo vináceo","PEUFR041896",NA,NA,NA,"(Mart.) Benth.","Pernambuco","Reserva Biológica de Serra Negra",NA,"J.M. Nascimento","-38.570833","-8.6",NA,NA,"Inajá",NA,NA,NA,NA,"1997",NA,"38°34'15W","8°36'00S",NA,NA,NA,NA,NA
"215","2021-02-05 15:05:57-03","UFRPE","PEUFR","54629","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","acutistipula","Mimosa acutistipula","W.J. Machado; J.B. Jesus","757","2010","10","01",NA,"Brasil",NA,NA,"Arbusto com cerca de 3m; flores amarelas; botões florais verdes; frutos imaturos verdes tipo vagem; coordenadas geográficas do município.","PEUFR054629",NA,NA,NA,"(Mart.) Benth.","Sergipe","Serra da Guia",NA,"W.J. Machado","-37.684167","-9.805278",NA,NA,"Poço Redondo",NA,NA,NA,NA,"2010","12","37º41'03W","09º48'19S",NA,NA,NA,NA,NA
