"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"151","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163044","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Prance GT; et al.","1971","10","11","Brazil",NA,NA,"Brazilian Amazonia. Basin of Rio Negro. Rio Negro between Ilha Jacaré and Airão.",NA,NA,NA,NA,"NL-U1163044","NL-U1163044",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"152","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163045","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Silva M; Souza R","1969","08","15","Brazil",NA,NA,"Brazilian Amazonia. State of Pará. Santarém, Km 35 de estrada do Palhão, Ramal para o Igarape do Pilão, capoeira, terra firme.",NA,NA,NA,NA,"NL-U1163045","NL-U1163045",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"153","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163046","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Claussen P",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1163046","NL-U1163046",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"154","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163047","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krukoff BA","1934","09","14","Brazil",NA,NA,"Basin of Rio Madeira. Statet of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,NA,"NL-U1163047","NL-U1163047",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"155","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163048","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Mexia YEJ","1930","09","24","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Fazenda do Deserto.",NA,NA,NA,NA,"NL-U1163048","NL-U1163048",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"156","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163049","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krukoff BA","1936","09","11","Brazil",NA,NA,"Basin of Rio Solimoes. State of Amazonas: Municipality São Paulo de Olivença, near Palmares.",NA,NA,NA,NA,"NL-U1163049","NL-U1163049",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"157","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163050","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krukoff BA","1936","09","11","Brazil",NA,NA,"Basin of Rio Solimoes. State of Amazonas: Municipality São Paulo de Olivença, near Palmares.",NA,NA,NA,NA,"NL-U1163050","NL-U1163050",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"158","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163051","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Fróes RL; Krukoff BA","1939","02","01","Brazil",NA,NA,"Estrada do Barreto, Terra firma. State of Maranhão: Island of São Luiz.",NA,NA,NA,NA,"NL-U1163051","NL-U1163051",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"159","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163052","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC","1966","01","18","Brazil",NA,NA,"Parana. Mun. Antonina. Caixa D'Agau.",NA,NA,NA,NA,"NL-U1163052","NL-U1163052",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"160","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163053","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"NL-U1163053","NL-U1163053",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"161","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163054","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Hatschbach GG","1964","10","19","Brazil",NA,NA,"Parana. Mun. Cuaratuba. Rio Araraquara.",NA,NA,NA,NA,"NL-U1163054","NL-U1163054",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"162","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163110","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Fróes RL; Krukoff BA","1932","10","26","Brazil",NA,NA,"State of Maranhaõ: Maracassumé River Region.",NA,NA,NA,NA,"NL-U1163110","NL-U1163110",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"163","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163112","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Boschwezen","1915","09","06","Surinam",NA,NA,"Flora Surinamensis. Brownsberg.",NA,NA,NA,NA,"NL-U1163112","NL-U1163112",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0166917",NA,NA,NA,NA,NA,NA
"164","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163117","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Krukoff BA","1933","09","03","Brazil",NA,NA,"Basin of Rio Purus. Territory of Acre: near mouth of Rio Macauhan (tributary of Rio Yaco).","-69","-9.333333","-69.0","-9.333333","NL-U1163117","NL-U1163117",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"165","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163119","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Feuillet CPGA",NA,NA,NA,"Clarke HD","1996","11","19","Guyana","Upper Takutu-Upper Essequibo",NA,NA,"-58.616667","1.583333","-58.616667","1.583333","NL-U1163119","NL-U1163119",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0083598",NA,NA,NA,NA,NA,NA
"166","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163120","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Maas PJM; Maas-van de Kamer H; Mennega AMW; Koek-Noorman J","1974","11","09","Surinam","Brokopondo",NA,"Brownsberg, trail from guesthouse to the South.",NA,NA,NA,NA,"NL-U1163120","NL-U1163120",NA,"Roadside vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0183201",NA,NA,NA,NA,NA,NA
"167","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163121","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Andel TR van","2004","08","10","Andel TR van; Behari-Ramdas J; Ramharakh S; Troon F van; Vreedzaam A","2003","12","03","Surinam","Brokopondo",NA,"AKP road km 1.0",NA,NA,NA,NA,"NL-U1163121","NL-U1163121",NA,"Open primary forest on laterite<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0109589",NA,NA,NA,NA,NA,NA
"168","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163123","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Mexia YEJ","1930","11","12","Brazil",NA,NA,"State of Minas Geraes. Viçosa. Fazenda do Deserto; on road to Paraiso; steep slope above stream in tangol.",NA,NA,NA,NA,"NL-U1163123","NL-U1163123",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"169","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163125","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Boschwezen","1924","06","27","Surinam",NA,NA,"Flora Surinamensis. Brownsberg.",NA,NA,NA,NA,"NL-U1163125","NL-U1163125",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0166921",NA,NA,NA,NA,NA,NA
"170","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163126","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Boschwezen","1924","06","27","Surinam",NA,NA,"Flora Surinamensis. Brownsberg.",NA,NA,NA,NA,"NL-U1163126","NL-U1163126",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0166920",NA,NA,NA,NA,NA,NA
"171","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455763","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Hatschbach GG","1977","02","09","Brazil",NA,NA,"Col. Limeira (mun. Morretes) Paranà.",NA,NA,NA,NA,"NL-WAG1455763","NL-WAG1455763",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"172","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455764","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bruijn J de","1967","11","07","Venezuela",NA,NA,"State of Zulia. Secondary regrowth near 'Campo Rio de Oro', along Rio de Oro, circa 115 km W.N.W. of Santa Barbara-San Carlos del Zulia.",NA,NA,NA,NA,"NL-WAG1455764","NL-WAG1455764",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"173","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455765","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Bruijn J de","1967","11","07","Venezuela",NA,NA,"State of Zulia. Secondary regrowth near 'Campo Rio de Oro', along Rio de Oro, circa 115 km W.N.W. of Santa Barbara-San Carlos del Zulia.",NA,NA,NA,NA,"NL-WAG1455765","NL-WAG1455765",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455765 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"174","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455766","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Croat TB","1972","08","19","Peru",NA,NA,"along Rio Amazons S of Iquitos.",NA,NA,NA,NA,"NL-WAG1455766","NL-WAG1455766",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455766 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"175","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455770","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Breteler FJ","1964","04","11","Venezuela",NA,NA,"near the border (=Rio Grande o Toro) between Estaco Bolivar and Territorio Delta Amacuro.","-61.733333","8.066667","-61.733333","8.066667","NL-WAG1455770","NL-WAG1455770",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455770 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"176","2020-02-08 08:53:18-03","NBC","NL-BOTANY","WAG.1455771","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Breteler FJ","1964","04","11","Venezuela",NA,NA,"near the border (=Rio Grande o Toro) between Estaco Bolivar and Territorio Delta Amacuro.","-61.733333","8.066667","-61.733333","8.066667","NL-WAG1455771","NL-WAG1455771",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1455771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"177","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163056","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor bicolor",NA,"Lindeman JC",NA,NA,NA,"Granville J-J de","1989","01","19","French Guiana",NA,NA,NA,NA,NA,NA,NA,"NL-U1163056","NL-U1163056",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,"bicolor","Magnoliopsidae","U 0140494",NA,NA,NA,NA,NA,NA
"178","2020-02-08 08:53:18-03","NBC","NL-BOTANY","L.2752457","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor calycosa",NA,NA,NA,NA,NA,"Focke HC",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,"NL-L2752457","NL-L2752457",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2752457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,"calycosa","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"179","2020-02-08 08:53:18-03","NBC","NL-BOTANY","L.4295284","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor calycosa",NA,NA,NA,NA,NA,"Splitgerber FL",NA,NA,NA,"Surinam","Saramacca",NA,NA,NA,NA,NA,NA,"NL-L4295284","NL-L4295284",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4295284 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,"calycosa","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"180","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163057","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor calycosa",NA,NA,NA,NA,NA,"Jansen-Jacobs MJ; et al.","1995","07","27","Guyana",NA,NA,"Rupununi Distr., Karanambo, Simoni River. Along river.","-59.3","3.75","-59.3","3.75","NL-U1163057","NL-U1163057",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,"calycosa","Magnoliopsidae","U 0166928",NA,NA,NA,NA,NA,NA
"181","2020-02-08 08:53:18-03","NBC","NL-BOTANY","U.1163058","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor calycosa",NA,NA,NA,NA,NA,"Jansen-Jacobs MJ; et al.","1995","07","27","Guyana",NA,NA,"Rupununi Distr., Karanambo, Simoni River. Along river.","-59.3","3.75","-59.3","3.75","NL-U1163058","NL-U1163058",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1163058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,"calycosa","Magnoliopsidae","U 0166927",NA,NA,NA,NA,NA,NA
"182","2020-02-08 08:53:18-03","NBC","NL-BOTANY","L.2753336","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","laevigata","Tournefortia laevigata","Lam.",NA,NA,NA,NA,"Claussen P","1840","01","01","Brazil",NA,NA,"Minas geraes. Brasilia.",NA,NA,NA,NA,"NL-L2753336","NL-L2753336",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2753336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Boraginales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"183","2020-11-04 11:03:41-03","ESALQ","ESA","124121","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Liboni, A.P.","2013","05","04","Kuntz, J. ; Caramez, R.B.","2013","04","03","Brasil","São Paulo","Tapiraí","Reserva Parcitular da Votorantim (CBA). UHE Barra, trilha da Pedreira - Barra. Floresta Ombrófila Densa com trechos degradados (próximos a estradas antigas) e áreas conservadas (áreas mais íngremes).","-47.381388","-24.154166","-47.381388","-24.154166","ESA124121",NA,NA,"Trepadeira com frutos verdes.",NA,"Magnoliophyta",NA,"1060.0",NA,NA,"460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-11-04 11:03:41-03","ESALQ","ESA","99214","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Meireles, L.D.",NA,NA,NA,"Forzza, R.C.","2001","10","14","Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,"ESA099214","ESA099214","11991",NA,"auto","Magnoliophyta",NA,"1901.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-11-04 11:03:41-03","ESALQ","ESA","88066","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Hatschbach, G.","2002","01","01","Ribas, O.S.","2002","02","06","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"ESA088066","ESA088066","24916",NA,"auto","Magnoliophyta",NA,"4310.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-11-04 11:03:41-03","ESALQ","ESA","25682","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Förther, H.",NA,NA,NA,"Barreto, K.D. et al.","1995","01","04","Brasil","São Paulo","Anhembi",NA,"-48.1199989318848","-22.7800006866455",NA,NA,"ESA025682","ESA025682","25656",NA,"auto","Magnoliophyta",NA,"3467.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-11-04 11:03:41-03","ESALQ","ESA","40574","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Torezan, J.M.; Arima, L.I.A.; Pimenta, J.A.; Resende, J.C.F.; Sifuentes, D.V.O.","1997","12","11","Brasil","São Paulo","Bom Sucesso de Itararé","Descida da Serra, 10km de Bom Sucesso. Floresta Estacional Transição Montana-Submontana. Beira da estrada.","-490.939","-241.628","-490,939","-241,628","ESA040574","ESA040574",NA,"Trepadeira, à beira da estrada, fruto imaturo alaranjado",NA,"Magnoliophyta",NA,"544.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-11-04 11:03:41-03","ESALQ","ESA","125404","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Liboni, A.P.","2013","05","04","Kuntz, J.","2013","04","03","Brasil","São Paulo","Tapiraí","Reserva Parcitular da Votorantim (CBA). UHE Barra, trilha da Pedreira - Barra. Floresta Ombrófila Densa com trechos degradados (próximos a estradas antigas) e áreas conservadas (áreas mais íngremes).","-47.381388","-24.154166","-47.381388","-24.154166","ESA125404",NA,NA,"Trepadeira com frutos verdes.",NA,"Magnoliophyta",NA,"1060.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-11-04 11:03:41-03","ESALQ","ESA","124095","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Liboni, A.P.","2013","05","04","Kuntz, J. ; Caramez, R.B.","2013","04","01","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE - Alecrim. Trilha da Chaminé. Floresta Ombrófila Densa.","-47.599166","-24.249444","-47.599166","-24.249444","ESA124095",NA,NA,"Trepadeira com frutos verdes.",NA,"Magnoliophyta",NA,"1030.0",NA,NA,"282","282",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-11-04 11:03:41-03","ESALQ","ESA","125423","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,"Liboni, A.P.","2013","05","04","Kuntz, J.","2013","04","01","Brasil","São Paulo","Juquiá","Reserva Particular da Votorantim (CBA). UHE - Alecrim. Trilha da Chaminé.","-47.599166","-24.249444","-47.599166","-24.249444","ESA125423",NA,NA,"Trepadeira com frutos verdes.",NA,"Magnoliophyta",NA,"1030.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-11-04 11:03:41-03","ESALQ","ESA","77344","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Peroni, N.",NA,NA,NA,"Forster, W.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","2000","04","22","Brasil","São Paulo","São Sebastião","Praia Barra do Una / Boracéia. Estrada de acesso da Fazenda Águas do Bento. Borda de Mata de restinga na beira de Estrada/aterro","-45.46","-23.43","-45.46","-23.43","ESA077344","ESA077344",NA,"Liana;frutos imaturos verdes e brancos;3m",NA,"Magnoliophyta",NA,"284.0",NA,NA,"30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
