"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"824","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","31308","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Carvalho, A. F.",NA,NA,NA,"Brasil","Minas Gerais","Viçosa","UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"13937",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"825","2020-09-09 13:31:10-03","UNESP-IBILCE","SJRP","17335","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"Hoehne, W.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Vila Cerq. Cesar. Comp. Ao mat. da Sec. de Bot. Do Inst. Biol.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"53584",NA,"auto","Tracheophyta","Boraginales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"826","2018-09-12 14:48:05-03","UNIOESTE","UNOP","5717","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Catenacci, F.",NA,NA,NA,"Catenacci, F.","2009","09","11","Brasil","Paraná","Antonina","Reserva da Cachoeira, floresta ombrófila densa.","-48.695556","-25.314722","-48.695556","-25.314722",NA,NA,NA,"Planta com 1,20 de altura e com flores brancas. Coletada na borda da mata.",NA,NA,NA,"4",NA,NA,"5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","2015-05-20 10:33:57-03","UFERSA","MOSS","9797","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, J.I.M.","2004",NA,NA,"Lyra-Lemos, R.P. de","2002","04","23","Brasil","Alagoas","Pilar","Trecho inicial da Fazenda Lamarão.","-35.921667","-9.616667","35W55'18","9S37'00",NA,NA,NA,"arvoreta com cerca de 2,5 m. de altura; coletada na mata atlântica; flor branca; fruto ausente.",NA,NA,NA,"6613","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","2020-08-31 08:53:25-03","INPA","INPA","189302","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, AL","2003","04","21","Acevedo-Rodríguez, P","1996","08","10","Brasil","Amazonas","Barcelos","Dermini River, Along Dermini River (a tributary of Aracá River). Boat stationed","-62","-0.083333","-62","-0.083333","INPA0189302",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","8216","Southern America",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","2020-08-31 08:53:25-03","INPA","INPA","86244","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1980",NA,NA,"Maia, LA","1979","06","25","Brasil","Amazonas","Manaus","Paraná Tauatú, Rio Negro, Paraná Tauatú, acima de Manaus, 1 dia de viagem em motor de 116 HP. &nf;Mata de igapó.","-61","-2.5","-61","-2.5","INPA0086244","INPA0086244 INPA0086244_e INPA0086244_e1",NA,NA,NA,"Dicotyledon Asterids","Boraginales","10","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","2020-08-31 08:53:25-03","INPA","INPA","19630","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Prance, GT","1969",NA,NA,"Prance, GT","1967","01","22","Brasil","Roraima","Mucajaí","Canta Galo, Canto Galo, Rio Mucajaí, between Pratinha and Rio Apiaú. Disturbed forest on terra firme.","-61.165822","2.727283","-61.165822","2.727283","INPA0019630",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","3990","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","2020-08-31 08:53:25-03","INPA","INPA","106619","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, JIM","2006","10",NA,"Amaral, IL do","1982","10","30","Brasil","Amazonas","Maraã","Rio Japurá, Rio Japurá, margem direita. Mata de várzea, solo argilo-arenoso.","-66.876741","-1.836248","-66.876741","-1.836248","INPA0106619","INPA0106619 INPA0106619_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","238","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","2020-08-31 08:53:25-03","INPA","INPA","107277","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1984",NA,NA,"Ferreira, CAC","1982","10","16","Brasil","Amazonas","Tefé","Paraná de Tefé, Santa Missões, Paraná de Tefé, rio Solimões, 20 minutos de motor de popa antes de chegar na cidade, lugar Santa Missões","-64.666667","-3.366667","-64.666667","-3.366667","INPA0107277",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","3263","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","2020-08-31 08:53:25-03","INPA","INPA","107277","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1984",NA,NA,"Ferreira, CAC","1982","10","16","Brasil","Amazonas","Tefé","Paraná de Tefé, Santa Missões, Paraná de Tefé, rio Solimões, 20 minutos de motor de popa antes de chegar na cidade, lugar Santa Missões","-64.666667","-3.366667","-64.666667","-3.366667","INPA0107277",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","3263","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","2020-08-31 08:53:25-03","INPA","INPA","107943","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Miller, JS","1981",NA,NA,"Antônio, TM","1980","04","20","Panamá",NA,NA,"Punta Guayabo Grande, along beach and approximately 50 m from waters edge.",NA,NA,NA,NA,"INPA0107943","INPA0107943 INPA0107943_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","4225","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2020-08-31 08:53:25-03","INPA","INPA","107951","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Miller, JS","1981",NA,NA,"D'Arcy, WG","1971","04","30","Panamá",NA,NA,"Cliffside, Margarita Military Base; on cliff.",NA,NA,NA,NA,"INPA0107951","INPA0107951 INPA0107951_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","5165","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","2020-08-31 08:53:25-03","INPA","INPA","108008","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Miller, JS","1981",NA,NA,"D'Arcy, WG","1979","05","04","Panamá",NA,NA,"Roadside, S of El Valle, woods, E rim above El Valle.",NA,NA,NA,NA,"INPA0108008","INPA0108008 INPA0108008_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","13321","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","2020-08-31 08:53:25-03","INPA","INPA","117078","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1984",NA,NA,"Daly, DC","1981","11","04","Brasil","Pará","Tucuruí","25-35 Km SW of Tucuruí near road which serves Fazendas. Area to be inundated by dam project. Forest on terra firme and Euterpe palm swamp. By dirt road.","-49.816667","-3.933333","-49.816667","-3.933333","INPA0117078","INPA0117078 INPA0117078_e INPA0117078_nd",NA,NA,NA,"Dicotyledon Asterids","Boraginales","1202","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","2020-08-31 08:53:25-03","INPA","INPA","131365","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Melo, JIM","2006","10",NA,"Maia, LA","1979","07","21","Brasil","Amazonas","São Gabriel da Cachoeira","Acima de São Gabriel da Cachoeira, Rio Negro, acima de São Gabriel da Cachoeira.","-67.15","-0.85","-67.15","-0.85","INPA0131365","INPA0131365 INPA0131365_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","724","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","2021-01-10 20:42:39-03","INPA","INPA","144474","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Rosário, CS","2001","03",NA,"Cordeiro, I dos R.","1985","07","29","Brasil","Amazonas","Barcelos","Margens do Rio Acará., Margem do Rio Aracá. 00º, 00-20' S; 63º, 00-30' W.","-63.008333","-0.005556","-63.008333","-0.005556","INPA0144474",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","308","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","2020-08-31 08:53:25-03","INPA","INPA","167932","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1991",NA,NA,"Mori, SA","1990","06","09","Brasil","Amazonas",NA,"Rio Negro, near Ponto de Pagodão in the Paraná de Anavilhanas. Inundated forest along river; plant was flooded with only the apices above the water.","-60.916667","-2.75","-60.916667","-2.75","INPA0167932","INPA0167932 INPA0167932_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","21243","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","2020-08-31 08:53:25-03","INPA","INPA","186640","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Gracie, CA","1995",NA,NA,"Oliveira, AA de","1995","07","02","Brasil","Amazonas",NA,"Ilha Jacaré","-61.15","-2.6","-61.15","-2.6","INPA0186640","INPA0186640 INPA0186640_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","2636","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","2020-08-31 08:53:25-03","INPA","INPA","190850","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, AL","2003","04","21","Mori, SA","1992","06","20","Brasil","Amazonas",NA,"Rio Negro. Ponta do Pagodão","-60.483333","-2.866667","-60.483333","-2.866667","INPA0190850","INPA0190850 INPA0190850_e INPA0190850_e1",NA,NA,NA,"Dicotyledon Asterids","Boraginales","22410","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","2020-08-31 08:53:25-03","INPA","INPA","189135","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, AL","2003","04","21","Acevedo-Rodríguez, P","1996","08","07","Brasil","Amazonas","Barcelos","Entrance to Rio Aracá, Lateral channels of Rio Negro toward entrance to Rio Aracá. Boat stationed. Collected in radius of 2 km from boat.","-62.05","-0.533333","-62.05","-0.533333","INPA0189135",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","8048","Southern America",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","2020-08-31 08:53:25-03","INPA","INPA","177019","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Coêlho, LF","1990",NA,NA,"Macêdo, M","1991","09","30","Brasil","Mato Grosso","Alta Floresta","Alta Floresta, Fazenda Mogno, Estrada Apiacás, Km 25.","-56.853139","-9.876497","-56.853139","-9.876497","INPA0177019",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","3042","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","2020-08-31 08:53:25-03","INPA","INPA","9260","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Coêlho, LF","1982","03",NA,"Rodrigues, WA","1961","06","02","Brasil","Amazonas","Iranduba","Lago do Janauarí., Lago do Janauarí, boca do Rio Negro. Igapó.","-60.333333","-3.333333","-60.333333","-3.333333","INPA0009260",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","2717","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","2020-08-31 08:53:25-03","INPA","INPA","251878","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Garcia, JDG","2010","04",NA,"Garcia, JDG","2009","12","14","Brasil","Pernambuco","Igarassu","Mata de Piedade. Floresta em terreno plano a 50 metros da borda. Dossel de uns 15 metros em árvores de até 20 metros. Alta densidade de arvoretas. Epifitismo baixo.","-34.997361","-7.835278","-34.997361","-7.835278","INPA0251878","INPA0251878 INPA0251878_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","1347","Southern America",NA,"121","121",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","2020-08-31 08:53:25-03","INPA","INPA","33307","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Coêlho, LF","1982","03",NA,"Prance, GT","1971","10","11","Brasil","Amazonas",NA,"Rio Negro between Ilha Jacaré and Airão, Rio Negro between Ilha Jacaré and Airão. Blackwater flooded river margins.","-61.15","-2.601111","-61.15","-2.601111","INPA0033307","INPA0033307 INPA0033307_e INPA0033307_e1",NA,NA,NA,"Dicotyledon Asterids","Boraginales","15091","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","2020-08-31 08:53:25-03","INPA","INPA","48763","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Hill, SR","1974",NA,NA,"Eiten, G","1965","02","19","Brasil","São Paulo","Iguape","Northern outskirts of city of Iguape, ½ Km NNW from its center, a few meters above sea level.","-47.566667","-24.7","-47.566667","-24.7","INPA0048763",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","6206","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","2020-08-31 08:53:25-03","INPA","INPA","60150","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Coêlho, LF","1982","03",NA,"Mota, CDA da","1976","05","01","Brasil","Amazonas","Tabatinga","Próximo ao Aeroporto DET, Próximo ao Aeroporto; sub-base do Projeto Radam/Brasil. Quadrícula SB 19XA. Ponto 02.&nf;Capoeira baixa, terra firme.","-69.933333","-4.183333","-69.933333","-4.183333","INPA0060150","INPA0060150 INPA0060150_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","361","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","2020-08-31 08:53:25-03","INPA","INPA","90737","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Keel, S","1977",NA,NA,"Prance, GT","1977","02","19","Brasil","Amazonas",NA,"Rio Juruá, 5-10 km above mouth, Rio Juruá 5-10 km above mouth. River bank.","-65.771196","-2.655992","-65.771196","-2.655992","INPA0090737",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","24491","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","2020-08-31 08:53:25-03","INPA","INPA","88687","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kallunki, JA","1980",NA,NA,"Vieira, MGG","1979","10","10","Brasil","Rondônia","Porto Velho","Mineração Taboca, Mineração Taboca, próximo ao Campo de Pouso da Mineração. Capoeira, solo pedregoso.","-63.333333","-10.25","-63.333333","-10.25","INPA0088687","INPA0088687_e",NA,NA,NA,"Dicotyledon Asterids","Boraginales","362","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","2020-08-31 08:53:25-03","INPA","INPA","201020","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Hatschbach, GG","1998",NA,NA,"Silva, JM da","1998","09","07","Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá.","-52.8596992492676","-22.656400680542",NA,NA,"INPA0201020",NA,"16110",NA,"auto","Dicotyledon Asterids","Boraginales","2536","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","2020-08-31 08:53:25-03","INPA","INPA","9260","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Coêlho, LF","1982","03","10","Rodrigues, WA","1961","06","02","Brasil","Amazonas",NA,"Lago do Janauarí, Lago do Janauarí, boca do rio Negro.","-60.333333","-3.333333","-60.333333","-3.333333","INPA0009260",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","2717","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","2020-08-31 08:53:25-03","INPA","INPA","90737","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Keel, S","1977",NA,NA,"Prance, GT","1977","02","19","Brasil","Amazonas","Carauari","Rio Juruá, 5-10 km above mouth, Rio Juruá 5-10 Km above mouth. River bank.","-65.771196","-2.655992","-65.771196","-2.655992","INPA0090737",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","24491","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","2020-08-31 08:53:25-03","INPA","INPA","19630","S","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Prance, GT","1969",NA,NA,"Prance, GT","1967","01","22","Brasil","Roraima","Mucajaí","Canta Galo, Canto Galo, rio Mucajaí, between Pratinha and rio Apiaú.","-61.165822","2.727283","-61.165822","2.727283","INPA0019630",NA,NA,NA,NA,"Dicotyledon Asterids","Boraginales","3990","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","41225",NA,"Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","A.M. Assis/Abril-2009",NA,NA,NA,"A. M. Assis; M. D. S. Demuner","2009","04","19","Brasil","Espírito Santo","Presidente Kennedy","Praia das Neves - Rodovia ES-060 sentido Marobá","-40.935278","-21.205278","40W56'7","21S12'19","MBML041225","MBML041225",NA,"Arbusto escandente. Frutos verdes. Restinga. Formação arbustiva fechada não inundável (Pós Praia).",NA,NA,NA,"1944",NA,NA,"8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","45953",NA,"Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","F.L.Santos, J.Freitas & A.M.Assis/2010",NA,NA,NA,"F. L. Santos; C.Hencker & A.M.Assis","2010","04","10","Brasil","Espírito Santo","Piúma","Ilha dos Cabritos","-40.7275","-20.855278","40W43'39","20S51'19","MBML045953","MBML045953",NA,"Arbusto 1m, botões e frutos verdes, flores amarelas. Costão rochoso",NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","45968",NA,"Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","F.L.Santos, B.K. Franco/2010",NA,NA,NA,"F. L. Santos; R. Raton & A.P. Junior","2009","02","14","Brasil","Espírito Santo","Piúma","Ilha dos Cabritos","-40.7275","-20.855278","40W43'39","20S51'19","MBML045968","MBML045968",NA,"Liana, frutos verdes e amarelos. Formação arbustiva",NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","2020-07-10 09:44:16-03","MBML","MBML-HERBARIO","35138",NA,"Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","E.F. Guimarães/IX-2008",NA,NA,NA,"M.M. Saavedra; et al","2008","01","10","Brasil","Espírito Santo","São Mateus","Entrada ao lado do posto da Petrobrás, próximo ao km 78 da BR 101","-39.8588981628418","-18.716100692749",NA,NA,"MBML035138","MBML035138","56510",NA,"auto",NA,NA,"617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","2020-06-15 15:29:38-03","UNESP-RC","HRCB","18336","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.","2000","06","05","Rossi, L.","1994","03","31","Brasil","São Paulo","Pindamonhangaba","Ribeirão Grande - Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"24176","Arbusto escandente; frutos jovens.","auto",NA,NA,"1484",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","2020-06-15 15:29:38-03","UNESP-RC","HRCB","17044","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.","2000","06","06","Furlan, A.","1994","04","16","Brasil","São Paulo","Ubatuba","Estrada da Fazenda Capricórnio, Km 46 da Rodovia Rio/santos","-45.083333","-23.4","45º05'W","23º24'S",NA,NA,NA,"Arbusto 5 m alt. Frutos maduros brancos.",NA,NA,NA,"1482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","2020-06-15 15:29:38-03","UNESP-RC","HRCB","20304","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Rozza, A.",NA,NA,NA,"Leitão-Filho, H.F.","1995","02","08","Brasil","São Paulo","Barra do Turvo","Estrada de acesso à Barra do Turvo.","-48.471417","-24.79375","48º28'17.1W","24º47'37,5S",NA,NA,NA,"3,00 m de altura, cálice verde, pétalas brancas; beira de estrada.",NA,NA,NA,"33117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","2020-06-15 15:29:38-03","UNESP-RC","HRCB","20362","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Kim, A.C.",NA,NA,NA,"Leitão Filho, H.F.","1995","02","09","Brasil","São Paulo","Eldorado","Núcleo Caverna do Diabo","-48.392083","-24.646639","48º23'31.5W","24º38'47,9S",NA,NA,NA,"Liana, flores brancas perfumadas.",NA,NA,NA,"32775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","2020-06-15 15:29:38-03","UNESP-RC","HRCB","54914","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Saka, M.N.","2012","01",NA,"Lombardi","2011","03","10","Brasil","São Paulo","São Lourenço da Serra","Reserva Particular do Patrimônio Natural Paiol Maria","-46.939778","-23.824667","46º56'23.2W","23º49'28,8S",NA,NA,NA,"Amostra em sílica. Liana, folhas papiráceas, frutos imaturos verdes.",NA,NA,NA,"8057",NA,NA,"724","724",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","2020-06-17 15:24:57-03","UNESP-RC","HRCB","13411","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw. ","Neusa Taroda Ranga",NA,NA,NA,"Garcia, F. C. P.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","2020-06-17 15:24:57-03","UNESP-RC","HRCB","8524","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw. ","Neusa Taroda Ranga",NA,NA,NA,"Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","2020-06-15 15:29:38-03","UNESP-RC","HRCB","26393","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.","2000","04","18","Bertoncini, A.P.","1996","12","12","Brasil","São Paulo","Cunha","Núcleo Cunha. Entorno da estrada","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"38855","Folhas cartáceas, flores brancas, odor nauseabundo das flores, sobre árvores de 10 m de altura.","auto",NA,NA,"728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","2020-06-15 15:29:38-03","UNESP-RC","HRCB","12676","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.","2002","08",NA,"Marques, M.C.M.L.","1989","08","10","Brasil","Maranhão","São Luis","Praia do Olho d'Água","-44.3027992248535","-2.52972006797791",NA,NA,NA,NA,"33693","Flores brancas. Arbusto escandente.","auto",NA,NA,"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","2020-06-15 15:29:38-03","UNESP-RC","HRCB","18611","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","Cavalheiro, L.","2000","05","31","Mello-Silva, R.","1994","05","12","Brasil","São Paulo","Tapiraí","Rodovia SP 79, em direção a Juquiá, lado esquerdo, em frente à entrada do Rancho Primavera.","-47.5","-23.9599990844727",NA,NA,NA,NA,"41034","Liana dextrorsa, em clareira de mata. Folhas discolores. Frutos imaturos verdes, maduros alvos.","auto",NA,NA,"936",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA
