"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"641","2021-01-10 20:43:22-03","INPA","INPA","183434","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1998","02",NA,"Sothers, CA","524","1995","07","17","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0183434","INPA0183434_e INPA0183434_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"642","2021-01-10 20:43:22-03","INPA","INPA","188948","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1998","02",NA,"Lohmann, LG","10","1995","07","10","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0188948","INPA0188948 INPA0188948_e INPA0188948_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"643","2020-08-31 08:55:00-03","INPA","INPA","197152","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1995",NA,NA,"Hoffman, B","2793","1992","09","23","Guyana",NA,NA,"Region: Pomeroon-Supenaam. Pomeroon R watershed; Kurushi Cr, (trib. of Arapiaco R), 2-4 Km SW of landing.","-58.716667","7.133333","-58.716667","7.133333","10","10",NA,"INPA0197152","INPA0197152_e INPA0197152_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"644","2020-08-31 08:55:00-03","INPA","INPA","20250","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Prance, GT","4619","1967","03","01","Brasil","Roraima","Boa Vista","San Salvador, San Salvador, 40 km north west of Boa Vista","-60.960081","3.07941","-60.960081","3.07941",NA,NA,NA,"INPA0020250","INPA0020250 INPA0020250_e INPA0020250_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"645","2021-01-10 20:43:22-03","INPA","INPA","21348","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Souza, JA de","82","1968","08","08","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0021348","INPA0021348 INPA0021348_e INPA0021348_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"646","2021-01-10 20:43:22-03","INPA","INPA","231844","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Ramos, JF","2010","07",NA,"Melo, MFF","710","2009","05","22","Brasil","Amazonas","Presidente Figueiredo","Reserva Biológica do Uatumã. Margem esquerda do lago.","-59.491667","-1.918056","-59.491667","-1.918056","56","56",NA,"INPA0231844",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"647","2021-01-10 20:43:22-03","INPA","INPA","233042","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Castilho, CV de","831","2002","11","06","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O5, km 3.5.","-59.932624","-2.958398","-59.932624","-2.958398","103","103",NA,"INPA0233042","INPA0233042 INPA0233042_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"648","2020-08-31 08:55:00-03","INPA","INPA","237838","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Perdiz, RO","2013","11",NA,"Cangani, KG","139","2011","01","27","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Planta coletada ao lado da sede do Viruá.","-60.8456","1.422101","-60.8456","1.422101","63","63",NA,"INPA0237838","INPA0237838 INPA0237838_e INPA0237838_nd","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"649","2020-08-31 08:55:00-03","INPA","INPA","242356","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Hopkins, MJG","2188","2011","10","12","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Trilha de atalho perto da entrada da grade de PPBio entre L1 e N2.","-61.019272","1.485833","-61.019272","1.485833",NA,NA,NA,"INPA0242356","INPA0242356 INPA0242356_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"650","2021-01-10 20:43:22-03","INPA","INPA","255420","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Perdiz, RO","2013",NA,NA,"Perdiz, RO","1690","2012","11","25","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Ao lado do acampamento dos pesquisadores, à esquerda da entrada do caminho para o gerador.","-61.2","1.2","-61.2","1.2",NA,NA,NA,"INPA0255420","INPA0255420 INPA0255420_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"651","2020-08-31 08:55:00-03","INPA","INPA","255443","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Perdiz, RO","2013",NA,NA,"Perdiz, RO","1746","2013","02","04","Brasil","Roraima","Caracaraí","Parque Nacional do Viruá, Ao redor da sede, lado esquerdo da entrada do caminho para o gerador.","-61.002778","1.490083","-61.002778","1.490083","74","74",NA,"INPA0255443","INPA0255443 INPA0255443_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"652","2020-08-31 08:55:00-03","INPA","INPA","258796","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,"2013","01",NA,"Gaui, TD","132","2012","06",NA,"Brasil","Amazonas","Manaus","ZF2, Vicinal de origem no Km 50 da Rodovia BR-174","-60.0914","-2.3745","-60.0914","-2.3745","100","125",NA,"INPA0258796",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"653","2020-08-31 08:55:00-03","INPA","INPA","33185","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Prance, GT","14969","1971","07","27","Brasil","Amazonas",NA,"Rio Cuieras just below mouth of Rio Brancinho, Basin of Rop Negro - Rio Cuieras just below mouth of Rio Brancinho.","-60.508232","-2.830145","-60.508232","-2.830145",NA,NA,NA,"INPA0033185","INPA0033185 INPA0033185_e INPA0033185_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"654","2021-01-10 20:43:22-03","INPA","INPA","57816","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Mello, FC de","INPA57816","1976","07","07","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 27, Reserva Florestal Ducke. Fenologico nº 397, lado esquerdo da estrada.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0057816","INPA0057816 INPA0057816_e INPA0057816_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"655","2021-01-10 20:43:22-03","INPA","INPA","60201","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Mello, FC de","INPA60201","1976","09","29","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke, Fenologico nº 274","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0060201","INPA0060201 INPA0060201_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"656","2020-08-31 08:55:00-03","INPA","INPA","87018","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Ferreira, CAC","569","1979","08","20","Brasil","Amazonas","Itapiranga","Rio Uatumã, Igarapé Caititu., Rio Uatumã, lado esquerdo do Ig. Catitu, atraz da antiga Usina de Pau-Rosa.","-58.726988","-2.306591","-58.726988","-2.306591",NA,NA,NA,"INPA0087018","INPA0087018 INPA0087018_1 INPA0087018_1e INPA0087018_e INPA0087018_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"657","2020-08-31 08:55:00-03","INPA","INPA","138934","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Maciel, UN","398","1979","12","01","Brasil","Pará","Paragominas","Itinga, Fazenda Cabore.","-47.538503","-4.436442","-47.538503","-4.436442",NA,NA,NA,"INPA0138934","INPA0138934 INPA0138934_e INPA0138934_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"658","2020-08-31 08:55:00-03","INPA","INPA","170563","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Mori, SA","20632","1989","07","23","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuario, Reserva 1501 (km 41) of the WWF/INPA MCS Project","-59.73056","-2.41625","-59.73056","-2.41625","50","50",NA,"INPA0170563","INPA0170563 INPA0170563_e INPA0170563_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"659","2021-01-10 20:43:22-03","INPA","INPA","175806","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Palheta, E","1301.3717.2","1989","08","09","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa Rodovia BR-174, km 64, depois 23 km leste na ZF-3, Fazenda Esteio. Reserva nº 1301, Arvore nº 3717","-59","-2.383333","-59","-2.383333",NA,NA,NA,"INPA0175806","INPA0175806 INPA0175806_e INPA0175806_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"660","2020-08-31 08:55:00-03","INPA","INPA","174905","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Campos, MTVA do A.","14","1989","11","07","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuario da Suframa, 90 km NNE de Manaus, Reserva nº 1501 (km 41)","-59.685474","-2.31537","-59.685474","-2.31537","50","50",NA,"INPA0174905","INPA0174905 INPA0174905_e INPA0174905_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"661","2020-08-31 08:55:00-03","INPA","INPA","267468","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Ramos, JF","2017",NA,NA,"Adversi Silva, R","453","2014","07","15","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3Sítio amostral Km 37Parcela CTFS-25haQuadrat 380X480","-59.7856","-2.44167","-59.7856","-2.44167",NA,NA,NA,"INPA0267468",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"662","2020-08-31 08:55:00-03","INPA","INPA","175844","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Silva, SS da","1301.1346.2","1989","08","05","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa Rodovia BR-174, km 64, depois 23 km leste na ZF-3, Fazenda Esteio. Reserva nº 1301, Arvore nº 1346","-59","-2.383333","-59","-2.383333",NA,NA,NA,"INPA0175844","INPA0175844 INPA0175844_e INPA0175844_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"663","2020-08-31 08:55:00-03","INPA","INPA","171333","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Oliveira, AA de","133","1991","09","24","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuario, 90 km NNE de Manaus, Reserva nº 1501 (km 41)","-59.685474","-2.31537","-59.685474","-2.31537","50","125",NA,"INPA0171333","INPA0171333 INPA0171333_e INPA0171333_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"664","2021-01-10 20:43:22-03","INPA","INPA","80348","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Santos, JL dos","290","1978","11","21","Brasil","Roraima","Maracá","Ilha de Maracá, Estaçao Ecologica","-61.7","3.4","-61.7","3.4",NA,NA,NA,"INPA0080348","INPA0080348 INPA0080348_e INPA0080348_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"665","2020-08-31 08:55:00-03","INPA","INPA","20609","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.","Pennington, TD","1989",NA,NA,"Prance, GT","4374","1967","02","13","Brasil","Roraima","Alto Alegre","Serra Tepequem, Serra Tepequem","-61.75","3.75","-61.75","3.75","1200","1200",NA,"INPA0020609","INPA0020609 INPA0020609_e INPA0020609_e1 INPA0020609_e2","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"666","2020-08-31 08:55:00-03","INPA","INPA","134795","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Silva, MG da","3150","1977","05","26","Brasil","Pará","Paragominas","Itinga do Pará, Itinga do Para","-49.5","-4.5","-49.5","-4.5",NA,NA,NA,"INPA0134795","INPA0134795 INPA0134795_e INPA0134795_e1 INPA0134795_e2","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"667","2020-08-31 08:55:00-03","INPA","INPA","138947","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Maciel, UN","416","1979","12","03","Brasil","Pará","Paragominas","Itinga, Fazenda Cabore.","-47.538503","-4.436442","-47.538503","-4.436442",NA,NA,NA,"INPA0138947","INPA0138947 INPA0138947_e INPA0138947_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"668","2020-08-31 08:54:59-03","INPA","INPA","276618","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Nascimento, EA","2016","05","20","Cruz, ED","1028","2015","03","05","Brasil","Pará","Moju","Fazenda Agroecológica São Roque, Ramal principal.","-50.526389","-3.735278","-50.526389","-3.735278",NA,NA,NA,"INPA0276618",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"669","2020-08-31 08:54:59-03","INPA","INPA","123766","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Ramos, JF","1631","1984","10","22","Brasil","Pará","Tucuruí","Rio Tocantins, Vila Brabo, lago Cagancho, Rio Tocantins, margem direita, adjacencia do lago Cagancho","-49.6","-3.5","-49.6","-3.5",NA,NA,NA,"INPA0123766","INPA0123766 INPA0123766_e INPA0123766_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"670","2020-08-31 08:54:59-03","INPA","INPA","126270","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Plowman, T","12540","1982","12",NA,"Brasil","Amazonas","Tefé","Lago Tefe; northwest shore","-64","-3.333333","-64","-3.333333",NA,NA,NA,"INPA0126270","INPA0126270 INPA0126270_e INPA0126270_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"671","2020-08-31 08:55:00-03","INPA","INPA","27616","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Coêlho, DF","INPA27616","1969","08","27","Brasil","Amazonas","Manaus","AM 010, km 69, Km 69 da estrada Manaus-Itacoatiara","-59.6","-2.661017","-59.6","-2.661017",NA,NA,NA,"INPA0027616","INPA0027616 INPA0027616_e INPA0027616_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"672","2021-01-10 20:43:22-03","INPA","INPA","232999","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Pereira, E da C.","208","2002","07","26","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O7, km 4.5.","-59.5516","-2.5829","-59.5516","-2.5829","100","100",NA,"INPA0232999","INPA0232999 INPA0232999_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"673","2021-01-10 20:43:22-03","INPA","INPA","230293","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Zartman, CE","2006",NA,NA,"Zartman, CE","5139","2006","01","25","Brasil","Amazonas","Manaus","Distrito Agropecuário da SUFRAMA, Projeto Dinâmica Biológica de Fragmentos Florestais, Km 37","-59.79","-2.45","-59.79","-2.45",NA,NA,NA,"INPA0230293",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"674","2020-08-31 08:55:00-03","INPA","INPA","140241","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Cardoso, RMG","53","1986","07","24","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Colosso, Fazenda Esteio, km 23, ZF-3","-59.79","-2.45","-59.79","-2.45",NA,NA,NA,"INPA0140241","INPA0140241 INPA0140241_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"675","2020-08-31 08:55:00-03","INPA","INPA","92319","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Rankin, JM","144","1979","11",NA,"Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Fazenda Esteio, ZF-3, Distrito Agropecuario da Suframa.","-59.79","-2.45","-59.79","-2.45",NA,NA,NA,"INPA0092319","INPA0092319 INPA0092319_e INPA0092319_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"676","2020-08-31 08:54:59-03","INPA","INPA","267469","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2018","12","05","Adversi Silva, R","538","2014","07","16","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3Sítio amostral Km 37Parcela CTFS-25haQuadrat 320X280","-59.7856","-2.44167","-59.7856","-2.44167",NA,NA,NA,"INPA0267469",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"677","2020-08-31 08:54:59-03","INPA","INPA","267686","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2018","12","05","Ferreira, MJ","543","2014","07","18","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3Sítio amostral Km 37Parcela CTFS-25haQuadrat 360X520","-59.7856","-2.44167","-59.7856","-2.44167",NA,NA,NA,"INPA0267686",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"678","2020-08-31 08:54:59-03","INPA","INPA","267680","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2018","12","05","Terra-Araujo, MH","1094","2014","07","23","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3Sítio amostral Km 37Parcela CTFS-25haQuadrat 300X340","-59.785556","-2.441667","-59.785556","-2.441667",NA,NA,NA,"INPA0267680",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"679","2020-08-31 08:54:59-03","INPA","INPA","259327","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Andrade, AC da S.","2007",NA,NA,"Ackerly, DD","1105.65.2","1985","05","15","Brasil","Amazonas","Manaus","ARIE-PDBFF, Estrada ZF-3 - Fazenda Esteio - Sítio amostral Km 34 - Reserva 1105 - Parcela 1105-1 - Quadrante 2","-59.82211","-2.42487","-59.82211","-2.42487",NA,NA,NA,"INPA0259327",NA,"Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"680","2020-08-31 08:55:00-03","INPA","INPA","188157","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Boom, BM","8779","1988","12","08","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501, Km 41, of the WWF/INPA MCS Project.","-59.763889","-2.407222","-59.763889","-2.407222","50","125",NA,"INPA0188157","INPA0188157 INPA0188157_e INPA0188157_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"681","2020-08-31 08:55:00-03","INPA","INPA","175431","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Silva, AP da","1301.3717.2","1989","10","05","Brasil","Amazonas","Manaus","Distrito Agropecuário, ZF3., Ca 90 km N de Manaus, Distrito Agropecuario da Suframa Rodovia BR-174, km 64, depois 23 km leste na ZF-3, Fazenda Esteio. Reserva nº 1301, Arvore nº 3717","-59","-2.383333","-59","-2.383333",NA,NA,NA,"INPA0175431","INPA0175431 INPA0175431_e INPA0175431_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"682","2020-08-31 08:55:00-03","INPA","INPA","158387","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D.Penn.",NA,NA,NA,NA,"Silva, NT da","JARI136",NA,NA,NA,"Brasil","Pará","Almeirim","Monte Dourado, Monte Dourado","-48.5","-1.4","-48.5","-1.4",NA,NA,NA,"INPA0158387","INPA0158387 INPA0158387_e INPA0158387_e1","Southern America",NA,NA,"Dicotyledon Asterids","Ericales","amazonica",NA,NA,NA,NA,NA,NA,NA
"683","2020-08-31 08:54:59-03","INPA","INPA","226591","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Carvalho-Sobrinho, JG de",NA,NA,NA,"Carvalho-Sobrinho, JG de","1047","2006","09","09","Brasil","Amazonas","Presidente Figueiredo","Rebio Uatumã, Entorno. Trilha da Cachoeira da Anta.","-59","-1","-59","-1",NA,NA,NA,"INPA0226591","INPA0226591 INPA0226591_e","Southern America",NA,NA,"Dicotyledon Asterids","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
