"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"293","2019-02-15 11:50:25-02","IPA","IPA","85540","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa venosa","(Mart.) Baehni",NA,NA,NA,NA,"Lemos, I.C.; Prata, A.P.; Silva, A.C.; Costa, S.M.; Ibrahim, M.; Prata, A.P.; Silva, A.C.; Costa, S.M.; Ibrahim, M.","23","2006","07","18","Brasil","Alagoas","Pilar","Mata do Lamarão","-35.9566993713379","-9.5972204208374",NA,NA,NA,NA,"Botões verdes, aroma de mel e látex branco.; Restinga.","IPA0085540",NA,"Southern America",NA,NA,"Plantae",NA,"venosa","24196","auto",NA,NA,NA,NA,NA
"294","2019-02-15 11:50:25-02","IPA","IPA","79143","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.","Alves-Araújo, A.","2007","09","17","Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Marques, J.S.; Albuquerque, N.A.","300","2007","05","23","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata.","-35.020833","-7.793889","-35.020833","-7.793889","130","130","Árvore ca. 10 m de altura. Látex alvo, abundante. Flores creme-amareladas, ovário piloso.; Mata Atlântica.","IPA0079143",NA,"Southern America",NA,NA,"Plantae",NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"295","2019-07-26 11:41:16-03","IPA","IPA","87128","S","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa amazonica","T.D. Penn.",NA,NA,NA,NA,"Fernández, A.","78975","1997","01","15","Venezuela","Amazonas","Manapiare","Caño Iguana. Serranía de Maigualida. 64km al E de San Juan de Manapiare. Parcela permanente.","-65.496944","5.468611","-65.496944","5.468611","370","370","Arbol latífero. Látex blanco. 15-17m de alto. Pétalos verde-amarillento claro. Estambres adnatos, verde-blancos. Pistilo amarillento. Arbol 276. Kayena hii en lengua Höti.","IPA0087128",NA,"Southern America",NA,NA,"Plantae",NA,"amazonica",NA,NA,NA,NA,NA,NA,NA
"296","2019-08-27 13:28:51-03","IAP","PACA-AGP","55609","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","J. Monachino","1955","04","09","Reitz, R.","3575","1950","06","21","Brasil","SC","Brusque","Mata de Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Ex. HBR 5171 Habitat: In silva Fenofase: flor","PACA055609",NA,NA,NA,NA,"Magnoliophyta","Ebenales",NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"297","2019-08-27 13:28:51-03","IAP","PACA-AGP","58428","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","J. Monachino","1952",NA,NA,"R. Klein","262","1950","06","20","Brasil","SC","Brusque","Mata de Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"HBR 4634 Habitat: In silva Fenofase: flor","PACA058428",NA,NA,NA,NA,"Magnoliophyta","Ebenales",NA,"19684","auto","Magnoliatae",NA,NA,NA,NA
"298","2020-12-20 21:19:26-03","UFV","VIC","023638","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Bicudo, L.R.H.; et al.","252","1998","10","17","Brasil","São Paulo",NA,"Margem do Rio Paraná, A montante da Barragem de Porto primavera.",NA,NA,NA,NA,NA,NA,"Mata de galeria, arbusto de 2,5 m de altura, cálice creme, corola verde e androceu amarelo, sem odor.","VIC023638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-12-20 21:19:26-03","UFV","VIC","019649","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Soares, M.P.; et al.","s.n.","2006","02",NA,"Brasil","Bahia","Mucuri",NA,"-39.5508003234863","-18.0863990783691",NA,NA,NA,NA,"Vegetação Floresta de Tabuleiro, individuo de n°376, com 21.7 cm, de circunferência e 5,5 m de altura.","VIC019649",NA,NA,NA,NA,NA,NA,NA,"78440","auto",NA,NA,NA,NA,NA
"300","2020-12-20 21:19:26-03","UFV","VIC","024986","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Amaral-Jr, A.; et al.","328","1988","04","09","Brasil","São Paulo","Pauliceia","Margem esquerda do Rio Paraná","-51.8300018310547","-21.3099994659424",NA,NA,NA,NA,"Árvore de 4 m , com látex, botões e frutos verdes. Nome vulgar: Macãnzinha d'água.","VIC024986",NA,NA,NA,NA,NA,NA,NA,"29589","auto",NA,NA,NA,NA,NA
"301","2020-02-27 16:44:24-03","UFSC","CTBS","1711","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Verdi, M.","2010","04","28","Verdi, M; Souza, N.L de; Klemz, G. & Klettenberg, D.H.","4480","2010","04","28","Brasil","Santa Catarina","Garopaba","Morro da Ressacada","-48.69","-28.08","48°41'24W","28°04'48S","147","147","Floresta Ombrófila Densa; Estágio Médio; arbórea;",NA,NA,NA,NA,"FURB 25732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-02-27 16:44:24-03","UFSC","CTBS","2120","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Sobral, M.","2010","10","29","Stival-Santos, A.; Legal, E. & Silveira, S.","2922","2010","05","31","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Cova da Onça","-48.781667","-27.628889","48°46'54W","27°37'44S","236","236","Floresta Ombrófila Densa; Estágio Médio; entorno do fragmento, beira de estrada; arbórea; flor botão floral verde.",NA,NA,NA,NA,"FURB 31762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-03-24 17:10:02-03","UFES","SAMES","6703","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Stivel-Santos,A.; Legal,E.;Silveira,S.","2922","2010","05","31","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Cova da Onça.","-48.7785987854004","-27.6881008148193","-484650000.0","-273744445.0",NA,NA,"Botões florais verdes. Habito: Arbórea","SAMES06703",NA,NA,NA,NA,NA,NA,NA,"22435","auto",NA,NA,NA,NA,NA
"304","2021-03-24 17:10:02-03","UFES","SAMES","9984","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araujo, A.","2017",NA,NA,"Ribeiro, M.","1638","2011","04","30","Brasil","Espírito Santo","Conceição da Barra","Floresta Alta, km 4 na estrada que circunda a reserva, trecho conservado, sub-bosque sombreado.","-39.7322006225586","-18.5932998657227","-398194445.0","-182555556.0",NA,NA,"Planta com 11 m alt. x 22,5 cm CAP, presença de látex leitoso. Estéril. Transecto 4 planta 32. Habitat: Floresta de Tabuleiro Habito: Árvore","SAMES09984",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"305","2021-03-24 17:10:02-03","UFES","SAMES","6962","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"Korte,A.","5302","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque estadual do Tabuleiro - Guarda do Embaú.","-48.6678009033203","-27.645299911499","-483558333.0","-275416666.0",NA,NA,"Habito: Arbusto","SAMES06962",NA,NA,NA,NA,NA,NA,NA,"31105","auto",NA,NA,NA,NA,NA
"306","2019-11-21 14:45:03-03","UFJF","CESJ","69012","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","M. Verdi","2010","04","03","M. Verdi; N.L. de Souza; G. Klemz; D.H. Klettenberg","4607","2010","04","03","Brasil","Santa Catarina","Laguna","Laranjeiras","-48.87","-28.44","-48.87","-28.44","246","246","Florística IFFSC 81. Floresta Ombrófila Densa; estádio sucessional médio. Arborea, ca. 7m alt., no interior do fragmento.","CESJ069012",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2021-04-07 11:48:47-03","UFMS","CGMS","35303","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","J. Cordeiro; E. Barboza","2008",NA,NA,"M.G. Caxambu; et.al","2220","2008","05","23","Brasil","Santa Catarina","Bombinhas","Morro de Zimbros.","-48.5486111","-27.1877777","-48,5486111","-27,1877777","12","12","Botões florais esverdeados. Habitat: Floresta Ombrófila Densa Submontanhosa. Relevo: Ondulado. Habito: Arvore com exsudado alvo.. 12,00m de altura.#?#","CGMS1064701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-04-07 11:48:47-03","UFMS","CGMS","7710","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","102","1998","10","13","Brasil","São Paulo","São Paulo","Chácara São Miguel, braço de estrada de Panorama a Campinal.","-51.9055556","-21.4011111","-51,9055556","-21,4011111",NA,NA,"Corola verde. Habitat: Mata. Habito: 4,00m de altura.","CGMS1017338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-04-07 11:48:47-03","UFMS","CGMS","7726","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","252","1998","10","17","Brasil","São Paulo","São Paulo","Margem do rio Paraná, a montante da barragem de Porto Primavera.","-52.8952777","-22.4619444","-52,8952777","-22,4619444","277","277","Cálice creme,Corola verde. Androceu amarelo, sem odor. Habitat: Mata galeria. Habito: Arbusto. 2,50m de altura.","CGMS1017337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-04-07 11:48:47-03","UFMS","CGMS","8481","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","395","1999","04","11","Brasil","São Paulo","Panorama - Caiuá","Margem esquerda do Rio Paraná, rio do Peixe.","-51.9519444","-21.53","-51,9519444","-21,53",NA,NA,"Com frutos. Presença de látex. Planta na água. DOAÇÃO BOTU. Habitat: Ilha de vegetação inundada no meio do rio. Habito: Árvore.","CGMS1017335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-04-07 11:48:47-03","UFMS","CGMS","7731","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni",NA,NA,NA,NA,"L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","212","1998","10","16","Brasil","Mato Grosso do Sul","Mato Grosso do Sul","A jusante da barragem.","-53.0377777","-22.5141667","-53,0377777","-22,5141667","216","216","Frutos verdes. Habitat: Mata de galeria. Habito: 3,00m de altura.","CGMS1017336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-11-27 13:52:54-03","UFS","ASE","10308","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Farney, C; D.Araújo; Gomes, JC; J.T.Oliveira","2948","1992","01","28","Brasil","Sergipe","Pirambu","Reserva Biológica Santa Isabel, dunas no km 11 na praia, direção de Ponta dos Mangues","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arbusto. ~2. m. Folhas verdes, sub-coriáceas, discolores; látex branco; flores amarelo-esverdeadas.; Arbusto. ~2. m. Folhas verdes, sub-coriáceas, discolores; látex branco; flores amarelo-esverdeadas.","ASE0019134","ASE0019134","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-11-27 13:52:54-03","UFS","ASE","10384","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Farney, C; Silva, LC","2695","1991","03","27","Brasil","Sergipe","Santo Amaro das Brotas","Restinga arbustivas com moitas na Rodovia SE 226,","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arvoreta. ~4. m. Folhas verdes discolores, coriáceas; flores esverdeadas com indumentos castanhos; frutos imaturos verdes.; Arvoreta. ~4. m. Folhas verdes discolores, coriáceas; flores esverdeadas com indumentos castanhos; frutos imat","ASE0019168","ASE0019168","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-11-27 13:52:54-03","UFS","ASE","11115","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Matos, IS; Landim, M; Santos, E","26","2008","06","09","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"árvore com cerca de 5 metros; flores com corola verde e cálice alaranjado.; árvore com cerca de 5 metros; flores com corola verde e cálice alaranjado.; Borda da Mata.","ASE0025295",NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-11-27 13:52:54-03","UFS","ASE","12503","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Prata, AP; Sobrinho-Santos, CK; Nascimento - Júnior, JE; Menezes, IRN","1577","2008","10","02","Brasil","Sergipe","Pirambu","Povoado Aguilhão, Ponto de referência: 3 Postes colados um no outro ( só existe neste local). &nf;3 Km do ponto de coleta até a placa da Tartaruga que indica a entrada do Povoado Lagoa Redonda.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Fruto de cor verde amarronzado.; Fruto de cor verde amarronzado.; Restinga.","ASE0020149","ASE0020149","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2019-11-27 13:52:54-03","UFS","ASE","12868","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Farney, C; Silva, RA; Santos, SB","2903","1992","01","19","Brasil","Sergipe","Santo Amaro das Brotas","Margem da rodovia 226, após o Rio Pomonga.","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto + - 2m; folhas discolores verdes; sub-coriáceas; látex branco; flores com cálice e pedicelo castanho; corola esverdeada e flores perfumadas.; Arbusto + - 2m; folhas discolores verdes; sub-coriáceas; látex branco; flores com cá","ASE0020365","ASE0020365","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2019-11-27 13:52:54-03","UFS","ASE","14528","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Calazans, C; Melo, DS; Santos, E","63","2008","07","14","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,NA,"ASE0022316","ASE0022316","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2019-11-27 13:52:54-03","UFS","ASE","14531","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Calazans, C; Melo, DS; Santos, E","66","2008","07","14","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,NA,"ASE0022314","ASE0022314","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2019-11-27 13:52:54-03","UFS","ASE","149","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Fonseca, MR","ASE149","1974","10","22","Brasil","Sergipe","Pirambu",NA,"-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arbusto. 2,5m. . flores não vistosas em cauliflora.; Arbusto. 2,5m. . flores não vistosas em cauliflora.; Tabuleiros arenosos","ASE0012615","ASE0012615","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2019-11-27 13:52:54-03","UFS","ASE","15416","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Souza-Alves, JP","ASE15416","2009","03","28","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,NA,"ASE0025575","ASE0025575","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-11-27 13:52:54-03","UFS","ASE","17095","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Fernades, A; Matos; Goergen","ASE17095","1984","10","10","Brasil","Rio Grande do Norte","Natal","Dunnas","-35.1233","-5.4743","-35.1233","-5.4743",NA,NA,"Árvore, ca. 6m.; Árvore, ca. 6m.","ASE0023641","ASE0023641","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-11-27 13:52:54-03","UFS","ASE","19547","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Nascimento - Júnior, JE; Dantas, TVP","717","2008","12","18","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Área aberta a cerca de 3 km do mar.; Área aberta a cerca de 3 km do mar.; Vegetação arbustiva sobre solo arenoso.","ASE0025862","ASE0025862 ASE0025862_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-11-27 13:52:54-03","UFS","ASE","19764","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Souza, CAS; Conceição, GG; Farinaccio, MA; Esteves, LC; Santos, LRO","81","2011","02","18","Brasil","Sergipe","Japaratuba","Mata da Sambaíba","-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Arbusto, 80 cm. Presença de látex branco. Fruto imaturo verde-amarelado.; Arbusto, 80 cm. Presença de látex branco. Fruto imaturo verde-amarelado.; Mata Atlântica.","ASE0026118","ASE0026118","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-11-27 13:52:54-03","UFS","ASE","28019","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Gomes, LA","2013","06","21","Gomes, LA; Freire, GS; Foncesa, AR; Maciel, BSB; Santos, E","1112","2013","05","22","Brasil","Sergipe","Maruim","Mata do Caititu, Borda de mata. Solo Areno-argiloso.","-37.129611","-10.717167","-37.129611","-10.717167",NA,NA,"Árvore, 6m. Látex branco. Botões florais alvos.; Mata Atlântica","ASE0032167","ASE0032167","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-11-27 13:52:54-03","UFS","ASE","20094","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Farinaccio, MA; Vale, CO; Santos, ACAS","836","2011","03","29","Brasil","Sergipe","Pirambu","Povoado Lagoa Redonda, Estrada de terra c.a. 5 km após o asfalto ao lado direito. Areia branca, área de dunas.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arvoreta, 3,5 a 4,0 m de altura, latecente. Flores com base creme e verde em direção ao ápice, anteras castanhas. Perfumadas.; Arvoreta, 3,5 a 4,0 m de altura, latecente. Flores com base creme e verde em direção ao ápice, anteras ca","ASE0012428","ASE0012428","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-27 13:52:54-03","UFS","ASE","20110","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Farinaccio, MA; Vale, CO; Santos, ACAS","852","2011","03","29","Brasil","Sergipe","Pirambu","Povoado Lagoa Redonda, 11 km após o asfalto.","-36.855833","-10.737778","-36.855833","-10.737778",NA,NA,"Arvoreta, ca. 3 m, latescente. Frutos verdes.; Arvoreta, ca. 3 m, latescente. Frutos verdes.","ASE0026221","ASE0026221","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-11-27 13:52:54-03","UFS","ASE","20690","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Nascimento - Júnior, JE; Carregosa, T; Matos, GA","856","2011","03","25","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto. Frutos imaturos.&nf;; Arbusto. Frutos imaturos.&nf;; Restinga.","ASE0027018","ASE0027018 ASE0027018_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-11-27 13:52:54-03","UFS","ASE","20742","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Nascimento - Júnior, JE; Melo, DS; Santos, LAS; Souza, CAS","952","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto. Frutos imaturos.&nf;; Arbusto. Frutos imaturos.&nf;; Restinga.","ASE0026976","ASE0026976","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2019-11-27 13:52:54-03","UFS","ASE","21051","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","16","Gomes, LA; Santos, E","122","2011","04","19","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso","-37.4255","-11.398611","-37.4255","-11.398611",NA,NA,"Árvore,ca. de 4m de altura. Látex branco. Frutos imaturos.; Árvore,ca. de 4m de altura. Látex branco. Frutos imaturos.; Mata Atlântica.","ASE0027728","ASE0027728 ASE0027728_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-11-27 13:52:54-03","UFS","ASE","21053","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Gomes, LA","2011","04","25","Gomes, LA; Santos, E","124","2011","04","19","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata. Solo arenoso","-37.425583","-11.398306","-37.425583","-11.398306",NA,NA,"Árvore, ca. de 7m de altura. Botões verdes. Flores alvas.; Árvore, ca. de 7m de altura. Botões verdes. Flores alvas.; Mata Atlântica.","ASE0027730","ASE0027730 ASE0027730_1","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-11-27 13:52:54-03","UFS","ASE","21262","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Santos, LAS; Fonseca, A; Melo, DS","579","2011","09","21","Brasil","Sergipe","Estância","APA Sul, Próximo a praia Caueira.","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Arbusto, frutos imaturos amarelos, presença de látex branco.; Arbusto, frutos imaturos amarelos, presença de látex branco.; Restinga.","ASE0027660","ASE0027660","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-11-27 13:52:54-03","UFS","ASE","21477","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Prata, AP; Gomes, LA; Carregosa, T; Déda, RM; Santos, E","3449","2011","08","09","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda da mata das mangueiras. Solo arenoso.","-37.428611","-11.399444","-37.428611","-11.399444",NA,NA,"Árvore, ca. de 5m de altura. Frutos imaturos verdes.; Árvore, ca. de 5m de altura. Frutos imaturos verdes.; Mata Atlântica.","ASE0027828","ASE0027828","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-11-27 13:52:54-03","UFS","ASE","21709","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Prata, AP; Carregosa, T; Santos, LAS; Santos E.","2829","2011","08","16","Brasil","Sergipe","Indiaroba","Povoado Convento","-37.511389","-11.519444","-37.511389","-11.519444",NA,NA,"Arbórea. Frutos ferrugineos.; Arbórea. Frutos ferrugineos.; Restinga","ASE0028059","ASE0028059","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-11-27 13:52:54-03","UFS","ASE","21775","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Donadio, CM","98","2010","11","25","Brasil","Sergipe","Japaratuba",NA,"-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Arbusto. Folhas alternas. Flores amarelas claro.; Arbusto. Folhas alternas. Flores amarelas claro.; Restinga / Porteiras.","ASE0028120","ASE0028120","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-11-27 13:52:54-03","UFS","ASE","21777","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","venosa","Pouteria venosa","(Mart.) Baehni","Alves-Araújo, A","2012","07","17","Donadio, CM","100","2010","11","25","Brasil","Sergipe","Japaratuba",NA,"-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Arbórea. Flores amarelas claro.; Arbórea. Flores amarelas claro.; Restinga / Porteiras.","ASE0028122","ASE0028122","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
