"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","infraspecificEpithet","phylum","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","typeStatus","sex"
"163","2018-04-06 15:20:39-03","F","FMNH-SEEDPLANTS","V0428771F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. Hassler","12396","1913",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"V0428771F","Dicotyledoneae",NA,NA,"V0428771F_01","-58.1689","-23.2025",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2018-04-06 15:20:39-03","F","FMNH-SEEDPLANTS","V0428772F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. M. Pedersen","16195","1995","1","16","South America","Uruguay",NA,NA,NA,NA,NA,"V0428772F","Dicotyledoneae",NA,NA,"V0428772F_01","-55.7933","-32.8667",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2018-04-06 15:20:40-03","F","FMNH-SEEDPLANTS","V0428773F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. M. Pedersen","14627","1986","10","14","South America","Paraguay",NA,NA,NA,NA,NA,"V0428773F","Dicotyledoneae",NA,NA,"V0428773F_01","-58.1689","-23.2025",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2018-04-06 15:20:40-03","F","FMNH-SEEDPLANTS","V0428774F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. M. Pedersen","13995","1984","11","12","South America","Argentina",NA,NA,NA,NA,NA,"V0428774F","Dicotyledoneae",NA,NA,"V0428774F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2018-04-06 15:20:40-03","F","FMNH-SEEDPLANTS","V0428775F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. M. Pedersen","14538","1986","3","12","South America","Argentina",NA,NA,NA,NA,NA,"V0428775F","Dicotyledoneae",NA,NA,"V0428775F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2018-04-06 15:20:40-03","F","FMNH-SEEDPLANTS","V0428776F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. M. Pedersen","13929","1984","11","1","South America","Argentina",NA,NA,NA,NA,NA,"V0428776F","Dicotyledoneae",NA,NA,"V0428776F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2018-04-06 15:20:41-03","F","FMNH-SEEDPLANTS","V0428777F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Flossdorf",NA,"1906","12",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428777F","Dicotyledoneae",NA,NA,"V0428777F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-01-29 20:38:35-02","F","FMNH-SEEDPLANTS","V0428778F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","C. L. Spegazzini",NA,"1906","1",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428778F","Dicotyledoneae",NA,NA,"V0428778F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2018-04-06 15:20:41-03","F","FMNH-SEEDPLANTS","V0428779F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","L. Monetti",NA,"1905","6","8","South America","Argentina",NA,NA,NA,NA,NA,"V0428779F","Dicotyledoneae",NA,NA,"V0428779F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2018-04-06 15:20:41-03","F","FMNH-SEEDPLANTS","V0428780F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","B. Martin","338","1944","3","17","South America","Argentina",NA,NA,NA,NA,NA,"V0428780F","Dicotyledoneae",NA,NA,"V0428780F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2018-04-06 15:20:42-03","F","FMNH-SEEDPLANTS","V0428781F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Meyer","205","1938","1",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428781F","Dicotyledoneae",NA,NA,"V0428781F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2018-04-06 15:20:44-03","F","FMNH-SEEDPLANTS","V0428789F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","C. A. O'Donell","705","1944","3","22","South America","Argentina",NA,NA,NA,NA,NA,"V0428789F","Dicotyledoneae",NA,NA,"V0428789F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2018-04-06 15:20:44-03","F","FMNH-SEEDPLANTS","V0428790F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","C. A. O'Donell","599","1944","3","28","South America","Argentina",NA,NA,NA,NA,NA,"V0428790F","Dicotyledoneae",NA,NA,"V0428790F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2018-04-06 15:20:44-03","F","FMNH-SEEDPLANTS","V0428791F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. M. R. Huidobro","427","1944","4","19","South America","Argentina",NA,NA,NA,NA,NA,"V0428791F","Dicotyledoneae",NA,NA,"V0428791F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2018-04-06 15:20:45-03","F","FMNH-SEEDPLANTS","V0428792F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","E. K. Balls","B5914","1939","2","5","South America","Argentina",NA,NA,NA,NA,NA,"V0428792F","Dicotyledoneae",NA,NA,"V0428792F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2018-04-06 15:20:45-03","F","FMNH-SEEDPLANTS","V0428793F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. Venturi","5867","1928","2",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428793F","Dicotyledoneae",NA,NA,"V0428793F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2018-04-06 15:20:45-03","F","FMNH-SEEDPLANTS","V0428794F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","S. Venturi","5867","1928","2","28","South America","Argentina",NA,NA,NA,NA,NA,"V0428794F","Dicotyledoneae",NA,NA,"V0428794F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2018-04-06 15:20:45-03","F","FMNH-SEEDPLANTS","V0428795F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","P. Boffa","1059","1940","2",NA,"South America","Argentina",NA,NA,NA,NA,NA,"V0428795F","Dicotyledoneae",NA,NA,"V0428795F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2018-04-06 15:20:46-03","F","FMNH-SEEDPLANTS","V0428796F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","L. R. Parodi","11273","1933","11","13","South America","Argentina",NA,NA,NA,NA,NA,"V0428796F","Dicotyledoneae",NA,NA,"V0428796F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2018-04-06 15:20:46-03","F","FMNH-SEEDPLANTS","V0428797F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","A. Krapovickas & et al.","20124","1971","10","30","South America","Argentina",NA,NA,NA,NA,NA,"V0428797F","Dicotyledoneae",NA,NA,"V0428797F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2018-04-06 15:20:46-03","F","FMNH-SEEDPLANTS","V0428798F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","T. Rojas","13248","1946","2","14","South America","Argentina",NA,NA,NA,NA,NA,"V0428798F","Dicotyledoneae",NA,NA,"V0428798F_01","-64.9208","-35.3869",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2018-04-06 15:20:47-03","F","FMNH-SEEDPLANTS","V0428799F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Cárdenas","2738","1934","4",NA,"South America","Bolivia",NA,NA,NA,NA,NA,"V0428799F","Dicotyledoneae",NA,NA,"V0428799F_01","-64.435","-16.7261",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2018-04-06 15:20:47-03","F","FMNH-SEEDPLANTS","V0428800F","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","M. Cárdenas","2489","1944","4",NA,"South America","Bolivia",NA,NA,NA,NA,NA,"V0428800F","Dicotyledoneae",NA,NA,"V0428800F_01","-64.435","-16.7261",NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-01 14:51:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","López, MG; et al.","77","1995","02","15","Southern America","Argentina","Formosa","Dpto. Capital. Ea. Guaycolec, 22Km N de Formosa, sobre ruta 11",NA,NA,"Flores fucsia; Borda de selva marginal, Rcho. Pilagá, en suelos bajos",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Schinini, A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-08-20 20:38:24-03","UFSC","FLOR","20008","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Falkenberg, D.B.; Sobral, M.","5162","1990","02","10",NA,"Brasil","Rio Grande do Sul","Beira da BR 472, Uruguaiana a Barra do Quaraí, à direita, cerca de 4 km antes de Barra do Quaraí, em savana com espinilho.",NA,NA,"subarbusto, flor rosa-forte, 0,2 a 5m altura. Em área plana com vegetação campestre no estrato inferior, havendo um estrato superior descontínuo, formado por leguminosas arbustivas (3-5 m altura), cujas copas geralemnte não se sobrepõ","FLOR0020008",NA,"Caryophyllales","Mart.","FLOR0020008","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Uruguaiana",NA,NA,"Falkenberg, D.B.","1990",NA,"93142","auto",NA,NA,NA,NA,NA
"188","2017-09-11 17:06:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Sello, HL","s.n.",NA,NA,NA,NA,"?",NA,"Crescit in Brasilia meridionali et ad Montevideo",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2017-09-11 17:06:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Martius, CFP","s.n.",NA,NA,NA,NA,"?",NA,"Crescit in Brasilia meridionali et ad Montevideo",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2017-09-11 17:06:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Lorentz, PG","Herb. Eich388",NA,NA,NA,NA,"?",NA,"in pratis pr. Cordoba reipublicae Argentinae magnas plagas obducens",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2017-09-11 17:06:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Gaudichaud Beaupré, C","s.n.",NA,NA,NA,NA,"?",NA,"in prov. Rio Grande do Sul et pr. Buenos Ayres",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-08 12:31:36-03","UFRGS","ICN","197078","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Külkamp, J; Soares, V; Köhler, M; Rabuske, C","370","2017","10","12","América do Sul","Brasil","RS","Parque do espinilho",NA,NA,"Erva de 40 cm com infloresc6encia rosa.; Em campo graminoso",NA,NA,NA,"Mart.",NA,"-30.191111","-57.525","-30.191111","-57.525",NA,"Dicotyledon","Barra do Quaraí",NA,NA,"Külkamp, J","2017","11",NA,NA,"17",NA,NA,NA,NA
"193","2021-02-08 12:31:36-03","UFRGS","ICN","005321","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Pedersen, TM","7746","1966","04","11","América do Sul","Argentina","Corrientes",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Groves of caranday-palms on dry ground, soil sandy a few ins. Down, subsoil clay.",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Dicotyledon","Paso Pucú",NA,NA,"Pedersen, TM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-08 12:31:36-03","UFRGS","ICN","045747","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Arbo, MM; Tressens, SG; Ferruci, A Schinini; S.","1580","1978","11","12","América do Sul","Paraguai","Presidente Hayes","entre la frontera",NA,NA,"Espécie ameaçada de extinção (Em perigo).; flores lilas; planta ascendente; suelo negro; arcilloso",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Dicotyledon","Villa Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-02-08 12:31:36-03","UFRGS","ICN","045824","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Quarín, C","3070","1975","04","26","América do Sul","Argentina","Chaco","Makallé",NA,NA,"Espécie ameaçada de extinção (Em perigo).; flores violáceas; suelos arcillosos",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Dicotyledon","General Donovan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-02-08 12:31:36-03","UFRGS","ICN","048613","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Schinini, A; Norrmann, R Vanni; G.","19032","1979","11","23","América do Sul","Argentina","Chaco","2 km N de Cerrito sobre ruta 152",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Flores fucsias.; Em quebrachal degradado. Suelo salitroso.",NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Dicotyledon","Lavalle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-08 12:31:36-03","UFRGS","ICN","163154","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Grings, M; Paniz, R","915","2009","12","16","América do Sul","Brasil","RS","Parque Estadual do Espinilho S 30°11'22.5 W 57°29'46.5",NA,NA,"erva ereta de flores rosas; em campo graminoso alto",NA,NA,NA,"Mart.",NA,"-57.496111","-30.189444","-57.496111","-30.189444",NA,"Dicotyledon","Barra do Quaraí",NA,NA,"Rolim, R","2015","07",NA,NA,NA,NA,NA,NA,NA
"198","2021-02-08 12:31:36-03","UFRGS","ICN","035852","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Porto, ML","2438","1977","04","05","América do Sul","Brasil","RS","Fazenda Três Figueiras",NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,"Mart.",NA,"-56.5531005859375","-29.1252994537354",NA,NA,NA,"Dicotyledon","Itaqui",NA,NA,"Vasconcellos, J",NA,NA,"99792","auto",NA,NA,NA,NA,NA
"199","2021-02-08 12:31:36-03","UFRGS","ICN","118336","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Falkenberg, DB; Sobral, M","5162","1990","02","10","América do Sul","Brasil","RS","em direção a Barra do Quaraí BR-472 à direita cerca de 4 km antes de Barra do Quaraí em savana com espinilho na beira da estrada",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Subarbusto, 20 cm de altura, flores rosa-forte; Abundante; rara no RS, cf. bibliog.(Roessleria).; Em área plana com veg. campestre no estrato inferior, havendo um estrato superior descontínuo, formado por le",NA,NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Dicotyledon","Uruguaiana",NA,NA,"Falkenberg, DB",NA,NA,"93142","auto",NA,NA,NA,NA,NA
"200","2021-02-08 12:31:36-03","UFRGS","ICN","116242","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Ritter, MR","1090","1999","11","14","América do Sul","Brasil","RS","Parque do Espinilho Fazenda Água Santa",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em solo seco, arenoso",NA,NA,NA,"Mart.",NA,"-57.5546989440918","-30.2071990966797",NA,NA,NA,"Dicotyledon","Barra do Quaraí",NA,NA,"Irgang, BE",NA,NA,"42332","auto",NA,NA,NA,NA,NA
"201","2021-02-08 12:31:36-03","UFRGS","ICN","065416","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Sobral, M","3419","1984","11","17","América do Sul","Brasil","RS","Barra do Quaraí Parque do Espinilho",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Erva. capítulos vermelhos (sic).; em beira de estrada, sobre solo arenoso.",NA,NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Dicotyledon","Uruguaiana",NA,NA,"Vasconcellos, J",NA,NA,"93142","auto",NA,NA,NA,NA,NA
"202","2021-02-08 12:31:36-03","UFRGS","ICN","180061","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella albisericea","Chiapella, J; Amarilla, L","2607","2010","03","23","América do Sul","Argentina","La Rioja","Lecho seco de rio Capayan",NA,NA,"Doação Herbário CORD",NA,NA,NA,"(E. Holzh.) Pedersen",NA,"-67.516389","-28.940833","-67.516389","-28.940833","albisericea","Dicotyledon","Famatina","1513","1513","Ponce, MJ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-22 16:22:54-03","FEPAGRO","BLA","4292","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","V. Simas","136","1964","05","15",NA,"Brasil","Rio Grande do Sul","Estação Experimental",NA,NA,"Habitat: Solo aluvional, úmido e fértil. Terreno plano e alto","BLA004292",NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Spermatophyta","Uruguaiana",NA,NA,"M. S. Marchioretto","2011","12","93142","auto","01",NA,NA,NA,NA
"204","2021-03-22 16:22:54-03","FEPAGRO","BLA","13585","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","V. Simas","350","1967","05","01",NA,"Brasil","Rio Grande do Sul","Estação Experimental",NA,NA,"Data de Coleta: 05/1967.Habitat: Solo aluvional, úmido e fértil.","BLA013585",NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Spermatophyta","Uruguaiana",NA,NA,"M. S. Marchioretto","2011","12","93142","auto","01",NA,NA,NA,NA
"205","2021-03-22 16:22:54-03","FEPAGRO","BLA","13584","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","V. Simas","349","1967","05","01",NA,"Brasil","Rio Grande do Sul","Estação Experimental",NA,NA,"Data de Coleta: 05/1967.Habitat: Solo aluvional, úmido e fértil.","BLA013584",NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Spermatophyta","Uruguaiana",NA,NA,"M. S. Marchioretto","2011","12","93142","auto","01",NA,NA,NA,NA
"206","2021-03-22 16:22:54-03","FEPAGRO","BLA","13586","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","V. Simas","351","1967","05","01",NA,"Brasil","Rio Grande do Sul","Estação Experimental",NA,NA,"Data de Coleta: 05/1967.Habitat: Solo aluvional, úmido e fértil.","BLA013586",NA,NA,"Mart.",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,"Spermatophyta","Uruguaiana",NA,NA,"M. S. Marchioretto","2011","12","93142","auto","01",NA,NA,NA,NA
"207","2019-11-21 09:58:02-03","IBt","SP","6855","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella","Fiebrig, KAG","2831","1904","04",NA,NA,"Bolívia","Tarija",NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,"2200","2200","Mamede, MCH","2012","01",NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 09:58:02-03","IBt","SP","38762","S","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pulchella","Job, MM","776","1936","02","01","Southern America","Argentina","Santa Fé","Camino de Reconquista a Dr. Barros Pazos",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,"pulchella",NA,NA,NA,NA,"Pedersen, TM","1974",NA,NA,NA,NA,NA,NA,NA,NA
"209","2010-08-16 16:43:34-03","GH","HU-HERB","GH 00037085","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella grandifolia","E. Hassler","9610","1905","11",NA,"South America","Paraguay","Caaguazú","In regione fluminis Yhú","Sheet",NA,NA,NA,NA,NA,"Stuchlik",NA,NA,NA,NA,NA,"grandifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9610",NA,"Isotype","undetermined"
"210","2010-08-16 16:43:37-03","GH","HU-HERB","GH 00037086","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","pulchella","Gomphrena pulchella pseudocristata","K. Fiebrig","5063","1908","1",NA,"South America","Paraguay",NA,"Villa Sana, zwischen Rio Apa und Rio Aquidaban","Sheet",NA,NA,NA,NA,NA,"Stuchlik",NA,NA,NA,NA,NA,"pseudocristata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5063",NA,"Isotype","undetermined"
