"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","year","locality","month","day","stateProvince","county","decimalLongitude","decimalLatitude","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","sex"
"48","2015-09-30 09:00:44-03","MNHN","RECOLNAT_MNHN_P","P00128567","PreservedSpecimen",NA,NA,NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia","Mez","Allen","Glaziou, A.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128567' target='other'> <mi>dwc_moreinfo</mi></a>","P00128567","P00128567_01",NA,"1891","Minas Geraes: Morro da Gloria, près de Faria","1","26",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18434",NA,NA
"49","2015-09-30 09:00:53-03","MNHN","RECOLNAT_MNHN_P","P00128568","PreservedSpecimen",NA,NA,NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia","Mez","Allen","Glaziou, A.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128568' target='other'> <mi>dwc_moreinfo</mi></a>","P00128568","P00128568_01",NA,"1891","Minas Geraes: Morro da Gloria, près de Faria","1","26",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18434",NA,NA
"50","2015-09-30 09:01:14-03","MNHN","RECOLNAT_MNHN_P","P00128569","PreservedSpecimen",NA,NA,NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia","Mez","Allen","Glaziou, A.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00128569' target='other'> <mi>dwc_moreinfo</mi></a>","P00128569","P00128569_01",NA,"1891","Minas Geraes: Morro da Gloria, près de Faria","1","26",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18434",NA,NA
"51","2020-12-11 11:37:00-03","UFMG","BHCB","834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Schwacke, CAW","Southern America","Brasil",NA,"Mata. Arbóreo",NA,NA,"7363","1904",NA,NA,NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:37:00-03","UFMG","BHCB","3851","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Badini, J","Southern America","Brasil",NA,"Campo rupestre. Arbustivo",NA,NA,"s.n.","1982",NA,"03",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-24 17:17:54-03","UFMA","MAR","612","S","Plantae",NA,NA,"Lauraceae","Phoebe","erythropus","Phoebe erythropus","(Nees & Mart.) Mez",NA,"Alba E. Ramos",NA,"Brasil",NA,"Cerradão. Árvore de 6m de altura, com folhas pilosas, flores pequenas amarelo-esverdeado",NA,NA,"320","1984","Reserva Biológica de Águas Emendadas","03","29","Distrito Federal","Brasília","-47.929444","-15.779722",NA,NA,NA,NA,NA,NA,NA,"47º55'46W","15º46'47S",NA,NA,NA,NA,NA,NA
"54","2020-11-10 04:40:00-03","MO","MOBOT","100878600","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Pedro L. R. de Moraes|H. van der Werff","South America","Brazil",NA,NA,NA,NA,"Moraes 4877","2015","Estrada para Antonio Pereira.","2","21","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2013-11-18 12:45:00-02","MO","MOBOT","1875580","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.","F.G. Lorea-Hernández (MO)","Francisco G. Lorea H.|W.A. Teixeira|M. Gorgulho","South America","Brazil",NA,NA,NA,NA,"Lorea-Hernández 5582","1995","Serra das serrinhas, aprox 5 km ao NO de Itabirito. Campo rupestre.","1","21","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000","1400.00000000",NA,NA,"1",NA
"56","2015-08-10 05:49:00-03","MO","MOBOT","2159503","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.","F.G. Lorea-Hernández (MO)","Amaro Macedo","South America","Brazil",NA,NA,NA,NA,"Macedo 3130","1995","Ouro Preto. [Saramenta].","1","28","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-10 04:40:00-03","MO","MOBOT","100869029","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Pedro L. R. de Moraes|H. van der Werff","South America","Brazil",NA,NA,NA,NA,"Moraes 4880","2015","Estrada para Antonio Pereira.","2","21","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"58","2020-11-10 04:40:00-03","MO","MOBOT","100876319","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Pedro L. R. de Moraes|H. van der Werff","South America","Brazil",NA,NA,NA,NA,"Moraes 4946","2015","Parque Estadual do Itacolomi.","2","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-11-10 04:40:00-03","MO","MOBOT","100874422","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Pedro L. R. de Moraes|H. van der Werff","South America","Brazil",NA,NA,NA,NA,"Moraes 4942","2015","Parque Estadual do Itacolomi.","2","23","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-06-05 09:37:00-03","MO","MOBOT","100654081","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Nees & Mart.",NA,"C.F.P. Martius","South America","Brazil",NA,NA,NA,NA,"Martius 833 Obs.","1818","in ferruginosis ad Antonio Pereira","4",NA,"Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Lectotype","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2013-11-21 15:50:00-02","MO","MOBOT","100655152","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus ovata","Meisn.",NA,"Ludwig Riedel","South America","Brazil",NA,NA,NA,NA,"Riedel 2462",NA,NA,NA,NA,NA,NA,NA,NA,"ovata","Syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2019-06-10 10:10:57-03","FZB-BH","BHZB","9310","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus",NA,"Alexandre Quinet","Fernandes, M.G.C. et al.",NA,"Brasil",NA,"s/ponto.",NA,NA,"1632","2012","RPPN Brumas do Espinhaço e Ermo do Gerais","07","12","MG","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"26557","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-10 10:10:57-03","FZB-BH","BHZB","9002","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus",NA,"Alexandre Quinet","Ordones, J. et al.",NA,"Brasil",NA,"Ponto 86 (636660 7894777 1329m), Duplicata doada para Herbário RB, com duplicata",NA,NA,"1830","2012","RPPN Brumas do Espinhaço e Ermo dos Gerais","04","17","MG","Santana do Riacho","-43.701389","-19.035278",NA,NA,NA,NA,"2013","05",NA,"43W 42' 05","19S 02' 07","1329","1329",NA,NA,NA,NA
"64","2019-06-10 10:10:57-03","FZB-BH","BHZB","9318","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus",NA,"Alexandre Quinet","Fernandes, M.G.C. et al.",NA,"Brasil",NA,"Borda da mata.s/ponto ,Duplicata doada para Herbário RB.",NA,NA,"1527","2012","RPPN Brumas do Espinhaço e Ermo do Gerais","07","10","MG","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"26557","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-10 10:10:57-03","FZB-BH","BHZB","9311","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus",NA,"Alexandre Quinet","Fernandes, M.G.C. et al.",NA,"Brasil",NA,"s/ponto,com duplicata, Duplicata doada para Herbário RB.",NA,NA,"1631","2012","RPPN Brumas do Espinhaço e Ermo do Gerais","07","12","MG","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"26557","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-10 10:10:57-03","FZB-BH","BHZB","8677","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus",NA,"Alexandre Quinet","Andrade, I.R. et al.",NA,"Brasil",NA,"Pequeno porte.Ponto 86 636660 7894777 1329 m, Com duplicata,Duplicata doada para Herbário RB.",NA,NA,"442","2012","RPPN Brumas do Espinhaço e Ermo dos Gerais,","05","17","MG","Santana do Riacho","-43.701389","-19.035278",NA,NA,NA,NA,"2013","05",NA,"43W 42' 05","19S 02' 07","1329","1329",NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","63225","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Persea","erythropus","Persea erythropus angustata","Meisn. in DC.",NA,"L. Riedel","South America - Neotropics","Brazil",NA,NA,"US00099112","US00099112_01","2777",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"angustata","Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"68","2020-09-12 05:00:02-03","US","US","483708","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Phoebe","erythropus","Phoebe erythropus","(Nees & Mart.) Mez",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,"US01348284","US01348284_01","15373","1905",NA,"2","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"69","2020-09-12 05:00:02-03","US","US","2197050","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Phoebe","erythropus","Phoebe erythropus","(Nees & Mart.) Mez",NA,"A. Macedo","South America - Neotropics","Brazil",NA,NA,"US01348283","US01348283_01","3130","1951","Saramenha","1","28","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"70","2020-09-12 05:00:02-03","US","US","2579712","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Phoebe","erythropus","Phoebe erythropus","(Nees & Mart.) Mez",NA,"J. R. de Mattos","South America - Neotropics","Brazil",NA,NA,"US01348282","US01348282_01","64398","1961","Estação Campo Grande (Via Ferrea São Paulo-Santos), Estação Biológica","12","5","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"71","2020-09-12 05:00:02-03","US","US","483710","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Phoebe","oleifolia","Phoebe oleifolia","Mez",NA,"A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,"US00099185","US00099185_01","18434","1891","Morro da Gloria, Presfaria.","1","26","Minas Gerais",NA,NA,NA,NA,"Type collection",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"72","2019-09-04 18:32:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Persea","erythropus","Persea erythropus angustata",NA,NA,"G. Casaretto","South America","Brazil",NA,NA,NA,NA,"2873",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","angustata","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"73","2019-09-04 18:49:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Phoebe","erythropus","Phoebe erythropus",NA,NA,"F. Sellow","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"74","2019-09-04 18:27:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Phoebe","erythropus","Phoebe erythropus ovatus",NA,NA,"A. Saint-Hilaire","South America","Brazil",NA,NA,NA,NA,"952",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","ovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"75","2019-09-04 19:09:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia",NA,NA,"A. Glaziou","South America","Brazil",NA,NA,NA,NA,"18434","1890",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"76","2019-09-04 18:11:23-03","F","FMNH-SEEDPLANTS","V0061785F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia",NA,NA,"A. Glaziou","South America","Brazil",NA,NA,"V0061785F","V0061785F_01","18434","1891",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"77","2019-01-23 11:06:11-02","F","FMNH-SEEDPLANTS","V0061786F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia",NA,NA,"A. Glaziou","South America","Brazil",NA,NA,"V0061786F","V0061786F_01","18434","1891",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"78","2021-03-04 15:43:52-03","IF","SPSF","51342","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"P.L.R. de Moraes & H. van der Werff","América do Sul","Brasil",NA,"COLETA: Arvoreta 3 m, flores amareladas com pedúnculos avermelhados.;",NA,NA,"4880","2015","Estrada para Antonio Pereira","02","21","MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"79","2021-03-04 15:43:52-03","IF","SPSF","51232","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"P.L.R. de Moraes & H.van der Werff","América do Sul","Brasil",NA,"COLETA: Treelet 4m, inflorescences green.&nf;Arvoreta 4m, inflorescências verdes.;",NA,NA,"4942","2015","Parque Estadual do Itacolomi","02","23","MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"80","2021-03-04 15:43:52-03","IF","SPSF","51336","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"P.L.R. de Moraes & H. van der Werff","América do Sul","Brasil",NA,"COLETA: Treelet 5 m, peduncles redish, flowers yellowish, on canga.&nf;Arvoreta 5 m, pedúnculos avermelhados, flores amareladas, na canga.;",NA,NA,"4946","2015","Parque Estadual do Itacolomi","02","23","MG","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"81","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Mart.",NA,"Sellow, F","Southern America","Brazil",NA,NA,NA,"P05P2N0054","s.n.",NA,"ad Ouro Preto, Rio Pardo, Cachoeira do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Mart.",NA,"Pohl, JBE","Southern America","Brazil",NA,NA,NA,"P05P2N0054","s.n.",NA,"ad Ouro Preto, Rio Pardo, Cachoeira do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Mart.",NA,"Casaretto, G","Southern America","Brazil",NA,NA,NA,"P05P2N0054","*2873",NA,"ad Ouro Preto, Rio Pardo, Cachoeira do Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Mart.",NA,"Martius, C","Southern America","Brazil",NA,"m. Apr.",NA,"P05P2N0054","s.n.",NA,"in ferruginosis prov. Minarum ad Ant. Pereira",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Ackermann, ?",NA,"?",NA,NA,NA,NA,"s.n.",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Martius, C",NA,"?",NA,"Pl. Oreas",NA,NA,"Hb. Fl. Br1238",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Riedel, L","Southern America","Brazil",NA,"m. Oct., Nov.; HABITAT: m. Oct., Nov.",NA,NA,"2777",NA,"in Sierra da Piedade et in m. Itacolumi",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Pohl, JBE",NA,"?",NA,NA,NA,NA,"s.n.",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus triplinervia","Meisn.",NA,"Riedel, L","Southern America","Brazil",NA,"m. Aug.",NA,NA,"2462",NA,"in campis in Rio das Velhas et R. Paranahyba",NA,NA,NA,NA,NA,NA,"triplinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus triplinervia","Meisn.",NA,"Langsdorff, GB","Southern America","Brazil",NA,NA,NA,NA,"s.n.",NA,"in fruticetis prov. Minarum",NA,NA,"Minas Gerais",NA,NA,NA,"triplinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Ackermann, ?",NA,"?",NA,NA,NA,NA,"s.n.",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Martius, C",NA,"?",NA,"Pl. Oreas",NA,NA,"Hb. Fl. Br1238",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Riedel, L","Southern America","Brazil",NA,"m. Oct., Nov.; HABITAT: m. Oct., Nov.",NA,NA,"2777",NA,"in Sierra da Piedade et in m. Itacolumi",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus mixtinervia","Meisn.",NA,"Pohl, JBE",NA,"?",NA,NA,NA,NA,"s.n.",NA,"in ferruginosis ad Ouro Preto",NA,NA,NA,NA,NA,NA,"mixtinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus triplinervia","Meisn.",NA,"Riedel, L","Southern America","Brazil",NA,"m. Aug.",NA,NA,"2462",NA,"in campis in Rio das Velhas et R. Paranahyba",NA,NA,NA,NA,NA,NA,"triplinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus triplinervia","Meisn.",NA,"Langsdorff, GB","Southern America","Brazil",NA,NA,NA,NA,"s.n.",NA,"in fruticetis prov. Minarum",NA,NA,"Minas Gerais",NA,NA,NA,"triplinervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2014-09-23 11:01:44-03","G","G-DC","G00200452","S","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Nees","CAT.HERB.PRODR.","Casaretto, G.","AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=156065&base=img&lang=en","G00200452","G00200452","2873",NA,NA,NA,NA,"Minas Gerais",NA,"-45.44222222","-18.78777778",NA,NA,NA,NA,"2008","01","01","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA
"98","2014-09-23 11:01:44-03","G","G-DC","G00200453","S","Plantae",NA,NA,"Lauraceae","Persea","erythropus","Persea erythropus","Nees","CAT.HERB.PRODR.","Martius, C. F. P.","AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=156062&base=img&lang=en","G00200453","G00200453","1238",NA,NA,NA,NA,"Minas Gerais",NA,"-45.44222222","-18.78777778",NA,"SYNTYPUS of Persea erythropus Nees",NA,NA,"2008","01","01","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA
"99","2021-02-11 09:24:22-03","IBt","SP","64398","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.",NA,"Mattos, J",NA,"Brasil",NA,NA,NA,NA,"s.n.",NA,"E.B. do Alto da Serra de Paranapiacaba",NA,NA,"São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2010-08-16 16:36:09-03","A","HU-HERB","A 00026372","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Phoebe","oleifolia","Phoebe oleifolia","Mez",NA,"A. F. M. Glaziou","South America","Brazil","Sheet",NA,NA,NA,"18434","1891","Morro da Gloria, a Faria","1","16","Minas Gerais",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18434",NA,"undetermined"
"101","2014-09-23 10:58:06-03","G","G","G00368847","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","erythropus","Cinnamomum erythropus","(Nees & Mart.) Kosterm.","Lorea-Hernandez, F. G.","Glaziou, A. F. M.","AMERIQUE DU SUD","Brazil",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00368847",NA,"18434","1891",NA,NA,"00",NA,NA,"-53.08972222","-10.77305556",NA,"ISOTYPUS of Phoebe oleifolia Mez",NA,NA,"1996","01","01","-53.08972222","-10.77305556",NA,NA,NA,NA,NA,NA
