"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"111","2021-03-01 16:36:15-03","UNICAMP","UEC","45225","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Bertoni, JEA","18655","1982","02","12",NA,"Brazil","São Paulo","Reserva Estadual de Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,NA,"Árvore 8m, mata de várzea, frutos maduros de coloração vermelha intensa passando para cor de vinho escuro, tem formato de pitanga, sem cheiro.",NA,NA,"Porto Ferreira","2004","02",NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:36:15-03","UNICAMP","UEC","28260","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","?","2374","1980","08","21",NA,"Brazil","São Paulo","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore com 14m alt. DAP=30cm. Flores brancas.",NA,NA,"Rio Claro","1997","09",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:36:15-03","UNICAMP","UEC","20613","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Pagano, SN","187","1979","10","17",NA,"Brazil","São Paulo","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore com 8m de alt., DAP=10cm. Frutos vermelhos.",NA,NA,"Rio Claro",NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:36:15-03","UNICAMP","UEC","12252","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Pagano, SN; Monteiro, HC","180","1979","08","31",NA,"Brazil","São Paulo","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore com ca. 12m de altura. DAP ca 80cm. Flores brancas.",NA,NA,"Rio Claro","1997","09",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:36:15-03","UNICAMP","UEC","12255","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Pagano, SN","167","1979","08","22",NA,"Brazil","São Paulo","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore com ca. 12m altura. DAP=12cm. Flores brancas.",NA,NA,"Rio Claro","1997","10",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:36:15-03","UNICAMP","UEC","11838","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Martins, FR","10052","1978","10","16",NA,"Brazil","São Paulo","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,NA,NA,"Árvore 10m, frutos carnosos, cor de pitanga.",NA,NA,"Santa Rita do Passa Quatro","1997","09",NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:36:15-03","UNICAMP","UEC","11837","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Martins, FR","10053","1978","10","16",NA,"Brazil","São Paulo","Parque Estadual de Vassununga","-47.4700012207031","-21.7099990844727",NA,NA,NA,"Árvore 5m, flores brancas.; Mata Capetinga.",NA,NA,"Santa Rita do Passa Quatro","1997","09",NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:36:15-03","UNICAMP","UEC","31110","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Silva, AF","92222","1978","12","18",NA,"Brazil","São Paulo","Estação Experimental do IAC","-45.0699996948242","-23.4300003051758",NA,NA,NA,"ÁRvore com até 6m, frutos verdes.",NA,NA,"Ubatuba","1997","10",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:36:15-03","UNICAMP","UEC","73455","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1564","1994","05","17",NA,"Brazil","São Paulo","Trilha do Estaleiro - Km 15 da Rodovia Rio-Santos","-45.0699996948242","-23.4300003051758",NA,NA,NA,"ÁRvore 6m alt., flores crema.; Mata Atlântica",NA,NA,"Ubatuba","1996","07",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:36:15-03","UNICAMP","UEC","073455","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Mazine, FF","Furlan, A; Assis, MA; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1564","1994","05","17",NA,"Brazil","São Paulo","Trilha do Estaleiro - Km 15 da Rodovia Rio-Santos","-45.0699996948242","-23.4300003051758",NA,NA,NA,"ÁRvore 6m alt., flores crema.; Mata Atlântica","UEC077700","UEC077700","Ubatuba","1996","07",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:36:15-03","UNICAMP","UEC","11849","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana macrophylla","Kiaersk.",NA,"Matthes, LAF; Leitão Filho, HF","2582","1976","06","06",NA,"Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore 8-9m. Flores com pétalas brancas e cálice esverdeados, leve seríceo.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto","macrophylla",NA,NA,NA,NA,NA
"122","2021-03-01 16:36:15-03","UNICAMP","UEC","43381","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana macrophylla","Kiaersk.",NA,"Bertoni, JEA","16892","1981","12","22",NA,"Brazil","São Paulo","Reserva Estadual de Porto Ferreira","-47.4700012207031","-21.8500003814697",NA,NA,NA,"ÁRvore 8m, na floresta de várzea flores brancas, perfumadas.",NA,NA,"Porto Ferreira",NA,NA,NA,NA,NA,"13859","auto","macrophylla",NA,NA,NA,NA,NA
"123","2021-03-26 10:43:28-03","UDESC","LUSC","7139","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Sobral, M.","J.P.Souza","2240","1998","05","14",NA,"Brasil","São Paulo","Haras Vanguarda. Rod. SP 101, Km 32. Borda de mata ciliar.","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,"LUSC007061","LUSC007061","Monte Mor",NA,NA,NA,NA,NA,"12206","auto",NA,NA,NA,NA,NA,NA
"124","2021-03-26 10:43:28-03","UDESC","LUSC","7138","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","SOBRAL, M.","J.P.Souza; et al.","714","1996","12","05",NA,"Brasil","São Paulo","Godinhos. Mata mesófila decídua.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"LUSC008615","LUSC008615","Piracicaba",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"125","2021-02-12 18:12:19-03","UFES","VIES","36988","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Gurtler, J.; Dutra, S.C.","JAC 506","2018","02","23",NA,"Brasil","Espírito Santo","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,NA,NA,"VIES036988","VIES036988","Nova Venécia",NA,NA,NA,"40º26'22''W","18º46'56''S",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-16 08:40:12-03","UTFPR","HCF","4241","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.G. Caxambu","H.C.L. Geraldino","415","2006","07","29",NA,"Brasil","MG","Fazenda Caxambu (Estrada Boa Esperança-","-45.473333","-21.116111","846","846",NA,"árvore ca. 5 m de altura, ripária, com frutos imaturos de cor verde.",NA,NA,"Boa Esperança","2011","09","02","45°28'24 W","21°06'58 S",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-16 08:40:12-03","UTFPR","HCF","5816","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","M.G. Caxambu","I. Cordeiro","1039","1992","11","22",NA,"Brasil","MS","estrada entre Bataguaçu e Brasilândia,","-52.4221992492676","-21.7141990661621",NA,NA,NA,"Arvoreta de 4m altura. Pétalas creme. Cerrado.",NA,NA,"Bataguaçu","2011","09","02",NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA
"128","2019-08-16 08:40:12-03","UTFPR","HCF","20621","S","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"F.F. de Morais","600","2014","09","01",NA,"Brasil","MT","Assentamento Laranjeiras I - Província","-57.6789016723633","-16.0706005096436",NA,NA,NA,"Arbórea. Apresenta frutos de coloração vermelha, indeiscente.",NA,NA,"Cáceres",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:36:30-03","MBM","MBM","72411","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Stadnik, A.","Irwin, H.S.; Fonsêca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.; Fonsêca, S.F. da; Souza, R.; Reis dos Santos, R.; Ramos, J.","27343","1970","03","10","Southern America","Brazil","Minas Gerais","Serra do Cabral, Ca. 2km N de Joaquim Felício",NA,NA,"650","650",NA,"Shrub ca. 2m tall. Corolla and stamens white.; Cerrado. Gallery and adjacent cutover cerrado.","MBM072411","MBM072411",NA,"2019","07","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:36:30-03","MBM","MBM","123430","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Stadnik, A.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","52056","1988","05","16","Southern America","Brazil","Minas Gerais","Arredores","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 1m.; Campo rupestre, solo arenoso, encostas de morro.","MBM123430","MBM123430","Grão Mogol","2019","07","31",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:36:30-03","MBM","MBM","123428","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Stadnik, A.","Hatschbach, G.; Hatschbach, M.; Zelma, F.J.; Hatschbach, M.; Zelma, F.J.","52049","1988","05","16","Southern America","Brazil","Minas Gerais","Arredores","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 1m.; Campo rupestre, entre blocos de arenito nas encostas de morro.","MBM123428","MBM123428","Grão Mogol","2019","07","31",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:36:30-03","MBM","MBM","123429","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Stadnik, A.","Hatschbach, G.; Hatschbach, M.; Zelma, F.J.; Hatschbach, M.; Zelma, F.J.","52060","1988","05","16","Southern America","Brazil","Minas Gerais","Arredores","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 1m, frutos imaturos.; Campo rupestre das encostas de morro, solo arenoso.","MBM123429","MBM123429","Grão Mogol","2019","07","31",NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:36:30-03","MBM","MBM","241627","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, M.L.","Assis, M.A. de; et al.; et al.","596","1995","08","21","Southern America","Brazil","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,"MBM241627","MBM241627","Corumbataí",NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:36:30-03","MBM","MBM","212030","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, M.L.","Rodrigues, E.","259","1994","12","19","Southern America","Brazil","São Paulo","Fazenda Santa Izabela","-48.3199996948242","-21.25",NA,NA,NA,NA,"MBM212030","MBM212030","Jaboticabal",NA,NA,NA,NA,NA,"22420","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:36:30-03","MBM","MBM","162289","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Kawasaki, M.L.","Barreto, K.D.; et al.; et al.","84","1993","03","19","Southern America","Brazil","São Paulo","Mata do Godinho","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"MBM162289","MBM162289","Piracicaba",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:36:30-03","MBM","MBM","346576","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Krieger, P.L.; et al.; et al.","s.n.","1970","07","28","Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Árvore pequena, frutos amarelos (em maturação), depois vermelhos","MBM346576","MBM346576","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:36:30-03","MBM","MBM","179268","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62762","1995","05","14","Southern America","Brazil","Mato Grosso","Fazenda Salobrinha","-57.2275009155273","-15.3243999481201",NA,NA,NA,NA,"MBM179268","MBM179268","Porto Estrela",NA,NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:36:30-03","MBM","MBM","350238","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Cordeiro, J.; Lozano, E.D.","Geraldino, H.C.L.","415","2006","07","29","Southern America","Brazil","Minas Gerais","Fazenda Caxambu. Estrada Boa Esperança-Coqueiral, km 15","-45.5657997131348","-21.0900001525879","846","846",NA,"Árvore ca. 5m de altura, riparia, com frutos imaturos de cor verde. Relevo suave-ondulado.","MBM350238","MBM350238","Boa Esperança","2009",NA,NA,NA,NA,"37175","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:36:30-03","MBM","MBM","271442","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Legrand, D.","Tessmann, G.","3681","1954","01","18","Southern America","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM271442","MBM271442","Piraquara",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:36:30-03","MBM","MBM","241641","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M.","Wanderley, M.G.L.; et al.; et al.","2117","1995","04","18","Southern America","Brazil","São Paulo","Rodovia Marechal Rondon","-47.1300010681152","-23.2999992370605",NA,NA,NA,NA,"MBM241641","MBM241641","Cabreúva",NA,NA,NA,NA,NA,"16877","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:36:30-03","MBM","MBM","49340","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Sobral, M.","Mattos, L.A.F.; et al.; et al.","2582","1976","06","03","Southern America","Brazil","São Paulo","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"MBM049340","MBM049340","Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:36:30-03","MBM","MBM","285078","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Aguiar, O.T.","Guillaumon, J.R.","s.n.","2002","10","04","Southern America","Brazil","São Paulo","Rodovia Anhaguera","-46.9700012207031","-23.0300006866455",NA,NA,NA,NA,"MBM285078","MBM285078","Vinhedo",NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:36:32-03","MBM","MBM","416382","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Barboza, E.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5926","2018","11","16","Southern America","Brazil","Minas Gerais","Rodovia BR-367, na margem","-43.523889","-18.182778","1173","1173",NA,"Arbusto com 1,6m de altura; fruto verde.; Campo rupestre.","MBM416382",NA,"Diamantina","2019","02","05","-43.523889","-18.182778",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:36:32-03","MBM","MBM","22047","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.","Sobral, M.","Hatschbach, G.","30097","1972","08","09","Southern America","Brazil","Minas Gerais","Pico Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"MBM022047","MBM022047","Santo Antônio do Itambé",NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA,NA,NA
"145","2015-11-07 06:47:40-02","MNHN","RECOLNAT_MNHN_P","P01902397","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Vauthier, M.",NA,"1833",NA,NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902397' target='other'> <mi>dwc_moreinfo</mi></a>","P01902397","P01902397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","386",NA,NA,NA
"146","2015-09-05 04:29:49-03","MNHN","RECOLNAT_MNHN_P","P04682245","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Corcovado à Paineiras.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04682245' target='other'> <mi>dwc_moreinfo</mi></a>","P04682245","P04682245_01","Rio de Janeiro",NA,NA,NA,NA,NA,"57442","auto",NA,NA,"1278",NA,NA,NA
"147","2015-09-04 20:33:30-03","MNHN","RECOLNAT_MNHN_P","P05234673","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234673' target='other'> <mi>dwc_moreinfo</mi></a>","P05234673","P05234673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10836",NA,NA,NA
"148","2015-09-04 20:33:30-03","MNHN","RECOLNAT_MNHN_P","P05234675","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234675' target='other'> <mi>dwc_moreinfo</mi></a>","P05234675","P05234675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015-09-04 20:33:30-03","MNHN","RECOLNAT_MNHN_P","P05234676","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Prance, G.T.|Henderson, A.J.|Ballck, M.J.|Silva, A.S.|Santos, M.R.|Bahia, R.P.|Berg, C.C.|Nelson, B.W.",NA,"1977","10","31",NA,"Brasil","Pará","Branch road North off km 20 of Transamazon Altamira-Itaituba.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234676' target='other'> <mi>dwc_moreinfo</mi></a>","P05234676","P05234676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2015-11-07 06:19:48-02","MNHN","RECOLNAT_MNHN_P","P01902375","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana macrophylla","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1882","7","28",NA,"Brésil",NA,"(Rio Jan.) Serra da Mantiqueira",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902375' target='other'> <mi>dwc_moreinfo</mi></a>","P01902375","P01902375_01",NA,NA,NA,NA,NA,NA,NA,NA,"macrophylla","isotype","13864",NA,NA,NA
"151","2015-11-07 06:19:58-02","MNHN","RECOLNAT_MNHN_P","P01902378","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1867","5","23",NA,"Brésil",NA,"(Rio Jan) Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902378' target='other'> <mi>dwc_moreinfo</mi></a>","P01902378","P01902378_01",NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia","isotype","1278",NA,NA,NA
"152","2015-11-07 06:20:04-02","MNHN","RECOLNAT_MNHN_P","P01902379","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1867","5","23",NA,"Brésil",NA,"(Rio Jan) Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902379' target='other'> <mi>dwc_moreinfo</mi></a>","P01902379","P01902379_01",NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia","isotype","1278",NA,NA,NA
"153","2015-11-07 06:20:10-02","MNHN","RECOLNAT_MNHN_P","P01902380","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana parvifolia","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1867","5","23",NA,"Brésil",NA,"(Rio Jan) Corcovado",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902380' target='other'> <mi>dwc_moreinfo</mi></a>","P01902380","P01902380_01",NA,NA,NA,NA,NA,NA,NA,NA,"parvifolia","isotype","1278",NA,NA,NA
"154","2015-11-07 06:19:51-02","MNHN","RECOLNAT_MNHN_P","P01902376","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana pauciflora","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1883","6",NA,NA,"Brésil",NA,"Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902376' target='other'> <mi>dwc_moreinfo</mi></a>","P01902376","P01902376_01",NA,NA,NA,NA,NA,NA,NA,NA,"pauciflora","isotype","14816",NA,NA,NA
"155","2015-11-07 06:19:54-02","MNHN","RECOLNAT_MNHN_P","P01902377","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana pauciflora","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1883","6",NA,NA,"Brésil",NA,"Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902377' target='other'> <mi>dwc_moreinfo</mi></a>","P01902377","P01902377_01",NA,NA,NA,NA,NA,NA,NA,NA,"pauciflora","isotype","14816",NA,NA,NA
"156","2015-09-04 20:33:30-03","MNHN","RECOLNAT_MNHN_P","P05234674","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","(Kiaersk.) D.Legrand",NA,"Schwacke, A.",NA,"1890","3","15",NA,"Brasil","Santa Catarina",NA,"-48.8456001281738","-26.3043994903564",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234674' target='other'> <mi>dwc_moreinfo</mi></a>","P05234674","P05234674_01","Joinville",NA,NA,NA,NA,NA,"37150","auto",NA,NA,"6853",NA,NA,NA
"157","2015-11-07 06:19:48-02","MNHN","RECOLNAT_MNHN_P","P01902375","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana macrophylla","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1882","7","28",NA,"Brésil",NA,"(Rio Jan.) Serra da Mantiqueira",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902375' target='other'> <mi>dwc_moreinfo</mi></a>","P01902375","P01902375_01",NA,NA,NA,NA,NA,NA,NA,NA,"macrophylla","isotype","13864",NA,NA,NA
"158","2015-11-07 06:19:51-02","MNHN","RECOLNAT_MNHN_P","P01902376","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana pauciflora","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1883","6",NA,NA,"Brésil",NA,"Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902376' target='other'> <mi>dwc_moreinfo</mi></a>","P01902376","P01902376_01",NA,NA,NA,NA,NA,NA,NA,NA,"pauciflora","isotype","14816",NA,NA,NA
"159","2015-11-07 06:19:54-02","MNHN","RECOLNAT_MNHN_P","P01902377","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana pauciflora","Kiaersk.","Mazine-Capelo","Glaziou, A.",NA,"1883","6",NA,NA,"Brésil",NA,"Minas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902377' target='other'> <mi>dwc_moreinfo</mi></a>","P01902377","P01902377_01",NA,NA,NA,NA,NA,NA,NA,NA,"pauciflora","isotype","14816",NA,NA,NA
