"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"160","2015-11-07 06:35:10-02","MNHN","RECOLNAT_MNHN_P","P01902572","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Province de Minas Geraes. Serra da Carassa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902572' target='other'> <mi>dwc_moreinfo</mi></a>","P01902572","P01902572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B1 582",NA,NA,NA
"161","2015-11-07 06:35:04-02","MNHN","RECOLNAT_MNHN_P","P01902571","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Province de Minas Geraes. Serra da Carassa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902571' target='other'> <mi>dwc_moreinfo</mi></a>","P01902571","P01902571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 582",NA,NA,NA
"162","2017-02-21 10:58:02-03","MNHN","RECOLNAT_MNHN_P","P01902573","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Province de Minas Geraes. Serra da Carassa",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01902573' target='other'> <mi>dwc_moreinfo</mi></a>","P01902573","P01902573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","B1 582",NA,NA,NA
"163","2020-10-01 14:24:03-03","JBB","HEPH","34653","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, JEQ","Faria, JEQ","8623","2018","06","25","Southern America","Brasil","Goiás","Região da Sururuca, fazenda Cajás, proprietário senhor Bráulio","-49.282778","-14.196389","406","406",NA,NA,NA,NA,"Alto Horizonte","2018","06",NA,"-49.282778","-14.196389",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-01 14:24:03-03","JBB","HEPH","36696","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, JEQ","Faria, JEQ; Romão, DR; Soares, ACA","9751","2019","10","07","Southern America","Brasil","Goiás","Região da Chapada dos Veadeiros, ca. de 16 km entrando ao lado direito sentido São Jorge para Colinas do Sul, fazenda Náiades","-47.919444","-14.2175","532","532",NA,NA,NA,NA,"Colinas do Sul","2019","10",NA,"-47.919444","-14.2175",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-01 14:24:03-03","JBB","HEPH","7214","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg","Faria, JEQ","Salles, AEH; Vieira, RF; Augusto, MM","1769","1990","10","02","Southern America","Brasil","Distrito Federal","Fazenda Alegre",NA,NA,NA,NA,NA,NA,NA,NA,"Brazlândia","2010","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-01 14:24:03-03","JBB","HEPH","5616","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Proença, CEB","Equipe do Jardim Botânico de Brasília","863","1987","04","15","Southern America","Brasil","Distrito Federal","Altos da Papuda, próximo ao olho d'água grande com campo úmido e alguns buritis em volta.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Brasília","2009",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"167","2020-10-01 14:24:03-03","JBB","HEPH","5617","S","Plantae","Dicotyledon","Myrtales","Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Proença, CEB","Equipe do Jardim Botânico de Brasília","864","1987","04","15","Southern America","Brasil","Distrito Federal","Altos da Papuda, próximo ao olho d'água grande com campo úmido e alguns buritis em volta.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"Brasília","2009",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:39:10-03","UFMG","BHCB","110248","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Souza, DT; Almeida, TE; Giorni, VT","184","2007","06","07","Southern America","Brasil","Minas Gerais","Casa de força PCH, Quartel III.","-43.936333","-18.631083",NA,NA,NA,"Árvore em cerrado, flores brancas.","BHCB006585","BHCB006585","Santana de Pirapama","2007","07",NA,"-43.936333","-18.631083",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-11 11:39:10-03","UFMG","BHCB","201229","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Faria, JEQ","8623","2018","06","25","Southern America","Brasil","Goiás","Região da Sururuca, Fazenda Cajás, proprietário Senhor Bráulio","-49.282778","-14.196389",NA,NA,NA,"Árvore, ca. 7m de altura. Tronco soltando pequenas placas espessas de ritidoma, flores brancas esverdeadas; Mata em borda de córrego intermitente","BHCB201229","BHCB201229","Alto Horizonte","2018",NA,NA,"-49.282778","-14.196389",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-11 11:39:10-03","UFMG","BHCB","27074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-11 11:39:10-03","UFMG","BHCB","27136","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-11 11:39:10-03","UFMG","BHCB","27137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-11 11:39:10-03","UFMG","BHCB","50406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-11 11:39:10-03","UFMG","BHCB","93010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Lima, AS","s.n.","1944","12","11","Southern America","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"Árvore, mato Fraternidade Indígena. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-11 11:39:10-03","UFMG","BHCB","27623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.814998626709","-17.1077995300293",NA,NA,NA,NA,NA,NA,"Bocaiúva",NA,NA,NA,NA,NA,"90741","auto",NA,NA,NA,NA,NA,NA
"176","2020-12-11 11:39:10-03","UFMG","BHCB","27624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"-43.814998626709","-17.1077995300293",NA,NA,NA,NA,NA,NA,"Bocaiúva",NA,NA,NA,NA,NA,"90741","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:39:10-03","UFMG","BHCB","19426","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Braga, PIS; Stehmann, JR","s.n.","1991","11","24","Southern America","Brasil","Minas Gerais",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:39:10-03","UFMG","BHCB","19319","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Tolêdo, F; Stehmann, JR","s.n.","1991","10","05","Southern America","Brasil","Minas Gerais",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:39:10-03","UFMG","BHCB","92185","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Leitão Filho, HF","1020","1970","05","08","Southern America","Brasil","São Paulo",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore, ca. 8 m altura. Floresce em maio, flores brancas.",NA,NA,"Campinas",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:39:10-03","UFMG","BHCB","22141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Costa, LVC","s.n.","1992","04","13","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:39:10-03","UFMG","BHCB","19986","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Rimdi, J","s.n.","1988","03","28","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:39:10-03","UFMG","BHCB","19975","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Spósito, TC; et al.","s.n.","1992","04","15","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"183","2020-12-11 11:39:10-03","UFMG","BHCB","19972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Costa, LVC; et al.","s.n.","1992","04","15","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:39:10-03","UFMG","BHCB","17731","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Costa, LVC; et al.","313","1990","01","21","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:39:10-03","UFMG","BHCB","12253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Rinnoli, J","s.n.","1987","11","11","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"186","2020-12-11 11:39:10-03","UFMG","BHCB","6445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Andrade, PM de; et al.","118","1984","03","01","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica;arbóreo;c/ fruto;",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:39:10-03","UFMG","BHCB","7710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Andrade, PM de; et al.","547","1984","11","22","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica;arbóreo;em botão;",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"188","2020-12-11 11:39:10-03","UFMG","BHCB","95468","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Echternacht, LA; Dornas, T","681","2004","09","26","Southern America","Brasil","Minas Gerais","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,"Arbórea (ca. 8m) em beira de Floresta Estacional Semidecidual. Frutos vermelhos.",NA,NA,"Carmópolis de Minas",NA,NA,NA,NA,NA,"18828","auto",NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:39:10-03","UFMG","BHCB","7807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Andrade, PM de; et al.","137","1984","04","19","Southern America","Brasil","Minas Gerais","Fazenda Montes Claros. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica;arbóreo;c/frutos alaranjados;",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:39:10-03","UFMG","BHCB","7713","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Andrade, PM de; et al.","137","1984","04","19","Southern America","Brasil","Minas Gerais","Fazenda Montes Claros. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica;arbóreo;c/frutos alaranjados;",NA,NA,"Caratinga",NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:39:10-03","UFMG","BHCB","30694","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"Marliéria",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"192","2020-12-11 11:39:10-03","UFMG","BHCB","104942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","francavilleana","Eugenia francavilleana","O.Berg",NA,"Silva, AF; Alves, AF; Silva, M da; Vilas-Boas, WK; Lambert, S","562","2003","10","31","Southern America","Brasil","Minas Gerais","Reserva do boqueirão, Mata Ciliar","-44.9171981811523","-21.4011001586914",NA,NA,NA,"Ärvore com 5m de altura, DAP= 10cm, folha simples, glabras, opstas. Frutos do tipo maduros.","BHCB006584","BHCB006584","Ingaí","2007",NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA
"193","2020-12-11 11:39:10-03","UFMG","BHCB","161472","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Bünger, MO; Moura-Júnior, EG","628","2012","10","29","Southern America","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Itutinga - Pilões. Trilha dos Pilões.","-46.489444","-23.905","40","40",NA,"Arbusto ca. 3m, frutos amarelos.","BHCB015108","BHCB015108","Cubatão","2013","01","21","-46.489444","-23.905",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:39:10-03","UFMG","BHCB","171680","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Martinelli, G; Dalcin, E; Hatton, J","9963","1984","10","04","Southern America","Brasil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso., Centro de primatologia do RJ-FEEMA.","-42.933333","-22.533333","200","200",NA,"Mata pluvial costeira. Árvore com 30m de altura, tronco com 57cm de diametro, copa com 15m de diametro; folhas discolores; ramos apicais castanho-ferrugineos; flores creme; pedicelo verde; frutos imaturos de cor verde.","BHCB016332",NA,"Guapimirim","1993","04","30","-42.933333","-22.533333",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:39:10-03","UFMG","BHCB","109847","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Ivanauskas, NM","s.n.","1993","01","03","Southern America","Brasil","São Paulo","Bairro Godinhos, Área 2. Mata mesofiladecídua.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"BHCB006592","BHCB006592","Piracicaba","1997",NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"196","2020-12-11 11:39:10-03","UFMG","BHCB","91762","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.",NA,"Bertoni, JEA; Geremias, A","184","2000","06","09","Southern America","Brasil","São Paulo","Fazenda Santa Elisa, Quadra dos Ipês L7; P3","-47.060001373291","-22.8999996185303",NA,NA,NA,"Árvore de 6 a 7m, com flores verde-creme.","BHCB006591","BHCB006591","Campinas","2002",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"197","2020-12-11 11:39:10-03","UFMG","BHCB","167019","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Faria, JEQ","3085","2012","11","25","Southern America","Brasil","Bahia","Margem da estrada de terra que liga Tiradentes a Prados.","-44.130833","-21.069167","1179","1179",NA,"Arvoreta ca. 2,5 m de altura, caule castanho acinzentado soltando pequenas placas de ritidoma, fruto imaturo verde, embrião creme com cotilédones livres.; Mata alterada.","BHCB011978",NA,"Prado","2019","04",NA,"-44.130833","-21.069167",NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-12-11 11:39:10-03","UFMG","BHCB","167017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Faria, JEQ","3154","2012","12","04","Southern America","Brasil","Minas Gerais","Ao norte da fazenda Inhame.","-43.808889","-18.931111","774","774",NA,"Árvore ca. 5,5 m de altura, caule castanho acinzentado soltando placas, botões florais verdes.; Mata seca de porte baixo em regeneração.","BHCB011979",NA,"Santana de Pirapama","2019","04",NA,"-43.808889","-18.931111",NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-12-11 11:39:10-03","UFMG","BHCB","97025","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Ferreira, RM; França, GS","95","2005","04","03","Southern America","Brasil","Minas Gerais","Estação de Pesquisa Ambiental de Peti., Abrange também Santa Bárbara.&nf;Área do Reservatório","-43.365333","-19.892556",NA,NA,NA,"Arbóreo, flores brancas","BHCB004181",NA,"São Gonçalo do Rio Abaixo",NA,NA,NA,"-43.365333","-19.892556",NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-11 11:39:10-03","UFMG","BHCB","94302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Ferreira, RM; França, GS","95","2003","04","03","Southern America","Brasil","Minas Gerais","Estação Ambiental de Peti.","-43.3622016906738","-19.826099395752",NA,NA,NA,"Arbóreo, flores brancas, área do reservatório",NA,NA,"São Gonçalo do Rio Abaixo",NA,NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA,NA,NA
"201","2020-12-11 11:39:10-03","UFMG","BHCB","109825","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Cambess.",NA,"Grandi, TSM; et al.","2669","1989","09","30","Southern America","Brasil","Minas Gerais","Gruta do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Semi escandente, frutos maduros roxos; Campo rupestre","BHCB004160",NA,"Rio Preto","2013","03",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA
"202","2021-02-11 17:20:39-03","UFPR","UPCB","22616","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","itajurensis","Eugenia itajurensis","Camb.","Sobral, M.","Hatschbach, G.","30097","1972","08","09",NA,"Brasil","Minas Gerais","Pico Itambé",NA,NA,"1200","1200",NA,"Arbusto, 2m, flor alva. Encosta de morro..",NA,NA,"Antonio do Itambé","1993","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2013-12-31 11:13:00-02","MO","MOBOT","3189005","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","F. F. Mazine, May","M. de F. Agra|S.C. Cabral|R.A. Pontes","Agra 4666","1998","1","18","South America","Brazil","Paraíba","Municipio de d eMatureia, Pico do Jabre. Vegetacao arbustivo-arborea, semicaducifolia, seubxerofitica.","-37.4313889","-7.1861111","800.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"204","2013-12-31 10:44:00-02","MO","MOBOT","3181316","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","F. F. Mazine, May/","M. de F. Agra|P.C. da Silva","Agra 5322","1998","5","10","South America","Brazil","Paraíba","Municipio de de Matureia, Pico do Jabre. Vegetacao arbustivo arborea, semicaducifolia, Subxerofitica.","-37.4313889","-7.1861111","800.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"205","2012-03-28 16:37:00-03","MO","MOBOT","3181915","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","F. F. Mazine, May/","M. de F. Agra|S.C. Cabral|P.C. Medeiros|W. Barros","Agra 4092","1997","6","12","South America","Brazil","Paraíba","Municipio de de Matureia, Pico do Jabre, Vegetacao arbustivo-arborea, semicaducifolia, subxerofitica, comelementos da caatinga e d amata umida. Picada em direcao Oeste.","-37.43138","-7.18611","800.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2012-03-28 16:37:00-03","MO","MOBOT","3182114","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","F. F. Mazine, May/","M. de F. Agra|S.C. Cabral|P.C. Medeiros|W. Barros","Agra 4119","1997","7","12","South America","Brazil","Paraíba","Municipio de Matureia, Pico do Jabre. Vegetacao arbustivo-arborea, semicaducifolia, subxerofitica, com elementos da caatinga e da mata umida. Picada em direcao Oeste.","-37.43138","-7.18611","800.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2008-05-27 22:02:00-03","MO","MOBOT","1192067","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","B.K.Holst","H.F.A. von Eggers","Eggers 15717","1897",NA,NA,"South America","Ecuador",NA,"El Recreo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2009-07-27 09:37:00-03","MO","MOBOT","2306071","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glazioviana","Eugenia glazioviana","Kiaersk.","Holst","Auguste F.M. Glaziou","Glaziou 1278","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
