"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount"
"56","2020-09-12 05:00:02-03","US","US","1954538","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"R. Reitz","2393","1948","12","16","South America","Brazil","Santa Catarina",NA,"Campo dos padres",NA,NA,NA,NA,"US00042665","US00042665_01","2000","2000",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","1954720","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"R. Reitz","2960","1949","1","3","South America","Brazil","Santa Catarina",NA,"Morro da igreja",NA,NA,NA,NA,"US00042666","US00042666_01","1860","1860",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","1481897","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"P. K. Dusén","15597","1914","10","8","South America - Neotropics","Brazil",NA,NA,"Serrinha",NA,NA,NA,NA,"US00042667","US00042667_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","2123284","PreservedSpecimen","Plantae",NA,"Liliales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum",NA,NA,"R. Reitz","4158","1951","8","30","South America","Brazil","Santa Catarina",NA,"Brusque",NA,NA,NA,NA,"US00042663","US00042663_01","1","1",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"60","2020-09-02 16:19:17-03","Cenargen","CEN","84724","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","J. B. Pereira","Aécio Amaral-Santos","2978","2007","11","30",NA,"Brasil","SC","LAGES","Fazenda Schio, rio Pelotinhas.","-50.708055","-28.239444","Unicata",". Mudas coletadas em 30/11/2007 e mantidas em cultivo no Cenargen. Material devidamente herborizado em 04/11/2013.Flôr com base verde apce vermelho estames amarelos.","CEN00084724","CEN00084724","724","724","2013","11",NA,NA,NA,NA,"-50.708055","-28.239444","1"
"61","2020-09-02 16:19:17-03","Cenargen","CEN","71038","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","Herb.","A. C. Amaral-Lopes","Glocimar Pereira-Silva","10874","2006","09","02",NA,"Brasil","SC","CAPÃO ALTO","Primeiro tributário de margem direita a montante da ponte do Passo do Socorro.","-50.5119018554688","-27.9368991851807","Exsicatas","Pétalas verde claro com estrias vináceas, filete verde claro com ápice vináceo.&nf; Área de influência direta (lago). Mudas coletadas e mantidas em cultivo na EMBRAPA/CENARGEN. Segunda exsicata herborizada em 23/09/2008.","CEN00071038","CEN00071038",NA,NA,"2008","10",NA,"41668","auto",NA,NA,NA,"2"
"62","2019-12-09 17:29:15-03","UFPR","EFC","12421","PreservedSpecimen","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Vieira, R.S.","Vieira, R.S.; et al.","240","2014","03","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803",NA,"Herbácea com 50 cm. Comum em refúgio altomontano. Com flores vermelhas, vistosas.","EFC012421",NA,NA,NA,"2014","03","16",NA,NA,NA,"-48.4919","-25.0803",NA
"63","2019-06-28 16:52:38-03","IAC","IAC","31922","S","Plantae",NA,NA,"Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","A.F.C. Tombolato","A.F.C. Tombolato","s/nº","1993","12","16",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Klabin","-50.6156","-24.3239",NA,NA,NA,NA,NA,NA,"1993","12","16",NA,NA,NA,"-50.6156","-24.3239",NA
"64","2020-11-12 16:58:04-03","UEL","FUEL","38158","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Amaryllidaceae","Hippeastrum","psittacinum","Hippeastrum psittacinum","(Ker Gawl.) Herb.","Estevan, DA","Estevan, DA; et al.","884","2005","09","17",NA,"Brasil","Paraná","Ventania","Morro do Chapéu, 18km estrada Ventania-Ibaiti, 18Km estrada Ventania-Ibaiti","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"32424","auto",NA,NA,NA,NA
"65","2017-09-11 17:06:42-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaryllidaceae","Amaryllis","psittacina","Amaryllis psittacina","Ker Gawl.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia meridionali.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
