"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2018-04-04 16:45:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii",NA,"RRC ID Flag","G. Hatschbach","21449",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"21449",NA
"50","2019-07-09 12:42:52-03","F","FMNH-SEEDPLANTS","V0435634F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii",NA,NA,"P. Dusén","17962","1916","3","5","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0435634F","V0435634F_01",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"51","2019-07-09 12:42:47-03","F","FMNH-SEEDPLANTS","V0093344F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii",NA,NA,"P. Dusén","8070","1909","4","27","South America","Brazil","Paraná",NA,"Villa Valha",NA,NA,NA,NA,NA,NA,"V0093344F","V0093344F_01 V0093344F_02","Isotype",NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"8070",NA
"52","2020-11-04 17:30:10-03","UEM","HUEM","31566","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Costa, AC","Costa, AC","37","2016","03","25",NA,"Brasil","Paraná","Pinhão","Distrito de Faxinal do Céu.","-51.6596984863281","-25.6956005096436",NA,NA,NA,"Epífita.","HUEM000016421","HUEM000016421",NA,"2016","03",NA,"37408","auto",NA,NA,NA,NA,NA
"53","2020-11-04 17:30:10-03","UEM","HUEM","29766","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Costa, AC","Costa, AC","s.n.","2015","04","19",NA,"Brasil","Paraná","Pinhão","Faxinal do Céu","-51.6596984863281","-25.6956005096436",NA,NA,NA,"Forófito: Ocotea porosa; 0,5 a 3m de alt. acima do solo; luminosidade intermediária (ora exposta ao sol, ora na sombra); encontrada em troncos de plantas mortas e vivas.","HUEM000016494","HUEM000016494",NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA
"54","2020-08-20 14:54:42-03","UFSC","FLOR","4810","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M.","Reitz, R.; Klein, R.M.","6655","1958","04","07",NA,"Brasil","Santa Catarina","Presidente Nereu","Sabiá","-49.3903007507324","-27.2772006988525","750","750",NA,"flor cor de palha Habitat: epífito da mata","FLOR0004810","FLOR0004810",NA,"2016","11","19","21642","auto",NA,NA,NA,NA,NA
"55","2014-10-09 13:58:31-03","UHH","HBG","506522","S","Plantae",NA,NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii","A. Samp.",NA,"Dusén, P.","8070","1909","04","27","South America","Brazil",NA,NA,"Paraná, Villa Velha, in rupibus",NA,NA,NA,NA,NA,"ex Herb. Kränzlin NEOTROP","HBG506522","HBG506522","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:52:10-03","UFRGS","ICN","040944","S","Plantae","Monocotyledon",NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Waechter, JL; Baptista, LRM","800","1978","04","01","América do Sul","Brasil","RS","Torres","Morro Azul","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Epifítica.; Em interior de floresta, sobre Alchornea triplinervea, formando denso tapete sobre o tronco.","ICN00039611",NA,NA,"2016","11","19","20837","auto",NA,NA,NA,NA,NA
"57","2021-02-08 12:52:10-03","UFRGS","ICN","033945","S","Plantae","Monocotyledon",NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Waechter, JL; et al.","541","1977","05","14","América do Sul","Brasil","RS","Torres","Três Cachoeiras","-49.7268981933594","-29.3353004455566",NA,NA,NA,"Flores amarelo pálidas, levemente esverdeadas.; Epífita sobre cipó, a 3m altura.","ICN00039610",NA,NA,"2016","11","19","20837","auto",NA,NA,NA,NA,NA
"58","2021-02-08 12:52:10-03","UFRGS","ICN","044508","S","Plantae","Monocotyledon",NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Waechter, JL","1213","1979","04","14","América do Sul","Brasil","SC","Jacinto Machado","Fundão do Tigre Preto","-49.763599395752","-28.9974994659424",NA,NA,NA,"Epifítica, flores verde-amarelado pálidas.","ICN00039614",NA,NA,"2016","11","19","23999","auto",NA,NA,NA,NA,NA
"59","2019-11-21 10:12:52-03","IBt","SP","247569","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Silva, EF","s.n.","1980","07","06",NA,"Brasil","Bahia",NA,"Sul do Estado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","11","19",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:12:52-03","IBt","SP","29823","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Hoehne, FC","s.n.","1932","08","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"SP032410","SP032410",NA,"2016","04","11",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:12:52-03","IBt","SP","138176","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Hatschbach, G","21449","1969","04","29",NA,"Brasil","Paraná","Bituruna","Rio Iguaçu, Salto Grande","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,"SP032409","SP032409",NA,"2016","04","11","30743","auto",NA,NA,NA,NA,NA
"62","2019-11-21 10:12:52-03","IBt","SP","185485","S","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(A.Samp.) Schltr.","Bolson, M","Pirani, JR; Yano, O","581","1983","04","20",NA,"Brasil","Paraná","São Mateus do Sul","Estrada para Irati","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,NA,NA,"2016","11","19","31353","auto",NA,NA,NA,NA,NA
"63","2020-03-31 14:09:28-03","AMES","HU-HERB","AMES 00556612","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Sampaio) Schlechter",NA,"P. K. H. Dusén",NA,"1911","4","7","South America","Brazil","Paraná",NA,"Banhado",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-03-31 14:09:46-03","AMES","HU-HERB","AMES 00556613","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Sampaio) Schlechter",NA,"P. K. H. Dusén","14767","1914","4","27","South America","Brazil",NA,NA,"Villa Velha",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14767",NA
"65","2020-03-31 14:10:06-03","AMES","HU-HERB","AMES 00556615","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Barbosella","dusenii","Barbosella dusenii","(Sampaio) Schlechter",NA,"P. K. H. Dusén","14767","1914","4","27","South America","Brazil","Paraná",NA,"Villa Velha",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14767",NA
"66","2017-09-13 13:09:24-03","AMES","HU-HERB","AMES 00556614","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Restrepia","dusenii","Restrepia dusenii","A. Sampaio",NA,"P. K. H. Dusén","8070","1909","4","27","South America","Brazil",NA,NA,"Parana: Villa Velha",NA,NA,NA,NA,"Sheet",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"8070",NA
