"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"47","2019-08-20 10:27:11-03","UNICAMP","UEC","20560","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Gabrielli, AC","336","1980","11","04",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,"frutos, Árvore de 25m, frutos verdes. Mata da Colina.",NA,NA,NA,NA,"1996","05",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:27:11-03","UNICAMP","UEC","24067","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Semir, J","985","1981","05","21",NA,"Brazil","Minas Gerais","Poços de Caldas","Beira da estrada p/ Mata das Colinas.","-46.564722","-21.838889",NA,"flor, Árvore 10m, flores branco-esverdeadas.",NA,NA,NA,NA,"1996","05",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:27:11-03","UNICAMP","UEC","24070","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Semir, J","988","1981","05","21",NA,"Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889",NA,"flor, Árvore 15m, flores creme-esverdeadas, odoríferas.",NA,NA,NA,NA,"1996","05",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:27:11-03","UNICAMP","UEC","32461","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","5172","1980","07","03",NA,"Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,"flor, Árvore dominante com ca. 20m de altura; folhas glabras; colora e estames amarelo pálido; anteras amarelas; ovário escuro; mata.",NA,NA,NA,NA,"1996","05",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:42:16-03","UNICAMP","UEC","161184","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Yamamoto, LF","Yamamoto, LF","1603","2004","08","12",NA,"Brazil","Minas Gerais","Extrema","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,"Árvore 11m. Fruto verde.","UEC013368","UEC013368",NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-20 10:27:11-03","UNICAMP","UEC","77915","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Aranha, JLM","Durigan, G","30582","1992","05","05",NA,"Brazil","São Paulo","Assis","Estação Ecológica de Assis.","-50.4099998474121","-22.6599998474121",NA,"flor, Árvore de grande porte, flores creme esverdeadas, casca sulcada.",NA,NA,NA,NA,"2003","11",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-20 10:27:11-03","UNICAMP","UEC","71014","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Tamashiro, JY; Belinello, R; Rodrigues, RR; Ivanauskas, NM; R","973","1995","05","08",NA,"Brazil","São Paulo","Pedra Bela","Do outro lado da cidade em estrada de te","-46.439998626709","-22.7900009155273",NA,"flor, Árvore de 10m, flores esverdeadas.",NA,NA,NA,NA,"2000","02",NA,"10848","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-20 10:27:11-03","UNICAMP","UEC","23241","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Hoehne, FC","s.n.","1932","04","05",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico ( Parque do Estado).","-46.6300010681152","-23.5400009155273",NA,"flor, Flores alvas, com 4-15 estames.",NA,NA,NA,NA,"1996","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-20 10:27:11-03","UNICAMP","UEC","23241","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Hoehne, FC","s.n.","1932","04","05",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico ( Parque do Estado).","-46.6300010681152","-23.5400009155273",NA,"flor, Flores alvas, com 4-15 estames.",NA,NA,NA,NA,"1996","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:27:11-03","UNICAMP","UEC","23241","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A","Hoehne, FC","s.n.","1932","04","05",NA,"Brazil","São Paulo","São Paulo","Jardim Botânico ( Parque do Estado).","-46.6300010681152","-23.5400009155273",NA,"flor, Flores alvas, com 4-15 estames.",NA,NA,NA,NA,"1996","05",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:42:16-03","UNICAMP","UEC","90253","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","Aranha, JLM","Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","s.n.","1984","06","20",NA,"Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo","-46.481389","-23.425",NA,"Mata Mesófila Semidecídua.",NA,NA,NA,NA,"2010","03",NA,NA,NA,"-46.481389","-23.425",NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:42:16-03","UNICAMP","UEC","109183","S","Plantae","Magnoliopsida",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","Aranha, JLM","Chagas e Silva, F","01714","1994","07","01",NA,"Brazil","Paraná","Londrina","Floresta Godoy","-51.1627998352051","-23.3103008270264",NA,"Arvore com 15m altura, botão floral verde, flores esverdeadas.",NA,NA,NA,NA,"2010","02",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-03-12 10:29:34-03","UFOP","OUPR","34205","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","Aranha-Filho, J.L.M.","Pedrosa, L.G.","1681","2019","06","24",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Árvore, 9m. Flores alvas. Mata de encosta.",NA,NA,NA,NA,"2019","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-12-19 12:41:05-03","UFOP","OUPR","33864","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","Aranha, J.","Ivanauskas, N.M.; Gonçalves, L.N.; Polisel, R.T.; Fletcher, R. & Souza, D.","6637","2014","05","06",NA,"Brasil","Minas Gerais","Delfim Moreira","Fazendas Bartira (Unidade Alegria), (WGS84, Zona 23K).","-45.2799987792969","-22.5091991424561",NA,"Árvore de 18m. Botões verdes. Floresta Ombrófila Mista. Indivíduo 7023 da fitossociologia.",NA,NA,"1307","1307","2014","05","27","20219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:46:08-03","MBM","MBM","69158","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A.","Handro, O.","437",NA,NA,NA,"Southern America","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"MBM069158","MBM069158",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-04 15:43:52-03","MNHN","RECOLNAT_MNHN_P","P04488285","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Hatschbach, G.|Koczicki 101, C.",NA,"1968","4","10",NA,"Brasil","Paraná","Guaraqueçaba","Serrinha, encosta de morro","-48.3288993835449","-25.3066997528076","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488285' target='other'> <mi>dwc_moreinfo</mi></a>","P04488285","P04488285_01","50",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,"18998",NA,NA,NA
"63","2009-03-13 09:43:35-03","MNHN","RECOLNAT_MNHN_P","P00647065","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Caldas, Prov. Minas Geraes",NA,NA,"hb","Voir les autres parts (P00647066, P00647067, P00647068, P00647069 & P00647070) qui contiennent aussi un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647065' target='other'> <mi>dwc_moreinfo</mi></a>","P00647065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 56",NA,NA,NA
"64","1999-10-22 19:04:53-02","MNHN","RECOLNAT_MNHN_P","P00647066","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,"18871","5","18",NA,"Brésil",NA,NA,"Caldas, Minas Geraes",NA,NA,"hb","Voir les autres parts (P00647065, P00647067, P00647068, P00647069 & P00647070) avec un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647066' target='other'> <mi>dwc_moreinfo</mi></a>","P00647066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1787",NA,NA,NA
"65","2017-08-09 12:29:12-03","MNHN","RECOLNAT_MNHN_P","P00647067","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Caldas, Prov. Minas Geraes",NA,NA,"hb","Voir les autres parts (P00647065, P00647066, P00647068, P00647069 & P00647070) avec un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647067' target='other'> <mi>dwc_moreinfo</mi></a>","P00647067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 56 1/2",NA,NA,NA
"66","1995-01-19 00:00:00-02","MNHN","RECOLNAT_MNHN_P","P00647068","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Caldas",NA,NA,"hb","Part avec un échantillon II 56 et un autre III 1787. D'autres parts (P00647065, P00647066, P00647067, P00647069 & P00647070) avec un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647068' target='other'> <mi>dwc_moreinfo</mi></a>","P00647068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56",NA,NA,NA
"67","2009-03-12 16:58:21-03","MNHN","RECOLNAT_MNHN_P","P00647069","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"hb","Part avec un échantillon II 56 et un autre III 1787. D'autres parts (P00647065, P00647066, P00647067, P00647068 & P00647070) avec un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647069' target='other'> <mi>dwc_moreinfo</mi></a>","P00647069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-03-12 16:58:21-03","MNHN","RECOLNAT_MNHN_P","P00647070","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Regnell, A.F.",NA,"1845","3","22",NA,"Brésil",NA,NA,"Prov. Minas Geraes",NA,NA,"hb","Part avec un échantillon II 56 et un autre III 1787. D'autres parts (P00647065, P00647066, P00647067, P00647068 & P00647069) avec un mélange de plusieurs n° que, peut-être, le chercheur à qui l'on prête (2009-034) pourra nous aider à démêler. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647070' target='other'> <mi>dwc_moreinfo</mi></a>","P00647070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II 56",NA,NA,NA
"69","2018-08-01 15:22:57-03","MNHN","RECOLNAT_MNHN_P","P00647076","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.","Bidá","Claussen",NA,"1842","11","1",NA,"Brésil",NA,NA,"Novo Fribugo, Province de Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647076' target='other'> <mi>dwc_moreinfo</mi></a>","P00647076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA,NA,NA
"70","2018-08-01 15:22:57-03","MNHN","RECOLNAT_MNHN_P","P00647077","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Glaziou, A.",NA,"1890","7","28",NA,"Brésil",NA,NA,"Itakolumy (Minas)",NA,NA,"hb","Donné en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00647077' target='other'> <mi>dwc_moreinfo</mi></a>","P00647077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18195 a",NA,NA,NA
"71","2015-09-04 15:39:54-03","MNHN","RECOLNAT_MNHN_P","P04519158","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","A.DC.",NA,"Pires, J.M.|Silva, N.T.|Souza, R.",NA,"1963","4","16",NA,"Brasil","Distrito Federal","Brasília","Campus da Universidade","-47.9296989440918","-15.7797002792358","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04519158' target='other'> <mi>dwc_moreinfo</mi></a>","P04519158","P04519158_01",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,"9147",NA,NA,NA
"72","2020-10-01 14:16:34-03","JBB","HEPH","19372","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Nóbrega, MGG","Nóbrega, MGG","1936","2003","06","07","Southern America","Brasil","Distrito Federal","Brasília","Parque Saburo Onoyama córrego Taguatinga","-42.057778","-15.846667",NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,"-42.057778","-15.846667",NA,NA,NA,NA,NA,NA
"73","2020-10-01 14:16:34-03","JBB","HEPH","11836","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Silva, F","Silva, F","138","1996","03","28","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,"Casca farinhenta. CAP 21.00cm. T5-09-213",NA,NA,"1020","1020","1996",NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"74","2020-10-01 14:16:34-03","JBB","HEPH","11977","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Silva, F","Silva, F","232","1996","04","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Córrego Cabeça de Veado","-47.85","-15.866667",NA,"Com 53,5cm de CAP T5-16-411",NA,NA,"1020","1020","1996",NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"75","2020-10-01 14:16:34-03","JBB","HEPH","27014","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Passos, FB","Ramos, AE","2249","2010","09","01","Southern America","Brasil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga, FL 61","-47.5625","-15.4375",NA,NA,NA,NA,"960","960","2010",NA,NA,NA,NA,"-47.5625","-15.4375",NA,NA,NA,NA,NA,NA
"76","2020-10-01 14:16:34-03","JBB","HEPH","4340","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Oliveira, MS; Chacon, RG","Equipe do Jardim Botânico de Brasília","509","1985","07","31","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1985",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-01 14:16:34-03","JBB","HEPH","4400","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Oliveira, MS; Chacon, RG","Equipe do Jardim Botânico de Brasília","569","1985","09","05","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1985",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-01 14:16:35-03","JBB","HEPH","5067","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Groppo Júnior, M","Equipe do Jardim Botânico de Brasília","695","1986","07","07","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília - Trilha da Entrada","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"1986",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-04-07 14:12:27-03","JBB","HEPH","27985","S","Plantae","Dicotyledon","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Silva Júnior, MC da","Rosário, RF do","70","2011","07","28","Southern America","Brasil","Distrito Federal","Brasília","Park Way, Quadra 27, conjunto 02 - Chácara Colinas.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2011",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-12 16:53:51-03","UFMG","BHCB","127654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Rezende, SG","3062","2008","11","06","Southern America","Brasil","Minas Gerais","Ouro Preto","Mina de Fabrica, Próximo à Mina.","-43.844722","-20.421667",NA,"Arbóreo.; Floresta Estacional Semidecidual Baixo-Montana em Estágio Avançado de Regeneração.","BHCB058086",NA,"1075","1075","2013","05",NA,NA,NA,"-43.844722","-20.421667",NA,NA,NA,NA,NA,NA
"81","2021-02-12 16:53:51-03","UFMG","BHCB","60336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Salino, A; Mota, RC da","6999","2001","06","07","Southern America","Brasil","Minas Gerais","Santana do Garambéu","Trecho do Alto Rio Grande Adjacente a zona urbana de Santana do Garambeu.","-44.142917","-21.580222",NA,"Árvore com 9m de altura, flores creme, folhas cartáceas; Área de carrado com Floresta Ciliar e de galeria.","BHCB058084",NA,"1100","1150","2013","05",NA,NA,NA,"-44.142917","-21.580222",NA,NA,NA,NA,NA,NA
"82","2021-02-12 16:53:51-03","UFMG","BHCB","81285","PreservedSpecimen","Plantae","Dicotyledon",NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Lombardi, JA","5245","2003","05","10","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Parque Natural do Caraça","-43.471667","-20.123347",NA,"Árvore, ca. 3 metros, folhas coriáceas, flores creme-esverdeadas.; Cerrado.","BHCB058085",NA,"1235","1235","2013","05",NA,NA,NA,"-43.471667","-20.123347",NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:21:54-03","UFPR","UPCB","26191","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A.","Semir, J.","988","1981","05","21",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889",NA,"Árvore, ca. 15m, flor creme esverdeada, odorífera..",NA,NA,NA,NA,"1996","04","11",NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA
"84","2021-02-11 17:21:54-03","UFPR","UPCB","30511","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A.","Tamashiro, J.Y.","973","1995","05","08",NA,"Brasil","São Paulo","Pedra Bela","Do outro lado da cidade em estrada de terra.","-46.439998626709","-22.7900009155273",NA,"Árvore, 10m, flor esverdeada..",NA,NA,NA,NA,"1997","04","24","10848","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-02-11 17:21:54-03","UFPR","UPCB","26192","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Bidá, A.","Semir, J.","985","1985","05","21",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.5614013671875","-21.7877998352051",NA,"Árvore, 10m, flor branco-esverdeada. Beira da estrada para Mata das Colinas..",NA,NA,NA,NA,"1996","04","11","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-05-11 11:19:00-03","MO","MOBOT","3394593","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J.L.M. Aranha F.","Ezechias P. Heringer","Heringer 5172","1980","7","3","South America","Brazil","Distrito Federal",NA,"Bacia do Rio São Bartolomeu.","-47.9166667","-16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"87","2016-05-11 11:35:00-03","MO","MOBOT","3386141","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J.L.M. Aranha F.","David R. Hunt","Hunt 6707","1966","7","21","South America","Brazil","Goiás",NA,"States of Minas gerais. Gallery forest and adjacent cerrado, Planaltina.",NA,NA,NA,NA,NA,NA,"900.00000000","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"88","2016-05-11 14:09:00-03","MO","MOBOT","3390437","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.","J.L.M. Aranha F.","P.E. Nogueria Silva","Nogueira Silva 48","1988","10","21","South America","Brazil","Distrito Federal",NA,"Córrego do Gama/Fazenda Água Limpa, UnB. Mata ciliar.","-47.9702778","-15.9505556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2015-05-20 10:37:24-03","UFERSA","MOSS","11326","S","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand","Nobrega, M.G.","Nobrega, M.G.","1919","2003","08","11","América do Sul","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, área próxima ao Transeco 2.","-47.85","-15.866667",NA,"árvore de 2 m.; coletadoa no cerrado sentido restrito; frequente; relevo inclinado; fruto imaturo verde.",NA,NA,"1025","1025","2003","08","11",NA,NA,"47W51'00","15S52'00",NA,NA,NA,NA,NA,NA
"90","2020-08-31 08:55:04-03","INPA","INPA","234185","S","Plantae","Dicotyledon Asterids","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Haidar, RF","128","2007","08","06","Southern America","Brasil","Goiás","Rio Verde","Mata Ciliar.","-50.833333","-17.25",NA,NA,"INPA0234185","INPA0234185 INPA0234185_e",NA,NA,NA,NA,NA,NA,NA,"-50.833333","-17.25",NA,NA,NA,NA,NA,NA
"91","2020-08-31 08:55:04-03","INPA","INPA","234202","S","Plantae","Dicotyledon Asterids","Ericales","Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Haidar, RF","128","2007","08","06","Southern America","Brasil","Goiás","Rio Verde","Mata Ciliar.","-50.833333","-17.25",NA,NA,"INPA0234202","INPA0234202 INPA0234202_e",NA,NA,NA,NA,NA,NA,NA,"-50.833333","-17.25",NA,NA,NA,NA,NA,NA
"92","2020-07-15 14:43:46-03","UNESP-RC","HRCB","47665","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","mosenii","Symplocos mosenii","Brand",NA,"Lombardi","6697","2007","04","11",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,"borda da trilha. Árvore ca. 7 m, folhas cartáceas, flores alvas",NA,NA,"985","985",NA,NA,NA,"17840","auto","46º56'08.8W","23º13'49,6S",NA,NA,NA,NA,NA,NA
"93","2017-11-24 14:12:33-02","UFLA","ESAL","16222","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Chapada dos Perdizes","-44.6425018310547","-21.4874992370605",NA,"árvore; 12.00m; ;",NA,NA,NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-11-24 14:12:33-02","UFLA","ESAL","16379","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Rodrigues, LA; et al.","215",NA,NA,NA,NA,"Brasil","Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043",NA,"árvore; 10m; ;",NA,NA,NA,NA,NA,NA,NA,"19291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2018-10-09 16:32:18-03","UFLA","ESAL","12834","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"árvore; 15.0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"96","2017-11-24 14:12:33-02","UFLA","ESAL","22063","S","Plantae",NA,NA,"Symplocaceae","Symplocos","revoluta","Symplocos revoluta","Casar.",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sta. Rita de Caldas","Pião",NA,NA,NA,"; ; ;",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
