"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"47","2020-02-08 10:37:51-03","NBC","NL-BOTANY","L.3812873","PreservedSpecimen","Plantae","Musaceae","Heliconia","brasiliensis","Heliconia brasiliensis","Hook.f.",NA,"Pedersen TM","1994","02","16","Brazil",NA,NA,"Plantae Brasilienses. C. 15 km W of Bela Vista. Mun. Bela Vista. Mato Grosso do Sul.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812873","NL-L3812873",NA,NA,NA,NA,NA,NA,NA,"Zingiberales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"48","2020-02-08 10:37:52-03","NBC","NL-BOTANY","U.1344141","PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga JMA","Lindeman JC; Haas JH de","1967","07","05","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1344141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1344141","NL-U1344141",NA,"2006","09","21",NA,NA,NA,"Zingiberales","Southern America",NA,"Magnoliopsidae","U 0071478",NA,NA,NA,NA,NA
"49","2020-02-08 10:37:52-03","NBC","NL-BOTANY","U.1344142","PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga JMA","Lindeman JC; Haas JH de","1966","11","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1344142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1344142","NL-U1344142",NA,"2009","11","23",NA,NA,NA,"Zingiberales","Southern America",NA,"Magnoliopsidae","U 0071471",NA,NA,NA,NA,NA
"50","2020-02-08 10:37:52-03","NBC","NL-BOTANY","U.1344143","PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga JMA","Lindeman JC; Haas JH de","1966","11","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1344143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1344143","NL-U1344143",NA,"2009","11","23",NA,NA,NA,"Zingiberales","Southern America",NA,"Magnoliopsidae","U 0071469",NA,NA,NA,NA,NA
"51","2020-02-08 10:37:52-03","NBC","NL-BOTANY","U.1344144","PreservedSpecimen","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Braga JMA","Lindeman JC; Haas JH de","1966","11","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1344144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1344144","NL-U1344144",NA,"2009","11","23",NA,NA,NA,"Zingiberales","Southern America",NA,"Magnoliopsidae","U 0071470",NA,NA,NA,NA,NA
"52","2020-11-04 11:11:17-03","ESALQ","ESA","68594","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis",NA,"Romão, G.O.","Romão, G.O. ; Mazine, F.F.","1999","03","31","Brasil","Mato Grosso do Sul","Miranda",NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,"ESA068594","ESA068594","46.0",NA,NA,NA,"92112","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:11:17-03","ESALQ","ESA","36137","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis",NA,"Souza, V.C.","Cezare, C.H.","1995","09","10","Brasil","São Paulo","Brotas",NA,"-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,"ESA036137","ESA036137",NA,NA,NA,NA,"26585","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:11:17-03","ESALQ","ESA","15301","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","brasiliensis","Heliconia brasiliensis",NA,"Capellari Jr., L. et al.","Barreto, K.D. et al.","1993","07","30","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA015301",NA,"996.0",NA,NA,NA,"44778","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:11:17-03","ESALQ","ESA","130294","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","04","17","Brasil","Rio de Janeiro","Nova Iguaçu","Fragmento 63 (TAV). Floresta Ombrófila Densa.","-22.6652","-43.5064","-22.6652","-43.5064","101","101","Erva","ESA130294",NA,"35497.0","2013",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:11:17-03","ESALQ","ESA","128334","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,"Souza, V.C.","Cabral, F.N.","2013","03","28","Brasil","São Paulo","Juquiá","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","-47.55821","-24.16429",NA,NA,NA,"ESA128334",NA,"875.0","2013",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:11:17-03","ESALQ","ESA","123358","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,"Souza, V.C.","Cabral, F.N.","2013","03","28","Brasil","São Paulo","Juquiá","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","-47.55821","-24.16429",NA,NA,NA,"ESA123358",NA,"875.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:11:17-03","ESALQ","ESA","123473","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,"Souza, V.C.","Virillo, C.B.","2013","03","26","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.315306","-24.021806","-47.315306","-24.021806","390","390","Erva, 3m alt.","ESA123473",NA,"40.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:11:17-03","ESALQ","ESA","128335","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,NA,"Delfini, C.","2013","04","01","Brasil","São Paulo","Tapiraí","UHE Alecrim. Trilha da Chaminé. Floresta Ombrófila Densa, na beira do ribeirão do Veado.","-47.50966","-24.10213","-47.50966","-24.10213","228","228","Erva, ca. de 1,3m de alt., brácteas vermelhas, raque amareladas, pétalas amarelada (voucher foto).","ESA128335","ESA128335","949.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:11:17-03","ESALQ","ESA","130295","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","03","19","Brasil","Rio de Janeiro","Paracambi","Fragmento 60 (TAV). Floresta Ombrófila Densa.","-22.6409","-43.8059","-22.6409","-43.8059","357","357","Erva","ESA130295",NA,"35498.0","2013",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:11:17-03","ESALQ","ESA","123588","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","2013","04","29","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica.(presença de exóticas como nêspera, Citrus, araucária).","-47.31605","-24.02022","-47.31605","-24.02022","480","480","Erva, 2m, tépalas esverdeadas, brácteas vermelho-amarelado","ESA123588",NA,"976.0","2013","04","29",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:11:17-03","ESALQ","ESA","128333","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa",NA,"Souza, V.C.","Virillo, C.B.",NA,NA,NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.315306","-24.021806","-47.315306","-24.021806","400","400","erva, 3m","ESA128333",NA,"40.0","2013",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 10:55:50-03","ESALQ","ESA","135999","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi.","H. Barreiros","L.C.Giordano","1992","07","04","Brasil","Rio de Janeiro","Paraty",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,"ESA135999",NA,"1362.0","1992",NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:11:17-03","ESALQ","ESA","84720","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Souza, V.C.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","19","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E.Xituê. Vegetação bem conservada de Floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito","-48.21","-24.18","-48.21","-24.18","790","790","Erva de 1,7m, folhas de 1,5m e limbo de 70cm, brácteas com base vermelha e ápice amarelo esverdeado","ESA084720","ESA084720","86.0","2003","04","19",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:11:17-03","ESALQ","ESA","68622","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.A. Emygidio","Kozera, C.","Kozera, C. ; Isernhagen, I.","1999","10","20","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"ESA068622","ESA068622","1328.0",NA,NA,NA,"30514","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 11:11:17-03","ESALQ","ESA","28831","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.",NA,"Ivanauskas, N.M.",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"ESA028831","ESA028831_1 ESA028831_2","321.0",NA,NA,NA,"17990","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:11:17-03","ESALQ","ESA","62723","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Lima, C.B.K.","Kozera, C. et al.","1999","01","12","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"ESA062723","ESA062723","869.0",NA,NA,NA,"34059","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:11:17-03","ESALQ","ESA","85959","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Forster, W.","Forster, W.; Mazine, F.F.; Sampaio, D.; Salmazo, P.B.; Ribeiro Jr., E.","2002","12","09","Brasil","São Paulo","Cananéia","Parque Estadual Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Erva terrestre de cerca de 2 m de altura. Brácteas florais vermelhas. Flores amarelas. Frutos imaturos verdes e maduros e amarelos.","ESA085959","ESA085959","981.0",NA,NA,NA,"37574","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:11:17-03","ESALQ","ESA","84719","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Souza, V.C.","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","15","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Estrada do Carmo-Trilha da Caçadinha.vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","-482.509","-241.639","-482,509","-241,639","780","780","Erva 2,0m; brácteas vermelhas com frutos imaturos erverdeados-amarelados.","ESA084719","ESA084719","75.0",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:11:17-03","ESALQ","ESA","40050","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L. Emydio","Silva, J.M. & Saldanha, J.","Hatschbach, G.","1996","10","30","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"ESA040050","ESA040050","1996.0",NA,NA,NA,"45291","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:11:17-03","ESALQ","ESA","50668","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,"Souza, V.C.","Wendel, C.F.","2004","01","01","Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,"ESA050668","ESA050668",NA,NA,NA,NA,"37150","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:11:17-03","ESALQ","ESA","62332","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Sztutman, M. et al.","1999","01","08","Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"ESA062332","ESA062332","216.0",NA,NA,NA,"37574","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:11:17-03","ESALQ","ESA","95259","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana",NA,NA,"Destefani, A.C.C. et al.","2005","03","23","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095259","ESA095259","76.0",NA,NA,NA,"38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:11:17-03","ESALQ","ESA","93416","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Souza, V.C. & Romão, G.O.","Romão, G.O. ; Duarte, A.R.","2000","09","19","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"ESA093416","ESA093416","207.0",NA,NA,NA,"53584","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:11:17-03","ESALQ","ESA","25094","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, E.L.M.","Souza, V.C.; Rodrigues, R.R.; Arzolla, F.A.R.P.; Ivanauskas, N.M.; Souza, J.P.; Scalon, V.R.; Farah, F.T.; Mazine, F.F.; Sanches, I.D.; Paiva, G.A.; L.M.Campos, Dias, A.S.; V.Pereira, Cordeiro, L.E.; Rodrigues, A.G.; Guskuma, M.","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araçá e a área conhecida como descampado. Área de rochas calcáreas. Mata Atlântica","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Erva, até 1,5 m alt.; brácteas vermelhas; flores amarelas. Próximo à cachoeira.","ESA025094",NA,"8996.0","1998","09","10","38804","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:11:17-03","ESALQ","ESA","84718","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Souza, V.C.","Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","17","Brasil","São Paulo","Ribeirão Grande","Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro. Vegetação secundária de Floresta Ombrófila Densa Montana com intensa exploração (área total),porém com trechos mais preservados sobre rochas cársticas (calcáreas).","-48.3600006103516","-24.0900001525879","-48,416,667","-24,266,667","820","820","Erva de 1,6 m, com inflorescências imaturas esverdeadas, sépalas vermelhas","ESA084718","ESA084718","59.0","2003","04","17","25028","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-07-02 14:55:32-03","JBP","HPL","12060","S","Plantae","Heliconiaceae","Heliconia","aff. farinosa","Heliconia aff. farinosa","Raddi","H. Lorenzi","S. Vieira & H. Lorenzi, E. Jacques & M. Peixoto","2010","11","08","Brasil","RJ","Nova Friburgo","Coletado em Macaé de Cima, na beira da estrada, em local ensolarado, crescendo no barranco.","-22.23","-42.340556","22° 13' 48 W","42° 20' 26 S","822","822",NA,NA,NA,"413","2010","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-07-02 14:02:19-03","JBP","HPL","5447","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Campos-Rocha","E.R. Salviani & H. Lorenzi","2000","12","03","Brasil","SP","Biritiba-ussu","Coletado nas proximidades da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1878","2010","12","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-07-02 14:02:19-03","JBP","HPL","5445","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Campos-Rocha","H. Lorenzi","2001","11","30","Brasil","SC","Corupá","Coletado e cultivado no viveiro Flora do Boris.","-49.2431","-26.4253",NA,NA,NA,NA,NA,NA,NA,"2985","2010","12","06","23917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-07-02 14:02:19-03","JBP","HPL","9859","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Campos-Rocha","H. Lorenzi","1993","05","16","Brasil","SC","Corupá","Coletado nas proximidades do município de Corupá; em área de mata atlântica de encosta.","-49.2431","-26.4253",NA,NA,NA,NA,NA,NA,NA,"267","2010","12","06","23917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2015-07-02 14:02:19-03","JBP","HPL","5448","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Campos-Rocha","H. Lorenzi","2001","11","27","Brasil","PR","Guaraqueçaba","Coletado nas proximidades da cidade.","-48.3289","-25.3067",NA,NA,NA,NA,NA,NA,NA,"2954","2010","12","06","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-07-02 14:02:19-03","JBP","HPL","5446","S","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A. Campos-Rocha","H. Lorenzi","2001","11","30","Brasil","SC","Corupá","Coletado em Mata Atlântica.","-49.2431","-26.4253",NA,NA,NA,NA,NA,NA,NA,"2983","2010","12","06","23917","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-07-02 14:02:21-03","JBP","HPL","10615","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","S. Vieira & R. Tsuji","S. Vieira & R. Tsuji","2006","06","12","Brasil","SP","Nova Odessa","Coletado no Instituto Plantarum, na coleção de Heliconiaceae.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,"222","2006","06","12","8440","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2016-02-02 14:38:37-02","BGBM","B","B 10 0157364","S","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa",NA,NA,"Rambo",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157364 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100157364","B100157364","45960",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"85","2016-02-02 14:38:37-02","BGBM","B","B 10 0157363","S","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa",NA,NA,"Rambo",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157363 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100157363","B100157363","45267",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-02-02 14:38:37-02","BGBM","B","B 10 0157365","S","Plantae","Musaceae","Heliconia","farinosa","Heliconia farinosa",NA,NA,"Rambo",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157365 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100157365","B100157365","49794",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-12-19 08:15:20-03","FPS","FPS","193","MachineObservation","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Schwirkowski, P.","Schwirkowski, P.","2014","09","20","Brasil","Santa Catarina","São Bento do Sul","Sertãozinho. Prop. de Leonardo Pilz","-49.370627","-26.317783","-49.370627","-26.317783",NA,NA,"<ll>dwc_commonname:</ll> Caeté","FPS00193","FPS00193_v01 FPS00193_v02 FPS00193_v03 FPS00193_v04 FPS00193_v05 FPS00193_v06 FPS00193_v07 FPS00193_v08 FPS00193_v09 FPS00193_v10 FPS00193_v11","397","2014","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-12-19 08:15:20-03","FPS","FPS","4027","MachineObservation","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Schwirkowski, P.","Schwirkowski, P.","2019","06","29","Brasil","Santa Catarina","São Bento do Sul","Rio Natal","-49.280211","-26.32889","-49.280211","-26.32889",NA,NA,"<ll>dwc_commonname:</ll> Caeté-banana","FPS04027,FURB65381","FPS04027_v01 FPS04027_v02 FPS04027_v03 FPS04027_v04 FPS04027_v05 FPS04027_v06 FURB65381","3450","2019","06","29",NA,NA,NA,NA,NA,NA,NA,"FURB 65381","voucher",NA,NA,NA,NA
