"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"93","2021-03-24 17:09:13-03","UFES","SAMES","2677","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","Gasper,A.L.","Dreveck,S.; Carneiro,F.E.","2009","10","17","Brasil","Santa Catarina","Joinville","Piraberaba. Rio da Prata.","-48.8456001281738","-26.3043994903564",NA,NA,"15","15","Florística IFFSC 1049 (erva terrícola); Floresta Ombrófila Densa; estádio suces.: médio de regeneração; altura: 2m; hábito: herbácea; habitat: entorno do fragmento; cor/flor: amarelo-esverdeada.","SAMES02677",NA,"1186","2010","05","24","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 14:37:29-03","UFJF","CESJ","46655","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","L.Viana","F.S. Souza; P.L. Viana; C.N. Matozinhos; R. Simiqueli; A.J. Fernandes Júnior","2006","01","27","Brasil","Minas Gerais","Juiz de Fora","Parque da Lajinha","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Erva rizomatosa, brácteas vermelhas, frutos azuis e pedicelo amarelo, flores passadas. Em área pantanosa no interior de mata.","CESJ046655",NA,"181","2006","03",NA,"36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 14:37:29-03","UFJF","CESJ","66800","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","A.L. de Gasper","S. Dreveck; F.E. Carneiro","2009","11","17","Brasil","Santa Catarina","Joinville","Piraí","-48.961944","-26.28","-48.961944","-26.28","85","85","Regenaração IFFSC 1027/O/41. Florística IFFSC 1027. Floresta Ombrófila Densa, estádio sucessional médio de regeneração. Erva terrícola, 1,7m alt.. Comum na subunidade O; Flor com sépala vermelha, pétala verde-amarelado.","CESJ066800",NA,"1266","2009","12","04",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 14:37:29-03","UFJF","CESJ","50814","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","C.N. Silva","L. Menini Neto; E.A.C. Romanel","2008","06","22","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Erva, no interior da mata, em ambiente úmido, brácteas alaranjadas, passando a vermelho-escuro, grande população.","CESJ050814",NA,"527","2011","08","25","36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 14:37:29-03","UFJF","CESJ","51808","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi","C.N. Silva","A.L.Santiago; I.A. Costa; B. Paixão-Souza","2008","07","19","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck, Seguindo a trilha do Cano, até a 3ª elevação","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Próximo a curso d'água. Erva ca. 6m. Bracteas vermelho-fogo, flores com botões amarelos.","CESJ051808",NA,"37","2011","08","25","36144","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 14:37:29-03","UFJF","CESJ","56074","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","F.S. Souza; J.H.C. Ribeiro","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","2010","04","09","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Erva no brejo a beira do curso d'água. bráctea da inflorescencia vermelha, ovário amarelo, pétalas creme com bordas esverdeadas.","CESJ056074",NA,"927","2010","07",NA,"11991","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 14:37:29-03","UFJF","CESJ","54888","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","F.S. Souza; J.H.C. Ribeiro","F.S. Souza; F.R.G. Salimena; A.P.G. de Faria","2009","10","31","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Erva terrestre no brejo; escapo floral vermelho. Brácteas do escapo vermelhas. Botões amarelos com ápice esverdeado.","CESJ054888",NA,"778","2010","07",NA,"11991","auto","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-04-07 11:44:59-03","UFMS","CGMS","47633","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","farinosa","Heliconia farinosa","Raddi",NA,"S.R. Ramalho; F.M.R. Godoy; M.M. Morelli; P.P. Oliveira; V.J. Pott","2014","11","24","Brasil","Mato Grosso do Sul","Aquidauana","Piraputanga. Mata de galeria paludosa ao lado do ACAMBAPI.","-55.4988889","-20.4558333","-55,4988889","-20,4558333","147","147","Flor laranjada. Lâmina foliar. Habitat: Mata de galeria. Solo argiloso. Habito: Erva.1,05 m de altura.","CGMS1077590",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-27 13:49:31-03","UFS","ASE","20923","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygd.",NA,"Calazans, C; Almeida, T; Oliveira, A","2009","07","27","Brasil","Sergipe","Estância","Nascente 1","-37.2617","-11.1607","-37.2617","-11.1607",NA,NA,"Mata Ciliar.","ASE0027122","ASE0027122","392",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-27 13:49:31-03","UFS","ASE","9492","PreservedSpecimen","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","L.Emygd.",NA,"Melo, JF; Santos, E","2007","02","27","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.1837","-10.5954","-37.1837","-10.5954",NA,NA,"erva aquática. 1.5. m. .; erva aquática. 1.5. m. .; mata atlântica (borda de mata)","ASE0018714","ASE0018714","20",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:19:53-03","UNICAMP","UEC","107708","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Lima, CBK","Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","1999","01","12","Brazil","São Paulo","Sete Barras","Núcleo Saibadela, Fazenda Intervales, Trilha de encosta. Atrás da casa de pesquisa.","-48.214167","-24.225278","-48.214167","-24.225278",NA,NA,"Coordenadas aproximadas.; Erva terrestre de sub-bosque.; Nos trechos de Floresta Ombrófila Densa, nas terras baixas (relevo pouco declivoso).","UEC056262","UEC056262","869","1999","02",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:19:53-03","UNICAMP","UEC","106953","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Cardoso-Leite, E; et al.; Goldenberg, R","1996","02","05","Brazil","São Paulo","Ubatuba","Praia de Itamambuca, Condomínio.","-45.005561","-23.396333","-45.005561","-23.396333",NA,NA,"Entre 23.23468 - 23.2358 S e 45.002002 - 45.033208 W.; Altura de 1,5m. Brácteas vermelhas. Flores amarelas.","UEC012314","UEC012314","34670","2011","11","24",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:19:53-03","UNICAMP","UEC","106959","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Leitão Filho, HF; Rodrigues, RR; Lisboa, MLG; Cardoso-Leite, E; et al.; Goldenberg, R","1996","01","30","Brazil","São Paulo","Ubatuba","Estrada da Casa da Família","-44.852789","-23.3525","-44.852789","-23.3525",NA,NA,"Altura 3m. Brácteas avermelhadas, parte interna alaranjada.; Mata de planície. Beira de estrada.","UEC012313","UEC012313","34531","2011","11","24",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:19:53-03","UNICAMP","UEC","107882","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Sztutman, M; Cezare, CHG; Santos, JD; Brito, MCC; Santos, MJC; Felipim, AP","1999","01","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha da captação.","-47.833333","-25.666667","-47.833333","-25.666667",NA,NA,"Coordenadas aproximadas.; Erva de 1,8m de altura. Brácteas vermelhas.; Floresta Ombrófila Densa.","UEC056259","UEC056259","216",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:19:53-03","UNICAMP","UEC","134940","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Souza, VC","Viani, RAG; Souza, SCPM; Gusson, E; Cavallari Neto, M; Melo, ACG; et al.","2003","04","15","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Estrada do Carmo - Trilha da Caçadinha.","-48.419167","-24.2775","-48.419167","-24.2775","780","780","Erva. 2m. Brácteas vermelhas com frutos imaturos esverdeados-amarelados.; Vegetação secundária de Floresta Ombrófila Densa Montana, geomorfologia morros e morrotes cársticos do planalto de Guapiara.","UEC056279","UEC056279","75",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:19:53-03","UNICAMP","UEC","17315","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Gibbs, PE; Leitão Filho, HF","1977","08","05","Brazil","São Paulo",NA,"Ilha do Cardoso, Próximo à Ilha de Cananéia. Mata próxima à Base Científica.",NA,NA,NA,NA,NA,NA,"Herbácea. Brácteas vermelhas.","UEC056276","UEC056276","5630","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:19:53-03","UNICAMP","UEC","17323","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Davis, PH; Shepherd, GJ; Sakane, M; et al.","1976","09","08","Brazil","São Paulo",NA,"Ilha do Cardoso, Jacareu.",NA,NA,NA,NA,NA,NA,"Herb. 1,8m. Bracts red. Flowers greenish yellow.; Forest and mangrove swamp.","UEC056275","UEC056275","D.60769","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:19:53-03","UNICAMP","UEC","17330","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Prance, GT; Shepherd, GJ; Benson, WW","1978","02","02","Brazil","São Paulo",NA,"Ilha do Cardoso, Perto de Cananéia.",NA,NA,NA,NA,NA,NA,"Erva de 2m. Brácteas vermelhas com bases amarelas.; Mistura de restinga e mata.","UEC056278","UEC056278","6976","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:19:53-03","UNICAMP","UEC","84955","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Bernacci, LC; Falivene, SMP; Camargo, O; Cardoso, EG","1994","05","17","Brazil","São Paulo","Pariquera-Açu","E.E. Pariquera-Açu","-47.850833","-24.879444","-47.850833","-24.879444",NA,NA,"Erva. 3m de altura. Brácteas avermelhadas. Flores amarelas. Inflorescência erecta. Beira da mata.; Mata baixa com embaúbas (secundária ou degradada).","UEC056274","UEC056274","197","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:19:53-03","UNICAMP","UEC","42808","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Custódio-Filho, A","1986","12","17","Brazil","São Paulo","Salesópolis","Casa Grande, Estação Biológica de Boracéia.","-45.866667","-23.633333","-45.866667","-23.633333","890","950","Brácteas vermelhas. Flores amarelas.","UEC056277","UEC056277","2815","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:19:53-03","UNICAMP","UEC","71554","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","et al.; Moraes, MD","Leitão Filho, HF; et al.","1995","02","07","Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia","-47.850833","-24.879444","-47.850833","-24.879444",NA,NA,"Herbácea. Flores amarelo esverdeado. Brácteas vermelhas. 2m de altura.; Transição: restinga/mata de encosta.","UEC056273","UEC056273","32946",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:19:53-03","UNICAMP","UEC","76598","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Souza, VC; Souza, JP; Rodrigues, RR; Ivanauskas, NM; et al.; Arzolla, FARDP","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha entre a Cachoeira do Araça e a área conhecida como descampado.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"Erva. Até 1,5m de altura. Brácteas vermelhas. Flores amarelas.; Próximo à cachoeira. Área de rochas calcáreas. Mata Atlântica.","UEC056271","UEC056271","8996","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:19:53-03","UNICAMP","UEC","67444","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Martins, E; et al.","1993","11","12","Brazil","São Paulo","Ubatuba","Região Próxima ao Riacho.","-45.1275","-23.42","-45.1275","-23.42",NA,NA,"Erva. Flor amarela. Bráctea avermelhada. Herbáceas de planície.","UEC012310","UEC012310","29385","2011","11","24",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:19:53-03","UNICAMP","UEC","75110","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Nakagomi, MY; Moncaio, E; Pomari, ML; Basso, ME","1994","09","06","Brazil","São Paulo","Cananéia","Cerca de 19 Km de Cananéia.","-47.84175","-24.900806","-47.84175","-24.900806",NA,NA,"Ca. 2m de altura. Planta rizomatosa. Brácteas vermelhas, flores amarelas. Coletado em sub-bosque de mata.; Extensa área de transição mata de restinga - mata atlântica.","UEC012311","UEC012311","23","2011","11","24",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:19:53-03","UNICAMP","UEC","88545","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Rodrigues, RR; Souza, VC; Souza, JP; Ivanauskas, NM; Arzolla, FARDP","1995","09","03","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha do rolado.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"Erva. 2m de altura. Brácteas florais vermelhas. Flores amarelas.; Mata Atlântica.","UEC056258","UEC056258","163","1998","09","10",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:19:53-03","UNICAMP","UEC",NA,"S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kozera, C","Kozera, C; Isernhagen, I","1999","10","20","Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Herbácea com ca. de 2m. Brácteas florais vermelhas e flores amarelas.; Sub-bosque. Floresta Ombrófila Densa de Encosta.","UEC056257",NA,"1328","1999","12",NA,"30514","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:19:53-03","UNICAMP","UEC","110073","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Kozera, C","Kozera, C; Isernhagen, I","1999","10","20","Brazil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Herbácea com ca. de 2m. Brácteas florais vermelhas e flores amarelas.; Sub-bosque. Floresta Ombrófila Densa de Encosta.","UEC056260","UEC056260","1328","1999","12",NA,"30514","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:19:53-03","UNICAMP","UEC","21100","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Matthes, LAF","1977","02","17","Brazil","São Paulo","Campinas","Monjolinho","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Cor vermelha. 3-4m de altura.","UEC012317","UEC012317","10898","2011","11","24","23900","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:19:53-03","UNICAMP","UEC","21102","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Matthes, LAF","1977","02","17","Brazil","São Paulo","Campinas","Monjolinho","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"3-4m de altura. Cor alaranjada.","UEC012316","UEC012316","10896","2011","11","24","23900","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-01 16:19:53-03","UNICAMP","UEC","59598","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Cowley, J","Buzato, S; Sazima, M","1992","07","31","Brazil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Herbácea. 1,3m de altura. Inflorescência vermelha. Flores amarelas. Início de floreação.","UEC056265","UEC056265","27183","1993",NA,NA,"30093","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:19:53-03","UNICAMP","UEC","59172","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Cowley, J","Buzato, S; Sazima, M","1992","01","16","Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Herbácea com 2m de altura. Inflorescências vermelhas com flores amarelas.","UEC056261","UEC056261","26797","1993",NA,NA,"30093","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:19:53-03","UNICAMP","UEC","59199","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Cowley, J","Buzato, S; Sazima, M","1992","01","16","Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Herbácea com 1,3m de altura. Inflorescências vermelhas com flores amarelas.","UEC056268","UEC056268","26795","1993",NA,NA,"30093","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:19:53-03","UNICAMP","UEC","69208","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Sazima, M; Sazima, I","1994","10","28","Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Brácteas vermelhas. Flores amareladas.","UEC056263","UEC056263","32523","1998","09","10","30093","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:19:53-03","UNICAMP","UEC","69207","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Sazima, M; Sazima, I","1994","10","14","Brazil","São Paulo","Caraguatatuba","Condomínio Park Imperial","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Brácteas vermelhas. Flores brancas.","UEC056264","UEC056264","32524","1998","09","10","30093","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:19:53-03","UNICAMP","UEC","45238","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Leitão Filho, HF; Rodrigues, RR; Tamashiro, JY; et al.","1986","11","05","Brazil","São Paulo","Guarujá","Trilha da Prainha Branca.","-46.25","-23.9899997711182",NA,NA,NA,NA,"Herbáceo. Brácteas vermelhas. Flores amareladas.; Em mata.","UEC056266","UEC056266","18768","1998","09","10","18989","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:19:53-03","UNICAMP","UEC","74613","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Baitello, JB; Pastore, JFB","1995","07","21","Brazil","São Paulo","Ibiúna","Parque Estadual de Jurupará","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"Herbáceo até 1,5m de altura. Inflorescência vistosa, de cor vermelha. Nome popular: Caetê-banana.; No interior da mata. Local úmido.","UEC056272","UEC056272","777","1998","09","10","43112","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:19:53-03","UNICAMP","UEC","48734","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Hutchison, PC; Matthes, LAF","1985","08","27","Brazil","São Paulo","Pariquera-Açu","Km 19, 9km east of Pariqueira-Açu, on road to Cananeia (coast).","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"Plants 1m., flowers yellow-green, bracts firecracker red.","UEC078245","UEC078245","8989","2002","03",NA,"17990","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:19:53-03","UNICAMP","UEC","56062","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Silva, DM; Franceschinelli, EV; Santos, CGM; Castro, MM; Geraldini, A; et al.","1989","11","27","Brazil","São Paulo","Santos","Distrito de Bertioga","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Herbáceo. Botões amarelos brácteas vermelhos.; Mata de restinga, Boracéia.","UEC056269","UEC056269","22632","1998","09","10","26836","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:19:53-03","UNICAMP","UEC","38570","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Yamamoto, K; Semir, J; Taroda, N","1985","06","16","Brazil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"Plantas até 2m. Flores de pétalas verdes, ápice creme esbranquiçadas. Brácteas amarelas e carmin. Interior da mata.; Mata de encosta.","UEC056267","UEC056267","17636","1998","09","10","41977","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:00:21-03","UNICAMP","UEC","87538","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","s/ coletor","1991","08","30","Brazil","São Paulo","São Vicente","Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"UEC033756","UEC033756","34172","2011","11","24","25482","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:00:21-03","UNICAMP","UEC","87534","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","s/ coletor","1991","08","30","Brazil","São Paulo","São Vicente","Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"UEC012315","UEC012315","34172","2011","11","24","25482","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:19:53-03","UNICAMP","UEC","140597","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Luiz-Santos, A","Rocca, MA","2003","05","28","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Base, Trilha da Figueira.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Brácteas vermelhas. Flores amarelas.","UEC012318","UEC012318","70","2011","11","24","34059","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:19:53-03","UNICAMP","UEC","073357","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio",NA,"Mello-Silva, R; Campos, MTVA; Pardini, R; Boulhosa, RLP","1992","07","07","Brazil","São Paulo","Sete Barras","Trilha da Cachoeira do Saibadela, ao longo do riacho. Fazenda Intervales. Saibadela.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Planta até 2,5 m alt., grande população ao longo do riacho. Brácteas vermelhas, flores verde-claro.","UEC065435","UEC065435","585","2002","03",NA,"34059","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:19:53-03","UNICAMP","UEC","72506","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","1995","01","09","Brazil","São Paulo","Tapirai",NA,"-47.5","-23.9599990844727",NA,NA,NA,NA,"Erva ca. 2m de altura. Brácteas vermelhas. Botões amarelados.; Capoeira (segundo foto).","UEC056280","UEC056280","951","1998","09","10","41034","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:19:53-03","UNICAMP","UEC","17319","S","Plantae","Heliconiaceae","Heliconia","velloziana","Heliconia velloziana","Emygdio","Catharino, ELM","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","1976","08","21","Brazil","São Paulo","Ubatuba","Serra do Mar above Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"50","50","2m tall. Bracts crimson. Flowers white. Leaf blades held well above inflorescence.; Rain forest.","UEC056270","UEC056270","D.59851(P)","1998","09","10","34265","auto","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
