"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","identifiedBy","year","month","day","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","class","relatedCatalogItem"
"48","2019-03-06 15:36:06-03","IAC","IAC","55538","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"P.L.R. Moraes","1255",NA,"Brasil","São Paulo","Parque Estadual Carlos Botelho",NA,NA,NA,NA,"São Miguel Arcanjo","-47.9972","-23.8783",NA,NA,NA,NA,"R.G. Barbosa-Silva","1996","02","11","-47.9972","-23.8783","2018","09","21",NA,NA,NA,NA
"49","2020-07-23 12:02:58-03","CEPLAC","CEPEC","101838","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,"D. L. Santana","603",NA,"Brasil","Bahia","Sudoeste da Bahia. Assentamento Palestina, área de reserva.",NA,"Material estéril",NA,NA,"Cravolândia","-39.813333","-13.407778",NA,NA,NA,NA,"R. G. Barbosa-Silva","2001","08","14","39W48'48","13S24'28",NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:02:58-03","CEPLAC","CEPEC","101870","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,"D. L. Santana","603",NA,"Brasil","Bahia","Sudoeste da Bahia. Assentamento Palestina. Área de reserva.",NA,"Material estéril",NA,NA,"Cravolândia","-39.813333","-13.407778",NA,NA,NA,NA,"R. G. Barbosa-Silva","2001","08","14","39W48'48","13S24'28",NA,NA,NA,NA,NA,NA,NA
"51","2020-07-23 12:02:58-03","CEPLAC","CEPEC","126574","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis",NA,NA,"Daneu, L.","105",NA,"Brasil","Bahia","Serra Novo Javí, RPPN do IESB. Rod. Una/Arataca, entrada 9,5km N, mais 8,9km até a sede da RPPN, Trilha da Serra, acesso ca. 1,5km NE da sede. Topo da Serra.",NA,NA,NA,NA,"arataca","-39.335833","-15.178333",NA,NA,NA,NA,"R. G. Barbosa-Silva","2009","09","12","39w20'9","15s10'42",NA,NA,NA,NA,NA,NA,"17/1/2017"
"52","2020-09-22 13:48:35-03","USP","SPFW","5058","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Sem coletor","s.n.",NA,"Brasil","Distrito Federal",NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serviço Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Pohl, JBE","s.n.",NA,"?",NA,"Habitat in prov. Minarum ad Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Schott, HW","s.n.",NA,"?",NA,"et in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:09:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Chrysobalanaceae","Parinari","pohlii","Parinari pohlii","Hook.f.",NA,"Pohl, JBE","s.n.",NA,"?",NA,"Habitat in prov. Minarum ad Itambé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 09:24:21-03","IBt","SP","120948","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Lanna Sobrinho, JP","686",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:03:12-03","IBt","SP","344905","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Amorim, AM; et al.","3233",NA,"Brasil","Bahia","Loteamento da Marambaia. Rod. Ilhéus Itacaré, ca. 6 km de Itacaré",NA,NA,"SP055000","SP055000","Itacaré","-38.9967002868652","-14.2775001525879","41230",NA,NA,"auto","Barbosa-Silva, RG","2000","01","06",NA,NA,"2018","09","16",NA,NA,NA,NA
"58","2019-11-21 10:03:12-03","IBt","SP","120940","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Lanna Sobrinho, JP","890",NA,"Brasil","Rio de Janeiro","Tijuca, Estrada Vista Chinesa, Km 1 (alto curva Urucurana)",NA,NA,"SP055001","SP055001","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442",NA,NA,"auto","Barbosa-Silva, RG","1964","10","28",NA,NA,"2018","09","16",NA,NA,NA,NA
"59","2019-11-21 10:03:12-03","IBt","SP","254355","S","Plantae",NA,NA,"Chrysobalanaceae","Parinari","brasiliensis","Parinari brasiliensis","(Schott) Hook.f.",NA,"Melo, MMRF; Penina, A","972",NA,"Brasil","São Paulo","Parque Estadual da Ilha do Cardoso, Morro de captação de água",NA,NA,"SP054999","SP054999","Cananéia","-47.9199981689453","-25.0100002288818","37574",NA,NA,"auto","Barbosa-Silva, RG","1989","10","25",NA,NA,"2018","09","22",NA,NA,NA,NA
