"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"128","2021-03-15 16:37:00-03","NY","NYBG","01067850","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","P. G. Delprete","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067850","6577","1998","09","12","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Estaçao Florestal de Experimentaçao - IBAMA (EFLEX)","-48.6081","-16.6592",NA,NA,"NY01067850_01",NA,"Silvânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","01067708","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","J. A. Rizzo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214919' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067708","5769","1970","11","28","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Estrada Morrinhos p/Caldas Novas. Ocorre no cór. Samambaia","-49.0992","-17.7311",NA,NA,"NY01067708_01",NA,"Morrinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","949610","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","J. A. Ratter","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949610","R.1972","1968","06","25","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Mato Grosso","8 km. NE of the Base Camp of the Expedition. (c. 270 km. N. of Xavantina).","-51.87","-12.9",NA,NA,"NY00949610_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","502705","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","I. Silberbauer-Gottsberger","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502705","122131176","1976","11","13","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","São Paulo","18 km north, 14 km east of Sao Manuel. Along the Sao Manuel-Piracicaba highway. Near ex-railway station Treze de Maio","-48.42","-22.75","550","550","NY00502705_01",NA,"Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","00502701","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","I. Silberbauer-Gottsberger","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502701","11-301173","1973","11","30","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","São Paulo","18 km north of Botucatu, 14 km east of São Manuel. Along the São Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio","-48.42","-22.75","550","550","NY00502701_01",NA,"Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","949611","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","M. G. da Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949611","4461","1979","02","05","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Mato Grosso","entroncamento das rodovias, Cuiabá Santarém e Porto Velho, arredores do aeroporto.","-56.195","-15.6489",NA,NA,"NY00949611_01",NA,"Várzea Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","01067736","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","P. C. M. Ramos","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215103' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067736","s.n.",NA,NA,NA,"Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Distrito Federal","Parque Nacional de Brasilia","-47.9294","-15.7797",NA,NA,"NY01067736_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","396674","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","T. J. Killeen","South America","Bolivia","sheet",NA,"Collector: Killeen <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396674","5504","1993","10","15","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","C. M. Taylor","Santa Cruz","Parque Nacional Noel Kempff M. 20 km al norte de Santa Rosa de la Roca","-61.4333","-15.85","350","350","NY00396674_01",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","502704","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","I. Silberbauer-Gottsberger","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502704","134774","1974","07","04","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","São Paulo","18 km north, 14 km east of Sao Manuel. Along the Sao Manuel-Piracicaba highway. Near ex-railway station Treze de Maio","-48.42","-22.75","550","550","NY00502704_01",NA,"Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","01067727","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","S. P. Cordovil-Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067727","386","1995","09","11","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Proximo a antiga sede da Fazenda Fundao","-48.15","-17.72","760","760","NY01067727_01",NA,"Ipameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","01067735","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","G. T. Prance","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067735","59482","1964","10","18","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Serra do Caiapó. Banks of Rio Claro, 40 km south of Caiaponia, road to Jatai.","-51.8103","-16.9569",NA,NA,"NY01067735_01",NA,"Caiapônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-15 16:37:00-03","NY","NYBG","01067704","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","J. A. Rizzo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214875' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067704","2010","1968","09","02","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","No km 14 da rodovia para Nerópolis, a margem direita","-49.2539","-16.6786",NA,NA,"NY01067704_01",NA,"Goiânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-15 16:37:00-03","NY","NYBG","01067700","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214868' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067700","10309","1965","11","16","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Serra do Rio Preto, ca.10 km E. of Cabeceiras","-46.89","-15.8","1000","1000","NY01067700_01",NA,"Cabeceiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-15 16:37:00-03","NY","NYBG","01067725","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","T. B. Cavalcanti","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067725","999","1991","10","11","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Estrada Nova Minacú- Serra da Mesa. 24 km do asfalto. Area de influencia direta","-48.2","-13.67","900","900","NY01067725_01",NA,"Minaçú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-15 16:37:00-03","NY","NYBG","1146463","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","P. G. Delprete","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340912' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146463","9490","2006","02","22","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Tocantins","BR-050, Rodovia Montes Belos-Arrais, 5 km antes de chegar a Arraias.","-46.9075","-12.9533","750","750","NY01146463_01",NA,"Arraias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-15 16:37:00-03","NY","NYBG","01067823","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","P. G. Delprete","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067823","6596","1998","09","12","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Estaçao Florestal de Experimentaçao - IBAMA (EFLEX)","-48.6081","-16.6592",NA,NA,"NY01067823_01",NA,"Silvânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-15 16:37:00-03","NY","NYBG","949604","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","E. P. Heringer","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031207' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949604","5715","1980","11","13","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","C. M. Taylor","Distrito Federal","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"NY00949604_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-15 16:37:00-03","NY","NYBG","1144445","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","T. B. Cavalcanti","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289883' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144445","1876","1995","10","08","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Estrada Niquelandia - Rosariana. Area de influencia da Uhe Serra da Mesa.","-48.37","-14.05",NA,NA,"NY01144445_01",NA,"Campinaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-15 16:37:00-03","NY","NYBG","01067724","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","T. B. Cavalcanti","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1214989' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067724","891","1991","10","09","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","Goiás","Fazenda do Ze de Fumo- Area que ficara isolada Ilha entre o Corrego Carneiro e o 3 Ranchos","-48.28","-13.77","560","560","NY01067724_01",NA,"Campinaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-15 16:37:00-03","NY","NYBG","885349","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","A. Custodio Filho","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885349","408","1980","11","17","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","W. Mantovani","São Paulo","Fazenda Campininha","-47.1","-22.25","600","600","NY00885349_01",NA,"Moji-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-15 16:37:00-03","NY","NYBG","396668","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","A. Gehrt","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=510393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396668",NA,"1936","05","26","Magnoliophyta","Gentianales","(Benth.) Müll.Arg.","P. G. Delprete","São Paulo","Mogy-Mirim","-46.96013","-22.425035",NA,NA,"NY00396668_01",NA,"Moji-Mirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-15 16:37:00-03","NY","NYBG","131342","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","J. B. E. Pohl","South America","Brazil","sheet",NA,"Duplum ex Herb. Mus. Hist. Nat. Vindobon <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131342","1024.891",NA,NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,NA,"S. Lucia. Paracati.",NA,NA,NA,NA,"NY00131342_01","probable syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-15 16:37:00-03","NY","NYBG","131343","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","G. Gardner","South America","Brazil","sheet",NA,"Comm. am. Shuttleworth 1841. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273504' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131343","3222",NA,NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,"Goiás",NA,NA,NA,NA,NA,"NY00131343_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-15 16:37:00-03","NY","NYBG","131344","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273505' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131344","3219",NA,NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,"Goiás",NA,NA,NA,NA,NA,"NY00131344_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-15 16:37:00-03","NY","NYBG","131346","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131346","3219","1841",NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,"Goiás","Brasilia tropica.",NA,NA,NA,NA,"NY00131346_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-15 16:37:00-03","NY","NYBG","131345","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","G. Gardner","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131345","3219","1836",NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,"Goiás",NA,NA,NA,NA,NA,"NY00131345_01","type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-15 16:37:00-03","NY","NYBG","131341","PreservedSpecimen","Plantae","Rubiaceae","Faramea","hydrangeifolia","Faramea hydrangeifolia","Collector unspecified","South America","Brazil","sheet",NA,"Herb. Mus. Vind. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=273502' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131341","896","1837",NA,NA,"Magnoliophyta","Gentianales","Benth.",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00131341_01","probable syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-08 11:10:01-03","UNESP-IBB","BOTU","22165","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeaefolia","Coussarea hydrangeaefolia","Bicudo, L.R.H.",NA,"Brasil",NA,NA,"Mata secundária. 1,6m de altura, cálice verde, corola branca.","BOTU022165","197","1998","10",NA,NA,NA,"(Benth.) Müll.Arg.",NA,"São Paulo",NA,"-52.204833","-21.910361",NA,NA,NA,NA,"Teodoro Sampaio",NA,NA,"52°12' 17,4w","21° 54' 37,3s",NA,NA,NA,NA,NA,NA,NA
"156","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28109","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,3 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028109","508","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"157","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28102","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,3 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028102","503","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"158","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","15193","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bicudo, L.R.H.",NA,"Brasil",NA,NA,"4 m de altura; frutos verdes.","BOTU015193","951","1986","04","15",NA,NA,"(Benth.) Müll. Arg.",NA,"São Paulo",NA,"-43.284722","-22.8",NA,NA,NA,NA,"Botucatu",NA,NA,"43°17'5w","22°48's",NA,NA,NA,NA,NA,NA,NA
"159","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28112","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,5 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028112","501","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"160","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28103","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,3 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028103","517","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"161","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28230","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Cerradão. Arbusto, ca 1,9 m de altura, folhas simples, opostas cruzadas, flores brancas.","BOTU028230","391","2009","11","12",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"162","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28229","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,5 m de altura, folha simples, oposta cruzada, flores brancas dispostas em panículas terminais.","BOTU028229","444","2009","12","03",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"163","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28108","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,3 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028108","509","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"164","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28126","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Faraco, A.G.",NA,"Brasil",NA,NA,"Árvore, 3 m de altura, fruto verde.","BOTU028126","69","2005","06","23",NA,NA,"(Benth.) Müll. Arg.","Ferreira, M.A.P.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2006","12","12",NA,NA,NA,NA
"165","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28115","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,7 m de altura, folhas simples, opostas cruzadas, frutos drupa globosa.","BOTU028115","489","2010","03","04",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"166","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","21938","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Amaral Jr., A.",NA,"Brasil",NA,NA,"arbusto de 3m de alt. Com flores brancas perfumadas.","BOTU021938","144","1998","10",NA,NA,NA,"(Benth.) Müll. Arg.",NA,"Mato Grosso do Sul",NA,"-52.087056","-21.321667",NA,NA,NA,NA,"Brasilândia",NA,NA,"52°5'13,4w","21° 19' 18s",NA,NA,NA,NA,NA,NA,NA
"167","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","22157","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Bicudo, L.R.H.",NA,"Brasil",NA,NA,"2m de altura, botões verdes","BOTU022157","216","1998","10",NA,NA,NA,"(Benth.) Müll. Arg.",NA,"Mato Grosso do Sul",NA,"-53.037722","-22.514139",NA,NA,NA,NA,"Batayporã",NA,NA,"53°02' 15,8w","22° 30' 50,9s",NA,NA,NA,NA,NA,NA,NA
"168","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28117","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Folhas simples, opostas, cruzadas, rígidas e coriáceas, subsésseis, glabras em ambas as faces.","BOTU028117","445","2009","12","03",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"169","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28499","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Tresmondi, F.",NA,"Brasil",NA,NA,"Árvore com cerca de 1,5 m, folhas verdes sendo a superfície adaxial mais escura que a abaxial. Presença de estípula interpeciolar.","BOTU028499","24","2011","01","19",NA,NA,"(Benth.) Müll. Arg.","Campos, C.J.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Botucatu",NA,NA,"9999","9999","2011","01","18",NA,NA,NA,NA
"170","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28111","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,3 m de altura, folha simples, oposta cruzada, fruto drupa globosa.","BOTU028111","506","2010","03","05",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"171","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28114","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Arbusto, ca de 1,4 m de altura, folhas simples, opostas cruzadas, flores brancas.","BOTU028114","441","2009","12","03",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
"172","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","28118","PreservedSpecimen","Plantae","Rubiaceae","Coussarea","hydrangeifolia","Coussarea hydrangeifolia","Rissi, M.N.",NA,"Brasil",NA,NA,"Folhas simples, opostas, cruzadas, rígidas e coriáceas, subsésseis, glabras em ambas as faces, flores brancas, dispostas em panículas terminais.","BOTU028118","431","2009","12","03",NA,NA,"(Benth.) Müll. Arg.","Firens, M.","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Bauru",NA,NA,"9999","9999","2010","09","02",NA,NA,NA,NA
