"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"46","2020-12-21 16:28:05-03","MBM","MBM","279883","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) Irwin & Barneby","Marazzi, B.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74606","2003","03","11","Southern America","Brazil","Rod. MS-472, trevo da Rod. BR-267 para Bela Vista, km 20",NA,NA,"MBM279883","MBM279883","Mato Grosso do Sul","-56.5210990905762","-22.1089000701904",NA,NA,"Bela Vista",NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:28:05-03","MBM","MBM","279877","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) Irwin & Barneby","Marazzi, B.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74862","2003","03","14","Southern America","Brazil","Projeto Guaicurus, arredores",NA,NA,"MBM279877","MBM279877","Mato Grosso do Sul","-56.4818992614746","-21.1210994720459",NA,NA,"Bonito",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:28:05-03","MBM","MBM","60542","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","42141",NA,NA,NA,"Southern America","Brazil","Mambaí, arredores",NA,NA,"MBM060542","MBM060542","Goiás","-46.1130981445312","-14.4877996444702",NA,NA,"Mambaí",NA,NA,NA,"31977","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:28:05-03","MBM","MBM","91489","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) Irwin & Barneby","Marazzi, B.","Hoehne, W.","s.n.",NA,NA,NA,"Southern America","Brazil","Retiro",NA,NA,"MBM091489","MBM091489","São Paulo","-50.5400009155273","-20.2600002288818",NA,NA,"Jales",NA,NA,NA,"16486","auto",NA,NA,NA,NA,NA,NA,NA
"50","2010-10-07 15:19:00-03","MO","MOBOT","3260592","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 16771","1966","6","8","South America","Brazil","Cerrado, sandy clay, Xavantina, Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-02-19 04:30:00-03","MO","MOBOT","3260622","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","Ronald Liesner.","C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3260755","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby",NA,"Gert G. Hatschbach","Hatschbach 42141","1979","3","13","South America","Brazil","Mambai, arredores/",NA,NA,NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2010-10-07 15:18:00-03","MO","MOBOT","3260942","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","Ronald Liesner","Howard S. Irwin|R. Souza|J.W. Grear, Jr.|R. Reis dos Santos","Irwin 17720","1966","6","24","South America","Brazil","Gallery margin. Gallery forest, ca. 6 km N.W. of Piranhas.",NA,NA,NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-11-15 05:15:00-02","MO","MOBOT","3261022","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 31934","1977","4","28","South America","Bolivia","Concepcion.",NA,NA,NA,NA,"Santa Cruz","-62.08333","-16.25",NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2010-04-14 18:01:00-03","MO","MOBOT","3261224","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","Ronald Liesner","Thomas Morong","Morong 313",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2010-04-13 14:12:00-03","MO","MOBOT","3261304","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby","F. Javier Fernández Casas","Fernández Casas s.n.",NA,NA,NA,"South America","Paraguay","Campo 9, cerrcado arenoso.",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","80429","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby (NY)","Elsa M. Zardini|U. Velázquez","Zardini 25631","1991","1","5","South America","Paraguay","2 km N of Arroyo Guaranungua. Cerrado scrub.",NA,NA,NA,NA,"Caaguazú","-55.91666","-25.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"516","6",NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","82855","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby (NY)","Elsa M. Zardini|H. Velázquez","Zardini 25948","1991","1","12","South America","Paraguay","Arroyo Guaranunga-Arroyo Yuquyry, 5 km N of Arroyo Guaranunga. Cerrado scrub.",NA,NA,NA,NA,"Caaguazú","-55.91666","-25.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"525","2",NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","83197","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S. Irwin & Barneby","R. Barneby (NY)","Elsa M. Zardini|U. Velázquez","Zardini 25999","1991","1","12","South America","Paraguay","Arroyo Cambay, northern side. Cerrado scrub.",NA,NA,NA,NA,"Caaguazú","-55.91666","-25.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"526","4",NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","1483763","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"P. Jorgensen","3632","1919","1","6","South America","Paraguay","Colma",NA,NA,"US00336993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"61","2020-09-12 05:00:02-03","US","US","2481415","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"A. Krapovickas, C. L. Cristóbal & R. Palacios","12545","1966","2","8","South America","Paraguay","10 km n of caaguazu, road to jhu",NA,NA,"US00336943",NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"62","2020-09-12 05:00:02-03","US","US","2864426","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"A.C. Allem & G. Vieira","2102","1978","8","23","South America - Neotropics","Brazil","Rod. belem-brasilia 10 km e alvorada",NA,NA,"US00336991","US00336991_01","Goiás",NA,NA,NA,NA,"Alvorada",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"63","2020-09-12 05:00:02-03","US","US","2885626","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"H. S. Irwin, R. Souza, J. W. Grear & R. G. P. Santos","17720","1966","6","24","South America - Neotropics","Brazil","Ca 6 km nw of piranhas",NA,NA,"US00342393","US00342393_01","Goiás",NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"64","2020-09-12 05:00:02-03","US","US","2885622","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"H. S. Irwin, R. Souza, J. W. Grear & R. G. P. Santos","16771","1966","6","8","South America - Neotropics","Brazil","Xavantina, mato grosso; drainage of the upper rio araguaia",NA,NA,"US00336941","US00336941_01","Mato Grosso",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"65","2020-09-12 05:00:02-03","US","US","2642978","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"H. S. Irwin & T. R. Soderstrom","6722","1964","10","10","South America - Neotropics","Brazil","Ca 70 km n of xavantina",NA,NA,"US00337420","US00337420_01","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"66","2020-09-12 05:00:02-03","US","US","941884","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"T. Morong","313","1888",NA,NA,"South America","Paraguay","Central paraguay",NA,NA,"US00336946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"67","2020-09-12 05:00:02-03","US","US","2840160","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,"G. Hatschbach","33811","1974","2","8","South America - Neotropics","Brazil","Rod. br-163",NA,NA,"US00336992","US00336992_01","Mato Grosso",NA,NA,NA,NA,"Bandeirantes",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"68","2020-09-02 16:26:29-03","Cenargen","CEN","2303","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","E. Forero","Antônio Costa Allem","2102","1978","08","23",NA,"Brasil","Rod. Belém-Brasília 10 km E Alvorada.","Exsicatas",NA,"CEN00002303","CEN00002303","GO","-46.4921989440918","-14.4807996749878",NA,NA,"ALVORADA DO NORTE","1992","04",NA,"45394","auto",NA,NA,NA,"2",NA,NA,NA
"69","2020-09-02 16:26:29-03","Cenargen","CEN","47282","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby",NA,"Aécio Amaral-Santos","1214","2002","05","16",NA,"Brasil","Mata acima da ponte que liga Palmital - MG, á BR-251; margem esquerda.","Exsicatas","Área de influência da AHE Queimado; influência direta.","CEN00047282","CEN00047282","MG","-47.341111",NA,NA,NA,"UNAI",NA,NA,NA,NA,NA,"-47.341111","-1618528.0",NA,"3",NA,NA,NA
"70","2020-09-02 16:26:29-03","Cenargen","CEN","43062","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","J. P. Santos","Glocimar Pereira-Silva","5150","2001","05","24",NA,"Brasil","Próximo á antena de rádio comunicação da obra.","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência direta.","CEN00043062","CEN00043062","GO",NA,NA,"500","500","MINACU","2012","09",NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"71","2020-09-02 16:26:29-03","Cenargen","CEN","59336","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","J. P. Santos","Glocimar Pereira-Silva","8522","2004","04","14",NA,"Brasil","Acampamento de ENGEVIX , próximo ao porto Antonina.","Exsicatas",NA,"CEN00059336","CEN00059336","TO","-48.317222","-6.1311111","140","140","ANANAS","2012","09",NA,NA,NA,"-48.317222","-6.1311111",NA,"4",NA,NA,NA
"72","2020-09-02 16:26:29-03","Cenargen","CEN","43602","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","J. P. Santos","Glocimar Pereira-Silva","5311","2001","08","22",NA,"Brasil","Canteiro da obra rio São Félix, km 19, margem direita do Rio do Carmo.","Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","CEN00043602","CEN00043602","GO","-47.4583015441895","-13.7974996566772","400","400","CAVALCANTE","2013",NA,NA,"92497","auto","-4804556.0","-1342639.0",NA,"2",NA,NA,NA
"73","2020-09-02 16:26:29-03","Cenargen","CEN","44763","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Caesalp.","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","J. P. Santos","Glocimar Pereira-Silva","6206","2002","03","25",NA,"Brasil","Campo sujo em topo de morro, cerca de 500 m a Oeste do portão central da AHE Queimado.","Exsicatas","Área de Influência da AHE Queimado.","CEN00044763","CEN00044763","MG","-46.9061012268066","-16.3575000762939","850","850","UNAI","2012","09",NA,"97926","auto","-4732556.0","-1621556.0",NA,"4",NA,NA,NA
"74","2020-05-08 11:09:52-03","UEFS","HUEFS","156071","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.Queiroz","Queiroz, L.P.de","14053","2009","04","22",NA,"Brasil","Estrada para Ouro de Minas.",NA,"Floresta estacional semi-decidual, na base e cerrado nas pontas mais altas da serra. Solo predominantemente argiloso com fragmentos de arenito.","HUEFS0156071","HUEFS0156071","Goiás","-46.89","-13.756111","639","639","Nova Roma","2014","12",NA,NA,NA,"46W53'24''","13S45'22''",NA,NA,"Rosanae",NA,NA
"75","2020-05-08 11:09:52-03","UEFS","HUEFS","244215","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","L.P.de Queiroz","Melo, P.H.A.","6941","2017","06","07",NA,"Brasil","Chácara da Serra. Morros com afloramentos de calcário em vertentes e paredões.",NA,"Floresta estacional decidual, formação aberta do cartse, floresta estacional semidecidual. Envolto por pastagens, mata ciliar e cerrado.","HUEFS0244215","HUEFS0244215","Mato Grosso","-56.339722","-14.694167","256","256","Nobres","2018","11",NA,NA,NA,"56W20'23''","14S41'39''",NA,NA,"Rosanae",NA,NA
"76","2020-05-08 11:09:52-03","UEFS","HUEFS","48142","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae","Senna","mucronifera","Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby","J.P.Santos","Allem, A.C.","2102","1978","08","23",NA,"Brasil","Rod. Belém-Brasília 10Km E Alvorada.",NA,NA,"HUEFS0048142","HUEFS0048142","Goiás",NA,NA,NA,NA,"Alvorada de Goiás","2013",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"77","2019-09-04 19:49:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Cassia","mucronifera","Cassia mucronifera",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Lectotype",NA
"78","2018-04-04 16:25:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,"RRC ID Flag","P. Jörgensen","3632",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Guairá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3632",NA,"Dicotyledoneae",NA,NA
"79","2018-04-04 16:36:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,"RRC ID Flag","E. Hassler","9354",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9354",NA,"Dicotyledoneae",NA,NA
"80","2015-03-07 01:36:52-03","F","FMNH-SEEDPLANTS","V0113792F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0113792F","V0113792F_01",NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"81","2015-03-07 01:36:51-03","F","FMNH-SEEDPLANTS","V0113788F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0113788F","V0113788F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"82","2015-03-07 01:36:51-03","F","FMNH-SEEDPLANTS","V0113789F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0113789F","V0113789F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"83","2015-03-07 01:36:51-03","F","FMNH-SEEDPLANTS","V0113790F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0113790F","V0113790F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"84","2015-03-07 01:36:51-03","F","FMNH-SEEDPLANTS","V0113791F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0113791F","V0113791F_01",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"85","2015-03-07 01:36:52-03","F","FMNH-SEEDPLANTS","V0113793F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0113793F","V0113793F_01",NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"86","2015-03-07 01:36:52-03","F","FMNH-SEEDPLANTS","V0113794F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0113794F","V0113794F_01",NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"87","2015-03-07 01:36:52-03","F","FMNH-SEEDPLANTS","V0113795F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"V0113795F","V0113795F_01",NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"88","2020-07-23 12:02:14-03","CEPLAC","CEPEC","118786","PreservedSpecimen","Plantae",NA,NA,"Caesalpiniaceae","Senna","mucronifera","Senna mucronifera",NA,"B. Marazzi","G. Hatschbach","74682","2003","03","14",NA,"Brasil","Projeto Guaicurus, arredores. MT do Sul.",NA,NA,NA,NA,"Mato Grosso",NA,NA,NA,NA,"BONITO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"89","2019-11-01 15:00:51-03","UnB","UB","128210","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Benth.) H.S.Irwin & Barneby","Santos, JP","Irwin, HS","5510","1964","08","23","Southern America","Brasil",NA,NA,"Prostrate herb.",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"2013","07","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 15:00:51-03","UnB","UB","128134","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Benth.) H.S.Irwin & Barneby","Santos, JP","Irwin, HS","5511","1964","08","23","Southern America","Brasil",NA,NA,"Fruit dried.; Erect herb 1,5m.",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,"2013","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 15:00:51-03","UnB","UB","31925","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Benth.) H.S.Irwin & Barneby","Barneby, R","Irwin, HS","16771","1966","06","08","Southern America","Brasil","Nova Xavantina",NA,"SubArbusto. Flor amarela; .",NA,NA,"Mato Grosso","-52.35","-14.666667",NA,NA,"Nova Xavantina","1984",NA,NA,NA,NA,"-52.35","-14.666667",NA,NA,NA,NA,NA
"92","2019-11-01 15:00:51-03","UnB","UB","4852","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Benth.) H.S.Irwin & Barneby","Santos, JP","Elis Regina; Silva, SR","14","1995","06","08","Southern America","Brasil","Reserva da Serra Cana Brava",NA,"Estames sésseis em número de 04, 3 estames com antera longa.; SubArbusto 3m. Flor amarelada; Cerrado.",NA,NA,"Goiás","-48.263889","-13.47",NA,NA,"Minaçu","2013",NA,NA,NA,NA,"-48.263889","-13.47",NA,NA,NA,NA,NA
"93","2019-11-01 15:00:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Senna","mucronifera","Senna mucronifera","(Benth.) H.S.Irwin & Barneby","Barneby, R","Irwin, HS; Souza, R; Grear, JW; Santos, RR","17720","1966","06","24","Southern America","Brasil","Ca. 6 km NW of Piranhas, Goiás",NA,"Subshrub ca. 1,25 m tall. Corolla yellow-orange; Gallery margin. Gallery forest",NA,NA,"Goiás",NA,NA,"700","700",NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
