"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","typeStatus","class","relatedCatalogItem"
"46","2019-10-07 09:21:08-03","UEFS","HUEFS","204361","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.",NA,"Giulietti, A.M.","2601",NA,NA,NA,NA,"Brasil","Bahia","Mucugê","Pico do Gobira.","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"HUEFS0204361","HUEFS0204361",NA,NA,NA,NA,"52493","auto",NA,NA,NA,"Lilianae",NA
"47","2019-10-07 09:21:08-03","UEFS","HUEFS","16323","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis subsp. riocontensis","(A.C.S.Pereira & Giul.) L.R.Parra & Giul.","A.M.Giulietti","Ganev, W.","2725","1993","12","30",NA,"Brasil","Bahia","Abaíra",NA,"-41.833333","-13.35","1530","1530",NA,NA,"HUEFS0016323","HUEFS0016323","2010","11","41W50'","13S21'",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"48","2019-10-07 09:21:08-03","UEFS","HUEFS","82808","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis subsp. riocontensis","(A.C.S.Pereira & Giul.) L.R.Parra & Giul.","A.M.Giulietti","Pereira, A.C.","2",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.863056","-13.395278","1590","1590",NA,"Campo rupestre.","HUEFS0082808","HUEFS0082808","2010","11","41W51'47''","13S23'43''",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"49","2019-10-07 09:21:08-03","UEFS","HUEFS","36473","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis subsp. riocontensis","(A.C.S.Pereira & Giul.) L.R.Parra & Giul.","A.M.Giulietti","Nascimento, F.H.F.","142","1999","03","23",NA,"Brasil","Bahia","Rio de Contas","Trilha Catolés-Caiambola, próximo ao cruzamento para o Bicho.","-41.8114013671875","-13.5789003372192",NA,NA,NA,"Cerrado.","HUEFS0036473","HUEFS0036473","2010","11",NA,NA,"49773","auto","subsp. riocontensis",NA,NA,"Lilianae",NA
"50","2019-10-07 09:21:08-03","UEFS","HUEFS","210517","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis var. riocontensis","(A.C.S.Pereira & Giul.) L.R.Parra & Giul.",NA,"Nascimento, F.H.F.","1198",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas","Lavra Velha.","-41.864722","-13.394444","1550","1650",NA,NA,"HUEFS0210517","HUEFS0210517",NA,NA,"41W51'53''","13S23'40''",NA,NA,"var. riocontensis",NA,NA,"Lilianae",NA
"51","2019-10-07 09:21:28-03","UEFS","HUEFS","70964","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis subsp. riocontensis","A.C.S.Pereira & Giul.","A.C.S.Pereira & A.M.Giulietti","Miranda, E.B.","560","2003","04","22",NA,"Brasil","Bahia","Abaíra","Catalolés, Serra do Bicota, campos do vira-saia, próximo à lapa do vaqueiro.","-41.8375","-13.341111","1578","1578",NA,NA,"HUEFS0070964","HUEFS0070964","2007","05","41W50'15''","13S20'28''",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"52","2019-10-07 09:21:28-03","UEFS","HUEFS","74857","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis subsp. riocontensis","A.C.S.Pereira & Giul.","A.M.Giulietti","Giulietti, A.M.","2421","2003","04","19",NA,"Brasil","Bahia","Rio de Contas","Kaiambola. Serra da Mesa.","-41.85","-13.383333","1568","1568",NA,"Campo Rupestre. Solo arenoso.","HUEFS0074857","HUEFS0074857","2007","05","41W51'","13S23'",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"53","2019-10-07 09:21:28-03","UEFS","HUEFS","82805","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis subsp. riocontensis","A.C.S.Pereira & Giul.","A.M.Giulietti","Pereira, A.C.","4",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.863056","-13.395278","1590","1590",NA,"Campo rupestre.","HUEFS0082805","HUEFS0082805","2007","05","41W51'47''","13S23'43''",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"54","2019-10-07 09:21:28-03","UEFS","HUEFS","82806","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis subsp. riocontensis","A.C.S.Pereira & Giul.",NA,"Pereira, A.C.","5",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.863056","-13.395278","1590","1590",NA,"Campo rupestre.","HUEFS0082806","HUEFS0082806",NA,NA,"41W51'47''","13S23'43''",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"55","2019-10-07 09:21:28-03","UEFS","HUEFS","82807","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis subsp. riocontensis","A.C.S.Pereira & Giul.","A.M.Giulietti","Pereira, A.C.","3",NA,NA,NA,NA,"Brasil","Bahia","Rio de Contas",NA,"-41.863056","-13.395278","1590","1590",NA,"Campo rupestre.","HUEFS0082807","HUEFS0082807","2007","05","41W51'47''","13S23'43''",NA,NA,"subsp. riocontensis",NA,NA,"Lilianae",NA
"56","2020-07-23 12:05:16-03","CEPLAC","CEPEC","119167","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"R. Ramos","A. C. Pereira","170","2005","01","21",NA,"Brasil","Bahia","MUCUGÊ","Próximo a área alagadiça.","-41.338889","-12.996111",NA,NA,NA,NA,NA,NA,NA,NA,"41W20'20","12S59'46",NA,NA,NA,NA,NA,NA,"30/12/2005"
"57","2020-07-23 12:05:16-03","CEPLAC","CEPEC","77374","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"R. Ramos","H. P. Bautista","3628","1996","07","15",NA,"Brasil","Bahia","MUCUGÊ","Pedra Redonda, entre o rio Preto e o rio Paraguaçu.","-41.4075","-12.95",NA,NA,NA,NA,NA,NA,NA,NA,"41W24'27","12S57'0",NA,NA,NA,NA,NA,NA,"30/07/1996"
"58","2020-07-23 12:05:16-03","CEPLAC","CEPEC","95044","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"R. Ramos","E. B. Miranda Silva","560","2003","04","22",NA,"Brasil","Bahia","Catolés","Serra do Bicota campos do vira-saia, próximo a lara do vaqueiro.","-41.8375","-13.341111",NA,NA,NA,NA,NA,NA,NA,NA,"41W50'15","13S20'28",NA,NA,NA,NA,NA,NA,"30/12/2003"
"59","2020-07-23 12:05:16-03","CEPLAC","CEPEC","76213","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis",NA,"R. Ramos","H. P. Bautista","382","1997","10","11",NA,"Brasil","Bahia","MUCUGÊ","Unidade de Manjo Sustentavel.","-41.3708000183105","-13.0052995681763",NA,NA,NA,"<ll>dwc_commonname:</ll> Sempre-viva",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,"14/10/1997"
"60","2020-07-23 12:05:23-03","CEPLAC","CEPEC","25482","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis",NA,"A. M. Giulietti","R. M. Harley","21043","1980","03","27",NA,"Brasil","Bahia","MUCUGÊ","Serra do Sincorá. 3Km ao SW de Mucuge, Rod. Para Cascavel.","-41.4","-13.016667",NA,NA,NA,NA,NA,NA,NA,NA,"41W24'","13S1'",NA,NA,NA,NA,NA,NA,"30/12/1988"
"61","2019-11-01 15:14:47-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","Watanabe, MTC","Melo, E; et al.","3380","2001","04","20","Southern America","Brasil","Bahia","Morro do Chapéu","Fazenda Beira Rio. 6km L da cidade de Morro do Chapéu ao longo da BA 052","-41.107222","-11.577778",NA,NA,NA,"Erva ereta 0,3m. Capítulos brancos; Vegetação savanóide antropizada em solo arenoso","UB0013013","UB0013013","2010","12","-41.107222","-11.577778",NA,NA,NA,"06",NA,NA,NA
"62","2019-11-21 10:03:40-03","IBt","SP","203912","S","Plantae",NA,NA,"Eriocaulaceae","Comanthera","mucugensis","Comanthera mucugensis","(Giul.) L.R.Parra & Giul.","Ramos, R","Wanderley, MGL; Kral, R; Cerati, TM","981","1985","07","23",NA,"Brasil","Bahia","Mucugê","6-12 km N de Mucugê, estrada Capão de Andrade, à mergem do Rio Preto","-41.3708000183105","-13.0052995681763","900","900",NA,NA,NA,NA,"2017","03",NA,NA,"52493","auto",NA,"23",NA,NA,NA
"63","2019-11-21 10:03:44-03","IBt","SP","312258","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","mucugensis","Syngonanthus mucugensis","Giul.",NA,"Giulietti, AM; Longhi Wagner, HM; Harley, RM; Lewis, GP; Stannard, BL; Arraes, MG","CFCR7054","1984","12","17",NA,"Brasil","Bahia","Mucugê","Serra de São Pedro","-41.3708000183105","-13.0052995681763","1100","1280",NA,"Planta com escapos velhos","SP002661","SP002661",NA,NA,NA,NA,"52493","auto",NA,NA,"Paratype",NA,NA
