"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem","typeStatus","fieldNumber","sex"
"47","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","13639",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; et al","3193","2000","10","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Haste, brácteas flor vermelhas.","MBML013639","MBML013639","T. Wendt/05-12-2000",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","13673",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; et al","3191","2000","10","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Espata vermelha, flores vermelhas.","MBML013673","MBML013673","T. Wendt/05-12-2000",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"49","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","21939",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann","6379","2004","01","27",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Rupícola no sol. Flores vermelhas.","MBML021939","MBML021939","L. Kollmann/12-11-2004",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"50","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","22377",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","C. N. de Fraga; et al","1154","2004","03","19",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Inselberg da Floresta Atlântica de Encosta. Rupícola heliófita. Herbácea com ca. 40cm. Folhas verdes, bainhas avermelhadas. Flores vermelhas.","MBML022377","MBML022377","A. P. Fontana/08-V-2007",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"51","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","22583",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; et al","6871","2004","07","10",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Rupícola ao sol. Flores e brácteas vermelhas.","MBML022583","MBML022583","L. Kollmann/12-11-2004",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"52","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","23259",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; et al","729","2004","02","23",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Heliófila, flores e inflorescência vermelhas, estames amarelos.","MBML023259","MBML023259","A. P. Fontana/08-V-2007",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","23379",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; et al","7151","2004","10","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Rupícola ao sol. Flores vermelhas.","MBML023379","MBML023379","L. Kollmann//10-09-2008",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"54","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","24114",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; et al","969","2004","10","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Heliófila, rupestre, flores vermelhas.","MBML024114","MBML024114","L. Kollmann//10-09-2008",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","25479",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; et al","1571","2005","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Rupestre, heliófila, flores vermelhas.","MBML025479","MBML025479","A. P. Fontana/08-V-2007",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"56","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","26133",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; et al","8973","2006","04","29",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Rupestre no sol. Flores vermelhas.","MBML026133","MBML026133","L. Kollmann/14-08-2006",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"57","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","26584",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","G. Martinelli; et al","15719","1999","08","14",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889",NA,NA,NA,"Erva rupícola ou saxícola, heliófila, folhas concolores com bainha persistente; infl. Com escapo verde com indumento argênteo; brácteas escapais verdes com bainha vinosa; raque vermelho, brácteas florais vermelhas, pedicelo vermelho, f","MBML026584","MBML026584","C. M. Vieira/09-07-2002",NA,NA,NA,NA,NA,"41W1'9","20S24'14",NA,NA,NA,NA,NA,NA
"58","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","27293",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2694","2006","08","23",NA,"Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.463333","-19.275833","350","350",NA,"Rupícola, frutos verdes. Base de afloramento rochoso.","MBML027293","MBML027293","A.P. Fontana/30-01-2009",NA,NA,NA,NA,NA,"40W27'48","19S16'33",NA,NA,NA,NA,NA,NA
"59","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","28292",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","R. C. Britto","44","2006","02","09",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Planta rupestre ao sol, altitude 1020m, folhas verdes e vermelho, brácteas vermelho intenso com ápice laranja. Planta prensada em álcool.","MBML028292","MBML028292","A. P. Fontana/08-V-2007",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"60","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","33563",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","C. Esgario; et al","45","2006","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Herbácea 30cm, heliófila, rupestre, botões vermelhos.","MBML033563","MBML033563","C. Esgario/2007",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"61","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","33566",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","C. Esgario; et al","21","2006","07","16",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Rupestre, heliófila, herbácea 80cm, com frutos.","MBML033566","MBML033566","A.P. Fontana/17-07-2006",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","33567",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","C. Esgario; et al","108","2007","01","30",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,NA,NA,"Herbácea, na sombra, rupícola, flores vermelhas.","MBML033567","MBML033567","A.P. Fontana/2008",NA,NA,NA,NA,NA,"40W46'31","19S47'49",NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","34224",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","M. Simonelli; et al","1525","2008","04","13",NA,"Brasil","Espírito Santo","Santa Leopoldina","Suiça","-40.574722","-20.082778",NA,NA,NA,"flores vermelhas, rupreste","MBML034224","MBML034224","L. Kollmann/02-VI-2008",NA,NA,NA,NA,NA,"40W34'29","20S4'58",NA,NA,NA,NA,NA,NA
"64","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35368",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","V.C. Manhães","9","2006","06","03",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444","700","700",NA,"Saxicola. Escapo vermelho com lanugem branca.Bráctea floral vermelha de ápice esverdeado. Flor de corola vermelha e estames amarelos. Planta vegetando afloramento rochoso, pouco abundante no local, de alta luminosidade","MBML035368","MBML035368","Ludovic Kollmann","2007","09","05",NA,NA,"41W33'2","20S56'22",NA,NA,NA,NA,NA,NA
"65","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","35375",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","V.C. Manhães","50","2007","10","12",NA,"Brasil","Espírito Santo","Alegre","Caveira da Anta","-41.389444","-20.658056",NA,NA,NA,"Saxícola. Escapo verde com brácteas vermelhas; brácteas florais vermelha. Folha de bainha marrom; lâmina de base verde claro, lamina verde. Em alforamento rochoso, de alta luminosidade.","MBML035375","MBML035375","Ludovic Kollmann","2008","01","14",NA,NA,"41W23'22","20S39'29",NA,NA,NA,NA,NA,NA
"66","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","36035",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; L. Kollmann & K. A. Brahim","5006","2008","04","16",NA,"Brasil","Espírito Santo","Santa Leopoldina","Alto Luxemburgo, beira da estrada, afloramento rochoso.","-40.6055","-20.128333","660","660",NA,"Rupícola no sol. Frutos verde. Em cultivo.","MBML036035","MBML036035","A. P. Fontana","2008","04","16",NA,NA,"40W36'19,8","20S7'42",NA,NA,NA,NA,NA,NA
"67","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","36306",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","R. C. Forzza; et al","4977","2008","02","12",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,NA,"MBML036306","MBML036306",NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"68","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","37574",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","R. C. Forzza; C.N.Fraga & R.Goldenberg","5450","2009","01","21",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Forninho. Floresta Ombrófila Densa Altomontana com Inselbergues.","-41.083611","-20.516111","1700","1700",NA,"Erva rupícola, muito frequente, grande florada. Flores com cálice e corola vermelhos; estames amarelos.","MBML037574","MBML037574",NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"69","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","37583",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; L.Kollmann & E.G.Amorim Tedesco","5379","2008","07","16",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Afloramento por baixo do Mirante, beira do pasto. Floresta Ombrófila Densa Altomontana com Inselbergues.","-41.083611","-20.516111","1100","1100",NA,"Rupícola, no sol. Infrutescência seca.","MBML037583","MBML037583",NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","39278",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","R. C. Forzza; P.H.Labiak & C.N.Fraga.","5323","2008","10","14",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para o Forninho. Floresta Ombrófila Densa Altomontana com inselbergues.","-41.083611","-20.516111",NA,NA,NA,"Erva rupícola, muito frequente. Folhas verdes levemente vináceas. Escapo e brácteas do escapo vermelhas. Flores com cálice e corola vermelhos; estames amarelos.","MBML039278","MBML039278",NA,NA,NA,NA,NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"71","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42445",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Smith","T.S. Coser; F.B. Uribbe & B. Neves","406","2011","03","28",NA,"Brasil","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Estrada para acampamento, pequeno afloramento na subida",NA,NA,NA,NA,NA,"Rupicola, folhas verdes. Final de frutificação","MBML042445","MBML042445","T.S. Coser/28-03-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42722",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","594","2012","02","27",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Zona de Amortecimento","-41.084706","-20.504278",NA,NA,NA,"Na população indivíduos ocorrendo com inflorescência simples ou ramificada (até três ramos). Folhas verdes. Bracteas escapais e raquis verdes com manchas vináceas. Bracteas florais castanho-amareladas, sépalas verdes a levemente amarel","MBML042722","MBML042722","T.S. Coser",NA,NA,NA,NA,NA,"41W5'4,94","20S30'15,4",NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","4570",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","H. Q. Boudet Fernandes; et al","2475","1988","05","04",NA,"Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,NA,NA,"Erva, folha com indumento branco e base vinho, flores vermelhas, escapo e brácteas vinho, ao sol, solo raso, terreno íngrime, rochoso.","MBML004570","MBML004570","T. Wendt/03-03-1996",NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","46119",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","A. P. Fontana; J.C.Sobrinho & D.R. Couto","7339","2011","05","15",NA,"Brasil","Espírito Santo","Ibitirama","Pedra Roxa. Propriedade do Sr. Jair Mocine. Divisa com o PN do Caparaó","-41.734722","-20.389444","1106","1106",NA,"Rupícola, meia sombra. Limbo foliar decíduo bainhas paeáceas enroladas para dentro","MBML046119","MBML046119","A. P. Fontana/15-05-2011",NA,NA,NA,NA,NA,"41W44'5","20S23'22",NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","6220",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","Edson V. R. Mota","3","1991","05","26",NA,"Brasil","Espírito Santo","Domingos Martins","Parque Estadual da Pedra Azul","-41.019167","-20.403889",NA,NA,NA,"Flor avermelhada, estames amarelos. Altitude 1500m.","MBML006220","MBML006220","T. Wendt/03-03-1996",NA,NA,NA,NA,NA,"41W1'9","20S24'14",NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","9849",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","L. Kollmann; E. Bausen & W. Pizziolo","2339","1999","03","31",NA,"Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.601944","-19.906111",NA,NA,NA,"Rupícola. Planta 1m. Flores avermelhadas. Herb/cultivo.","MBML009849","MBML009849","T. Wendt/05/12/00",NA,NA,NA,NA,NA,"40W36'7","19S54'22",NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42196",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","T.S. Coser; F.B. Uribbe & B. Neves","396","2011","03","28",NA,"Brasil","Espírito Santo","Vale Verde","Parque Nacional do Caparaó. Mata Ciliar","-41.512778","-20.419167",NA,NA,NA,"Ripícola. Ca q0 ind. Na população. Folhas verdes, flocosas, decíduas, bainhas castanhas. Escapo verde com brácteas escapais e florais vináceas, verde em direção ao ápice. Sépalas com ápice avermelhado. Em frutificação","MBML042196","MBML042196","T.S. Coser/28-03-2011",NA,NA,NA,NA,NA,"41W30'46","20S25'9",NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","39232",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L. B. Smith","D.R. Couto; Pereira, M.A.; M. Numes; A. Nanni & G. Willrich","1102","2009","03","12",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","900","900",NA,"Erva rupícola; flores vermelhas, bainha vinácea; brácteas escapais vinho. Jardim dos Pontões.","MBML039232",NA,"A.P. Fontana/02-III-2011",NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","48509",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Smith","N.N.F. da Silva","129","2002","01","26",NA,"Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701",NA,NA,NA,"Rupestre, flores vermelhas","MBML048509","MBML048509","Nagibi/26-01-2002",NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","38385",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","aff. decidua","Pitcairnia aff. decidua","L.B. Smith","D.R. Couto; A.P.Fontana; E. Leme & L.J.C. Kollmann","934","2008","09","05",NA,"Brasil","Espírito Santo","Alegre","Pedra da Carneira","-41.5331001281738","-20.763599395752","850","850",NA,"Rupícola no sol; flores vermelhas, lâmina vinho na parte abaxial e verde na parte adaxial. Vegetando sobre rochas abaixo da Pedra da Arataca.","MBML038385","MBML038385","T.M. Machado/04-02-2011",NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42237",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Smith","T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","491","2011","06","09",NA,"Brasil","Espírito Santo","Laranja da Terra","Pedra dos Cincos Pontões. Afloramento rochoso","-41.0567016601562","-19.8988990783691",NA,NA,NA,"Planta rupícola. Folhas decíduas, densamente escamadas. Escapo castanho a levemente vináceo. Brácteas florais verdes, pedicelos e sépalas avermelhado, pétalas vermelhas, lilases após a antese","MBML042237","MBML042237","T.S. Coser/09-06-2011",NA,NA,NA,"17356","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","42447",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Smith","T.S. Coser; V.B. Sarnaglia-Junior & M.S. Wangler","490","2011","06","09",NA,"Brasil","Espírito Santo","Laranja da Terra","Pedra dos Cincos Pontões. Afloramento rochoso","-41.0567016601562","-19.8988990783691",NA,NA,NA,"Planta rupícola. Folhas decíduas, densamente escamadas. Escapo castanho a levemente vináceo. Brácteas florais verdes, pedicelos e sépalas avermelhado, pétalas vermelhas, lilases após a antese","MBML042447","MBML042447","T.S. Coser/09-06-2011",NA,NA,NA,"17356","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","38517",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","D.R. Couto; Araújo Neto, R.C.","243","2005","02","12",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","710","710",NA,"Saxícola/rupícola. Brácteas flagmento do Toti.","MBML038517","MBML038517","L.Kollmann",NA,NA,NA,"29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","38518",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","D.R. Couto; Manhães, V.C.","263","2005","03","12",NA,"Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","700","700",NA,"Saxícola. Flores vermelhas. Fragmento do Toti.","MBML038518","MBML038518","D.R.Couto- 6/1/2008","2008","01","06","29430","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:44:37-03","MBML","MBML-HERBARIO","48888",NA,"Plantae",NA,NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Smith","N.N.F. da Silva","176","2002","07","20",NA,"Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701",NA,NA,NA,"Rupestre, flores avermelhadas, escapo e brácteas vinho","MBML048888","MBML048888","Nagibi/20-07-2002",NA,NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","2688662","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Sm.","G. Hatschbach & Z. Ahumada","31364","1973","2","7","South America - Neotropics","Brazil","Espírito Santo","Domingosartins","Aracê",NA,NA,"800","1000",NA,NA,"US01935250","US01935250_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"87","2020-09-12 05:00:02-03","US","US","2282752","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Sm.","J. E. d. Oliveira","579","1941","6","10","South America - Neotropics","Brazil","Minas Gerais","Tombos","Alto da pedra Dourada. divisa Estado Espirito Santo einas Gerais","-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,"US01935249","US01935249_01",NA,NA,NA,NA,"16749","auto",NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"88","2020-09-12 05:00:02-03","US","US","1904080","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Sm.","F. C. Hoehne",NA,"1905","5","1","South America - Neotropics","Brazil","Espírito Santo",NA,"Procedente de Itabapoana. Cult. J. Bot. S. Paulo",NA,NA,NA,NA,NA,NA,"US01935248","US01935248_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"89","2020-09-12 05:00:02-03","US","US","1987754","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Sm.","A. C. Brade","19992","1949","5",NA,"South America - Neotropics","Brazil","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398","1200",NA,NA,NA,"US01935251","US01935251_01",NA,NA,NA,NA,"23588","auto",NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","3657468","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B. Sm.","N. L. Menezes, D. C. Zappi, H. L. Wagner & I. Cordeiro",NA,"1986","1","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Estrada Diamantina-Conselheiroata km 185.",NA,NA,NA,NA,NA,NA,"US01935247","US01935247_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA,NA
"91","2019-10-07 09:20:39-03","UEFS","HUEFS","80882","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua","L.B.Sm.","Castro, R.M.","928","2004","02","23",NA,"Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309",NA,NA,NA,"Pastagem","HUEFS0080882","HUEFS0080882","R.C.Forzza","2013","04",NA,"50833","auto",NA,NA,"Lilianae",NA,NA,NA,NA,NA
"92","2019-07-09 12:55:32-03","F","FMNH-SEEDPLANTS","V0404232F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua",NA,"F. C. Hoehne","54.666","1948","1",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0404232F","V0404232F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"93","2019-07-09 12:55:32-03","F","FMNH-SEEDPLANTS","V0404233F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Pitcairnia","decidua","Pitcairnia decidua",NA,"F. C. Hoehne",NA,"1951","4","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0404233F","V0404233F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
