"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","typeStatus","fieldNumber"
"101","2019-11-13 11:27:47-03","USP","SPF","13861","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Hoehne, W","Hoehne, W","s.n.","1947","02","14",NA,"Brasil","São Paulo","São Paulo","Jaraguá.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00013861","SPF00013861",NA,NA,"53584","auto","1947",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:27:47-03","USP","SPF","10725","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Hoehne, W","Hoehne, W","s.n.","1941","04","01",NA,"Brasil","São Paulo","São Paulo","Parelheiros.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00010725","SPF00010725",NA,NA,"53584","auto","1941",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-25 13:53:10-03","UNIVILLE","JOI","2247","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","V.C. Souza","O.S. Ribas","5881","2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira.","-49.0633010864258","-25.4416999816895",NA,"; HABITAT: depressão úmida; HABITO: herbácea","JOI002247","JOI002247",NA,NA,"12577","auto","2005",NA,NA,NA,"01","01",NA,NA,NA
"104","2019-10-07 09:16:45-03","UEFS","HUEFS","11842","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Silva, J.M.","1077","1992","02","28",NA,"Brasil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,"HUEFS0011842","HUEFS0011842",NA,NA,"35166","auto",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:16:45-03","UEFS","HUEFS","104520","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Silva, J.M.","4298","2005","03","17",NA,"Brasil","Paraná","Bocaiúva do Sul","Fazenda do Putunã.","-49.1150016784668","-25.2061004638672",NA,NA,"HUEFS0104520","HUEFS0104520",NA,NA,"61623","auto",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:16:45-03","UEFS","HUEFS","64733","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Ribas, O.S.","3276","2001","02","11",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Margem do Rio Negro.","HUEFS0064733","HUEFS0064733",NA,NA,"37493","auto",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"107","2020-11-12 17:00:32-03","UEL","FUEL","39311","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Hatschbach, G","Silva, JM; Silva, JM; Abe, LM; Ramos, FF","4298","2005","03","17",NA,"Brasil","Paraná","Bocaiúva do Sul","Fazenda Serra do Putunã","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"61623","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-11-12 17:00:32-03","UEL","FUEL","39298","PreservedSpecimen","Plantae","Tracheophyta","Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Souza, VC","Ribas, OS; et al.","5881","2004","02","14",NA,"Brasil","Paraná","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"12577","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-01 15:07:28-03","UnB","UB","167159","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","Benth.",NA,"Hoehne, W","SPF13860","1942","03","10","Southern America","Brasil","São Paulo","São Paulo","Próximo a Jaraguá.","-46.6300010681152","-23.5400009155273",NA,"Herbáceo do brejo.",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-08-20 20:39:23-03","UFSC","FLOR","278","PreservedSpecimen","Plantae",NA,"Lamiales","Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.","Smith, L.B.","Reitz, R.; Klein, R.M.","12410","1962","02","25",NA,"Brasil","Santa Catarina","Porto União",NA,"-51.0783004760742","-26.2381000518799",NA,"erva, flor amarela","FLOR0000278",NA,"750","750","41804","auto","1963",NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In uliginosis ad Porto Alegre frequens",NA,NA,NA,"Pl. Napaea",NA,"P08P1N0046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Tweedie, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In uliginosis ad Porto Alegre frequens",NA,NA,NA,"ex Benth.",NA,"P08P1N0046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In Brasilia meridionali",NA,NA,NA,NA,NA,"P08P1N0046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:44:28-03","UFRGS","ICN","173211","S","Plantae","Dicotyledon",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Silva Filho, PJS","Silva Filho, PJS","1414","2011","12","17","América do Sul","Brasil","RS","Quaraí","Cerro do Jarau.","-56.510556","-30.200556",NA,"Flores amarelas; Em turfeira",NA,NA,NA,NA,NA,NA,NA,NA,"-56.510556","-30.200556",NA,NA,NA,NA,NA
"115","2021-02-08 12:44:28-03","UFRGS","ICN","178651","S","Plantae","Dicotyledon",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Silva Filho, PJS","Silva Filho, PJS","2047","2014","03","01","América do Sul","Brasil","RS","Campo Bom",NA,"-51.044167","-29.661389",NA,"Erva de aprox. 1,3m de altura e flores amarelas; Em banhado bem conservado",NA,NA,NA,NA,NA,NA,"2014",NA,"-51.044167","-29.661389","07","28",NA,NA,NA
"116","2021-02-08 12:44:28-03","UFRGS","ICN","197636","S","Plantae","Dicotyledon",NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham. & Schltdl.) Benth.","Vogel Ely, C","Vogel Ely, C; Lucas, DB; Coelho, G","CVE515","2018","02","14","América do Sul","Brasil","PR","Guaratuba","Morro dos Perdidos","-48.958889","-25.886944",NA,"flores amarelas",NA,NA,"135","135",NA,NA,"2018",NA,"-48.958889","-25.886944","03","19",NA,NA,NA
"117","2021-01-21 15:29:40-03","IBt","SP","490263","S","Plantae",NA,NA,"Orobanchaceae","Melasma","rhinanthoides","Melasma rhinanthoides","(Cham.) Benth.",NA,"Hoehne, W","s.n.","1947","02","14",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
