"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem","infraspecificEpithet"
"94","2021-03-01 16:40:16-03","UNICAMP","UEC","107522","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.",NA,NA,NA,NA,"Gorenstein, MR; Souza, FM; Betini, GS; Costa, CG; Garrote, V; Franco, G","52","1999","01","07","Brazil","Iguape","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da rodovia Pariquera-Iguape.","-47.7","-24.783333","-47.7","-24.783333",NA,NA,"Árvore, 6m.; Floresta ombrófila densa.&nf;No trecho com floresta de restinga de baixada (paludosa).",NA,NA,"São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:40:16-03","UNICAMP","UEC","107523","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.",NA,NA,NA,NA,"Gorenstein, MR; Souza, FM; Betini, GS; Costa, CG; Garrote, V; Franco, G","111","1999","01","11","Brazil","Iguape","Estação Ecológica de Chauás, Acesso pelo lado leste, pela estrada Iguape-Jairê.","-47.633333","-24.7","-47.633333","-24.7",NA,NA,"Arvoreta, 2m, frutos secos.; Floresta ombrófila densa.&nf;Na trilha da divisa da estação, na floresta de restinga baixada (paludosa), num trecho sob forte efeito a borda.",NA,NA,"São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:40:16-03","UNICAMP","UEC","76159","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.",NA,NA,NA,NA,"Gorenstein, MR; Souza, FM; Betini, GS; Costa, CG; Garrote, V; Franco, G","52","1999","01","07","Brazil","Iguape","Estação Ecológica de Chauás, Trilha de acesso pelo sítio do Sr. João Caçador, no km 78 da rodovia Pariquera-Iguape.","-47.7","-24.783333","-47.7","-24.783333",NA,NA,"Árvore, 6m.; Floresta ombrófila densa.&nf;No trecho com floresta de restinga de baixada (paludosa).","UEC118712","UEC118712","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:40:16-03","UNICAMP","UEC","50905","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Bernacci, LC","1993","06",NA,"Hatschbach, G","44372","1981","11","12","Brazil","Cerro Azul","Rib. do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Arbusto 1m20, flores alvas.; Mata crista de Morro.",NA,NA,"Paraná",NA,NA,NA,NA,"Magnoliopsida",NA,"32006","auto",NA,NA,NA,NA,NA
"98","2021-03-01 16:40:16-03","UNICAMP","UEC","162079","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Jung-Mendaçolli, SL","1989","12","29","Grande, DA; Lopes, EA","142","1978","10","25","Brazil","Cananéia","Ilha do Cardoso, Próximo aos geradores.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de + ou - 2,5 m de altura. Flores brancas pilosas.","UEC024697","UEC024697","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"37574","auto",NA,NA,NA,NA,NA
"99","2021-03-01 16:40:16-03","UNICAMP","UEC","107683","S","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.",NA,NA,NA,NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","818","1999","01","10","Brazil","Iguape","Estação ecológica de chauás. Floresta Ombrófila Densa Trilha de Capuava do Mumana, coordenada aproximada 24°44'S 47°41W. Floresta de Restinga Alta, com exploração de palmito e madeira.","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Arbusto de 2m, frutos verdes claros.","UEC116448","UEC116448","São Paulo",NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA
"100","2020-06-12 10:09:59-03","UFPB","JPB","65079","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriaceae","Rudgea coriaceae","(Spreng.) K. Schum",NA,NA,NA,NA,"Cardoso, L J T; Farag, P; Samor, O; Mundim, M","1502","2015","12","04","Brasil","São Francisco do Sul","Praia forte, desde o Forte Marechal Luz até o mang, Área em licencimento para a construção de um porto (Projeto Farol)","48.548333","-26.174722","48.548333","-26.174722",NA,NA,"; HABITAT: Floresta seca de restinga; DESC: Arbusto ciófilo, ca. De 1,7 m de altura. Flores alvas","JPB0065079",NA,"Santa Catarina",NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-26 10:43:32-03","UDESC","LUSC","9153","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","C. Mondin",NA,NA,NA,"C. Mondin","3723","2017","11","22","Brasil","Garuva",NA,"-48.735278","-26.030556","48º44'7''W","26º1'50''S",NA,NA,"Arbusto com ca. 1,5 m de altura, na mata paludosa.","LUSC007879","LUSC007879","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-10-14 10:06:14-03","FURB","FURB","5021","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2010","04","12","Gasper, A.L. de","440","2006","11","02","Brasil","São Francisco do Sul","Caminho da praia do Ervino.","-48.5916666","-26.4080556","-48.5916666","-26.4080556",NA,NA,NA,"FURB03393","FURB03393","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-10-14 10:06:14-03","FURB","FURB","8341","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Ceolin, LM","2007","10","19","Stival-Santos, A.; Ceolin, L.M.","1365","2007","10","19","Brasil","São Francisco do Sul","Parque Estadual do Acaraí.","-48.5369444","-26.2980555","-48.5369444","-26.2980555","2","2",NA,"FURB42215","FURB42215","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-10-14 10:06:14-03","FURB","FURB","18213","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2010","01","25","Dreveck, S.; Carneiro, F.E.","1227","2009","11","05","Brasil","Balneário Barra do Sul","Próximo a Mineração Nilso e Veiga do Sul.","-48.69","-26.46","-48.6900000","-26.4600000","20","20","Florística IFFSC 959 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbustiva; flor branca","FURB42214","FURB42214","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:06:14-03","FURB","FURB","19201","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1123","2009","10","13","Brasil","São João do Itaperiú","Santo Antônio.","-48.7766667","-26.5480555","-48.7766667","-26.5480555","14","14","Florística IFFSC 912 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; flor verde clara","FURB42218","FURB42218","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:06:14-03","FURB","FURB","19432","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2010","01","25","Dreveck, S.; Carneiro, F.E.","1114","2009","10","10","Brasil","Balneário Piçarras","Bela Vista.","-48.6944444","-26.73","-48.6944444","-26.7300000","17","17","Florística IFFSC 811 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum em ambiente úmido no interior do fragmento Habito: arbustiva; flor verde clara","FURB42219","FURB42219","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:06:14-03","FURB","FURB","19502","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Sobral, M","2010","01","25","Dreveck, S.; Carneiro, F.E.","1206","2009","10","31","Brasil","São Francisco do Sul","Itapema.","-48.6","-26.28","-48.6000000","-26.2800000","3","3","Florística IFFSC 1031 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; comum no interior do fragmento em área alagada Habito: arbustiva; flor branca","FURB42221","FURB42221","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-08 08:56:08-03","FURB","FURB","2276","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Hatschbach, G","2001","03","09","Ribas, O.S.; et al.","3407","2001","03","09","Brasil","Araquari","Ilha dos Barcos.","-48.7163889","-26.3355555","-48.7163889","-26.3355555",NA,NA,NA,"FURB42217","FURB42217","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:06:14-03","FURB","FURB","30016","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2011","03","14","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1887","2010","04","07","Brasil","Garuva","Sol Nascente.","-48.7272223","-26.055","-48.7272223","-26.0550000","13","13","Florística IFFSC e8000b (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: arbusto; Fruto verde claro;","FURB42208","FURB42208","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:06:14-03","FURB","FURB","32734","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Korte, A","2010","11","30","Korte, A.","4966","2010","11","17","Brasil","Itapoá","Balneário Uirapuru.","-48.5983333","-26.1269445","-48.5983333","-26.1269445","2","2","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB42210","FURB42210","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:06:14-03","FURB","FURB","32751","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Korte, A","2010","11","30","Korte, A.","4982","2010","11","18","Brasil","Itapoá","Saí Mirim.","-48.69","-26.1","-48.6900000","-26.1000000","18","18","Florística IFFSC 1069b (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB42213","FURB42213","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-08 08:56:08-03","FURB","FURB","33392","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Korte, A","2010","11","23","Korte, A.","5043","2010","11","23","Brasil","Joinville","Lagoa Saguassu.","-48.7805556","-26.2802778","-48.7805556","-26.2802778","4","4","Coleta Extra IFFSC (Arbusto) Habitat: Restinga; Habito: arbustiva; flor branca","FURB42212","FURB42212","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-10-14 10:06:14-03","FURB","FURB","33988","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Korte, A","2011","03","09","Korte, A.; Rigon-Junior, M.J.","5840","2011","02","01","Brasil","Garuva","Palmita.","-48.8019444","-26.0302778","-48.8019444","-26.0302778","18","18","Florística IFFSC 8011 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbusto;","FURB42206","FURB42206","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 10:06:14-03","FURB","FURB","34192","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2011","03","22","Korte, A.","5737","2011","02","22","Brasil","São Francisco do Sul","Praia do Ervino / Parque Estadual do Acaraí.","-48.6105556","-26.3933333","-48.6105556","-26.3933333","2","2","Florística IFFSC 8012 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: arbusto; flor branca","FURB42211","FURB42211","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 10:06:14-03","FURB","FURB","34218","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de","2011","03","22","Korte, A.","5787","2011","02","24","Brasil","Navegantes","Bairro Costa Azul.","-48.645","-26.8536111","-48.6450000","-26.8536111","8","8","Florística IFFSC 8013 (Arbusto) Habitat: FOD terras baixas; Estágio Médio Habito: arbusto;","FURB42209","FURB42209","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-10-14 10:06:14-03","FURB","FURB","34833","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Sobral, M","2010",NA,NA,"Dreveck, S.; Carneiro, F.E.","2511","2009","10","13","Brasil","São João do Itaperiú","Santo Antônio.","-48.7766667","-26.5480555","-48.7766667","-26.5480555","14","14","Voucher estéril IFFSC 912 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto;","FURB42207","FURB42207","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-14 10:06:14-03","FURB","FURB","39066","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Funez, L.A.","2013","09","03","Funez, L.A.","895","2012","09","15","Brasil","Navegantes","Remanescente de floresta de terras baixas ao final da Rua Adolfo Antônio Cabral.","-48.6413889","-26.8319445","-48.6413889","-26.8319445","8","8",NA,"FURB42205","FURB42205","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:06:14-03","FURB","FURB","45244","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Oliveira, AA de",NA,NA,NA,"Mayer, M.; Oliveira, A.A. de","638","2014","09","30","Brasil","Balneário Piçarras","Itacolomi.","-48.6944444","-26.73","-48.6944444","-26.7300000","17","17","Florística Entorno IFFSC 811","FURB42202","FURB42202","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 10:06:14-03","FURB","FURB","3452","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Vieira, FCS","2005","07","05","Vieira, F.C.S.","577","2004","11","01","Brasil","Itapoá","Samambaial.","-48.6161003112793","-26.1168994903564",NA,NA,"5","5",NA,"FURB42216","FURB42216","Santa Catarina",NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"120","2021-03-16 17:52:39-03","UCS","HUCS","38767","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Oliveira, A.A.","2011","03","22","Korte, A.","5737","2011","02","22","Brasil","São Francisco do Sul","Praia do Ervino - Parque Estadual do Acaraí","-48.610556","-26.393333","-48.610556","-26.393333",NA,NA,"Herbário FURB 34192; Floresta ombrófila Densa de Terras baixas",NA,NA,"Santa Catarina",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-16 17:52:39-03","UCS","HUCS","38785","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Oliveira, A.A.","2011","03","22","Korte, A.","5787","2011","02","24","Brasil","Navegantes","Costa Azul","-48.645","-26.853611","-48.645","-26.853611",NA,NA,"Arbusto, Herbário FURB 34218; Floresta Ombrófila Densa, Terras baixas",NA,NA,"Santa Catarina",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA
"122","2021-03-16 17:52:39-03","UCS","HUCS","46219","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Oliveira, A.A. de","2010","01","25","Dreveck, S.","1114","2009","10","10","Brasil","Balneário Piçarras","Bela Vista.","-48.694444","-26.73","-48.694444","-26.73","1","1","Florística IFFSC 811 (Arbusto)",NA,NA,"Santa Catarina",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA
"123","2021-03-16 17:52:39-03","UCS","HUCS","46225","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Sobral, M.","2010","01","25","Dreveck, S.","1123","2009","10","13","Brasil","São João do Itaperiú","Santo Antônio.","-48.776667","-26.548056","-48.776667","-26.548056","1","1","Florística IFFSC 912 (Arbusto)",NA,NA,"Santa Catarina",NA,NA,NA,NA,"Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:40:57-03","UTFPR","HCF","11374","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","M.G. Caxambu","2013","09","25","M.G. Caxambu","4339","2012","11","03","Brasil","Itapema do Norte","Balneário Itapema","-48.623806","-26.061889","48°37'25,7 W","26°03'42,8 S","12","12","arbusto ciófilo ca. 2,5 m, ripário.Flores alvas. Vegetação ciliar do rio Saí-Mirim.",NA,NA,"SC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:40:57-03","UTFPR","HCF","20482","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","L.M. Ceolin","2007","10","19","A. Stival-Santos","1365","2007","10","19","Brasil","São Francisco do Sul","Parque Estadual do Acaraí","-48.536944","-26.298056","48°32'13 W","26°17'53 S","2","2",NA,NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-16 08:40:57-03","UTFPR","HCF","11364","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","J. Cordeiro & A.C. Picoli","2013",NA,NA,"M.G. Caxambu","4329","2012","11","02","Brasil","Pontal do Paraná","Pontal do Sul","-48.430083","-25.603083","48°25'48,3 W","25°36'11,1 S","10","10","arbusto ciófilo, ca. 1,80 m. Flores alvas.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-16 08:40:57-03","UTFPR","HCF","21497","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","L.B. Smith","1971",NA,NA,"L.T. Dombrowski","2677","1967","11","07","Brasil","Matinhos",NA,"-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"frequente.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA
"128","2019-08-16 08:40:57-03","UTFPR","HCF","13446","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","G. Hatschbach","1997",NA,NA,"G. Gatti","58","1996","11","08","Brasil","Paranaguá","Viveiro do Banestado","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"arbusto 2 m, flores brancas.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"129","2019-08-16 08:40:57-03","UTFPR","HCF","5150","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","G. Hatschbach","2004",NA,NA,"L.T. Dombrowski","12711","1982","09","10","Brasil","Paranaguá","Viveiro do Banestado","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"subarbusto, orla do mato; freqüente.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"130","2019-08-16 08:40:57-03","UTFPR","HCF","27795","S","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum","G. Hatschbach","2002",NA,NA,"J. Cordeiro","1287","2002","02","09","Brasil","Pontal do Paraná","Estrada Ecológica do Guaraguaçu, Sítio","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"arbusto, 2,50 m, fruto imaturo. Restinga arbórea.",NA,NA,"PR",NA,NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"131","2020-12-21 16:43:55-03","MBM","MBM","391314","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Cordeiro, J.; Picoli, A.C.","2013",NA,NA,"Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","4329","2012","11","02","Brazil","Pontal do Paraná","Pontal do Sul","-48.430083","-25.603083","-48.430083","-25.603083","10","10","Arbusto ciófilo, ca. 1,80m. Flores alvas.; Relevo: plano - Vegetação: Floresta Ombrófila Densa das Terras Baixas.","MBM391314","MBM391314","Paraná",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:43:55-03","MBM","MBM","427529","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Korte, A.","2010","11","30","Korte, A.","4982","2010","11","18","Brazil","Itapoá","Saí Mirim","-48.69","-26.1","-48.69","-26.1","18","18","Arbusto. Flor branca.; Floresta Ombrófila Densa. Estágio avançado. Interior do fragmento.","MBM427529",NA,"Santa Catarina",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:43:55-03","MBM","MBM","427614","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Korte, A.","2010","11","30","Korte, A.","4966","2010","11","17","Brazil","Itapoá","Balneário Uirapuru","-48.598333","-26.126944","-48.598333","-26.126944","2","2","Arbuto. Flor branca.; Floresta Ombrófila Densa de Terras Baixas. Estágio avançado. Interior do fragmento.","MBM427614",NA,"Santa Catarina",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:43:55-03","MBM","MBM","428210","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Marinero, F.","2017",NA,NA,"Lozano, E.D.; Ariati, V.; Marinero, F.; Marsaro, C.B.; Ferreira, P.C.; Ariati, V.; Marinero, F.; Marsaro, C.B.; Ferreira, P.C.","3600","2017","02","12","Brazil","Itapoá","Área para ampliação do terminal retroportuário G. LAFFITTE","-48.612944","-26.172444","-48.612944","-26.172444",NA,NA,"Arbusto, 2 m, frutos verde translúcido, interior da mata. Local alagadiço.; Floresta Ombrófila Densa de Terras Baixas.","MBM428210",NA,"Santa Catarina",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:43:55-03","MBM","MBM","50772","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Mattos, J.",NA,NA,NA,"Mattos, J.","20608",NA,NA,NA,"Brazil","Peruíbe","Rodovia Bertioga - São Sebastião, Barra do Una","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"MBM050772","MBM050772","São Paulo",NA,"Southern America",NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"136","2020-12-21 16:43:55-03","MBM","MBM","427529","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Korte, A.","2010","11","30","Korte, A.","4982","2010","09","18","Brazil","Itapoá","Saí Mirim","-48.69","-26.1","-48.69","-26.1","18","18","Arbusto. Flor branca.; Floresta Ombrófila Densa. Estágio avançado. Interior do fragmento.","MBM427529",NA,"Santa Catarina",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:43:55-03","MBM","MBM","427614","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Korte, A.","2010","11","30","Korte, A.","4966","2010","11","17","Brazil","Itapoá","Balneário Uirapuru","-48.598333","-26.126944","-48.598333","-26.126944","2","2","Arbusto. Flor branca.; Floresta Ombrófila Densa de Terras Baixas. Estágio avançado. Interior do fragmento.","MBM427614",NA,"Santa Catarina",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:43:55-03","MBM","MBM","429048","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Lozano, E.D.","2017",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Ariati, V.; Bonaldi, R.A.; Marinero, F.; Ferreir; Canestraro, B.K.; Ariati, V.; Bonaldi, R.A.; Marinero, F.; Ferreira, P.C.","3165","2016","02","21","Brazil","Pontal do Paraná","Estrada Ecológica do Guaraguaçu","-48.490722","-25.634861","-48.490722","-25.634861",NA,NA,"Arvoreta, 80 cm, frutos imaturos verdes, próximo a borda da mata.; Floresta Ombrófila Densa de Terras Baixas.","MBM429048",NA,"Paraná",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:43:55-03","MBM","MBM","256492","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Pastore, J.A.",NA,NA,NA,"Pastore, J.A.; et al.; et al.","865",NA,NA,NA,"Brazil","São Vicente","Parque Estadual Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"MBM256492","MBM256492","São Paulo",NA,"Southern America",NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA
"140","2020-12-21 16:43:55-03","MBM","MBM","320782","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K. Schum.","Berger, J.Z.",NA,NA,NA,"Berger, J.Z.","96","2005","11","21","Brazil","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Arborescent, flowers white.; Restinga forest.","MBM320782","MBM320782","Santa Catarina",NA,"Southern America",NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
