"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem","infraspecificEpithet"
"327","2020-11-12 17:00:12-03","UEL","FUEL","9843","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Souza, WS",NA,NA,NA,"Souza, WS","s.n.","1986","11","08","Brasil","Paranaguá","Ilha do Mel, Planicie da Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"Tracheophyta","Gentianales","24916","auto",NA,NA,NA,NA,NA
"328","2020-11-12 17:00:12-03","UEL","FUEL","9844","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Souza, WS",NA,NA,NA,"Souza, WS","s.n.","1985","10","19","Brasil","Paranaguá","Ilha do Mel, Praia do Belo","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,"Tracheophyta","Gentianales","24916","auto",NA,NA,NA,NA,NA
"329","2020-11-12 17:00:12-03","UEL","FUEL","43167","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Meirelles, J","2010","01","08","Bachtold, A","120","2004","12","06","Brasil","Araquari","Ilha dos Barcos, Mata secundária, sub-bosque.","-48.7221984863281","-26.3700008392334",NA,NA,"2","2",NA,"FUEL018913",NA,"Santa Catarina",NA,NA,NA,NA,"Tracheophyta","Gentianales","25329","auto",NA,NA,NA,NA,NA
"330","2019-11-01 15:09:47-03","UnB","UB","156045","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng) K. Schum.","Jung, SL","1981","11","11","Jung, SL","482","1981","11","11","Brasil","Cananeia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto, ca. 3m alt. Corola alva, flores brevistilas.; Coletada na restinga.",NA,NA,"São Paulo",NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"37574","auto",NA,NA,NA,NA,NA
"331","2019-11-01 15:09:49-03","UnB","UB","156088","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K. Schum. ex Standl.","Mendaçolli, SL","1989","12","29","Grande, DA; Lopes, EA","142","1978","10","25","Brasil","Cananéia","Ilha do Cardoso, próximo aos geradores.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de +/- 2,5m de altura. Flores brancas pilosas.",NA,NA,"São Paulo",NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"37574","auto",NA,NA,NA,NA,NA
"332","2020-08-20 14:56:35-03","UFSC","FLOR","64430","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","Mondin, C.","2017","11",NA,"Mondin, C.","3723","2017","11","22","Brasil","Garuva",NA,"-48.735278","-26.030556","48º44'7''W","26º1'50''S",NA,NA,"Arbusto com cerca de 1,5m de altura","FLOR0064430","FLOR0064430","Santa Catarina",NA,NA,NA,NA,NA,"Gentianales",NA,NA,NA,NA,NA,NA,NA
"333","2020-08-20 20:39:11-03","UFSC","FLOR","23925","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Hatschbach, G.","1992",NA,NA,"Hatschbach, G.; Barbosa, E.","56141","1991","12","06","Brasil","Guaraqueçaba","Rio Guaraqueçaba, próximo à barra.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"arbusto, flor alva, 2m altura","FLOR0023925",NA,"Paraná",NA,NA,NA,NA,NA,"Gentianales","37295","auto",NA,NA,NA,NA,NA
"334","2020-08-20 20:39:11-03","UFSC","FLOR","23924","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Hatschbach, G.","1992",NA,NA,"Silva, J.M.; Guimarães, D.","1061","1991","11","03","Brasil","Guaratuba","Candeias.","-48.5746994018555","-25.8827991485596",NA,NA,"5","5","arbusto, flor alva, 2,5m altura","FLOR0023924",NA,"Paraná",NA,NA,NA,NA,NA,"Gentianales","41937","auto",NA,NA,NA,NA,NA
"335","2020-08-20 20:39:11-03","UFSC","FLOR","20814","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora","K.Schum. ex Standl.","Falkenberg, D.B.","1990",NA,NA,"Falkenberg, D.B.; Da-Ré, M.","5413","1990","11","02","Brasil","Itapoá","Fazenda Palmital (propriedade de Lúcio Machado), próximo da Volta Grande.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"arbusto, corola branca. Estilete bífido, 4 estames inclusos. Espécie bastante freqüente, muito ornamental.","FLOR0020814",NA,"Santa Catarina",NA,NA,NA,NA,NA,"Gentianales","18121","auto",NA,NA,NA,NA,NA
"336","2021-03-04 15:46:11-03","IF","SPSF","24569","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"M.Sztutman","242","1999","01","11","Brasil","Pariquera Açu","P.E.Pariquera Abaixo",NA,NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"337","2021-03-04 15:46:11-03","IF","SPSF","51949","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.","A. Benedito","2017","02","10","A. Maruyama & L. Cicco","791","2017","02","02","Brasil","Praia Grande","Km 99 da Rodovia 101","-46.504167","-24.014722",NA,NA,"10","10","COLETA: Arbusto ca.2,0m alt. Frutos de coloração esbranquiçada.; GEOGRAFIA: Floresta da Planície Costeira, Restinga Arbórea próximo ao CPD da Praia Grande, sentido Serra Leoa, borda.;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"338","2021-03-04 15:46:11-03","IF","SPSF","27542","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","898","2001","01","12","Brasil","São Vicente","Parque Estadual Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","25482","auto","Magnoliopsida",NA,NA,NA,NA
"339","2021-03-04 15:46:11-03","IF","SPSF","27572","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","928","2001","01","19","Brasil","São Vicente","Parque Estadual Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","25482","auto","Magnoliopsida",NA,NA,NA,NA
"340","2021-03-04 15:46:11-03","IF","SPSF","30690","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","1214","2002","11","29","Brasil","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: regiao Paranapua, mata de encosta&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","25482","auto","Magnoliopsida",NA,NA,NA,NA
"341","2021-03-04 15:46:11-03","IF","SPSF","36914","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"F. de Barros","2325","1991","10","30","Brasil","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: morro do Pereirinha&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","37574","auto","Magnoliopsida",NA,NA,NA,NA
"342","2021-03-04 15:46:11-03","IF","SPSF","46888","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"D.Sampaio","143",NA,NA,NA,"Brasil","Cananéia","P.E.Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"GEOGRAFIA: Arredores do Centro de Pesquisa - Perequê. Floresta Alta de Restinga.&nf;(Parcela PEIC - Outra numeração 145);",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","37574","auto","Magnoliopsida",NA,NA,NA,NA
"343","2021-03-04 15:46:11-03","IF","SPSF","19589","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"S.E.Martins","124","1993","11","04","Brasil","Cubatão","P.E.da Serra do Mar","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","15123","auto","Magnoliopsida",NA,NA,NA,NA
"344","2021-03-04 15:46:11-03","IF","SPSF","19588","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"S.E.Martins","125","1994","11","24","Brasil","Cubatão","Vale do Rio Mogi","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","15123","auto","Magnoliopsida",NA,NA,NA,NA
"345","2021-03-04 15:46:11-03","IF","SPSF","44194","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea","(Spreng.) K.Schum.",NA,NA,NA,NA,"R.A.F.Lima & A.G.Aguirre","857","2008","10","20","Brasil","Ibiúna","Parque Estadual de Jurupará, Base roda D'Água","-47.2200012207031","-23.6499996185303",NA,NA,"700","800","COLETA: Floresta Ombrófila Densa Montana.; GEOGRAFIA: Trilha do Jatobá;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","43112","auto","Magnoliopsida",NA,NA,NA,NA
"346","2021-03-04 15:46:11-03","IF","SPSF","23720","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"S.C.P.M.Souza & E.Carrolo",NA,"1999","02","04","Brasil","Juquitiba","P.E.Jurupara","-47.060001373291","-23.9300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: sitio Ponderosa, mata fechada&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","24559","auto","Magnoliopsida",NA,NA,NA,NA
"347","2021-03-04 15:46:11-03","IF","SPSF","25110","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.R.L.Godoy","71","1999","01","10","Brasil","Pariquera-Açú","Parque Ecológico Pariquera Abaixo PEPA","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","17990","auto","Magnoliopsida",NA,NA,NA,NA
"348","2021-03-04 15:46:11-03","IF","SPSF","34789","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,"S.L.Jung-Mendaçolli","2005","08","22","F. M. Souza & M. T. Z. Toniato & D.Souza","507","2005","02","23","Brasil","Salesópolis","Parque Estadual da Serra do Mar","-45.8400001525879","-23.5300006866455",NA,NA,"1278","1278","COLETA: XLS: SPSFNovo; Árvore ca. 7,5 m, frutos amarelos; GEOGRAFIA: Trilha da Torre (SABESP). Floresta Ombrófila Densa Montana.&nf;UTM: X=428614 Y=7386173;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","18032","auto","Magnoliopsida",NA,NA,NA,NA
"349","2021-03-04 15:46:11-03","IF","SPSF","27492","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","865","2000","12","08","Brasil","São Vicente","Parque Estadual Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","25482","auto","Magnoliopsida",NA,NA,NA,NA
"350","2021-03-04 15:46:11-03","IF","SPSF","32566","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","coriacea","Rudgea coriacea",NA,NA,NA,NA,NA,"J.A.Pastore & C.Moura","1266","2003","10","17","Brasil","São Vicente","P.E.Xixova-Japui, Paranapua","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: barranco na beira da estrada&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","25482","auto","Magnoliopsida",NA,NA,NA,NA
"351","2021-03-04 15:46:12-03","IF","SPSF","24464","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora",NA,NA,NA,NA,NA,"M.R.Gorenstein","52","1999","01","07","Brasil","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: restinga&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","55628","auto","Magnoliopsida",NA,NA,NA,NA
"352","2021-03-04 15:46:12-03","IF","SPSF","25199","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora",NA,NA,NA,NA,NA,"C.Kozera","818","1999","01","10","Brasil","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa, restinga alta&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","55628","auto","Magnoliopsida",NA,NA,NA,NA
"353","2021-03-04 15:46:12-03","IF","SPSF","36978","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora",NA,NA,NA,NA,NA,"D.A. De Grande & E.A.Lopes","142","1978","10","25","Brasil","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: próximo aos geradores&nf;;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","37574","auto","Magnoliopsida",NA,NA,NA,NA
"354","2021-03-04 15:46:12-03","IF","SPSF","24446","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","villiflora","Rudgea villiflora",NA,NA,NA,NA,NA,"M.R.Gorenstein","111","1999","01","11","Brasil","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"SP",NA,"América do Sul",NA,NA,"Magnoliophyta","Rubiales","55628","auto","Magnoliopsida",NA,NA,NA,NA
"355","2014-10-09 13:58:34-03","UHH","HBG","506532","S","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Ule, E.","353","1884","10",NA,"Brazil",NA,"Pr. St. Catharina, Sao Francisco",NA,NA,NA,NA,NA,NA,"Herb. E. Ule NEOTROP","HBG506532","HBG506532",NA,"Isolectotype","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Luschnath, B","s.n.",NA,NA,NA,"Brazil","Macaé",NA,"-41.7869","-22.3708",NA,NA,NA,NA,"In silvis.; HABITAT: In silvis.",NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA
"357","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Stevens, AD","s.n.",NA,NA,NA,"Brazil",NA,"in silvis prope Rio de Janeiro in Ilha do Governador",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","7673",NA,NA,NA,"Brazil",NA,"ad Larangeiras",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Riedel, L","1057",NA,NA,NA,"Brazil","Rio de Janeiro","In silvis ad pedem montis Corcovado.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"360","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Harrison, DS","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Ad Larangeiras.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"361","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Harrison, DS","s.n.",NA,NA,NA,"Brazil",NA,"ad Larangeiras",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","4828",NA,NA,NA,"Brazil",NA,"ad Larangeiras",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Schott, HW; Pohl, JBE","5331",NA,NA,NA,"Brazil",NA,"Porto d'Estrella",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Gardner, G","185",NA,NA,NA,"Brazil","Ilha do Governador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","1517",NA,NA,NA,"Brazil",NA,"ad Larangeiras",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Luschnath, B","s.n.",NA,NA,NA,"Brazil",NA,"in silvis Macahé",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Schott, HW; Pohl, JBE","898",NA,NA,NA,"Brazil",NA,"Porto d'Estrella",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Gardner, G","185",NA,NA,NA,"Brazil",NA,"in silvis prope Rio de Janeiro in Ilha do Governador",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Burchell, WJ","1233","1825","12","19","Brazil","Rio de Janeiro","IBB/Aqueduct, Lapa, RJ, Along the Aqueduct as on 8 Sept., no 819","-43.182","-22.912","-43.182","-22.912",NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil",NA,"ibidem in collibus soccis ad Catete",NA,NA,NA,NA,NA,NA,NA,NA,"P06P5N0025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Martius, CFP","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","IBB/Catete, Rio de Janeiro, RJ, Catete","-43.11","-22.555","-43.11","-22.555",NA,NA,"In collibus siccis ad Catete.; HABITAT: In collibus siccis ad Catete.",NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","1517",NA,NA,NA,"Brazil","Rio de Janeiro","Ad Larangeiras.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"373","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Sello, HL","336",NA,NA,NA,"Brazil","Rio de Janeiro","In silvis ad pedem montis Corcovado.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"374","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Sello, HL","336",NA,NA,NA,"Brazil","Rio de Janeiro","In silvis ad pedem montis Corcovado.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"375","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","7673",NA,NA,NA,"Brazil","Rio de Janeiro","Ad Larangeiras.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"376","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Glaziou, AFM","4828",NA,NA,NA,"Brazil","Rio de Janeiro","Ad Larangeiras.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"377","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha","(Gardner) Benth.",NA,NA,NA,NA,"Riedel, L","1057",NA,NA,NA,"Brazil","Rio de Janeiro","in silvis ad pedem montis Corcovado","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"P06P5N0025","Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"378","2017-09-11 17:13:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rubiaceae","Rudgea","eriantha","Rudgea eriantha gracilis","Müll.Arg.",NA,NA,NA,NA,"Pohl, JBE","5380",NA,NA,NA,"Brazil",NA,"in prov. Rio de Janeiro ad Porto d' Estrella",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gracilis"
