"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"52","2020-06-30 18:31:59-03","UFJF","CESJ","46872","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","R.L.Esteves","F.M. Ferreira; et al.","997","2006","03","08","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Liana rasteira no campo rupestre arbustivo. Flores vináceas. Trilha entre a Lombada e o Cruzeiro.","CESJ046872","CESJ046872",NA,NA,NA,NA,"30417","auto","2007","04","25",NA,NA,NA,NA,NA
"53","2020-06-30 18:31:59-03","UFJF","CESJ","66681","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","L.V.V. Cruz","L.V.V. Cruz; T.R. Fonseca","19","2015","05","24","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Lagoa Seca","-43.793098449707","-21.8425006866455",NA,"Subartbusto, flor branca, entre Poaceae","CESJ066681",NA,NA,NA,NA,NA,"30417","auto","2015","06","23",NA,NA,NA,NA,NA
"54","2020-06-30 18:31:59-03","UFJF","CESJ","53688","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","R.Borges","R.C. Forzza; et al.","3054","2004","03","09","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata em frente a entrada do Parque.","-43.793098449707","-21.8425006866455",NA,"Trepadeira na borda da mata, folhas discolores, inflorescencias e brácteas verdes com tons vináceos, 5 ex.","CESJ053688","CESJ053688",NA,NA,NA,NA,"30417","auto","2006",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:24:42-03","UNICAMP","UEC","2175","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Vieira, MF","Shepherd, GJ; Semir, J; Andrade, JB; Salgado, PR","7162","1978","02","21",NA,"Brazil","Minas Gerais","Piumhi","Parque Nacional da Serra da Canastra, entre Piumhi e Araxá, ca. 80km de Piumhi.",NA,NA,NA,"Prostrada; flores creme.; Campo com lugares brejosos.","UEC128581","UEC128581","1400","1400",NA,NA,NA,NA,"1989","05",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:24:42-03","UNICAMP","UEC","111792","S","Plantae","Magnoliopsida",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Nakajima, JN","Nakajima, JN; Romero, R; Cesar, R; Zanini, E","828","1995","03","18",NA,"Brazil","Minas Gerais","São Roque de Minas","Estrada do Chapadão Diamante, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,"Herbácea prostrada. Brácteas e corola creme.; Campo rupestre.","UEC128582","UEC128582",NA,NA,NA,NA,"57119","auto","1998",NA,NA,NA,NA,NA,NA,NA
"57","2019-10-16 09:41:27-03","PUCRS","MPUC","9729","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mara Rejane Ritter",NA,NA,"2001","01","28","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"58","2019-01-17 11:24:33-02","PUCRS","MPUC","15711","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","L. Eggers",NA,NA,"2004","01","04","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2004","01","01","-50.1744444000","-29.4808333000","1",NA,NA
"59","2019-01-17 11:24:33-02","PUCRS","MPUC","20399","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","L. Eggers",NA,NA,"2004","01","04","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.5835990905762","-29.4480991363525",NA,"Trabalho de Fitossociologia da Vegetação Campestre do CPCN Pró-Mata",NA,NA,NA,NA,"Magnoliopsida",NA,"76715","auto","2004","01","01",NA,NA,"1",NA,NA
"60","2021-01-28 13:24:30-03","PUCRS","MPUC","12967","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","N.I. Matzenbacher",NA,NA,"2000","04","07","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,"Campo (F:84)",NA,NA,NA,NA,"Magnoliopsida",NA,"76715","auto",NA,NA,NA,NA,NA,"1",NA,NA
"61","2021-01-28 13:24:30-03","PUCRS","MPUC","8144","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mara Rejane Ritter",NA,NA,"1997","04","15","South America","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,"Coleta entre gramíneas com ramos sobre o solo",NA,NA,NA,NA,"Magnoliopsida",NA,"76715","auto",NA,NA,NA,NA,NA,"1",NA,NA
"62","2019-10-16 09:41:27-03","PUCRS","MPUC","10757","S","Plantae",NA,"Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Mara Rejane Ritter",NA,NA,"1997","04","03","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"63","2021-03-16 17:50:58-03","UCS","HUCS","48023","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Ritter, M.R.","1282","2001","01","20",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","55 Km de Silveira para São Joaquim passando Lageadinho","-50.0657997131348","-28.7483005523682",NA,"ICN 119098&nf;Acervo: Espécie ameaçada de extinção (vulnerável); Em cima de barranco na beira da estrada",NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:50:58-03","UCS","HUCS","48022","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Dutra, J.","1439","1937","02","08",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Caraúna","-50.4166984558105","-28.6678009033203",NA,"ICN 015439&nf;Acervo: Espécie ameaçada de extinção (vulnerável)",NA,NA,NA,NA,NA,NA,"55856","auto","2002","06","24",NA,NA,NA,NA,NA
"65","2021-03-16 17:50:58-03","UCS","HUCS","18961","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Robinson, H.","Wasum, R.A.","1396","2002","03","17",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,"Em beira da mata",NA,NA,NA,NA,NA,NA,"76715","auto","2002","06",NA,NA,NA,NA,NA,NA
"66","2019-06-27 10:24:10-03","UFES","VIES","24713","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Ritter, M.R.","1308","2001","01","23",NA,"Brasil","Santa Catarina","Capão Alto","34 km de lages, em direção ao rio Pelotas BR 116 - km 285.","-50.5119018554688","-27.9368991851807",NA,NA,"VIES024713","VIES024713",NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-06-27 10:24:10-03","UFES","VIES","27164","S","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Menezes, L.F.T.; Sá, C.F.C.; Ribeiro, R.; Faria, M.B. & Giaretta, A.O.","1611","2007","03","18",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade.","-39.8588981628418","-18.716100692749",NA,NA,"VIES027164","VIES027164",NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:16:36-03","MBM","MBM","251702","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Malme, O.","s.c.","134",NA,NA,NA,"Southern America","Brazil",NA,NA,"s",NA,NA,NA,NA,"MBM251702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:16:36-03","MBM","MBM","389117","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Cordeiro, J.","Silva, J.M.; Souza, V.C.; Moraweta, J.; Randle, C.; Souza, V.C.; Moraweta, J.; Randle, C.","8495","2014","03","27","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luiz do Purunã","-49.640833","-25.471667",NA,"Volúvel; capítulos alvacentos.; Orla de capão.","MBM389117","MBM389117","1190","1190",NA,NA,NA,NA,"2014","05","14","-49.640833","-25.471667",NA,NA,NA
"70","2020-12-21 16:16:36-03","MBM","MBM","428670","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Lozano, E.D.","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2673","2014","03","11","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Pinheirinhos, Capão da Onça","-50.025417","-25.102389",NA,"Trepadeira, flor alva, campo seco.; Campos Gerais.","MBM428670",NA,NA,NA,NA,NA,NA,NA,"2018",NA,NA,"-50.025417","-25.102389",NA,NA,NA
"71","2020-12-21 16:16:36-03","MBM","MBM","26796","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27981","1971","11","15","Southern America","Brazil","Minas Gerais","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,"MBM026796","MBM026796",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:16:36-03","MBM","MBM","190385","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10396","1979","03","15","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM190385",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:16:36-03","MBM","MBM","190388","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","10814","1979","03","30","Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM190388","MBM190388",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:16:36-03","MBM","MBM","128651","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Kummrow, R.; Chautems, A.; Cordeiro, J.; Chautems, A.; Cordeiro, J.","3128","1989","03","10","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,"MBM128651","MBM128651",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:16:36-03","MBM","MBM","190387","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","11178","1980","02","13","Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM190387",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:16:36-03","MBM","MBM","190384","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Barroso, G.M.","Moreira f, H.","198","1960","02","23","Southern America","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"MBM190384",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:16:36-03","MBM","MBM","190489","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Dombrowski, L.T.","1770","1966","03",NA,"Southern America","Brazil","Paraná","Curitiba","Colônia Orleans","-49.2731018066406","-25.4277992248535",NA,NA,"MBM190489","MBM190489",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:16:36-03","MBM","MBM","389429","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Barboza, E.","Felitto, G.; Lozano, E.D.; Lozano, E.D.","526","2013","03","14","Southern America","Brazil","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,"Erva reptante; capítulos amarelados. Unicata.; Campo limpo.","MBM389429","MBM389429",NA,NA,NA,NA,"35166","auto","2014","05",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:16:36-03","MBM","MBM","38254","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Hatschbach, G.","Hatschbach, G.","7877","1961","04","01","Southern America","Brazil","Paraná","Palmeira","Colônia Quero-Quero","-50.0064010620117","-25.4293994903564",NA,NA,"MBM038254","MBM038254",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:16:36-03","MBM","MBM","23404","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Hatschbach, G.","Hatschbach, G.","2374","1970","06","10","Southern America","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM023404","MBM023404",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:16:36-03","MBM","MBM","53310","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Hatschbach, G.","3543","1957","02","25","Southern America","Brazil","Paraná","São Jerônimo da Serra","Fazenda do Nho Ó","-50.7411003112793","-23.7275009155273",NA,NA,"MBM053310","MBM053310",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:16:36-03","MBM","MBM","324420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Ritter, M.R.","Ritter, M.R.","1306","2001","01","23","Southern America","Brazil","Santa Catarina","Capão Alto","A 8 km de Lages, em direção ao rio Pelotas","-50.5119018554688","-27.9368991851807",NA,"Em beira de estrada","MBM324420","MBM324420",NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:16:36-03","MBM","MBM","34946","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Hatschbach, G.; et al.; et al.","27981","1971","11","15","Southern America","Brazil","Minas Gerais","Diamantina","Biri-Biri","-43.6002998352051","-18.2493991851807",NA,NA,"MBM034946","MBM034946",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:16:36-03","MBM","MBM","68222","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Hatschbach, G.","43636","1981","02","21","Southern America","Brazil","Paraná","Balsa Nova","1km L do Rio das Pombas","-49.6356010437012","-25.5839004516602",NA,NA,"MBM068222","MBM068222",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:16:36-03","MBM","MBM","38253","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Barroso, G.M.","Hatschbach, G.","6778","1960","02","23","Southern America","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"MBM038253","MBM038253",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:16:36-03","MBM","MBM","5183","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Barroso, G.M.","Tessmann, G.","s.n.","1950","03","28","Southern America","Brazil","Paraná","Curitiba","Curitiba, estrada a Quatro Barras, 18km da cidade","-49.2731018066406","-25.4277992248535",NA,NA,"MBM005183","MBM005183",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:16:36-03","MBM","MBM","172725","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Robinson, H.","Ribas, O.S.; Cruz, J.M.; Cruz, J.M.","798","1995","03","16","Southern America","Brazil","Paraná","Curitiba","Vila Macedo","-49.2731018066406","-25.4277992248535",NA,NA,"MBM172725","MBM172725",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:16:36-03","MBM","MBM","65505","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Kummrow, R.; Anderson, W.R.; Anderson, W.R.","1096","1976","03","17","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM065505","MBM065505",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:16:36-03","MBM","MBM","6895","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Holmes, W.C.","Hatschbach, G.","17394","1967","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,"MBM006895","MBM006895",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:16:36-03","MBM","MBM","17196","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24799","1971","09","27","Southern America","Brazil","Paraná","São Jerônimo da Serra","Fazenda Nho Ó","-50.7411003112793","-23.7275009155273",NA,NA,"MBM017196","MBM017196",NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:16:38-03","MBM","MBM","104474","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","kleiniana","Mikania kleiniana","Cabrera",NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","39692","1985","01","27","Southern America","Brazil","Paraná","Palmas","32km de Horizonte, Rod. BR-280","-51.9906005859375","-26.4841995239258",NA,NA,"MBM104474","MBM104474",NA,NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:16:38-03","MBM","MBM","170517","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","kleiniana","Mikania kleiniana","Cabrera","Cristóbal, C.L.","Krapovickas, A.; et al.; et al.","44686","1994","01","29","Southern America","Brazil","Rio Grande do Sul","Canela","Camino a São Francisco de Paula, 12km E de Canela","-50.815601348877","-29.3656005859375",NA,NA,"MBM170517","MBM170517",NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2015-09-04 05:39:40-03","MNHN","RECOLNAT_MNHN_P","P02691828","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.895 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02691828' target='other'> <mi>dwc_moreinfo</mi></a>","P02691828","P02691828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-09-04 05:39:40-03","MNHN","RECOLNAT_MNHN_P","P02691829","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02691829' target='other'> <mi>dwc_moreinfo</mi></a>","P02691829","P02691829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:33:14-03","UFMG","BHCB","117402","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Rezende, SG; Rezende, EG; Mendes, MS","2065","2007","01","30","Southern America","Brasil","Minas Gerais","Itabirito","Sítio Lagartixa., Próximo a BR 040.","-43.932778","-20.301667",NA,"Plantas do Brasil. Campo sujo. Herbáceo.; Herbáceo.; Campo sujo.","BHCB006916",NA,"1260","1260",NA,NA,NA,NA,"2013","02",NA,"-43.932778","-20.301667",NA,NA,NA
"96","2020-12-11 11:33:14-03","UFMG","BHCB","11745","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Pereira, LAM","s.n.","1987","11","29","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda., Belo Horizonte, km 2 Serra da Moeda.","-43.966667","-20.3",NA,"Campo rupestre. Herbáceo.; Herbácea.; Campo rupestre.","BHCB006994",NA,"1550","1550",NA,NA,NA,NA,"2013","02",NA,"-43.966667","-20.3",NA,NA,NA
"97","2020-12-11 11:33:14-03","UFMG","BHCB","118144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Viana, PL; Mota, NFO; Echternacht, LA; Silva, LVC; Maciel, GM","3853","2008","03","11","Southern America","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio.","-44.666667","-22.05",NA,"Liana. Flores creme.; Liana, flores cremes.","BHCB006914",NA,"1900","1900",NA,NA,NA,NA,"2013","02",NA,"-44.666667","-22.05",NA,NA,NA
"98","2020-12-11 11:33:14-03","UFMG","BHCB","171558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Silva, JM; Souza, VC de; Moraweta, J; Randle, C","8495","2014","03","27","Southern America","Brasil","Paraná","Balsa Nova","Serra de São Luiz do Purunã.","-49.640833","-25.471667",NA,"Volúvel; capítulos alvacentos.; Orla de capão.","BHCB016247",NA,"1190","1190",NA,NA,NA,NA,"2014","05","14","-49.640833","-25.471667",NA,NA,NA
"99","2020-12-11 11:33:15-03","UFMG","BHCB","68666","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Lombardi, JA","4516","2002","02","19","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto., Trilha do alojamento até o Córrego das Éguas.","-43.343333","-18.122222",NA,"Plantas do Brasil. Cerrado e mata ciliar. Herbáceo. Folhas papiráceas. Brácteas esverdeadas. Inflorescências brancas. Coordenadas indicadas na exsicata como: 18°07'20-40''S e 43°20'36''-21'53''W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.343333","-18.122222",NA,NA,NA
"100","2020-12-11 11:33:15-03","UFMG","BHCB","92816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Echternacht, LA; Mota, RC da","1012","2005","05","16","Southern America","Brasil","Minas Gerais","Aiuruoca","Reserva Natural do Matutu. Macieira.","-44.668333","-22.084444",NA,"Plantas do Brasil. Campo de altitude antropizado. Herbáceo prostante. Capítulos creme.; Erva prostante em campo de altitude antropofizado, capítulos cremes.","BHCB006913",NA,"1745","1745",NA,NA,NA,NA,"2013","02",NA,"-44.668333","-22.084444",NA,NA,NA
"101","2020-12-11 11:33:14-03","UFMG","BHCB","104316","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Ritter, MR","1308","2001","01","23","Southern America","Brasil","Santa Catarina","Capão Alto","A 34km de Lages, em direção ao rio Pelotas. BR 116, km 285.","-50.5119018554688","-27.9368991851807",NA,"Beira de estrada.",NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:33:14-03","UFMG","BHCB","127560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Rezende, SG","2836","2008","11","06","Southern America","Brasil","Minas Gerais","Ouro Preto","Mina de Fabrica","-43.5080986022949","-20.2875003814697",NA,"Campo sujo de Cerrado, herbáceo","BHCB006915",NA,"1075","1075",NA,NA,"44599","auto","2013","02",NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:33:14-03","UFMG","BHCB","106779","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Teles, AM; Mota, RC da; Batista, JAN; Mota, NFO; Viana, PL","323","2007","03","19","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto., Entre a portaria e a sede do parque, próximo ao heliporto.","-43.3908004760742","-18.0041999816895",NA,"Plantas do Brasil. Campo úmido. Subarbustivo ereto, ca. 0,7m.",NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:33:14-03","UFMG","BHCB","67241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","decumbens","Mikania decumbens","Malme",NA,"Mota, RC da","1043","2000","12","14","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,"Arbusto; Campo rupestre","BHCB025091",NA,NA,NA,NA,NA,"11966","auto","2012","09",NA,NA,NA,NA,NA,NA
