"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","class","order","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount","typeStatus"
"53","2021-03-15 18:25:23-03","USP","SPF","208832","PreservedSpecimen","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","01","Heiden, G; Heiden, G","1197","2010","01","29",NA,"Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Balneário do Hermenegildo, Próximo à Alameda das Acácias, ca. de 500 m antes do balneário.","-53.269444","-33.660556","-53.269444","-33.660556","8","8","Subarbusto ca. 1 m alt., em banhado. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada.","SPF00208832",NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"54","2020-04-23 19:32:04-03","F","FMNH-SEEDPLANTS","V0504060F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"A. G. Schulz","53","1930","10",NA,"South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504060F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-04-23 19:32:08-03","F","FMNH-SEEDPLANTS","V0504061F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"A. L. Cabrera","3924","1936","11","16","South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,"V0504061F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-04-23 19:32:12-03","F","FMNH-SEEDPLANTS","V0504062F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"J. Irigoyen","284","1976","2","22","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504062F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-04-23 19:32:16-03","F","FMNH-SEEDPLANTS","V0504063F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"S. G. Tressens et al.","3579","1989","2","24","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504063F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-04-23 19:32:20-03","F","FMNH-SEEDPLANTS","V0504064F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"J. da Costa Sacco","808","1957","12","4","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0504064F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-04-23 19:32:24-03","F","FMNH-SEEDPLANTS","V0504065F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"C. Diego Legrand","115","1934",NA,NA,"South America","Uruguay",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,"V0504065F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-04-23 19:32:28-03","F","FMNH-SEEDPLANTS","V0504066F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"A. Schinini","27549","1993","1","19","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504066F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-04-23 19:32:32-03","F","FMNH-SEEDPLANTS","V0504067F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"M. M. Job","2242","1947","10","31","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504067F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-04-23 19:32:37-03","F","FMNH-SEEDPLANTS","V0504068F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"E. L. Ekman","214","1908","1","14","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504068F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-04-23 19:32:41-03","F","FMNH-SEEDPLANTS","V0504069F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"A. E. Burkart","8841","1937","12","15","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504069F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-04-23 19:32:45-03","F","FMNH-SEEDPLANTS","V0504070F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"A. E. Burkart","8704","1937","12","18","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504070F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-23 19:32:49-03","F","FMNH-SEEDPLANTS","V0504071F","PreservedSpecimen","Plantae","Spermatophyta","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii",NA,NA,NA,NA,"T. Meyer","6524","1944","2","6","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0504071F",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:52:38-03","UFU","HUFU","68495","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Schneider, A.A.",NA,NA,"Schneider, A.A.","1376","2006","10","30",NA,"Brasil","Rio Grande do Sul",NA,"BR 471 Km 478, Perto de Quinta, em direção Taim.",NA,NA,NA,NA,"50","50","Arbusto de 2 m.; Banhado","HUFU00043223","HUFU00043223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:34:43-03","UFRGS","ICN","153688","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Schneider, AA",NA,NA,"Schneider, AA","1376","2006","10","30","América do Sul","Brasil","RS","Rio Grande","BR 471 km 478 perto de Quinta em direçao ao Taim","-52.0985984802246","-32.0349998474121",NA,NA,"50","50","Arbusto de 2 m; Banhado",NA,NA,NA,NA,NA,"82892","auto",NA,NA,NA,NA
"68","2021-02-08 12:34:43-03","UFRGS","ICN","148810","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Schneider, AA",NA,NA,"Schneider, AA","1397","2006","11","29","América do Sul","Brasil","SC","Palhoça","Campos de Maciambu (Reserva Municipal 27° 50' 40.8''S e 49° 37 ' 40.7''W)","-49.627778","-27.844444","-49.627778","-27.844444","7","7","Banhado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:34:43-03","UFRGS","ICN","046148","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","03","Quarin, A Schinini; C.","14505","1977","11","18","América do Sul","Argentina","Corrientes",NA,"Mercedes Paso Lucero Ruta 23 y Rio Corrientes",NA,NA,NA,NA,NA,NA,"1,50m de altura.; Em pajonal com Panicum prionitis.",NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:34:43-03","UFRGS","ICN","179616","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G",NA,NA,"Heiden, G; Iganci, JRV","1459","2011","01","03","América do Sul","Uruguai","Treinta y Tres","Treinta y Tres","Sierra del Yerbal. Estrada vicinal para a Quebrada de los Cuervos","-54.435","-32.919722","-54.435","-32.919722","230","230","Doação Herbário SPF; subarbusto na vegetação ripária, ca. 1,5 m alt. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada; campos de clima temperado (pampas), vegetação subarbustiva em área de afloramentos rochosos granític",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:34:43-03","UFRGS","ICN","179619","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","02","Heiden, G; Heiden, G","1293","2010","02","28","América do Sul","Brasil","RS","Uruguaiana","Itapitocaí. BR 472, próximo à ponte sobre o Rio Itapitocaí","-57.116389","-29.885278","-57.116389","-29.885278","54","54","Doação Herbário SPF; subarbusto, ca. 1 m alt. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta estaminada; campos de clima temperado (pampas), banhado",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:34:43-03","UFRGS","ICN","179678","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2011","01","Heiden, G; Iganci, JRV","1472","2011","01","06","América do Sul","Uruguai","Lavalleja","La Mariscala","Arroyo Marmarajá. Ruta 8, km 173.250, imediações da ponte","-54.7825","-34.060556","-54.7825","-34.060556","112","112","Doação Herbário SPF; subarbusto na vegetação ripária, ca. 1,5 m alt. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada; campos de clima temperado (pampas) com matas ciliares semideciduais",NA,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:34:43-03","UFRGS","ICN","187905","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2016","12","Ahumada, O","1250","1977","10","21","América do Sul","Argentina","Corrientes","Sauce","23 km N de Sauce em galería, 1,50 m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:34:43-03","UFRGS","ICN","198441","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","01","Heiden, G","1197","2010","01","29","América do Sul","Brasil","RS","Santa Vitória do Palmar","Balneário do Hermenegildo. Próximo à Alameda das Acácias, ca. De 500 m antes do balneário","-53.269444","-33.660556","-53.269444","-33.660556",NA,NA,"Subasrbusto ca. 1 m alt., em banhado. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada; Campos de clima temperado (pampas) com banhados",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:34:43-03","UFRGS","ICN","198442","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","01","Heiden, G","1197","2010","01","29","América do Sul","Brasil","RS","Santa Vitória do Palmar","Balneário do Hermenegildo. Próximo à Alameda das Acácias, ca. De 500 m antes do balneário","-53.269444","-33.660556","-53.269444","-33.660556",NA,NA,"Subarbusto ca. 1 m alt., em banhado. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta pistilada; Campos de clima temperado (pampas) com banhados",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:34:43-03","UFRGS","ICN","198443","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2010","01","Heiden, G","1198","2010","01","29","América do Sul","Brasil","RS","Santa Vitória do Palmar","Balneário do Hermengildo. Próximo à Alameda das Acácias, ca. De 500 m antes do balneário","-53.269444","-33.660556","-53.269444","-33.660556",NA,NA,"Subarbusto ca. 1 m alt., em banhado. Ramos verdes. Brácteas involucrais verde-claras. Flores alvas. Planta estaminada; Campos de clima temperado (pampas) com banhados",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:34:43-03","UFRGS","ICN","053584","S","Plantae","Dicotyledon","Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Irgang, BE",NA,NA,"Irgang, BE","s.n.","1983","04","07","América do Sul","Brasil","RS","Tramandaí","Rio Tramandaí","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Emergente.",NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"78","2019-11-21 10:00:00-03","IBt","SP","16592","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Barroso, GM",NA,NA,"Pennington, MS","12","1903","01","20","Southern America","Argentina","Buenos Aires",NA,"Rio Lujan, delta do Rio Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:00:00-03","IBt","SP","25364","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2007","11","Lorentz, PG","s.n.","1877",NA,NA,NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP031441","SP031441",NA,NA,"05",NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:00:00-03","IBt","SP","27669","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Cabrera, AL",NA,NA,"Cabrera, AL","1503","1930","10","31","Southern America","Argentina","La Plata","Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:00:00-03","IBt","SP","53858","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Heiden, G","2007","11","Montes, JE","1754","1946","01","10","Southern America","Argentina","Candelaria","Santa Ana",NA,NA,NA,NA,NA,NA,NA,NA,"SP031442","SP031442",NA,NA,"05",NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:00:00-03","IBt","SP","420160","S","Plantae",NA,"Asteraceae","Baccharis","penningtonii","Baccharis penningtonii","Heering","Schneider, AA",NA,NA,"Schneider, AA","1376","2006","10","30",NA,"Brasil","Rio Grande do Sul","Rio Grande","BR 471, km 478, perto de Quinta, em direção ao Taim.","-52.0985984802246","-32.0349998474121",NA,NA,"50","50",NA,"SP031443","SP031443",NA,NA,NA,"82892","auto",NA,NA,NA,NA
