"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"447","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","42923",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"C.L. Dalmonech; T.F. Sagrillo","2011","07","30","Brasil","Espírito Santo","Aracruz","Picuã","40W21'1","19S54'42",NA,NA,NA,"Rupícula. Fruto verde. Matacão na macega","-40.350278","-19.911667",NA,NA,"104",NA,NA,NA,"MBML042923",NA,"MBML042923",NA,NA,NA,NA,NA
"448","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","29820",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L. Kollmann/27-04-2007",NA,NA,NA,"L. Kollmann","2007","04","27","Brasil","Espírito Santo","Atílio Vivácqua","Moitão","41W12'35","21S20'25",NA,NA,NA,"Rupícola no sol.","-41.209722","-21.340278",NA,NA,"9761",NA,NA,NA,"MBML029820",NA,"MBML029820",NA,NA,NA,NA,NA
"449","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","4445",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","in dupl.: Lana Sylvestre/1997",NA,NA,NA,"H. Q. Boudet Fernandes","1988","02","16","Brasil","Espírito Santo","Santa Leopoldina","estrada Santa Leopoldina-Santa Maria de Jetibá, abaixo da represa Suiça","40W32'16","20S5'46",NA,NA,NA,"Estéril, culta (jardim rupestre), herb.","-40.537778","-20.096111",NA,NA,"2289",NA,NA,NA,"MBML004445",NA,"MBML004445",NA,NA,NA,NA,NA
"450","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","45735",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","N.T.L. Pena/03-06-2016",NA,NA,NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes","2013","04","13","Brasil","Espírito Santo","Baixo Guandu","estrada de Afonso Claudio, km 22","41W2'12","19S39'44","120","120",NA,"Erva na sombra","-41.036667","-19.662222",NA,NA,"12642",NA,NA,NA,"MBML045735",NA,"MBML045735",NA,NA,NA,NA,NA
"451","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","47328",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Tulio Pena/27-01-2016",NA,NA,NA,"N. T. L. Pena; Elton John Lírio e Wellitom Q. Prates","2013","01","20","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis. Mata São Bráz - Instituto Federal do Espírito Santo - Campus Santa Teresa. Interior de mata, sobre rocha.","40W41'30","19S48'4",NA,NA,NA,"Rupicola, próximo a riacho temporário. Pinulas bem sobrepostas a raque na parte inferior, coloração de cinza a marrom que e se abrindo do meio ao apice apresentando coloração esverdeada.","-40.691667","-19.801111",NA,NA,"66",NA,NA,NA,"MBML047328",NA,NA,NA,NA,NA,NA,NA
"452","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","50788",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","C.N. Fraga/23-05-2013",NA,NA,NA,"C. N. de Fraga; H.C. Lima, R.T. Pennington & D.R.M. Neves","2013","05","23","Brasil","Espírito Santo","Colatina","Rodovia do Café, entre Colatina - Pancas. Inselberg de gnaisse","40W40'52","19S24'14","119","119",NA,"Erva ereta, ca 20cm formando tapete em locais mais úmidos. Folhas verdes discolores, face adaxial escura e abaxial clara","-40.681111","-19.403889",NA,NA,"3565",NA,NA,NA,"MBML050788",NA,"MBML050788",NA,NA,NA,NA,NA
"453","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","50806",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L.F.A. de Paula/21-05-2016",NA,NA,NA,"L.F.A. de Paula; R.G. Barbosa-Silva, R.C. Forzza","2016","05","21","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama, Furquilha","41W21'11","20S38'54","491","491",NA,"Erva rupícola. Habitat: Em ilha de vegetação sobre inselberg","-41.353056","-20.648333",NA,NA,"1056",NA,NA,NA,"MBML050806",NA,"MBML050806",NA,NA,NA,NA,NA
"454","2020-09-14 16:46:06-03","MBML","MBML-HERBARIO","5475",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","in dupl.: Lana Sylvestre/1997",NA,NA,NA,"H. Q. Boudet Fernandes","1988","12","09","Brasil","Espírito Santo","Pancas","próximo à rodovia Colatina x Pancas, lado esquerdo, após estrada para Lajinha. Vegetação campestre sobre afloramento gneissico. Cerca de 200 m/s.m.","40W48'14","19S14'18",NA,NA,NA,"Erva sobre substrato úmido, pouco espesso, sobre pedra. Ao sol.","-40.803889","-19.238333",NA,NA,"2666",NA,NA,NA,"MBML005475",NA,"MBML005475",NA,NA,NA,NA,NA
"455","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","5977",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","in dupl.: Lana Sylvestre/1997",NA,NA,NA,"H. Q. Boudet Fernandes; et al","1990","05","28","Brasil","Espírito Santo","Ibiraçu","Estação Ecológica, Morro da Vargem","40W22'37","19S53'22",NA,NA,NA,"Vegetação rupestre, sub-arbustiva em moitas.","-40.376944","-19.889444",NA,NA,"2978",NA,NA,NA,"MBML005977",NA,"MBML005977",NA,NA,NA,NA,NA
"456","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","14315",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"L. Kollmann; et al","2000","12","13","Brasil","Espírito Santo","Barra de São Francisco","Córrego da Poaia",NA,NA,NA,NA,NA,"Rupícola no sol. Erva 15cm. Folhas verdes.","-40.8908004760742","-18.7549991607666","36480","auto","3540",NA,NA,NA,"MBML014315",NA,"MBML014315",NA,NA,NA,NA,NA
"457","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","34649",NA,"Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","L. Kollmann/14-04-2008",NA,NA,NA,"L. Kollmann; A.P. Fontana & K. Brahim","2008","04","14","Brasil","Espírito Santo","Santa Leopoldina",NA,NA,NA,NA,NA,NA,"Erva rupestre no sol.","-40.5297012329102","-20.1005992889404","23799","auto","10818",NA,NA,NA,"MBML034649",NA,"MBML034649",NA,NA,NA,NA,NA
"458","2021-03-04 11:06:26-03","UFRB","HURB","21602","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Delgado Junior","2014","12","01","Silva, A.F.","2014","06","03","Brasil","Rio Grande do Norte","Cruzeta","RN 106 2-10-H4D;","36º54'12W","5º23'46S",NA,NA,NA,"UFRN 21726.","-36.903333","-5.396111",NA,NA,"68",NA,NA,NA,"HURB000021602",NA,"HURB000021602",NA,NA,NA,NA,NA
"459","2021-03-04 11:06:26-03","UFRB","HURB","3314","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","J.L. Ferreira e L.S.damascena","2007","04",NA,"França, F.; et.al.","2006","12","01","Brasil","Bahia","Morro do Chapéu","Parque Estadual de Morro do Chapéu;","41°21'19'' W","11°20'25'' S","783","783",NA,"síteo arqueológico com pinturas rupestres.","-41.355278","-11.340278",NA,NA,"5558",NA,NA,NA,"HURB000003314",NA,"HURB000003314",NA,NA,NA,NA,NA
"460","2021-03-04 11:06:26-03","UFRB","HURB","3999","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Santiago","2004","11",NA,"Melo, E.; et al.","1995","06","23","Brasil","Bahia","Serra Preta","próx.entroncamento para o Povoado do Bravo; Km 53 estrada do Feijão,Serra da Ribeira ou do Ar",NA,NA,NA,NA,NA,"sobre pequeno e raso solo sobre fenda de rocha.","-39.3316993713379","-12.1603002548218","25913","auto","1299",NA,NA,NA,"HURB000003999",NA,"HURB000003999",NA,NA,NA,NA,NA
"461","2019-06-10 10:11:40-03","FZB-BH","BHZB","1439","S","Plantae",NA,"Selaginellaceae","Selaginella","cf. convoluta","Selaginella cf. convoluta",NA,"Pôrto de Paula, L.M.",NA,NA,NA,"Pimenta, I.A.","1996","06","10","Brasil","MG","São Francisco",NA,NA,NA,NA,NA,NA,NA,"-44.8643989562988","-15.9485998153687","47492","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-06-10 10:11:40-03","FZB-BH","BHZB","7979","S","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta",NA,"L.A.A. Góes -Neto","2014","06","09","Ferreira Junior, C.A. et al.","2010","08","30","Brasil","MG","Belo Horizonte","FZB-BH - Coleção Cerrado",NA,NA,NA,NA,NA,"Cultivado. SPI 2009157. Origem: Santana do Pirapama","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2021-01-26 13:58:42-03","IMA","MAC","38426","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.C.O.Chagas","2009","04","24","Chagas-Mota; L.M.Leão","2009","04","24","Brasil","Alagoas","Água Branca","Morro do Craunã.",NA,NA,NA,NA,NA,"Erva terrestre ca. 5 cm de altura.; Caatinga.","-37.9361000061035","-9.26082992553711","18309","auto","3138",NA,NA,NA,"MAC0038426",NA,NA,NA,NA,NA,NA,NA
"464","2021-01-26 13:58:42-03","IMA","MAC","3370","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Iva C.L.Barros","1987","11","07","M.N.R.Staviski; R.P.de LYra","1982","07","22","Brasil","Alagoas","Delmiro Gouveia","AL. 220, 2km da cidade., em direção a fazendo Cachoeirinha",NA,NA,NA,NA,NA,"Caatinga.","-37.9991989135742","-9.38860988616943","26470","auto","271",NA,NA,NA,"MAC0003370",NA,NA,NA,NA,NA,NA,NA
"465","2021-01-26 13:58:42-03","IMA","MAC","3858","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"R.P. de Lyra; M.N.R.Staviski","1982","05","13","Brasil","Alagoas","Maravilha","a 4km de Poço das Trincheira. Cedro, próximo a matação.",NA,NA,NA,NA,NA,"Solo bem drenado.; Caatinga degradada","-37.3499984741211","-9.23556041717529","23051","auto","543",NA,NA,NA,"MAC0003858",NA,NA,NA,NA,NA,NA,NA
"466","2021-01-26 13:58:42-03","IMA","MAC","45439","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","E.C.O.Chagas","2010","01","21","Chagas-Mota","2010","01","21","Brasil","Alagoas","Maribondo","Fazenda Boca da Mata.",NA,NA,NA,NA,NA,"Erva ca. 10 cm de altura. Fértil.; Mata Atlântica.","-36.3053016662598","-9.57721996307373","12497","auto","6943",NA,NA,NA,"MAC0045439",NA,NA,NA,NA,NA,NA,NA
"467","2021-01-26 13:58:42-03","IMA","MAC","3237","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","M.N.R.Staviski","1984",NA,NA,"M.N.R.Staviski","1982","11","04","Brasil","Alagoas","Palmeira dos Índios","Sítio Lagoa da Areia dos Marianos.",NA,NA,NA,NA,NA,"Árborea - arbustiva; Caatinga.","-36.627498626709","-9.40721988677979","19641","auto","372",NA,NA,NA,"MAC0003237",NA,NA,NA,NA,NA,NA,NA
"468","2021-01-26 13:58:42-03","IMA","MAC","16021","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"R.P.Lyra-Lemos; et al.","2002","03","23","Brasil","Alagoas","Pão de Açúcar","Caminho na direção do riacho Poço Meno.","-37.573333","-9.715",NA,NA,NA,"Erva ressecada sobre pedra na margem do riacho.; Caatinga arbórea.","-37.573333","-9.715",NA,NA,"6436",NA,NA,NA,"MAC0016021",NA,NA,NA,NA,NA,NA,NA
"469","2021-01-26 13:58:42-03","IMA","MAC","16076","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"R.P.Lyra-Lemos; et al.","2002","05","04","Brasil","Alagoas","Pão de Açúcar","Mata da Onça, Serras com vegetação baixa ca. 2 m de altura.","-37.576389","-9.740833",NA,NA,NA,"Pteridófita encontrada embaixo das árvores.; Margem do Rio São Francisco.","-37.576389","-9.740833",NA,NA,"6661",NA,NA,NA,"MAC0016076",NA,NA,NA,NA,NA,NA,NA
"470","2021-01-26 13:58:42-03","IMA","MAC","16279","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"R.P.Lyra-Lemos; et al.","2002","06","22","Brasil","Alagoas","Pão de Açúcar","Entremontes próximo ao Rio São Francisco.","-37.510833","-9.718056",NA,NA,NA,"Terrestre.; Caatinga arbórea.","-37.510833","-9.718056",NA,NA,"6899",NA,NA,NA,"MAC0016279",NA,NA,NA,NA,NA,NA,NA
"471","2021-01-26 13:58:42-03","IMA","MAC","16301","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"R.P.Lyra-Lemos; et al.","2002","06","23","Brasil","Alagoas","Pão de Açúcar","Riacho Grande.","-37.503611","-9.723333",NA,NA,NA,"Pteridófita coletada num barranco na margem do riacho.","-37.503611","-9.723333",NA,NA,"6921",NA,NA,NA,"MAC0016301",NA,NA,NA,NA,NA,NA,NA
"472","2021-01-26 13:58:42-03","IMA","MAC","17115","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","B.Schindler","2017","03","09","R.P.Lyra-Lemos; M.N.Rodrigues; Nila Maria; R.Narcélio","2002","02","10","Brasil","Alagoas","Belo Monte","6km da zona urbana. Área da MIBASA (Boqueirão).","-37.181078","-9.796683",NA,NA,NA,"Postrada; Caatinga arbórea úmida (hipoxerófita).","-37.181078","-9.796683",NA,NA,"6036",NA,NA,NA,"MAC0017115",NA,NA,NA,NA,NA,NA,NA
"473","2021-01-26 13:58:42-03","IMA","MAC","20738","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","B.Schindler","2017","03","09","R.P.Lyra-Lemos; S.O.Souza; et al.","2004","06","26","Brasil","Alagoas","Santana do Ipanema","Margem da BR-316, a 2 km da zona urbana.","-37.272778","-9.365",NA,NA,NA,"Pteridophyta. Erva prostrada. Estéril.; Caatinga degradada.","-37.272778","-9.365",NA,NA,"8268",NA,NA,NA,"MAC0020738",NA,NA,NA,NA,NA,NA,NA
"474","2021-01-26 13:58:42-03","IMA","MAC","4289","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Marcelo Ataíde","1981",NA,NA,"M.N.R.Staviski; M.Ataide; G.L.Esteves; R.F.Rocha","1981","08","26","Brasil","Alagoas","Olho d' Água das Flores","AL. 120 a 10km de Olho D'Água das Flores em direção a Olho D'Água do Casado.",NA,NA,NA,NA,NA,"Caatinga.",NA,NA,NA,NA,"799",NA,NA,NA,"MAC0004289",NA,NA,NA,NA,NA,NA,NA
"475","2019-06-11 13:52:01-03","F","FMNH-PTERIDOPHYTES",NA,"PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","RRC ID Flag",NA,NA,NA,"L. Arroyo","1991","7","15","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"-61.5","-17.5",NA,NA,"42","South America",NA,NA,NA,NA,NA,"Lycopodiopsida",NA,"42",NA,NA
"476","2016-02-17 08:11:21-02","F","FMNH-PTERIDOPHYTES","C0640289F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"J. E. Leite","1947","9",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"4209","South America",NA,NA,"C0640289F",NA,"C0640289F_01","Lycopodiopsida",NA,NA,NA,NA
"477","2019-01-11 14:24:32-02","F","FMNH-PTERIDOPHYTES","C0656738F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Paraíba",NA,"Itaporanga",NA,NA,NA,NA,NA,NA,"-38.150458","-7.307957",NA,NA,NA,"South America",NA,NA,"C0656738F",NA,"C0656738F_01","Lycopodiopsida",NA,NA,NA,NA
"478","2015-12-09 08:47:43-02","F","FMNH-PTERIDOPHYTES","C0656742F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"-42","-11",NA,NA,NA,"South America",NA,NA,"C0656742F",NA,"C0656742F_01","Lycopodiopsida",NA,NA,NA,NA
"479","2018-06-19 12:20:39-03","F","FMNH-PTERIDOPHYTES","C0661840F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"T. J. Killeen","1985","5","16","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-64.435","-16.7261",NA,NA,"937","South America",NA,NA,"C0661840F",NA,"C0661840F_01","Lycopodiopsida",NA,NA,NA,NA
"480","2018-06-19 12:20:40-03","F","FMNH-PTERIDOPHYTES","C0661841F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"T. J. Killeen","1987","3","1","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-64.435","-16.7261",NA,NA,"2346","South America",NA,NA,"C0661841F",NA,"C0661841F_01","Lycopodiopsida",NA,NA,NA,NA
"481","2018-06-19 12:20:41-03","F","FMNH-PTERIDOPHYTES","C0661842F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"A. Glaziou","1867","6","27","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"s.n.","South America",NA,NA,"C0661842F",NA,"C0661842F_01","Lycopodiopsida",NA,NA,NA,NA
"482","2018-06-19 12:20:42-03","F","FMNH-PTERIDOPHYTES","C0661843F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"s.n.","South America",NA,NA,"C0661843F",NA,"C0661843F_01","Lycopodiopsida",NA,NA,NA,NA
"483","2018-06-19 12:20:43-03","F","FMNH-PTERIDOPHYTES","C0661844F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"H. S. Irwin","1971","2","15","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"33271","South America",NA,NA,"C0661844F",NA,"C0661844F_01","Lycopodiopsida",NA,NA,NA,NA
"484","2018-06-19 12:20:44-03","F","FMNH-PTERIDOPHYTES","C0661845F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"H. C. Cutler","1945","8","29","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"8408","South America",NA,NA,"C0661845F",NA,"C0661845F_01","Lycopodiopsida",NA,NA,NA,NA
"485","2018-06-19 12:20:45-03","F","FMNH-PTERIDOPHYTES","C0661846F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"G. J. Shepherd","1977","9","8","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"5855","South America",NA,NA,"C0661846F",NA,"C0661846F_01","Lycopodiopsida",NA,NA,NA,NA
"486","2018-06-19 12:20:46-03","F","FMNH-PTERIDOPHYTES","C0661847F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"M. de Garganta","1949",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-72.8667","3.8811",NA,NA,"1121","South America",NA,NA,"C0661847F",NA,"C0661847F_01","Lycopodiopsida",NA,NA,NA,NA
"487","2018-06-19 12:20:47-03","F","FMNH-PTERIDOPHYTES","C0661848F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"K. Fiebrig","1903","2","20","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,"904","South America",NA,NA,"C0661848F",NA,"C0661848F_01","Lycopodiopsida",NA,NA,NA,NA
"488","2018-06-19 12:20:48-03","F","FMNH-PTERIDOPHYTES","C0661849F","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,NA,"1870","5","8","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"South America",NA,NA,"C0661849F",NA,"C0661849F_01","Lycopodiopsida",NA,NA,NA,NA
"489","2021-02-04 10:30:15-03","UFRPE","HST","14106","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"A.P.L.Couto; A.C.R.Cruz, F.França et E.Melo","2005","05","05","Brasil","Bahia","Feira de Santana","Distrito de Ipuaçu","39º4'35''W","12º13'58''S","230","230",NA,"Erva rupícula. Estróbilo fértil","-39.076389","-12.232778",NA,NA,"67",NA,NA,NA,"HST014106",NA,NA,NA,NA,NA,NA,NA
"490","2021-02-04 10:30:16-03","UFRPE","HST","2527","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","S.Tavares",NA,NA,NA,"M.T.Monteiro",NA,NA,NA,"Brasil","Pernambuco","Petrolina",NA,NA,NA,NA,NA,NA,NA,"-40.5008010864258","-9.39861011505127","90462","auto","17871",NA,NA,NA,"HST002527",NA,NA,NA,NA,NA,NA,NA
"491","2021-02-04 10:30:16-03","UFRPE","HST","2034","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","S.Tavares","1966","04","20","J.S.Sobrinho","1966","03","24","Brasil","Pernambuco","Petrolina",NA,NA,NA,NA,NA,NA,"Erva que se desenvolve sobre a sombra das árvores. Ptridófita; inflorescência diminuta formando uma espigazinha.","-40.5008010864258","-9.39861011505127","90462","auto","231",NA,NA,NA,"HST002034",NA,NA,NA,NA,NA,NA,NA
"492","2021-02-09 10:14:02-03","UENF","HUENF","12069","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","D.R. Couto","2019","04","19","D.R. Couto; T.M. Francisco-Couto","2019","04","18","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama (Campos Elísios), Inselberg de Pedra Lisa. Propiedade Sra. Lurdinha. Afloramento rochoso granitóide com vegetação lenhosa muito interessante, entremeada com elementos típicos dos inselbergs do sudeste do Brasil, como Alcantarea, Selaginella e Col","41º18'33''W","20º41'56''S","188","188",NA,"Rupícola (saxícola), formando grande população em áreas com rocha exposta. Muitas vezes observada como epífita sobre raízes superficiais da árvore rupícola Pseudobombax aff. petropolitanum A.Robyns.","-41.309167","-20.698889",NA,NA,"4391",NA,NA,NA,"HUENF00012900",NA,NA,NA,NA,NA,NA,NA
"493","2021-02-09 10:14:02-03","UENF","HUENF","11986","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","D.R. Couto","2019","07","24","D.R. Couto; H. Viana & J.M.C. Covre","2019","07","24","Brasil","Espírito Santo","Muqui","Serra da Aliança. Inselberg granítico 'Serra da Alinaça'.","41º21'15''W","20º54'5''S","450","450",NA,"Erva rupícola (saxícola ou epilítica), heliófila, abundante.","-41.354167","-20.901389",NA,NA,"4651",NA,NA,NA,"HUENF00012809",NA,NA,NA,NA,NA,NA,NA
