"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","class","relatedCatalogItem","fieldNumber","typeStatus","sex"
"104","2020-11-19 10:25:30-03","CPAP","CPAP","22443","PreserverdSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Pott, V. J.","2005","06","25","Brasil","MS","Porto Murtinho","Fazenda Campo Florido, 35Km de Porto Murtinho (dique), 14Km da Rodovia BR-267",NA,NA,NA,NA,NA,"Erva 3-10cm de altura. Planta. Muito frequente.. Savana de chaco com quebracho vermelho (Schinopsis balansae) e Zigiphus,. Solo: siltoso, solódico,. Relevo: plano.","-57.8824996948242","-21.6989002227783","185577","auto","7830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-19 10:25:30-03","CPAP","CPAP","22140","PreserverdSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","V. J. Pott","2002","05",NA,"Pott, V. J.","2002","05","05","Brasil","MS","Aquidauana","Morro de Vigia, Aldeia Indígena Terena Limão Verde, Serra de Maracaju","55°41'19'' W","20°19'54'' S","250","250",NA,"Erva 15-20cm de altura, planta . Frequente.. Lage úmida em encosta ,. Solo: litos.Solo: (arenito),. Relevo: declive.","-55.688611","-20.331667",NA,NA,"5414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-11-19 10:25:30-03","CPAP","CPAP","5916","PreserverdSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Salino","1999","10",NA,"Pott, A.","1989","02","17","Brasil","MS","Porto Murtinho","18 km Oeste do córrego Capivara, BR-267 e 25 km e de Porto Murtinho","57°40' W","21°42' S","100","100",NA,"Erva rizomatosa, verde escura. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Abundante. AMBIENTE: Savana chaqueada. SUBSTRATO: solo sedimentar, mal drenado. RELEVO: quase plano.","-57.666667","-21.7",NA,NA,"4602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-02-15 11:50:40-02","IPA","IPA","19046","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Andrade-Lima","1971","04","19","Academia Brasileira de Ciências","1971","04","19","Brasil","Pernambuco",NA,"20 km de Petrolina em direção a Afrânio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","Southern America",NA,NA,"IPA0019046",NA,NA,NA,NA,NA,NA,NA
"108","2019-02-15 11:50:40-02","IPA","IPA","22959","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Grimes, I.",NA,NA,NA,"Harley, R.M.","1974","02","19","Brasil","Bahia",NA,"Serra de Itiuba, about 6 km E of Itiuba, on granitic hillside with caatinga vegetation and small river with gallery forest. This plant growing in dry soil.","-39.8","-10.683333","500","500",NA,"Rosette of curled leaves, dark green above.","-39.8","-10.683333",NA,NA,"16181","Southern America",NA,NA,"IPA0022959",NA,NA,NA,NA,NA,NA,NA
"109","2019-02-15 11:50:40-02","IPA","IPA","45961","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Moraes, J.","1991","07","21","Andrade-Lima","1981","08","26","Paraguay",NA,NA,"Cerro Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-9029","Southern America",NA,NA,"IPA0045961",NA,NA,NA,NA,NA,NA,NA
"110","2019-02-15 11:50:40-02","IPA","IPA","46408","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Andrade-Lima; et al.; et al.","1979",NA,NA,"Brasil","Pernambuco",NA,"viagem Recife-Petrolina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79-9237","Southern America",NA,NA,"IPA0046408",NA,NA,NA,NA,NA,NA,NA
"111","2019-02-15 11:50:41-02","IPA","IPA","75563","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Tavares, S.",NA,NA,NA,"Monteiro, M.T.",NA,NA,NA,"Brasil","Pernambuco","Pertolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17871","Southern America",NA,NA,"IPA0075563",NA,NA,NA,NA,NA,NA,NA
"112","2019-02-15 11:50:41-02","IPA","IPA","91991","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Oliveira, M.A.","2017","12","18","Moraes, T.M.","2017","06","01","Brasil","Pernambuco","Salgueiro","Conglomerado do Inventário Florestal Nacional.&nf; PE_78, 1-1-H","-39.06","-8.099722",NA,NA,NA,"Herbácea.; Caatinga; solo pedregoso; relevo ondulado.","-39.06","-8.099722",NA,NA,"606","Southern America",NA,NA,"IPA0091991",NA,"IPA0091991",NA,NA,NA,NA,NA
"113","2019-11-01 11:31:04-03","IPA","IPA","93530","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Oliveira, M.","2019","04","25","Oliveira, M.","2019","04","25","Brasil","Minas Gerais","Espinosa",NA,"-42.790278","-14.867778",NA,NA,NA,"Erva.; Caatinga arbustivo-arbórea densa. Solo argiloso.","-42.790278","-14.867778",NA,NA,"6525","Southern America",NA,NA,"IPA0093530",NA,NA,NA,NA,NA,NA,NA
"114","2019-02-15 11:50:40-02","IPA","IPA","45841","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Leão Barros, I.C.","1994","05","06","Andrade-Lima","1978","07","19","Brasil","Bahia","Jacobina",NA,NA,NA,NA,NA,NA,NA,"-40.5182991027832","-11.1806001663208","62396","auto","78-8602","Southern America",NA,NA,"IPA0045841",NA,NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:50:40-02","IPA","IPA","54754","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Agra, M.F.","1993","03",NA,"Agra, M.F.; Rocha, E.A.; Locatelli, E.; Fragoso, A.B.; Rocha, E.A.; Locatelli, E.; Fragoso, A.B.","1993","03","24","Brasil","Paraíba","Itaporanga","Serra Água Branca",NA,NA,NA,NA,NA,"Erva, rupestre. Toda a planta é medicinal.","-38.1502990722656","-7.30444002151489","21026","auto","1723","Southern America",NA,NA,"IPA0054754",NA,NA,NA,NA,NA,NA,NA
"116","2019-02-15 11:50:40-02","IPA","IPA","42220","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Ataíde, M.","1984",NA,NA,"Costa Lima, G.","1984","05","02","Brasil","Pernambuco","Ouricuri","Fazenda Estaca",NA,NA,NA,NA,NA,NA,"-40.0816993713379","-7.88250017166138","56078","auto","94","Southern America",NA,NA,"IPA0042220",NA,NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:50:40-02","IPA","IPA","42058","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Bocage, A.","1984","06","06","Araújo, F.","1984","04","26","Brasil","Pernambuco","Parnamirim","no Km 5 da estrada Parnamirim-Petrolina.",NA,NA,NA,NA,NA,"Solo litólico, substrato micaxisto.","-39.5783004760742","-8.09055995941162","69919","auto","18","Southern America",NA,NA,"IPA0042058",NA,NA,NA,NA,NA,NA,NA
"118","2019-02-15 11:50:41-02","IPA","IPA","76407","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Tavares, S.","1966","04","20","Sobrinho, J.S.","1966","03","24","Brasil","Pernambuco","Petrolina",NA,NA,NA,NA,NA,NA,"Erva que se desenvolve sobre a sombra das árvores. Ptridófita; inflorescência diminuta formando uma espigazinha.","-40.5008010864258","-9.39861011505127","90462","auto","231","Southern America",NA,NA,"IPA0076407",NA,NA,NA,NA,NA,NA,NA
"119","2019-02-15 11:50:40-02","IPA","IPA","48672","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Leão Barros, I.C.","1994","05","06","Lima, V.C.; Gallindo, F.; Gallindo, F.","1986","04","16","Brasil","Pernambuco","Triunfo","estrada Triunfo-Santa Cruz, próximo à cidade.",NA,NA,NA,NA,NA,"Erva subprostrada.; Vegetação rupestre. Solo humoso úmido.","-38.1016998291016","-7.83805990219116","14606","auto","200","Southern America",NA,NA,"IPA0048672",NA,NA,NA,NA,NA,NA,NA
"120","2019-02-15 11:50:41-02","IPA","IPA","65511","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Rita Pereira; et al.; et al.","1998","12","02","Brasil","Alagoas","Olho D'água do Casado","Fazenda Curralinho",NA,NA,NA,NA,NA,"Herbáceo; flores amarelas.; Caatinga.","-37.8339004516602","-9.50193977355957","24129","auto","s.n.","Southern America",NA,NA,"IPA0065511",NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:50:41-02","IPA","IPA","65503","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Rita Pereira; et al.; et al.","1998","12","02","Brasil","Alagoas","Olho D'água do Casado","Fazenda Curralinho",NA,NA,NA,NA,NA,"Herbáceo. Ornamental.; Caatinga. Solo areno-argiloso.","-37.8339004516602","-9.50193977355957","24129","auto","s.n.","Southern America",NA,NA,"IPA0065503",NA,NA,NA,NA,NA,NA,NA
"122","2019-02-15 11:50:41-02","IPA","IPA","84846","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Lima, S.; Oliveira, G.; Martins, E.; Andrea; Nelson; Oliveira, G.; Martins, E.; Andrea; Nelson","1998","12","02","Brasil","Alagoas","Olho D'água do Casado","Fazenda Curralinho, margem do riacho Uruçu , primeiro dia após chuvas, na região.",NA,NA,NA,NA,NA,"Caatinga. Solo pedregoso arenoso.","-37.8339004516602","-9.50193977355957","24129","auto","3","Southern America",NA,NA,"IPA0084846",NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:50:41-02","IPA","IPA","56071","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Agra, M.F.","1994","01",NA,"Agra, M.F.; Rocha, E.A.; Castro, C.; Baracho, G.; Rocha, E.A.; Castro, C.; Baracho, G.","1994","01","07","Brasil","Paraíba","Itaporanga","Serra Água Branca",NA,NA,NA,NA,NA,"Erva.; Caatinga.","-38.1502990722656","-7.30444002151489","21026","auto","2490","Southern America",NA,NA,"IPA0056071",NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:50:40-02","IPA","IPA","54560","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Agra, M.F.","1994","01",NA,"Agra, M.F.; Rocha, E.A.; Castro, C.; Baracho, G.; Rocha, E.A.; Castro, C.; Baracho, G.","1994","01","07","Brasil","Paraíba","Itaporanga","Serra Água Branca",NA,NA,NA,NA,NA,"Erva.; Caatinga.","-38.1502990722656","-7.30444002151489","21026","auto","2489","Southern America",NA,NA,"IPA0054560",NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:50:41-02","IPA","IPA","668","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Vasconcelos Sobrinho","1938","01",NA,"Brasil","Pernambuco","Flores","margem do Rio Pajeú.",NA,NA,NA,NA,NA,NA,"-37.9747009277344","-7.86806011199951","33262","auto","s.n.","Southern America",NA,NA,"IPA0000668",NA,NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:50:40-02","IPA","IPA","30607","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Lima, V.C.","1979","06",NA,"Lima, V.C.","1979","06","07","Brasil","Pernambuco","Serra Talhada","Campus do IPA, encontada em solo piçarrento e também entre as rochas.",NA,NA,NA,NA,NA,"É excelente depurador so sangue, nos caprinos é indicado para aumentar a produção de leite no período de lactação.; Erva pequena, formando uma grande colonia.","-38.2983016967773","-7.99194002151489","55090","auto","04","Southern America",NA,NA,"IPA0030607",NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:50:40-02","IPA","IPA","32873","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Ataíde, M.","1984","05","04","Ataide, M.; Lyra, R.P.; Soares, T.J.; Mansur, R.J.; Alberto, C.; Miranda, B.; Lyra, R.P.; Soares, T.J.; Mansur, R.J.; Alberto, C.; Miranda, B.","1984","05","04","Brasil","Pernambuco","Serra Talhada","Estação Experimental do IPA",NA,NA,NA,NA,NA,NA,"-38.2983016967773","-7.99194002151489","55090","auto","32","Southern America",NA,NA,"IPA0032873",NA,NA,NA,NA,NA,NA,NA
"128","2019-02-15 11:50:40-02","IPA","IPA","16816","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Ataíde, M.","1979","05","30","Oliveira, M.A.","1941","04","05","Brasil","Paraíba","Sousa","São Gonçalo",NA,NA,NA,NA,NA,NA,"-38.228099822998","-6.7591700553894","21208","auto","s.n.","Southern America",NA,NA,"IPA0016816",NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:50:40-02","IPA","IPA","48333","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Ataíde, M.","1986","05","23","Luetzelburg","1938",NA,NA,"Brasil","Paraíba","Sousa","São Gonçalo - DNOCS",NA,NA,NA,NA,NA,NA,"-38.228099822998","-6.7591700553894","21208","auto","26828","Southern America",NA,NA,"IPA0048333",NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:50:40-02","IPA","IPA","19279","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Andrade-Lima","1971",NA,NA,"Academia Brasileira de Ciências","1971","04","29","Brasil","Pernambuco","Santa Maria da Boa Vista","margem da PE 4, em direção a Jutaí.",NA,NA,NA,NA,NA,"Erva rasteira.; Solo temporariamente úmido.","-39.8255996704102","-8.80778026580811","59811","auto","398","Southern America",NA,NA,"IPA0019279",NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:50:40-02","IPA","IPA","19355","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Academia Brasileira de Ciências","1971","05","03","Brasil","Pernambuco","Santa Maria da Boa Vista","próximo a lagoa.",NA,NA,NA,NA,NA,"Erva com fronde em roseta.","-39.8255996704102","-8.80778026580811","59811","auto","474","Southern America",NA,NA,"IPA0019355",NA,NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:50:40-02","IPA","IPA","2648","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Pickel, B.",NA,NA,NA,"Pickel, B.","1923","07",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, mata de São Bento, sobre rochas úmidas.",NA,NA,NA,NA,NA,NA,"-35.0182991027832","-8.00222015380859","21764","auto","58","Southern America",NA,NA,"IPA0002648",NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:50:41-02","IPA","IPA","86138","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Lima, J.L.C.; Roque, A.A.","2009","05","23","Lima, J.L.C.; Roque, A.A.; Roque, A.A.","2009","05","23","Brasil","Rio Grande do Norte","Caicó","Serra de São Bernardo",NA,NA,NA,NA,NA,"Erva prostrada a decumbente, rupícola, higrófita.; Caatinga arbustiva-arbórea.","-37.0978012084961","-6.45833015441895","34880","auto","165","Southern America",NA,NA,"IPA0086138",NA,NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:50:40-02","IPA","IPA","46318","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Zoé Brito","1979",NA,NA,"Zoé Brito","1979","07","08","Brasil","Rio Grande do Norte","São João do Sabugi",NA,NA,NA,NA,NA,NA,NA,"-37.2005996704102","-6.71832990646362","18083","auto","28","Southern America",NA,NA,"IPA0046318",NA,NA,NA,NA,NA,NA,NA
"135","2019-02-15 11:50:41-02","IPA","IPA","73872","S","Plantae","Plantae","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Bocage, A.","2007","04",NA,"Braga, D.V.; Alcântara, F.; Cortez, J.A.; et al.; Alcântara, F.; Cortez, J.A.; et al.","2005","07","09","Brasil","Sergipe","Canindé de São Francisco","Fazenda Poço Verde",NA,NA,NA,NA,NA,NA,"-37.7893981933594","-9.65999984741211","38828","auto","s.n.","Southern America",NA,NA,"IPA0073872",NA,NA,NA,NA,NA,NA,NA
"136","2019-08-27 13:36:46-03","IAP","PACA-AGP","75965","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ","1978",NA,NA,"J. P. P. Carauta","1977","05","29","Brasil","RJ","Rio de Janeiro","Pedra da Gavea - caminho das furnas",NA,NA,NA,NA,NA,"Det. idem E. D. Castellani 1992 - FEEMA 9654&nf;Mesmo material com data de coleta diferente (05.08.1973) mesmo número do GUA. Hábito: rupícola","-43.2075004577637","-22.9027996063232","57442","auto","1656",NA,NA,NA,"PACA075965","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"137","2019-08-27 13:36:46-03","IAP","PACA-AGP","70435","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ",NA,NA,NA,NA,NA,NA,NA,"Brasil","PE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA070435","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"138","2020-12-21 16:37:36-03","IAP","PACA-AGP","75966","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ","1976",NA,NA,"Castellanos, A.","1964","08","03","Brasil","MA",NA,"entre Sao Joao dos Patos e Barao do Grajau",NA,NA,NA,NA,NA,"Det. idem E. D. Castellani 1992 - ICN 4118",NA,NA,NA,NA,"25349",NA,NA,NA,"PACA075966","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"139","2019-08-27 13:36:46-03","IAP","PACA-AGP","75968","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ",NA,NA,NA,"Hatschbach, G.","1979","03","12","Brasil","BA",NA,"Riachao das Neves",NA,NA,NA,NA,NA,"Det. idem E. D. Castellani 1992 Habitat: mata de galeria Hábito: terrícola",NA,NA,NA,NA,"42124",NA,NA,NA,"PACA075968","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"140","2019-08-27 13:36:46-03","IAP","PACA-AGP","89859","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Windisch, P. G.","1992","10","23","Brasil","MT","Cocalinho","Bacia do Rio Araguaia, ca. de 56 Km W da balsa, rodovia MT 326.","51°30'W","14°18'S","290","290",NA,"HASU 7958. Habitat: Formação de rochas calcárea. Sobre pedras. Hábito: rupícola","-51.5","-14.3",NA,NA,"7147",NA,NA,NA,"PACA089859","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"141","2019-08-27 13:36:46-03","IAP","PACA-AGP","89927","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Salino & T. E. Almeida","2006","04",NA,"R. W. Windisch","1975","07","01","Brasil","MG",NA,"Gran Magol, beira e vale do rio Itacambiruçú.",NA,NA,"900","900",NA,"HASU 8083. Habitat: Beira e vale do rio Itacambiruçú.",NA,NA,NA,NA,"365",NA,NA,NA,"PACA089927","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"142","2019-08-27 13:36:46-03","IAP","PACA-AGP","75967","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ","1980",NA,NA,"Sehnem, A.","1980","01","26","Brasil","BA","Jequié","rumo a Maracas",NA,NA,NA,NA,NA,"Det. idem E. D. Castellani 1992 Habitat: herba in caatinga","-40.0835990905762","-13.8575000762939","49443","auto",NA,NA,NA,NA,"PACA075967","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"143","2019-08-27 13:36:46-03","IAP","PACA-AGP","75964","PreservedSpecimen","Plantae","Pteridophyta","Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","A. Sehnem SJ",NA,NA,NA,"J. P. P. Carauta","1977","05","01","Brasil","RJ","Rio de Janeiro","Pedra da Gavea",NA,NA,NA,NA,NA,"em associacao com Velloziaceae - Det. idem E. D. Castellani 1992 Habitat: Heliofito Hábito: rupícola","-43.2075004577637","-22.9027996063232","57442","auto","2455",NA,NA,NA,"PACA075964","Selaginellales",NA,"Lycopodiopsida",NA,NA,NA,NA
"144","2020-12-20 21:19:27-03","UFV","VIC","37569","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Favoreto, F.C.","2012","03","28","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Pedra Lisa (Burarama), Afloramento rochoso graítico/gnássico, com vegetação rupestre bem preservada.",NA,NA,NA,NA,NA,"Rupícola no sol, formando denso agrupamento. Pode ser observada como epífita sobre raízes de Pseudobombax campestre (Malvaceae).","-41.1128005981445","-20.8488998413086","35694","auto","2152",NA,NA,NA,"VIC037569",NA,"VIC037569",NA,NA,NA,NA,NA
"145","2020-12-20 21:19:27-03","UFV","VIC","052618","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"H.V. Pinto Junior","2019","02","18","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões, Inselberg granitico, Jardim dos Pontões.",NA,NA,NA,NA,NA,"Planta com 15 cm, ilha de vegetação, folhas ver5des,abundante, sol, úmido.","-41.3664016723633","-21.0641994476318","29430","auto","438",NA,NA,NA,"VIC052618",NA,"VIC052618",NA,NA,NA,NA,NA
"146","2020-12-20 21:19:27-03","UFV","VIC","15092","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Spring","Prado, J.","1996","03","27","Valente, G.E.; Azevedo, A.A.","1995","10","14","Brasil","Minas Gerais","Itabirinha de Mantena","Córrego Jataí",NA,NA,NA,NA,NA,"planta com aprox 25cm de altura, formando tufo sobre laje de pedra em pleno sol.","-41.2331008911133","-18.5664005279541","15035","auto","143",NA,NA,NA,"VIC015092",NA,"VIC015092",NA,NA,NA,NA,NA
"147","2020-12-20 21:19:27-03","UFV","VIC","45354","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","Spring",NA,NA,NA,NA,"Peres, A.P.F.; Queiroz, R.","2014","06","30","Brasil","Paraíba","Sumé","Fazenda das Almas",NA,NA,NA,NA,NA,NA,"-36.8800010681152","-7.67166996002197","25000","auto","1539",NA,NA,NA,"VIC045354",NA,"VIC045354",NA,NA,NA,NA,NA
"148","2020-12-20 21:19:27-03","UFV","VIC","044704","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Schwartsburd, P.B.; et al.","2011","03","15","Brasil","Pernambuco","Jaqueira","Usina Colônia RPPN Frei Caneca, Mata do córrego do Guariba.",NA,NA,NA,NA,NA,"Terrícola de interior de floresta. Caule longo reptante,frondes de ca de 40-50 cm de comprimento.","-35.7933006286621","-8.72667026519775","11830","auto","s.n.",NA,NA,NA,"VIC044704",NA,"VIC044704",NA,NA,NA,NA,NA
"149","2020-12-20 21:19:27-03","UFV","VIC","052617","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"H.V. Pinto Junior; et al.",NA,NA,NA,"Brasil","Espírito Santo","Alegre","Santa Angélica, Afloramento em frente a Pedra da Severina.",NA,NA,NA,NA,NA,"Planta com cerca de 10 cm,ilha de vegetação,abundante, ambiente úmido.","-41.5331001281738","-20.763599395752","26101","auto","462",NA,NA,NA,"VIC052617",NA,"VIC052617",NA,NA,NA,NA,NA
"150","2020-12-20 21:19:27-03","UFV","VIC","37568","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Schwartsburd, P.B.","2012","10",NA,"Couto, D.R.; Araújo Neto, R.C.","2012","06","26","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Afloramento rochoso acima da base Pedra Roxa.","-41","-20",NA,NA,NA,"Epífita acidental. Comum no afloramento formando grandes populações sobre a rocha nua.","-41","-20",NA,NA,"2229",NA,NA,NA,"VIC037568",NA,"VIC037568",NA,NA,NA,NA,NA
"151","2020-12-20 21:19:27-03","UFV","VIC","52477","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring","Windisch, P.",NA,NA,NA,"Buttura, E.","1980","02","06","Brasil","Paraná","Guaíra","Sete Quedas",NA,NA,NA,NA,NA,"Porte ereto, 0,1m, capoeira baixa","-54.2557983398438","-24.0799999237061","33984","auto","433",NA,NA,NA,"VIC052477",NA,"VIC052477",NA,NA,NA,NA,NA
"152","2020-10-20 14:18:12-03","UFOPA","HSTM","14462","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Nascimento, M.B.","2019","04","08","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","37º16'27''W","6º33'55''S",NA,NA,NA,NA,"-37.274167","-6.565278",NA,NA,"392",NA,NA,NA,"HSTM014462",NA,NA,NA,NA,NA,NA,NA
"153","2021-03-24 17:10:04-03","UFES","SAMES","5960","PreservedSpecimen","Plantae",NA,"Selaginellaceae","Selaginella","convoluta","Selaginella convoluta","(Arn.) Spring",NA,NA,NA,NA,"Coelho,R.; PintoJunior,H.V.;Covre,C.","2015","08","19","Brasil","Espírito Santo","Águia Branca","Inselberg, área de coleta do Herval.",NA,NA,NA,NA,NA,NA,"-40.7402992248535","-18.9831008911133","19701","auto","448",NA,NA,NA,"SAMES05960",NA,NA,NA,NA,NA,NA,NA
