"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"196","2021-03-04 11:05:05-03","UFRB","HURB","2700","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Aona, L.Y.S.; Pereira, M. Andrade, J.P.; Oliveira, R.S.","1118","2008","04","11",NA,"Brasil",NA,NA,NA,"HURB000002700",NA,NA,"Urb.","G. Costa","Bahia","Fontes das Nações, área alagada;","-39.1018981933594","-12.6700000762939",NA,"Cruz das Almas",NA,NA,NA,"2014",NA,NA,"11",NA,NA,NA,"14660","auto",NA,NA,NA
"197","2021-03-04 11:06:38-03","UFRB","HURB","1557","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Aona, L.Y.S.","1325","2010","05","06",NA,"Brasil",NA,NA,NA,"HURB000001557","Anthophyta",NA,"Urb.","G. Costa","Bahia","represa da Fazenda Capivari, área da DANCO Ltda.;","-38.9900016784668","-12.6263999938965",NA,"Muritiba",NA,NA,NA,"2014",NA,NA,"11",NA,NA,NA,"21641","auto",NA,NA,NA
"198","2020-06-15 15:30:09-03","UNESP-RC","HRCB","43517","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pivetta","1134","1956","02","07",NA,"Brasil",NA,NA,"Erva perene, flor verde amarelada",NA,NA,NA,"R. Br.","Silva, L.P.","Rio Grande do Sul","Rosário","-53.9921989440918","-28.5168991088867",NA,"Augusto Pestana","450","450",NA,"2016",NA,NA,"02","08",NA,NA,"15366","auto",NA,NA,NA
"199","2019-06-07 18:05:00-03","UFLA","ESAL","30978","S","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Martins, CR","3134","2019","01","06",NA,"Brasil",NA,NA,"Erva, comum na área; Solo encharcado",NA,NA,NA,"R.Br.","Costa, SM","Distrito Federal","Parque Nacional de Brasília, Margem da LAgoa da Meditação","-47.9275","-15.733889",NA,"Brasilia",NA,NA,NA,"2019","-47.9275","-15.733889","04",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-01 11:55:35-03","UFPE","UFP","14448","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; S","619","1996","06","29",NA,"Brasil",NA,NA,"Frequente.; Frequente.","UFP014448",NA,"Poales","R Br.","Luceño, M","Tocantins",NA,"-48.4171981811523","-10.7081003189087",NA,"Porto Nacional",NA,NA,NA,"1996",NA,NA,"09",NA,NA,NA,"77281","auto",NA,NA,NA
"201","2021-03-01 11:55:35-03","UFPE","UFP","11784","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Milaneze M.A.; Santos, E","83","1994","01","14",NA,"Brasil",NA,NA,NA,"UFP011784",NA,"Poales","R Br.","Luceño, M","Tocantins",NA,"-49.5289001464844","-11.7966995239258",NA,"Formoso do Araguaia",NA,NA,NA,"1996",NA,NA,"01",NA,NA,NA,"161471","auto",NA,NA,NA
"202","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","-- Burchell","8158",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Cyperales","R. Br.",NA,NA,"Calvalcante to Porto Real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"203","2020-09-12 05:00:02-03","US","US","1854289","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Cuatrecasas","18738","1944","11","6","South America - Neotropics","Colombia",NA,NA,NA,"US02224673",NA,"Cyperales","R. Br.",NA,"Valle del Cauca","Departamento del Valle. Cordillera Oriental, vertiente oriental: Hoya del rio Cali, vertiente derecha, entre Puente Sofia y Yanaconas, matorrales y monte residual",NA,NA,NA,NA,"1580","1730",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"204","2020-09-12 05:00:02-03","US","US","1593302","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Santoro","545","1936","5","18","South America - Neotropics","Brazil",NA,NA,NA,"US02224670",NA,"Cyperales","R. Br.",NA,"São Paulo","Campinas, S.P.",NA,NA,"US02224670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"205","2020-09-12 05:00:02-03","US","US","2141823","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","R. Reitz","5573","1953","2","5","South America","Brazil",NA,NA,NA,"US02224664",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Campo do Massiambu, Palhoca",NA,NA,"US02224664_01",NA,"5",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"206","2020-09-12 05:00:02-03","US","US","2280739","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. Reitz","8945","1956","12","21","South America","Brazil",NA,NA,NA,"US02224668",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Mun. Cacador: bog, 8 km north of Cacador",NA,NA,"US02224668_01",NA,"950","1100",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"207","2020-09-12 05:00:02-03","US","US","2742996","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. Reitz","14268","1965","1","5","South America","Brazil",NA,NA,NA,"US02224679",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Mun. Sao Joaquim: bog, near Encruzilhada de Boava, 8 km south of Sao Joaquim","-49.93","-28.33","US02224679_01",NA,"1300",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"208","2020-09-12 05:00:02-03","US","US","2883279","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","T. Pederson","9456","1969","11","30","South America","Paraguay",NA,NA,NA,"US02224683",NA,"Cyperales","R. Br.",NA,"San Pedro","Estancia Carumbe. distr. Lima. Dep. San Pedro",NA,NA,"US02224683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"209","2020-09-12 05:00:02-03","US","US","825885","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","M. Bang","2262",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02224690",NA,"Cyperales","R. Br.",NA,NA,NA,NA,NA,"US02224690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"210","2020-09-12 05:00:02-03","US","US","3200603","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rojas, --","1096","1915","4",NA,"South America","Paraguay",NA,NA,NA,"US02224684",NA,"Cyperales","R. Br.",NA,NA,"San Bernardino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"211","2020-09-12 05:00:02-03","US","US","818135","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides",NA,"410","1888",NA,NA,"South America","Paraguay",NA,NA,NA,"US02224689",NA,"Cyperales","R. Br.",NA,NA,"Central Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"212","2020-09-12 05:00:02-03","US","US","3371630","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","A. Schinini & M. Dematteis","33882","1997","12","14","South America","Paraguay",NA,NA,NA,"US02224659",NA,"Cyperales","R. Br.",NA,"Amambay","Dep. amambay, Ruta 3, camino a Bella Vista, 36 km NE del cruce con ruta 5, Arroyo Terere",NA,NA,"US02224659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"213","2020-09-12 05:00:02-03","US","US","818707","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","-- Widgren","1127","1845",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02224692",NA,"Cyperales","R. Br.",NA,"Minas Gerais","Prov. Minas Geraes",NA,NA,"US02224692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"214","2020-09-12 05:00:02-03","US","US","2280740","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. Reitz","9136","1956","12","23","South America","Brazil",NA,NA,NA,"US02224667",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Mun. Cacador: bog, 52 km west of Cacador near the eastern edge of the campos of Palmas",NA,NA,"US02224667_01",NA,"1000","1200",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"215","2020-09-12 05:00:02-03","US","US","1474915","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. F. Macbride","5097","1923","7","19","South America - Neotropics","Peru",NA,NA,NA,"US02224686",NA,"Cyperales","R. Br.",NA,NA,"Pampayacu, Hacienda at mouth of Chinchao Rio",NA,NA,NA,NA,"1067",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"216","2020-09-12 05:00:02-03","US","US","1563830","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. C. B. Mutis","5669","1760",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02224675",NA,"Cyperales","R. Br.",NA,NA,NA,NA,NA,"US02224675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"217","2020-09-12 05:00:02-03","US","US","2105290","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","E. L. Core","712","1944","5","15","South America - Neotropics","Colombia",NA,NA,NA,"US02224674",NA,"Cyperales","R. Br.",NA,"Antioquia","Department of Antioquia. Quebrada at headwaters of Rio Tenche, near Carolina",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"218","2020-09-12 05:00:02-03","US","US","1615026","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","E. H. Ule","8058","1909","9",NA,"South America","Brazil",NA,NA,NA,"US02224687",NA,"Cyperales","R. Br.",NA,NA,"In Sumpfen bei der Serra do Mel. Rio Branco, Surumu",NA,NA,"US02224687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"219","2020-09-12 05:00:02-03","US","US","1142523","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","F. W. Pennell & E. P. Killip","8240","1922","7","3","South America - Neotropics","Colombia",NA,NA,NA,"US02224654",NA,"Cyperales","R. Br.",NA,"Cauca","Department of El Cauca, Rio Sucio to Rio Piedras, wets of Popayan. Cauca Valley",NA,NA,NA,NA,"1500","1700",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"220","2020-09-12 05:00:02-03","US","US","1616101","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Bro. Daniel","235","1934","1",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02224672",NA,"Cyperales","R. Br.",NA,"Antioquia","Dept. Antioquia: Rio Medellin [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"221","2020-09-12 05:00:02-03","US","US","1560851","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. C. B. Mutis","5272","1760",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02224660",NA,"Cyperales","R. Br.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"222","2020-09-12 05:00:02-03","US","US","3389006","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Scur","437","2000","2","1","South America","Brazil",NA,NA,NA,"US02224656",NA,"Cyperales","R. Br.",NA,"Rio Grande do Sul","RS - Mun. de Caxias do Sul- Vila Seca",NA,NA,"US02224656_01",NA,"780",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"223","2020-09-12 05:00:02-03","US","US","1804263","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","B. Tomas","872","1940","6","16","South America - Neotropics","Colombia",NA,NA,NA,"US02224663",NA,"Cyperales","R. Br.",NA,"Antioquia","Dept. Antioquia: San Pedro",NA,NA,"US02224663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"224","2020-09-12 05:00:02-03","US","US","2280742","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. Reitz","10051","1957","1","15","South America","Brazil",NA,NA,NA,"US02224671",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Mun. Lajes: bog, Morro Pinheiro Seco, 3 km east of Lajes",NA,NA,"US02224671_01",NA,"900","950",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"225","2020-09-12 05:00:02-03","US","US","2280741","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. Reitz","10253","1957","1","17","South America","Brazil",NA,NA,NA,"US02224666",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Min, Sao Joaquim: Bog, 13 km northeast of Sao Joaquim on the road to Cruzeiro",NA,NA,"US02224666_01",NA,"1100","1200",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"226","2020-09-12 05:00:02-03","US","US","1055592","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","P. K. Dusén","2983","1903","12","27","South America","Brazil",NA,NA,NA,"US02224688",NA,"Cyperales","R. Br.",NA,"Paraná","Pirahy opp. in paludosis [interpreted]",NA,NA,"US02224688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"227","2020-09-12 05:00:02-03","US","US","3200601","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Schade","s.n.","1934","3",NA,"South America","Paraguay",NA,NA,NA,"US02224681",NA,"Cyperales","R. Br.",NA,NA,"Villa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"228","2020-09-12 05:00:02-03","US","US","2283610","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","T. Pederson","3208","1955","1","31","South America","Paraguay",NA,NA,NA,"US02224661",NA,"Cyperales","R. Br.",NA,"Misiones","Estancia La Soledad. Santiago, Dep. Misiones",NA,NA,"US02224661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"229","2020-09-12 05:00:02-03","US","US","2839321","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","G. Hatschbach","30528","1972","10","18","South America - Neotropics","Brazil",NA,NA,NA,"US02224677",NA,"Cyperales","R. Br.",NA,"Mato Grosso","Rio verde (mun. Brasilandia) Mato Grosso",NA,NA,"US02224677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"230","2020-09-12 05:00:02-03","US","US","2535204","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","-- Reitz & Klein, --","14009","1962","12","17","South America","Brazil",NA,NA,NA,"US02224680",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Morro do Finheiro Seco, Lajes",NA,NA,"US02224680_01",NA,"950",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"231","2020-09-12 05:00:02-03","US","US","1932624","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. O. Williams & V. Assis","5883","1945","3","6","South America - Neotropics","Brazil",NA,NA,NA,"US02224658",NA,"Cyperales","R. Br.",NA,"Minas Gerais","Hill near Cruzeiro, near Belo Horizonte, Municipio of Belo Horizonte",NA,NA,"US02224658_01",NA,"1100",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"232","2020-09-12 05:00:02-03","US","US","1234403","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","P. K. Dusén","7762","1909","1","7","South America","Brazil",NA,NA,NA,"US02224657",NA,"Cyperales","R. Br.",NA,"Paraná","Pinhaes, in paludosis",NA,NA,"US02224657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"233","2020-09-12 05:00:02-03","US","US","1563850","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. C. B. Mutis","5695","1760",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US02224676",NA,"Cyperales","R. Br.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"234","2020-09-12 05:00:02-03","US","US","1541279","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","W. Gehriger","440","1930","9","11","South America - Neotropics","Venezuela",NA,NA,NA,"US02224685",NA,"Cyperales","R. Br.",NA,"Merida","State of Merida, Tabay; selva de la Isla y El Rincon",NA,NA,NA,NA,"1800","2200",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"235","2020-09-12 05:00:02-03","US","US","1577145","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","C. Jürgens","143","1927","12",NA,"South America","Brazil",NA,NA,NA,"US02224662",NA,"Cyperales","R. Br.",NA,"Rio Grande do Sul","Municipio Rio Pardo, Estacao Joao Rodriguez",NA,NA,"US02224662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"236","2020-09-12 05:00:02-03","US","US","2283435","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","T. Pederson","4509","1957","9","19","South America","Argentina",NA,NA,NA,"US02224669",NA,"Cyperales","R. Br.",NA,"Corrientes","Paso Crucecita. Dep. Concepcion. Prov. Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"237","2020-09-12 05:00:02-03","US","US","3441061","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Scur","976","2003","1","8","South America","Brazil",NA,NA,NA,"US02224655",NA,"Cyperales","R. Br.",NA,"Rio Grande do Sul","RS - Mun. de Caxias do Sul- Vila Seca- Apanhador",NA,NA,"US02224655_01",NA,"780",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"238","2020-09-12 05:00:02-03","US","US","2280738","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L. Smith & R. M. Klein","11113","1957","2","9","South America","Brazil",NA,NA,NA,"US02224665",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Mun. Curitibanos: Bog, 5 km west of Curitibanos on the road to Campos Novos",NA,NA,"US02224665_01",NA,"850",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"239","2020-09-12 05:00:02-03","US","US","3200602","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rodriguez, --","484","1935","2","11","South America","Argentina",NA,NA,NA,"US02224682",NA,"Cyperales","R. Br.",NA,"Misiones","Gobernacon de Misiones, Itaimba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"240","2020-09-12 05:00:02-03","US","US","2535188","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","R. M. Klein","3254","1962","12","5","South America","Brazil",NA,NA,NA,"US02224678",NA,"Cyperales","R. Br.",NA,"Santa Catarina","Curitibanos",NA,NA,"US02224678_01",NA,"900",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"241","2020-09-12 05:00:02-03","US","US","2548078","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","R. Goodland","1038","1963","10","19","South America - Neotropics","Guyana",NA,NA,NA,"US00692507",NA,"Cyperales","R. Br.","Tucker, G. C.","U. Takutu-U. Essequibo","Rupununi Northern Savanna, Kumu Head","-59.8","3.33",NA,NA,"107",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"242","2019-11-13 11:18:37-03","USP","SPF","139675","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Araújo, GM","1284","1997","11","03",NA,"Brasil",NA,NA,NA,"SPF00139675",NA,NA,"R.Br.","Silva, LP","Minas Gerais",NA,"-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2016",NA,NA,"05","20",NA,NA,"58223","auto",NA,NA,NA
"243","2019-11-13 11:18:37-03","USP","SPF","139679","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Barbosa, AAA","1845","1999","03","12",NA,"Brasil",NA,NA,NA,"SPF00139679",NA,NA,"R.Br.","Silva, LP","Minas Gerais","Estrada para Campo Florido.","-48.2771987915039","-18.9186000823975",NA,"Uberlândia",NA,NA,NA,"2016",NA,NA,"05","20",NA,NA,"58223","auto",NA,NA,NA
"244","2019-10-07 09:20:58-03","UEFS","HUEFS","71820","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","Pedersen, T.M.","10050","1972","01","07",NA,"Argentina",NA,NA,NA,"HUEFS0071820","Angiospermae","Poales","(R.Br.) Urb.",NA,"Corrientes","Carambola.",NA,NA,"HUEFS0071820","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"245","2019-09-04 20:47:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","bromoides","Cyperus bromoides","F. W. H. A. von Humboldt",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"246","2017-04-20 13:40:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","W. R. Anderson","7456","1973","3","19","South America","Brazil",NA,NA,NA,NA,"Spermatophyta",NA,NA,"RRC ID Flag","Goiás",NA,"-48","-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"7456",NA,NA
"247","2019-01-25 15:39:38-02","IAC","IAC","545","S","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","J. Santoro","s/nº","1936","05","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(R.Br.) Urb.","C.F. Nardin","São Paulo","Pasto Rossi & Borghi","-47.0608","-22.9056",NA,"Campinas",NA,NA,NA,"2016","-47.0608","-22.9056","04","04",NA,NA,NA,NA,NA,NA,NA
"248","2020-11-05 13:53:45-03","UNIRIO","HUNI","240","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","C.P. Bove; A. Gil; C.B. Moreira","518","1999","11","11",NA,"Brasil",NA,NA,"Material em meio líquido e herborizado. Planta emergente. Habitat: Ambiente lótico, com ca. 50 cm de profundidade Habito: Erva emergente","HUNI00000240",NA,NA,"R.Br.","A. Gil","Goiás","Estrada Jussara-Aragarças, a 100 Km de Jussara.","-50.1403007507324","-15.9343996047974",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA
"249","2020-11-05 13:53:47-03","UNIRIO","HUNI","3059","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","A.P. Prata","1607","2008","08","19",NA,"Brasil",NA,NA,"Material doado pelo ASE. Herbácea. Inflorescência amarela. Habitat: Caatinga Habito: Erva","HUNI00003059",NA,NA,"(R.Br.) Urb.","J.E. Nascimento-Júnior","Sergipe","Monumento Natural Grota do Angico","-37.684398651123","-9.80500030517578",NA,"Poço Redondo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32343","auto",NA,NA,NA
"250","2019-11-01 15:13:58-03","UnB","UB","158930","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Irwin, HS; Fonseca, SF; Souza, R; Santos, RR; Ramos, J","26999","1970","03","05","Southern America","Brasil",NA,NA,"To ca. 30 cm tall.; Pastured meadow.","UB0008680","Monocotyledonae",NA,"R. Br.","Guaglianone, R","Minas Gerais","Ca. 3 km N. of Joaquim Felicio, E. base.",NA,NA,"UB0008680",NA,"650","650",NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-01 15:13:58-03","UnB","UB","160397","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Davidse, G; Pohl, RW","2429","1970","07","21","Southern America","Honduras",NA,NA,NA,"UB0009015","Monocotyledonae",NA,"R. Br.",NA,"El Paraiso","Dept. El Paraiso; 3 km N of Hwy 4 along road to Teupasenti; elev 1130 m.&nf;Open meadow in pine forest. In marshy meadow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-01 15:13:58-03","UnB","UB","160398","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Breedlove, DE","7107","1964","08","24","Northern America","Mexico",NA,NA,NA,"UB0009016","Monocotyledonae",NA,"R. Br.","Koyama, TM",NA,"Perennial; bog at south end of the Valley of San Cristobal.",NA,NA,NA,NA,NA,NA,NA,"1965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
