"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"44","2020-02-08 10:13:39-03","NBC","NL-BOTANY","L.1383551","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides bromoides","Herb Lugd Batav",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1383551 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1383551",NA,"Poales","(Link)",NA,NA,"Bracilia, prov. Cavalente to Porto Real. *.",NA,NA,"NL-L1383551",NA,NA,NA,"bromoides",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:23:20-03","CPAP","CPAP","10591","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Salis, S. M.","727","1992","11","13",NA,"Brasil",NA,NA,"Erva cespitosa. FLOR: amarelada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Beira de lagoa permanente. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"R.Br.",NA,"MS","Fazenda Fazendinha, Pantanal - invernada Fartura","-56.383333","-19.483333",NA,"Aquidauana","90","90",NA,"2018","56°23' W","19°29' S","11","23",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-19 10:23:20-03","CPAP","CPAP","22353","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pott, V. J.","7556","2005","03","13",NA,"Brasil",NA,NA,"Erva cespitosa ereta 1,20-1,40m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Esparsa. AMBIENTE: Campo úmido de vereda, perturbado, com bovinos. SUBSTRATO: solo areno-siltoso. RELEVO: vale em ondulado.",NA,NA,NA,"R.Br.","L.Pereira-Silva","MS","Rodovia MS-080, 11km SE de Rio Negro.","-54.999167","-19.539167",NA,"Rio Negro","340","340",NA,"2018","54°59'57'' W","19°32'21'' S","11","23",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:23:20-03","CPAP","CPAP","8667","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Pott, A.","5862","1991","02","06",NA,"Brasil",NA,NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Borda alagável de lagoa. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano deprimido.",NA,NA,NA,"R.Br.","A.Pott","MS","Fazenda Fazendinha (área de cerradão), área rio Negro, Pantanal","-56.383333","-19.483333",NA,"Aquidauana","90","90",NA,"2000","56°23' W","19°29' S","10",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:23:20-03","CPAP","CPAP","9373","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Salis, S. M.","612","1992","03","27",NA,"Brasil",NA,NA,"Erva cespitosa. FLOR: esverdeada. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Na margem de lagoa permanente. SUBSTRATO: solo arenoso com matéria orgânica. RELEVO: plano.",NA,NA,NA,"R.Br.","T. M. Pedersen","MS","Fazenda Fazendinha, Pantanal - invernada Dom Pedro, baía da Nympheae","-56.383333","-19.483333",NA,"Aquidauana","90","90",NA,"1996","56°23' W","19°29' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:25:33-03","IAP","PACA-AGP","51836","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1952","01","14",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor e fruto","PACA051836","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS","Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"55856","auto",NA,NA,NA
"50","2019-08-27 13:25:33-03","IAP","PACA-AGP","36650","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1948","02",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA036650","Magnoliophyta","Cyperales","R. Br.","M. Barros","RS",NA,"-50.1446990966797","-29.0478000640869",NA,"Cambará do Sul",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"30776","auto",NA,NA,NA
"51","2019-08-27 13:25:33-03","IAP","PACA-AGP","33168","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1946","01","16",NA,"Brasil",NA,NA,"Habitat: In paludosis alte graminosis. Fenofase: flor e fruto","PACA033168","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"Caxias do Sul",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"49662","auto",NA,NA,NA
"52","2019-08-27 13:25:33-03","IAP","PACA-AGP","10860","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","E. Friderichs",NA,"1943","01",NA,NA,"Brasil",NA,NA,"Habitat: In paludosis alte graminosis. Fenofase: flor e fruto","PACA010860","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS",NA,"-51.5257987976074","-28.2085990905762",NA,"Lagoa Vermelha",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"42261","auto",NA,NA,NA
"53","2020-03-11 15:09:24-03","IAP","PACA-AGP","55261","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Reitz, R.","3582","1950","01","29",NA,"Brasil",NA,NA,"HBR. 4972. Altura 0,5 m. Habitat: In paludosis. Capão do campo. Hábito: erva","PACA055261","Magnoliophyta","Cyperales","R. Br.","Matzenauer, W.","SC","Cambajuva","-49.9317016601562","-28.2938995361328",NA,"São Joaquim","1200","1200",NA,"2018",NA,NA,"09","28","Liliatae",NA,"48290","auto",NA,NA,NA
"54","2019-08-27 13:25:33-03","IAP","PACA-AGP","61361","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Pivetta","1134","1956","02","07",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor","PACA061361","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS",NA,NA,NA,NA,"Pestana",NA,NA,NA,"1958",NA,NA,"10","01","Liliatae",NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:25:33-03","IAP","PACA-AGP","64309","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","J. Mattos","5802","1958","01","20",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA064309","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS",NA,NA,NA,NA,"São Joaquim",NA,NA,NA,"1958",NA,NA,"09","22","Liliatae",NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:25:33-03","IAP","PACA-AGP","62956","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Camargo, O. R.","3132","1958","01","20",NA,"Brasil",NA,NA,"Habitat: In paludosis. Fenofase: flor","PACA062956","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS","Lageadinho","-50.4166984558105","-28.6678009033203",NA,"Bom Jesus",NA,NA,NA,"1958",NA,NA,"09","24","Liliatae",NA,"55856","auto",NA,NA,NA
"57","2019-08-27 13:25:33-03","IAP","PACA-AGP","52016","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1952","02","20",NA,"Brasil",NA,NA,"Conferido por Barros. Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA052016","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS",NA,"-50.3577995300293","-28.8847007751465",NA,"Jaquirana",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"31282","auto",NA,NA,NA
"58","2019-08-27 13:25:33-03","IAP","PACA-AGP","60343","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Camargo, O. R.","617","1956","04","08",NA,"Brasil",NA,NA,"Habitat: In campestribus humidis. Fenofase: fruto","PACA060343","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Santa Maria",NA,NA,NA,"1957",NA,NA,"04","30","Liliatae",NA,"37819","auto",NA,NA,NA
"59","2020-03-11 15:09:24-03","IAP","PACA-AGP","92963","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Mondin, C.","1688","1998","12","17",NA,"Brasil",NA,NA,"HASU 7086. Habitat: Na turfeira. Hábito: erva","PACA092963","Magnoliophyta","Cyperales","R. Br.","Matzenauer, W.","RS","FLONA, entre a sede e o arroio Lajeado.","-50.5835990905762","-29.4480991363525",NA,"São Francisco de Paula",NA,NA,NA,"2018",NA,NA,"09","28","Liliatae",NA,"76715","auto",NA,NA,NA
"60","2019-08-27 13:25:33-03","IAP","PACA-AGP","9872","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1942","01","29",NA,"Brasil",NA,NA,"Habitat: In paludosis alte graminosis. Fenofase: flor e fruto","PACA009872","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS",NA,"-53.8358001708984","-29.0806007385254",NA,"Tupanciretã",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"59498","auto",NA,NA,NA
"61","2019-08-27 13:25:33-03","IAP","PACA-AGP","34817","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","Rambo, B.",NA,"1947","01","04",NA,"Brasil",NA,NA,"Habitat: In paludosis alte dumetosis. Fenofase: flor e fruto","PACA034817","Magnoliophyta","Cyperales","R. Br.","Emrich-Rambo","RS","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,"Vacaria",NA,NA,NA,"1954",NA,NA,"07","23","Liliatae",NA,"63451","auto",NA,NA,NA
"62","2019-08-27 13:25:33-03","IAP","PACA-AGP","55281","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides var bromoides","Reitz, R.","6699","1953","02","05",NA,"Brasil",NA,NA,"Habitat: In paludosis.","PACA055281","Magnoliophyta","Cyperales","(Link) Clarke","M. Barros","SC",NA,NA,NA,NA,"Massiambú",NA,NA,"var bromoides","1955",NA,NA,"04","03","Liliatae",NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:25:33-03","IAP","PACA-AGP","70117","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides var bromoides","Bertels, A.","1041","1954","01","17",NA,"Brasil",NA,NA,"Herb PEL 723; oxhydrophytia.","PACA070117","Magnoliophyta","Cyperales","(Link) Clarke","M. Barros & A. Bertels","RS",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,"var bromoides",NA,NA,NA,NA,NA,"Liliatae",NA,"16452","auto",NA,NA,NA
"64","2019-08-27 13:25:33-03","IAP","PACA-AGP","55281","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides var bromoides","Reitz, R.","6699","1953","02","05",NA,"Brasil",NA,NA,"Habitat: In paludosis.","PACA055281","Magnoliophyta","Cyperales","(Link) Clarke","M. Barros","SC",NA,NA,NA,NA,"Massiambú",NA,NA,"var bromoides","1955",NA,NA,"04","03","Liliatae",NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:25:33-03","IAP","PACA-AGP","70117","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides var bromoides","Bertels, A.","1041","1954","01","17",NA,"Brasil",NA,NA,"Herb PEL 723; oxhydrophytia.","PACA070117","Magnoliophyta","Cyperales","(Link) Clarke","M. Barros & A. Bertels","RS",NA,"-50.815601348877","-29.3656005859375",NA,"Canela",NA,NA,"var bromoides",NA,NA,NA,NA,NA,"Liliatae",NA,"16452","auto",NA,NA,NA
"66","2021-04-07 11:42:46-03","UFMS","CGMS","41745","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott; R. Tsuji","7556","2005","03","13",NA,"Brasil",NA,NA,NA,"CGMS1071733",NA,NA,"R.Br.",NA,"Mato Grosso do Sul","Rodovia MS-080, 11 Km sudoeste de Rio Negro.","-54.9991666","-19.5391666",NA,"Rio Negro","340","340",NA,"2020","-54,9991666","-19,5391666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:42:46-03","UFMS","CGMS","52935","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott; S.N. Moreira","9739","2007","10","09",NA,"Brasil",NA,NA,NA,"CGMS1082905",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Varjão, Fazenda Modelo (Embrapa), nascente próxima à ferrovia.","-54.7905555","-20.5566667",NA,"Terenos","500","500",NA,NA,"-54,7905555","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:42:46-03","UFMS","CGMS","49400","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; E. Scremin-Dias; A. Pott","8457","2005","12","08",NA,"Brasil",NA,NA,NA,"CGMS1079333",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Baía das Garças, divisa com Fazenda Princezinha.","-56.8338889","-21.05",NA,"Bonito","550","550",NA,NA,"-56,8338889","-21,05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:42:46-03","UFMS","CGMS","52951","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott","9724","2007","09","29",NA,"Brasil",NA,NA,NA,"CGMS1082922",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Assentamento Capão Bonito II, Vale do Rio Vacaria.","-54.7736111","-21.2230556",NA,"Sidrolândia","340","340",NA,NA,"-54,7736111","-21,2230556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:42:46-03","UFMS","CGMS","63985","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott","9928","2007","12","07",NA,"Brasil",NA,NA,"Denominação local: 'brejo'. Habitat: Campo graminoso úmido dominado por Setaria paucifolia. Solo argiloso orgânico preto. Relevo plano. Habito: Erva anfíbia. Ocasional.","CGMS1096953",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Fazenda São Geraldo, cerca de 7 Km do Atrativo Turístico Rio Sucuri, direção Assentamento Santa Lucia, 25 Km de Bonito, na estrada de Bonito a Jardim.","-56.5461111","-21.2922222",NA,"Bonito","325","325",NA,"2007","-56,5461111","-21,2922222","12","07",NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:42:46-03","UFMS","CGMS","66135","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott; G. Catian","12241","2016","10","21",NA,"Brasil",NA,NA,NA,"CGMS1099096",NA,NA,"R.Br.",NA,"Mato Grosso do Sul","Fazenda Gramado.","-56.6108333","-21.3916666",NA,"Bonito","355","355",NA,"2020","-56,6108333","-21,3916666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:42:46-03","UFMS","CGMS","51780","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","T.C. Pina; A.C.M. Cristaldo; V.J. Pott; A. Pott","47","2005","12","02",NA,"Brasil",NA,NA,NA,"CGMS1081766",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda modelo, Embrapa, 300 m da sede, ao longo do açude e estrada.","-54.8158333","-20.5494444",NA,"Campo Grande","510","510",NA,NA,"-54,8158333","-20,5494444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:42:46-03","UFMS","CGMS","36046","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","D.T. Azevedo; A.P.P. Oliveira; T.G. Freitas; L.S.B. Jordão","51","2012","11","03",NA,"Brasil",NA,NA,"Espigueta verde claro. SemFruto. Habitat: Cerradão. Habito: Erva.","CGMS1065452",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Fazenda Girassol.","-54.55","-18.8436111",NA,"Rio Verde de Mato Grosso","275","275",NA,"2013","-54,55","-18,8436111","12","01",NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:42:46-03","UFMS","CGMS","72377","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott","9470","2007","08","11",NA,"Brasil",NA,NA,NA,"CGMS1105182",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda 7 de setembro, BR-060, Km 234, 9 Km da BR-163 e 33 Km de Camapuã.","-54.2805556","-19.6605556",NA,"Bandeirantes","600","600",NA,"2018","-54,2805556","-19,6605556","11","14",NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:42:46-03","UFMS","CGMS","46837","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","B.A. Coutinho; A.L. Simal; P.P. Vaz; V.H.S. Brito; V.J. Pott","37","2014","11","27",NA,"Brasil",NA,NA,"Flor verde. Fruto ausente. Habitat: Vereda com ausência de Buriti, Cerrado antropizado. Habito: Planta aquática emergente, perene.","CGMS1076810",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Porteira- 26 Km do ACAMBAPI.","-55.6955555","-20.4616667",NA,"Aquidauana","165","165",NA,NA,"-55,6955555","-20,4616667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:42:46-03","UFMS","CGMS","72375","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","T.C. Pina; V.J. Pott","238","2006","10","05",NA,"Brasil",NA,NA,"Doação do Herbário HMS (12270). Habitat: Remanescente de campo úmido de vereda em borda de lagoa. Solo argiloso. Relevo inclinado. Habito: Erva anfíbia, 70 cm de altura. Esparsa.","CGMS1105180",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Modelo, Embrapa.","-54.8158333","-20.5494444",NA,"Terenos","510","510",NA,NA,"-54,8158333","-20,5494444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:42:46-03","UFMS","CGMS","23544","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","S.N. Moreira; V.J.Pott; A. Pott","77","2007","10","09",NA,"Brasil",NA,NA,"Fruto ausente. Habitat: Campo úmido graminoso de Vereda em domínio de Cerrado Habito: Erva anfíbia; 0,50m de altura;Escapo 0,50-0,60m de altura","CGMS1052956",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Área de Varjão prox. à ferrovia.","-54.79","-20.5566667",NA,"Terenos","504","504",NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:42:46-03","UFMS","CGMS","41749","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","5979","2002","11","11",NA,"Brasil",NA,NA,"Unicata. Habitat: Brejo graminoso (1,30m de altura), com EryngiumFloribundum. Solo calcário encharcado com musgos e matéria orgânica. Relevo plano. Habito: Erva. Ocasional. 0,50-0,60m de altura.","CGMS1071737",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Baía das Garças, próximo a sede direção cachoeiras do Aquidaban.","-56.8516667","-21.0247223",NA,"Bonito","540","540",NA,"2018","-56,8516667","-21,0247223","11","14",NA,NA,NA,NA,NA,NA,NA
"79","2021-04-07 11:42:46-03","UFMS","CGMS","71648","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V. Nakamura; D. Cuadrado, R. Fernandes, V.J. Pott","3","2018","11","01",NA,"Brasil",NA,NA,NA,"CGMS1104451",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena","-56.8336111","-21.0891666",NA,"Bonito","543","543",NA,"2018","-56,8336111","-21,0891666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-07 11:42:46-03","UFMS","CGMS","41747","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott","5223","2002","03","04",NA,"Brasil",NA,NA,NA,"CGMS1071735",NA,NA,"R.Br.",NA,"Mato Grosso do Sul","Nascente de afluente de Ribeirão Barreiro, estrada MS-142, entre Areado e Camapuã, 39 Km de Camapuã.","-54.1580556","-19.3058333",NA,"Camapuã",NA,NA,NA,"2020","-54,1580556","-19,3058333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-04-07 11:42:46-03","UFMS","CGMS","72376","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott","9207","2007","05","13",NA,"Brasil",NA,NA,NA,"CGMS1105181",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Ex Fazenda Beira Rio, futuro lago da Usina Hidroelétrica PCH Alto Sucuriú, Rio Sucuriú, distrito de Paraíso.","-52.9288889","-19.1866666",NA,"Costa Rica","445","445",NA,"2018","-52,9288889","-19,1866666","11","13",NA,NA,NA,NA,NA,NA,NA
"82","2021-04-07 11:42:46-03","UFMS","CGMS","71647","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","L.P. Oliveira; V.J. Pott, E.O. Souza, C. Estodutto","88","2018","11","05",NA,"Brasil",NA,NA,"Escapo floral triangular com quinas arredondadas Habitat: Campo inundável Habito: Erva emergente","CGMS1104450",NA,NA,"R.Br.","V.J. Pott","Mato Grosso do Sul","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena","-56.8338889","-21.0977777",NA,"Bonito","526","526",NA,"2018","-56,8338889","-21,0977777","11","05",NA,NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:42:46-03","UFMS","CGMS","37782","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; S.N. Moreira & A. Pott","10734","2010","01","29",NA,"Brasil",NA,NA,"Esparsa. Habitat: Campo úmido em nascente com buriti (vereda). Habito: Erva anfíbia. 0,50-0,70m de altura. Escapo de 1,10m de altura","CGMS1067200",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","Fazenda Modelo, Embrapa - Varjão próximo a ferrovia, via Campo Grande - Ponta Porã.","-54.7833333","-20.5563889",NA,"Terenos","511","511",NA,NA,"-54,7833333","-20,5563889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-04-07 11:42:46-03","UFMS","CGMS","51739","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","S.M. Salis; M.P. Silva; W.M. Tomas; S.M. Braun","612","1992","03","27",NA,"Brasil",NA,NA,"Flor esverdeada. Fruto não visto. Habitat: Margem de lagoa permanente. Solo arenoso com matéria orgânica. Relevo plano. Frequente. Habito: Erva cespitosa.","CGMS1081724",NA,NA,"R.Br.","T.M. Pedersen","Mato Grosso do Sul","Fazenda Fazendinha, Invernada São Pedro.","-56.3833333","-19.4833333",NA,"Aquidauana","90","90",NA,"1996","-56,3833333","-19,4833333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-04-07 11:42:46-03","UFMS","CGMS","18293","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4343","2006","12","09",NA,"Brasil",NA,NA,"Borda do brejo; estrutura mais alongada. Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Erva.","CGMS1047589",NA,NA,"R.Br.","Luciana Pereira-Silva","Mato Grosso do Sul","APA do Guariroba.","-54.3897222","-20.5047222",NA,"Campo Grande",NA,NA,NA,NA,"-54,3897222","-20,5047222",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-04-07 11:42:46-03","UFMS","CGMS","14758","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7340","2004","11","13",NA,"Brasil",NA,NA,NA,"CGMS1044243",NA,NA,"R.Br.","S. Hefler","Mato Grosso do Sul","Córrego Morgado, próximo à ponte.","-51.6008333","-19.8511111",NA,"Inocência","400","400",NA,NA,"-51,6008333","-19,8511111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-04-07 11:42:46-03","UFMS","CGMS","51920","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","unioloides","Cyperus unioloides","V.J. Pott; A. Pott","11220","2011","02","13",NA,"Brasil",NA,NA,NA,"CGMS1081907",NA,NA,"R.Br.",NA,"Mato Grosso do Sul","Fazenda Reluz, ao longo do Rio Sucuriú.","-52.0916666","-20.2125",NA,"Selvíria","288","288",NA,"2020","-52,0916666","-20,2125",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-04-07 11:42:51-03","UFMS","CGMS","41746","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","V.J. Pott; L.C.P. Lima","5610","2002","06","15",NA,"Brasil",NA,NA,NA,"CGMS1071734",NA,NA,"(R.Br.) Urb.","V.J. Pott","Mato Grosso do Sul","Reserva Legal da Fazenda Bonito.","-54.3047222","-18.9597222",NA,"São Gabriel do Oeste","280","280",NA,"2008","-54,3047222","-18,9597222","02","02",NA,NA,NA,NA,NA,NA,NA
"89","2021-04-07 11:42:51-03","UFMS","CGMS","65471","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","unioloides","Pycreus unioloides","V.J. Pott; A. Pott","12143","2016","05","11",NA,"Brasil",NA,NA,NA,"CGMS1098432",NA,NA,"(R.Br.) Urb.","V.J. Pott","Mato Grosso do Sul","Fazenda São Francisco.","-56.6108333","-21.3888889",NA,"Bonito","354","354",NA,NA,"-56,6108333","-21,3888889",NA,NA,NA,NA,NA,NA,NA,NA,NA
