"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"155","2014-08-26 15:14:00-03","MO","MOBOT","3407396","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","A.I. Honfi|A. Cardozo|G.J. Seijo","Honfi 00268","1993","5","25","South America","Argentina","Corrientes","Puerto Valle.",NA,NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"156","2014-08-26 14:49:00-03","MO","MOBOT","2906395","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","M. Schessl","Schessl 3007","1993","2","26","South America","Brazil","Mato Grosso","Approximately at Transpantaneira km 62 (UTM= 05.15/81.47).",NA,NA,NA,NA,"Poconé","-56.5","-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"157","2014-08-26 14:36:00-03","MO","MOBOT","1923387","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Antonio C. Allem|G. Vieira","Allem 1679","1978","2","11","South America","Brazil","Mato Grosso","Km 10 - Poconé - Porto Cercado - Mun. Poconé.",NA,NA,NA,NA,"Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,"1"
"158","2014-08-26 14:44:00-03","MO","MOBOT","1923395","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","Gerrit Davidse (MO)","Antonio C. Allem|G. Vieira","Allem 1604","1978","2","8","South America","Brazil","Mato Grosso","Porto Cercado - Mun. Poconé.",NA,NA,NA,NA,"Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,"1"
"159","2020-08-31 09:21:29-03","INPA","INPA","10857","S","Plantae","Monocotyledon","Poales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Gibertoni, TB; Gomes-Silva, AC","Rodrigues, WA","4291","1962","01","11","Southern America","Brasil","Rondônia","Forte Princípe da Beira, local Baía., Forte Príncipe da beira, local Baía. Terreno sujeito a inundação temporária; solo argilo-arenoso.",NA,NA,"INPA0010857","INPA0010857 INPA0010857_e",NA,"-64.4","-12.5",NA,NA,"-64.4","-12.5","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-08-31 09:21:29-03","INPA","INPA","181437","S","Plantae","Monocotyledon","Poales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Filgueiras, TS; Viana, PL","Mori, SA","21726","1991","07","15","Southern America","Brasil","Amazonas","Rio Solimões. Paraná do Mamuri. Near Lago Janaucá",NA,NA,"INPA0181437","INPA0181437 INPA0181437_e",NA,"-60.283333","-3.466667",NA,NA,"-60.283333","-3.466667","2014","05",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-09-12 05:00:02-03","US","US","3285639","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","B. Hoffman & C. Capellaro","1275","1992","4","17","South America - Neotropics","Guyana","Potaro-Siparuni","Essequibo River at Karupukari pontoon crossing; small islands to North (Downstream) of Eastern landing",NA,NA,NA,NA,NA,"-58.675","4.66667","50",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"162","2020-09-12 05:00:02-03","US","US","3412909","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","269","1955","11","5","South America - Neotropics","French Guiana",NA,"Approuague, Saut Mapaou",NA,NA,NA,NA,NA,"-52.3","4.2",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"163","2020-09-12 05:00:02-03","US","US","3230089","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","L. J. Gillespie & S. Tiwari","2372","1989","10","15","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Julian Ross Itabu River, 2-7 km upstream off Cuyuni R, mouth of Haimaralli Falls",NA,NA,NA,NA,NA,"-59.7417","6.79167","60",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"164","2020-09-12 05:00:02-03","US","US","1448579","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Chase, [M.] Agnes, (US)","A. Chase","11099","1930","2","28","South America - Neotropics","Brazil","Matto Grosso","Porto Esperança, on Rio Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"165","2020-09-12 05:00:02-03","US","US","3393137","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","H. D. Clarke","3849","1997","2","25","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River; at confluence of Kwitaro River",NA,NA,NA,NA,NA,"-58.7519","3.28944","90",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"166","2020-09-12 05:00:02-03","US","US","80752","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"R. Spruce","26",NA,NA,NA,"South America - Neotropics","Brazil","Pará","Santarem.",NA,NA,"US00148235","US00148235_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"Type fragment","1"
"167","2020-09-12 05:00:02-03","US","US","3412796","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez",NA,"J. Hoock","310","1958","1","3","South America - Neotropics","French Guiana",NA,"Route de Kourou, vers le km 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"168","2020-09-12 05:00:02-03","US","US","1448941","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, F. O.","A. Chase","11630","1930","3","30","South America - Neotropics","Brazil","Goiás","Santa Rita do Paranahyba",NA,NA,NA,NA,NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"169","2020-09-12 05:00:02-03","US","US","3158717","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","271","1957","1","24","South America - Neotropics","French Guiana",NA,"Saut Sabbat, début route de Saint Laurent",NA,NA,NA,NA,NA,"-53.66","5.38",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"170","2020-09-12 05:00:02-03","US","US","3412910","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","271","1957","1","24","South America - Neotropics","French Guiana",NA,"Saut Sabbat, début route de Saint Laurent",NA,NA,NA,NA,NA,"-53.66","5.38",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"171","2020-09-12 05:00:02-03","US","US","3158772","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","301","1958","1","3","South America - Neotropics","French Guiana",NA,"Route de Kourou, vers le km 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"172","2020-09-12 05:00:02-03","US","US","3412908","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","268","1955","12","18","South America - Neotropics","French Guiana",NA,"Morouini, Pikinn Tabiki",NA,NA,NA,NA,NA,"-54.1","3.25",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"173","2020-09-12 05:00:02-03","US","US","2954421","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Zuloaga, F. O.; Ellis, R. P.; Morrone, O. N.","T. G. Tutin","G 69","1933","5","1","South America - Neotropics","Guyana","Cuyuni-Mazaruni","Cuyuni R., Island at Crab Fall",NA,NA,NA,NA,NA,"-58.8","6.25",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"174","2020-09-12 05:00:02-03","US","US","3158716","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","Judziewicz, E. J.","J. Hoock","270","1956","1","4","South America - Neotropics","French Guiana",NA,"Haut Litany, apres Saut Lavaud",NA,NA,NA,NA,NA,"-54.23","2.75",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"175","2020-09-02 16:37:43-03","Cenargen","CEN","4289","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","2493","1979","10","03",NA,"Brasil","MT","Fazenda Santa Lúcia.","Exsicatas","Folhas subhasadas. Erva 1 m alt. Tufos isolados no meio da savana, às vezes sobre murundus.","CEN00004289","CEN00004289","BARAO DE MELGACO",NA,NA,"100","100",NA,NA,"2016","01",NA,NA,NA,NA,NA,NA,NA,"1"
"176","2020-09-02 16:37:43-03","Cenargen","CEN","49469","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Arnildo Pott","4117","1988","02","25",NA,"Brasil","MS","Estrada para Carandazal (MS -352), fazenda Acurizal - Nabileque; Pantanal.","Unicata","Projeto 006.86.020-9","CEN00049469","CEN00049469","CORUMBA","-57","-19.683333","90","90","-57.0","-19.683333","2016","01",NA,NA,NA,NA,NA,NA,NA,"1"
"177","2020-09-02 16:37:43-03","Cenargen","CEN","50792","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Arnildo Pott","3010","1987","06","23",NA,"Brasil","MS","Invernada Barreiro, Fazenda Acurizal, Nabileque, Pantanal.","Exsicatas","Muito pastado, pouco florescido.","CEN00050792","CEN00050792","CORUMBA","-57.066666","-19.733333","90","90","-57.066666","-19.733333","2016","01",NA,NA,NA,NA,NA,NA,NA,"1"
"178","2020-09-02 16:37:43-03","Cenargen","CEN","100002","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Glocimar Pereira-Silva","14785","2009","11","25",NA,"Brasil","TO","Margem esquerda do rio Corrente.","Exsicatas","Área de influência direta (lago).","CEN00100002","CEN00100002","BABACULANDIA","-47.736666","-7.2283333","150","150","-47.736666","-7.2283333","2017","10",NA,NA,NA,NA,NA,NA,NA,"4"
"179","2020-09-02 16:37:43-03","Cenargen","CEN","50793","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Arnildo Pott","3162","1987","07","30",NA,"Brasil","MS","Invernada triangulo ( a 200m da BR 262 e 100m da MS 325 do Carandazal) Fazenda Acurizal; Nabileque; Pantanal.","Exsicatas","Polimorfa. Paratudal (savana de Tabebuia caraiba) denso. Solo argiloso preto com murunduns de 0,5 m de altura.","CEN00050793","CEN00050793","CORUMBA","-57",NA,"90","90","-57.0","-19683333.0","2016","01",NA,NA,NA,NA,NA,NA,NA,"1"
"180","2020-09-02 16:37:43-03","Cenargen","CEN","68191","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Glocimar Pereira-Silva","12615","2008","01","14",NA,"Brasil","MA","Margem direita do rio Tocantins/foz do rio Feio.","Exsicatas","Área de influência direta (lago).","CEN00068191","CEN00068191","ESTREITO","-47.490555","-6.7375","140","140","-47.490555","-6.7375","2016","01",NA,NA,NA,NA,NA,NA,NA,"4"
"181","2020-09-02 16:37:43-03","Cenargen","CEN","70381","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","José Francisco Montenegro Valls","9370","1985","10","25",NA,"Brasil","MT","Cerca de 1 km da margem oeste da ponte sobre o rio Paraguai, em Cáceres.","Exsicatas",NA,"CEN00070381","CEN00070381","CACERES","-57.709166","-16.066666","120","120","-57.709166","-16.066666","2016","01",NA,NA,NA,NA,NA,NA,NA,"3"
"182","2020-09-02 16:37:43-03","Cenargen","CEN","71480","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Glocimar Pereira-Silva","11728","2007","05","10",NA,"Brasil","TO","Margem esquerda do rio Tocantins (fazenda do Sr. José Martins).","Exsicatas","Área de influência direta (lago).","CEN00071480","CEN00071480","PALMEIROPOLIS","-48.140277","-13.133888","250","250","-48.140277","-13.133888","2016","01",NA,NA,NA,NA,NA,NA,NA,"4"
"183","2020-09-02 16:37:43-03","Cenargen","CEN","5037","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","José Anibal Comastri Filho","36","1980","01","04",NA,"Brasil","MS","Fazenda Leque, região da Nhecolândia.","Exsicatas","Encontrada em área alagada, em solo arenoso da Fazenda Leque, campo experimental / EMBRAPA","CEN00005037","CEN00005037","CORUMBA","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2016","01","295160","auto",NA,NA,NA,NA,NA,"1"
"184","2020-09-02 16:37:43-03","Cenargen","CEN","2394","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","2190","1978","10","27",NA,"Brasil","MS","Faz. Bodoquena, Secção Acurizal.","Exsicatas","Muito ramificada na base. Em área de vegetação graminosa sobre solo orgãnico. Estéril, com aspectos bambusóides.","CEN00002394","CEN00002394","MIRANDA","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"2016","01","92112","auto",NA,NA,NA,NA,NA,"1"
"185","2020-09-02 16:37:43-03","Cenargen","CEN","52591","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Tatiana Sendulsky","1789","1982","03","17",NA,"Brasil","PR","Parque Nacional de Sete Quedas, Ilhas dos Saltos.","Exsicatas","Doação - Instituto de Botânica SP","CEN00052591","CEN00052591","GUAIRA","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"2016","01","33984","auto",NA,NA,NA,NA,NA,"1"
"186","2020-09-02 16:37:43-03","Cenargen","CEN","52593","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Tatiana Sendulsky","1831","1977","03","21",NA,"Brasil","PR","Parque Nacional de Sete Quedas, Ilhas dos Saltos.","Exsicatas","Doação do Herbário do Instituto de Botânica-São Paulo-Brasil.","CEN00052593","CEN00052593","GUAIRA","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"2016","01","33984","auto",NA,NA,NA,NA,NA,"1"
"187","2020-09-02 16:37:43-03","Cenargen","CEN","30205","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Glocimar Pereira-Silva","3521","1996","03","19",NA,"Brasil","GO","Margem esquerda do Rio Corumbá, 300 m à jusante da ponte São Bento.","Exsicatas","Crescendo na borda do rio.","CEN00030205","CEN00030205","IPAMERI","-48.1596984863281","-17.7219009399414","580","580","-4848333.0","-1771667.0","2016","02","102542","auto",NA,NA,NA,NA,NA,"4"
"188","2020-09-02 16:37:43-03","Cenargen","CEN","2422","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","2218","1978","10","28",NA,"Brasil","MS","Faz. Bodoquena. Carandazal.","Exsicatas","Com aspecto Bambusoide. No campo aberto e sob cangiqueirais.","CEN00002422","CEN00002422","CORUMBA","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"2016","01","295160","auto",NA,NA,NA,NA,NA,"1"
"189","2020-09-02 16:37:43-03","Cenargen","CEN","2574","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","2371","1978","11","04",NA,"Brasil","MT","Faz. Descalvados.","Exsicatas","Pouco ramificada, apoiando-se na vegetação arbustiva de beira de braço do rio Paraguai. 150 cm de alt.","CEN00002574","CEN00002574","CACERES","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"2016","01","172193","auto",NA,NA,NA,NA,NA,"1"
"190","2020-09-02 16:37:43-03","Cenargen","CEN","1804","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","1604","1978","02","08",NA,"Brasil","MT","Porto Cercado.","Exsicatas","Ótima forrageira.","CEN00001804","CEN00001804","POCONE","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"2016","01","200792","auto",NA,NA,NA,NA,NA,"1"
"191","2020-09-02 16:37:43-03","Cenargen","CEN","1801","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Antônio Costa Allem","1601","1978","02","08",NA,"Brasil","MT","Porto Cercado.","Exsicatas","Erva c/ habitus de taquarinha, 0,8 - 1 m alt. quase submersa pela água. Abundante na área. Ótima forrageira.","CEN00001801","CEN00001801","POCONE","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"2016","01","200792","auto",NA,NA,NA,NA,NA,"1"
"192","2020-09-02 16:37:43-03","Cenargen","CEN","52423","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Rugoloa","hylaeica","Rugoloa hylaeica","(Mez) Zuloaga","J. F. M. Valls","Arnildo Pott","2258","1986","06","20",NA,"Brasil","MS","Jacadigo - Fazenda Primavera.","Unicata",NA,"CEN00052423","CEN00052423","CORUMBA","-57.6533012390137","-19.0091991424561","85","85","-5781667.0","-1933333.0","2016","01","295160","auto",NA,NA,NA,NA,NA,"1"
"193","2018-05-14 17:27:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum",NA,"RRC ID Flag","J. Cuatrecasas","16795","1944","3","8","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,"-76.5","3.75",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"16795",NA,NA
"194","2018-05-14 17:26:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum",NA,"RRC ID Flag","J. Cuatrecasas","16341","1944","2","19","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,"-76.5","3.75",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"16341",NA,NA
"195","2019-01-25 15:44:44-02","IAC","IAC","14548","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","R.L. Fróes & G.A. Black","R.L. Fróes & G.A. Black","24422","1949","06","12",NA,"Brasil","Pará","Rio Itacaiúnas, capoeira São Domingos",NA,"Coletado por apresentar ataque de fungo.&nf;Plantas recebidas do Instituto Agronômico do Norte.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949","06",NA,NA,NA,NA,"12",NA,NA,NA
"196","2019-01-25 15:44:44-02","IAC","IAC","15122","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","R.L. Fróes","R.L. Fróes","25756","1950","01","31",NA,"Brasil","Amapá","Cachoeira do Carratá, beira do Rio Oiapoque",NA,"Plantas recebidas do Instituto Agronômico do Norte",NA,NA,"Oiapoque","-51.835","3.8431",NA,NA,"-51.835","3.8431","1950","01",NA,NA,NA,NA,"31",NA,NA,NA
"197","2019-01-25 15:44:44-02","IAC","IAC","15231","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","R.L. Fróes","R.L. Fróes","25932","1950","02","08",NA,"Brasil","Amapá","Margem do Rio Oiapoque",NA,"Plantas recebidas do Instituto Agronômico do Norte",NA,NA,"Oiapoque","-51.835","3.8431",NA,NA,"-51.835","3.8431","1950","02",NA,NA,NA,NA,"08",NA,NA,NA
"198","2019-01-25 15:44:44-02","IAC","IAC","15963","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","R.L. Fróes & G.A. Black","R.L. Fróes & G.A. Black","24551","1949","06","17",NA,"Brasil","Pará","Rio Itacaiúnas, Surubim",NA,NA,NA,NA,"Marabá","-49.1178","-5.3686",NA,NA,"-49.1178","-5.3686","1949","06",NA,NA,NA,NA,"17",NA,NA,NA
"199","2019-01-25 15:44:44-02","IAC","IAC","15989","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez","R.L. Fróes & G.A. Black","R.L. Fróes & G.A. Black","24658","1949","06","26",NA,"Brasil","Pará","Rio Tocantins, Ilha da Praia",NA,NA,NA,NA,"Marabá","-49.1178","-5.3686",NA,NA,"-49.1178","-5.3686","1949","06",NA,NA,NA,NA,"26",NA,NA,NA
"200","2020-11-04 17:30:23-03","UEM","HUEM","20257","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita; Almeida, CG; Rosa, GS; J.M.Garcia; L.M.Garcia; Rodrigues, S","1557","2011","04","14",NA,"Brasil","Mato Grosso do Sul","rio Baía, margem direita, próxima a foz do rio Samambaia, em frente à fazenda Fortaleza.",NA,"Herbácea; prefoliação convoluta; espiguetas coloração verde e roxo escuro; solo alagado.","HUEM000022545",NA,"Batayporã","-53.290417","-22.7231","235","235","-53.290417","-22.7231","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-04 17:30:23-03","UEM","HUEM","24126","Extra","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita","1760","2010","08","10",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, margem direita, campinho, Parque Estadual das Várzeas do Rio Ivinhema",NA,"Herbácea; cerca de 100 m da margem.","HUEM000022547",NA,"Jateí","-53.6225","-22.865",NA,NA,"-53.6225","-22.865","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-04 17:30:23-03","UEM","HUEM","22443","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Ma.C.Souza","08","1992","05","17",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, campinho, além da lagoa do Ventura",NA,"Herbácea, aquática. Cresce no banhado associada com outras gramíneas.","HUEM000022536",NA,"Jateí","-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,"2013","09","85335","auto",NA,NA,NA,NA,NA,NA
"203","2020-11-04 17:30:23-03","UEM","HUEM","14186","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita; col.","479","2000","02","14",NA,"Brasil","Mato Grosso do Sul","rio Ivinhema, margem direita, lagoa do Finado Raimundo",NA,"Herbáceo; frequência moderada. Solo sujeito a alagamento.","HUEM000022543",NA,"Jateí","-54.3025016784668","-22.4818992614746",NA,NA,NA,NA,"2013","09","85335","auto",NA,NA,NA,NA,NA,NA
"204","2020-11-04 17:30:23-03","UEM","HUEM","27180","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","1233","1998",NA,NA,NA,"Brasil","Mato Grosso do Sul","canal Corutuba, Margem direita.",NA,NA,"HUEM000022552",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"205","2020-11-04 17:30:23-03","UEM","HUEM","23969","Extra","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","K.Kawakita; J.M.Garcia; A.Soares","1616","2011","12","15",NA,"Brasil","Mato Grosso do Sul","canal Corutuba, margem direita, Parque Estadual das Várzeas do Rio Ivinhema",NA,"Colmos e bainhas arroxeadas, cerca de 1,60m de altura; sinflorescência coloração verde-arroxeada; frequente no local; solo sujeito a alagamento.","HUEM000022736",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"206","2020-11-04 17:30:23-03","UEM","HUEM","22442","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Ma.C.Souza","1163","1992","04","12",NA,"Brasil","Mato Grosso do Sul","rio Baia, Fazenda da Figueira, planície em frente à lagoa do Guaraná",NA,"Herbácea; inflorescência col. arroxeada.","HUEM000022546",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
"207","2020-11-04 17:30:23-03","UEM","HUEM","27181","S","Plantae",NA,NA,"Poaceae","Panicum","hylaeicum","Panicum hylaeicum","Mez.","K.Kawakita","Fachini, MP","599","1998",NA,NA,NA,"Brasil","Mato Grosso do Sul","rio Baía, Margem esquerda, várzea.",NA,NA,"HUEM000022554",NA,"Taquarussu","-53.3513984680176","-22.4878005981445",NA,NA,NA,NA,"2013","09","63482","auto",NA,NA,NA,NA,NA,NA
