"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"210","2019-10-09 11:10:57-03","UFBA","ALCB","127056","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2594","2015","11","15","Brasil","Rio Grande do Sul","Cazuza Ferreira","-51.071389","-29.6675","-51.071389","-29.6675","935","935","11 m, sterile. Leaves glabrous.","ALCB045018","ALCB045018","Growing on roadside near Cazuza Ferreira.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-09 11:10:57-03","UFBA","ALCB","127088","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2596","2015","11","15","Brasil","Rio Grande do Sul","Cazuza Ferreira","-51.071389","-29.6675","-51.071389","-29.6675","935","935","3 m, sterile. Leaves glabrous.","ALCB045020","ALCB045020","Growing on roadside near Cazuza Ferreira.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2019-10-09 11:10:57-03","UFBA","ALCB","127095","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2595","2015","11","15","Brasil","Rio Grande do Sul","Cazuza Ferreira","-51.071389","-29.6675","-51.071389","-29.6675","935","935","4 m, sterile. Leaves glabrous.","ALCB045019","ALCB045019","Growing on roadside near Cazuza Ferreira.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-10-09 11:11:01-03","UFBA","ALCB","134128","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2018",NA,NA,"Boscolo, D","89","2017","01","14","Brasil","São Paulo","Bragança Paulista","-46.573889","-22.993889","-46.573889","-22.993889","1052","1052","Flores com pétalas de coloração bege.","ALCB058596","ALCB058596","Res. Rosário de Fátima. Area de pasto não manejado próximo a borda de floresta secundária em propriedade particular. Coleta para projeto de pesquisa intitulado  Redes de Interação Planta-Polinizador em Paisagens Heretogeneas de Mata Atlantica do Ed",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-10-09 11:11:01-03","UFBA","ALCB","135557","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Bringel Júnior, JBA","2018","03",NA,"Sevilha, AC; Silva, GP; Pereira, JB; Noronha, SE de","6869","2017","03","25","Brasil","Minas Gerais","São João do Paraizo","-42.071667","-15.211944","-42.071667","-15.211944","807","807","Com 9 m de altura. Flor alva. Frequência ocasional.; Ambiente antropizado. Relevo: Baixada entre chapadas. Substrato: Neossolo quartzarênico aluvial.","ALCB064278","ALCB064278","Sítio 19. Ponto 6.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-10-09 11:11:01-03","UFBA","ALCB","136759","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2019","08",NA,"Sevilha, AC; Pereira-Silva, G; Pereira, JB; Noronha, SE de","6129","2016","12","04","Brasil","Minas Gerais","Salinas","-41.91","-16.017222","-41.91","-16.017222","920","920","Ca. 6m. Flor branca. Tronco corticoso, indeiscente.; Transição cerrado denso/mata seca de encosta. Relevo acidentado em encosta superior de chapada. Substrato neossolo litólico argiloso-arenoso em ravina.","ALCB066473","ALCB066473","Sítio 6 - Ponto 2. Em ravina.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-10-09 11:11:01-03","UFBA","ALCB","136760","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2019","08",NA,"Sevilha, AC; Pereira-Silva, G; Pereira, JB; Noronha, SE de","6181","2016","12","04","Brasil","Minas Gerais","Salinas","-41.896389","-16.116944","-41.896389","-16.116944","908","908","Ca. 5m. Tronco corticoso, indeiscente, sulcado. Flor branca.; Mata seca de encosta em ravina. Relevo ondulado. Substrato podzólico vermelho-amarelo.","ALCB066474","ALCB066474","Sítio 6 - Ponto 5.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-09 11:11:01-03","UFBA","ALCB","52211","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Pacheco, LM","2001","05",NA,"Guedes, ML; Alves, L. de J.; Loureiro, DM","8835","2001","04","21","Brasil","Bahia","São Sebastião do Passé","-38.365833","-12.5775","-38.365833","-12.5775",NA,NA,"4,0 m. Folhas cart ceas, discolores, cap¡tulos com flores de cor creme. Ocasional.; Restinga antropizada.",NA,NA,"Recôncavo, Ponto n§2,  rea proxima a Caraíba Metais",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-09 11:11:01-03","UFBA","ALCB","37750","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2597","2015","11","15","Brasil","Rio Grande do Sul","Cazuza Ferreira","-51.071389","-29.6675","-51.071389","-29.6675","935","935","5 m, sterile. Leaves glabrous.","ALCB045021","ALCB045021","Growing on roadside near Cazuza Ferreira.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-10-09 11:11:01-03","UFBA","ALCB","65483","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N",NA,NA,NA,"Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","931",NA,NA,NA,"Brasil","Bahia","Piatã","-41.749167","-13.228611","-41.749167","-13.228611","1056","1056","ca 5 m alt. Folhas discolores. Capítulos passados.",NA,NA,"Chapada Diamantina, Piatã. Estrada Piatã-Abaíra. No entrocamento para Catolés",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-10-09 11:11:01-03","UFBA","ALCB","74921","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Guedes, ML","2007","01",NA,"Sessegolo, GC; et al.","56","2006","01","15","Brasil","Bahia","Jeremoabo","-38.35","-10.066667","-38.35","-10.066667",NA,NA,"Flor braca c/marron",NA,NA,"Nordeste, APA da Serra Branca/Raso da Catarina",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-10-09 11:11:01-03","UFBA","ALCB","75703","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2007","03",NA,"Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","13057","2006","12","21","Brasil","Bahia","Miguel Calmon","-40.549167","-11.396389","-40.549167","-11.396389",NA,NA,"de ca. 6 m de alt. Folhas coriáceas, discolores, com a face abaxial esbranquiçada. Capítulos com flores passadas.",NA,NA,"Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 215",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-10-09 11:11:01-03","UFBA","ALCB","75704","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2007","03",NA,"Guedes, ML; Valadão, RM; Carvalho, G; Santos, JS","13059","2006","12","21","Brasil","Bahia","Miguel Calmon","-40.552778","-11.39","-40.552778","-11.39",NA,NA,"de ca. 6 m de alt. Folhas cartáceas, discolores. Flores com papus cremes.",NA,NA,"Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº217",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-10-09 11:11:01-03","UFBA","ALCB","75767","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Guedes, ML","2007","02",NA,"Guedes, ML; Santos, JS; Valadão, RM; Carvalho, G","13121","2006","12","22","Brasil","Bahia","Miguel Calmon","-40.548333","-11.3525","-40.548333","-11.3525",NA,NA,"de ca. 2,5 m de alt. Folhas membranáceas, discolores. Flores capítulos jovens.",NA,NA,"Piemonte da Diamantina, Entorno do Parque Sete Passagens. Ponto 221",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-10-09 11:11:01-03","UFBA","ALCB","35763","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Caxambu, MG","2007","02",NA,"Caxambu, MG","1339","2007","02","02","Brasil","Paraná","Campo Mourão","-52.331111","-20.103611","-52.331111","-20.103611","570","570","Heliófita ca. 2,20 m de altura. Folhas fortemente discolares. Flores de cor amarela.; Em afloamento de basalto. Relevo: ondulado.","ALCB045234","ALCB045234","Parque Estadual Lago Azul (PELA).",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-10-09 11:10:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Guedes, ML","2000","06",NA,"Guedes, ML; Santos, JJ dos; Rodarte, ATA; C.da, SLeão; D.da R.Vieira; E.L.das, Neves; et al","7197","1999","11","20","Brasil","Bahia","Paulo Afonso","-41.583333","-9.416667","-41.583333","-9.416667",NA,NA,"de ca. 1,5-5 m de altura, bastante ramificado. Folhas discolores, com a face abaxial esbranquiçada. Flores em capítulos paucifloros.; de aproximadamente 4 m. de altura, com suculentas, composta de arbustos muito ramificados, frequentemente espinhosos",NA,NA,"Nordeste, Reserva Ecológica do Raso da Catarina, próximo a base",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-10-09 11:11:01-03","UFBA","ALCB","87077","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Matzenbacher, N","2009","02",NA,"Roque, N; Ritter, MR; Matzenbacher, N","1934","2009","02","25","Brasil","Rio Grande do Sul","Guaíba","-51.3925","-30.179722","-51.3925","-30.179722","198","198","ca. 7m alt., folhas discolores. Capítulos passados.; Domínio Mata Atlântica.",NA,NA,"Fazenda São Maximiano",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-10-09 11:11:01-03","UFBA","ALCB","93234","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Guedes, ML; Gomes, FS","2010","02",NA,"Guedes, ML; Gomes, FS; Melo, E; et al.","16792","2009","12","10","Brasil","Bahia","Licínio de Almeida","-42.525","-14.451389","-42.525","-14.451389","878","878","ca. 6 m alt. Folhas membranáceas, discolores. Inflorescência em panícula de capítulos. Flores cremes.",NA,NA,"Serra Geral, fazenda São Domingos. Jurema. P04",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-10-09 11:10:57-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2006","12",NA,"Nobrega, MG","1662","2002","08","09","Brasil","Brasília","Distrito Federal","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"3,5m. Flor creme. Ocasional. Orguenios jovens cremes e velhos marrons.",NA,NA,"Jardim Botânico de Brasília, trilha Ecológica. CENTRO OESTE. Inclinado",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-10-09 11:11:01-03","UFBA","ALCB","53806","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Cavalcanti, DC","478","1999","12","01","Brasil","São Paulo","Analândia","-47.6599998474121","-22.1200008392334",NA,NA,NA,NA,"ca. 10 m, flores bege, aroma adocicado, visitada por abelhas.; Floresta Estacional Semidecidual.","ALCB032999","ALCB032999","Fazenda Pedra Vermelha.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA
"230","2019-10-09 11:11:01-03","UFBA","ALCB","54586","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Cavalcanti, DC","463","1999","11","29","Brasil","São Paulo","Analândia","-47.6599998474121","-22.1200008392334",NA,NA,NA,NA,"ca. 8 m. Flores brancas.; Floresta Estacional Semidecidual.","ALCB033005","ALCB033005","Fazenda Pedra Vermelha.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA
"231","2019-10-09 11:11:01-03","UFBA","ALCB","129524","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2017","02",NA,"Pinheiro, MHO","242","1998","05","07","Brasil","São Paulo","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"De 7,0 m alt.; inflorescências amareladas.; Cerradão.","ALCB047132","ALCB047132","Jardim Botânico de Bauru.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-10-09 11:11:01-03","UFBA","ALCB","129525","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2017","02",NA,"Pinheiro, MHO","243","1998","05","07","Brasil","São Paulo","Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"De 7,0 m alt.; inflorescências branco-amareladas.; Cerradão.","ALCB047133","ALCB047133","Jardim Botânico de Bauru.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA
"233","2019-10-09 11:10:57-03","UFBA","ALCB","07177","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","1995",NA,NA,"Viégas, AP; Viégas, GP","s/n","1938","11","20","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"5 km. Estrada Indaiatuba",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"234","2019-10-09 11:11:01-03","UFBA","ALCB","59419","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Raiss, MGC",NA,"1990","11","22","Brasil","São Paulo","Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,"Flores amarelas, perfumadas.","ALCB033016","ALCB033016",NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"14989","auto",NA,NA,NA,NA,NA,NA,NA
"235","2019-10-09 11:11:01-03","UFBA","ALCB","83244","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Pagano, SN","356-B","1981","11","30","Brasil","São Paulo","Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Com 8 m de altura. DAP 25 cm. Flores amareladas.; Mata.","ALCB033006","ALCB033006","Fazenda São José.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA
"236","2019-10-09 11:10:57-03","UFBA","ALCB","124815","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2589","2015","11","10","Brasil","Rio Grande do Sul","Guaíba","-51.656944","-30.307778","-51.656944","-30.307778","34","34","4 m, sterile. Leaves glabrous.","ALCB017863","ALCB017863","Growing near Matzembacher farm in clearing southwest of pond.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2019-10-09 11:10:57-03","UFBA","ALCB","124818","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Dal Forno, M; Gostel, MR","2590","2015","11","10","Brasil","Rio Grande do Sul","Guaíba","-51.656944","-30.307778","-51.656944","-30.307778","34","34","4 m, sterile. Leaves glabrous.","ALCB017866","ALCB017866","Growing near Matzembacher farm in clearing southwest of pond.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2019-10-09 11:10:57-03","UFBA","ALCB","031781","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2003",NA,NA,"Guedes, ML","5461","1997","11","08","Brasil","Bahia","Palmeiras","-41.466667","-12.433333","-41.466667","-12.433333",NA,NA,"Ca. 5 m alt. Folhas coriáceas, discolores, face adaxial brilhante e abaxial com tomentos alvos. Inflorescência alva. Ocasional.; Solo areno-argiloso.",NA,NA,"Chapada Diamantina",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-10-09 11:10:57-03","UFBA","ALCB","09574","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","1995","07",NA,"Queiroz, LP de; Guedes, ML","335","1982","06","24","Brasil","Bahia","Paulo Afonso","-38.216667","-9.4","-38.216667","-9.4",NA,NA,"Ca. 2 m alt. Folhas semicoriáceas, discolores, com verso quase prateado (face dorsal). Flores alvas.",NA,NA,"Nordeste, Reserva ecológica do Raso da Catarina - Mata Pororocas",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-10-09 11:11:01-03","UFBA","ALCB","62644","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho",NA,NA,NA,NA,"Ganev, W","2648","1993","12","15","Brasil","Bahia","Abaíra","-41.883333","-13.283333","-41.883333","-13.283333","1200","1200","Solo argilo-arenoso.",NA,NA,"Chapada Diamantina, Gregória, beira do córrego da mata, próximo à Cachoeira das Anáguas. Catolés de cima",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-05-19 10:29:39-03","UFBA","ALCB","139183","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Guedes, ML","2020","02",NA,"Guedes, ML; Souza, GH","31961","2020","01","29","Brasil","Bahia","São Sebastião do Passé","-33.616667","-12.85","-33.616667","-12.85",NA,NA,"Folhas discolores com um indumento esbranquiçado naface abaxial. Inflorescências panícula de capítulos com flores cremes.","ALCB071159",NA,"Área de Mata da Fazenda Majú.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-10-09 11:10:57-03","UFBA","ALCB","126067","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","11",NA,"Pereira, E; Hatschbach, G","8044","1963","11","19","Brasil","Paraná","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"5-10m alt., flor creme, perfumada.","ALCB033074","ALCB033074","Campo Magro",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA
"243","2019-10-09 11:11:01-03","UFBA","ALCB","83245","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2015","12",NA,"Lima, HC; et al.","317","1978","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"600","600","Folhas discolor c/ indumento piloso. Flores alvas.; Heliófila.","ALCB033029","ALCB033029","Campo Grande. Serra do Mendanha.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"244","2019-10-09 11:11:01-03","UFBA","ALCB","55188","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Almeida, RJ","309","1990","12","08","Brasil","São Paulo","Analândia","-47.6599998474121","-22.1200008392334",NA,NA,NA,NA,"7 m. Botões florais.; Beira da Mata.","ALCB033015","ALCB033015","Parque Rawistscher, Fazenda Pedra Vermelha.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"14271","auto",NA,NA,NA,NA,NA,NA,NA
"245","2021-02-08 21:31:45-03","UFBA","ALCB","06359","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Caxambu, MG","2013","04",NA,"Santos, IM","s/n","2013","03","19","Brasil","São Paulo","Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Heliófito. Capítulos cremes.; Relevo: suave-ondulado.","ALCB045247","ALCB045247","Rodovia Raposo Tavares, saída de Assis para Ourinhos.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"246","2019-10-09 11:11:01-03","UFBA","ALCB","59062","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Assis, MA; Tannus, JLS","1429","2000","12","14","Brasil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,"Flores creme, brácteas verdes.; Em beira de Mata Brejosa.","ALCB032993","ALCB032993","Fazenda Areia que Canta.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"26585","auto",NA,NA,NA,NA,NA,NA,NA
"247","2021-02-08 21:31:45-03","UFBA","ALCB","58256","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2016","07",NA,"Bittencourt, P","s/n","1953","10","06","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"ALCB033017","ALCB033017",NA,NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"248","2019-10-09 11:10:57-03","UFBA","ALCB","126071","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2015","12",NA,"Carvalho, LD'AF de; et al.","105","1974","12","03","Brasil","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,"campo sujo","ALCB033078","ALCB033078","Rodovia Raposo Tavares",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"249","2019-10-09 11:11:01-03","UFBA","ALCB","131637","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G.Sancho","Roque, N","2017","01",NA,"Silva, JS","294","1974","05","14","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Ca. 3 m alt., flores amareladas com frutos e botões, área 18.","ALCB048227","ALCB048227","Nativa no Jardim Botânica e Parque do Estado.",NA,"Southern America",NA,NA,NA,"Dicotyledon",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"250","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118932","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha polymorpha",NA,"Hind DJN","1989","05","01","Harley RM; Hind DJN; Cavalcanti TB",NA,"1988","11","17","Brazil","Bahia",NA,"-41.266667","-13.5","-41.266667","-13.5",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118932 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118932","NL-U1118932",NA,"polymorpha","Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae","U 0098849",NA,NA,NA,NA,NA
"251","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L 0087207","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200087207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0087207",NA,"sawmill N of Rio Chopim, ca. 20 km N of Clevelandia",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"252","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305306","PreservedSpecimen","Plantae","Compositae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Pedersen TM",NA,"1967","10","09","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305306","NL-L1305306","plants of Paraguay.",NA,"Southern America",NA,NA,NA,NA,"Asterales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
