"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"1338","2014-11-18 15:40:00-02","MO","MOBOT","100262641","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Ronaldo Wasum","Wasum 553","2000","3","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,"Mun. de São Francisco de Paula - Parque Paraíso da Serra.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1339","2014-11-18 15:56:00-02","MO","MOBOT","100262668","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Émile Hassler","Hassler 4918",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1340","2014-11-18 16:41:00-02","MO","MOBOT","100262670","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Émile Hassler","Hassler 12375",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regio lacus Ypacaray.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1341","2014-11-18 15:52:00-02","MO","MOBOT","100262672","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Aurelio Schinini","Schinini Cacace 10877","1975","3","22","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tobaty.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1342","2014-11-18 15:58:00-02","MO","MOBOT","100262677","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Pedro Jörgensen","Jörgensen 3515",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1343","2014-11-18 15:39:00-02","MO","MOBOT","100262697","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"James A. Ratter","Ratter 4842","1983","11","12","Brazil","São Paulo",NA,"-48.4166667","-23.45",NA,NA,NA,NA,NA,NA,NA,"Floresta de Angatuba.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1344","2014-11-18 16:01:00-02","MO","MOBOT","100262701","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"E. Pereira da C.","Pereira da C. 4270","1959","1","29","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estado da Guanabara, Mesa do Imperador.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1345","2014-11-18 15:46:00-02","MO","MOBOT","100262703","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 5072","1992","1",NA,"Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arroyo Kaagata.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1346","2014-11-18 15:52:00-02","MO","MOBOT","100262704","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 5188","1992","3",NA,"Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orillas del Arroyo Clementina.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1347","2014-11-18 15:54:00-02","MO","MOBOT","100262764","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"F. Javier Fernández Casas|Aurelio Schinini","Fernández Casas 7413","1982","12","12","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pr. oppidulum Yhú, ad rivulum Yhú dictum, 310 m, solo sabuloso.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1348","2015-08-13 05:50:00-03","MO","MOBOT","100262779","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"R.M. Harley","Harley 26497","1988","11","17","Brazil","Bahia","Barra da Estiva","-41.2666667","-13.5",NA,NA,"850.00000000",NA,NA,NA,NA,"23 km ao NE da cidade perto da Serra Ginete, na direção Sincorá da Serra.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1349","2014-11-18 15:53:00-02","MO","MOBOT","100262781","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 5445","1992","12",NA,"Paraguay","San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Compañia Loma, Estancia Santa Ana.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1350","2014-11-18 15:54:00-02","MO","MOBOT","100262783","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Peter W. Lund","Lund s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1351","2014-11-18 16:38:00-02","MO","MOBOT","100262798","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"E. Pereira da C.","Pereira da C. 4230","1959","1","5","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estado da Guanabara, Jacarepaguá, Boiuna.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1352","2014-11-18 16:03:00-02","MO","MOBOT","100262800","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 45874","1982","12","11","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amambai, 3 km O.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1353","2014-11-18 16:02:00-02","MO","MOBOT","100262802","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"LIENE","LIENE 3609","1958","4","16","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estado de Guanabara, Leblon, Avenida Niemeyer.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1354","2014-11-18 16:40:00-02","MO","MOBOT","100262808","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 4981b","1991","12","10","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estancia Carmen de la Sierra Potrero Lili.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1355","2014-11-18 15:45:00-02","MO","MOBOT","1249384","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Luciano Bernardi","Bernardi 19018","1978","12","9","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obvia in Cerro Corá et non solum, legebatur km 18 viae meridionalis versus Cerro Guazú",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1356","2014-11-18 15:56:00-02","MO","MOBOT","1249523","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria|et al.","Soria Rey 1907","1988","1","5","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional Cerro Cora, a orillas del camino",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1357","2014-11-18 15:43:00-02","MO","MOBOT","3425862","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"C. Luchiari","Luchiari 598","1994","12","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Est. Juturnaiba, esquerda - km 7.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1358","2014-11-18 16:39:00-02","MO","MOBOT","3459856","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Nélida Soria","Soria Rey 5036","1992","2",NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luque. Tarumandy. Urbanizacion Nueva Asuncion. Orillas de bosque.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1359","2014-11-18 15:46:00-02","MO","MOBOT","566477","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","Zardini 22001","1990","7","7","Paraguay","Cordillera",NA,"-56.8333333","-25.5",NA,NA,NA,NA,NA,NA,NA,"Road Eusebio Ayala - Parque Nacional Vapor Cué. Arroyo Yakare'y. Gallery forest.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","383",NA,NA
"1360","2014-11-18 15:55:00-02","MO","MOBOT","572382","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"William J. Hahn","Hahn 1581","1983","8","8","Paraguay","Chaco",NA,"-60.3333333","-20.35",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional Defensores del Chaco, Cerro León. Transition zone between forest and bald zone. Dense shrubby vegetation to 3 m tall.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","83-40",NA,NA
"1361","2014-11-18 15:53:00-02","MO","MOBOT","572501","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"William J. Hahn|et al.","Hahn 1183","1983","3","18","Paraguay","Amambay",NA,"-56.0833333","-22.6666667",NA,NA,"200.00000000",NA,NA,NA,NA,"Parque Nacional Cerro Cora. Cerrado vegetation; open field with trees of Gochnatia and Anadenanthera. Soil pale sand.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","83-16",NA,NA
"1362","2014-11-18 15:51:00-02","MO","MOBOT","572888","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Elsa M. Zardini","Zardini 8278","1988","12","3","Paraguay","Cordillera",NA,"-57.1166667","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,"Meseta Ybytú Silla, Serranía de Tobatí. On forest.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","88-119",NA,NA
"1363","2014-11-18 15:51:00-02","MO","MOBOT","575066","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 27139","1991","3","9","Paraguay","Cordillera",NA,"-57.1166667","-25.2",NA,NA,"297.00000000",NA,NA,NA,NA,"Tobatí. Ybytú Silla mesa. Central area. Forest on slopes facing east.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","569",NA,NA
"1364","2014-11-18 16:42:00-02","MO","MOBOT","576817","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"David R. Brunner","Brunner 1431","1985","11","16","Paraguay","Amambay",NA,"-56.0666667","-22.6333333",NA,NA,"270.00000000",NA,NA,NA,NA,"Parque Nacional Cerro Cora. Alrededores de la administración y lugar de camping. Vegetación tipica del cerrado, bosque bajo, abierto, de hasta 15 m de altura. Arboles de corteza corchosa y hojas coriaceas.",NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","85-25",NA,NA
"1365","2014-11-18 15:44:00-02","MO","MOBOT","100262795","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"M. Rossato","Rossato 5584","1989","3","2","Brazil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,"750.00000000",NA,NA,NA,NA,"Horto Florestal.",NA,"South America",NA,NA,NA,NA,NA,"18634","auto",NA,NA,NA,"1",NA,NA,NA
"1366","2014-11-18 15:29:00-02","MO","MOBOT","100262586","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Ronaldo Wasum","Wasum 8042","1992","1","16","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,"Caxias do Sul - Ana Rech - Faxinal.","ceanothifolium","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1367","2014-11-18 15:28:00-02","MO","MOBOT","100262590","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"W.G. Herter","Herter 1629","1933","12","24","Uruguay","Rivera",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,"Ataques.","ceanothifolium","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1368","2016-11-15 05:15:00-02","MO","MOBOT","100262596","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Antonio C. Krapovickas","Krapovickas 17957","1971","2","11","Argentina","Corrientes","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 km E de Ruta Nac. No. 12, camino a San Carlos.","ceanothifolium","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1369","2014-11-18 15:36:00-02","MO","MOBOT","100262627","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Bernardo Rosengurtt","Rosengurtt B-4992","1947","2","3","Uruguay","Tacuarembo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valle Edén.","ceanothifolium","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1370","2014-11-18 15:31:00-02","MO","MOBOT","100262549","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 71731","2000","12","9","Brazil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"850.00000000",NA,NA,NA,NA,"Rodovia São Joaquim - Bom Jesus, Rio Pelotas.","ceanothifolium","South America",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,"1",NA,NA,NA
"1371","2014-11-18 15:33:00-02","MO","MOBOT","100262611","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"A. Jasper|M. Rossato","Jasper 8091","1992","1","22","Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,NA,NA,NA,"Seival.","ceanothifolium","South America",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,"1",NA,NA,NA
"1372","2014-11-18 15:33:00-02","MO","MOBOT","100262634","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum ceanothifolium","(Less.) G. Sancho","John Pruski (MO)",NA,NA,NA,"Troels M. Pedersen","Pedersen 15743","1991","3","21","Brazil","Rio Grande do Sul","Giruá","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,NA,"Río Comandaí, by the bridge of BR-344.","ceanothifolium","South America",NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA,"1",NA,NA,NA
"1373","2014-11-18 14:20:00-02","MO","MOBOT","100262643","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G. Sancho","John Pruski (MO)",NA,NA,NA,"Per Dusén","Dusén 2901","1903","12","22","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fortaleza, ad marginem silvulae.","floccosum","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1374","2014-11-18 14:19:00-02","MO","MOBOT","100262644","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G. Sancho","John Pruski (MO)",NA,NA,NA,"Per Dusén","Dusén 7147","1908","11","18","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Itaperussú, ad marginem silvula.","floccosum","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1375","2014-11-18 14:21:00-02","MO","MOBOT","100262660","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G. Sancho","John Pruski (MO)",NA,NA,NA,"Per Dusén","Dusén s.n.","1916","1",NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"760.00000000",NA,NA,NA,NA,"Tres Barras in silvula.","floccosum","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"1376","2014-11-18 14:18:00-02","MO","MOBOT","1805686","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G. Sancho","John Pruski (MO)",NA,NA,NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11022","1976","3","9","Brazil","Paraná",NA,NA,NA,NA,NA,"820.00000000",NA,NA,NA,NA,"8 km NE of the Paraná-Santa Catarina border at the Rio Negro. Forest edge and cut-over areas in forest dominated by Auraucaria and ericads.","floccosum","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1145",NA,NA
"1377","2014-11-18 14:19:00-02","MO","MOBOT","597016","PreservedSpecimen","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum floccosum","(Cabrera) G. Sancho","John Pruski (MO)",NA,NA,NA,"Alwyn H. Gentry|Elsa M. Zardini","Gentry 49714","1985","1","19","Brazil","Rio de Janeiro",NA,"-42.6666667","-22.75",NA,NA,"100.00000000",NA,NA,NA,NA,"Forest remnant on hill just E of Río Bonito, between Niteroi and Silva Jardim.","floccosum","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","85-65",NA,NA
"1378","2019-03-29 10:41:16-03","UFSM","HDCF","4889","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Filho, A. A.",NA,"1991","10","31","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pintado Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379","2019-03-29 10:41:14-03","UFSM","HDCF","4601","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Longhi, S. J.",NA,"1991","10","28","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380","2019-03-29 10:41:14-03","UFSM","HDCF","4742","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera","Longhi, S. J.","1997","11","11","Longhi, S. J.",NA,"1997","11","12","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Próxima à FLONA",NA,NA,"Sitio do Bepe",NA,"América",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1381","2019-03-29 10:41:14-03","UFSM","HDCF","4556","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha","(Less.) Cabrera",NA,NA,NA,NA,"Longhi, S. J.",NA,"1991","10","30","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tres Cerros de Catalán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","2016-08-26 09:16:09-03","UFSM","HDCF","644","S","Plantae","Asteraceae","Gochnatia","polymorpha","Gochnatia polymorpha floccosa","Cabr.","Hatschbach, G.","1979","11","18","Longhi, S. J.","143","1979","09","20","Brasil","Paraná","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,NA,NA,NA,NA,NA,"Vila Palmira","floccosa","América",NA,NA,NA,NA,NA,"20512","auto",NA,NA,NA,NA,NA,NA,NA
"1383","2019-03-29 10:41:16-03","UFSM","HDCF","1592","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M.","2016","03","31","Marchiori, J. N. C.",NA,"1985","02","10","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"Com panículas terminais",NA,NA,"Pedras Altas",NA,"América",NA,NA,NA,NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"1384","2019-03-29 10:41:16-03","UFSM","HDCF","7042","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M.","2015","05","26","Azambuja, C.",NA,"2015","03","17","Brasil","Rio Grande do Sul","Sinimbu","-52.56","-29.52","-52.56","-29.52",NA,NA,"Altura de 4,5 m, RS-364-4-7-62",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1385","2019-03-29 10:41:16-03","UFSM","HDCF","6129","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M.","2016","03","31","Scipioni, M. C.; Longhi, S. J.",NA,"2008","02","22","Brasil","Rio Grande do Sul","Pantano Grande","-52.380575","-30.112822","-52.380575","-30.112822","55","55","Árvore com 6m, em Floresta Decidual, EFC 10457",NA,NA,"Fazenda Boa Vista",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","2019-06-12 09:07:05-03","UFSM","HDCF","6795","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M","2013","01","07","Figueira, M; Diefenthäeler, J R; Souza, V C; Cadoná, S C","CFSM148","2013","01","07","Brasil","Rio Grande do Sul","Santa Maria","-53.873889","-29.627778","-53.873889","-29.627778",NA,NA,"Arvoreta, frequente, exposta à luz direta, casca externa fissurada, casca interna enegrecida, capítulos de aspecto amarelado; Refúgio vegetacional (em morro de arenito da formação Botucatu) circundado por Floresta Estacional Subtropical do Domínio At",NA,NA,"distrito de Santo Antão, Pedra do Lagarto",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","2016-09-05 16:02:09-03","UFSM","HDCF","59","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M.","2016","03","31","Longhi, S. J.","27","1981","01","20","Brasil","Rio Grande do Sul","Passo Fundo","-52.184444","-28.316667","-52.184444","-28.316667",NA,NA,"Madeira coletada",NA,NA,"FLONA",NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","2016-09-05 16:02:09-03","UFSM","HDCF","961","S","Plantae","Asteraceae","Moquiniastrum","polymorphum","Moquiniastrum polymorphum","(Less.) G. Sancho","Figueira, M.","2016","03","31","Longhi, S. J.","232","1982","01","11","Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"Inventário de nativas (am. 2)",NA,NA,"Boa Vista - Canguçú",NA,"América",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA,NA,NA
