"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"47","2020-12-21 16:17:25-03","MBM","MBM","418385","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Meyer, F.S.","2018","11",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2435","2018","11",NA,"Brazil","Santa Catarina","Ponte Alta do Norte","FRP - Fazenda Rio das Pedras","-50.409906","-27.120969","-50.409906","-27.120969",NA,NA,"MBM418385",NA,NA,NA,"Southern America",NA,"Arbusto ca. 1,5 m altura. Capítulos com brácteas involucrais roxas; flores com pétalas brancas.; Floresta Ombrófila Mista Aluvial em regeneração, estágio inicial.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:17:25-03","MBM","MBM","427535","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Oliveira, A.A.","2015","11","11","Oliveira, A.A.","2721","2015","11","11","Brazil","Santa Catarina","São Joaquim","Campo do Gado","-49.861667","-28.260556","-49.861667","-28.260556","1430","1430","MBM427535",NA,NA,NA,"Southern America",NA,"Arbustivo, botão floral imaturo lilás-claro.; Floresta Ombrófila Mista.EStágio médio de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:17:25-03","MBM","MBM","427535","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Oliveira, A.A.","2015","11","11","Oliveira, A.A.","2721","2015","11","11","Brazil","Santa Catarina","São Joaquim","Campo do Gado","-49.861667","-28.421667","-49.861667","-28.421667","1430","1430","MBM427535",NA,NA,NA,"Southern America",NA,"Arbustivo. Botão floral imaturo lilás-claro.; Floresta ombrófila Mista. Estágio médio de regeneração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:17:25-03","MBM","MBM","254073","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Ribas, O.S.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3267","2000","02","25","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM254073","MBM254073",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:17:25-03","MBM","MBM","232771","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Esteves, R.",NA,NA,NA,"Santos, E.P.; et al.; et al.","298","1996","11","23","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM232771","MBM232771",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:17:25-03","MBM","MBM","303346","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Teles, A.M.","2009","08",NA,"Stange, E.J.","91","2004","11","14","Brazil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM303346","MBM303346",NA,NA,"Southern America",NA,"Herbáceo, 1,50m, refúgio vegetacional altomontano","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:17:25-03","MBM","MBM","17807","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Ribas, O.S.",NA,NA,NA,"Hatschbach, G.","24947","1970","10","14","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM017807","MBM017807",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:17:25-03","MBM","MBM","7977","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.","19949","1968","10","08","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM007977","MBM007977",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:17:25-03","MBM","MBM","301086","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Mocochinski, A.Y.",NA,NA,NA,"Sheer, M.B.; et al.; et al.","514","2003","10","19","Brazil","Paraná","Paranaguá","Serra da Prata","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM301086","MBM301086",NA,NA,"Southern America",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:17:25-03","MBM","MBM","297626","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Ribas, O.S.",NA,NA,NA,"Andrade, P.R.P.","s.n.",NA,NA,NA,"Brazil","Paraná","Colombo","Hotel Betânia","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM297626","MBM297626",NA,NA,"Southern America",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:17:25-03","MBM","MBM","226694","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","H. Rob.","Robinson, H.",NA,NA,NA,"Hatschbach, G.","29947","1970","10","14","Brazil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM226694","MBM226694",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-10-02 06:23:17-03","MNHN","RECOLNAT_MNHN_P","P00704504","PreservedSpecimen",NA,"Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Smith, L.B.",NA,"1929","2","15","Brésil",NA,NA,"Sao Paulo State. Estaçao Biologica, Alto da Serra","-46.31667","-23.78333",NA,NA,"800","900","P00704504","P00704504_01",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00704504' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"isotype","1914",NA,NA,NA
"59","2015-09-04 05:13:12-03","MNHN","RECOLNAT_MNHN_P","P03159025","PreservedSpecimen",NA,"Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Nakajima",NA,NA,NA,"Burchell, W.J.",NA,NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P03159025","P03159025_01",NA,NA,NA,"hb","Catalogus Geographicus Plantarum Brasliae Tropicae. . Donné par la Direction du Jardin Royal de Kew 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03159025' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"3975",NA,NA,NA
"60","2020-12-11 11:33:35-03","UFMG","BHCB","149056","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,"2011","03",NA,"Tameirão Neto, E; Mansur, T","4993","2011","01","14","Brasil","Minas Gerais","Santa Bárbara","Serra Gandarela, Projeto Mina Apolo","-49.689019","-20.042944","-49.689019","-20.042944","1596","1596",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Floresta estacional semidecidual, arbustivo (1,30m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:33:35-03","UFMG","BHCB","118517","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Carmo, FF","1415","2007","11","13","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1.","-43.683056","-20.093611","-43.683056","-20.093611","1624","1624",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga. Coordenadas indicadas na exsicata como: 20.0537°S e 43.4059°W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:33:35-03","UFMG","BHCB","118518","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Carmo, FF","1461","2007","11","13","Brasil","Minas Gerais","Santa Bárbara","Serra de Gandarela., C2.","-43.691111","-20.056667","-43.691111","-20.056667","1637","1637",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga. Coordenadas indicadas na exsicata como: 20.0324°S e 43.4128°W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:33:35-03","UFMG","BHCB","118519","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Carmo, FF","2379","2008","02","28","Brasil","Minas Gerais","Ouro Preto","Serra do Capanema., C1.","-43.574167","-20.209722","-43.574167","-20.209722","1904","1904",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Plantas do Brasil. Fendas e depressões na rocha; afloramento de canga. Coordenadas indicadas na exsicata como: 20.1235°S e 43.3427°W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:33:35-03","UFMG","BHCB","190549","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,"2012",NA,NA,"Gasper, AL de; Stival-Santos, A; Silveira, S","1912","2008","11","19","Brasil","Santa Catarina","Joaçaba",NA,"-51.612222","-27.179167","-51.612222","-27.179167","744","744","BHCB190549",NA,"Dicotyledon",NA,"Southern America",NA,"Arbusto, flor branca; Floresta Estacional Decidual, beira da estrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:33:35-03","UFMG","BHCB","89220","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Paiva, MRC; Correa, GT; Dias, AT; Ferreira, JA","s.n.","1996","03","01","Brasil","Paraná","Teixeira Soares","Cerro Verde., Próximo ao Parque FLONA.","-50.4606018066406","-25.3682994842529",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"Beira de estrada; beira de mata. Arbóreo, 6m. Flores roxas.","31767","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:33:35-03","UFMG","BHCB","199513","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,"2008",NA,NA,"Gasper, AL de; Brogni, E","1412","2008","01","26","Brasil","Santa Catarina","Caçador","Estrada Geral para Serra Azul","-51.0149993896484","-26.7752990722656",NA,NA,"800","800","BHCB199513",NA,"Dicotyledon",NA,"Southern America",NA,"Arbórea, flor branca; Beira de estrada","38516","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:33:35-03","UFMG","BHCB","159320","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Hattori, EKO; Barbosa, E; Silva, JM","1329","2011","02","04","Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"arbusto, ca. 2 m, brácteas involucrais avermelhadas, flores alvas; campo de altitude, solo pedregoso","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:18:10-03","UFPR","UPCB","56094","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Reginato, M.","2005","01","01","Reginato, M.","627","2005","10","22","Brasil","Paraná","Piraquara","Mananciais da Serra, Represa do Carvalhinho","-48.983333","-25.483333","-48.983333","-25.483333","1100","1100",NA,NA,NA,NA,NA,NA,"Arvoreta 3m, flor alva. FOM/FODM..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:18:10-03","UFPR","UPCB","49546","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Cervi, A.C.","2004","07",NA,"Scheer, M.B.","624","2002","09","01","Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbórea ereta 4m. Floresta ombrófila densa altomontana. Alt.: 1280m s.n.m..","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:18:10-03","UFPR","UPCB","49545","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Scheer, M.B.","2004","05",NA,"Mocochinski, A.Y.","41","2002","10","12","Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-05-28 09:13:00-03","MO","MOBOT","100745420","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","E. Hattori",NA,NA,NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"Brazil",NA,NA,"Probably Brazil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2014-12-31 11:55:00-02","MO","MOBOT","3385989","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","E.K.O. Hattori",NA,NA,NA,"Alexander C. Brade","Brade 15110","1936",NA,NA,"Brazil","Rio de Janeiro",NA,"Itatiaia. Planalto.",NA,NA,NA,NA,"2100.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"73","2014-12-01 18:02:00-02","MO","MOBOT","3386503","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","H. Robinson",NA,NA,NA,"O.S. Ribas|D.D. Guimarães","Ribas 417","1992",NA,NA,"Brazil","Santa Catarina",NA,"Rodeio Grande, subida para Serra do Quiririm ( mun. Campo Alegre).",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-08-31 08:53:10-03","INPA","INPA","141564","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Levis, C","2020",NA,NA,"Sobral, MEG","4822","1986","01",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Desfiladeiro do Funil, Desfiladeiro do Funil, Bom Jardim da Serra.","-49.624698638916","-28.3369007110596",NA,NA,NA,NA,"INPA0141564","INPA0141564 INPA0141564_e INPA0141564_nd","Dicotyledon Asterids","Asterales","Southern America",NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-08-31 08:53:10-03","INPA","INPA","172536","S","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Hattori, EKO","2010","10",NA,"Poliquesi, CB","42","1990","11","27","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0172536","INPA0172536 INPA0172536_e INPA0172536_nd","Dicotyledon Asterids","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-06-15 15:28:56-03","UNESP-RC","HRCB","17480","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","Nakajima, J.",NA,NA,NA,"Assis",NA,NA,NA,NA,"Brasil","Paraná","Ilha de Superagui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-06-15 15:28:56-03","UNESP-RC","HRCB","46831","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Ribas, O.S.","2005",NA,NA,"Ribas, O.S.","6683","2005","02","12","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, 2m, capítulo lilás.","37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-01-26 14:12:28-03","CPACT","ECT","5970","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","G.Heiden","2019","06","11","M.Barbosa; G.W.A.Fernandes",NA,"2018","07","04","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. P130, sp 15.","-41.809722","-20.42","41º48'35''W","20º25'12''S","2382","2382","ECT0005970","ECT0005970","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-01-26 14:12:28-03","CPACT","ECT","5975","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","G.Heiden","2019","06","11","M.Barbosa; G.W.A.Fernandes",NA,"2018","07","04","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. P129, sp 21.","-41.798056","-20.433056","41º47'53''W","20º25'59''S","2779","2779","ECT0005975","ECT0005975","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 11:53:23-03","UFPE","UFP","76419","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","Mota, RC","2011","03",NA,"Tameirão Neto, E; Mansur, T","4993","2011","01","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-49.688889","-20.397222","-49.688889","-20.397222","1596","1596","UFP076419",NA,NA,"Asterales",NA,NA,"Floresta estacional semidecidual, arbustivo (1,30m).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 11:53:22-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.","Mota, RC","2011","03",NA,"Tameirão Neto, E; Mansur, T","4993","2011","01","14","Brasil","Minas Gerais","Santa Bárbara",NA,"-49.688889","-20.397222","-49.688889","-20.397222","1596","1596",NA,NA,NA,"Asterales",NA,NA,"Floresta estacional semidecidual, arbustivo (1,30m).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","1540447","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"L. B. Smith","1914","1929","2","15","Brazil","São Paulo",NA,"Alto da serra, Estacao Biologia.","-46.3167","-23.7833",NA,NA,"800","900","US00145793","US00145793_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Isotype",NA,"1",NA,NA
"83","2020-09-12 05:00:02-03","US","US","3294268","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"C. Roderjan","975","1992","3","1","Brazil","Paraná",NA,"Morro Anhangava (mun. Quatro Barras) Parana",NA,NA,NA,NA,"1340",NA,"US01642554","US01642554_01",NA,"Asterales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"84","2020-09-12 05:00:02-03","US","US","3148918","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"G. Hatschbach","24947","1970","10","14","Brazil","Paraná",NA,"Serra do Emboque (mun. Piraquara) Parana",NA,NA,NA,NA,"1100",NA,"US01642553","US01642553_01",NA,"Asterales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"85","2020-09-12 05:00:02-03","US","US","2841632","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","10367","1960","11","10","Brazil","Santa Catarina",NA,"Serra da Boa Vista, Sao Jose",NA,NA,NA,NA,"1000",NA,"US01642555","US01642555_01",NA,"Asterales","South America",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"86","2020-09-12 05:00:02-03","US","US","2579894","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"J. B. Feliciano","13","1962","1","30","Brazil","São Paulo",NA,"Sao Paulo, Santo Amaro, Interlagos",NA,NA,NA,NA,"15",NA,"US01642552","US01642552_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"87","2020-09-12 05:00:02-03","US","US","2579800","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L. Rob.",NA,NA,NA,NA,"J. B. Feliciano","13","1962","1","30","Brazil","São Paulo",NA,"Sao Paulo, Santo Amaro, Interlagos",NA,NA,NA,NA,"150",NA,"US01642551","US01642551_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"88","2020-09-02 16:21:40-03","Cenargen","CEN","101414","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"João Aguiar Nogueira Batista","3225","2012","03","10","Brasil","MG","CAPARAO","Parque Nacional do Caparaó; Trilha entre Tronqueira e oTerreirão.","-41.830555","-20.418333","-41.830555","-20.418333","2240","2240","CEN00101414","CEN00101414",NA,NA,NA,"Exsicatas","Na margem da trilha. Em campo próximo a uma pequena mata. Coordenadas aproximadas. Doação Herbário de Departamento de Botânica - ICB - UFMG - Plantas do Brasil BHCB 161271.",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"89","2019-12-09 17:29:27-03","UFPR","EFC","2775","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Robinson, R.",NA,NA,NA,"Roderjan, C.V.","975","1992","03","01","Brasil","Paraná","Quatro Barras","Morro Anhangava","-49.0036","-25.3887","-49.0036","-25.3887","1340","1340","EFC002775",NA,NA,NA,NA,NA,"Árvore 4 m, 1340m s.n.m. __COMMOM_NAME__: vassoura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-25 13:51:42-03","UNIVILLE","JOI","14267","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Renato Colares","2019","01","09","A. Korte","1098","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.410833","-27.629167","49º24'39''W","27º37'45''S","772","772","JOI014267","JOI014267",NA,NA,NA,NA,"Herbário Dr. Roberto Miguel Klein - 19368; HABITAT: interior do fragmento; HABITO: arbustinho; TIPO VEGETACIONAL: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-25 13:51:42-03","UNIVILLE","JOI","18061","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Vieira, F.C.S.","2019","02","06","Vieira, F.C.S. & Longen, F.","2492","2019","02","05","Brasil","Santa Catarina","Campo Alegre","Alto Quiriri, encostas ocidentais inferiores da serra Quiriri.",NA,"-26.022222",NA,"26º1'20''S","1280","1280","JOI018061","JOI018061",NA,NA,NA,NA,"Flor Roxa Habitat: Floresta Ombrófila Mista Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-25 13:51:42-03","UNIVILLE","JOI","18398","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Vieira, F.C.S.","2019","05","20","Vieira, F.C.S.","2590","2019","04","11","Brasil","Santa Catarina","Joinville","Pico central do Jurapê.","-49.014444","-26.2675","49º0'52''W","26º16'3''S","1000","1000","JOI018398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-25 13:51:42-03","UNIVILLE","JOI","7510","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Renato Colares","2019","01","09","Verdi, M.",NA,"2007","02","02","Brasil","Santa Catarina","Doutor Pedrinho",NA,"-49.4832992553711","-26.7143993377686",NA,NA,NA,NA,"JOI007510","JOI007510",NA,NA,NA,NA,NA,"18739","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-25 13:51:42-03","UNIVILLE","JOI","3302","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.","Renato Colares","2019","01","09","F.C.S. Vieira","652","2004","11","25","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"JOI003302","JOI003302",NA,NA,NA,NA,"Sinonímia de Eupatarioum itatiayenese Hieronimus - meio terrestre; HABITO: arbusto; TIPO VEGETACIONAL: Mata Nebular","37150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:12:02-03","UEFS","HUEFS","89151","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","lymansmithii","Symphyopappus lymansmithii","B.L.Rob.",NA,NA,NA,NA,"Paiva, M.R.C.de","FUEL20734","1996","03","01","Brasil","Paraná","Porto Rico","Cerro Verde, Beira da estrada do, próximo Parque FLONA","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"HUEFS0089151","HUEFS0089151","Angiospermae","Asterales",NA,NA,NA,"18063","auto",NA,NA,"Asteranae",NA,NA,NA,NA,NA
