"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"52","2019-11-13 11:33:04-03","USP","SPF","198134","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Yamamoto, K","Santos, MF","2008","10","22",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.402056","-19.396361",NA,NA,"SPF00198134",NA,"512",NA,NA,NA,NA,"-43.402056","-19.396361",NA,"2008",NA,NA,NA,NA,NA
"53","2019-10-07 09:36:03-03","UEFS","HUEFS","226318","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Costa, I.G.","2014","08","23",NA,"Brasil","Rio de Janeiro","Cambuci","Serra de São Caetano, em mata à margem da estrada, próximo à rampa de voo livre.","-41.8875","-21.526389",NA,"Floresta Estacional Semidecidual Montana.","HUEFS0226318","HUEFS0226318","528","717","717",NA,NA,"41W53'15''","21S31'35''","Rosanae",NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:36:03-03","UEFS","HUEFS","32495","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Sem coletor","1872","03",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"HUEFS0032495",NA,"2567",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"55","2016-03-28 11:42:39-03","F","FMNH-SEEDPLANTS","V0326019F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0326019F","V0326019F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"56","2019-09-04 18:18:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"A. Glaziou",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"3957",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Isosyntype",NA,NA
"57","2018-05-14 16:30:31-03","F","FMNH-SEEDPLANTS","V0326016F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,"RRC ID Flag","A. P. Duarte",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"V0326016F","V0326016F_01 V0326016F_02","4857",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"4857",NA
"58","2018-05-14 17:21:04-03","F","FMNH-SEEDPLANTS","V0326017F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,"RRC ID Flag","G. Hatschbach",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0326017F","V0326017F_01 V0326017F_02","10772","500",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"10772",NA
"59","2016-03-28 11:42:38-03","F","FMNH-SEEDPLANTS","V0326018F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0326018F","V0326018F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"60","2016-03-28 11:42:39-03","F","FMNH-SEEDPLANTS","V0326020F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0326020F","V0326020F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"61","2016-03-28 11:42:39-03","F","FMNH-SEEDPLANTS","V0326021F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0326021F","V0326021F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"62","2019-01-25 15:47:29-02","IAC","IAC","22368","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","M.L.G. Lisboa","H.M. Souza","1969","07","20",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0711","-23.4339",NA,"Nativa no Alto da Serra",NA,NA,"s/nº",NA,NA,NA,NA,"-45.0711","-23.4339",NA,"2000","08","07",NA,NA,NA
"63","2020-08-20 14:58:39-03","UFSC","FLOR","66555","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Shimizu, G.","Külkamp, J.","2019","01","10",NA,"Brasil","Santa Catarina","Santa Rosa de Lima","Propriedade de Adir Külkamp.","-49.166667","-27.993889",NA,"6m altura. Árvore com folhas coriáceas, pétalas brancas com mancha aroxeada na base, frutos castanhos quando deiscêntes. Pouco abundante no local. Nativa. Recebida do Herbário RB nº779663","FLOR0066555","FLOR0066555","724",NA,NA,NA,NA,"49º10'W","27º59'38''S",NA,"2019","01","16",NA,NA,NA
"64","2021-03-04 15:45:42-03","IF","SPSF","14799","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"A.P.Duarte","1959","06","23","América do Sul","Brasil","RJ","Tijuca","Bom Retiro",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"4857",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"65","2021-03-04 15:45:42-03","IF","SPSF","14800","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"Equipe do Horto Florestal","1927","02","22","América do Sul","Brasil","RJ","Tijuca",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"66","2021-03-04 15:45:42-03","IF","SPSF","39447","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","S.C.P.M. Souza","C. de Moura & O. T. Aguiar & F.A.R.D.Arzolla & F.E.S.P.Vilela","2008","02","28","América do Sul","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Hortolândia","-46.5375","-23.364722",NA,"COLETA: Árvore 15m, inicio de frutos.;",NA,NA,"163","1160","1160",NA,NA,NA,NA,"Magnoliopsida","2008","03","17",NA,NA,NA
"67","2021-03-04 15:45:42-03","IF","SPSF","06247","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,"J.A.Pastore","J.B.Baitello & O.T. Aguiar","1979","01","16","América do Sul","Brasil","SP","São Paulo","serra da Cantareira, regiao da Chapada","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida","1991","07","30",NA,NA,NA
"68","2021-03-04 15:45:42-03","IF","SPSF","05547","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"B.Braga","1969","01","16","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: regiao do Pinheirinho&nf;;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"69","2021-03-04 15:45:42-03","IF","SPSF","07417","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"M.Kuhlmann","1951","12","20","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2812",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"70","2021-03-04 15:45:42-03","IF","SPSF","13385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"J.B.Baitello","1990","03","13","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"347",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"71","2021-03-04 15:45:42-03","IF","SPSF","13510","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"J.A.Pastore","1990","05","18","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"306",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"72","2021-03-04 15:45:42-03","IF","SPSF","14184","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"J.B.Baitello","1991","05","21","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"408",NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"73","2021-03-04 15:45:42-03","IF","SPSF","07739","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"A. Rodrigues","1940","08","01","América do Sul","Brasil","SP","São Paulo","bairro da Cachoeirinha","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"74","2021-03-04 15:45:42-03","IF","SPSF","05621","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","J.A.Pastore","J.B.Baitello & O.T. Aguiar","1978","05","26","América do Sul","Brasil","SP","São Paulo","serra da Cantareira, regiao da Chapada","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida","1992","01","09",NA,NA,NA
"75","2021-03-04 15:45:42-03","IF","SPSF","05523","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","glaziovii","Qualea glaziovii",NA,NA,"O.T. Aguiar & J.B.Baitello","1977","03","24","América do Sul","Brasil","SP","São Paulo","serra da Cantareira, regiao da Chapada","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, AFM",NA,NA,NA,NA,"?",NA,NA,"In vicinia urbis Rio de Janeiro, ex. gr. ad Tijuca",NA,NA,NA,"Dec. flor.",NA,"P13P2N0006","3957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, AFM",NA,NA,NA,NA,"?",NA,NA,"In vicinia urbis Rio de Janeiro, ex. gr. ad Tijuca",NA,NA,NA,"Dec. flor.",NA,"P13P2N0006","2926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, AFM",NA,NA,NA,NA,"?",NA,NA,"In vicinia urbis Rio de Janeiro, ex. gr. ad Tijuca",NA,NA,NA,"Dec. flor.",NA,"P13P2N0006","2567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:14:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Glaziou, AFM",NA,NA,NA,NA,"?",NA,NA,"In vicinia urbis Rio de Janeiro, ex. gr. ad Tijuca",NA,NA,NA,"Dec. flor.",NA,"P13P2N0006","2113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-04-30 16:08:01-03","UFMT","CNMT","963","S","Plantae","Angiosperma",NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.","Viana,M.C.","Lana, J.P","1962","10","04",NA,"Brasil","Rio de Janeiro","Guanabara","Floresta da Tijuca",NA,NA,NA,NA,"CNMT000963",NA,"254",NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA
"81","2020-09-17 08:58:30-03","IBt","SP","316707","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Meira Neto, JAA","1988","06","07",NA,"Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,"21478",NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-08-27 12:20:28-03","IBt","SP","304621","S","Plantae",NA,NA,"Vochysiaceae","Qualea","glaziovii","Qualea glaziovii","Warm.",NA,"Barreto, KD","1994","11","24",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"3262",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
