"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"93","2021-04-07 11:47:24-03","UFMS","CGMS","68699","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott","2007","11","03","Brasil","Mato Grosso do Sul","Eldorado","Rodovia BR-163, próximo ao Rio Iguatemi (na várzea).","-54.3336111","-23.8338889","-54,3336111","-23,8338889","230","230","CGMS1101657",NA,NA,NA,"9827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-04-07 11:47:24-03","UFMS","CGMS","68705","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; D. Orem; M. Santim; B.D. da Silva","2001","03","24","Brasil","Mato Grosso","Poconé","Rio Alegre, Parque Nacional do Pantanal.","-57.4127778","-17.6294445","-57,4127778","-17,6294445",NA,NA,"CGMS1101663",NA,NA,NA,"4418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-04-07 11:47:24-03","UFMS","CGMS","68703","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima","2001","05","20","Brasil","Mato Grosso do Sul","Aquidauana","Aldeia Indígena Limão Verde, córrego João Dias, próximo a casa 158.","-55.7016667","-20.3252778","-55,7016667","-20,3252778",NA,NA,"CGMS1101661",NA,NA,NA,"4663",NA,NA,"Inflorescência causa prurido. Habitat: Beira de córrego. Solo argiloso. Relevo plano. Frequente. Habito: Erva aquática emergente ou higrófila.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-04-07 11:47:24-03","UFMS","CGMS","31276","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","W.S. Arruda; T.H.D. Leandro; S. Zacharias","2010","11","22","Brasil","Mato Grosso do Sul","Corumbá","Sítio da Professora Maria Angélica - Baía do Castelo.","-57.5166667","-18.5811111","-57,5166667","-18,5811111","130","130","CGMS1060705",NA,NA,NA,"39",NA,NA,NA,NA,NA,NA,"2014","09","23",NA,NA,NA,NA
"97","2021-04-07 11:47:24-03","UFMS","CGMS","36077","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J.Pott","B.E.M. Pinto; J. R. Silva; W. Vincentin; L. S. Cunha","2009","06","01","Brasil","Mato Grosso do Sul","Corumbá","Baía do Castelo.","-57.55","-18.5763889","-57,55","-18,5763889",NA,NA,"CGMS1065484",NA,NA,NA,"271",NA,NA,NA,NA,NA,NA,"2009","06","01",NA,NA,NA,NA
"98","2021-04-07 11:47:24-03","UFMS","CGMS","68704","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima","2002","04","19","Brasil","Mato Grosso do Sul","Rio Brilhante","Córrego Arara, 9Km SE de Rio Brilhante a Ipezal.","-54.4872222","-21.8444444","-54,4872222","-21,8444444",NA,NA,"CGMS1101662",NA,NA,NA,"5315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-04-07 11:47:24-03","UFMS","CGMS","2248","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","C.A. Conceição","1983","04","11","Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"CGMS1017901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","05","05",NA,NA,NA,NA
"100","2021-04-07 11:47:24-03","UFMS","CGMS","55069","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott","2006","02","07","Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Taboco, margem do rio Taboco, rodovia MS-419, sub-região de Aquidauana, Pantanal.","-55.6469444","-20.0716667","-55,6469444","-20,0716667","160","160","CGMS1085037",NA,NA,NA,"8683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-04-07 11:47:24-03","UFMS","CGMS","68702","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; G.A. Damasceno-Junior; I.H. Ishii; E. Assis; G. Fernandes","2001","05","04","Brasil","Mato Grosso","Poconé","Baía do Caracará, lado leste do morro do Caracará, Parque Nacional do Pantanal.","-57.4483333","-17.8511111","-57,4483333","-17,8511111",NA,NA,"CGMS1101660",NA,NA,NA,"4616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-04-07 11:47:24-03","UFMS","CGMS","68701","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo","2002","05","07","Brasil","Mato Grosso do Sul","Aquidauana","Ex piscicultura Pirah, próximo a Aldeia Limão Verde, 20Km N de Aquidauana.","-55.7094444","-20.3352777","-55,7094444","-20,3352777","230","230","CGMS1101659",NA,NA,NA,"5482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-04-07 11:47:24-03","UFMS","CGMS","70871","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott","2007","11","06","Brasil","Mato Grosso do Sul","Naviraí","Fazenda Beira Rio, várzea do Rio Paraná, entre as duas pontes da Rodovia MS.","-53.8147222","-23.3308334","-53,8147222","-23,3308334","228","228","CGMS1103291",NA,NA,NA,"9886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-04-07 11:47:24-03","UFMS","CGMS","22279","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","D.C.L. Kufner; A. Guglieri; E. Scremin-Dias","2008","06","15","Brasil","Mato Grosso do Sul","Corumbá","Lagoa de meandro.","-57.0922222","-19.4875","-57,0922222","-19,4875",NA,NA,"CGMS1051690",NA,NA,NA,"115",NA,NA,"Espigueta esverdeada, ocorrente em área úmida. Habitat: Pantanal de Miranda. Habito: Erva. Emergente.",NA,NA,NA,"2008","04","25",NA,NA,NA,NA
"105","2021-04-07 11:47:24-03","UFMS","CGMS","70870","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott","2007","07","05","Brasil","Mato Grosso do Sul","Corumbá","Rio Miranda, 2 km da Base de Pesquisa da UFMS (Passo do Lontra), Pantanal.","-57.0041667","-19.5747223","-57,0041667","-19,5747223","100","100","CGMS1103292",NA,NA,NA,"9458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-04-07 11:47:24-03","UFMS","CGMS","22258","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","D.C.L. Kufner; E. Scremin-Dias; E.C. Bertazzoni","2007","11","28","Brasil","Mato Grosso do Sul","Corumbá","Lagoa de meandro.","-57.0922222","-19.4875","-57,0922222","-19,4875",NA,NA,"CGMS1051668",NA,NA,NA,"59",NA,NA,"Espigueta esverdeada. Habitat: Pantanal de Miranda. Habito: Herbáceo. Emergente.",NA,NA,NA,"2008","04","25",NA,NA,NA,NA
"107","2021-04-07 11:47:24-03","UFMS","CGMS","68700","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","V.J. Pott; A. Pott; L.C.P. Lima","2001","09","13","Brasil","Mato Grosso","Poconé","Parque Nacional do Pantanal (Parna); entre a sede e o morro do Caracará.","-57.4144444","-17.8522222","-57,4144444","-17,8522222",NA,NA,"CGMS1101658",NA,NA,NA,"4883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:47:24-03","UFMS","CGMS","27126","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","S.C.H. Medeiros; M.C. Teixeira; R.M. Gamarra; C. Aoki","2009","06","02","Brasil","Mato Grosso do Sul","Corumbá","Baía Vermelha - rio Paraguai.","-57.4466666","-18.4897222","-57,4466666","-18,4897222",NA,NA,"CGMS1056570",NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,"2009","06","05",NA,NA,NA,NA
"109","2021-04-07 11:47:24-03","UFMS","CGMS","68706","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","V.J. Pott","A. Pott,; V.J. Pott; A.L.B. Sartori; C.N. da Cunha; E.A. Silveira; L. Amorim","2001","03","21","Brasil","Mato Grosso","Poconé","Parque Nacional do Pantanal, lado leste da sede do Parque, marmequezal com Aspilia latissima.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"CGMS1101664",NA,NA,NA,"8628",NA,NA,"Folhas verde claras. Habitat: Campo arbustivo inundável com Arvoretas Esparsas e Trepadeiras. Solo vertissolo, rico em matéria-orgânica. Relevo plano. Abundante. Habito: Erva cespitosa 1-2m de altura","200792","auto",NA,"2001",NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:47:24-03","UFMS","CGMS","18206","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","M.L. Bueno","2007","07","06","Brasil","Mato Grosso do Sul","Corumbá","Margem do rio Miranda, 5km acima da BEP, margem esquerda.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS1047500",NA,NA,NA,"462",NA,NA,"Inflorescência verde. Habitat: Margem do Rio Miranda. Plano. Habito: Erva. 0,40m de alt..","295160","auto",NA,"2009","02","05",NA,NA,NA,NA
"111","2021-04-07 11:47:24-03","UFMS","CGMS","20631","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","A. Guglieri; D.C.L. Kufner; W.S. Fava","2008","04","25","Brasil","Mato Grosso do Sul","Corumbá","Pantanal de Miranda , Rio Miranda , Fazenda Abobral , Baía Negra ( Meandro).","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS1050029",NA,NA,NA,"1728",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:47:24-03","UFMS","CGMS","2280","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","A. Rego","1986","07","30","Brasil","Mato Grosso do Sul","Corumbá","planicie margem do Rio Paraguai em um dique junto ao rio.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS002280",NA,NA,NA,"707",NA,NA,NA,"295160","auto",NA,"2006","05","05",NA,NA,NA,NA
"113","2021-04-07 11:47:24-03","UFMS","CGMS","3039","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","C.A. Conceição","1990","07","15","Brasil","Mato Grosso do Sul","Miranda","as margens do Rio Miranda.","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"CGMS1010825",NA,NA,NA,"2646",NA,NA,"Flor esverdeada. Habitat: aquatica flutuante fixa as margens do rio miranda Habito: Herbáceo.","92112","auto",NA,"2006","05","05",NA,NA,NA,NA
"114","2021-04-07 11:47:24-03","UFMS","CGMS","25289","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Guglieri","G.A. Damasceno-Junior; I.M. Bortolotto; M.B. Damasceno; A. Bortolotto; B. Bortolotto; G. Baccarin Bortolotto; S.R. Conceição; L.S. Silva","2007","07","14","Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.8300018310547","-21.1352996826172",NA,NA,NA,NA,"CGMS1054708",NA,NA,NA,"4827",NA,NA,NA,"49299","auto",NA,"2007","07","16",NA,NA,NA,NA
"115","2019-08-20 10:01:21-03","UNICAMP","UEC","53918","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) M.W.Chase","Valls, JFM","Valls, JFM; Silva, GP; Gerin, MAN; Rao, VR","1984","04","12","Brazil","Mato Grosso do Sul","Coxim","Margem sul do Rio Taquari no Iate Clube Rio Verde ao Sul de Coxim.&nf;Área urbanizada junto ao Rio Taquari.&nf;Areia acumulada na margem do rio.&nf;Relevo plano.","-54.75","-18.533333","-54.75","-18.533333","250","250","UEC071178","UEC071178","Liliopsida",NA,"7559",NA,NA,"Erva estolonífera com colmos ascendentes. Frequente no local.&nf;Planta forrageira.",NA,NA,NA,"1984","04","12",NA,NA,NA,NA
"116","2019-01-17 11:23:32-02","PUCRS","MPUC","14541","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","P.J.S. Silva Filho",NA,"2010","03","01","Brasil","RS","Viamão","Lago Tarumã","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,"Beira do lago",NA,NA,NA,"2010","01","01","Liliopsida",NA,"409","1"
"117","2019-01-17 11:23:32-02","PUCRS","MPUC","20628","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","L. Eggers",NA,"1988","03","01","Brasil","RS","Porto Alegre","Faculdade de Agronômia da UFRGS","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Poales",NA,"South America",NA,NA,"29946","auto",NA,NA,NA,NA,"Liliopsida",NA,NA,"1"
"118","2020-10-14 10:04:58-03","FURB","FURB","8211","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Longhi-Wagner, HM","Godoy, M.B.; Verdi, M. & Dreveck, S.","2007","12","15","Brasil","Santa Catarina","Mafra","Rio da Areia de Baixo / Avencal Mato Preto.","-49.6813889","-26.2794445","-49.6813889","-26.2794445","903","903","FURB03106","FURB03106",NA,NA,"108",NA,NA,"IFFSC 1019/N. Herbácea: 03. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: herbácea;",NA,NA,NA,"2008","11","26",NA,NA,NA,NA
"119","2021-03-16 17:54:34-03","UCS","HUCS","44390","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gaio, J.","Gaio, J.","2016","01","17","Brasil","Rio Grande do Sul","Osório","Lagoa da Emboabinha","-50.230428","-29.965525","-50.230428","-29.965525","4","4",NA,NA,"Angiospermae","Poales","535",NA,NA,"Erva ereta a decumbente.; Em solo encharcado no interior da mata",NA,NA,NA,"2016","01","25",NA,NA,NA,NA
"120","2019-02-21 19:38:00-03","UNEMAT","HERBAM","2508","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Renvoize, S","Zappi, D.C.; Milliken, W.; Sasaki, D.; Frisby, S.; Henicka, G.S.; Pena, E.M.; Leite, R.A. & P","2008","08","27","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Mata de cipó nas proximidades do Rio Cristalino.","-55.704722","-9.470278","-55.704722","-9.470278",NA,NA,"HERBAM002508",NA,NA,NA,"1466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-08-16 08:40:36-03","UTFPR","HCF","16655","S","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","E. Barboza","M.G. Caxambu","2015","03","28","Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.109611","-24.55275","48°06'34,6 W","24°33'09,9 S","33","33",NA,NA,NA,NA,"6087",NA,NA,"erva palustre, heliófita, ca. 1,5 m, entouceirada. Sementes verdes.",NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:40:28-03","MBM","MBM","134676","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Asplund, E.",NA,NA,NA,"Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM134676","MBM134676",NA,NA,"5858","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:40:28-03","MBM","MBM","141707","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","McDaniel, S.","Rimachi, M. .Y.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM141707","MBM141707",NA,NA,"3621","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:40:28-03","MBM","MBM","166385","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Rimachi, M. .Y.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM166385","MBM166385",NA,NA,"10536","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:40:28-03","MBM","MBM","205554","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","McDaniel, S.","McDaniel, S.; et al.; et al.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM205554","MBM205554",NA,NA,"22429","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:40:28-03","MBM","MBM","205563","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","McDaniel, S.","McDaniel, S.; et al.; et al.",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM205563","MBM205563",NA,NA,"23891","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:40:28-03","MBM","MBM","217695","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","López, M.G.","Tressens, S.G.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM217695","MBM217695",NA,NA,"5721","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:40:28-03","MBM","MBM","262190","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","López, M.G.","Kaller, H.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM262190","MBM262190",NA,NA,"764","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:40:28-03","MBM","MBM","420717","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","2019","01","25","Brazil","Minas Gerais","Conselheiro Pena",NA,"-41.438333","-19.174444","-41.438333","-19.174444","191","191","MBM420717",NA,NA,NA,"4179","Southern America",NA,"Erva terrícola, encontrada no interior da floresta.; Vegetação secundária média/avançada",NA,NA,NA,"2019","02","01",NA,NA,NA,NA
"130","2020-12-21 16:40:28-03","MBM","MBM","61939","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Davidse, G.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","São João do Manhuaçu","São João do Manhuaçu","-42.1514015197754","-20.3936004638672",NA,NA,NA,NA,"MBM061939","MBM061939",NA,NA,"11454","Southern America",NA,NA,"12399","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:40:28-03","MBM","MBM","139878","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Lagoinha","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM139878","MBM139878",NA,NA,"10850","Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:40:28-03","MBM","MBM","139885","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Florianópolis","Vargem Grande","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"MBM139885","MBM139885",NA,NA,"8252","Southern America",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:40:28-03","MBM","MBM","139870","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Smith, L.B.","Klein, R.; et al.; et al.",NA,NA,NA,"Brazil","Santa Catarina","Imaruí","Rio da Una","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"MBM139870","MBM139870",NA,NA,"10850","Southern America",NA,NA,"29971","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2015-09-24 21:20:13-03","MNHN","RECOLNAT_MNHN_P","P00633941","PreservedSpecimen",NA,"Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Chase","Glaziou, A.","1870","2","10","Brésil",NA,NA,"Prov. Rio de Janeiro, Quinta",NA,NA,NA,NA,NA,NA,"P00633941","P00633941_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00633941' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"4326",NA
"135","2021-02-11 17:21:18-03","UFPR","UPCB","40779","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Boldrini, I.","Borgo, M.","2000","02","09","Brasil","São Paulo","Iguape","Rio Momuna","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"UPCB0038646","UPCB0038646",NA,NA,"621",NA,NA,"Herbácea rizomatosa com inflorescências levemente vinosas, em brejo à margem do rio..","55628","auto",NA,"2000","08",NA,NA,NA,NA,NA
"136","2021-02-11 17:21:18-03","UFPR","UPCB","42594","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Kozera, C.","Isernhagen, I.","2000","02","29","Brasil","Paraná","Adrianópolis","Vale do Rio João Surrá","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"UPCB0038649","UPCB0038649",NA,NA,"350",NA,NA,"Herbácea rizomatosa, formando agrupamentos na margem do rio, local aberto..","49901","auto",NA,"2000","05",NA,NA,NA,NA,NA
"137","2021-02-11 17:21:18-03","UFPR","UPCB","40916","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Boldrini, I.","Gatti, G.","1999","03","31","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Área Projeto Sucessão","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"UPCB0038643","UPCB0038643",NA,NA,"347",NA,NA,"Erva decumbente. Floresta ombrófila densa submontana, capoeirinha herbácea/arbustiva, local pouco sombreado..","37295","auto",NA,"1999","09",NA,NA,NA,NA,NA
"138","2020-05-25 15:13:54-03","FSU","FSU","000067367","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"M. Rimachi, W. Holmes, J. Bruza, Sidney McDaniel",NA,NA,NA,"Peru",NA,NA,NA,"-74.38031691","-9.171950831",NA,NA,NA,NA,NA,NA,NA,NA,"21642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2012-04-13 10:50:00-03","MO","MOBOT","2665774","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. Laegaard, herb. AAU/LOJA, 1998/99","Simon Lægaard","1998","6","16","Ecuador","Zamora-Chinchipe",NA,"Near Chuchumbleza ca 30 km N of Los Encuentros","-78.5166667","-3.5166667",NA,NA,"800.00000000",NA,NA,NA,NA,NA,"Lægaard 18916","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"140","2008-08-07 03:32:00-03","MO","MOBOT","2940662","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","N. Ritter","Nur Ritter|M. Ritter","1996","6","17","Bolivia","Beni","Cercado","Laguna Suarez, approximately 5 km S.E. of the city of Trinidad. Habitat: a floating mat of aquatic vegetation, dominated by Eichornia crassipes and E. azurea. Location: the S.W. end of the system;","-64.88944","-14.88944",NA,NA,"160.00000000",NA,NA,NA,NA,NA,"Ritter 3326","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2012-03-06 16:41:00-03","MO","MOBOT","231660","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse (MO)","Percy Núñez V.|et al.","1988","8","10","Peru","Madre de Dios","Tambopata","Vecinidad de Moho hasta Piedra Redonda, en la frontera con Bolivia. Bosque con Hevea, Swietenia, Iriartea. Colectado con: D. Ricalde, T. Parker, W. Wust, W. Wither, C. Walton, K. Rosemberg, P. Marra (LSU), D. Cruz, I. Acosta, A. Osorio.","-68.7","-12.5666667",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Núñez Vargas 9707","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","5"
"142","2008-05-27 22:02:00-03","MO","MOBOT","210727","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","James C. Solomon","1987","5","23","Bolivia","Beni","Vaca Diez","Riberalta. Llanura de inundación con Inga, Erythrina y abundante gramíneas.","-66.06666","-11",NA,NA,"150.00000000",NA,NA,NA,NA,NA,"Solomon 16735","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-66","2"
