"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"143","2008-05-27 22:02:00-03","MO","MOBOT","216945","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Renvoize","Simon Lægaard","1984","7","12","Ecuador","Napo",NA,"At and near Laguna Grande de Cuyabeno.","-79.2",NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Lægaard 52510","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2009-03-27 14:27:00-03","MO","MOBOT","100176997","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","O. Morrone","Osvaldo Morrone|Manuel J. Belgrano","2004","3","21","Bolivia","La Paz","Nor Yungas","Alrededores de Quenallata, pequeño pueblo entre Chálla y Coroico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 4884","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"145","2016-03-25 13:58:00-03","MO","MOBOT","100901855","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","N. Ritter (NHA)","Nur Ritter","1996","5","9","Bolivia","Santa Cruz","Ichilo","A small, vernal pool alongside the highway to Santa Cruz, around km 44.",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Ritter 3139","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"146","2008-05-27 22:02:00-03","MO","MOBOT","1092981","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow|M. Ritter|Marisol Garvizu|J. Crow","1996","8","12","Bolivia","Santa Cruz","Velasco","Bahía Toledo: a large, complex system formed from the divergence of the Río Paraguá.","-61.12444","-14.70611",NA,NA,"210.00000000",NA,NA,NA,NA,NA,"Ritter 3520","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"147","2011-12-22 05:01:00-02","MO","MOBOT","1110234","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Parodi","Teodoro Rojas","1932","4",NA,"Paraguay","Caazapá",NA,"Abai (Dpto. San Juan Nepomuceno).","-55.93333","-26.03333",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 5767","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"148","2011-12-22 05:01:00-02","MO","MOBOT","1115838","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","F. Zuloaga (SI)","Teodoro Rojas","1934","3",NA,"Paraguay","Amambay",NA,"Cerro Corá.","-55.98333","-22.61666",NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 6762","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"149","2012-07-28 05:08:00-03","MO","MOBOT","1315940","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","* SILVA","1997","9","10","Brazil","Acre",NA,"Municipio de Rio Branco. Estrada do Amapáa Km 07, margem direita. Terreno pantanoso com predominância de vegetação herbácea e arbustiva, solo argiloso.","-67.84055","-10.03027",NA,NA,NA,NA,NA,NA,NA,NA,"SILVA 105","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","1356088","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","1978","5","19","Peru","Loreto","Maynas","At mouth of Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. Disturbed riverside vegetation.","-75.25","-0.11666",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Gentry 22091","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1415","3"
"151","2017-10-25 05:24:00-02","MO","MOBOT","1433067","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, Dec. 2000 (MO)","Eric F. Rodríguez Rodríguez|J. Rodríguez L.","1996","6","8","Peru","Amazonas","Bagua","Distrito Imaza, Comunidad Aguaruna de Yamayakat. Bosque inundable, cañabravales. Borde rio Marañón.","-78.31666","-4.91666",NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Rodríguez Rodríguez 939","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7"
"152","2017-12-05 09:21:00-02","MO","MOBOT","1479458","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, Dec. 2000 (MO)","Cesar Del Carpio","1993",NA,NA,"Peru","Loreto","Loreto","Distritos Nauta--Parimari. Reserva Nacional Pacaya-Samiria. Centro de Datos Para La Conservacion.","-73.8333333","-4.85",NA,NA,"90.00000000",NA,NA,NA,NA,NA,"Del Carpio 2462","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","1"
"153","2015-11-16 21:17:00-02","MO","MOBOT","1514770","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2000 (MO)","M. Silveira|Douglas C. Daly|J.M.D. Torezan|A.R.S. Oliveira|L. Lima","1996","5","4","Brazil","Acre",NA,"Máncio Lima: Bacia do Alto Juruá, Rio Moa, entre igarapé Sao Pedro e Rio Azul. Floresta de várzea","-73.56777","-7.46861",NA,NA,NA,NA,NA,NA,NA,NA,"Silveira 1207","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","1521985","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Michael H. Nee",NA,NA,NA,"Bolivia","Pando",NA,NA,NA,NA,NA,NA,"135.00000000",NA,NA,NA,NA,NA,"Nee 31506","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2011-02-18 15:56:00-02","MO","MOBOT","1957535","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","D. Giraldo (COL)","O. Haught",NA,NA,NA,"Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haught 1739","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2012-04-12 05:10:00-03","MO","MOBOT","1752165","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","A. Fuentes (USZ)","Alfredo F. Fuentes","2002","4","6","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, parcela permanente y alrededores, al lado de la senda turística que sale al Tuichi. Bosque amazónico estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae; en terraza antigua","-67.6530556","-14.6144444",NA,NA,"220.00000000",NA,NA,NA,NA,NA,"Fuentes Claros 4301","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-18","7"
"157","2008-05-27 22:02:00-03","MO","MOBOT","1762269","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2005 (MO)","Lúcia G. Lohmann","2001","4","28","Brazil","Acre",NA,"Muncipio de Marechal Taumaturgo. Reserva Extrativista do Alto Juruá. Baixo Tejo. Rio Tejo, Colocação 10 voltas","-72.69138","-8.99166",NA,NA,NA,NA,NA,NA,NA,NA,"Lohmann 383","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2008-05-27 22:02:00-03","MO","MOBOT","1792846","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2002 (MO)","Jomar G. Jardim","2001","4","2","Brazil","Bahia",NA,"Malhada: Rod. para o Distrito de Cana Brava, 3.5 km ao S da cidade. Caatinga, áreas alagadiças dos Baixadões do Rio São Francisco","-43.75388","-14.36166",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Jardim 3396","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2008-05-27 22:02:00-03","MO","MOBOT","1812141","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","27","Brazil","Minas Gerais",NA,"Ca. 19 km S of the intersection of Highways BR-116 & BR-262, just N of the village of São João do Manhuaçu.",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,"Davidse 11454","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1184",NA
"160","2008-05-27 22:02:00-03","MO","MOBOT","1812173","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","28","Brazil","Minas Gerais",NA,"Ca. 10 km W of the Rio Doce at Governador Valadares, Typha marsh.",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Davidse 11457","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185",NA
"161","2008-05-27 22:02:00-03","MO","MOBOT","1812549","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","28","Brazil","Minas Gerais",NA,"Ca. 1 km S of São Pedro do Suaçuí along Highway MG-3. Secondary growth along road.",NA,NA,NA,NA,"520.00000000",NA,NA,NA,NA,NA,"Davidse 11493","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1187",NA
"162","2014-11-20 05:44:00-02","MO","MOBOT","1821030","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Belén Jiménez|Griselda Marín O.","1996","3","26","Paraguay","Canindeyú",NA,"Tejui-mi. Bosque en galeria inundable periodicamente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiménez 92","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2014-12-11 10:34:00-02","MO","MOBOT","1843490","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Gerrit Davidse|Nelson A. Rosa|Milton G. da Silva|Carlos S. Rosário","1980","4","9","Brazil","Pará","Capanema","Rio Quatipuru, in vicinity of Miraselvas, ca. 30 km by road W of Bragança.","-46.9833333","-1.0666667",NA,NA,"50.00000000",NA,NA,NA,NA,NA,"Davidse 18114","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1377","1"
"164","2008-05-27 22:02:00-03","MO","MOBOT","1854449","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. S. Renner, 1993 (MJG)","Stephan G. Beck","1990","5","30","Bolivia","La Paz","Abel Iturralde","Alto Madidi-ex campamento militar. Cerca de la pista de aterrizaje, terreno alterado con pozos de agua y suelo compactado","-68.75","-13.61666",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"Beck 18316","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2008-08-07 03:32:00-03","MO","MOBOT","1868328","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","R. López","Lourdes Vargas|I.W.S. Merena|D. Silva|S. Merena","1994","9","5","Bolivia","La Paz","Larecaja","Localidad Muchanes. Al borde del arroyo, Muchanes, isla entre el río La Paz y arroyo Muchanes (platanal de Ignacio) y playa del río La Paz","-67.65","-15.23333",NA,NA,"250.00000000",NA,NA,NA,NA,NA,"Vargas Ramírez 1257","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2013-10-05 06:35:00-03","MO","MOBOT","1874141","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse","Gerrit Davidse|Ángel C. González","1982","11","8","Venezuela","Apure",NA,"Distrito Páez; 30 km SE of El Nula along road to La Victoria.","-71.8","7.1",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Davidse 21711","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1521",NA
"167","2013-08-23 04:12:00-03","MO","MOBOT","1921039","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Baltasar Trujillo","1967","12","28","Venezuela","Cojedes",NA,"Sistema de Riego San Carlos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trujillo 8679","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2013-08-23 04:12:00-03","MO","MOBOT","1921041","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Luciano Bernardi","1956","11","20","Venezuela","Miranda",NA,"Selvas pluviales del Guatopo. Gramia grande de las orillas del Río Cuira",NA,NA,NA,NA,"400.00000000","600.00000000",NA,NA,NA,NA,"Bernardi 5777","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2009-08-07 05:34:00-03","MO","MOBOT","1921042","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Thomas Morong","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morong 515","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2009-10-24 09:19:00-02","MO","MOBOT","1921044","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Nicora, E. G.","Fernando O. Zuloaga|Ana M. Cialdella|Norma B. Deginani","1984","5","2","Argentina","Misiones","Libertador General San Martín","Salto Encantado","-54.9","-27.08333",NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 2006","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","1944168","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Agnes Chase","1924","11","18","Brazil","Pernambuco",NA,"Vicinity of Pernambuco. Dois Irmaos. In shallow water among ferns and brush. Marshy border of pond",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,"Chase 7717","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2016-12-02 05:30:00-02","MO","MOBOT","1948050","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse, 2004 (MO)","José Schunke V.|J.G. Graham","2002","3","14","Peru","Ucayali","Purus","Dtto. Purús: Camino al fundo Ganadero L. & G., Norte del Aeropuerto de Puerto Esperanza. Al borde de camino, terreno pantanoso",NA,NA,NA,NA,"170.00000000","190.00000000",NA,NA,NA,NA,"Schunke Vigo 15026","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2014-04-04 16:47:00-03","MO","MOBOT","1975015","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Stephan G. Beck","1991","10","10","Bolivia","Pando","Manuripi","Conquista 30 Km hacia el puerto sobre el rio Madre de Dios","-67.2733334","-11.4580556",NA,NA,NA,NA,NA,NA,NA,NA,"Beck 20318","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"174","2008-05-27 22:02:00-03","MO","MOBOT","212602","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Gerrit Davidse","1973","11","24","Venezuela","Bolívar",NA,"38 km E of the Río Caura along Highway 19 between Caicara and Ciudad Bolívar. Growing in water along river bank.",NA,NA,NA,NA,"80.00000000",NA,NA,NA,NA,NA,"Davidse 4474","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"842",NA
"175","2008-05-27 22:02:00-03","MO","MOBOT","212612","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Julian A. Steyermark",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steyermark 88164","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2014-07-29 10:40:00-03","MO","MOBOT","212621","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Gerrit Davidse|Ángel C. González","1979","3","27","Venezuela","Delta Amacuro","Tucupita","13-14 km SE of Piacoa, along a trail to the Río San José.","-62.05","8.5333333",NA,NA,"100.00000000",NA,NA,NA,NA,NA,"Davidse 16452","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79-35","1"
"177","2008-05-27 22:02:00-03","MO","MOBOT","212631","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Julian A. Steyermark",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steyermark 87537","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2012-04-16 13:14:00-03","MO","MOBOT","212642","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Julian A. Steyermark","1960","11","1","Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steyermark 87190","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"179","2008-05-27 22:02:00-03","MO","MOBOT","212652","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Julian A. Steyermark",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steyermark 114960","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2008-05-27 22:02:00-03","MO","MOBOT","212662","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Mauricio Ramia",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramia 3327","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2008-05-27 22:02:00-03","MO","MOBOT","212672","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"IJJASZ",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IJJASZ 614","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2008-05-27 22:02:00-03","MO","MOBOT","212681","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Baltasar Trujillo",NA,NA,NA,"Venezuela","Delta Amacuro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trujillo 12910","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2008-05-27 22:02:00-03","MO","MOBOT","212752","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","Gerrit Davidse","James C. Solomon","1985","4","22","Bolivia","Santa Cruz","Andrés Ibáñez","Flood plain of the Río Pirai, ca. 6 km NW of Santa Cruz. Vicinity of the sewage settling ponds. Secondary forest on extremely sandy soil.","-63.18333","-17.75",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Solomon 13505","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-35","6"
"184","2015-02-06 13:53:00-02","MO","MOBOT","214277","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","2","Peru","Loreto","Maynas","Bocade Muyui, ca. 3 km west of Iquitos.","-73.2833333","-3.7333333",NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17497A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"226","1"
"185","2015-02-06 13:53:00-02","MO","MOBOT","214299","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","2","Peru","Loreto","Maynas","Bocade Muyui, ca. 3 km west of Iquitos.","-73.2833333","-3.7333333",NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17501","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"226","1"
"186","2008-05-27 22:02:00-03","MO","MOBOT","214365","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","4","Peru","Loreto",NA,"Along bank of Río Tigre, near mouth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17594","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"229","1"
"187","2008-05-27 22:02:00-03","MO","MOBOT","214376","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","4","Peru","Loreto",NA,"Quebrada Nawampa, near mouth of Río Tigre; in open area along river.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17622","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"231","1"
"188","2019-01-16 10:39:00-02","MO","MOBOT","214409","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","8","Peru","Loreto",NA,"Along Río Huallaga in vicinity of Lagunas.","-75.6666667","-5.2166667",NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17852","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240","1"
"189","2008-05-27 22:02:00-03","MO","MOBOT","214453","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Thomas B. Croat","1972","7","11","Peru","Loreto",NA,"Quebrada Shanuce, above Yurimanguas; (on River bank).","-76.08333","-5.9",NA,NA,NA,NA,NA,NA,NA,NA,"Croat 17974A","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"246","1"
"190","2019-01-24 10:58:00-02","MO","MOBOT","214640","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","G. Davidse (MO)","Thomas B. Croat","1972","8","18","Peru","Loreto",NA,"Along Río Amazonas south of Iquitos; disturbed forest.","-73.2166667","-3.8333333",NA,NA,NA,NA,NA,NA,NA,NA,"Croat 19366","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288","1"
"191","2014-11-16 19:28:00-02","MO","MOBOT","216122","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase",NA,"Jan C. Lindeman","1978","2","2","French Guiana",NA,NA,"tributary right bank, lower Mahury R.","-52.26666","4.7",NA,NA,NA,NA,NA,NA,NA,NA,"Lindeman 1979","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2011-06-08 17:18:00-03","MO","MOBOT","216869","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. Lægaard","L.B. Holm-Nielsen|et al.","1979","8","26","Ecuador","Napo",NA,"Río Yasuní, Jatuncocha. Lake, lakeshore, and swamp in black water area with Macrolobium.","-75.46666","-1",NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 19970","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2011-06-08 17:18:00-03","MO","MOBOT","216881","PreservedSpecimen","Plantae","Poaceae","Hymenachne","donacifolia","Hymenachne donacifolia","(Raddi) Chase","S. Lægaard","L.B. Holm-Nielsen|et al.","1979","8","27","Ecuador","Napo",NA,"Río Yasuní, Jatuncocha. Lake, lakeshore, and swamp in black water area with Macrolobium.","-75.46666","-1",NA,NA,"280.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 19988","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
