"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","scientificNameAuthorship","country","stateProvince","infraspecificEpithet","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus"
"104","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil",NA,NA,"Williams, S","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"105","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Regnell, AF","s.n.",NA,NA,NA,"Southern America","Petrópolis","in prov. Rio de Janeiro ad arbores prope Petropolis","-43.1786","-22.505",NA,NA,"P03P5N0058",NA,NA,"36524","auto",NA,NA,NA,NA
"106","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Gardner, G","s.n.",NA,NA,NA,"Southern America",NA,"In prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"107","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Rio de Janeiro",NA,"Harrison, DS","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Rio de Janeiro ad Serra dos Orgãos",NA,NA,NA,NA,"P03P5N0058",NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Santa Catarina",NA,"Müller, G Dr","s.n.",NA,NA,NA,"Southern America","Blumenau","in prov. S. Catharina supra arbores ad Blumenau","-49.0661","-26.9194",NA,NA,"P03P5N0058",NA,NA,"34291","auto",NA,NA,NA,NA
"109","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Regnell, AF","s.n.",NA,NA,NA,"Southern America","Caldas","prope Caldas","-46.3861","-21.9236",NA,NA,"P03P5N0058",NA,NA,"25710","auto",NA,NA,NA,NA
"110","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Minas Gerais",NA,"Regnell, AF","2004",NA,NA,NA,"Southern America","Caldas","prope Caldas","-46.3861","-21.9236",NA,NA,"P03P5N0058",NA,NA,"25710","auto",NA,NA,NA,NA
"111","2019-11-21 10:12:59-03","IBt","SP","6360","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lind","Brasil","Minas Gerais",NA,"Hoehne, FC","s.n.","1921","03","07",NA,NA,"Serra do Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:12:59-03","IBt","SP","24920","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor","Hoehne, FC","1917","03",NA,NA,NA,NA,NA,NA,"Lind","Brasil","Goiás",NA,"Hoehne, FC","174","1917","03",NA,NA,"Marzagão","Como Minas Gerais","-48.6403007507324","-17.9813995361328",NA,NA,NA,NA,NA,"17086","auto",NA,NA,NA,NA
"113","2019-11-21 10:12:59-03","IBt","SP","48215","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lind","Brasil","Minas Gerais",NA,"Heringer, EP","1169","1943","03","01",NA,"Coronel Pacheco","Estação Experimental, Fazenda Boa Ventura","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,"10350","auto",NA,NA,NA,NA
"114","2019-11-21 10:12:59-03","IBt","SP","25580","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lind","Brasil","Rio de Janeiro",NA,"Spannagel, C","132",NA,NA,NA,NA,"Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"115","2019-11-21 10:12:59-03","IBt","SP","27224","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lind","Brasil","Rio de Janeiro",NA,"Hoehne, FC","s.n.","1931","03","03",NA,"Resende",NA,"-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA
"116","2019-11-21 10:12:59-03","IBt","SP","27486","S","Plantae","Orchidaceae","Cattleya","bicolor","Cattleya bicolor",NA,NA,NA,NA,NA,"Epífita, fl. grande, brummea, lab. roseo-violaceo.",NA,NA,NA,"Lind","Brasil","São Paulo",NA,"Loefgren, A","CGG2932","1895","01",NA,NA,"São Paulo","Em cultivo.","-46.6300010681152","-23.5400009155273",NA,"SP009491","SP009491",NA,NA,"53584","auto",NA,NA,NA,NA
