"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","sex"
"146","2019-11-21 10:13:02-03","IBt","SP","2314","S","Plantae",NA,NA,"Orchidaceae","Cladobium","majus","Cladobium majus","Hoehne & Schltr.","Hoehne, FC","s.n.","1918","07","25",NA,"Brasil","Rio de Janeiro","B. Soberbo",NA,"Flores alvas com venulos verdes","SP000724","SP000724","Hoehne, FC; Schlechtler, R",NA,NA,"Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"147","2019-11-21 10:13:02-03","IBt","SP","436","S","Plantae",NA,NA,"Orchidaceae","Cladobium","oliganthum","Cladobium oliganthum","Hoehne & Schltr.","Hoehne, FC","s.n.","1917","08","21",NA,"Brasil","São Paulo","Butantã",NA,"Flor alva com venulos verdes sobre o labelo","SP000725","SP000725","Hoehne, FC; Schlechtler, R",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"148","2019-11-21 10:13:30-03","IBt","SP","24100","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Hoehne, FC; Gehrt, A","s.n.","1929","04","28",NA,"Brasil","São Paulo","Rio Grande",NA,NA,NA,NA,"Santana, IC","1999","03",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-21 10:13:30-03","IBt","SP","17426","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Hoehne, FC; Gehrt, A","s.n.","1926","04","19",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Mamede, MCH","2011","03","Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 10:13:30-03","IBt","SP","38443","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Emrich, K","s.n.","1937","06","23",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 10:13:30-03","IBt","SP","50502","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Orth, C; Dutra, J","s.n.","1935","05","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"Santana, IC","1999","03","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 10:13:30-03","IBt","SP","249049","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Barros, F","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Ilha do Cardoso, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 16164, florescendo em 16-VI-1991",NA,NA,NA,NA,"Barros, F","2006","05","Cananéia","-47.9199981689453","-25.0100002288818","37574","auto","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 10:13:30-03","IBt","SP","276491","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Martuscelli, P","133","1985","05","05",NA,"Brasil","São Paulo","Sítio Irapuã, km 348,5 da BR 116",NA,NA,NA,NA,"Santana, IC","1999","03","Miracatu","-47.4599990844727","-24.2800006866455","43974","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:13:30-03","IBt","SP","29306","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Loefgren, A; Edwall, G","CGG2601","1894","09","12",NA,"Brasil","São Paulo","Em árvores laranjeiras.",NA,"Herb. epífita, nana, fl. albo-viridis, lab. maculado.","SP009611","SP009611","Hoehne, FC",NA,NA,"Mongaguá","-46.6199989318848","-24.0799999237061","12311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:13:30-03","IBt","SP","7523","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Gehrt, A","s.n.","1921","12","08",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,"Flores alvas riscadas de verde",NA,NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:13:30-03","IBt","SP","436A","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barb.Rodr.) Mansf.","Handro, O","s.n.","1937","09","02",NA,"Brasil","São Paulo","Jardim Botânico, Nativa do Jardim Botânico",NA,NA,NA,NA,"Santana, IC","1999","03","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:13:30-03","IBt","SP","19749","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","mentiens","Lankesterella mentiens","Hoehne","Travassos, L","s.n.","1927","05","08",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SP000727","SP000727","Hoehne, FC","1944",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA
"158","2019-11-21 10:13:30-03","IBt","SP","42308","S","Plantae",NA,NA,"Orchidaceae","Lankesterella","mentiens","Lankesterella mentiens","Hoehne","Justen, A","Spannagel534","1939","05",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SP000728","SP000728","Hoehne, FC","1944",NA,"Pati do Alferes","-43.4185981750488","-22.4286003112793","18359","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Syntype",NA
"159","2020-03-17 18:46:01-03","AMES","HU-HERB","AMES 02092447","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barbosa Rodrigues) Ames","P. Campos Porto","390","1916",NA,NA,"South America","Brazil","São Paulo","Pinheiro","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390",NA,NA,"undetermined"
"160","2020-03-17 18:40:11-03","GH","HU-HERB","GH 02092448","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lankesterella","ceracifolia","Lankesterella ceracifolia","(Barbosa Rodrigues) Ames","G. G. Hatschbach & O. Guimaràes","14679","1966","9","6","South America","Brazil","Paraná","Mun. Tibagi: Rio Tibagi.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14679",NA,NA,"undetermined"
