"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"97","2019-08-27 13:27:21-03","IAP","PACA-AGP","91907","PreservedSpecimen","Plantae","Compositae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","C. Mondin","1998","09",NA,"Mondin, C.",NA,"1998","09","24","Brasil","RS","Santana da Boa Vista","Arroio Vargas","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"Com ca. 4m de altura.&nf;HASU 6931.&nf;Cf. por M.M. Saavedra em 05.2011. Habitat: Na mata ciliar. Hábito: árvore","PACA091907",NA,"Magnoliophyta","Asterales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA
"98","2019-08-27 13:27:21-03","IAP","PACA-AGP","36325","PreservedSpecimen","Plantae","Compositae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Claudio Mondin","1993","09","06","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"alabastris novissimis; sin.: Chuquiragua spinescens (Less.) Baker&nf;Cf. por M.M. Saavedra em 2011. Habitat: in araucarieto","PACA036325",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA
"99","2019-08-27 13:27:21-03","IAP","PACA-AGP","91911","PreservedSpecimen","Plantae","Compositae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M.M. Saavedra","2010","07",NA,"Mauhs, J.",NA,"1995","05","08","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"HASU 10136. Habitat: Mata nativa com araucária. Hábito: árvore","PACA091911",NA,"Magnoliophyta","Asterales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA
"100","2019-08-27 13:27:21-03","IAP","PACA-AGP","35078","PreservedSpecimen","Plantae","Compositae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Claudio Mondin","1993","09","06","Rambo, B.",NA,"1947","01","13","Brasil","RS","Vacaria","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"sin.: Chuquiragua spinescens (Less.) Baker&nf;Cf. por M.M. Saavedra em 2011. Habitat: in araucarieto Fenofase: estéril","PACA035078",NA,"Magnoliophyta","Asterales",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA
"101","2019-08-27 13:27:21-03","IAP","PACA-AGP","65017","PreservedSpecimen","Plantae","Compositae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Claudio Mondin","1993","09","06","Reitz, R.","4602","1952","12","29","Brasil","SC","Palhoça","Serrinha - Anitapolis","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"HBR 14611 - sin.: Chuquiragua spinescens (Less.) Baker&nf;Cf. por M.M. Saavedra em 2011. Habitat: capoeira","PACA065017",NA,"Magnoliophyta","Asterales",NA,NA,"31105","auto","Magnoliatae",NA,NA,NA,NA
"102","2021-03-10 14:35:01-03","UFSC","CTBS","359","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Scipioni, M.C.",NA,NA,NA,"Santos, Vanderlei dos (Guga)","46","2013","04","18","Brasil","Santa Catarina","Curitibanos","Trilha ecológica, Campus UFSC Curitibanos","-50.533219","-27.286703","50°31'59.59W","27°17'12.13S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0013766","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Harold Robinson",NA,NA,NA,"M. Rossato;","5571","1989","3","2","Brazil","Rio Grande do Sul",NA,"RS, Horto Florestal, Nova Prata.","-51.607615","-28.781446",NA,NA,"750",NA,"Arvoreta, capitulos alvos.",NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-21 14:31:42-03","UFJF","CESJ","41988","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","R.L.Esteves","2004","06",NA,"J.P. Braga","152","2003","12","22","Brasil","Minas Gerais","Pedralva","Serra da Pedra Branca","-45.4658012390137","-22.2427997589111",NA,NA,NA,NA,"Arvoreta ca. 3m, cdo camelinho para a Grande.","CESJ041988",NA,"Angiosperma",NA,"América do Sul",NA,"10929","auto",NA,NA,NA,NA,NA
"105","2019-11-21 14:31:42-03","UFJF","CESJ","42644","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","M. Dematteis","2003",NA,NA,"G. Hatschbach; et al.","73773","2002","08","23","Brasil","Minas Gerais","Francisco Dumont","Serra do Cabral, Próx. do Rio Preto","-44.2341995239258","-17.3150005340576",NA,NA,NA,NA,"Arbusto, 1 m, flor creme. Campo rupestre; solo arenoso.","CESJ042644","CESJ042644","Angiosperma",NA,"América do Sul",NA,"45152","auto",NA,NA,NA,NA,NA
"106","2021-04-07 11:41:25-03","UFMS","CGMS","73826","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"A. Pott; M. Pereira, R.A. Mauro, J. Amaral & W. Carvalho","4878","1989","05","24","Brasil","Mato Grosso do Sul","Corumbá","Entre Fazenda Alvorada e Fazenda Noroeste - Pantanal.","-56.0166667","-17.2333333","-56,0166667","-17,2333333","120","120","CPAP - 6194. Habitat: Mata. Solo calcimórfico (podzolico vermelho-escuro). Relevo plano. Habito: Arbusto 2 m de altura. Esparso.","CGMS1106633",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:23:59-03","UNICAMP","UEC","105226","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Pessoa, SVA; et al.","522","1990","06","03","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, estrada para Sítio Sophronites. Alt. 1000m.","-42.05","-20","-42.05","-20",NA,NA,"Arvoreta de 8 m; heliofila; folhas discolores; flores com calice marron, petalas e filetes amarelos.","UEC120594","UEC120594","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:23:59-03","UNICAMP","UEC","194017","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Heiden, G","2016","04","08","Martins, GN","60b","2016","04","08","Brazil","Espírito Santo","Vitória","Parque estadual da Fonte Grande","-40.556111","-20.510556","-40.556111","-20.510556",NA,NA,"Arbustivo. Flores e frutos.","UEC155620","UEC155620","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:23:59-03","UNICAMP","UEC","136145","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, MM; Monge, M","2009","10",NA,"Kuhlmann, M; Gehrt, A","s.n.","1939","04","20","Brazil","Minas Gerais",NA,"Barreiro, estrada para Itajubá.",NA,NA,NA,NA,NA,NA,"Árvore com espinhos.","UEC084359","UEC084359","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:23:59-03","UNICAMP","UEC","163467","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Souza, VC","2007","04","06","Sanches, JH; Onofre, FF; Dechoum, MS; Rodrigues Junior, LRN; et al.","88","2007","04","06","Brazil","Santa Catarina","Bocaina do Sul","Fazenda Farofa, do outro lado do morro do campo drenado.","-49.861389","-27.891944","-49.861389","-27.891944","1334","1334","Arbusto decumbente, 3 a 5 m. Flores do disco creme. Frutos imaturos castanhos.; Vegetação secundária de Floresta Ombrófila Mista.","UEC028074","UEC028074","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:23:59-03","UNICAMP","UEC","198896","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2016","01",NA,"Arzolla, FARDP; Pinto, JB","953","2005","08","24","Brazil","Minas Gerais","Delfim Moreira","Bairro dos Machados.","-45.201167","-22.544833","-45.201167","-22.544833","1300","1300","Árvore, com frutos.; Floresta Ombrófila Densa Montana.","UEC155582","UEC155582","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:23:59-03","UNICAMP","UEC","90686","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","01240","1993","09","22","Brazil","São Paulo","Campos do Jordão","Horto Florestal","-45.803428","-23.160822","-45.803428","-23.160822",NA,NA,"Árvore, 5m alt., borda de mata, frutificação, sadia, tronco aculeado, sem latex, flor ausente, fruto creme.; Mata de altitude","UEC199889","UEC199889","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:23:59-03","UNICAMP","UEC","89669","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Barreto, KD; Fernandes, GD; Vitti, FX","13781","1993","09","22","Brazil","São Paulo","Campos do Jordão","Horto Florestal.","-45.803428","-23.160822","-45.803428","-23.160822",NA,NA,"Árvore, 5m alt., borda de mata, frutificação, sadia, tronco aculeado, sem latex, flor ausente, fruto creme.","UEC199890","UEC199890","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:23:59-03","UNICAMP","UEC","90855","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Moreira, JLA; Goldenberg, R","32","1995","04","05","Brazil","São Paulo","Cruzeiro","Estrada da Fazenda Boa Vista","-45.033333","-22.483889","-45.033333","-22.483889",NA,NA,"Árvore de 12 m alt., capítulospaleáceos, flores amarelas.","UEC084509","UEC084509","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:23:59-03","UNICAMP","UEC","199335","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2011","08","17","Folli, DA","6099","2008","06","12","Brazil","Espírito Santo","Castelo","Parque do Forno Grande. UTM 282038 7730130","-41.184700012207","-20.6035995483398",NA,NA,"1442","1442","Nome vulgar: Pau agulheiro.&nf;Porte: Arbórea, terrestre. &nf;Botão verde claro. &nf;Flor verde claro. &nf;Fruto maturo e imaturo marrom. &nf;Exsudação: incolor.&nf;Forma Fuste: Cilíndrico.&nf;Superfície Casca: áspera.&nf;Altura Total (m): 12,0.&nf;Altu","UEC038050","UEC038050","Magnoliopsida",NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"116","2021-03-01 16:23:59-03","UNICAMP","UEC","193965","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Savedra, M","2008","08",NA,"Savedra, M","747","2008","05","02","Brazil","Espírito Santo","Castelo","Parque estadual do Forno Grande.Trilha das piscinas para o mirante.","-41.184700012207","-20.6035995483398",NA,NA,"1100","1400","Árvore, ca. de 10 metros de altura. Troncos e rebrotos com espinhos em feixes, caule com lenticelas, ramos inermes ou com dois pequenos espinhos na base dos pecíolos, brácteas involucrais acastanhadas com margens creme, corolas e ram","UEC155625","UEC155625","Magnoliopsida",NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"117","2021-03-01 16:23:59-03","UNICAMP","UEC","127354","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","08",NA,"Sciamarelli, A; Silva, SM","906","2001","08","03","Brazil","Mato Grosso do Sul","Caarapó","Fazenda Rancho Verde","-54.8222007751465","-22.6341991424561",NA,NA,NA,NA,"Arbusto escandente 3m, flores com ramos estigmáticos creme","UEC122007",NA,"Magnoliopsida",NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA
"118","2021-03-01 16:23:59-03","UNICAMP","UEC","136146","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, MM; Monge, M","2009","10",NA,"Kuhlmann, M","1931","1979","12","17","Brazil","Minas Gerais","Camanducaia","Serraria Esperança.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Árvore.","UEC120595","UEC120595","Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA
"119","2021-03-01 16:23:59-03","UNICAMP","UEC","60147","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2016","01",NA,"Vieira, AOS; Yamamoto, K","26271","1992","05","04","Brazil","Rio de Janeiro","Nova Friburgo","Subida para o pico da Coledônia próximo à entrada do DAE.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Flores brancas com estames amarelas. Frutos imaturos verde-amarelados.; Mata de encosta perturbada.","UEC120593","UEC120593","Magnoliopsida",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"120","2021-03-01 16:23:59-03","UNICAMP","UEC","136143","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, MM; Monge, M","2009","10",NA,"Pirani, JR; Yano, O","589","1983","04","21","Brazil","Santa Catarina","Agua Doce","BR 153, Km 39","-51.5560989379883","-26.9978008270264",NA,NA,NA,NA,"Árvore 12m alt., DAP 35 cm, cortex destacando-se em placas. Capítuls cominvólucros castanhos-paleáceas dourado-brilhantes. Flores creme.","UEC120597","UEC120597","Magnoliopsida",NA,NA,NA,"52743","auto",NA,NA,NA,NA,NA
"121","2021-03-01 16:23:59-03","UNICAMP","UEC","113461","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Robim, MJ; Carvalho, JPM","550","1988","03","01","Brazil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore 12m altura; Região de mata latifoliada com araucária","UEC199885","UEC199885","Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"122","2021-03-01 16:23:59-03","UNICAMP","UEC","069147","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, MM; Monge, M","2009","10",NA,"Galvão, JC","26437","1992","06","11","Brazil","São Paulo","Campos do Jordão","Estrada antiga de Campos do Jordão á Sto Antônio dos Pinhais.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore de 15m, flores brancas. Mata.","UEC199888","UEC199888","Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"123","2021-03-01 16:23:59-03","UNICAMP","UEC","162653","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2016","01",NA,"Robim, MJ; Carvalho, JPM","s.n.","1984","10","16","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos de Jordão, Região do Alto da Boa Vista.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Porte arbóreo, frutos.","UEC038330","UEC038330","Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"124","2021-03-01 16:23:59-03","UNICAMP","UEC","133622","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Martins, FR; Dias, AC","249","1980","10","08","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Àvore 7m altura, tronco armado com espinhos fasciculares.","UEC084505","UEC084505","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"125","2021-03-01 16:23:59-03","UNICAMP","UEC","29110","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2012","12",NA,"Martins, FR; Dias, AC; Custódio-Filho, A","12365","1980","07","11","Brazil","São Paulo","Cunha","Reserva de Cunha.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Arvoreta 7 m, tronco comespinhos fasciculados.; À beira de mata.","UEC084511","UEC084511","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"126","2021-03-01 16:23:59-03","UNICAMP","UEC","29094","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2012","12",NA,"Martins, FR; Dias, AC; Custódio-Filho, A","12382","1980","07","11","Brazil","São Paulo","Cunha","Reserva Estadual de Cunha.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 12 m, capítulos amarelos, ramos armados.; À beira da mata.","UEC084513","UEC084513","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"127","2021-03-01 16:23:59-03","UNICAMP","UEC","29099","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Robinson, H","1983",NA,NA,"Martins, FR; Dias, AC; Custódio-Filho, A","12377","1980","07","11","Brazil","São Paulo","Cunha","Reserva Est. Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Trepadeira, flores amarelas, ramos espinescentes. À beira de mata.","UEC120596","UEC120596","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"128","2021-03-01 16:23:59-03","UNICAMP","UEC","23223","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2012","12",NA,"Custódio-Filho, A","283","1980","07","07","Brazil","São Paulo","Cunha","Reserva Florestal. alt. 1000m.&nf;44°50' -45°10 W; 23°10' - 23°20' S","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 12 m, flores amarelas, armada.","UEC084507","UEC084507","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"129","2021-03-01 16:23:59-03","UNICAMP","UEC","23266","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2012","12",NA,"Custódio-Filho, A","249","1980","04","07","Brazil","São Paulo","Cunha","Reserva Florestal. alt. 1000m.&nf;Beira do Rio Paraibuna.&nf;44°50' -45°10 W; 23°10' - 23°20' S","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 7 m de altura, tronco armado,com espinhos fasciculares.; Beira de rio.","UEC084512","UEC084512","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"130","2021-03-01 16:23:59-03","UNICAMP","UEC","136144","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2012","12",NA,"Custódio-Filho, A","249","1980","04","07","Brazil","São Paulo","Cunha","Reserva Florestal. alt. 1000m.&nf;Beira do Rio Paraibuna.&nf;44°50' -45°10 W; 23°10' - 23°20' S","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 7 m de altura, tronco armado,com espinhos fasciculares.; Beira de rio.","UEC084506","UEC084506","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"131","2021-03-01 16:23:59-03","UNICAMP","UEC","74079","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Saavedra, MM; Monge, M","2009","10",NA,"Árbocz, GF","154","1994","02","14","Brazil","São Paulo","Piquete","Altoda Serra da Mantiqueira (1200 - 1400 m) às margens da Rod. BR 459 entre os dois pontos da Polícia Rodoviária.","-45.1699981689453","-22.6100006103516",NA,NA,NA,NA,"Frutífero, flores marrons, florescimento (estimativa) fevereiro-março.&nf;Árvore com espinhos nos ramos mais jovens, com 7 m alt. e 10 - 15 cm DAP, folhas pequenas.","UEC084377","UEC084377","Magnoliopsida",NA,NA,NA,"13434","auto",NA,NA,NA,NA,NA
"132","2021-03-01 16:23:59-03","UNICAMP","UEC","189463","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Monge, M","2009","03",NA,"Catharino, ELM; Rossi, L","1941",NA,NA,NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina. Posses.","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"Árvore ca. 8,0 -10,0 m alt.Tufos de espinhos nos galhos mais novos, casca rugosa.; Local aberto (pasto).","UEC084508","UEC084508","Magnoliopsida",NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA
"133","2020-12-04 13:18:57-03","UDESC","LUSC","2297","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Silva, A.C. & Higuchi, P.",NA,NA,NA,"Aguiar, M.D.",NA,"2008","09","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC081239",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"134","2020-12-04 13:18:57-03","UDESC","LUSC","9067","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Silva, A.C.",NA,NA,NA,"LabDendro-CAV",NA,NA,NA,NA,"Brasil","Santa Catarina","Lages","EPAGRI.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC005717","LUSC005717",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"135","2020-12-04 13:18:57-03","UDESC","LUSC","128","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Filho, V.P.",NA,NA,NA,"Filho, V.P.",NA,"2007","03","14","Brasil","Santa Catarina","Lages","Sítio Recanto dos Tropeiros.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC001751","LUSC001751",NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"136","2020-12-04 13:18:57-03","UDESC","LUSC","6865","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Floriani, M.M.P.","320","2013","03","27","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC006645","LUSC006645",NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"137","2020-12-04 13:18:57-03","UDESC","LUSC","6766","PreservedSpecimen","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,"Floriani, M.M.P.","221","2012","03","30","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC006646","LUSC006646",NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA
"138","2019-01-17 11:24:21-02","PUCRS","MPUC","12154","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","C.A. Mondin",NA,NA,NA,NA,NA,"2005","03","01","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"139","2019-01-17 11:24:21-02","PUCRS","MPUC","10778","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","C.A. Mondin",NA,NA,NA,NA,NA,"2005","03","06","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"140","2019-01-17 11:24:21-02","PUCRS","MPUC","19096","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","C.A. Mondin","2008","01","01",NA,NA,"2008","05","10","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1","3223",NA
"141","2019-01-17 11:24:21-02","PUCRS","MPUC","9727","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","Equipe do Projeto",NA,NA,NA,NA,NA,"2001","01","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"142","2019-01-17 11:24:21-02","PUCRS","MPUC","13043","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","R.A. Baaske",NA,NA,NA,NA,NA,"1998","04","26","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"143","2019-01-17 11:24:21-02","PUCRS","MPUC","19010","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","C.A. Mondin","2010","01","01",NA,NA,"2009","03","31","Brasil","RS","Cambará do Sul",".","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"144","2019-01-17 11:24:21-02","PUCRS","MPUC","15670","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera",NA,NA,NA,NA,NA,NA,"1998","04","10","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"HB 185",NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA
"145","2019-01-17 11:24:21-02","PUCRS","MPUC","9650","S","Plantae","Asteraceae","Dasyphyllum","spinescens","Dasyphyllum spinescens","(Less.) Cabrera","N.I. Matzenbacher",NA,NA,NA,NA,NA,"2000","09","17","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
