"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","occurrenceRemarks","imagecode","class","individualCount","coordinatePrecision","geoFlag"
"56","2021-02-08 12:52:48-03","UFRGS","ICN","198925","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Boldrini, II","2012",NA,NA,"Rolim, RG","49","2012","09",NA,"Brasil","RS","Canoas","Praça Parque São José, Bairro São José","-51.17","-29.883611","-51.17","-29.883611","27","27",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"Ervas de 15 e 13 cm de altura; campo nativo, campo seco",NA,NA,NA,NA,NA
"57","2021-02-08 12:52:48-03","UFRGS","ICN","043658","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Rúgolo","1992","12",NA,"Valls, JFM; et al.","4283","1978","12","19","Brasil","RS","Bagé","UEPAE - 5 Cruzes Potreiros Experimentais","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"74087","auto"
"58","2021-02-08 12:52:48-03","UFRGS","ICN","121865","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Longhi-Wagner, HM","2015","01",NA,"Garcia, EN","572","2001","11","01","Brasil","RS","Capivari do Sul","Fazenda dos Touros","-50.5147018432617","-30.1450004577637",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"Erva cespitosa ereta.; 1ano de pousio após 2 anos consecutivos de cultivo convencional de arroz irrigado.",NA,NA,NA,"17105","auto"
"59","2021-02-08 12:52:48-03","UFRGS","ICN","024724","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Rúgolo","1992","12",NA,"Valls, JFM; Barcellos, A","2966","1973","11","20","Brasil","RS","Quaraí","Estrada Harmonia e Passo da Guarda, junto ao marco da quilometragem 90/30","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"74636","auto"
"60","2021-02-08 12:52:48-03","UFRGS","ICN","024765","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Rugolo","1992","12",NA,"Valls, JFM; Pott, A; Longhi, H","3007","1973","11","03","Brasil","RS","Santa Maria","Estrada Santa Maria - São Pedro do Sul, 18km antes de São Pedro","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"37819","auto"
"61","2021-02-08 12:52:48-03","UFRGS","ICN","189837","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Longhi-Wagner, HM","2015","01",NA,"Boldrini, II; Trevisan, R; Setubal, R","1580","2009","09","11","Brasil","RS","Santana do Livramento","Fazenda Santo Antônio, divisa com Uruguai","-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,"79795","auto"
"62","2021-02-08 12:52:48-03","UFRGS","ICN","131379","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Silva, LN da","2018","08","28","Longhi-Wagner, HM","5020","1998","11","27","Brasil","RS","São Lourenço do Sul","BR 116 Km 469, entre São Lourenço do Sul e Pelotas","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"local úmido",NA,NA,NA,"48842","auto"
"63","2021-02-08 12:52:48-03","UFRGS","ICN","145022","S","Plantae","Poaceae","Bromidium","hygrometricum","Bromidium hygrometricum","(Ness) Nees & Meyen","Longhi-Wagner, HM","2016","03",NA,"Longhi-Wagner, HM","8740","2003","01","29","Brasil","SC","Bom Retiro","Campo dos Padres junto à antena antiga da CETESC (subida pela Pousada do Rio Canoas)","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"Na água.",NA,NA,NA,"35974","auto"
"64","2020-07-21 14:25:14-03","FEPAGRO","BLA","8723","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"L. R. Parodi","12566",NA,NA,NA,"Argentina","Corrientes","La Cruz","San Martin",NA,NA,NA,NA,NA,NA,"BLA008723","Spermatophyta",NA,NA,NA,NA,NA,"Data de coleta: 11/1936.Habitat: Banhados e solos arenosos.",NA,NA,NA,NA,NA
"65","2021-02-18 17:08:42-03","FEPAGRO","BLA","17241","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"LA","17","1972","01","04","Brasil","Rio Grande do Sul","Guaíba","BR 290","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"BLA017241","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto"
"66","2020-07-21 14:25:14-03","FEPAGRO","BLA","8269","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","J. F. M. Valls",NA,NA,NA,"F. Lobato",NA,"1971","11","01","Brasil","Rio Grande do Sul","Jaguarão","Confluência do Rio Jaguarão com Lagoa Mirim - Propriedade do Sr. Carlos Gonçalves da Silva","-53.3758010864258","-32.5661010742188",NA,NA,NA,NA,"BLA008269","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: Campo baixo",NA,NA,NA,"49890","auto"
"67","2021-03-22 16:23:17-03","FEPAGRO","BLA","7233","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf",NA,NA,NA,"J. F. M. Valls",NA,"1969","11","06","Brasil","Rio Grande do Sul","Pelotas","Instituto de Pesquisas Agronômicas do Sul","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"BLA007233","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: Hôrto botânico",NA,NA,NA,"51462","auto"
"68","2020-07-21 14:25:14-03","FEPAGRO","BLA","5920","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","Heloísa",NA,NA,NA,"J. F. M. Valls",NA,"1964","10","23","Brasil","Rio Grande do Sul","Porto Alegre","Faculdade de Agronomia e Veterinária","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"BLA005920","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: junto as colméias",NA,NA,NA,"29946","auto"
"69","2021-02-18 17:08:42-03","FEPAGRO","BLA","5497","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. A. Araújo","1972","05","05","A. A. Araújo","548",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Teresópolis","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"BLA005497","Spermatophyta",NA,NA,NA,NA,NA,"Data de Coleta: 1947. Exsicata coletada na Primavera.Habitat: Cultivado",NA,NA,NA,"29946","auto"
"70","2021-03-22 16:23:17-03","FEPAGRO","BLA","8853","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","J. F. M. Valls",NA,NA,NA,"J. F. M. Valls & A. M. Barcellos","2966","1973","11","20","Brasil","Rio Grande do Sul","Quaraí","Entre Harmonia e Passo da Guarda, junto ao marco de Km 90/30","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"BLA008853","Spermatophyta",NA,NA,NA,NA,NA,"Ex ICN 24724.",NA,NA,NA,"74636","auto"
"71","2021-03-22 16:23:17-03","FEPAGRO","BLA","8854","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"J. F. M. Valls et alii","3007","1973","12","03","Brasil","Rio Grande do Sul","Santa Maria","Estrada para São Pedro do Sul, 18 Km antes de São Pedro do Sul","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"BLA008854","Spermatophyta",NA,NA,NA,NA,NA,"Ex ICN 24765.",NA,NA,NA,"37819","auto"
"72","2021-02-18 17:08:42-03","FEPAGRO","BLA","2930","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","I. L. Barreto",NA,NA,NA,"I. L. Barreto & A. Kappel",NA,"1962","12","21","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Estância Ipiranga","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"BLA002930","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: Em campo modificado",NA,NA,NA,"130170","auto"
"73","2021-03-22 16:23:17-03","FEPAGRO","BLA","8881","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf","1974","01","01","J. F. M. Valls et alii","3022","1973","12","03","Brasil","Rio Grande do Sul","São Pedro do Sul","Estrada para Jaguari","-54.1789016723633","-29.6205997467041",NA,NA,NA,NA,"BLA008881","Spermatophyta",NA,NA,NA,NA,NA,"Ex ICN 24780.Habitat: Várzea junto rio Toropi",NA,NA,NA,"32227","auto"
"74","2021-03-22 16:23:17-03","FEPAGRO","BLA","7235","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf",NA,NA,NA,"J. F. M. Valls","1335","1970","10","21","Brasil","Rio Grande do Sul","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"BLA007235","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto"
"75","2020-07-21 14:25:14-03","FEPAGRO","BLA","7224","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","J. F. M. Valls",NA,NA,NA,"J. F. M. Valls","1335","1970","10","21","Brasil","Rio Grande do Sul","Uruguaiana",NA,"-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"BLA007224","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto"
"76","2021-03-22 16:23:17-03","FEPAGRO","BLA","8623","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf","1973","01","01","A. Normann-Kämpf & I. Boldrini",NA,"1973","11","04","Brasil","Rio Grande do Sul","Uruguaiana","BR 290 - 53 Km antes da cidade","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"BLA008623","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: pouco comum na área",NA,NA,NA,"93142","auto"
"77","2021-02-18 17:08:42-03","FEPAGRO","BLA","7246","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf",NA,NA,NA,"J. F. M. Valls & A. Pott","627",NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA007246","Spermatophyta",NA,NA,NA,NA,NA,"Desconsiderar Data de Coleta. Exsicata sem Data de Coleta definida.",NA,NA,NA,"63451","auto"
"78","2021-02-18 17:08:42-03","FEPAGRO","BLA","7252","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf",NA,NA,NA,"J. F. M. Valls & A. Pott","628",NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA007252","Spermatophyta",NA,NA,NA,NA,NA,"Desconsiderar Data de Coleta. Exsicata sem Data de Coleta definida.",NA,NA,NA,"63451","auto"
"79","2021-02-18 17:08:42-03","FEPAGRO","BLA","7250","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf",NA,NA,NA,"J. F. M. Valls & A. Pott","629",NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Estação Experimental","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA007250","Spermatophyta",NA,NA,NA,NA,NA,"Desconsiderar Data de Coleta. Exsicata sem Data de Coleta definida.",NA,NA,NA,"63451","auto"
"80","2021-03-22 16:23:17-03","FEPAGRO","BLA","949","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf","1973","04","23","I. L. Barreto",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Estação Experimental de Forrageiras","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA000949","Spermatophyta",NA,NA,NA,NA,NA,"Data de Coleta: 01/1954.Habitat: Em banhado",NA,NA,NA,"63451","auto"
"81","2021-03-22 16:23:17-03","FEPAGRO","BLA","8395","PreservedSpecimen","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees","A. Normann-Kämpf","1973","01","01","E. Kornelius",NA,"1964","11","01","Brasil","Rio Grande do Sul","Viamão","Escola Técnica Agrícola","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"BLA008395","Spermatophyta",NA,NA,NA,NA,NA,"Habitat: Colhido no campo",NA,NA,NA,"41667","auto"
"82","2019-11-21 10:14:32-03","IBt","SP","232876","S","Plantae","Poaceae","Agrostis","hygrometrica","Agrostis hygrometrica","Nees",NA,NA,NA,NA,"Burman, AG","864","1984","06",NA,"Brasil","São Paulo","Campos do Jordão","jardins e imediações do Hotel Vila Inglesa.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"SP039893",NA,NA,NA,NA,NA,NA,NA,"SP039893",NA,NA,"21048","auto"
