"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","imagecode","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"44","2015-09-04 11:57:29-03","MNHN","RECOLNAT_MNHN_P","P03509116","PreservedSpecimen",NA,"Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Glaziou, A.",NA,"1891","6","15",NA,"Brasil","Alto Macahé.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509116' target='other'> <mi>dwc_moreinfo</mi></a>","P03509116",NA,NA,"Rio de Janeiro","P03509116_01","(Raddi) Sandwith",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,"18412",NA,NA
"45","2015-09-04 11:57:29-03","MNHN","RECOLNAT_MNHN_P","P03509115","PreservedSpecimen",NA,"Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Glaziou, A.",NA,"1891","11","30",NA,"Brasil","Alto Macahé.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509115' target='other'> <mi>dwc_moreinfo</mi></a>","P03509115",NA,NA,"Rio de Janeiro","P03509115_01","(Raddi) Sandwith",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,"19745",NA,NA
"46","2015-09-04 11:57:29-03","MNHN","RECOLNAT_MNHN_P","P03509118","PreservedSpecimen",NA,"Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Glaziou, A.",NA,"1877","1","13",NA,"Brasil","Brésil (Rio Jan.) Palmeiras.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509118' target='other'> <mi>dwc_moreinfo</mi></a>","P03509118",NA,NA,"Rio de Janeiro","P03509118_01","(Raddi) Sandwith",NA,"Engenheiro Paulo de Frontin","-43.6782989501953","-22.5496997833252",NA,NA,NA,NA,NA,NA,"14263","auto",NA,NA,"8835",NA,NA
"47","2015-09-04 11:57:29-03","MNHN","RECOLNAT_MNHN_P","P03509117","PreservedSpecimen",NA,"Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Glaziou",NA,"1877","1","13",NA,"Brasil","Palmeiras.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03509117' target='other'> <mi>dwc_moreinfo</mi></a>","P03509117",NA,NA,"Rio de Janeiro","P03509117_01","(Raddi) Sandwith",NA,"Engenheiro Paulo de Frontin","-43.6782989501953","-22.5496997833252",NA,NA,NA,NA,NA,NA,"14263","auto",NA,NA,"8835",NA,NA
"48","2021-02-11 17:19:08-03","UFPR","UPCB","45332","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Cervi, A.C.","8123","2001","01","13",NA,"Brasil","Reserva Natural de Salto Morato, Trilha do Salto",NA,NA,"Erva com flores levemente arroxeadas, em barrancos úmidos da beira do rio. Floresta ombrófila densa..",NA,NA,NA,"Paraná",NA,"(Raddi) Sandw.","Chautems, A.","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"2001","37295","auto","01","13",NA,NA,NA
"49","2021-02-11 17:19:08-03","UFPR","UPCB","84328","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Hinoshita, L.K.R.","52","2016","02","07",NA,"Brasil","Reserva Natural do Salto Morato, Trilha para o Salto, próximo ao Salto Morato, após ponte de madeira, próximo ao rio e a uma pequena cachoeira.",NA,NA,"Erva terrestre, crescendo em barrancos próximos ao rio. Flores passadas..",NA,NA,NA,"Paraná",NA,"(Raddi) Sandwith","Hinoshita, L.K.R.","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"2016","37295","auto","03",NA,NA,NA,NA
"50","2021-02-11 17:19:08-03","UFPR","UPCB","41098","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Gatti, A.L.S.","330","2000","01","09",NA,"Brasil","Reserva Natural Salto Morato, Trilha do Salto",NA,NA,"Erva rupícola, flor arroxeada. Floresta ombrófila densa submontana, floresta primária alterada, local muito sombreado, parede úmida..",NA,NA,NA,"Paraná",NA,"(Raddi) Sandw.","Chautems, A.","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"2001","37295","auto","01",NA,NA,NA,NA
"51","2020-08-31 08:59:06-03","INPA","INPA","265826","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Ferreira, GE","304","2014","10","14","Southern America","Brasil","RPPN Serra Bonita, estrada de acesso a RPPN",NA,NA,NA,"INPA0265826","Dicotyledon Asterids","Lamiales","Bahia",NA,"(Raddi) Sandwith",NA,"Camacan","-39.949639","-15.643889","700","700","-39.949639","-15.643889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-12 05:00:02-03","US","US","3236974","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"A. P. Chautems & G. Martinelli","123","1984","3","1","South America - Neotropics","Brazil","Cunha",NA,NA,NA,"US00313405",NA,"Scrophulariales","São Paulo","US00313405_01","(Raddi) Sandwith",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","2856137","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. S. Santos","1384","1971","1","21","South America - Neotropics","Brazil","Camaca, km. 1 da estrada do lado L de Camaca",NA,NA,NA,"US00078077",NA,"Scrophulariales","Bahia","US00078077_01","(Raddi) Sandwith","Chautems, A. P.",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","3029139","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. S. Santos & et al.","4226","1986","3","10","South America - Neotropics","Brazil","Una Mun., Serra Javi, Rodovia BR-101, trecho Sao Jose/Camaca, 9 km S of Sao Jose (km 550)",NA,NA,NA,"US00078078",NA,"Scrophulariales","Bahia","US00078078_01","(Raddi) Sandwith",NA,NA,NA,NA,"400","900",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"55","2019-11-13 11:20:19-03","USP","SPF","143831","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Souza, JP","3312","2000","04","20",NA,"Brasil","Parque Estadual da Serra do Mar",NA,NA,NA,"SPF00143831",NA,NA,"São Paulo","SPF00143831","(Raddi) Sandwith","Souza, VC","São Sebastião","-45.6","-23.75",NA,NA,"-45.6","-23.75",NA,"2000",NA,NA,"04",NA,NA,NA,NA
"56","2019-11-13 11:20:19-03","USP","SPF","67679","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Edna","s.n.","1987",NA,NA,NA,"Brasil",NA,NA,NA,NA,"SPF00067679",NA,NA,"São Paulo","SPF00067679","(Raddi) Sandwith","Chautems, A","Ubatuba","-45.0699996948242","-23.4300003051758","150","400",NA,NA,NA,"1999","34265","auto","05",NA,NA,NA,NA
"57","2019-11-13 11:20:19-03","USP","SPF","134181","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Kameyama, C","113","1998","11","17",NA,"Brasil","Estação Experimental do IAC",NA,NA,NA,"SPF00134181",NA,NA,"São Paulo","SPF00134181","(Raddi) Sandwith","Chautems, A","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"58","2019-11-13 11:20:19-03","USP","SPF","144187","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Fiaschi, P","583","2001","01","21",NA,"Brasil","Parque Estadual da Serra do Mar",NA,NA,NA,"SPF00144187",NA,NA,"São Paulo","SPF00144187","(Raddi) Sandwith","Fiaschi, P","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"2001","34265","auto","02",NA,NA,NA,NA
"59","2019-10-07 09:15:52-03","UEFS","HUEFS","24623","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Queiroz, L.P.de","4526","1996","05","29",NA,"Brasil","Estação Ecológica Juréia-Itatins.",NA,NA,"Sobre planície arenosa com sub-bosque esparso.","HUEFS0024623","Angiospermae","Lamiales","São Paulo","HUEFS0024623","(Raddi) Sandwith","A.Chautems","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Asteranae","2003","21922","auto","01",NA,NA,NA,NA
"60","2019-09-04 18:53:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","brasiliensis","Napeanthus brasiliensis","Type [status unknown]","G. Gardner","581",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-03-13 19:26:07-03","F","FMNH-SEEDPLANTS","V0279902F","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,"V0279902F","Spermatophyta",NA,NA,"V0279902F_01",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-03-13 19:26:07-03","F","FMNH-SEEDPLANTS","V0279903F","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,"V0279903F","Spermatophyta",NA,NA,"V0279903F_01",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-06-11 13:49:43-03","F","FMNH-SEEDPLANTS","V0353408F","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. Plowman","12930","1983","2","23","South America","Brazil",NA,NA,NA,NA,"V0353408F","Spermatophyta",NA,"Rio de Janeiro","V0353408F_01 V0353408F_02",NA,"RRC ID Flag",NA,"-42.5","-22",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"12930",NA,NA
"64","2020-07-23 12:08:37-03","CEPLAC","CEPEC","107204","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"A. M. Amorim","4770","1988","03","02",NA,"Brasil","Fazenda Serra Bonita, RPPN Serra Bonita, 9,7Km de Camacan na estrada para Jacarecí, daí, 6Km SW na estarda para a ARPPN e Torre da Embratel.",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"A. M. Amorim & M. Lopes","CAMACAN","-39.565278","-15.391667",NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2005"
"65","2020-07-23 12:08:37-03","CEPLAC","CEPEC","111675","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Amorim, A. M.","5781","2006","04","14",NA,"Brasil","Serra do Peito-de-Moça. Ramal ca. 22,4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso após a casa de Mormaço.",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"Sem Informação","arataca","-39.341667","-15.173611","1000","1000","39W20'30","15S10'25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:08:37-03","CEPLAC","CEPEC","39335","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. S. dos Santos","4103","1995","07","29",NA,"Brasil","8.2Km a Rod. São Jose/Una; 2Km ao SW; faldas e acima da Serra dos Quatis.",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"A. Chautems","UNA","-38.316667","-15.266667",NA,NA,"38W19'","15S16'",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1998"
"67","2020-07-23 12:08:37-03","CEPLAC","CEPEC","39524","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. S. dos Santos","4226","1986","03","10",NA,"Brasil","BR-101,trecho São Jose/Camaca (Km 550);5.5Km a E da BR-101, estr. p/Faz.Cascavel",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"L. E. Skog","UNA","-38.333333","-15.133333",NA,NA,"38W20'","15S8'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1986"
"68","2020-07-23 12:08:37-03","CEPLAC","CEPEC","74171","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"W. W. Thomas","11382","1994","08","30",NA,"Brasil","4.2Km N Serra da Onça, 10.8Km ao NE da cidade (30Km ao SW Una).Rod. Una/Sta. Luzia.",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"A. Chautems","santa luzia","-15.333333","-39.5",NA,NA,"15W20'","39S30'",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1998"
"69","2020-07-23 12:08:37-03","CEPLAC","CEPEC","6483","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"T. S. dos Santos","1384","1994","05","29",NA,"Brasil","Km 1 da estrada a leste da cidade.",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,"L. E. Skog","CAMACAN","-39.4958000183105","-15.4191999435425",NA,NA,"0W0'0","0S0'0",NA,NA,"22686","auto",NA,NA,NA,NA,"16/09/1980"
"70","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000992330","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius","Isotype","George Gardner; b.1812; d.1849; Gardner","581","1837","02",NA,NA,"Brasil",NA,NA,"NHMUK:ecatalogue:482683","<a href=http://www.nhm.ac.uk/services/media-store/asset/9cbdcdd6474c48abfd981a49b575e97811fe5cf4/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"(Raddi) Sandwith","Anthonius Josephus Maria (Toon) Leeuwenberg; b.1930; Leeuwenb.",NA,"-53.08982","-10.773109",NA,NA,"-53.08982","-10.773109",NA,"1956",NA,NA,NA,NA,NA,NA,NA
"71","2016-08-23 10:59:24-03","NHMLondon","NHM-LONDON-BOT","BM000992331","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius","Isotype","George Gardner; b.1812; d.1849; Gardner","581","1837","02",NA,NA,"Brasil",NA,NA,"NHMUK:ecatalogue:482687","<a href=http://www.nhm.ac.uk/services/media-store/asset/1972365d12efbb065ff453e2638478ee8f4214d1/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"(Raddi) Sandwith","Anthonius Josephus Maria (Toon) Leeuwenberg; b.1930; Leeuwenb.",NA,"-53.08982","-10.773109",NA,NA,"-53.08982","-10.773109",NA,"1956",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-04 15:46:37-03","IF","SPSF","28570","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"M.C.H.Mamede","653","2000","11","22","América do Sul","Brasil","P.E.Serra do Mar, Núcleo Caraguatatuba",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da captacao&nf;;",NA,"Magnoliophyta","Scrophulariales","SP",NA,NA,NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Magnoliopsida",NA,"30093","auto",NA,NA,NA,NA,NA
"73","2021-03-04 15:46:37-03","IF","SPSF","24109","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"M.C.H.Mamede","231","1990","03","13","América do Sul","Brasil","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,"Magnoliophyta","Scrophulariales","SP",NA,NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Magnoliopsida",NA,"55628","auto",NA,NA,NA,NA,NA
"74","2021-03-04 15:46:37-03","IF","SPSF","24110","PreservedSpecimen","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"L.P.Queiroz & R.Belinello","4532","1996","05","29","América do Sul","Brasil","Estação Ecológica Juréia-Itatins",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de encosta&nf;;",NA,"Magnoliophyta","Scrophulariales","SP",NA,NA,NA,"Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Magnoliopsida",NA,"26998","auto",NA,NA,NA,NA,NA
"75","2021-02-08 12:42:36-03","UFRGS","ICN","120712","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Sobral, M; Attili, D","6619",NA,NA,NA,"América do Sul","Brasil","Parque Estadual da Juréia",NA,NA,"Região de mata atlântica. Erva entre pedras, em interior de mata; flores roxo-claras.",NA,"Dicotyledon",NA,"SP",NA,"(Raddi) Sandwith","Sobral, M","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA
"76","2019-11-21 10:07:00-03","IBt","SP","272258","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Rossi, L; Anunciação, EA","1379","1994","01","13",NA,"Brasil","Estação Ecológica Juréia-Itatins, Serra dos Itatins picada entre o alojamento do Núcleo Despraiado e o alto da Serra, mata de encosta bem preservada",NA,NA,"Herbácea, corola com os lobos roxos, centro do lobo e fauce alvos, estigma e estames alvos sombreada, no interior da mata",NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Iguape","-47.333333","-24.366667","800","800","-47.333333","-24.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:07:00-03","IBt","SP","238576","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Barros, F","1833","1990","05","09",NA,"Brasil","Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"78","2019-11-21 10:07:00-03","IBt","SP","215700","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Chautems, A; Melo, MMRF","136","1986","09","17",NA,"Brasil","Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"79","2019-11-21 10:07:00-03","IBt","SP","197979","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Forero, E; Jung, SL; Melo, MMRF; Yano, O; Barros, F","8792","1980","10","10",NA,"Brasil","Ilha do Cardoso, Morro da Captação, Morro dos Três Irmãos, Rio Perequê",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith","Chautems, A","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"2003","37574","auto",NA,NA,NA,NA,NA
"80","2019-11-21 10:07:00-03","IBt","SP","246736","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Barros, F; Ribeiro, JELS","2100","1990","12","06",NA,"Brasil","Ilha do Cardoso, Morro do Cardoso",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Cananéia","-47.9199981689453","-25.0100002288818","700","700",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"81","2019-11-21 10:07:00-03","IBt","SP","216068","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Melo, MMRF; et al.","527","1984","03","21",NA,"Brasil","Parque Estadual da Ilha do Cardoso",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"82","2020-10-22 10:13:08-03","IBt","SP","350545","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Mamede, MCH","653","2000","11","22",NA,"Brasil","Parque Estadual da Serra do Mar",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA
"83","2019-11-21 10:07:00-03","IBt","SP","277322","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Godoi, JV; et al.","5","1995","01","11",NA,"Brasil","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande",NA,NA,"Erva sobre rocha, flores lilases",NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith","Rossi, L; Rapini, A","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"1996","55628","auto","02",NA,NA,NA,NA
"84","2019-11-21 10:07:00-03","IBt","SP","277323","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Mariano Neto, E; et al.","11","1995","01","11",NA,"Brasil","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a Figueira Grande",NA,NA,"Erva sobre rocha, frutos imaturos verdes",NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith","Rossi, L; Rapini, A","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"1996","55628","auto","02",NA,NA,NA,NA
"85","2020-11-19 09:29:12-03","IBt","SP","307045","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Queiroz, LP; et al.","4532","1996","05","29",NA,"Brasil","Estação Ecológica Juréia-Itatins, Trilha atrás do alojamento próximo ao Rio Verde, próximo ao ponto de captação de água",NA,NA,"Erva rosulada 10-40cm alt., folhas adpressas, papiráceas, discolores, face adaxial cinérea, flores com cálice verde e corola branca com bordo dos lacínios lilás claro, freqüente, crescendo sobre rochas em riacho associado com musgos, em final de flor",NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith","Chautems, A","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"86","2019-11-21 10:07:00-03","IBt","SP","237597","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Mamede, MCH; et al.","231","1990","03","13",NA,"Brasil","Reserva Ecológica Juréia-Itatins, Trilha em direção ao Poço, interior da mata",NA,NA,"Erva na beira do riacho, pétalas azul arroxeado, fauce branca, frutos imaturos verdes",NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith","Chautems, A","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"1991","55628","auto",NA,NA,NA,NA,NA
"87","2020-07-02 08:40:08-03","IBt","SP","287160","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Souza, JP","123","1995","02","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"88","2020-08-13 18:02:11-03","IBt","SP","296177","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Leitão Filho, HF","34645","1996","02","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"89","2020-10-08 08:53:10-03","IBt","SP","334478","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius",NA,"Kameyama, C","113","1998","11","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Raddi) Sandwith",NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"90","2014-09-23 10:57:56-03","G","G","G00365564","S","Plantae","Gesneriaceae","Napeanthus","brasiliensis","Napeanthus brasiliensis","ISOTYPUS of Napeanthus brasiliensis Gardner","Gardner, H. M.","581",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: No information Image URL: No picture available on the institution's web site","G00365564",NA,NA,"Rio de Janeiro",NA,"Gardner","Leeuwenberg, A. J. M.","Serra dos Orgãos","-43","-22.43333333",NA,NA,"-43.0","-22.43333333",NA,"1958",NA,NA,"01","01",NA,NA,NA
"91","2014-09-23 10:57:56-03","G","G","G00365565","S","Plantae","Gesneriaceae","Napeanthus","primulifolius","Napeanthus primulifolius","ISOTYPUS of Napeanthus brasiliensis Gardner","Gardner, H. M.","581",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"Coordinate uncertainty: No information Image URL: No picture available on the institution's web site","G00365565",NA,NA,"Rio de Janeiro",NA,"(Raddi) Sandwith","Leeuwenberg, A. J. M.","Serra dos Orgãos","-43","-22.43333333",NA,NA,"-43.0","-22.43333333",NA,"1958",NA,NA,"01","01",NA,NA,NA
