"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"46","2009-11-24 14:21:44-02","MNHN","RECOLNAT_MNHN_P","P00721129","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Glaziou, A.",NA,"1879","9","8",NA,"Brésil",NA,NA,"S. Paulo : Campos da Bocaina",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00721129' target='other'> <mi>dwc_moreinfo</mi></a>","P00721129","P00721129_01",NA,NA,"Epling",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11308",NA,NA,NA
"47","2015-09-04 08:23:20-03","MNHN","RECOLNAT_MNHN_P","P03000912","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Glaziou, A.",NA,"1876","2","11",NA,"Brasil","Rio de Janeiro",NA,"Campos da Bocaina.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000912' target='other'> <mi>dwc_moreinfo</mi></a>","P03000912","P03000912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8178",NA,NA,NA
"48","2015-09-04 08:23:20-03","MNHN","RECOLNAT_MNHN_P","P03000916","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Glaziou, A.",NA,"1876","2","11",NA,"Brasil","São Paulo",NA,"Campos da Bocaina.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000916' target='other'> <mi>dwc_moreinfo</mi></a>","P03000916","P03000916_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8178",NA,NA,NA
"49","2015-09-04 08:23:21-03","MNHN","RECOLNAT_MNHN_P","P03000919","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Regnell, A.F.",NA,"1861","6","8",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000919' target='other'> <mi>dwc_moreinfo</mi></a>","P03000919","P03000919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I 328",NA,NA,NA
"50","2015-09-04 08:23:21-03","MNHN","RECOLNAT_MNHN_P","P03000920","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Glaziou, A.",NA,"1874","9","25",NA,"Brasil","São Paulo",NA,"Entre Campos Brejos e Morro Cavado.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000920' target='other'> <mi>dwc_moreinfo</mi></a>","P03000920","P03000920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7782",NA,NA,NA
"51","2015-09-04 08:23:21-03","MNHN","RECOLNAT_MNHN_P","P03000921","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Regnell, A.",NA,"1661","6","18",NA,"Brasil",NA,NA,"Retiro ou João Grande no Campo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000921' target='other'> <mi>dwc_moreinfo</mi></a>","P03000921","P03000921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1328",NA,NA,NA
"52","2015-09-04 08:23:21-03","MNHN","RECOLNAT_MNHN_P","P03000922","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000922' target='other'> <mi>dwc_moreinfo</mi></a>","P03000922","P03000922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I 328",NA,NA,NA
"53","2015-09-04 08:23:20-03","MNHN","RECOLNAT_MNHN_P","P03000917","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Widgren",NA,"1845","1","1",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000917' target='other'> <mi>dwc_moreinfo</mi></a>","P03000917","P03000917_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2015-09-04 08:23:21-03","MNHN","RECOLNAT_MNHN_P","P03000923","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Windgren",NA,"1845","1","1",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000923' target='other'> <mi>dwc_moreinfo</mi></a>","P03000923","P03000923_01",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-09-04 08:21:27-03","MNHN","RECOLNAT_MNHN_P","P03000133","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa","Pohl","Glaziou",NA,"1887","9","12",NA,"Brasil","Minas Gerais",NA,"Serra de Itabira] do Campo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000133' target='other'> <mi>dwc_moreinfo</mi></a>","P03000133","P03000133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17162",NA,NA,NA
"56","2016-01-28 16:03:57-02","MNHN","RECOLNAT_MNHN_P","P03000134","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa","Pohl","Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03000134' target='other'> <mi>dwc_moreinfo</mi></a>","P03000134","P03000134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17162",NA,NA,NA
"57","2020-12-11 11:36:49-03","UFMG","BHCB","123857","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Mendes, MS; et al.","50","2007","06",NA,"Southern America","Brasil","Minas Gerais","Mariana","Mina de conta história.","-43.527778","-20.265278",NA,"Arbusto.; Campo ferruginoso.","BHCB044239",NA,"1120","1120",NA,"2017","11","29",NA,NA,NA,"-43.527778","-20.265278",NA,NA,NA,NA,NA
"58","2020-12-11 11:36:49-03","UFMG","BHCB","191180","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Quaresma, AS; Meyer, PB","971","2018","05","15","Southern America","Brasil","Minas Gerais","Nova Lima",NA,"-43.96195","-20.114447",NA,"Campo sujo","BHCB191180",NA,NA,NA,NA,"2018","06","10",NA,NA,NA,"-43.96195","-20.114447",NA,NA,NA,NA,NA
"59","2020-12-11 11:36:49-03","UFMG","BHCB","181699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Brina, AE","s.n.","2015","03","09","Southern America","Brasil","Minas Gerais","Itabirito",NA,"-43.916944","-20.420056",NA,"Subarbusto; Canga Nodular",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.916944","-20.420056",NA,NA,NA,NA,NA
"60","2020-12-11 11:36:53-03","UFMG","BHCB","145799","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Mansur, T; Tameirão Neto, E","86","2010","08","05","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-44.277778","-20.038486",NA,"Campo limpo",NA,NA,"1281","1300",NA,"2010","09",NA,NA,NA,NA,"-44.277778","-20.038486",NA,NA,NA,NA,NA
"61","2020-12-11 11:36:53-03","UFMG","BHCB","42241","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda.","-43.983333","-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.983333","-20",NA,NA,NA,NA,NA
"62","2020-12-11 11:36:53-03","UFMG","BHCB","159763","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Tameirão Neto, E; Mansur, T; Vidal, CV","5077","2011","09","08","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.992256","-20.097367",NA,"Campo limpo, herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.992256","-20.097367",NA,NA,NA,NA,NA
"63","2020-12-11 11:36:53-03","UFMG","BHCB","49502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:36:53-03","UFMG","BHCB","75457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Viana, PL","80","2001","07","03","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Arbusto 1,5 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA
"65","2020-12-11 11:36:53-03","UFMG","BHCB","75594","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Viana, PL","150","2001","08","20","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Arbusto",NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA
"66","2020-12-11 11:36:53-03","UFMG","BHCB","13423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Mendonça Filho, CV","9","1988","06","28","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:36:53-03","UFMG","BHCB","67634","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Barreto, HLM","4667",NA,NA,NA,"Southern America","Brasil","Minas Gerais","São João Del Rei",NA,"-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:36:53-03","UFMG","BHCB","43066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Sousa, G","218","1998","07","31","Southern America","Brasil","Minas Gerais","Belo Horizonte","Copasa-barreiro.","-43.937801361084","-19.9207992553711",NA,"Flores rosa. Herbácea 40 cm,.; Margem da mata.","BHCB044233",NA,NA,NA,NA,"2017","11","29","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:36:53-03","UFMG","BHCB","107401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Mendes, MS; Brina, AE","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Congonhas","Mineração Casa de Pedra, Corpo Norte - CSN","-43.8577995300293","-20.4997005462646",NA,"Hábito: herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,"16368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:36:53-03","UFMG","BHCB","25252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:36:53-03","UFMG","BHCB","40781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:36:53-03","UFMG","BHCB","40826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.",NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-11 17:19:15-03","UFPR","UPCB","9778","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","Hatschbach, G.","27475","1971","09","08",NA,"Brasil","Minas Gerais","Cunha Magalhães","Mendanha",NA,NA,NA,"Subarbusto, 70cm, flor rosada. Campo pedregoso..","UPCB0036474","UPCB0036474",NA,NA,"Buchoski, M.G.","2018","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2016-12-06 14:11:00-02","MO","MOBOT","2904464","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","Johan F. Widgren","Widgren s.n.","1845",NA,NA,"South America","Brazil","Minas Gerais",NA,"Caldas.","-46.38333","-21.93333",NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"75","2016-12-01 13:47:00-02","MO","MOBOT","100508447","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","J.B.E. Pohl","Pohl 6171",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Inter Calumbis et Barreros",NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"76","2016-12-06 14:11:00-02","MO","MOBOT","2904472","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B. Pastore","George Eiten|Liene T. Eiten","Eiten 5617","1964","7","31","South America","Brazil","São Paulo",NA,"Moji-Guaçu: Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. 6.5 km. NNW of Padua Sales. (About 27 km. NW of city of Moji-Mirim.) Campo cerrado (a type of scrubby woodland originally) on upland, or very rarely forest. Open marsh or dense secondary forest (mata) along the streams. Cerrado with 50% cover of low-trees & shrubs (situated at south side of upland cerradão grove). Ground semi-shaded. 22º11-18'S., 47º7-10'W.",NA,NA,NA,NA,NA,NA,"575.00000000","625.00000000","R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2012-08-14 09:18:00-03","MO","MOBOT","100508445","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","candida","Hyptis candida","Pohl ex Benth.","J.B.E. Pohl","Pohl 6170",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Inter Rio Jequitinhonha et Barreros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"78","2012-08-14 09:14:00-03","MO","MOBOT","100508441","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Hyptis","fragilifolia","Hyptis fragilifolia","A. St.-Hil. ex Benth.","A. Saint-Hilaire","Saint-Hilaire 1164",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"Penha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holotype",NA
"79","2016-06-16 10:16:52-03","UNIOESTE","UNOP","3043","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Silva, A.R.","352","2007","07","14",NA,"Brasil","Minas Gerais","Boa Esperança","Serra da Boa Esperança","-45.5657997131348","-21.0900001525879",NA,"arbusto ramificado ca. 0,30 m de altura, em meio a gramíneas. Flores roxas em área de cerrado.",NA,NA,NA,NA,"Schinemann, D.A.","2016","05","20","37175","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-08-20 12:04:50-03","UFLA","ESAL","32133","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","Pohl & Benth","Arruda, I A C; Martins, C P V","741","2016","06","20",NA,"Brasil","Minas Gerais","Itutinga","Serra do Pombeiro porção Sul","-44.707389","-21.3815",NA,"Subarbusto, 60cm, folhas c/ odor refrescante, sépalas vináceas c/ tricomas esbranquiçados, corola branca c/ lobos lilás e estames brancos.; Campo Rupestre, entremeio c/ solo arenoso.",NA,NA,"106","106","Arruda, I A C","2017","01",NA,NA,NA,NA,"-44.707389","-21.3815",NA,NA,NA,NA,NA
"81","2019-12-17 13:53:23-03","UFLA","ESAL","32221","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","Pohl & Benth","Arruda, I A C; Mansanares, M E; Martins, C P","108","2015","09","22",NA,"Brasil","Minas Gerais","Itutinga","Serra do Pombeiro porção Norte","-44.687","-21.353139",NA,"Arbusto, 40cm, cálice esverdeado e corola rósea.; Campo Rupestre, entremeio.",NA,NA,"1034","1034","Arruda, I A C","2017","01",NA,NA,NA,NA,"-44.687","-21.353139",NA,NA,NA,NA,NA
"82","2017-11-24 14:11:05-02","UFLA","ESAL","10671","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Gavilanes, ML","4.627",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Serra do Campestre","-44.9171981811523","-21.4011001586914",NA,"sub-arbusto; 0,60; arroxeada;; campo rupestre",NA,NA,NA,NA,"M. L. Gavilanes",NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-10-09 16:31:32-03","UFLA","ESAL","13368","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","S. D'Angelo Neto(537); Ricardo","61",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"sub-arbusto; 1,0; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"84","2018-10-09 16:31:32-03","UFLA","ESAL","13415","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Lourenço, RA","88",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"sub-arbusto; 0,60; roxa;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"85","2019-05-09 11:05:26-03","UFLA","ESAL","28605","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Domingos, DQ; Furtado, CC","1090","2007",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.988333","-21.346111",NA,"Arbusto, 100cm.; Cerrado",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,NA,NA,NA,"-44.988333","-21.346111",NA,NA,NA,NA,NA
"86","2019-05-09 11:05:26-03","UFLA","ESAL","28606","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Domingos, DQ; Furtado, CC","1091","2008","07","12",NA,"Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.988611","-21.346389",NA,"Arbusto, 150cm.; Cerrado",NA,NA,NA,NA,"Domingos, DQ",NA,NA,NA,NA,NA,NA,"-44.988611","-21.346389",NA,NA,NA,NA,NA
"87","2018-10-09 16:31:32-03","UFLA","ESAL","29443","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Mansanares, ME; Coelho, FF; Van den Berg, E","1341","2010","05","20",NA,"Brasil","Minas Gerais","Carrancas","Serra de Carrancas, Salto, Ponto 16 - afloramento no topo do morro, próximo a pista de salto","-44.670833","-21.455833",NA,"Subarbusto com 60 cm. Botões florais com sepalas avermelhadas. Afloramento circundado por campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.670833","-21.455833",NA,NA,NA,NA,NA
"88","2018-08-29 16:33:14-03","UFLA","ESAL","30216","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Ventura, ASR","131","2016","09","06",NA,"Brasil","Minas Gerais","Lavras","Fazenda Bela Vista","-44.947889","-21.3395",NA,"Erva de 0,8m com flores roxa; Campo rupestre",NA,NA,"996","996",NA,NA,NA,NA,NA,NA,NA,"-44.947889","-21.3395",NA,NA,NA,NA,NA
"89","2018-10-09 16:31:32-03","UFLA","ESAL","8002","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278",NA,"sub-arbusto; 0,40; lilás;; campo rupestre",NA,NA,"12","12","J. Tamashiro",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"90","2018-10-09 16:31:32-03","UFLA","ESAL","8803","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Gavilanes, ML","3.334",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"sub-arbusto; 0,70; arroxeada;; campo rupestre",NA,NA,NA,NA,"M. L. Gavilanes",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"91","2017-11-24 14:11:05-02","UFLA","ESAL","8312","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl. ex Benth.","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Serra da Bocaina, Ingai","-44.8711013793945","-21.3169002532959",NA,"sub-arbusto; 0,50; violeta;; campo rupestre",NA,NA,"10","10","D. A. C.",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-06-10 10:10:54-03","FZB-BH","BHZB","3397","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides",NA,"Fernandes, M.G.C.","1199","2001","07","26",NA,"Brasil","MG","Ouro Preto","Estação Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,"Frequente no campo.Anteriormente identiificada como Hyptis sp.",NA,NA,NA,NA,"R. M. Harley","2015","02","10","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-06-10 10:10:54-03","FZB-BH","BHZB","7867","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides",NA,"Pôrto de Paula, L.M. et al.",NA,"1990","08","22",NA,"Brasil","MG","Moeda","Serra da Moeda - Primeira estação","-44.0527992248535","-20.3330993652344",NA,"Outros coletores: Grandi, T.S.M.Anteriormente identificada como Hyptis sp.",NA,NA,NA,NA,"R. M. Harley","2015","02","10","14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-06-10 10:10:54-03","FZB-BH","BHZB","2225","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides",NA,"Rezende, S.G. & Werneck, M.",NA,"2003","12","01",NA,"Brasil","MG","Nova Lima","Vale Cristais","-43.8466987609863","-19.9855995178223",NA,"Anteriormente identificada como Hyptis lippioides. COM DUPLICATA",NA,NA,NA,NA,"R. M. Harley","2015","02","10","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-06-10 10:10:54-03","FZB-BH","BHZB","10218","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides",NA,"Pôrto de Paula, L.M.",NA,"1990","10","01",NA,"Brasil","MG","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,"Coletada na primeira estação a 1500 m de altutude. Formação do grupo Itabira . Itabirito hematítico com zonas manganesíferas. Area degrada pela mineração.Anteriormente identificada como Hyptis sp.",NA,NA,"1500","1500","R. M. Harley","2015","02","10","14750","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-06-10 10:10:54-03","FZB-BH","BHZB","7609","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides",NA,"Mendes, M.S. et al.","50","2007","06","01",NA,"Brasil","MG","Mariana","Mina de Conta História","-43.527778","-20.265278",NA,"BHCB 123857. Doada pela SETE Soluções Consultoria. Lat. 20° 15' 55'' S; Long. 43° 31' 40'' O; 990 1120m. Outro coletor: Brina, AE. & Neves, GS. Com duplicata.Anteriormente ni",NA,NA,"990","990","R. M. Harley","2015","02","10",NA,NA,NA,"43W 31' 40''","20S 15' 55''",NA,NA,NA,NA,NA
