"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"197","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa","Pohl ex Benth.","Pohl, JBE","3205",NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio de Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa","Pohl ex Benth.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Crescit in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2017-09-11 17:10:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Hyptis","nervosa","Hyptis nervosa","Pohl ex Benth.","Pohl, JBE","339",NA,NA,NA,"Southern America","Brazil",NA,NA,"Rio de Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Hyptis","rigida","Hyptis rigida","Pohl ex Benth.","?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat inter Calumbi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2017-09-11 17:10:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lamiaceae","Hyptis","rigida","Hyptis rigida","Pohl ex Benth.","Pohl, JBE","6171",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Barriros provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-07-23 10:20:40-03","IBt","SP","15495","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Campos Novaes, J","435","1896","06",NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-07-23 10:20:40-03","IBt","SP","42912","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Hashimoto, G","277","1940","06","20",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-07-23 10:20:40-03","IBt","SP","40796","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Rombouts, JE","s.n.","1938","06","15",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-07-23 10:20:40-03","IBt","SP","77488","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Azevedo, LG","3","1962","07","03",NA,"Brasil","São Paulo","Campos do Jordão","16 km SSW da Estação de Emílio Ribas","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-07-23 10:20:40-03","IBt","SP","76201","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Kuhlmann, M","2533","1950","06","12",NA,"Brasil","São Paulo","Campos do Jordão","Campos dos Moreiras, Alto do Morro","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-07-23 10:20:40-03","IBt","SP","123506","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Sakane, M","60","1973","08","05",NA,"Brasil","São Paulo","Campos do Jordão","Vila Matilde, nas áreas do Sanatório São Francisco","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-07-23 10:20:40-03","IBt","SP","304879","S","Plantae",NA,NA,"Lamiaceae","Cyanocephalus","lippioides","Cyanocephalus lippioides","(Pohl ex Benth.) Harley & J.F.B.Pastore","Rodrigues, RR; et al.","375-A","1995","10","07",NA,"Brasil","São Paulo","São João da Boa Vista","Pico do Gavião","-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,NA,NA,"Buchoski, MG","2019","06",NA,"17205","auto",NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-11-21 10:07:14-03","IBt","SP","217099","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Bicudo, LRH; Campos, CJ; Amaral Jr, A","1076","1986","05","06",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão que liga São Manuel a Avaré no Km 296","-48.738611","-22.566667",NA,NA,NA,NA,NA,NA,"Harley, RM","2004","04","29",NA,NA,NA,"-48.738611","-22.566667",NA,NA,NA,NA,NA
"210","2019-11-21 10:07:14-03","IBt","SP","127750","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Eiten, G; et al.","2929","1961","06","14",NA,"Brasil","São Paulo","Ibaté",NA,"-48.016667","-21.95",NA,NA,NA,NA,"825","825","Harley, RM","2004","05","29",NA,NA,NA,"-48.016667","-21.95",NA,NA,NA,NA,NA
"211","2019-11-21 10:07:14-03","IBt","SP","217163","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Bicudo, LRH; Campos, CJ; Amaral Jr, A","1506","1986","09","25",NA,"Brasil","São Paulo","Botucatu","À margem da rodovia João Melão que liga São Manuel a Avaré no Km 296","-48.738611","-22.9",NA,NA,NA,NA,NA,NA,"Harley, RM","2004","04","29",NA,NA,NA,"-48.738611","-22.9",NA,NA,NA,NA,NA
"212","2020-09-10 10:17:52-03","IBt","SP","314425","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Pohl ex Benth.","Correa Gomes Jr, J","2000","1964","06","23",NA,"Brasil","Mato Grosso do Sul","Três Lagoas",NA,"-51.6782989501953","-20.7511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"150618","auto",NA,NA,NA,NA,NA,NA,NA,NA
"213","2014-09-23 10:58:01-03","G","G","G00437940","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Benth.","Pohl, J. B. E.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08982","-10.77311",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00437940",NA,NA,NA,"Harley, R. M.","1982","01","01",NA,NA,NA,"-53.08982","-10.77311",NA,NA,NA,"ISOTYPUS of Hyptis lippioides Benth.",NA
"214","2014-09-23 10:58:02-03","G","G","G00437941","S","Plantae",NA,NA,"Lamiaceae","Hyptis","lippioides","Hyptis lippioides","Benth.","Glaziou, A. F. M.","11308","1880",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00437941",NA,NA,NA,"Harley, R. M.","1982","01","01",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"HOLOTYPUS of Hyptis subnuda Briq.",NA
