"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","infraspecificEpithet"
"45","2019-08-27 13:36:41-03","IAP","PACA-AGP","75596","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1989",NA,NA,"Hatschbach, G.","21405","1969","04","23","Brasil","PR","Piacaguera","Baia Paranaguá.",NA,NA,NA,NA,NA,NA,"Museu Botânico Municipal/Curitiba&nf;ASSL 10628 Hábito: epífita, pendente Ecossistema: RESTINGA","PACA075596",NA,NA,NA,"Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:36:41-03","IAP","PACA-AGP","88940","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","A. Salino & T. E. Almeida","2006","04",NA,"Windisch, P. G.","9164","1999","05","14","Brasil","SP","Campos do Jordão","Divisa com Pindamonhagaba, Serra da Mantiqueira, São José dos Alpes.","-45.583333","-22.733333","45°35'W","22°44'S","1600","1600","HASU 11809 Habitat: região de mata nebular e campo, epífita na mata nebular.","PACA088940",NA,NA,NA,"Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:36:41-03","IAP","PACA-AGP","75594","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","32989","1973","10","31","Brasil","PR","Antonina","Rio Pequeno.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Museu Botânico Municipal/Curitiba&nf;ASSL 14052 Habitat: mata encosta de morro Hábito: epífita","PACA075594",NA,"38300","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:36:41-03","IAP","PACA-AGP","75600","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","16301","1967","04","13","Brasil","PR","Guaraqueçaba","Serrinha.","-48.3288993835449","-25.3066997528076",NA,NA,"100","100","Herbário Hatschbach, 16301&nf;ASSL 9306 Habitat: encosta de morro Hábito: epífita Ecossistema: MATA PLUVIAL","PACA075600",NA,"37295","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:36:41-03","IAP","PACA-AGP","75601","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Waechter","1677","1980","08","29","Brasil","RS","Torres","Lageadinho.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN 48103.&nf;ASSL 17132 Habitat: Sobre pindauva a cerca de 12 m de altura ,plantas macias em tufos,pendentes, esporangios imaturos verdes / maduros amarelo-palidos. Hábito: epífita Ecossistema: MATA PLUVIAL","PACA075601",NA,"20837","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-27 13:36:41-03","IAP","PACA-AGP","85772","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","2005",NA,NA,"L.T. Dombrowski","7410","1977","05","13","Brasil","PR","Antonina","Beira do Rio do Nunes.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Fundação Instituto do Paraná.&nf;ASSL 15565","PACA085772",NA,"38300","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-27 13:36:41-03","IAP","PACA-AGP","75599","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","14164","1966","11","25","Brasil","PR","Antonina","Cacatu.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Mata pluvial da vertente atlantica&nf;Herbário Hatschbach, 14164&nf;ASSL 8999 Hábito: epífita, pendente","PACA075599",NA,"38300","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:36:41-03","IAP","PACA-AGP","75598","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","37833","1975","12","01","Brasil","PR","Antonina","Rio Pequeno.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Museu Botânico Municipal/Curitiba&nf;ASSL 14984 Hábito: epífita Ecossistema: MATA PLUVIAL","PACA075598",NA,"38300","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:36:41-03","IAP","PACA-AGP","75595","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1989",NA,NA,"Hatschbach, G.","20966","1969","01","30","Brasil","PR","Campina Grande do Sul","Serra Virgem Maria, Rio Pardinho.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Herbário Hatscbach 20966&nf;ASSL 10495 Habitat: margens de rio Hábito: epífita, pendente Ecossistema: MATA PLUVIAL","PACA075595",NA,"55154","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-27 13:36:41-03","IAP","PACA-AGP","75597","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1989",NA,NA,"Hatschbach, G.","14701","1966","09","13","Brasil","PR","Morretes","Estr. Itupava, Rio São João.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Museu Botânico Municipal/Curitiba&nf;ASSL 8998 Hábito: epífita, pendente Ecossistema: MATA PLUVIAL","PACA075597",NA,"30514","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-27 13:36:41-03","IAP","PACA-AGP","75593","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","19586","1968","08","08","Brasil","PR","Morretes","Rio Sagrado de Cima.","-48.834400177002","-25.476900100708",NA,NA,"100","300","Herbário Hatschbach, 19586&nf;ASSL 10340 Habitat: encosta de morro Hábito: epífita, pendente Ecossistema: MATA PLUVIAL","PACA075593",NA,"30514","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:36:41-03","IAP","PACA-AGP","75602","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","Windisch","1988",NA,NA,"Hatschbach, G.","16785","1967","07","25","Brasil","PR","Paranaguá","Col. Pereira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Mata pluvial de planicie litorânea.&nf;Museu Botânico Municipal/Curitiba&nf;ASSL 9600 Hábito: epífita, pendente","PACA075602",NA,"24916","auto","Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:36:45-03","IAP","PACA-AGP","74996","PreservedSpecimen","Plantae","Lycopodiaceae","Lycopodium","flexibile","Lycopodium flexibile","Fée","Windisch","2005",NA,NA,"Sehnem, A.","813","1941","03","03","Brasil","SC",NA,"Morro do Antão, Ilha de Santa Catarina.",NA,NA,NA,NA,"250","250","Habitat: epiphytum","PACA074996",NA,NA,NA,"Pteridophyta","Lycopodiales",NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"58","2020-02-27 16:44:04-03","UFSC","CTBS","1735","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, A.L.","2009","09","14","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L.","53","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí- Spitzkopf","-49.118056","-27.006944","49°07'05W","27°00'25S","249","249","Floresta Ombrófila Densa; Estágio Avançado; encosta íngreme; epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 14289",NA,NA,NA
"59","2020-02-27 16:44:04-03","UFSC","CTBS","1732","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, T.J.","2009","11","21","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","616","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo","-49.235556","-26.365","49°14'08W","26°21'54S","417","417","Floresta Ombrófila Densa; Estágio Avançado; epífita;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 17031",NA,NA,NA
"60","2021-03-24 17:09:19-03","UFES","SAMES","6979","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Cadorin,T.J.; Grosch,B.;Lopes,C.P.","1285","2010","02","16","Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746","-490705556.0","-270025000.0",NA,NA,"Habito: Epífita","SAMES06979",NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:50:28-03","UFJF","CESJ","3114","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","B. Øllgaard","2014","08",NA,"A.C. Brade","s.n.","1949",NA,NA,"Brasil","Espírito Santo","Cachoeiro do Itapemirim","Vargem Alta, Epífita na mata.",NA,NA,NA,NA,NA,NA,NA,"CESJ003114","CESJ003114",NA,NA,"Lycopodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:50:28-03","UFJF","CESJ","64513","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","V.A.O. Dittrich","2014","07",NA,"J. M. Silva; O.S. Ribas; E.M. Cunha; A.S. Costa","4014","2004","05","01","Brasil","Paraná","Bocaiúva do Sul","Fazenda Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Epífita; floresta atlântica.","CESJ064513","CESJ064513","61623","auto","Lycopodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:50:28-03","UFJF","CESJ","47464","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","B. Øllgaard","2014","08",NA,"F.R.G. Salimena; M.G.L. Wanderley, PLViana, T","1368","2006","06","02","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha da ponte em direção ao Serrote de São Gabriel.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Planta epífita com ramos pendentes. Interior de mata ciliar.","CESJ047464","CESJ047464","20815","auto","Lycopodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:50:28-03","UFJF","CESJ","64516","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","V.A.O. Dittrich","2013","10",NA,"J.M. Silva; O.S. Ribas; E.M. Cunha; A.S. Costa","4014","2004","05","01","Brasil","Paraná","Bocaiúva do Sul","Fazenda Capivari","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"Epífita da Floresta Atlântica.","CESJ064516","CESJ064516","61623","auto","Lycopodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 14:50:28-03","UFJF","CESJ","2621","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B. Øllg.","B. Øllgaard","2014","08",NA,"Reitz","s.n.","1947",NA,NA,"Brasil","Santa Catarina","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,NA,"CESJ002621","CESJ002621","19684","auto","Lycopodiopsida",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:43:48-03","UNICAMP","UEC","138619","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Gissi, DS","2015","09",NA,"Breier, TB; Breier, ACB","772","2002","12","14","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,"Em galho caído na trilha da parcela.","UEC052439","UEC052439",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:28:47-03","UNICAMP","UEC","138621","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Gissi, DS","2015","09",NA,"Breier, TB; Andrade, MAR","146","2002","05","27","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Parcelas permanentes.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC052441","UEC052441",NA,NA,"Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:43:48-03","UNICAMP","UEC","85103","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Gissi, DS","2015","09",NA,"Souza, WS; Britez, RM; Silva, SM","24560","1988","05","28","Brazil","Paraná","Paranaguá","Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Esporângios amarelados.; Epífita com ramos pendentes.&nf;Em floresta da planicie costeira.","UEC052437","UEC052437","24916","auto","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-26 11:12:47-03","UNICAMP","UEC","138625","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.",NA,NA,NA,NA,"Breier, TB; Singer, RB","976","2003","05","06","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC052442","UEC052442","37574","auto","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:43:48-03","UNICAMP","UEC","138620","S","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Ollg.","Gissi, DS","2015","09",NA,"Breier, TB; Andrade, MAR","19","2002","05","17","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Trilha didática.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Caule zigue-zague.","UEC052440","UEC052440","37574","auto","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-19 14:08:15-03","UFRPE","PEUFR","1274B","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.",NA,NA,NA,NA,"Andrade-Lima",NA,"1972","12","28","Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.043889","-7.903333","36º02'38W","07º54'12S",NA,NA,"Epífita; coordenadas geográficas do município.","PEUFR1274B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-19 14:08:15-03","UFRPE","PEUFR","41606","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée)","I.C.L. Barros & A. Santigo",NA,NA,NA,"I.C.L. Barros; et al",NA,"1998","09","19","Brasil","Pernambuco","Bonito","Mata da Colônia","-35.715556","-8.503889","35°42'56''W","8°30'14''S","800","800","Epífita no interior da mata, na sombra","PEUFR041606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-19 14:08:15-03","UFRPE","PEUFR","3189","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","flexibilis","Huperzia flexibilis","(Fée) B. Øllg.","M.L. guedes","1988","09","06","E.C. Tenório","1341","1971","04","04","Brasil","Pernambuco","Caruaru","Fazenda Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,NA,"PEUFR003189",NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:56:07-03","UFOP","OUPR","8544","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.",NA,NA,NA,NA,"Badini, J.","s.n.","1982","04","17","Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:02:27-03","FURB","FURB","12560","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","06","05","Gasper, A.L. de; Brogni, E.","2178","2009","06","05","Brasil","Santa Catarina","Brusque","RPPN Chácara Dona Edith.","-48.8966666","-27.1008333","-48.8966666","-27.1008333","112","112",NA,"FURB09174","FURB09174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:02:27-03","FURB","FURB","14007","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","08","29","Gasper, A.L. de","2257","2009","08","29","Brasil","Santa Catarina","Luiz Alves","Braço Francês.","-48.9738889","-26.77","-48.9738889","-26.7700000","220","220",NA,"FURB09173","FURB09173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:02:27-03","FURB","FURB","14289","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","09","14","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","53","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249",NA,"FURB09172","FURB09172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:02:27-03","FURB","FURB","14678","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","10","10","Stival-Santos, A.; Legal, E. & Silveira, S.","958","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106",NA,"FURB09171","FURB09171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:02:27-03","FURB","FURB","14720","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","09","24","Korte, A.; Cadorin, T.J. & Gasper, A.L. de","322","2009","09","24","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","526","526",NA,"FURB09170","FURB09170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:02:27-03","FURB","FURB","15136","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Schmitt, JL","2009","10","13","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","310","2009","10","13","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569",NA,"FURB09169","FURB09169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:02:27-03","FURB","FURB","17031","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2009","11","21","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","616","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417",NA,"FURB09168","FURB09168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:02:27-03","FURB","FURB","18566","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2009","12",NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","933","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203",NA,"FURB09167","FURB09167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:02:27-03","FURB","FURB","1972","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Hiendlmayer, R","2007","02","10","Sobral, M.",NA,"2001","02","02","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB09179","FURB09179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:02:27-03","FURB","FURB","20697","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","04","13","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1287","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180",NA,"FURB09166","FURB09166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-10-14 10:02:27-03","FURB","FURB","21466","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2010","03","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1285","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249",NA,"FURB09165","FURB09165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-10-14 10:02:27-03","FURB","FURB","22797","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Schmitt, J","2010","04","07","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1640","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533",NA,"FURB00173","FURB00173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-10-14 10:02:27-03","FURB","FURB","23032","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","04","12","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1630","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317",NA,"FURB09164","FURB09164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-10-14 10:02:27-03","FURB","FURB","23182","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","2242","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639",NA,"FURB09163","FURB09163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-10-14 10:02:27-03","FURB","FURB","23511","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","04","23","Korte, A.; Kniess, A.","2814","2010","03","15","Brasil","Santa Catarina","Ascurra","Guaricanas.","-49.41","-27","-49.4100000","-27.0000000","281","281",NA,"FURB09162","FURB09162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-10-14 10:02:27-03","FURB","FURB","23808","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Gasper, AL de","2010","04","26","Stival-Santos, A.; Legal, E. & Silveira, S.","2436","2010","04","06","Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","-48.9600000","-27.5400000","718","718",NA,"FURB09161","FURB09161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-10-14 10:02:27-03","FURB","FURB","24765","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Cadorin, TJ","2010","05","06","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","1986","2010","05","06","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB09160","FURB09160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:02:27-03","FURB","FURB","26402","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","flexibilis","Phlegmariurus flexibilis","(Fée) B.Øllg.","Salino, A","2011","07","19","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2877","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612",NA,"FURB09159","FURB09159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
